Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.countryCreation,Subject,Name.creator,Name.contributor,Name.interviewer,Name.subject,Name.interviewee,Name.photographer,Name.repository,Language,Alt ID.local,Format.medium,Title,Date.creation,Coverage.temporal,Description.abstract,Publisher.publisherName,Relation.isPartOf,Format.extent,Description.note,Source,Relation.relatedTo,AltTitle.uniform,Description.biographicalNote,Coverage.geographic,Description.tableOfContents,Publisher.placeOfOrigin,Bucketeer State,IIIF Access URL
American College of Neuropsychopharmacology,ark:/21198/z17w839b,ark:/21198/zz001nfc2r/3q72n29z,,,Page,acnp/image/21198-zz001nfc2r-2-master_037.tif,37,,,,,,,,,,,,,,,,,,,Page 37,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17w839b
American College of Neuropsychopharmacology,ark:/21198/z1447bkx,ark:/21198/zz001nfc2r/3q72n29z,,,Page,acnp/image/21198-zz001nfc2r-2-master_038.tif,38,,,,,,,,,,,,,,,,,,,Page 38,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1447bkx
American College of Neuropsychopharmacology,ark:/21198/z10c6kwn,ark:/21198/zz001nfc2r/3q72n29z,,,Page,acnp/image/21198-zz001nfc2r-2-master_039.tif,39,,,,,,,,,,,,,,,,,,,Page 39,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c6kwn
American College of Neuropsychopharmacology,ark:/21198/z1vm63dr,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm63dr
American College of Neuropsychopharmacology,ark:/21198/z1qv5bqg,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qv5bqg
American College of Neuropsychopharmacology,ark:/21198/z1m639f7,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m639f7
American College of Neuropsychopharmacology,ark:/21198/z1gf2jp2,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf2jp2
American College of Neuropsychopharmacology,ark:/21198/z1bp1sxw,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp1sxw
American College of Neuropsychopharmacology,ark:/21198/z16x126z,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_006.tif,6,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x126z
American College of Neuropsychopharmacology,ark:/21198/z13509h0,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_007.tif,7,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13509h0
American College of Neuropsychopharmacology,ark:/21198/z1zc9t2m,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_008.tif,8,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc9t2m
American College of Neuropsychopharmacology,ark:/21198/z1tm929t,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_009.tif,9,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm929t
American College of Neuropsychopharmacology,ark:/21198/z1pz710t,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_010.tif,10,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz710t
American College of Neuropsychopharmacology,ark:/21198/z1k6688d,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_011.tif,11,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k6688d
American College of Neuropsychopharmacology,ark:/21198/z1ff5hgs,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_012.tif,12,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5hgs
American College of Neuropsychopharmacology,ark:/21198/z19p4rr2,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_013.tif,13,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p4rr2
American College of Neuropsychopharmacology,ark:/21198/z15x412k,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_014.tif,14,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x412k
American College of Neuropsychopharmacology,ark:/21198/z12538cm,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_015.tif,15,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12538cm
American College of Neuropsychopharmacology,ark:/21198/z1xd2rvg,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_016.tif,16,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd2rvg
American College of Neuropsychopharmacology,ark:/21198/z1sr0qkx,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_017.tif,17,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr0qkx
American College of Neuropsychopharmacology,ark:/21198/z1nz9zt6,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_018.tif,18,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nz9zt6
American College of Neuropsychopharmacology,ark:/21198/z1j6971p,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_019.tif,19,,,,,,,,,,,,,,,,,,,Page 19,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j6971p
American College of Neuropsychopharmacology,ark:/21198/z1df8g9z,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_020.tif,20,,,,,,,,,,,,,,,,,,,Page 20,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df8g9z
American College of Neuropsychopharmacology,ark:/21198/z18p7qn4,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_021.tif,21,,,,,,,,,,,,,,,,,,,Page 21,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p7qn4
American College of Neuropsychopharmacology,ark:/21198/z14x6zxd,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_022.tif,22,,,,,,,,,,,,,,,,,,,Page 22,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x6zxd
American College of Neuropsychopharmacology,ark:/21198/z115676s,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_023.tif,23,,,,,,,,,,,,,,,,,,,Page 23,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz115676s
American College of Neuropsychopharmacology,ark:/21198/z1wh4f6q,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_024.tif,24,,,,,,,,,,,,,,,,,,,Page 24,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh4f6q
American College of Neuropsychopharmacology,ark:/21198/z1rr3pd3,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_025.tif,25,,,,,,,,,,,,,,,,,,,Page 25,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr3pd3
American College of Neuropsychopharmacology,ark:/21198/z1n02xn7,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_026.tif,26,,,,,,,,,,,,,,,,,,,Page 26,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n02xn7
American College of Neuropsychopharmacology,ark:/21198/z1h725xw,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_027.tif,27,,,,,,,,,,,,,,,,,,,Page 27,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h725xw
American College of Neuropsychopharmacology,ark:/21198/z1cg1f71,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_028.tif,28,,,,,,,,,,,,,,,,,,,Page 28,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg1f71
American College of Neuropsychopharmacology,ark:/21198/z17q0pk6,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_029.tif,29,,,,,,,,,,,,,,,,,,,Page 29,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q0pk6
American College of Neuropsychopharmacology,ark:/21198/z13x9xtg,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_030.tif,30,,,,,,,,,,,,,,,,,,,Page 30,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13x9xtg
American College of Neuropsychopharmacology,ark:/21198/z1087wgb,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_031.tif,31,,,,,,,,,,,,,,,,,,,Page 31,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1087wgb
American College of Neuropsychopharmacology,ark:/21198/z1vh7d1w,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_032.tif,32,,,,,,,,,,,,,,,,,,,Page 32,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh7d1w
American College of Neuropsychopharmacology,ark:/21198/z1qr6n78,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_033.tif,33,,,,,,,,,,,,,,,,,,,Page 33,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr6n78
American College of Neuropsychopharmacology,ark:/21198/z1m05wj9,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_034.tif,34,,,,,,,,,,,,,,,,,,,Page 34,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m05wj9
American College of Neuropsychopharmacology,ark:/21198/z1g754vd,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_035.tif,35,,,,,,,,,,,,,,,,,,,Page 35,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g754vd
American College of Neuropsychopharmacology,ark:/21198/z1bg4d60,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_036.tif,36,,,,,,,,,,,,,,,,,,,Page 36,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg4d60
American College of Neuropsychopharmacology,ark:/21198/z16q3ndc,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_037.tif,37,,,,,,,,,,,,,,,,,,,Page 37,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3ndc
American College of Neuropsychopharmacology,ark:/21198/z1321m27,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_038.tif,38,,,,,,,,,,,,,,,,,,,Page 38,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321m27
American College of Neuropsychopharmacology,ark:/21198/z1z913jg,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_039.tif,39,,,,,,,,,,,,,,,,,,,Page 39,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z913jg
American College of Neuropsychopharmacology,ark:/21198/z1tj0bs9,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_040.tif,40,,,,,,,,,,,,,,,,,,,Page 40,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj0bs9
American College of Neuropsychopharmacology,ark:/21198/z1pr9m2f,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_041.tif,41,,,,,,,,,,,,,,,,,,,Page 41,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9m2f
American College of Neuropsychopharmacology,ark:/21198/z1k08vdx,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_042.tif,42,,,,,,,,,,,,,,,,,,,Page 42,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k08vdx
American College of Neuropsychopharmacology,ark:/21198/z1f783q1,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_043.tif,43,,,,,,,,,,,,,,,,,,,Page 43,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f783q1
American College of Neuropsychopharmacology,ark:/21198/z19g7c0q,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_044.tif,44,,,,,,,,,,,,,,,,,,,Page 44,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7c0q
American College of Neuropsychopharmacology,ark:/21198/z15t59p9,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_045.tif,45,,,,,,,,,,,,,,,,,,,Page 45,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t59p9
American College of Neuropsychopharmacology,ark:/21198/z1224jxf,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_046.tif,46,,,,,,,,,,,,,,,,,,,Page 46,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224jxf
American College of Neuropsychopharmacology,ark:/21198/z1x942d3,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_047.tif,47,,,,,,,,,,,,,,,,,,,Page 47,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x942d3
American College of Neuropsychopharmacology,ark:/21198/z1sj39qt,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_048.tif,48,,,,,,,,,,,,,,,,,,,Page 48,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sj39qt
American College of Neuropsychopharmacology,ark:/21198/z1ns2k2d,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_049.tif,49,,,,,,,,,,,,,,,,,,,Page 49,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns2k2d
American College of Neuropsychopharmacology,ark:/21198/z1j11tcf,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_050.tif,50,,,,,,,,,,,,,,,,,,,Page 50,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j11tcf
American College of Neuropsychopharmacology,ark:/21198/z1db9s1f,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_051.tif,51,,,,,,,,,,,,,,,,,,,Page 51,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1db9s1f
American College of Neuropsychopharmacology,ark:/21198/z18k918n,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_052.tif,52,,,,,,,,,,,,,,,,,,,Page 52,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k918n
American College of Neuropsychopharmacology,ark:/21198/z14t88jx,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_053.tif,53,,,,,,,,,,,,,,,,,,,Page 53,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t88jx
American College of Neuropsychopharmacology,ark:/21198/z1127hs2,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_054.tif,54,,,,,,,,,,,,,,,,,,,Page 54,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127hs2
American College of Neuropsychopharmacology,ark:/21198/z1w971bm,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_055.tif,55,,,,,,,,,,,,,,,,,,,Page 55,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w971bm
American College of Neuropsychopharmacology,ark:/21198/z1rj68nb,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_056.tif,56,,,,,,,,,,,,,,,,,,,Page 56,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj68nb
American College of Neuropsychopharmacology,ark:/21198/z1ms5j0x,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_057.tif,57,,,,,,,,,,,,,,,,,,,Page 57,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms5j0x
American College of Neuropsychopharmacology,ark:/21198/z1h43gmx,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_058.tif,58,,,,,,,,,,,,,,,,,,,Page 58,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h43gmx
American College of Neuropsychopharmacology,ark:/21198/z1cc2qw6,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_059.tif,59,,,,,,,,,,,,,,,,,,,Page 59,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc2qw6
American College of Neuropsychopharmacology,ark:/21198/z17m203c,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_060.tif,60,,,,,,,,,,,,,,,,,,,Page 60,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17m203c
American College of Neuropsychopharmacology,ark:/21198/z13v17b6,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_061.tif,61,,,,,,,,,,,,,,,,,,,Page 61,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v17b6
American College of Neuropsychopharmacology,ark:/21198/z1030gn7,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_062.tif,62,,,,,,,,,,,,,,,,,,,Page 62,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1030gn7
American College of Neuropsychopharmacology,ark:/21198/z1vb0077,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_063.tif,63,,,,,,,,,,,,,,,,,,,Page 63,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vb0077
American College of Neuropsychopharmacology,ark:/21198/z1qj97gh,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_064.tif,64,,,,,,,,,,,,,,,,,,,Page 64,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qj97gh
American College of Neuropsychopharmacology,ark:/21198/z1kw766z,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_065.tif,65,,,,,,,,,,,,,,,,,,,Page 65,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw766z
American College of Neuropsychopharmacology,ark:/21198/z1g46fgj,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_066.tif,66,,,,,,,,,,,,,,,,,,,Page 66,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g46fgj
American College of Neuropsychopharmacology,ark:/21198/z1bc5png,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_067.tif,67,,,,,,,,,,,,,,,,,,,Page 67,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bc5png
American College of Neuropsychopharmacology,ark:/21198/z16m4xxr,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_068.tif,68,,,,,,,,,,,,,,,,,,,Page 68,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m4xxr
American College of Neuropsychopharmacology,ark:/21198/z12v4678,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_069.tif,69,,,,,,,,,,,,,,,,,,,Page 69,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v4678
American College of Neuropsychopharmacology,ark:/21198/z1z33pts,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_070.tif,70,,,,,,,,,,,,,,,,,,,Page 70,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z33pts
American College of Neuropsychopharmacology,ark:/21198/z1tb2z3g,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_071.tif,71,,,,,,,,,,,,,,,,,,,Page 71,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tb2z3g
American College of Neuropsychopharmacology,ark:/21198/z1pp0wvz,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_072.tif,72,,,,,,,,,,,,,,,,,,,Page 72,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pp0wvz
American College of Neuropsychopharmacology,ark:/21198/z1jx053k,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_073.tif,73,,,,,,,,,,,,,,,,,,,Page 73,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx053k
American College of Neuropsychopharmacology,ark:/21198/z1f49d9q,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_074.tif,74,,,,,,,,,,,,,,,,,,,Page 74,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f49d9q
American College of Neuropsychopharmacology,ark:/21198/z19c8njj,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_075.tif,75,,,,,,,,,,,,,,,,,,,Page 75,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8njj
American College of Neuropsychopharmacology,ark:/21198/z15m7wv8,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_076.tif,76,,,,,,,,,,,,,,,,,,,Page 76,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m7wv8
American College of Neuropsychopharmacology,ark:/21198/z11v754b,ark:/21198/zz001nfc2r/bj684q2k,,,Page,acnp/image/21198-zz001nfc2r-3-master_077.tif,77,,,,,,,,,,,,,,,,,,,Page 77,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v754b
