Object Type,Parent ARK (fest),Parent ARK,Item ARK,File Name,Local identifier,Title,AltTitle.translated,AltTitle.other,Name.creator,Date.created,Date.normalized,Language,Type.typeOfResource,Genre,Format.dimensions,Repository,collection.physical,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Description.note,Contents note,Subject,Subject geographic,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1wd630m,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0478_pos00001.tif,pos_i2_478|~|POS,Urbanistika e fshatit,Infrastructure of Villages,Urbanistika e fshatit tonë socialist|~|Urban Planning of Our Socialist Village,New Albania Film Studio,1973,1973,alb,still image,poster,25.8 x 35.2 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Urbanistika e fshatit"".  Director Xhezair Dafa's doc chronicles urban developments in the Albanian villages.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Urbanistika e fshatit"". Dokumentari i regjisorit Xhezair Dafa tregon zhvillimet urbane në fshatrat shqiptare.","11 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|11 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Albania Village Life|~|Urban Developments,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wd630m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wd630m/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1rn5b7f,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0481_pos00001.tif,pos_i2_481|~|POS,Gjuha jonë,Our Language,,New Albania Film Studio,1973,1973,alb,still image,poster,25.8 x 34.4 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Gjuha jonë"". Director Ilo Pando's doc features professors and experts during sessions of the Albanian language congress.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Gjuha jonë"". Dokumentari i regjisorit Ilo Pando prezanton profesorë dhe ekspertë gjatë sesioneve të kongresit të gjuhës shqipe.","13 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis. Poster features small production still from doc in left hand corner.|~|13 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Albanian Language,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn5b7f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rn5b7f/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1mw4kkm,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0488_pos00001.tif,pos_i2_488|~|POS,Motive nga dita e diel,Motives from a Sunday,,New Albania Film Studio,1973,1973,alb,still image,poster,39 x 35 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Motive nga dita e diel"". Director Dhimitër Anagnosti doc presents a poetic view of life in the Albanian capital of Tirana.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Motive nga dita e diel"". Dokumentari i regjisorit Dhimitër Anagnosti paraqet një pamje poetike të jetës në kryeqytetin shqiptar të Tiranës.","20 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|20 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw4kkm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mw4kkm/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1h43tzj,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0490_pos00001.tif,pos_i2_490|~|POS,Vajza pukiane,The Brave Woman of Puka,Sokolesha e Pukes,New Albania Film Studio,1973,1973,alb,still image,poster,25 x 35.4 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Vajza pukiane"". Director Marianthi Xhako's doc chronicles a female truck driver who's route is high in the Albanian highlands.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Vajza pukiane"". Dokumentari i regjisores Marianthi Xhako tregon një shofere kamioni femër itenerari i së cilës është lart në malësinë shqiptare.","9 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis. Poster features two production stills taken from film.|~|9 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, vetëm me titullin, autorët realizues dhe sinops i shkurtër. Posteri përmban dy foto produksioni të marra nga filmi.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Albania Highlands,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h43tzj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h43tzj/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1cg1sj6,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0491_pos00001.tif,pos_i2_491|~|POS,Përse qajnë fëmijët?,Why Do the Children Cry?,Përse qajnë fëmijët tanë?|~|Why Do Our Children Cry?,New Albania Film Studio,1973,1973,alb,still image,poster,25 x 35 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Përse qajnë fëmijët?"". Director Kristaq Mitro's doc takes a look at the care of babies and young children.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Përse qajnë fëmijët?"". Dokumentari i regjisorit Kristaq Mirto hedh një vështrim në kujdesin e foshnjave dhe fëmijëve të vegjël.","21 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|21 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Childcare,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg1sj6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cg1sj6/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z17q11x6,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0492_pos00001.tif,pos_i2_492|~|POS,Ata Quheshin Arbër,They Were Called Arberesh,,New Albania Film Studio,1973,1973,alb,still image,poster,24.8 x 34.8 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Ata Quheshin Arbër"". Director Gëzim Erebara's doc chronicles the ancient history of Albanian dwellings through archeological findings.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Ata Quheshin Arbër"". Dokumentari i regjisorit Gëzim Erebara tregon historinë e lashtë të banesave shqiptare përmes gjetjeve arkeologjike.","18 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|18 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Ancient History|~|Historical Dwellings,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q11x6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17q11x6/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z13z095f,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0496_pos00001.tif,pos_i2_496|~|POS,Trofetë e fitoreve,The Trophies of Vctories,,New Albania Film Studio,1974,1974,alb,still image,poster,24.5 x 35 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Trofetë e fitoreve"".  Director Ilo Pando's doc chronciles centruries of Albanian battles from ancient times to the Second World War.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar  ""Trofetë e fitoreve"". Dokumentari i regjisorit Ilo Pando tregon shekuj betejash shqiptare që nga lashtësia deri në Luftën e Dytë Botërore.","15 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|15 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Ancient History|~|Second World War,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13z095f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13z095f/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1059jd1,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0498_pos00001.tif,pos_i2_498|~|POS,Misëri Hibrit,Hybrid corn,,New Albania Film Studio,1974,1974,alb,still image,poster,25.5 x 35.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Misëri hibrit"". Director Saimir Kumbaro's doc chronicles the variety of hybrid corn cultivated in Albania's northern area of Shkodra.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar  ""Misëri hibrit"". Dokumentari i regjisorit Saimir Kumbaro tregon shumëllojshmërinë e misrit hibrid të kultivuar në zonën veriore të Shqipërisë, Shkodrës.","15 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|15 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Agriculture|~|Hybrid Corn,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1059jd1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1059jd1/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1vd91w8,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0502_pos00001.tif,pos_i2_502|~|POS,Brigadë e lindur në stuhi,Born in the Storm Brigade,,New Albania Film Studio,1974,1974,alb,still image,poster,25 x 35.4 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Brigadë e lindur në stuhi"". Director Kristaq Mitro doc marks the celebrations in Tirana on the occasion of the anniversary of a partisan unit that fought during the Second World War.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Brigadë e lindur në stuhi"". Dokumentari i regjisorit Kristaq Mitro shënon festimet në Tiranë me rastin e përvjetorit të një njësie partizane që luftoi gjatë Luftës së Dytë Botërore.","13 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|13 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Historical Events|~|Second World War,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd91w8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vd91w8/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1qn8989,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0509_pos00001.tif,pos_i2_509|~|POS,E vërteta mbi fenë,The Truth about Religion,,New Albania Film Studio,1974,1974,alb,still image,poster,21 x 31.3 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""E vërteta mbi fenë"". Director Ilo Pando's doc presents a case against organized religion, seven years after the communist regime declared Albania the first athiest state in the world.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""E vërteta mbi fenë"". Dokumentari i regjisorit Ilo Pando kundërshton një çështje kundër fesë së organizuar, shtatë vjet pasi regjimi komunist e shpalli Shqipërinë shtetin e parë ateist në botë.","12 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|12 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Anti-Religious Campaigns|~|Atheism,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn8989,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qn8989/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1m067vv,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0510_pos00001.tif,pos_i2_510|~|POS,Pushteti që lindi nga gryka e pushkës,The Power That Came Out of Guns,,New Albania Film Studio,1974,1974,alb,still image,poster,25 x 35 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Pushteti që lindi nga gryka e pushkës"". Director Qerim Mata's doc chronicles the celebrations in the southen Albanian city of Permet marking the 30th anniversary of the Second World War Communist Party Congress in May 1944.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Pushteti që lindi nga gryka e pushkës"". Dokumentari i regjisorit Qerim Mata tregon festimet në qytetin jugor shqiptar të Përmetit duke shënuar 30 vjetorin e Kongresit të Partisë Komuniste të Luftës së Dytë Botërore në maj 1944.","14 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|14 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Historical Events|~|Second World War|~|1944|~|Congress of Permet,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m067vv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m067vv/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1g75h6f,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0511_pos00001.tif,pos_i2_511|~|POS,Lufta për bukën,The Fight for Bread,Luftëtarë për bukën|~|Fighters for the Bread,New Albania Film Studio,1974,1974,alb,still image,poster,24.7 x 35 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Lufta për bukën"". Director Ibrahim Muçaj's doc highlights the agricultural lands being opened in Kuç, a village in the southern Albanian region of Kurvelesh.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Lufta për bukën"". Dokumentari i regjisorit Ibrahim Muçaj nxjerr në pah tokat bujqësore që po hapen në Kuç, një fshat në rajonin jugor shqiptar të Kurveleshit.","16 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|16 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Agriculture|~|Grain|~|Bread,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g75h6f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g75h6f/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1bg4rjm,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0512_pos00001.tif,pos_i2_512|~|POS,Shqiponjë brigada e 15-të,The 15th Partisan Brigade,,New Albania Film Studio,1974,1974,alb,still image,poster,25 x 35 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Shqiponjë brigada e 15-të"". Director Endri Keko's doc chronicles the celebrations in the southern Albanian city of Pogradec marking the anniversary of the XV attack brigade, a partisan unit that fought during the Second World War.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Shqiponjë brigada e 15-të"". Dokumentari i regjisorit Endri Keko tregon festimet në qytetin jugor shqiptar të Pogradecit për përvjetorin e brigadës së XV sulmuese, një njësi partizane që luftoi gjatë Luftës së Dytë Botërore.","9 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|9 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Historical Events|~|Second World War|~|XV Attack Brigade|~|Pogradec,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg4rjm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bg4rjm/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z16q40rc,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0513_pos00001.tif,pos_i2_513|~|POS,Në Fushat e Futbollit,On the Football Fields,,New Albania Film Studio,1973,1973,alb,still image,poster,50 x 35 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Në Fushat e Futbollit"". Director Saimir Kumbaro's doc chronicles Albania's achievements in the sport of football.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Në Fushat e Futbollit"". Dokumentari i regjisorit Saimir Kumbaro tregon arritjet e Shqipërisë në sportin e futbollit.","15 copies in very good condition. 2 copies have minor tears at top right hand side of poster. Poster is printed on thin, delicate paper. Poster features two prodcution stills from film.|~|15 kopje në gjendje shumë të mirë. 2 kopje kanë grisje të vogla në anën e sipërme të djathtë të posterit. Posteri është shtypur në letër të hollë. Posteri përmban dy foto produksioni të marra nga filmi.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Sports|~|Football,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q40rc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16q40rc/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z12z380m,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0520_pos00001.tif,pos_i2_520|~|POS,Nëpër Unazën E Metalurgjikut,At the Metallurgy,,New Albania Film Studio,1973,1973,alb,still image,poster,25 x 34.8 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Nëpër Unazën E Metalurgjikut"". Director Qerim Mata's doc looks at the metallurgic plant in the central Albanian city of Elbasan. Film features an apperance by the Albania's leader, Enver Hoxha|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Nëpër Unazën E Metalurgjikut"". Dokumentari i regjisorit Qerim Mata tregon fabrikën metalurgjike në qytetin qendror të Shqipërisë, Elbasan. Filmi jep një paraqitje të liderit të Shqipërisë, Enver Hoxha.","40 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|40 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Industial Plants|~|Metallurgy|~|Cities|~|Elbasan|~|Albania Historical Personalities|~|Enver Hoxha,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z380m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12z380m/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1z62rgs,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0524_pos00001.tif,pos_i2_524|~|POS,Biografia e një fabrike,Biography of a Factory,,New Albania Film Studio,1974,1974,alb,still image,poster,20.2 x 31 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Biografia e një fabrike"". Director Todi Bozo's film chronicles the 50th anniversary of the Telat Noga cigarette factory in the port city of n Durrës. Film features an apperance by Nexhmije Hoxha, the wife of Albania's leader Enver Hoxha.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Biografia e një fabrike"". Filmi i regjisorit Todi Bozo flet për 50-vjetorin e fabrikës së cigareve Telat Noga në qytetin port të Durrësit. Në film paraqitet Nexhmije Hoxha, gruaja e liderit të Shqipërisë Enver Hoxha.","18 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|18 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Factories|~|Cigarette Production|~|Cities|~|Durrës|~|Albania Historical Personalities|~|Nexhmije Hoxha|~|Enver Hoxha,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62rgs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z62rgs/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1tf20tb,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0525_pos00001.tif,pos_i2_525|~|POS,Nëna Partizane,Mother Partisan,,New Albania Film Studio,1973,1973,alb,still image,poster,25 x 35 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Nëna partizane"". Director Mark Topallaj's doc chronicles the experiences of Albania's Second World War fighters through the stories of an old woman.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar  ""Nëna partizane"". Dokumentari i regjisorit Mark Topallaj tregon përvojat e luftëtarëve shqiptarë të Luftës së Dytë Botërore përmes historive të një gruaje të moshuar.","7 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis. Poster features two production stills taken from documentary.|~|7 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, vetëm me titullin, autorët realizues dhe sinops i shkurtër. Posteri përmban dy foto produksioni të marra nga dokumentari.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Historical Events|~|Second World War|~|Witness Testimonies,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tf20tb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tf20tb/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1pr9zcm,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0528_pos00001.tif,pos_i2_528|~|POS,Drini përsëri ndërron udhë,The Drin Changes Course Again,Drini ndërron përsëri|~|The Drin Changes Agaain,New Albania Film Studio,1974,1974,alb,still image,poster,20.5 x 31.4 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Drini përsëri ndërron udhë"". Director Ibrahim Muçaj's doc chronicles the building of a hydropower station on the Drin River. |~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Drini përsëri ndërron udhë"". Dokumentari i regjisorit Ibrahim Muçaj tregon e ndërtimin të një hidrocentrali në lumin Drin.","12 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|12 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Hydropower|~|Drin River,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9zcm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pr9zcm/manifest
