Project Name,Title,Item Ark,Item Sequence,Subject,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Name.subject,Name.repository,Coverage.geographic,Relation.isPartOf,Rights.servicesContact,Name.photographer,Rights.permission,Name.architect,Date.normalized,AltIdentifier.local,Title2,Date.creation,Format.extent,Format.medium,Description.note,Description.fundingNote,Description.longitude,Description.latitude,Description.caption,Language,Name.artist,Coverage.temporal,Alt ID.collection,thumbnailImageName,File Name,Object Type,Parent ARK
"Connell (Will) Papers, 1928-1961","Uncle Sam dressed as a construction worker with a Better Housing Program emblem on his cap, circa 1934",21198/zz002j940p,,Uncle Sam (Symbolic character),still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,United States. Federal Housing Administration,"University of California, Los Angeles. $b Library Special Collections",California,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1934,uclamss_893_0170,"Uncle Sam dressed as a construction worker with a Better Housing Program emblem on his cap, circa 1934",[circa 1934],1 photographic negative,b&w nitrate negative,"Uncle Sam dressed as a construction worker in a star pattern shirt and striped overalls and a Better Housing Program emblem on his cap.|~|The National Housing Act of 1934 created the Federal Housing Administration, a system of federally guaranteed bank mortgages. The administration's Better Housing Program also provided home repair loans to stimulate the construction industry and improve housing conditions.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Double X US & Miner. EW. #9.,,,,,uclamss_893_0170.jpg,uclamss_893_0170.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Advertisement photograph for ""Double X Floor Cleaner,"" circa 1934",21198/zz002j9416,,Cleaning $z California,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,United States. Federal Housing Administration,"University of California, Los Angeles. $b Library Special Collections",California,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1934,uclamss_893_0171,"Advertisement photograph for ""Double X Floor Cleaner,"" circa 1934",[circa 1934],1 photographic negative,b&w nitrate negative,"Advertisement photograph for Double X Floor Cleaner with a container of the cleaner on a hardwood floor. Beside it is a three-dimensional rendering of the words, ""Double X,"" and a row of medallion emblems of the Federal Housing Administration, each with a house in the center framed by the phrase ""Better Housing Products.""|~|The National Housing Act of 1934 created the Federal Housing Administration, a system of federally guaranteed bank mortgages. The administration's Better Housing Program also provided home repair loans to stimulate the construction industry and improve housing conditions.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Double X US & Miner. EW. #10.,,,,,uclamss_893_0171.jpg,uclamss_893_0171.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Double X Floor Cleaner,"" ""Savabrush,"" and ""Waxoff"" athletic figures pole vaulting in an advertisement photograph, circa 1936",21198/zz002j942q,,Cleaning $z California,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",California,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1936,uclamss_893_0172,"Double X Floor Cleaner,"" ""Savabrush,"" and ""Waxoff"" athletic figures pole vaulting in an advertisement photograph, circa 1936",[circa 1936],1 photographic negative,b&w nitrate negative,"Containers of ""Double X Floor Cleaner,"" ""Savabrush,"" and ""Waxoff"" ornamented to resemble track athletes with arms, legs and athletic shorts and shoes added and holding poles as they run to pole vault.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Double X US & Miner. E W,,,,,uclamss_893_0172.jpg,uclamss_893_0172.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","""Double X Floor Cleaner,"" ""Savabrush,"" and ""Waxoff"" athletic figures pole vaulting in an advertisement photograph, circa 1936",21198/zz002j9437,,Cleaning $z California,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",California,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1936,uclamss_893_0173,"""Double X Floor Cleaner,"" ""Savabrush,"" and ""Waxoff"" athletic figures pole vaulting in an advertisement photograph, circa 1936",[circa 1936],1 photographic negative,b&w nitrate negative,"Containers of ""Double X Floor Cleaner,"" ""Savabrush,"" and ""Waxoff"" ornamented to resemble athletes with arms, legs and athletic shorts and shoes added, positioned to look like they are pole vaulting over a bar with a sign reading ""A New Sales-High For 1936.""",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Double X US & Miner. E W.,,,,,uclamss_893_0173.jpg,uclamss_893_0173.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Photograph  for an advertisement for ""Double X Floor Cleaner,"" circa 1934",21198/zz002j944r,,Cleaning $z California,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",California,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1934,uclamss_893_0174,"Photograph  for an advertisement for ""Double X Floor Cleaner,"" circa 1934",[circa 1934],1 photographic negative,b&w nitrate negative,"Photograph for advertisement for ""Double X Floor Cleaner"" with a container of the cleaner with added arms, legs and eyeglasses on a hardwood floor. The container figure carries a bucket of suds and cleans the floor with mop ends attached to its feet.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Double X US & Miner. E W,,,,,uclamss_893_0174.jpg,uclamss_893_0174.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Advertisement for ""Double X Floor Cleaner,"" circa 1934",21198/zz002j9458,,Cleaning $z California,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",California,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1934,uclamss_893_0175,"Advertisement for ""Double X Floor Cleaner,"" circa 1934",[circa 1934],1 photographic negative,b&w nitrate negative,"Advertisement photograph for Double X Floor Cleaner with a container of the cleaner with added arms, legs and eyeglasses on a hardwood floor. The container figure carries a bucket of suds and cleans the floor with mop ends attached to its feet. Text on the advertisement reads ""Double X 'takes' the floor, Makes Varnish Vanish, Makes Old Floors New.""",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Double X US & Miner. EW. A.L. 334.,,,,,uclamss_893_0175.jpg,uclamss_893_0175.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Photomontage advertisement for ""Double X Floor Cleaner,"" circa 1934",21198/zz002j946s,,Cleaning $z California,still image,copyrighted,acetate film|~|photomontages|~|black-and-white photographs,,"University of California, Los Angeles. $b Library Special Collections",California,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1934,uclamss_893_0176,"Photomontage advertisement for ""Double X Floor Cleaner,"" circa 1934",[circa 1934],1 photographic negative,b&w negative,"Photomontage advertisement for ""Double X Floor Cleaner"" with a can of the product on a wooden floor. A line of 14 repeated images of a woman mopping, and a circle of 19 images of a men mopping have cleaned areas of a wooden floor. ""Double X Makes Old Floors New"" is displayed in three-dimensional letters and ""Makes Varnish Vanish"" appears on a circular cleaned area of the floor.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Double X US & Miner. EW.,,,,,uclamss_893_0176.jpg,uclamss_893_0176.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Photomontage composition showing a bar graph scaled by mountain climbers to illustrate the sales growth of ""Double X Floor Cleaner,"" circa 1931",21198/zz002j9479,,Cleaning $z California,still image,copyrighted,acetate film|~|photomontages|~|black-and-white photographs,,"University of California, Los Angeles. $b Library Special Collections",California,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1931,uclamss_893_0177,"Photomontage composition showing a bar graph scaled by mountain climbers to illustrate the sales growth of ""Double X Floor Cleaner,"" circa 1931",[circa 1931],1 photographic negative,b&w negative,"Photomontage composition showing a bar graph made of strips of floor boards with the years from 1924 to 1931 along the bottom apparently showing the sales growth of  ""Double X Floor Cleaner"" during that time. Superimposed are photographic images of small men wearing lederhosen and holding picks and ropes scaling the bar graph. A strong light casting a dark shadow against the wall behind, enlarges the figures and graph bars, increasing the drama of the scene and giving it a cinematic aspect.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Double X Asia - Miner. EW.,,,,,uclamss_893_0177.jpg,uclamss_893_0177.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Photomontage composition with images of small people on a floor with a large ""X"" on it, for an advertisement for ""Double X Floor Cleaner,"" circa 1934",21198/zz002j948t,,Cleaning $z California,still image,copyrighted,acetate film|~|photomontages|~|black-and-white photographs,,"University of California, Los Angeles. $b Library Special Collections",California,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1934,uclamss_893_0178,"Photomontage composition with images of small people on a floor with a large ""X"" on it, for an advertisement for ""Double X Floor Cleaner,"" circa 1934",[circa 1934],1 photographic negative,b&w negative,"This image is a photomontage employing an image of a floor with an ""X on it (see image ark no. 21198/zz002j90t5) and other images of people.|~|Wood floor with a large, lightened ""X"" shaped area in the center, with small figures of men and women gathered about. Some of the men are applying  ""Double X Floor Cleaner"" to create the ""X."" At the bottom of the image is a can of  ""Double X Floor Cleaner.""",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Double X Asia - Miner. EW.,,,,,uclamss_893_0178.jpg,uclamss_893_0178.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Travel alarm clock at the Brock & Company jewelry and gift store, Los Angeles, 1930",21198/zz002j949b,,Alarm clocks|~|Gift shops $z California $z Los Angeles,still image,copyrighted,acetate film|~|black-and-white photographs,"Brock & Company (Los Angeles, Calif.)","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930-10,uclamss_893_0179,"Travel alarm clock at the Brock & Company jewelry and gift store, Los Angeles, 1930",October 1930,1 photographic negative,b&w negative,"Travel alarm clock with a leather case at the Brock & Company jewelry and gift store.|~|Brock & Company Jewelers was the most important jewelry and giftware store in Los Angeles. Founded by George A. Brock in 1903, it was sold in 1964 and the business ended s few years later. It was located at 515 West Seventh St. and had a 2nd location at the Beverly-Wilshire Hotel.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Brock's 9- Oct. 1930.,,,,,uclamss_893_0179.jpg,uclamss_893_0179.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Pair of brass fighting roosters at the Brock & Company jewelry and gift store, Los Angeles, 1930",21198/zz002j94bv,,Roosters|~|Gift shops $z California $z Los Angeles|~|Figurines,still image,copyrighted,acetate film|~|black-and-white photographs,"Brock & Company (Los Angeles, Calif.)","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930-10,uclamss_893_0180,"Pair of brass fighting roosters at the Brock & Company jewelry and gift store, Los Angeles, 1930",October 1930,1 photographic negative,b&w negative,"Brock & Company Jewelers was the most important jewelry and giftware store in Los Angeles. Founded by George A. Brock in 1903, it was sold in 1964 and the business ended s few years later. It was located at 515 West Seventh St. and had a 2nd location at the Beverly-Wilshire Hotel.|~|Pair of finely detailed brass fighting cocks / roosters at the Brock & Company jewelry and gift store.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Brock's 9 - Oct. 1930.,,,,,uclamss_893_0180.jpg,uclamss_893_0180.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Pair of brass fighting roosters at the Brock & Company jewelry and gift store, Los Angeles, 1930",21198/zz002j94cc,,Roosters|~|Gift shops $z California $z Los Angeles|~|Figurines,still image,copyrighted,acetate film|~|black-and-white photographs,"Brock & Company (Los Angeles, Calif.)","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930-10,uclamss_893_0181,"Pair of brass fighting roosters at the Brock & Company jewelry and gift store, Los Angeles, 1930",October 1930,1 photographic negative,b&w negative,"Pair of finely detailed brass fighting cocks / roosters at the Brock & Company jewelry and gift store.|~|Brock & Company Jewelers was the most important jewelry and giftware store in Los Angeles. Founded by George A. Brock in 1903, it was sold in 1964 and the business ended s few years later. It was located at 515 West Seventh St. and had a 2nd location at the Beverly-Wilshire Hotel",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Brock's 9 - Oct. 1930.,,,,,uclamss_893_0181.jpg,uclamss_893_0181.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Watches and a bracelet at the Brock & Company jewelry and gift store, Los Angeles, 1930",21198/zz002j94dw,,Clocks & watches|~|Bracelets|~|Jewelry stores $z California $z Los Angeles|~|Jewelry $z California $z Los Angeles,still image,copyrighted,acetate film|~|black-and-white photographs,"Brock & Company (Los Angeles, Calif.)","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930-10,uclamss_893_0182,"Watches and a bracelet at the Brock & Company jewelry and gift store, Los Angeles, 1930",October 1930,1 photographic negative,b&w negative,"Two watches, a bracelet and another piece of jewelry, all with set diamonds, photographed against autumn leaves, at the Brock & Company jewelry and gift store.|~|Brock & Company Jewelers was the most important jewelry and giftware store in Los Angeles. Founded by George A. Brock in 1903, it was sold in 1964 and the business ended s few years later. It was located at 515 West Seventh St. and had a 2nd location at the Beverly-Wilshire Hotel.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Brock's 9 - Oct. 1930,,,,,uclamss_893_0182.jpg,uclamss_893_0182.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Dresser grooming set at the Brock & Company jewelry and gift store, Los Angeles, 1930",21198/zz002j94fd,,Gift shops $z California $z Los Angeles|~|Dressing & grooming equipment $z California $z Los Angeles|~|Hairbrushes|~|Nail files|~|Manicure scissors|~|Hand mirrors,still image,copyrighted,acetate film|~|black-and-white photographs,"Brock & Company (Los Angeles, Calif.)","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930,uclamss_893_0183,"Dresser grooming set at the Brock & Company jewelry and gift store, Los Angeles, 1930",1930,1 photographic negative,b&w negative,"Dresser grooming set at the Brock & Company jewelry and gift store. The set includes two men's hair brushes, a clothes brush, a narrow brush, a mirror, scissors and a nail file.|~|Brock & Company Jewelers was the most important jewelry and giftware store in Los Angeles. Founded by George A. Brock in 1903, it was sold in 1964 and the business ended s few years later. It was located at 515 West Seventh St. and had a 2nd location at the Beverly-Wilshire Hotel.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Brock's 10,,,,,uclamss_893_0183.jpg,uclamss_893_0183.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Deer figurine and vase at  the Brock & Company jewelry and gift store, Los Angeles, circa 1930",21198/zz002j94gx,,Vases|~|Gift shops $z California $z Los Angeles|~|Figurines,still image,copyrighted,acetate film|~|black-and-white photographs,"Brock & Company (Los Angeles, Calif.)","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930,uclamss_893_0184,"Deer figurine and vase at  the Brock & Company jewelry and gift store, Los Angeles, circa 1930",[circa 1930],1 photographic negative,b&w negative,"Deer figurine and stoneware vase at the Brock & Company jewelry and gift store.|~|Brock & Company Jewelers was the most important jewelry and giftware store in Los Angeles. Founded by George A. Brock in 1903, it was sold in 1964 and the business ended s few years later. It was located at 515 West Seventh St. and had a 2nd location at the Beverly-Wilshire Hotel.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Brock's 10,,,,,uclamss_893_0184.jpg,uclamss_893_0184.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Etched glass objects and stone bowl at the Brock & Company jewelry and gift store, Los Angeles, 1930",21198/zz002j94hf,,Bowls (Tableware)|~|Gift shops $z California $z Los Angeles,still image,copyrighted,acetate film|~|black-and-white photographs,"Brock & Company (Los Angeles, Calif.)","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930,uclamss_893_0185,"Etched glass objects and stone bowl at the Brock & Company jewelry and gift store, Los Angeles, 1930",1930,1 photographic negative,b&w negative,"Two etched glass jewelry boxes, two etched glass candle holders with sculptural silver bases in the form of sea serpents, and a bowl carved from stone with a silver, stone-footed base.|~|Brock & Company Jewelers was the most important jewelry and giftware store in Los Angeles. Founded by George A. Brock in 1903, it was sold in 1964 and the business ended s few years later. It was located at 515 West Seventh St. and had a 2nd location at the Beverly-Wilshire Hotel.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Brock's 10,,,,,uclamss_893_0185.jpg,uclamss_893_0185.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Diamond rings and brooch at the Brock & Company jewelry and gift store, Los Angeles, 1930",21198/zz002j94jz,,Rings|~|Brooches|~|Jewelry $z California $z Los Angeles,still image,copyrighted,acetate film|~|black-and-white photographs,"Brock & Company (Los Angeles, Calif.)","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930,uclamss_893_0186,"Diamond rings and brooch at the Brock & Company jewelry and gift store, Los Angeles, 1930",1930,1 photographic negative,b&w negative,"Two wedding ring sets and one diamond brooch at Brock & Company jewelry and gift store.|~|Brock & Company Jewelers was the most important jewelry and giftware store in Los Angeles. Founded by George A. Brock in 1903, it was sold in 1964 and the business ended s few years later. It was located at 515 West Seventh St. and had a 2nd location at the Beverly-Wilshire Hotel.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Brock's 10,,,,,uclamss_893_0186.jpg,uclamss_893_0186.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Ring, cuff links, tie clip and cigarette case at the Brock & Company jewelry and gift store, Los Angeles, 1930",21198/zz002j94kg,,Rings|~|Jewelry stores $z California $z Los Angeles|~|Cuff links $z California $z Los Angeles,still image,copyrighted,acetate film|~|black-and-white photographs,"Brock & Company (Los Angeles, Calif.)","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930,uclamss_893_0187,"Ring, cuff links, tie clip and cigarette case at the Brock & Company jewelry and gift store, Los Angeles, 1930",1930,1 photographic negative,b&w negative,"Brock & Company Jewelers was the most important jewelry and giftware store in Los Angeles. Founded by George A. Brock in 1903, it was sold in 1964 and the business ended s few years later. It was located at 515 West Seventh St. and had a 2nd location at the Beverly-Wilshire Hotel.|~|Men's furnishings including a ring with precious stone, cuff links, a tie clip and a cigarette case at the Brock & Company jewelry and gift store.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Brock's 10,,,,,uclamss_893_0187.jpg,uclamss_893_0187.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Travel flask set and travel diary at the Brock & Company jewelry and gift store, Los Angeles, 1930",21198/zz002j94m0,,Bottles|~|Travel $x Equipment and supplies|~|Gift shops $z California $z Los Angeles|~|Diaries,still image,copyrighted,acetate film|~|black-and-white photographs,"Brock & Company (Los Angeles, Calif.)","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930,uclamss_893_0188,"Travel flask set and travel diary at the Brock & Company jewelry and gift store, Los Angeles, 1930",1930,1 photographic negative,b&we negative,"Brock & Company Jewelers was the most important jewelry and giftware store in Los Angeles. Founded by George A. Brock in 1903, it was sold in 1964 and the business ended s few years later. It was located at 515 West Seventh St. and had a 2nd location at the Beverly-Wilshire Hotel.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Brock's 10,,,,,uclamss_893_0188.jpg,uclamss_893_0188.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Desk accessory set at the Brock & Company jewelry and gift store, Los Angeles, 1930",21198/zz002j94nh,,Gift shops $z California $z Los Angeles|~|Desk sets,still image,copyrighted,acetate film|~|black-and-white photographs,"Brock & Company (Los Angeles, Calif.)","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930,uclamss_893_0189,"Desk accessory set at the Brock & Company jewelry and gift store, Los Angeles, 1930",1930,1 photographic negative,b&w negative,"Desk accessory set with a desk blotter, ink blotter, fountain pen holder, letter opener, a calendar in a frame and a small box. The pieces incorporate sterling silver with an ornamental geometric pattern and marble. The calendar has a page for January 1931.|~|Brock & Company Jewelers was the most important jewelry and giftware store in Los Angeles. Founded by George A. Brock in 1903, it was sold in 1964 and the business ended s few years later. It was located at 515 West Seventh St. and had a 2nd location at the Beverly-Wilshire Hotel.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Brock's 10,,,,,uclamss_893_0189.jpg,uclamss_893_0189.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Pearl necklace at the Brock & Company jewelry and gift store, Los Angeles, circa 1930",21198/zz002j94p1,,Necklaces|~|Jewelry stores $z California $z Los Angeles|~|Pearls,still image,copyrighted,acetate film|~|black-and-white photographs,"Brock & Company (Los Angeles, Calif.)","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930,uclamss_893_0190,"Pearl necklace at the Brock & Company jewelry and gift store, Los Angeles, circa 1930",1930,1 photographic negative,b&w negative,Three-strand pearl necklace displayed on a mannequin at the Brock & Company jewelry and gift store.,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Brock's 10,,,,,uclamss_893_0190.jpg,uclamss_893_0190.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Sterling silver tableware at the Brock & Company jewelry and gift store, Los Angeles, 1928-1938",21198/zz002j94qj,,Bowls (Tableware)|~|Gift shops $z California $z Los Angeles|~|Tableware|~|Candlesticks,still image,copyrighted,acetate film|~|black-and-white photographs,"Brock & Company (Los Angeles, Calif.)","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1928/1938,uclamss_893_0191,"Sterling silver tableware at the Brock & Company jewelry and gift store, Los Angeles, 1928-1938",[between 1928-1938],1 photographic negative,b&w negative,"Matching sterling silver candlestick, bowl and footed bowl with a classicizing decorative border composed of swags anchored by urns and rosettes amid acanthus foliage.|~|Brock & Company Jewelers was the most important jewelry and giftware store in Los Angeles. Founded by George A. Brock in 1903, it was sold in 1964 and the business ended s few years later. It was located at 515 West Seventh St. and had a 2nd location at the Beverly-Wilshire Hotel.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Brock's - Vogue,,,,,uclamss_893_0191.jpg,uclamss_893_0191.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Watch in a glass case at the Brock & Company jewelry and gift store, Los Angeles, 1928-1938",21198/zz002j94r2,,Clocks & watches|~|Jewelry stores $z California $z Los Angeles,still image,copyrighted,acetate film|~|black-and-white photographs,"Brock & Company (Los Angeles, Calif.)","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1928/1938,uclamss_893_0192,"Watch in a glass case at the Brock & Company jewelry and gift store, Los Angeles, 1928-1938",[between 1928-1938],1 photographic negative,b&w negative,"Brock & Company Jewelers was the most important jewelry and giftware store in Los Angeles. Founded by George A. Brock in 1903, it was sold in 1964 and the business ended s few years later. It was located at 515 West Seventh St. and had a 2nd location at the Beverly-Wilshire Hotel.|~|Watch with the gears visible through its glass case at the Brock & Company jewelry and gift store. The hours of the day are inscribed on a metal border bezel.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Brock's - Vogue,,,,,uclamss_893_0192.jpg,uclamss_893_0192.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Watch in a glass case at the Brock & Company jewelry and gift store, Los Angeles, 1928-1938",21198/zz002j94sk,,Clocks & watches|~|Jewelry stores $z California $z Los Angeles,still image,copyrighted,acetate film|~|black-and-white photographs,"Brock & Company (Los Angeles, Calif.)","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1928/1938,uclamss_893_0193,"Watch in a glass case at the Brock & Company jewelry and gift store, Los Angeles, 1928-1938",[between 1928-1938],1 photographic negative,b&w negative,"Brock & Company Jewelers was the most important jewelry and giftware store in Los Angeles. Founded by George A. Brock in 1903, it was sold in 1964 and the business ended s few years later. It was located at 515 West Seventh St. and had a 2nd location at the Beverly-Wilshire Hotel.|~|Watch and chain with the gears visible through its glass case at the Brock & Company jewelry and gift store. The hours of the day are inscribed on a metal border bezel.",Access to this collection is generously supported by Arcadia funds.,,,,,,,,uclamss_893_0193.jpg,uclamss_893_0193.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Sterling silver tableware at the Brock & Company jewelry and gift store, Los Angeles, 1928-1938",21198/zz002j94t3,,Silverware|~|Plates (Tableware)|~|Gift shops $z California $z Los Angeles|~|Tableware|~|Coffeepots,still image,copyrighted,acetate film|~|black-and-white photographs,"Brock & Company (Los Angeles, Calif.)","University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1928/1938,uclamss_893_0194,"Sterling silver tableware at the Brock & Company jewelry and gift store, Los Angeles, 1928-1938",[between 1928-1938,1 photographic negative,b&w negative,"Brock & Company Jewelers was the most important jewelry and giftware store in Los Angeles. Founded by George A. Brock in 1903, it was sold in 1964 and the business ended s few years later. It was located at 515 West Seventh St. and had a 2nd location at the Beverly-Wilshire Hotel|~|Sterling silver tableware set with 2 platters, a large and small plate, a coffee or tea pot, a creamer, a lidded serving bowl, a gravy or sauce boat, serving pieces and silverware, including 2 spoons and 2 cake servers.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Brock's,,,California--Los Angeles,,uclamss_893_0194.jpg,uclamss_893_0194.tif,Work,21198/zz002h2fpt
