Project Name,Item ARK,Parent ARK,Object Type,File Name,Item Sequence,Type.typeOfResource,Type.genre,Subject.conceptTopic,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Rights.publicationNote,Name.subject,Subject.geographicPlace,Rights.servicesContact,Language,Name.repository,Name.photographer,Subject.descriptiveTopic,Rights.permissionNote,Relation.isPartOf,Name.creator,Subject.category,Date.creation,Date.normalized,Description.note,Coverage.geographic,Alt ID.local,Title,Format.dimensions,Format.extent,Coverage.spatialLatitude,Coverage.spatialLongitude,Alt ID.callNo,AltTitle.other,Alt ID.url,Description.abstract,masterImageName
Arkatov (James) Collection,21198/zz001z9nz0,21198/zz001dzc12,Work,21198-zz001z9nz0_1555424_master.tif,,still image,Black-and-white photographs,Pianists $z United States|~|Double bassists $z United States,copyrighted,Y,unknown,,"Cavanaugh, Page",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"March, 1996",1996-03,Black and white photograph of American pianist & vocalist Page (sometimes spelled Paige) Cavanaugh playing piano with an unidentified musician playing double bass.,California--Los Angeles,uclamus_340_b1_f3,Page Cavanaugh with an unidentified double bass player [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001z9nz0_1555424_master.tif
Arkatov (James) Collection,21198/zz001z9p00,21198/zz001dzc12,Work,21198-zz001z9p00_1555430_master.tif,,still image,Black-and-white photographs,Double bassists $z United States,copyrighted,Y,unknown,,"Catalina Bar & Grill|~|Carter, Ron, $d 1937-",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"June, 1996",1996-06,"Black and white photograph of Ron Carter, American double bassist, playing the bass at the Catalina Bar & Grill.",California--Hollywood,uclamus_340_b1_f3,"Ron Carter playing the double bass at the Catalina Bar & Grill in Hollywood, May 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,34.10101560486846,-118.3294004201889,,,,,21198-zz001z9p00_1555430_master.tif
Arkatov (James) Collection,21198/zz001z9p1h,21198/zz001dzc12,Work,21198-zz001z9p1h_1555463_master.tif,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,,"Corea, Chick",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"November, 1995",1995-11,"Black and white photograph of American jazz pianist, electric-keyboard player and composer Chick Corea playing piano.",California--Los Angeles,uclamus_340_b1_f3,"Chick Corea playing the piano in Los Angeles, November 1995 [descriptive]",8 x 10 in.,1 photograph: b&w,,,,,,,21198-zz001z9p1h_1555463_master.tif
Arkatov (James) Collection,21198/zz001z9p21,21198/zz001dzc12,Work,21198-zz001z9p21_1555472_master.tif,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,,"Childs, Billy",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"June, 1999",1999-06,Black and white photograph of American jazz pianist Billy Childs.,California--Los Angeles,uclamus_340_b1_f3,"Billy Childs playing the piano in Los Angeles, June 1999 [descriptive]",8 x 10 in.,1 photograph: b&w,,,,,,,21198-zz001z9p21_1555472_master.tif
Arkatov (James) Collection,21198/zz001z9p3j,21198/zz001dzc12,Work,21198-zz001z9p3j_1555475_master.tif,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,,"Childs, Billy",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"June, 1999",1999-06,Black and white photograph of American jazz pianist Billy Childs.,California--Los Angeles,uclamus_340_b1_f3,"Billy Childs playing the piano in Los Angeles, June 1999 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001z9p3j_1555475_master.tif
Arkatov (James) Collection,21198/zz001z9p42,21198/zz001dzc12,Work,21198-zz001z9p42_1555478_master.tif,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,,"Childs, Billy",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"June, 1999",1999-06,Black and white photograph of American jazz pianist Billy Childs.,California--Los Angeles,uclamus_340_b1_f3,"Billy Childs playing the piano in Los Angeles, June 1999 [descriptive]",8 x 10 in.,1 photograph: b&w,,,,,,,21198-zz001z9p42_1555478_master.tif
Arkatov (James) Collection,21198/zz001z9p5k,21198/zz001dzc12,Work,21198-zz001z9p5k_1557511_master.tif,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,,"Childs, Billy",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1999",1999-11,Black and white photograph of American jazz pianist Billy Childs.,California--Los Angeles,uclamus_340_b1_f3,"Billy Childs playing the piano in Los Angeles, September 1999 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001z9p5k_1557511_master.tif
Arkatov (James) Collection,21198/zz001z9p63,21198/zz001dzc12,Work,21198-zz001z9p63_1555466_master.tif,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,,"Corea, Chick",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"November, 1995",1995-11,"Black and white photograph of American jazz pianist, electric-keyboard player and composer Chick Corea playing piano.",California--Los Angeles,uclamus_340_b1_f3,"Chick Corea playing the piano in Los Angeles, November 1995 [descriptive]",8 x 10 in.,1 photograph: b&w,,,,,,,21198-zz001z9p63_1555466_master.tif
Arkatov (James) Collection,21198/zz001z9p7m,21198/zz001dzc12,Work,21198-zz001z9p7m_1555457_master.tif,,still image,Black-and-white photographs,Saxophonists--United States|~|Musicians $z Brazil,copyrighted,Y,unknown,,"Caymmi, Dori, $d 1943-|~|Mayo, Scott",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Guitars,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"August, 1999",1999-08,"Black and white photograph of Brazilian musician, composer and vocalist Dori Caymmi playing guitar with American Scott Mayo on soprano saxophone.",California--Los Angeles,uclamus_340_b1_f3,"Dori Caymmi with Scott Mayo performing in Los Angeles, August 1999 [descriptive]",8 x 10 in.,1 photograph: b&w,,,,,,,21198-zz001z9p7m_1555457_master.tif
Arkatov (James) Collection,21198/zz001z9p84,21198/zz001dzc12,Work,21198-zz001z9p84_1555454_master.tif,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,,"Chestnut, Cyrus",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,2002,[2002?],Black and white photograph of American jazz pianist Cyrus Chestnut playing piano.,California--Los Angeles,uclamus_340_b1_f3,Cyrus Chestnut playing the piano in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001z9p84_1555454_master.tif
Arkatov (James) Collection,21198/zz001z9p9n,21198/zz001dzc12,Work,21198-zz001z9p9n_1555460_master.tif,,still image,Black-and-white photographs,Musicians $z Brazil,copyrighted,Y,unknown,,"Caymmi, Dori, $d 1943-",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Guitars,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"August, 1999",1999-08,"Black and white photograph of Brazilian musician, composer and vocalist Dori Caymmi playing guitar.",California--Los Angeles,uclamus_340_b1_f3,"Dori Caymmi playing the guitar in Los Angeles, August 1999 [descriptive]",8 x 10 in.,1 photograph: b&w,,,,,,,21198-zz001z9p9n_1555460_master.tif
Arkatov (James) Collection,21198/zz001z9pb5,21198/zz001dzc12,Work,21198-zz001z9pb5_1555469_master.tif,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,,"Childs, Billy",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,[1999?],1999,Black and white photograph of American jazz pianist Billy Childs.,California--Los Angeles,uclamus_340_b1_f3,Billy Childs playing the piano in Los Angeles [descriptive],8 x 10 in.,1 photograph: b&w,,,,,,,21198-zz001z9pb5_1555469_master.tif
Arkatov (James) Collection,21198/zz00231bmx,21198/zz001dzc12,Work,21198-zz00231bmx_1557514_master.tif,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,Arts,,,Black and white photograph.  Unidentified pianist.,California--Los Angeles,uclamus_340_b1_f3,Unidentified pianist [descriptive],8 x 10 in.,1 photograph: b & w,,,,,,,21198-zz00231bmx_1557514_master.tif
Arkatov (James) Collection,21198/zz0026vs2x,21198/zz001dzc12,Work,21198-zz0026vs2x_1981698_master.tif,,,,,,,,,,,,,,,,,,,,,,,,,Arkatov Collection_9-17,,,,,,,,,21198-zz0026vs2x_1981698_master.tif
Arkatov (James) Collection,21198/zz0026vs4z,21198/zz001dzc12,Work,21198-zz0026vs4z_1793426_master.tif,,still image,,,,,,,,,,zxx,,"Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,,1986,,Black and white photograph.  Unidentified Violinist,,,DUPLICATE TO zz002b24qx (Unidentified Violinist),8 x 10 in,,,,,,,,21198-zz0026vs4z_1793426_master.tif
Arkatov (James) Collection,21198/zz0026vs7h,21198/zz001dzc12,Work,21198-zz0026vs7h_1981666_master.tif,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATE TO zz002b2r5b (Arkatov Collection_9-07),,,,,,,,,21198-zz0026vs7h_1981666_master.tif
Arkatov (James) Collection,21198/zz00293932,21198/zz001dzc12,Work,21198-zz00293932_1966093_master.tif,,still image,Black-and-white photographs,,copyrighted,Y,unknown,,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1947,1947,,,uclamus_340_b3_f1_1,"Fritz Kreisler playing the violin, 1947",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293932_1966093_master.tif
Arkatov (James) Collection,21198/zz00293953,21198/zz001dzc12,Work,21198-zz00293953_1966096_master.tif,,still image,Black-and-white photographs,,copyrighted,Y,unknown,,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People,1947,1947,,,uclamus_340_b3_f1_2,"Fritz Kreisler in rehearsal, 1947",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293953_1966096_master.tif
Arkatov (James) Collection,21198/zz0029396m,21198/zz001dzc12,Work,21198-zz0029396m_1966099_master.tif,,still image,Black-and-white photographs,,copyrighted,Y,unknown,,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1947,1947,,,uclamus_340_b3_f1_3,"Fritz Kreisler in rehearsal with V. Bakadeinikoff, 1947",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz0029396m_1966099_master.tif
Arkatov (James) Collection,21198/zz00293974,21198/zz001dzc12,Work,21198-zz00293974_1966102_master.tif,,still image,Black-and-white photographs,,copyrighted,Y,unknown,,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1947,1947,,,uclamus_340_b3_f1_4,"Artur Schnabel in performance with Fritz Reiner, 1947",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293974_1966102_master.tif
Arkatov (James) Collection,21198/zz0029398n,21198/zz001dzc12,Work,21198-zz0029398n_1966105_master.tif,,still image,Black-and-white photographs,,copyrighted,Y,unknown,,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1947,1947,,,uclamus_340_b3_f1_5,"Artur Schnabel in performance, 1947",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz0029398n_1966105_master.tif
Arkatov (James) Collection,21198/zz00293bvx,21198/zz001dzc12,Work,21198-zz00293bvx_1966176_master.tif,,still image,Black-and-white photographs,,copyrighted,Y,unknown,,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1947,1947,,,uclamus_340_b3_f1_6,"Artur Schnabel playing piano in performance, 1947",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293bvx_1966176_master.tif
Arkatov (James) Collection,21198/zz00293bwf,21198/zz001dzc12,Work,21198-zz00293bwf_1966179_master.tif,,still image,Black-and-white photographs,,copyrighted,Y,unknown,,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1947,1947,,,uclamus_340_b3_f1_7,"Artur Schnabel in performance, 1947",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293bwf_1966179_master.tif
Arkatov (James) Collection,21198/zz00293bxz,21198/zz001dzc12,Work,21198-zz00293bxz_1966182_master.tif,,still image,Black-and-white photographs,,copyrighted,Y,unknown,,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1947,1947,,,uclamus_340_b3_f1_8,"Artur Schnabel playing piano in performance, 1947",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293bxz_1966182_master.tif
Arkatov (James) Collection,21198/zz00293bzg,21198/zz001dzc12,Work,21198-zz00293bzg_1966185_master.tif,,still image,Black-and-white photographs,,copyrighted,Y,unknown,,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1947,1947,,,uclamus_340_b3_f1_9,"Zino Francescatti playing the violin, 1947",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293bzg_1966185_master.tif
Arkatov (James) Collection,21198/zz00293c0g,21198/zz001dzc12,Work,21198-zz00293c0g_1966188_master.tif,,still image,Black-and-white photographs,Violinists $z France,copyrighted,Y,unknown,,"Francescatti, Zino, $d 1902-1991",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Violins,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1947,1947,French violinist Zino Francescatti playing the violin in 1947.,California--Los Angeles,uclamus_340_b3_f1_10,"Zino Francescatti playing the violin, 1947 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293c0g_1966188_master.tif
Arkatov (James) Collection,21198/zz00293c10,21198/zz001dzc12,Work,21198-zz00293c10_1966191_master.tif,,still image,Black-and-white photographs,,copyrighted,Y,unknown,,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1947,1947,,,uclamus_340_b3_f1_11,"Gregor Piatigorsky in rehearsal with Fritz Reiner, 1947",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293c10_1966191_master.tif
Arkatov (James) Collection,21198/zz00293c2h,21198/zz001dzc12,Work,21198-zz00293c2h_1966194_master.tif,,still image,Black-and-white photographs,,copyrighted,Y,unknown,,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1947,1947,,,uclamus_340_b3_f1_12,"Gregor Piatigorsky playing cello in rehearsal , 1947",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293c2h_1966194_master.tif
Arkatov (James) Collection,21198/zz00293c31,21198/zz001dzc12,Work,21198-zz00293c31_1966199_master.tif,,still image,Black-and-white photographs,,copyrighted,Y,unknown,,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1947,1947,,,uclamus_340_b3_f1_13,"Gregor Piatigorsky playing the cello in rehearsal, 1947",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293c31_1966199_master.tif
Arkatov (James) Collection,21198/zz00293c52,21198/zz001dzc12,Work,21198-zz00293c52_1966205_master.tif,,still image,Black-and-white photographs,,copyrighted,Y,unknown,,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1947,1947,,,uclamus_340_b3_f1_14,"Gregor Piatigorsky playing cello in rehearsal, 1947",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293c52_1966205_master.tif
Arkatov (James) Collection,21198/zz00293c6k,21198/zz001dzc12,Work,21198-zz00293c6k_1966208_master.tif,,still image,Black-and-white photographs,Conductors (Music)--United States,copyrighted,Y,unknown,,"Reiner, Fritz $d 1888-1963",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,,1947,1947,Hungarian-born American conductor Fritz Reiner conducting in 1946.,California--Los Angeles,uclamus_340_b3_f1_15,"Fritz Reiner conducting, 1946 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293c6k_1966208_master.tif
Arkatov (James) Collection,21198/zz00293c8m,21198/zz001dzc12,Work,21198-zz00293c8m_1966215_master.tif,,still image,Black-and-white photographs,,copyrighted,Y,unknown,,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1947,1947,,,uclamus_340_b3_f1_16,"Fritz Reiner conducting, 1947",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293c8m_1966215_master.tif
Arkatov (James) Collection,21198/zz00293c94,21198/zz001dzc12,Work,21198-zz00293c94_1966236_master.tif,,still image,Black-and-white photographs,Pianists $z Chile,copyrighted,Y,unknown,,"Arrau, Claudio $d 1903-1991",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1948,1948,Chilean pianist Claudio Arrau playing the piano in 1948. He was a naturalized American.,California--Los Angeles,uclamus_340_b3_f1_17,"Claudio Arrau playing the piano, 1948 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293c94_1966236_master.tif
Arkatov (James) Collection,21198/zz00293cbn,21198/zz001dzc12,Work,21198-zz00293cbn_1966242_master.tif,,still image,Black-and-white photographs,Pianists $z Chile,copyrighted,Y,unknown,,"Arrau, Claudio $d 1903-1991",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1948,1948,Chilean pianist Claudio Arrau playing the piano in 1948. He was a naturalized American.,California--Los Angeles,uclamus_340_b3_f1_18,"Claudio Arrau playing the piano, 1948 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293cbn_1966242_master.tif
Arkatov (James) Collection,21198/zz00293cc5,21198/zz001dzc12,Work,21198-zz00293cc5_1966249_master.tif,,still image,Black-and-white photographs,Pianists $z Chile,copyrighted,Y,unknown,,"Arrau, Claudio $d 1903-1991",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1948,1948,Chilean pianist Claudio Arrau playing the piano in 1948. He was a naturalized American.,California--Los Angeles,uclamus_340_b3_f1_19,"Claudio Arrau playing the piano, 1948 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293cc5_1966249_master.tif
Arkatov (James) Collection,21198/zz00293cdp,21198/zz001dzc12,Work,21198-zz00293cdp_1966252_master.tif,,still image,Black-and-white photographs,Pianists $z Chile,copyrighted,Y,unknown,,"Arrau, Claudio $d 1903-1991",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1948,1948,Chilean pianist Claudio Arrau playing the piano in 1948. He was a naturalized American.,California--Los Angeles,uclamus_340_b3_f1_20,"Claudio Arrau playing the piano, 1948 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293cdp_1966252_master.tif
Arkatov (James) Collection,21198/zz00293cf6,21198/zz001dzc12,Work,21198-zz00293cf6_1966257_master.tif,,still image,Black-and-white photographs,Pianists $z France.|~|Composers $z France,copyrighted,Y,unknown,,"Casadesus, Robert, $d 1899-1972",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1947,1947,French pianist and composer Robert Casadesus in 1947.,California--Los Angeles,uclamus_340_b3_f2_1,"Robert Casadesus, 1947 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293cf6_1966257_master.tif
Arkatov (James) Collection,21198/zz00293cgq,21198/zz001dzc12,Work,21198-zz00293cgq_1966260_master.tif,,still image,Black-and-white photographs,Pianists $z France.|~|Composers $z France,copyrighted,Y,unknown,,"Casadesus, Robert, $d 1899-1972",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1947,1947,French pianist and composer Robert Casadesus playing the piano with an orchestra in 1947.,California--Los Angeles,uclamus_340_b3_f2_2,"Robert Casadesus playing the piano with orchestra, 1947 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293cgq_1966260_master.tif
Arkatov (James) Collection,21198/zz00293ch7,21198/zz001dzc12,Work,21198-zz00293ch7_1966265_master.tif,,still image,Black-and-white photographs,Conductors (Music)--United States,copyrighted,Y,unknown,,"Walter, Bruno $d 1876-1962",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1949,1949,German-born American conductor Bruno Walter in 1949.,California--Los Angeles,uclamus_340_b3_f2_3,"Bruno Walter conducting, 1949 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293ch7_1966265_master.tif
Arkatov (James) Collection,21198/zz00293cjr,21198/zz001dzc12,Work,21198-zz00293cjr_1966268_master.tif,,still image,Black-and-white photographs,Conductors (Music)--United States,copyrighted,Y,unknown,,"Walter, Bruno $d 1876-1962",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1949,1949,German-born American conductor Bruno Walter in 1949.,California--Los Angeles,uclamus_340_b3_f2_4,"Bruno Walter conducting, 1949 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293cjr_1966268_master.tif
Arkatov (James) Collection,21198/zz00293ck8,21198/zz001dzc12,Work,21198-zz00293ck8_1966341_master.tif,,still image,Black-and-white photographs,Conductors (Music)--United States,copyrighted,Y,unknown,,"Walter, Bruno $d 1876-1962",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1949,1949,German-born American conductor Bruno Walter in 1949.,California--Los Angeles,uclamus_340_b3_f2_4,"Bruno Walter conducting, 1949 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293ck8_1966341_master.tif
Arkatov (James) Collection,21198/zz00293csc,21198/zz001dzc12,Work,21198-zz00293csc_1966344_master.tif,,still image,Black-and-white photographs,Conductors (Music)--United States,copyrighted,Y,unknown,,"Walter, Bruno $d 1876-1962",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1949,1949,German-born American conductor Bruno Walter in 1949.,California--Los Angeles,uclamus_340_b3_f2_5,"Bruno Walter conducting, 1949 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293csc_1966344_master.tif
Arkatov (James) Collection,21198/zz00293ctw,21198/zz001dzc12,Work,21198-zz00293ctw_1966347_master.tif,,still image,Black-and-white photographs,Conductors (Music)--United States,copyrighted,Y,unknown,,"Walter, Bruno $d 1876-1962",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1949,1949,German-born American conductor Bruno Walter in 1949.,California--Los Angeles,uclamus_340_b3_f2_6,"Bruno Walter conducting, 1949 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293ctw_1966347_master.tif
Arkatov (James) Collection,21198/zz00293cvd,21198/zz001dzc12,Work,21198-zz00293cvd_1966352_master.tif,,still image,Black-and-white photographs,Conductors (Music)--United States,copyrighted,Y,unknown,,"Walter, Bruno $d 1876-1962",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,1949,1949,German-born American conductor Bruno Walter in 1949.,California--Los Angeles,uclamus_340_b3_f2_7,"Bruno Walter conducting, 1949 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293cvd_1966352_master.tif
