Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Name.creator,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Coverage.geographic,Name.subject,Name.contributor,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,AltTitle.uniform,Name.architect,Name.photographer,AltTitle.other,Name.repository,Relation.isPartOf,Format.dimensions,Alt ID.local,Rights.statementLocal,Description.note,Title,Date.creation,Format.extent,Date.normalized,Format.medium,Publisher.placeOfOrigin,Publisher.publisherName,Description.abstract,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000913sv,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000913sv-1-master.tif,,,,,,still image,,,,,Black-and-white photographs,copyrighted,,,"Windshield House (Fishers Island, N.Y.)","Pfisterer, Peter, 1907-",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970","Haliday, Harold",,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b784_f4_2,,,"J. N. Brown House, interior office-den",1938,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000913sv
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000913tc,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000913tc-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,unknown,,"Windshield House (Fishers Island, N.Y.)","Pfisterer, Peter, 1907-",dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970","Haliday, Harold",,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b784_f4_6,,,"J. N. Brown House, exterior circular patio on southeast corner",1938,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000913tc
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000913vw,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000913vw-1-master.tif,,,,,,still image,,,,,Interior design drawings,copyrighted,,,"Windshield House (Fishers Island, N.Y.)",,Furniture,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 14 cm. (8.5 x 5.5 in.),clus_1179_b30_f8_2,,"Drawing is on back of order form for: Paul R. Williams Creative Furniture 212 West Los Feliz Glendale, Calif.","J. N. Brown House, design for black laquer (dining) table, circa 1937",circa 1937,1 drawing,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000913vw
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000913wd,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000913wd-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Windshield House (Fishers Island, N.Y.)","Pfisterer, Peter, 1907-",dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b784_f3_7,,,"J. N. Brown House, exterior South end",1938,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000913wd
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000913xx,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000913xx-1-master.tif,,,,,,still image,,,,,Interior design drawings,copyrighted,,,"Windshield House (Fishers Island, N.Y.)",,,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,clus_1179_b30_f0_1,,"Original design not found in box, cataloged from digital image.","J. N. Brown House, design for dining table supports, circa 1937",1938,1 drawing,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000913xx
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000913zf,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000913zf-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Windshield House (Fishers Island, N.Y.)",,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b784_f4_3,,,"J. N. Brown House, copper bath tubs and toilets, Dymaxion",1938,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000913zf
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009140f,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0009140f-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Windshield House (Fishers Island, N.Y.)","Pfisterer, Peter, 1907-",dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b784_f3_6,,,"J. N. Brown House, interior master bedroom",1938,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009140f
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009141z,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0009141z-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Windshield House (Fishers Island, N.Y.)","Pfisterer, Peter, 1907-",dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970","Haliday, Harold",,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b784_f3_9,,,"J. N. Brown House, exterior distance view of East side",1938,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009141z
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009142g,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0009142g-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Windshield House (Fishers Island, N.Y.)","Pfisterer, Peter, 1907-",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970","Haliday, Harold",,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b784_f3_1,,Image reproduced in Neutra : Complete Works: page 137.|~|Richard Neutra : complete works / Barbara Mac Lamprecht. c2000,"J. N. Brown House, interior upper hallway with eastern ocean view",1938,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009142g
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091430,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00091430-1-master.tif,,,,,,still image,,,,,Black-and-white photographs,copyrighted,,,"Windshield House (Fishers Island, N.Y.)",,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",7 x 11 cm. (3 x 4.5 in.),clus_1179_b784_f5_6,,,"J. N. Brown House, delivery of copper bathrooms, Dymaxion, entry door",1938,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00091430
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009144h,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0009144h-1-master.tif,,,,,,still image,,,,,Black-and-white photographs,copyrighted,,,"Windshield House (Fishers Island, N.Y.)",,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",7 x 11 cm. (3 x 4.5 in.),clus_1179_b784_f5_7,,,"J. N. Brown House, delivery of copper bathrooms, Dymaxion, side view",1938,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009144h
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091451,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00091451-1-master.tif,,,,,,still image,,,,,Black-and-white photographs,copyrighted,unknown,,"Windshield House (Fishers Island, N.Y.)","Pfisterer, Peter, 1907-",dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b784_f3_12,,,"J. N. Brown House, exterior view up slope",1938,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00091451
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009146j,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0009146j-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Windshield House (Fishers Island, N.Y.)","Pfisterer, Peter, 1907-",dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b784_f3_8,,,"J. N. Brown House, exterior view from northwest",1938,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009146j
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091472,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00091472-1-master.tif,,,,,,still image,,,,,Black-and-white photographs,copyrighted,unknown,,"Windshield House (Fishers Island, N.Y.)",,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",7 x 11 cm. (3 x 4.5 in.),clus_1179_b784_f5_1,,,"J. N. Brown House, delivery of copper bathrooms, Dymaxion",1938,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00091472
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009148k,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0009148k-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Windshield House (Fishers Island, N.Y.)","Pfisterer, Peter, 1907-",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970","Haliday, Harold",,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b784_f4_5,,,"J. N. Brown House, interior kitchen",1938,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009148k
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091493,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00091493-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Windshield House (Fishers Island, N.Y.)","Pfisterer, Peter, 1907-",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970","Haliday, Harold",,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b784_f3_3,,Richard Neutra : complete works / Barbara Mac Lamprecht. c2000,"J. N. Brown House, interior copper bathroom in situ, Dymaxion",1938,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00091493
