Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Name.creator,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Coverage.geographic,Name.subject,Name.contributor,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,AltTitle.uniform,Name.architect,Name.photographer,AltTitle.other,Name.repository,Relation.isPartOf,Format.dimensions,Alt ID.local,Rights.statementLocal,Description.note,Title,Date.creation,Format.extent,Date.normalized,Format.medium,Publisher.placeOfOrigin,Publisher.publisherName,Description.abstract,Opac url,Finding Aid URL
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drh8x,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drh8x_776803_master.tif,,,,,,still image|~|text,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b2000_f(30)_jamb detail H_054,,Details of east and west jambs from servant A bedroom to hall and large closet.,"Von Sternberg House, jamb detail H, Northridge, California, 1935","August 20, 1935",1 drawing,1935-08-20,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drh9f,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drh9f_776809_master.tif,,,,,,still image|~|text,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21.5 x 28 cm,c1179_b2000_f(30)_jamb detail I_055,,Details of east and west jambs for Servant A's large and small closets.,"Von Sternberg House, jamb detail I, Northridge, California, 1935","August 20, 1935",1 drawing,1935-08-20,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drhd0,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drhd0_776816_master.tif,,,,,,still image|~|text,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b2000_f(30)_jamb detail J_056,,Detail of west jamb for servant A's small closet.,"Von Sternberg House, jamb detail J, Northridge, California, 1935","August 20, 1935",1 drawing,1935-08-20,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drhg1,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drhg1_776821_master.tif,,,,,,still image|~|text,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b2000_f(30)_jamb detail K_057,,Details of north and south jambs from servant A's bathroom to hall.,"Von Sternberg House, jamb detail K, Northridge, California, 1935","August 19, 1935",1 drawing,1935-08-19,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drhhj,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drhhj_776827_master.tif,,,,,,still image|~|text,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b2000_f(30)_jamb detail L_058,,Detail of east jamb from servant B's bathroom to hall.,"Von Sternberg House, jamb detail L, Northridge, California, 1935","August 20, 1935",1 drawing,1935-08-20,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drhj2,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drhj2_776833_master.tif,,,,,,still image|~|text,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b2000_f(30)_jamb detail M_059,,Details of north and south jambs from servant hall to kitchen and west jamb from hall to servant B's bathroom.,"Von Sternberg House, jamb detail M, Northridge, California, 1935","August 20, 1935",1 drawing,1935-08-20,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drhp4,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drhp4_776843_master.tif,,,,,,still image|~|text,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b2000_f(30)_jamb detail N_060,,Details of east and west jambs from pantry to stair hall.,"Von Sternberg House, jamb detail N, Northridge, California, 1935","August 20, 1935",1 drawing,1935-08-20,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drhqn,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001drhqn_776848_master.tif,,,,,,still image|~|text,,,,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b2000_f(30)_jamb detail O_061,,Details of west jamb for stair hall closet.,"Von Sternberg House, jamb detail O, Northridge, California, 1935","August 20, 1935",1 drawing,1935-08-20,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drhr5,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drhr5_776851_master.tif,,,,,,still image|~|text,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b2000_f(30)_jamb detail P_062,,Details of east jamb from first floor stair hall to closet.,"Von Sternberg House, jamb detail P, Northridge, California, 1935","August 21, 1935",1 drawing,1935-08-21,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drhsp,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drhsp_776854_master.tif,,,,,,still image|~|text,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b2000_f(30)_jamb detail Q_063,,Details of north and south jambs from second floor stair hall to closet and south jamb from stair hall to bedroom.,"Von Sternberg House, jamb detail Q, Northridge, California, 1935","August 21, 1935",1 drawing,1935-08-21,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drht6,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drht6_776857_master.tif,,,,,,still image|~|text,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b2000_f(30)_jamb detail R_064,,Details of north jamb from stair hall to bedroom.,"Von Sternberg House, jamb detail R, Northridge, California, 1935","August 21, 1935",1 drawing,1935-08-21,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drhvq,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drhvq_776860_master.tif,,,,,,still image|~|text,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",23 x 29 cm,c1179_b2000_f(30)_jamb detail S_065,,"Details of of door jamb from bathroom to sun deck.|~|Date inscribed by architect may be incorrect. Drawing was revised on August 7, 1935.","Von Sternberg House, jamb detail S, Northridge, California, 1935","July 30, 1933",1 drawing,1933-07-30,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drhw7,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drhw7_776863_master.tif,,,,,,still image|~|text,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",23 x 29 cm,c1179_b2000_f(30)_jamb detail T_066,,Details of door jamb from bathroom to sun deck.,"Von Sternberg House, jamb detail T, Northridge, California, 1935","July 30, 1935",1 drawing,1935-07-30,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drj08,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drj08_776872_master.tif,,,,,,still image|~|text,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b2000_f(30)_jamb detail U_067,,Details of north and south jambs from master bathroom to wardrobe.,"Von Sternberg House, jamb detail U, Northridge, California, 1935","August 21, 1935",1 drawing,1935-08-21,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drj3t,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drj3t_776878_master.tif,,,,,,still image|~|text,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b2000_f(30)_jamb detail V_068,,Details of north and south jambs from garage to servant hall.,"Von Sternberg House, jamb detail V, Northridge, California, 1935","August 21, 1935",1 drawing,1935-08-21,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drj4b,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drj4b_776884_master.tif,,,,,,still image|~|text,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b2000_f(30)_jamb detail W_069,,Details of north and south garage jambs.,"Von Sternberg House, jamb detail W, Northridge, California, 1935","August 21, 1935",1 drawing,1935-08-21,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drj8d,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drj8d_776887_master.tif,,,,,,still image|~|text,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b2000_f(30)_jamb detail X_070,,Details of east and west jambs for west bedroom closet and west jamb for east bedroom closet.,"Von Sternberg House, jamb detail X, Northridge, California, 1935","September 1, 1935",1 drawing,1935-09-01,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drksn,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drksn_777060_master.tif,,,,,,still image|~|text,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b2000_f(30)_jamb detail Y_071,,Details of east and west jambs from bedroom to master bathroom door.,"Von Sternberg House, jamb detail Y, Northridge, California, 1935","September 1, 1935",1 drawing,1935-09-01,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drkt5,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drkt5_777085_master.tif,,,,,,still image|~|text,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b2000_f(30)_jamb detail Z_072,,Details of jamb from bath to sun deck door.,"Von Sternberg House, jamb detail Z, Northridge, California, 1935","September 9, 1935",1 drawing,1935-09-09,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drkxq,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drkxq_777100_master.tif,,,,,,still image|~|text,,,private,,Blueprints,,,California,,"McClarin, Taylor, and Ford Formica",dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b1724_roll 799_01,,,"Von Sternberg House, blueprint, detail of application of formica to sink and drainboard, Northridge, California, 1935",1935,1 drawing,1935,blueprint paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drkz7,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drkz7_777104_master.tif,,,,,,still image|~|text,,,private,,Blueprints,,,California,,California Glass and Mirror Co.,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b1724_roll 799_02,,Year inscribed by architect may be incorrect. Corresponding documents are dated 1935.,"Von Sternberg House, blueprint, bathroom mirror and tub details, Northridge, California, 1935","October 26, 1930",1 drawing,1930-10-26,blueprint paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drm07,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drm07_777108_master.tif,,,,,,still image|~|text,,,private,,Blueprints,,,California,,California Glass and Mirror Co.,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b1724_roll 799_03,,,"Von Sternberg House, blueprint, bathroom mirror and shower details, Northridge, California, 1935","October 26, 1935",1 drawing,1935-10-26,blueprint paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drm1r,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drm1r_777113_master.tif,,,,,,still image|~|text,,,private,,Blueprints,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b1724_roll 799_04,,"Details of hinges, bolts, dead lock, and handle.","Von Sternberg House, blueprint, detail of door hardware, Northridge, California, 1935","June 3, 1935",1 drawing,1935-06-03,blueprint paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001drm28,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001drm28_777116_master.tif,,,,,,still image|~|text,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b1724_roll 799_20,,,"Von Sternberg House, preliminary drawing, shower detail, Northridge, California, 1935",1935,1 drawing,1935,graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001dv80r,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001dv80r_782064_master.tif,,,,,,still image,,,private,,Sketches,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Beard House (Altadena, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",14 x 22 cm,C1179_b23_f1_sketch,,Unidentified sketch located in the Beard client files with correspondence from 1946-1947.,Sketch and measurements,Between 1946 and 1947,1 drawing,1946/1947,graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001dv818,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001dv818_782067_master.tif,,,,,,text,,,,,notes,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Beard House (Altadena, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21.5 x 28 cm,c1179_b23_f(1-Correspondence)_Beard,,Notes recorded by Richard Neutra and signed by William Beard concerning the construction of a detached building located near the Beard residence.,"Beard House, notes for detached building, 1947","May 8, 1947",1 p.,1947-05-08,pen and ink and typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001dv82s,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001dv82s_782070_master.tif,,,,,Detroit Steel Products Company,still image|~|text,,,private,,catalogs,,,California,,"Lane, Walter A.",dwellings|~|Architecture--California--20th century,,,eng,"Beard House (Altadena, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21.5 x 28 cm,c1179_b23_f(1-Correspondence)_Fenestra,,"Details of Fenestra window casements, stamped by Walter A. Lane, Detroit Steel Products Co. Possibly a page from a catalog, the item is found in the Beard client files of correspondence, 1946-1947.",Fenestra window casements,Between 1946 and 1947,1 p.,1946/1947,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001dv839,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001dv839_782073_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,,,private,,letters (correspondence),,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Beard House (Altadena, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21.5 x 28 cm,c1179_b23_f(1-Correspondence)_letter to Time Life,,Letter to the editor of Life concerning an article on radiant heating. Item is located in the Beard client files.,"Letter, 1946 January 31, Richard Neutra to Life Magazine, New York","January 31, 1946",1 p.,1946-01-31,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001dvpkb,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001dvpkb_782780_master.tif,,,,,,still image,,,private,,Black-and-white photographs,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Kaufmann House (Palm Springs, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b826_f(5)_Kaufman construction_1,,,"Kaufmann House, construction, Palm Springs, California, 1946",1946,1 photographic print,1946,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001dvpmv,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001dvpmv_782793_master.tif,,,,,,still image,,,private,,Black-and-white photographs,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Kaufmann House (Palm Springs, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b826_f(5)_Kaufman construction_2,,,"Kaufmann House, construction, Palm Springs, California, 1946",1946,1 photographic print,1946,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001dvppw,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001dvppw_782808_master.tif,,,,,,still image,,,private,,Black-and-white photographs,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Kaufmann House (Palm Springs, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b826_f(5)_Kaufman construction_3,,,"Kaufmann House, construction, Palm Springs, California, 1946",1946,1 photographic print,1946,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001dvpw0,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001dvpw0_782867_master.tif,,,,,,still image,,,private,,Black-and-white photographs|~|Architectural photographs,,,California,,,dwellings|~|Architecture--California--20th century,,,,"Kaufmann House (Palm Springs, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,C1179_b371_kaufman 2,,,"Kaufmann House, bathroom, Palm Springs, California, 1946",1946,1 photographic print,1946,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
