Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Description.latitude,Name.fashionDesigner,Description.longitude,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,Rights.servicesContact,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Opac url,Finding Aid URL,Alternate Identifier.oclc,Bucketeer State,IIIF Access URL
Los Angeles Times Photographic Archive,ark:/21198/zz0002sh9c,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326533a.tif,,,,Impersonation|~|Lookalikes|~|Lifestyle|~|Culture,still image,news photographs,"Jackson, Michael, 1958-",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Hollywood (Los Angeles, Calif.)",,,,"Almeida, Monica",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1846_300514,"Contestants in Michael Jackson look-alike contest in Hollywood, Calif., 1984",The Michael Jackson look-alikes put their best faces forward,"June 19, 1984",1 photograph,b&w negative,35 mm.,1984-06-19,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002sh9c
Los Angeles Times Photographic Archive,ark:/21198/zz0002shbw,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326534a.tif,,,,Comedians $z United States|~|Television actors and actresses--California--Los Angeles|~|Entertainment|~|People,still image,news photographs,"Reubens, Paul, 1952-",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Edwards, Mike",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1847_300535,"Title =Los Angeles-based comedian, Pee Wee Herman (Paul Reubens) posing with stuff monkey on Melrose Ave. in Los Angeles, Calif., 1984",Pee Wee Herman clowning around on Melrose with a close friend.,"June 27, 1984",1 photograph,b&w negative,35 mm.,1984-06-27,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002shbw
Los Angeles Times Photographic Archive,ark:/21198/zz0002shcd,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326535a.tif,,,,Computers--1980-1990|~|Police communication systems--California--Los Angeles|~|Science|~|Legal|~|Media,still image,news photographs,Los Angeles (Calif.). Police Dept.,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Galvez, Jose",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1847_300537,"Police station officer working at terminal of networked computer police information system in Los Angeles, Calif., 1984",,"June 28, 1984",1 photograph,b&w negative,35 mm.,1984-06-28,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002shcd
Los Angeles Times Photographic Archive,ark:/21198/zz0002shdx,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326536a.tif,,,,African American scholars|~|Museums--California--Los Angeles County|~|Art historians--United States|~|African Americans--Museums--California--Los Angeles|~|People|~|Arts|~|Culture,still image,news photographs,"Hewitt, Mary Jane|~|Lewis, Samella S.",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Gladstone, Penni",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1847_300539,"Museum of African American Art in Los Angeles founder, Samella Lewis and director Mary Jane Hewitt amongst construction of museum, 1984",,"June 28, 1984",1 photograph,b&w negative,35 mm.,1984-06-28,-118.335756,34.011844,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002shdx
Los Angeles Times Photographic Archive,ark:/21198/zz0002shff,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326537a.tif,,,,Women conductors (Music)--California--Los Angeles|~|Conductors (Music)--California--Los Angeles|~|People|~|Arts|~|Culture,still image,news photographs,Los Angeles Philharmonic Association,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Lubas, Ken",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1847_300543,"Conductor Fellow, Gisele Buka Ben-Dor rehearsing with the Los Angeles Philharmonic Institute Orchestra, 1984",,"June 30, 1984",1 photograph,b&w negative,35 mm.,1984-06-30,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002shff
Los Angeles Times Photographic Archive,ark:/21198/zz0002shgz,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326538a.tif,,,,Subways--California--Los Angeles County--Design and construction|~|Subway stations--Design and construction|~|Transportation|~|People,still image,news photographs,"Dyer, John A., 1936-2003",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Chamberlin, Bob",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1848_300556-1,"Rapid Transit District manager, John Dyer posing with model of Wilshire and Western Metro Red Line subway station in Los Angeles, Calif., 1984",RTD General Manager John Dyer,"July 3, 1984",1 photograph,b&w negative,35 mm.,1984-07-03,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002shgz
Los Angeles Times Photographic Archive,ark:/21198/zz0002shhg,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326335a.tif,,,,Education|~|Environment,still image,news photographs,"University of California, Los Angeles--Buildings",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Westwood (Los Angeles, Calif.)--Buildings, structures, etc.",,,,"Meyer, Rick",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1849_300573-1,"Aerial view of UCLA campus and Westwood, Calif., 1984","…bear little resemblance to today's, 411-acre campus in busy Westwood","July 8, 1984",1 photograph,b&w negative,35 mm.,1984-07-08,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002shhg
Los Angeles Times Photographic Archive,ark:/21198/zz0002shj0,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326336a.tif,,,,Women singers--United States|~|Models (Persons) $z United States|~|Motion picture actors and actresses--United States|~|People,still image,news photographs|~|Portrait photographs,"Jones, Grace--Portraits",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Friedman, Gary",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1849_300575,"Singer and model Grace Jones, portrait, 1984","Grace Jones, be-robed, left, and bedecked, above, wielding a spear as Zula the Amazon in ""Conan the Destroyer.""","July 8, 1984",1 photograph,b&w negative,35 mm.,1984-07-08,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002shj0
Los Angeles Times Photographic Archive,ark:/21198/zz0002shkh,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326337a.tif,,,,Spectators--California--Los Angeles County|~|Street entertainers--California--Los Angeles|~|Escape artists--California|~|Entertainment|~|People,still image,news photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Venice (Los Angeles, Calif.)--Social life and customs",,,,"Jaskol, Ellen","University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1849_300576-1,"Escape artist Tim Eric performing in chains and straitjacket as crowd looks on in Venice Beach, Calif., 1984","Escape artist Tim Eric in chains, straitjacket.","July 8, 1984",1 photograph,b&w negative,35 mm.,1984-07-08,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002shkh
Los Angeles Times Photographic Archive,ark:/21198/zz0002shm1,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326338a.tif,,,,Spectators--California--Los Angeles County|~|Skateboarders--California--Los Angeles County|~|Street entertainers--California--Los Angeles|~|Skateboarding--California--Los Angeles County|~|Entertainment|~|People,still image,news photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Venice (Los Angeles, Calif.)--Social life and customs",,,,"Jaskol, Ellen","University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1849_300576-2,"Primo Desidero performing freestyle skateboarding as crowd looks on in Venice Beach, Calif., 1984","Primo Desidero, 22, performs freestyle skateboarding to music. He and his 20-year-old fiance, Diane vermin both skate-dance to ""share Jesus Christ with the people in Venice"" and secondarily to make a living…. Primo has been skating for 8 years, Diane for 3 years, and they live in Garden Grove.","July 8, 1984",1 photograph,b&w negative,35 mm.,1984-07-08,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002shm1
Los Angeles Times Photographic Archive,ark:/21198/zz0002shnj,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326339a.tif,,,,African American musicians|~|Musicians--United States|~|Entertainment|~|People,still image,news photographs,"Jackson, Jackie--Performances",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",United States,,,,"Davis, Larry",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1849_300578,"The Jacksons performing on stage during the Victory Tour, 1984",The Jacksons do their thing in concert Friday night in Kansas City's Arrowhead Stadium.,"July 9, 1984",1 photograph,b&w negative,35 mm.,1984-07-09,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002shnj
Los Angeles Times Photographic Archive,ark:/21198/zz0002shp2,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00178544a.tif,,,,Legislators--United States|~|Anti-communist movements--California--Los Angeles County|~|Governmental investigations $z California $z Los Angeles|~|McCarthyism|~|Government|~|People,still image,news photographs,"Waters, Laughlin E.",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b185_82805-1,"Senator Joseph McCarthy seated with United States Attorney, Laughlin Waters, Roy M. Cohn, and G. David Schine, 1953","IN CONFERENCE-- Sen. Joseph McCarthy, second from left, who began two-day hearing here yesterday, confers with U.S. Atty. Laughlin E. Waters, second from right.  At left is Roy M. Cohn, chief counsel of McCarthy committee; right G. David Schine, consultant.  McCarthy plans open session today.","August 22, 1953",1 photograph,b&w negative,10 x 12.5 cm.,1953-08-22,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002shp2
Los Angeles Times Photographic Archive,ark:/21198/zz0002shqk,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00178546a.tif,,,,Legislators--United States|~|Anti-communist movements--California--Los Angeles County|~|Governmental investigations $z California $z Los Angeles|~|McCarthyism|~|Government|~|People,still image,news photographs,"Schine, Gerald David, 1927-",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b185_82805-2,"Senator Joseph McCarthy seated with Ray M. Cohn and G. David Schine during committee inquiry, 1953","DURING BITTER CLASH-- Sen. McCarthy, right, confers with Ray Cohn, chief counsel for House Un-American Activities Committee, during questioning of William Taylor.  McCarthy indicated he may seek contempt citation against Taylor.","August 23, 1953",1 photograph,b&w negative,10 x 12.5 cm.,1953-08-23,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002shqk
Los Angeles Times Photographic Archive,ark:/21198/zz0002shr3,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326340a.tif,,,,Royal visitors--California--Los Angeles|~|Government|~|International|~|People|~|Youth,still image,news photographs,"Anne, Princess Royal, daughter of Elizabeth II, Queen of Great Britain, 1950-",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Kennedy, Joe",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1850_300584,"Great Britain's Princess Anne accepting painting from boy at child care center in Los Angeles, Calif., 1984",Princess Anne accepts painting from a boy at L.A. child care center.,"July 9, 1984",1 photograph,b&w negative,35 mm.,1984-07-09,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002shr3
Los Angeles Times Photographic Archive,ark:/21198/zz0002shsm,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326341a.tif,,,,Smog--California--Los Angeles County|~|Landmarks|~|Environment|~|United States Highway 101,still image,news photographs|~|Cityscape photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Dryden, Ian","University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1850_300593,"Cityscape of Los Angeles, viewed from Mulholland Drive looking out on 101 Freeway towards downtown, Los Angeles, 1984","While smog lies heavy over the downtown skyline as seen from Mulholland Drive, joggers on Sunset near Dodger Stadium are undeterred, and tree trimmer Alfred Ruiz of the parks department takes a water break at the Civic Center Mall.","July 12, 1984",1 photograph,b&w negative,35 mm.,1984-07-12,-118.338289260864,34.1134389904575,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002shsm
Los Angeles Times Photographic Archive,ark:/21198/zz0002sht4,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326342a.tif,,,,"Dedications--California--Los Angeles County|~|Plazas $z California $z Los Angeles|~|Environment|~|Pershing Square (Los Angeles, Calif.)",still image,news photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Diamos, Marianna",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1850_300602-1,"Birds-eye view of Pershing Square rededication in Los Angeles, Calif., 1984","The scene as Pershing Square was reopened and rededicated, with the captive hot-air balloon hovering over the festivities.","July 13, 1984",1 photograph,b&w negative,35 mm.,1984-07-13,-118.2529674,34.0484027,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002sht4
Los Angeles Times Photographic Archive,ark:/21198/zz0002shvn,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326343a.tif,,,,Police chiefs $z California $z Los Angeles|~|Police--California--Los Angeles|~|Commencement ceremonies--California--Los Angeles|~|People|~|Legal,still image,news photographs,"Gates, Daryl F., 1926-",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.)--Officials and employees,,,,"Olender, Ben",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1851_300606,"Los Angeles Police Chief Daryl F. Gates inspecting new police officers, 1984",Chief Gates gives a careful looking-over to new officers during academy commencement inspection.,"July 14, 1984",1 photograph,b&w negative,35 mm.,1984-07-14,-118.242327868938,34.0827125511403,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002shvn
Los Angeles Times Photographic Archive,ark:/21198/zz0002shw5,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326344a.tif,,,,"Authors, American--20th century|~|People",still image,news photographs|~|Portrait photographs,"Vidal, Gore, 1925-",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1851_300608,"Gore Vidal, full length portrait, 1984",,"July 15, 1984",1 photograph,b&w negative,35 mm.,1984-07-15,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002shw5
Los Angeles Times Photographic Archive,ark:/21198/zz0002shxp,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326345a.tif,,,,Politicians--United States|~|Presidents--United States--Election--1984|~|People,still image,news photographs,"Mondale, Walter F., 1928-",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Davis, Larry",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1851_300610-1,"Gary Hart, Walter F. Mondale and George S. McGovern in Los Angeles, Calif., 1984",Sen. Gary Hart and Walter F. Mondale flank George S. McGovern at fund-raising dinner for McGovern.,"June 1, 1984",1 photograph,b&w negative,35 mm.,1984-06-01,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002shxp
Los Angeles Times Photographic Archive,ark:/21198/zz0002shz6,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326346a.tif,,,,Presidential candidates $z United States|~|Women politicians--United States|~|Politicians--United States|~|Presidents--United States--Election--1984|~|People,still image,news photographs,"Mondale, Walter F., 1928-",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Tahoe, Lake (Calif. and Nev.)",,,,"Kennedy, Joe",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1851_300610-2,"Presidential candidate Walter Mondale and Geraldine Ferraro posing on a stump near Lake Tahoe, Calif., 1984","While Walter Mondale and running mate Geraldine Ferraro were posing on a stump near Lake Tahoe, Jesse Jackson and former President Jimmy Carter were conferring at Jackson's headquarters in San Francisco.","July 16, 1984",1 photograph,b&w negative,35 mm.,1984-07-16,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002shz6
Los Angeles Times Photographic Archive,ark:/21198/zz0002sj06,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326347a.tif,,,,Presidents--United States--Election--1984|~|Political conventions--California--San Francisco|~|Government|~|Events|~|Culture,still image,news photographs,"Democratic National Convention (1984 : San Francisco, Calif.)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",San Francisco (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1851_300610-3,"Delegates waving Hart and Mondale signs at the 1984 Democratic National Convention in San Francisco, Calif.",,"July 16, 1984",1 photograph,b&w negative,35 mm.,1984-07-16,-122.399958372116,37.7837655431509,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002sj06
Los Angeles Times Photographic Archive,ark:/21198/zz0002sj1q,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326348a.tif,,,,Women political candidates--United States|~|Women politicians--United States|~|Presidents--United States--Election--1984|~|Political conventions--California--San Francisco|~|Government|~|Events|~|People,still image,news photographs,"Ferraro, Geraldine",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",San Francisco (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1851_300610-4,"Delegates watching Geraldine Ferraro speak at the 1984 Democratic National Convention in San Francisco, Calif.",,"July 16, 1984",1 photograph,b&w negative,35 mm.,1984-07-16,-122.399958372116,37.7837655431509,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002sj1q
Los Angeles Times Photographic Archive,ark:/21198/zz0002sj27,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326361a.tif,,,,AIDS activists--California--San Francisco|~|AIDS (Disease)--Public opinion|~|Demonstrations--California--San Francisco|~|Gay rights--California--San Francisco|~|Activism,still image,news photographs,"Democratic National Convention (1984 : San Francisco, Calif.)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",San Francisco (Calif.),,,,"Galvez, Jose",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1851_300610-5,"Gay rights march with signs reading ""We Demand Massive Federal Funding to End the A.I.D.S. Epidemic"" in San Francisco, Calif., 1984",,"July 16, 1984",1 photograph,b&w negative,35 mm.,1984-07-16,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002sj27
Los Angeles Times Photographic Archive,ark:/21198/zz0002sj3r,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326349a.tif,,,,African American mayors--California--Los Angeles|~|Mayors--California--Los Angeles|~|Public speaking|~|Political conventions--California--San Francisco|~|Government|~|Events|~|People,still image,news photographs,"Bradley, Tom, 1917-1998 (Los Angeles Mayor : 1970-1993)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.)--Officials and employees,,,,"Schneider, Iris",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1852_300610-1,"Los Angeles Mayor Tom Bradley speaking at the Democratic National Convention in San Francisco, Calif., 1984",,"July 17, 1984",1 photograph,b&w negative,35 mm.,1984-07-17,-122.399995923042,37.7837401052272,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002sj3r
Los Angeles Times Photographic Archive,ark:/21198/zz0002sj48,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326350a.tif,,,,African American politicians|~|African American civil rights workers|~|Political conventions--California--San Francisco|~|Government|~|People,still image,news photographs,"Waters, Maxine",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",San Francisco (Calif.),,,,"Schneider, Iris",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b1852_300610-2,"Richard Hatcher, Coretta Scott King, Maxine Waters at the Black Caucus of the 1984 Democratic National Convention",Coretta Scott King tries to quiet pro-Jackson crowd after she came to defense of Andrew Young.,"July 19, 1984",1 photograph,b&w negative,35 mm.,1984-07-19,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002sj48
