Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Type.typeOfResource,Type.genre,Subject,Rights.copyrightStatus,Name.repository,Name.subject,Name.donor,Name.publisher,Name.designer,Title,Relation.relatedTo,AltTitle.descriptive,Format.medium,Format.extent,Format.dimensions,AltTitle.other,Alt ID.local,Date.creation,Date.normalized,Name.creator,Format.material,Description.note,Relation.isPartOf,Description.abstract,Format.technique,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h23d,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h23d_1693145_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Children on horse,Yolanda Retter-Vargas Papers,Guarida Collection,Gelatin-Silver Photograph,1 Photograph,3 1/4 x 2 1/2,,CSRC_ORPHAN_GUARDIA_0161.tif,circa 1950s,1950/1959,,,,,,Sepia Tone,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h23d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h23d/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h24x,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h24x_1701428_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,,,"Retter, Yolanda, 1947-2007",Children hanging around school yard,Yolanda Retter-Vargas Papers,Jose Lozano Collection,Gelatin-Silver Photograph,1 Photograph,3 1/2 x 3 1/2,,CSRC_ORPHAN_LOZANO_0035.tif,circa 1950s,1950/1959,,Kodak Velox Paper|~|Brownie Camera,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h24x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h24x/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h25f,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h25f_1692924_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,"Retter, Yolanda, 1947-2007",,,The Guardia daughters at a festival,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,2 7/8 x 1 7/8,,CSRC_ORPHAN_GUARDIA_0128.tif,1959 January,1950/1959,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h25f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h25f/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h27g,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h27g_1693137_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,The Guardia daughters with baby,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,3 1/2 x 3 1/2,,CSRC_ORPHAN_GUARDIA_0160.tif,1960 August 28,1960/1969,,,"Inscribed on back, "" Rogelica de 6 1/2 meses en la hamaca con pus madrianas""",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h27g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h27g/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h280,ark:/21198/zz0019q5n3,1,In progress,Work,rettervargas/masters/21198-zz0025h280_1701433_master.tif,,,true,private,still image,,,,,,,,,delete,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h280,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h280/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h29h,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h29h_1692912_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Guardia Portrait in a park,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,4 1/2 x 3 1/4,,CSRC_ORPHAN_GUARDIA_0123.tif,circa 1960s,1960/1969,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h29h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h29h/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h2cj,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h2cj_1693128_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Teenage girl on a horse,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,4 1/2 x 3 1/4,,CSRC_ORPHAN_GUARDIA_0158.tif,circa 1950s,1950/1959,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h2cj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h2cj/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h2d2,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h2d2_1692909_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,The Guardia daughters with baby girl,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,3 1/2 x 3 1/2,,CSRC_ORPHAN_GUARDIA_0122.tif,1960 August 28,1960/1969,,,"Inscribed on back, "" Lily y Mitsy en la hamaca con Rogelia de 6 1/2 meses""",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h2d2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h2d2/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h2fk,ark:/21198/zz0019q5n3,1,In progress,Work,rettervargas/masters/21198-zz0025h2fk_1693690_master.tif,,,true,private,still image,,,,,,,,,delete,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h2fk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h2fk/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h2g3,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h2g3_1695222_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Eduardo,Yolanda Retter-Vargas Papers,Guardia Collection,Chromogenic Photograph,1 Photograph,2 7/8 x 1 3/4,,CSRC_ORPHAN_GUARDIA_0264.tif,circa 1980s,1980/1989,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h2g3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h2g3/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h2j4,ark:/21198/zz0019q5n3,1,In progress,Work,rettervargas/masters/21198-zz0025h2j4_1693124_master.tif,,,true,private,still image,,,,,,,,,delete,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h2j4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h2j4/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h2kn,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h2kn_1693687_master.tif,,,,,still image,Black-and-white photographs,Chicano archives|~|commercial portraiture,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Studio Portrait,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,1 1/2 x 1 1/2,,CSRC_ORPHAN_GUARDIA_0186.tif,circa 1940s,1940/1949,,,,,,Sepia Tone,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h2kn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h2kn/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h2m5,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h2m5_1693669_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Man standing on the hills,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,1 5/8 x 1 1/4,,CSRC_ORPHAN_GUARDIA_0185.tif,circa 1950s,1950/1959,,,,,,Sepia Tone,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h2m5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h2m5/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h2np,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h2np_1693116_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Mr. Guardia at his desk,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,4 1/2 x 3 1/8,,CSRC_ORPHAN_GUARDIA_0156.tif,circa 1950s,1950/1959,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h2np,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h2np/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h2qq,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h2qq_1693061_master.tif,,,,,still image,snapshots|~|color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,The Guardia daughters in the backyard,Yolanda Retter-Vargas Papers,Guardia Collection,Chromogenic Photograph,1 Photograph,3 1/2 x 3 1/2,,CSRC_ORPHAN_GUARDIA_0149.tif,1962 January 1,1960/1969,,,"Inscribed on back, "" Coral Gables, Enero 1, 1962""",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h2qq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h2qq/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h2r7,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h2r7_1695206_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Vacation home in Cuba,Yolanda Retter-Vargas Papers,Guardia Collection,,1 Photograph,3 1/2 x 5,,CSRC_ORPHAN_GUARDIA_0260.tif,circa 1980s,1980/1989,,Kodak Color Paper|~|Chromogenic Photograph,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h2r7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h2r7/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h2sr,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h2sr_1693661_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Man sitting in his bedroom,,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,3 3/4 x 2 1/4,,CSRC_ORPHAN_GUARDIA_0184.tif,circa 1950s,1950/1959,,,,Yolanda Retter-Vargas Papers,,Sepia Tone,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h2sr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h2sr/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h2t8,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h2t8_1693102_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,The Guardia daughters in the backyard,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,3 3/8 x 2 3/4,,CSRC_ORPHAN_GUARDIA_0155.tif,circa 1950s,1950/1959,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h2t8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h2t8/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h2vs,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h2vs_1701445_master.tif,,,,,still image,Black-and-white photographs,Chicano archives|~|commercial portraiture,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Studio portrait of Man in suit,Yolanda Retter-Vargas Papers,Vasquez Collection,Gelatin-Silver Photograph,1 Photograph,11 x 14,,Orphan_Vasquez_0056.tif,circa 1950s,1950/1959,,,,,,Sepia Tone,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h2vs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h2vs/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h2w9,ark:/21198/zz0019q5n3,1,In progress,Work,,,,,private,still image,,,,,,,,,In progress,,,,,,,,,,,,,,,,,,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h2w9/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h2zb,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h2zb_1693658_master.tif,,,,,still image,Black-and-white photographs,Chicano archives|~|commercial portraiture,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Studio Portrait,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,5 x 3 3/4,,CSRC_ORPHAN_GUARDIA_0183.tif,circa 1930/1940s,1930/1949,,,,,,Sepia Tone,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h2zb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h2zb/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h30b,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h30b_1693092_master.tif,,,,,still image,Black-and-white photographs,Chicano archives,,UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Grandmother with her grandchildren in living room,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,4 1/2 x 3 1/4,,CSRC_ORPHAN_GUARDIA_0154.tif,circa 1950s,1950/1959,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h30b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h30b/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h31v,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h31v_1701448_master.tif,,,,,still image,Black-and-white photographs,Chicano archives|~|commercial portraiture,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,"Retter, Yolanda, 1947-2007",UCLA Chicano Studies Research Center Library & Archive,,Studio portrait of Man in suit,Yolanda Retter-Vargas Papers,Vasquez Collection,Gelatin-Silver Photograph,1 Photograph,11 x 14,,Orphan_Vasquez_0057.tif,circa 1950s,1950/1959,,,,,,Sepia Tone,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h31v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h31v/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h32c,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h32c_1693055_master.tif,,,,,still image,Black-and-white photographs,Chicano archives|~|commercial portraiture,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Studio Portrait,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,3 1/2 x 2 1/2,,CSRC_ORPHAN_GUARDIA_0147.tif,circa 1950s,1950/1959,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h32c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h32c/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h34d,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h34d_1693655_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,The Guardia Family posing in front of church,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,2 1/2 x 2 1/2,,CSRC_ORPHAN_GUARDIA_0182.tif,circa 1950s,1950/1959,,Kodak Velox Paper,,,,Sepia Tone,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h34d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h34d/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h35x,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h35x_1693083_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,The Guardia daughters in the backyard,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,3 7/8 x 2 3/4,,CSRC_ORPHAN_GUARDIA_0153.tif,circa 1950s,1950/1959,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h35x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h35x/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h36f,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h36f_1701451_master.tif,,,,,still image,Black-and-white photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,"Retter, Yolanda, 1947-2007",,,Denver City Auditorium 1937,Yolanda Retter-Vargas Papers,Vasquez Collection,Gelatin-Silver Photograph,1 Photograph,11 x 14,,Orphan_Vasquez_0058.tif,1937,1930/1939,,,"Photograph taken in Denver City Auditorium in Denver, Colorado.",,,Sepia Tone,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h36f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h36f/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h38g,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h38g_1693652_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Two babies holding onto a rail,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,3 1/2 x 2 1/2,,CSRC_ORPHAN_GUARDIA_0181.tif,circa 1940s,1940/1949,,,,,,Sepia Tone,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h38g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h38g/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h390,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h390_1693077_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,,,"Retter, Yolanda, 1947-2007",Baby in basket,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,2 1/2 x 3 1/8,,CSRC_ORPHAN_GUARDIA_0152.tif,circa 1940s,1940/1949,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h390,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h390/manifest
