Item ARK,Parent ARK,Parent ARK (Californica),Object Type,Title,STAGE URL,AltTitle.other,Visibility,File Name,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,volume/year,issue,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.artist,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Statement of Responsibility,Subject temporal,Subject,Subject geographic,Rights.rightsHolderContact,Bucketeer State,IIIF Access URL,IIIF Manifest URL
ark:/21198/z1z62fq6,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Garden,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z62fq6,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_02910.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1969_02910,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Museum Gardens|~|Islamic Republic of Elaborately Carved|~|Grave Stone|~|Stone Cutter's Art|~|Style of Timurids|~|Damaged,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62fq6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z62fq6/manifest
ark:/21198/z1z62frn,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,House of Family of Daud Musa,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z62frn,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1975_02324.tif,Louis Dupree and Nancy Dupree Collection,,1975,1975,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1975_02324,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Stone Lion Throne|~|Koh-i-Mori|~|Khum-i-Zargar|~|Khume Zargar|~|North of Entrance to Museum,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62frn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z62frn/manifest
ark:/21198/z1z62fs3,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,"Shortugai Trading Post; Shortugai, Takhar Province",https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z62fs3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1979_01879.tif,Louis Dupree and Nancy Dupree Collection,,1979,1979,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1979_01879,"Francfort, Henri-Paul",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Stone Lion Throne|~|Koh-i-Mori|~|Kam Zargar|~|Entrance to Museum|~|Buddha|~|North of Kushan Period,Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62fs3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z62fs3/manifest
ark:/21198/z1z62ftj,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Graveyard Outside Chegaserai,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z62ftj,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1965_00661.tif,Louis Dupree and Nancy Dupree Collection,,1965,1965,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1965_00661,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,National Museum|~|Islamic State of Entrance Door|~|Pock-Marked|~|Bullet Holes,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62ftj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z62ftj/manifest
ark:/21198/z1z62fv0,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,The Amphitheater,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z62fv0,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1974_01656.tif,Louis Dupree and Nancy Dupree Collection,,1974,1974,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1974_01656,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Black Marble Basin|~|Sherbat|~|Sherbet|~|Men|~|Madrassa|~|Religion School|~|Wais Baba Shrine,Kandahar|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62fv0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z62fv0/manifest
ark:/21198/z1z62fwf,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Kunduz to Faizabad By Air,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z62fwf,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_00440.tif,Louis Dupree and Nancy Dupree Collection,,"June 3, 1976",1976-06-03,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1976_00440,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Vandalized Storerooms|~|Islamic State of Museum|~|Corridors|~|Ransacked|~|Boxes,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62fwf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z62fwf/manifest
ark:/21198/z1z62fxw,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Qala With Wall Ornamentation,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z62fxw,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_00738.tif,Louis Dupree and Nancy Dupree Collection,,"February 14, 1976",1976-02-14,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1976_00738,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Museum|~|Vandalized Storerooms|~|Islamic State of Untouched,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62fxw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z62fxw/manifest
ark:/21198/z1z62fzb,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,At Khost Outpost,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z62fzb,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1985_00908.tif,Louis Dupree and Nancy Dupree Collection,,"July 25, 1985",1985-07-25,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1985_00908,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Museum|~|Vandalized Storerooms|~|Islamic State of Afghanistan,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62fzb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z62fzb/manifest
ark:/21198/z1z62g06,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Camp,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z62g06,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1985_01121.tif,Louis Dupree and Nancy Dupree Collection,,"July 28, 1985",1985-07-28,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1985_01121,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Museum|~|Vandalized Storerooms|~|Islamic State of Men,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62g06,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z62g06/manifest
ark:/21198/z1z9151k,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Shrine of Hazrat Ali,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z9151k,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1963_03244.tif,Louis Dupree and Nancy Dupree Collection,,1963,1963,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1963_03244,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Museum|~|Vandalized Storerooms|~|Islamic State of Nuristani Statues,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z9151k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z9151k/manifest
ark:/21198/z1z91521,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Ghori Cement Factory From Club-i-Barq Pul-i-Khumri,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z91521,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02970.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1968_02970,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Vandalized Storerooms|~|Islamic State of Wooden Statues|~|Nuristan,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z91521,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z91521/manifest
ark:/21198/z1z9153g,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Ethnographic,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z9153g,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_02879.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1969_02879,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Museum|~|North Corridor|~|First Floor|~|Stout Steel Doors|~|Storerooms|~|Men,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z9153g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z9153g/manifest
ark:/21198/z1z9154x,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Ai Khanoum,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z9154x,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1975_02539.tif,Louis Dupree and Nancy Dupree Collection,,1975,1975,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1975_02539,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Hindu Shahi Lingam|~|North Corridor|~|First Floor|~|Marble|~|Symbol of Cosmic|~|Steel Doors|~|Storerooms,Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z9154x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z9154x/manifest
ark:/21198/z1z9155c,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Bagh-i-Umomi (Public Garden),https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z9155c,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1920_01652.tif,Louis Dupree and Nancy Dupree Collection,,1920,1920,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,black-and-white photographs,,acku_dupree_slide_1920_01652,"Dupree, Louis","Siraj, Khalilullah Enayat",,,,,ACKU Library Department Special Collection,still image,copyrighted,,,National Museum|~|Museum Halls|~|Historical Heritage|~|Minister of Culture|~|Sayed Ishaq Deljo Hussaini|~|Men|~|Destroyed Buildings,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z9155c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z9155c/manifest
ark:/21198/z1z9156t,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Looking Outward,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z9156t,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1963_01519.tif,Louis Dupree and Nancy Dupree Collection,,1963,1963,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1963_01519,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Bagh-i-Babur|~|Tomb of Moghul Emperor Babur|~|Graves|~|Headstone|~|Grave Stone|~|Boys|~|Woman,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z9156t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z9156t/manifest
ark:/21198/z1z91578,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,King Amanullah Period: Tepe Taj Beg Palace 1920s,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z91578,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01413.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,black-and-white photographs,,acku_dupree_slide_1969_01413,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Abdur Rahman|~|Bagh-i-Babur|~|Pavilion|~|Gardens,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z91578,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z91578/manifest
ark:/21198/z1z9158q,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,"In the Grounds of Bagh-i-Shahi Palace, Jalalabad: Phase III Zahir Shah Period",https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z9158q,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_00230.tif,Louis Dupree and Nancy Dupree Collection,,February 1976,1976-02,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1976_00230,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Habibullah Period|~|Deh Afghanan|~|Ornate Metal Window-Grills|~|Dressing Room|~|Lawns|~|Building,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z9158q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z9158q/manifest
ark:/21198/z1z91595,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Map of Alishang District,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z91595,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_00618.tif,Louis Dupree and Nancy Dupree Collection,,"December 4, 1976",1976-12-04,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1976_00618,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,"Qasre Darulaman|~|Extensive Destruction|~|Unpaved Road|~|Ruin Place|~|Mountains,",Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z91595,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z91595/manifest
ark:/21198/z1z915bm,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Prisoners of War,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z915bm,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1985_01090.tif,Louis Dupree and Nancy Dupree Collection,,"July 28, 1985",1985-07-28,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1985_01090,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Pelts of Snow Leopards|~|Shops|~|Bazaars|~|Bazaar,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z915bm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z915bm/manifest
ark:/21198/z1z915c2,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Recreation: The Theater,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z915c2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_2002_01571.tif,Louis Dupree and Nancy Dupree Collection,,"January 8, 2002",2002-01-08,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_2002_01571,"Dupree, Nancy",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Museum|~|Rocket Slammed|~|Buildings|~|Town Hall|~|Destroyed Buildings|~|Ruins,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z915c2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z915c2/manifest
ark:/21198/z1zc9vj9,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Paintings Inside Tomb of Pacha Khan,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1zc9vj9,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03214.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1962_03214,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Stone Turtle|~|Museum Gardens|~|1.35 cm.|~|Objects,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc9vj9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zc9vj9/manifest
ark:/21198/z1zc9vkr,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Loess Hills and Ravine from Pul-i-Barak,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1zc9vkr,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1965_03156.tif,Louis Dupree and Nancy Dupree Collection,,1965,1965,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1965_03156,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Museum|~|Islamic Republic of Stone Turtle|~|Rear|~|Objects|~|Museum Gardens,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc9vkr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zc9vkr/manifest
ark:/21198/z1zc9vm6,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Hearth and Ewer,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1zc9vm6,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_02670.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1969_02670,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,King Kanishka|~|Surkh Kotal|~|Headless Statue|~|Entrance Foyer|~|Buddha,Baghlan|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc9vm6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zc9vm6/manifest
ark:/21198/z1zc9vnn,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,"Small Buddha, Murals",https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1zc9vnn,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1973_03050.tif,Louis Dupree and Nancy Dupree Collection,,1973,1973,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1973_03050,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Museum|~|Laborious Packing|~|Objects|~|Men|~|Staff,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc9vnn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zc9vnn/manifest
ark:/21198/z1zc9vp3,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Amir Habibullah Period: Dilkusha (Heart's Desire) Palace; 1900-1914,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1zc9vp3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1917_01380.tif,Louis Dupree and Nancy Dupree Collection,,1917,1917,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,black-and-white photographs,,acku_dupree_slide_1917_01380,"Dupree, Louis","Siraj, Khalilullah Enayat",,,,,ACKU Library Department Special Collection,still image,copyrighted,,,National Museum|~|President Najibullah Period|~|Artifacts|~|Objects|~|Storerooms|~|Men|~|Koti Baghcha|~|Arg,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc9vp3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zc9vp3/manifest
ark:/21198/z1zc9vqj,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Bagh-i-Babur: Moghul Emperor Shah Jehan Mosque 1646,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1zc9vqj,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1967_01303.tif,Louis Dupree and Nancy Dupree Collection,,1967,1967,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1967_01303,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,National Museum|~|Hallways|~|Kabul Hotel|~|Men|~|Avenue,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc9vqj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zc9vqj/manifest
ark:/21198/z1zc9vr0,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Modernization of Shahr-i-Naw's Main Shopping Streets,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1zc9vr0,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1974_01495.tif,Louis Dupree and Nancy Dupree Collection,,December 1974,1974-12,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1974_01495,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Surkh Kotal Inscription|~|King Kanishka|~|Wires|~|Debris,Baghlan|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc9vr0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zc9vr0/manifest
ark:/21198/z1zc9vsf,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,"Looking Towards the Village of Hadda, Ningarhar Province",https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1zc9vsf,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_00199.tif,Louis Dupree and Nancy Dupree Collection,,"April 26, 1976",1976-04-26,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1976_00199,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Surkh Kotal Inscription|~|25-Line Inscription|~|Greek Script|~|Bactrian Language|~|Kushan,Baghlan|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc9vsf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zc9vsf/manifest
ark:/21198/z1zc9vtw,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Faizabad to Kunduz by Air,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1zc9vtw,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_00409.tif,Louis Dupree and Nancy Dupree Collection,,"May 24, 1976",1976-05-24,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1976_00409,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Museum|~|Storerooms|~|Vandalized|~|Offices Vandalized|~|Stone Tools|~|Black and White,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc9vtw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zc9vtw/manifest
ark:/21198/z1zc9vvb,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Recreation: Weddings,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1zc9vvb,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1978_01561.tif,Louis Dupree and Nancy Dupree Collection,,1978,1978,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1978_01561,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Timur Shah|~|Mausoleum|~|Bazaar|~|Bazaars|~|Men|~|Shops|~|Mountains|~|Landscapes,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc9vvb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zc9vvb/manifest
