Item ARK,Parent ARK,Object Type,Title,AltTitle.other,Visibility,File Name,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,volume/year,issue,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Named subject,Note,Place of origin,Publisher.publisherName,Repository,Resource type,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject topic,Subject geographic,Subject temporal
ark:/21198/z1pg3jmr,ark:/21198/z16d7kmn,Work,Amir Abdur Rahman Period: Murad Khani 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01278.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1279,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01278,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Murad Khani|~|Amir Abdur Rahman|~|Old Houses|~|Courtyards|~|Trees|~|Hens|~|Woods,,
ark:/21198/z1jt1h9r,ark:/21198/z16d7kmn,Work,Amir Abdur Rahman: Murad Khani,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01279.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1352,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01279,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Murad Khani|~|Amir Abdur Rahman|~|Houses|~|Yards|~|Trees|~|Children|~|Men|~|Well,,
ark:/21198/z1f20rms,ark:/21198/z16d7kmn,Work,Amir Abdur Rahman Period: Shahrara (City's Adornment) Palace 1899 10,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01352.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1365,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01352,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Amir Abdur Rahman Period|~|Shahrara|~|City's Adornment|~|Palace|~|Village|~|Towers|~|Mountains|~|Snow,,
ark:/21198/z1990106,ark:/21198/z16d7kmn,Work,Amir Habibullah Period: Dilkusha (Heart's Desire) Palace; 1900-1906 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01365.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1370,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01365,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Amir Habibullah Period|~|Dilkusha|~|Hearts Desire|~|Palace|~|Gardens|~|Arg|~|Clock Tower,,
ark:/21198/z15h987g,ark:/21198/z16d7kmn,Work,Amir Habibullah Period: Dilkusha (Heart's Desire) Palace; 1900-1914 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01370.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1371,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01370,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Amir Habibullah Period|~|Dilkusha|~|Heart's Desire|~|Palace|~|Porte-Cochere|~|Balcony,,
ark:/21198/z11r8hg9,ark:/21198/z16d7kmn,Work,Amir Habibullah Period: Dilkusha (Heart's Desire) Palace; 1900-1914 4,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01371.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1372,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01371,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Amir Habibullah Period|~|Dilkusha Heart's Desire|~|Palace|~|Marble Lions|~|Koti Baghcha,,
ark:/21198/z1x080xd,ark:/21198/z16d7kmn,Work,Amir Habibullah Period: Dilkusha (Heart's Desire) Palace; 1900-1914 5,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01372.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1373,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01372,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Amir Habibullah Period|~|Dilkusha Heart's Desire|~|Palace|~|Marble Lions|~|Porte-Cochere,,
ark:/21198/z1s7787j,ark:/21198/z16d7kmn,Work,Amir Habibullah Period: Dilkusha (Heart's Desire) Palace; 1900-1914 6,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01373.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1374,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01373,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Amir Habibullah Period|~|Dilkusha|~|Heart's Desire|~|Palace|~|Balcony|~|Wrought-Iron|~|Railing|~|Buildings,,
ark:/21198/z1nk56wp,ark:/21198/z16d7kmn,Work,Amir Habibullah Period: Dilkusha (Heart's Desire) Palace; 1900-1914 7,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01374.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1375,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01374,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Amir Habibullah Period|~|Dilkusha|~|Heart's Desire|~|Palace|~|Balcony|~|Porte-Cochere|~|Spiral Staircases|~|Buildings,,
ark:/21198/z1ht4g78,ark:/21198/z16d7kmn,Work,Amir Habibullah Period: Dilkusha (Heart's Desire) Palace; 1900-1914 8,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01375.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1376,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01375,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Amir Habibullah Period|~|Dilkusha|~|Heart's Desire|~|Palace|~|Spiral Staircase|~|Porte-Cochere|~|Buildings,,
ark:/21198/z1d23qkr,ark:/21198/z16d7kmn,Work,Amir Habibullah Period: Dilkusha (Heart's Desire) Palace; 1900-1914 9,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01376.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1377,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01376,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Amir Habibullah Period|~|Dilkusha|~|Heart's Desire|~|Palace|~|Metal Staircase|~|Cypress Trees,,
ark:/21198/z1892zv1,ark:/21198/z16d7kmn,Work,Amir Habibullah Period: Dilkusha (Heart's Desire) Palace; 1900-1914 10,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01377.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1379,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01377,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Amir Habibullah Period|~|Dilkusha|~|Heart's Desire|~|Palace|~|Clock Tower|~|Scosman James Miller,,
ark:/21198/z14j271r,ark:/21198/z16d7kmn,Work,Amir Habibullah Period: Dilkusha (Heart's Desire) Palace; 1900-1914 11,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01379.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1401,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01379,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Amir Habibullah Period|~|Dilkusha|~|Heart's Desire|~|Palace|~|Coffered Ceiling|~|Sea-Green,,
ark:/21198/z10s1g8k,ark:/21198/z16d7kmn,Work,Amir Habibullah Period: Qasre Stor (Star Building) II 1912 4,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01401.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1414,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01401,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Amir Habibullah Period|~|Qasre Stor|~|Star Building|~|Stor Gardens|~|Painting,,
ark:/21198/z1w10ztn,ark:/21198/z16d7kmn,Work,King Amanullah Period: Qasre Darulaman 1923; unfinished 1929 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01414.tif,Louis Dupree and Nancy Dupree Collection,,1928,1928,,,,2020,1415,5 cm x 5 cm,1 Photograph,35 mm Slide,black-and-white photographs,eng,acku_dupree_slide_1928_01414,"Siraj, Khalilullah Enayat",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1928|~|Afghanistan|~|Kabul|~|King Amanullah Period|~|Qasre Darulaman|~|Gardens|~|Tepe Taj Beg|~|King Amanullah|~|Woman|~|Black and White,,
ark:/21198/z1rb8xgn,ark:/21198/z16d7kmn,Work,King Amanullah Period: Qasre Darulaman 1923; unfinished 1929 4,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01415.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1416,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01415,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|King Amanullah Period|~|Qasre Darulaman|~|Building|~|Secretariat|~|Courtyards|~|Men,,
ark:/21198/z1mk85t6,ark:/21198/z16d7kmn,Work,King Amanullah Period: Qasre Darulaman 1923; unfinished 1929 5,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01416.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1417,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01416,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|King Amanullah Period|~|Qasre Darulaman|~|Facade|~|Central Projection,,
ark:/21198/z1gt7f4b,ark:/21198/z16d7kmn,Work,King Amanullah Period: Qasre Darulaman 1923; unfinished 1929 6,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01417.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1418,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01417,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|King Amanullah Period|~|Qasre Darulaman|~|Courtyards|~|Men,,
ark:/21198/z1c26pdx,ark:/21198/z16d7kmn,Work,King Amanullah Period: Qasre Darulaman 1923; unfinished 1929 7,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01418.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1419,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01418,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|King Amanullah Period|~|Qasre Darulaman|~|Façade|~|Wings|~|Gardens|~|Cars,,
ark:/21198/z1795xkv,ark:/21198/z16d7kmn,Work,King Amanullah Period: Qasre Darulaman 1923; unfinished 1929 8,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01419.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1420,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01419,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|King Amanullah Period|~|Qasre Darulaman|~|Façade|~|Wings,,
ark:/21198/z13j55t2,ark:/21198/z16d7kmn,Work,King Amanullah Period: Qasre Darulaman 1923; unfinished 1929 9,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01420.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1421,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01420,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|King Amanullah Period|~|Qasre Darulaman|~|Concrete Decoration|~|Wings,,
ark:/21198/z1zs4pdp,ark:/21198/z16d7kmn,Work,King Amanullah Period: Qasre Darulaman 1923; unfinished 1929 10,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01421.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1430,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01421,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|King Amanullah Period|~|Qasre Darulaman|~|North-East Corner,,
ark:/21198/z1v42n30,ark:/21198/z16d7kmn,Work,King Amanullah Period: Qasre Darulaman 1923; after 1929 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01430.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1432,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01430,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|King Amanullah Period|~|Qasre Darulaman|~|Art Deco|~|Wrought Iron|~|Stair Rail|~|Men,,
ark:/21198/z1qc1wf5,ark:/21198/z16d7kmn,Work,King Amanullah Period: Qasre Darulaman 1923; unfinished 1929 11,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01432.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1433,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01432,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|King Amanullah Period|~|Qasre Darulaman|~|Lofty Corridors|~|Men|~|Buildings,,
ark:/21198/z1km14sq,ark:/21198/z16d7kmn,Work,King Amanullah Period: Qasre Darulaman 1923; unfinished 1929 12,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01433.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1434,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01433,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|King Amanullah Period|~|Qasre Darulaman|~|Parliament Chambers,,
ark:/21198/z1fv0d0h,ark:/21198/z16d7kmn,Work,King Amanullah Period: Qasre Darulaman 1923; unfinished 1929 13,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01434.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1435,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01434,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|King Amanullah Period|~|Qasre Darulaman|~|Decorative Door|~|Parliament Chambers,,
ark:/21198/z1b29n6n,ark:/21198/z16d7kmn,Work,King Amanullah Period: Qasre Darulaman 1923; unfinished 1929 14,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01435.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1436,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01435,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|King Amanullah Period|~|Qasre Darulaman|~|Decorative Stucco|~|Oval Room|~|Parliament Chambers|~|White-Stucco|~|Festoon|~|Columns,,
ark:/21198/z1698wfg,ark:/21198/z16d7kmn,Work,King Amanullah Period: Qasre Darulaman 1923; unfinished 1929 15,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01436.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1455,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01436,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|King Amanullah Period|~|Qasre Darulaman|~|Decoration|~|Decorative Stucco|~|Oval Room|~|Parliament Chambers,,
ark:/21198/z12j84rk,ark:/21198/z16d7kmn,Work,Kolola Pushta Fort Overlooking Gardens of Shahr-i-Naw 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01455.tif,Louis Dupree and Nancy Dupree Collection,,December 1976,1976-12,,,,2020,1456,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01455,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Kolola Pushta Fort|~|Garden of Shahr-e-Naw|~|Garden of Shahr-i-Naw|~|Snow|~|Trees|~|Mountains|~|Landscapes,,
ark:/21198/z1xw6bpm,ark:/21198/z16d7kmn,Work,Kolola Pushta Fort Overlooking Gardens of Shahr-i-Naw 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01456.tif,Louis Dupree and Nancy Dupree Collection,,December 1976,1976-12,,,,2020,1457,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01456,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Kolola Pushta Fort|~|Gardens of Shahr-i-Naw|~|Gardens of Shahr-e-Naw|~|Houses|~|Trees|~|Snows|~|Mountains|~|Landscapes,,
ark:/21198/z1t45m1h,ark:/21198/z16d7kmn,Work,Kolola Pushta Fort Overlooking Gardens of Shahr-i-Naw 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01457.tif,Louis Dupree and Nancy Dupree Collection,,April 1976,1976-04,,,,2020,1460,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01457,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Kolola Pushta Fort|~|Gardens|~|Shahr-i-Naw|~|Shahr-e-Naw|~|Trees,,
ark:/21198/z1pc4vb7,ark:/21198/z16d7kmn,Work,Gardens 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01460.tif,Louis Dupree and Nancy Dupree Collection,,March 1974,1974-03,,,,2020,1462,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01460,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1974|~|Kabul|~|Gardens|~|Plants,,
ark:/21198/z1jm43mw,ark:/21198/z16d7kmn,Work,Gardens 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01462.tif,Louis Dupree and Nancy Dupree Collection,,February 1976,1976-02,,,,2020,1463,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01462,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Kabul|~|Gardens|~|Long-Haired Cats|~|Trees,,
ark:/21198/z1dv3bst,ark:/21198/z16d7kmn,Work,Gardens 4,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01463.tif,Louis Dupree and Nancy Dupree Collection,,February 1976,1976-02,,,,2020,1464,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01463,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Gardens|~|Cats|~|Trees,,
ark:/21198/z1932m1c,ark:/21198/z16d7kmn,Work,Gardens 5,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01464.tif,Louis Dupree and Nancy Dupree Collection,,February 1976,1976-02,,,,2020,1465,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01464,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Gardens|~|Cats|~|Trees,,
ark:/21198/z15b1vcj,ark:/21198/z16d7kmn,Work,Cat,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01465.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1490,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01465,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Gardens|~|Cats,,
ark:/21198/z11n9t03,ark:/21198/z16d7kmn,Work,Modernization of Shahr-i-Naw's Main Shopping Streets 8,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01490.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1560,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01490,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Shahr-i-Naw|~|Shopping Streets|~|Apartments|~|Offices|~|Men,,
ark:/21198/z1ww99m4,ark:/21198/z16d7kmn,Work,Recreation: Picnics,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01560.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1699,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01560,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Recreation|~|Picnics|~|Gardens|~|Bagh-i-Babur|~|Men|~|Carpets,,
ark:/21198/z1s48jx5,ark:/21198/z16d7kmn,Work,King Amanullah's Bala Bagh Haremserai 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01699.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1700,5 cm x 5 cm,1 Photograph,35 mm Slide,black-and-white photographs,eng,acku_dupree_slide_1976_01699,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Paghman|~|King Amanullah's Haremserai|~|Bala Bagh|~|Eclectic Surface Decorations|~|Pseudo-Rococo|~|Fluted Pilasters|~|Denticulated Triangular|~|Buildings|~|Black and White,,
ark:/21198/z1nc7t4z,ark:/21198/z16d7kmn,Work,King Amanullah's Bala Bagh Haremserai 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01700.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1701,5 cm x 5 cm,1 Photograph,35 mm Slide,black-and-white photographs,eng,acku_dupree_slide_1976_01700,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Paghman|~|King Amanullah's Haremserai|~|Bala Bagh|~|Wallpapers|~|Modestly Decorated|~|Pictures|~|Electric Lamp|~|Stair Rail,,
ark:/21198/z1hm7298,ark:/21198/z16d7kmn,Work,King Amanullah's Bala Bagh Haremserai 4,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01701.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1702,5 cm x 5 cm,1 Photograph,35 mm Slide,black-and-white photographs,eng,acku_dupree_slide_1976_01701,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Paghman|~|King Amanullah's Haremserai|~|Bala Bagh|~|Ceilings|~|Ornate Chandeliers|~|Homes|~|Black and White,,
ark:/21198/z1cv69kj,ark:/21198/z16d7kmn,Work,King Amanullah's Bala Bagh Haremserai 5,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01702.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1819,5 cm x 5 cm,1 Photograph,35 mm Slide,black-and-white photographs,eng,acku_dupree_slide_1976_01702,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Kabul|~|Paghman|~|King Amanullah's Haremserai|~|Bala Bagh|~|Windows|~|Black and White,,
ark:/21198/z1835jx1,ark:/21198/z16d7kmn,Work,"Mousterian Flint Tool Northern Plains, Samangan Province 1",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01819.tif,Louis Dupree and Nancy Dupree Collection,,January 1976,1976-01,,,,2020,1820,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01819,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Samangan|~|Northern Plains|~|Aybak|~|Kulm|~|Tashkurghan|~|Mousterian|~|Flint Tool|~|Darra-i-Kur|~|Baba Darwesh,,
