Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Subject.descriptiveTopic,Type.typeOfResource,Rights.copyrightStatus,Subject.conceptTopic,Name.sponsor,Subject.corporateName,"Subject.Jones, Marcia : local",Subject.otherTopic,Publisher.publisherName,Name.photographer,Name.designer,Name.creator,Name.printer,Name.conceptor,Name.artist,Author,Name.musician,Name.funder,Name.other,Rights.rightsHolderContact,Name.writer,Name.repository,Editor,Language,Coverage.geographic,Name.actress,Name.artDirector,Type.genre,Name.publishingDirector,Rights.permission,Name.subject,Rights.servicesContact,Alternate Identifier.local,Title,AltTitle.other,Description.note,Publisher.placeOfOrigin,Date.publication,Format.dimensions,AltTitle.translated,Description.condition,Description.caption,Alternate Title.descriptive,Date.normalized,Relation.hasVersion,Relation.derivedFrom,Summary,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL,Representative Image,Masthead
AIDS Posters Collection,ark:/21198/zz001zzm0j,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzm0j_1687996_master.tif,,,,,,still image,,Safe Sex,Sidaction (Organization)|~|Association des Tunisiens en France,,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre|~|ara,France,,,posters,,,,,FR259,ولا تلقوا بأيديكم إلى التهلكة[inscribed],Ne vous jetez pas de vos main vers le peril,"Additional poster text: قرآن كريم  سورة البقرة آية 195Le Coran, Souratte II La Vache (Al-Baqara) (Verset 195).Additional sponsoring organizations: ACRIJ, ALIFS, ATF-Bas-Rhin, ATF-Charente, ATF-Essane, ATF-Haute-Savoie, ATF-Isère, ATF-Nord, ATF-Paris, ATF-Var, Avenir Sportif de Toulon, Centre du Troisième âge de Toulon, IDEAL, Femmes d’Aujourd’hui, Sx Strangers Roubaix, DASS de Paris, DDASS des Hauts de Seine, DDASS de la Seine Saint-Denis, DDASS du Val de Marne, DDASS du Val d’Oise, DDASS du Nord|~|Translated poster text: The QUran, Surah II (The Cow), verse 195.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR259.",,[between 2004 and 2009],,make not your own hands contribute to destruction,,,,2004/2009,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzm0j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzm0j/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzm12,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzm12_1688003_master.tif,,,,,Angels,still image,,"Associations, institutions, etc.--France",France. Ministère de l'emploi et de la solidarité|~|Sidaction,,,,Association des Tunisiens en France,,,,,,"Merchaoui, Mustafa|~|Metoui, Assaâd",,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre|~|ara,France,,,posters,,,,,FR260,من اجل عالم أفضل [inscribed],Pour un monde meilleur [inscribed],"Portrait of an angel.Additional sponsoring organizations: ACRIJ, ARF-Aquitaine, ATF-Bas-Rhin, ATF-Charente, ATF-Essonne, ATF-Haute-Savoie, ATF-Isère, ATF-Nord, ATF-Paris, ATF-Var, Avenir Sportif de TOuon, Femmes, d'Aujourd'hui, DDASS-Giroude, DDASS-Val-de-Marne, DDASS-Val-d'Oise|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR260.",France,[between 2004-2009],,For a Better World,,,,2004/2009,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzm12,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzm12/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzm2k,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzm2k-1-master.tif,,,,,,still image,,Safe sex in AIDS prevention,France. $b Ministère de la santé publique et de l'assurance maladie,,,,Association des Tunisiens en France,,,,,,"Ben Messaoud, Ferid",,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre|~|ara,France,,,posters,,,,,FR261,Le sida na pas besoin de visa [inscribed],,"Text appears over a colored swirl.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR261.",Paris (France),,,AIDS does not need a visa,"Additional poster text: le sida na pas besoin de visail n’y a ni vaccine nitraitement qui guerissedefinitivement du sidaseul le preservative te protégé toi et les tiensلا تأشيرة للسيدا لا تلقيحا ولا علاجا ً شافيا ً من السيدا الواق يحميك وذويك|~|Additional poster text: MINISTÈRE DE LA SANTÉ PUBLIQUE ET DE L'ASSURANCE MALADIE. D.A.S.S. de Pairs. D.A.S.S. de la Seine Saint Denis.|~|Additional poster text: AFFICHE REALISE PAR FERID BEN MESSAOUD|~|[Additional sponsors:] ATF-Paris, ARF-Aquitaine, ATF-Var, ATF-Bas-Rhin, ATF-Essonne, ATF-Nord, ATF-Charente, ATF-Haute-Savoie, ATF-Isère.",Lā taʼshīrah lil-Sīdā|~|لا تأشيرة للسيدا,,2004/2009,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzm2k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzm2k/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzm33,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzm33_1688012_master.tif,,,,,,still image,,AIDS (Disease),,,,,Association de lutte contre le SIDA,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre|~|ara,France,,,posters,,,,,FR262,لا حدود ثقافية ودينية لمرض السيدا [inscribed],Le SIDA ne connait pas les frontieres culturelles et relgiouses,"Text appears over an abstract pastel form.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR262.",,[between 2004-2009],,,,,,2004/2009,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzm33,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzm33/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzm4m,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzm4m-1-master.tif,,,,,Ribbons|~|Bees|~|Crickets,still image,,AIDS (Disease)--Prevention|~|AIDS (Disease)--Social aspects|~|Acquired Immunodeficiency Syndrome--prevention & control|~|Summer,,,,,Aides (Association),,Lezilus (Firm),,,,Niark ,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR263,"Été favorise les nouvelles rencontres,  protégez-vous [inscribed]",Make love,"Description note: A cricket and a bumble bee are having sex. Poster gives warning about having relations with unknown people in summer time.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR263.|~|Poster is part of series: Make love.",[Paris (France)],[Between 2005-2008?],,Summer promotes new meetings. Protect yourself.,,,,2005/2008,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzm4m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzm4m/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzm54,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzm54-1-master.tif,,,,,Ribbons|~|Beavers|~|Turtles,still image,,AIDS (Disease)--Prevention|~|AIDS (Disease)--Social aspects|~|Acquired Immunodeficiency Syndrome--prevention & control|~|Summer,,,,,Aides (Association),,Lezilus (Firm),,,,Niark ,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR264,"Été favorise les nouvelles rencontres, protéges-vous [inscrbed]",Other,"Description note: A turtle and a beaver are having sex. Poster gives warning about having relations with unknown people in summer time.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR264.|~|Poster is part of series: Make love.",[Paris (France)],,,Summer promotes new meetings. Protect yourself,,,,2005/2008,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzm54,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzm54/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzm6n,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzm6n-1-master.tif,,,,,Ribbons|~|Butterflies|~|Ants,still image,,AIDS (Disease)--Prevention|~|AIDS (Disease)--Social aspects|~|Acquired Immunodeficiency Syndrome--prevention & control|~|Summer,,,,,Aides (Association),,Lezilus (Firm),,,,Niark ,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR265,"Été favorise les nouvelles rencontres, protéges-vous [inscrbed]",Make love,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR265.|~|Description note: A butterfly and an ant are having sex. Poster gives warning about having relations with unknown people in summer time.|~|Poster is part of series: Make love.",[Paris (France)],[Between 2005-2008?],,Summer promotes new meetings. Protect yourself,,,,2005/2008,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzm6n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzm6n/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzm75,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzm75-1-master.tif,,,,,Ribbons|~|Bears|~|Rabbits,still image,,AIDS (Disease)--Prevention|~|AIDS (Disease)--Social aspects|~|Acquired Immunodeficiency Syndrome--prevention & control|~|Summer,,,,,Aides (Association),,Lezilus (Firm),,,,Niark ,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR266,"Été favorise les nouvelles rencontres, protéges-vous [inscrbed]",Make love,"Description note: A bear and a rabbit are having sex. Poster gives warning about having relations with unknown people in summer time.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR266.|~|Poster is part of series: Make love.",[Paris (France)],[Between 2005-2008?],,Summer promotes new meetings. Protect yourself,,,,2005/2008,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzm75,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzm75/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzm8p,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzm8p-1-master.tif,,,,,Discrimination,still image,,AIDS (Disease)--Prevention|~|AIDS (Disease)--Risk factors|~|Acquired Immunodeficiency Syndrome--prevention & control|~|HIV Infections--prevention & control|~|Condoms,,,,,ACT UP Paris (Organization),,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR267,Nokpote=discrimination [inscribed],,"Translated poster text: To be safe, do not select partners based on their HIV test.To be safe, do not fuck without condoms because you think your partner is also HIV negative. To be safe, do not fuck without condoms because you think your partner is also HIV positive. To be safe is to hold on to life, avoiding infections and reinfections. To be safe is to prefer that husbands and lovers live. To be safe is to use condoms every time. To choose your partners based only on their HIV status is discrimination.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR267.|~|Poster presents some advice for safety in relationships and awareness of HIV. ""NoKpote"" (or ""no capote"") also seems to refer to bareback sex, or sex without condoms.",[Paris (France)],[Between 2005-2008],,No condom=discrimination.,"Additional poster text: Etre safe, ce n’est pas sélectionner ses partenaires en fonction de leur test VIH.Etre safe, ce n’est pas baiser sans capote parce qu’on pense que son partenaire est lui aussi séronégatif. Etre safe, ce n’est pas baiser sans capote parce qu’on pense que son partenaire est lui aussi séropositif.Etre safe, c'est tenir à la vie, éviter les contaminations et les surcontaminations.Etre safe, c'est préférer ses maris et ses amants vivants. Etre safe, c’est mettre des capotes a chaque fois. Choisir son partenaire selon son statut sérologique, c’est de la discrimination.",NoKpote? no way!,,2005/2008,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzm8p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzm8p/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzm96,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzm96_1688021_master.tif,,,,,Female symbols|~|Question marks,still image,,AIDS (Disease)--France|~|AIDS (Disease)--Social aspects|~|AIDS (Disease)--Study and teaching|~|Acquired Immunodeficiency Syndrome--prevention & control,,,,,ACT UP Paris (Organization),,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR268,SIDA: bientot la parité a quand l'égalité [inscribed],,"Translated note: In France, women account for 42% of new infections. It is urgent to strengthen the promotion and accessibility of condoms. Worldwide, 48% of HIV positives are HIV positive women. It is unacceptable that the research does not address the consequences of HIV and its treatment on women's bodies.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR268.|~|Poster has the symbol for women and a question mark  emphasizing on women related AIDS disease and some statistics. Poster also presents an advertisment about protesting against AIDS in Saint-Denis and Strasburg (France) on November 2007.","[Paris,(France)]",[2007],,"AIDS: Soon parity, when equality.|~|Global day fight against AIDS. Protesting Friday November 30th 07 6.30 Porte Saint-Denis M Strasbourg-Saint-Denis.","Additional poster text: En France, les fémmes représentent 42% des nouvelles contaminations. Il est urgent de renforcer la promotion et l'accessibilité des préservatifs. Dans le monde, 48% des séropositifs sont des séropositives. Il est inacceptable que la recherche ne s'occupe pas des conséquences du virus et des traitements sur le corps des femmes.",Journée mondiale de lutte contre le SIDA. Manifestnos Vendredi 30 Novembre 07 18H30 Porte Saint-Denis M Strasbourg-Saint-Denis.,,2007,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzm96,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzm96/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzmbq,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzmbq_1688026_master.tif,,,,,Women|~|Hands,still image,,AIDS (Disease)--France|~|Acquired Immunodeficiency Syndrome,,,,,ACT UP Paris (Organization),,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR269,Vivre seule ou mourir [inscribed],,"Poster depicts a naked woman from the waist up, with her arms crossed over her chest (partially hiding her breasts). Her posture suggests hopelessness. Poster also has information on the Hortefeux law in France which affects immigrants.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR269.|~|Translated poster text: The project of the Hortefeux immigration law further restricts the family by creating particularly discriminatory conditions. Foreign women suffering from serious diseases like AIDS have only one alternative: to be doomed to remain alone in France to heal or die with their relatives in their country of origin, lacking of available treatments.",[Paris (France)],[Between 2007-2008?],,Live alone or die.,"Additional poster text: Le project de loi Hortefeux sur l'immigration restreint encore le regroupement familial en instaurant des conditions particulièrement discriminatoires. Les étrangèrEs atteintEs de pathologies graves comme le sida n'ont plus qu'une alternative : être condamnéEs á rester seulEs en France pour se soigner ou mourir auprès de leurs proches dans leur pays d'origine, faute de traitements disponibles.",,,2007/2008,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzmbq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzmbq/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzmc7,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzmc7_1688033_master.tif,,,,,,still image,,AIDS (Disease)--Prevention|~|Acquired Immunodeficiency Syndrome--prevention & control,,,,,ACT UP Paris (Organization),,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR270,"SIDA. 1981/1998 1 million, 1998/1995 4 millions, 1995/2002 15 millions, 2002/2007 17 millions, en 26 ans 37 millions de morts. Ou sont les candidat-e-s? [inscribed]",,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR270.|~|Description note: Poster shows the statistics of people who died of AIDS from 1981 to 2007, total of 37 millions in 26 years.|~|Description note: Poster presents information about a global day of fighting against AIDS on November 2006 in Bastille, France.",[Paris (France)],[2006],,"AIDS. 1981/1998 1 million, 1988/1995 4 millions, 1995/2002 15 millions, 2002/2007 17 millions, in 26 years 37 millions of death. where are candidates?|~|Global day of protest against AIDS, November 30th 2006/ 18th/Place de la Bastille.",,"Journée mondiale de lutte contre le sida, 30 Novembre 2006/18th/Place de la Bastille.",,2006,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzmc7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzmc7/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzmdr,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzmdr_1688039_master.tif,,,,,Triangle,still image,,AIDS (Disease)--France|~|Acquired Immunodeficiency Syndrome,,,,,ACT UP Paris (Organization),,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR271,ACT UP-Paris est un groupe de lutte contre le SIIDA. Envoyez vos doms [inscribed],,"Description note: Poster has a pink triangle sign in a black background and presents information about ACTUP Paris group which fights against AIDS.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR271.",[Paris (France)],[Between 2005-2008],,ACT UP-Paris is a group fighting against the AIDS. Send your donations.,,,,2005/2008,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzmdr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzmdr/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzmf8,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzmf8-1-master.tif,,,,,,still image,,AIDS (Disease)|~|Acquired Immunodeficiency Syndrome,,,,,ACT UP Paris (Organization),,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,"Sarkozy, Nicolas, $d 1955-|~|UMP (Political party)",,FR272,SIDA: Combien coûtent nos vies? [inscribed],,"Translation text: The right attacks the most precarious, the most vulnerable, the sickest. Health is priceless, but it has a cost. This is the leitmotif of the government, the UMP [Union for a Popular Movement]. How much do they value our health? How much are our lives worth? To these obscene questions, to those who think and say that health is a luxury, the collective response of those in opposition is simple: our lives will never cost too much.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR272.|~|Description note: Poster presentes an event with time and place of gathering in France regarding AIDS in 2004.",Paris [France),2004,,"AIDS: How much are our lives worth?|~|December 1st 2004 : Event, departure Barbès-Rochechouart at 7 pm. Join us.","Additional poster text: La droite agresse les plus précaires, les plus vulnérables, les plus malades. La santé n'a pas de prix, mais elle a un coût. C'est le leitmotiv du gouvernement, de l'UMP [Union pour un Mouvement Populaire]. À combiene estiment-ils notre santé? Combien coûtent nos vies? À ces questions obscènes, à ceux qui pensent et disent que la santé est un luxe. la réponse collective que nous devons leur opposer est simple: nos vies ne coûteront jamais trop cher.","1er Décembre 2004: Manifestation, départ de Barbès-Rochechouart à 19 heures. Rejoignes-nous!",,2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzmf8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzmf8/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzmgs,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzmgs_1688045_master.tif,,,,,Skull & crossbones,still image,,AIDS (Disease)--France|~|AIDS (Disease)--Political aspects|~|Acquired Immunodeficiency Syndrome--prevention & control,,,,,ACT UP Paris (Organization),,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,"Sarkozy, Nicolas, $d 1955-|~|UMP (Political party)",,FR273,"Nicolas Sarkozy, 2007-2012, nous n'y survivrons pas et vous non plus [inscribed]",,"Translated text: Health for Nicolas Sarkozy is: establishment of an unlimited franchise for care; the delisting of drugs; the challenge to support 100% of people living with HIV; the deregulation of the public hospital system; the expulsion of foreign patients to countries where they will die for lack of treatment; the absence of commitment for financing from France to fight against AIDS worldwide. Nicolas Sarkozy and the UMP [Union for a Popular Movement] are promising a health policy even more unequal and discriminatory. We will not survive it.|~|Description note: Poster has drawing of a skull and cross bones with Nikolas Sarkozy's name on the top. It describes the UMP party (Union pour un Mouvement Populaire = Union for a Popular Movement) in France has lots of negative effects for health care system.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR273.",[Paris (France)],[2007?],,"Nicolas Sarkozy, 2007-2012, we do not survive and neither will you.",Additonal poster text: La santé pour Nicolas Sarkozy c'est: l’instauration d'une franchise illimitée sur les soins; le déremboursement de médicaments; la remise en cause de la prise en charge à 100% des séropositifVEs; la dérégulation du système hospitalier public; l’expulsion de malades étrangerEs dans des pays ou ils/elles mourront faute de traitements; l’absence d’engagement pour le financement par la France de la lutte contre le sida dans le monde. Nicolas Sarkozy et l'UMP [Union pour un Mouvement Populaire] nous promettent une politique de santé encore plus inégalitaire et discriminatoire. Nous ny survivrons pas.,,,2007,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzmgs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzmgs/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzmh9,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzmh9_1688034_master.tif,,,,,Dead persons|~|Handcuffs|~|Soldiers|~|Boots,still image,,AIDS (Disease)--France|~|Acquired Immunodeficiency Syndrome|~|AIDS (Disease)--Political aspects,,,,,ACT UP Paris (Organization),,,,,,,,,,"Sarkozy, Nicolas, $d 1955-|~|UMP (Political party)",,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR274,SIDA. Politique sécuritaire: catastophe sanitaire [inscribed],,"Translated additional poster text: The government has targeted prostitutes,foreigners, drug users and the vulnerable, and is about to render impossible any access to prevention, health, and social rights. Health care is incompatible with repression. Chirac, Raffarin, Sarkozy, Perben, or Mattéi know. They chose. In six months, they destroyed years of fighting against AIDS. They want to reduce us to silence, even if it means our death. www.actupp.org|~|Description note: Poster shows a drawing of Nicolas Sarkozy, four soldiers, a handcuff and a dead body on the ground. Poster also presents a day of gatheirng in Paris for global day against AIDS with time and place of gathering.|~|Translated poster text: December 1st, World AIDS Day, demonstrate with ACT UP-Paris for health, against repression. Departure at 3 pm, métro Barbès.",Paris (France),[Between 2007-2008],,AIDS. Security policy: health disaster.,"Additional poster text: Le gouvernement a pris pour cible les prostituées, les étrangers, les usagers de drogue et les précaires et s’apprête á leur rendre impossible tout accès a la prévention, à la santé et aux droits sociaux. La santé est incompatible avec la répression. Chirac, Raffarin, Sarkozy, Perben ou Mattéi le savent. Ils ont choisi. En 6 mois, ils ont anéanti des années de lutte contre le sida. Ils veulent nous réduire au silence, même si cela doit signifier notre mort. www.actupp.org|~|Poster text: Le 1er Décembre, Journée Mondiale de Luite Contre le SIDA, manifestez avec ACT UP-Paris pour la santé, contre la repression. Départ à 15 heures, métro Barbès.",,,2007/2008,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzmh9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzmh9/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzmjt,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzmjt-1-master.tif,,,,,Pills|~|AIDS (Disease)--Africa |~|Dollar signs,still image,,Acquired Immunodeficiency Syndrome--prevention & control,,,,,Parti communiste français,,"Pépin, R.",,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR275,Labos-Sida-Afrique: Paye ou crève [inscribed],,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR275.|~|Description note: Poster which published by Commuint Party in France shows a pill with Dollar sign on it. It emphasizing on cost and limitation of access to drugs related to AIDS.",[Paris (France)],[2001],,Change the world|~|Labs-AIDS-Africa: Pay or die,,Changeons ce monde,,2001,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzmjt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzmjt/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzmkb,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzmkb-1-master.tif,,,,,Boys|~|Paper|~|Girls|~|Children|~|Laboratories,still image,,Acquired Immunodeficiency Syndrome|~|AIDS (Disease)--Prevention,,,,,Parti Ouvrier Européen,,,,,,,,,,"Carnot, Lazare, ǂd 1753-1823",,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR276,"Guerre a la drogue, guerre au SIDA [inscribed]",,"Description note: European Workers Party (Parti Ouvrier Européen) has published this poster. Four boys and a girl are doing scientific testing on some chemicals in a laboratory. Thers is a quotation from Lazare Carnot on the poster which says: ""Elever à la dignité d'hommes tous les individus de l'espèce humaine"".|~|Translation note: Elevate to the dignity of men all individuals of the human species.Lazare Carnot.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR276.",[Paris (France)],[Between 2005-2008],,War on drugs war on AIDS,"""Elever à la dignité d'hommes tous les individus de l'espèce humaine"" Lazare Carnot.",,,2005/2008,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzmkb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzmkb/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzmmv,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzmmv_1688024_master.tif,,,,,Angels|~|Ribbons|~|Paintings|~|Biblical events|~|Gods,still image,,AIDS (Disease)--Prevention|~|World AIDS Day|~|Acquired Immunodeficiency Syndrome--prevention & control|~|AIDS (Disease)--Religious aspects--Catholic Church.,,,,,Chrétiens & sida (Organization),,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR277,"""Vous êtes enfants de la promesse"": faites la promesse de stopper le SIDA [inscribed]",,"Poster depicts an image inspired by Michelangelo's Creation of Adam fresco on the ceiling of the Sistine Chapel. Cherubim are visible in the background.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR277.|~|Translated additional poster text:  December 1st global day fight against AIDS",[Paris (France)],[2005],,You are the children of promise: make a promise to stop AIDS,Additional poster text: 1er décembre journée mondiale de lutte conter le SIDA,,,2005,,"Michelangelo Buonarroti, 1475-1564. Creation of Adam",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzmmv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzmmv/manifest,,
