Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.genre,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Rights.copyrightStatus,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,Name.creator,Name.subject,Name.repository,Relation.isPartOf,Format.extent,Title,Format.dimensions,Date.creation,Description.note,Alt ID.local,Format.medium,Coverage.geographic,Date.normalized,AltTitle.descriptive,Description.adminnote,AltTitle.other,Alt ID.url,AltTitle.uniform,Description.abstract,Opac URL,Finding Aid URL,Publisher.placeOfOrigin,Bucketeer State,IIIF Access URL
Photo Album Collection.  Collection 94,ark:/21198/zz002kn7kt,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn7kt_2418976_master.tif,21,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,16 Kalingas,,,[typograph],uclalsc_c1634_b1686_021,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7kt
Photo Album Collection.  Collection 94,ark:/21198/zz002kn7mb,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn7mb_2418979_master.tif,22,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,17 Standing man with a spear,,,,uclalsc_c1634_b1686_022,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7mb
Photo Album Collection.  Collection 94,ark:/21198/zz002kn7nv,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn7nv_2418982_master.tif,23,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,18 Two photographs of standing men with spears and shield; two photographs of weapons,,,,uclalsc_c1634_b1686_023,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7nv
Photo Album Collection.  Collection 94,ark:/21198/zz002kn7pc,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn7pc_2418985_master.tif,24,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,19 Description of photographs; Kalingas,,,[Typograph],uclalsc_c1634_b1686_024,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7pc
Photo Album Collection.  Collection 94,ark:/21198/zz002kn7qw,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn7qw_2418988_master.tif,25,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,20 Standing man,,,,uclalsc_c1634_b1686_025,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7qw
Photo Album Collection.  Collection 94,ark:/21198/zz002kn7rd,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn7rd_2418991_master.tif,26,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,21 Three photographs of Landscape of river and surrounding rocks,,,,uclalsc_c1634_b1686_026,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7rd
Photo Album Collection.  Collection 94,ark:/21198/zz002kn7sx,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn7sx_2418994_master.tif,27,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,22 Description of Photographs - Bontoc Igorote,,,"[Typograph descriptions of photographs]|~|26. --FUll length front view of Agpad, previously shown in the photograph numbered 1627 & 28. -- Panoramic view of terraced rice fields on a hillside near the town of Bontor. The new trail leading to the latter place may be seen above the river on the bluff at the left. Higher up on this bluff are older and steeper trails which have been abandoned.29. -- Bontoc Igorot woman digging cazotes (sweet potatoes)30. -- Bontoc Igorot women planting rice. Men perparing groun for planting show in the background.",uclalsc_c1634_b1686_027,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7sx
Photo Album Collection.  Collection 94,ark:/21198/zz002kn7tf,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn7tf_2418997_master.tif,28,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,23 Dark photograph,,,,uclalsc_c1634_b1686_,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7tf
Photo Album Collection.  Collection 94,ark:/21198/zz002kn7vz,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn7vz_2419000_master.tif,29,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,24 Four photographs of people lining up and close ups of some children,,,,uclalsc_c1634_b1686_029,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7vz
Photo Album Collection.  Collection 94,ark:/21198/zz002kn7wg,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn7wg_2419003_master.tif,30,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,25 Description of photographs - Bontoc Igorot,,,"[Typograph descriptions of photographs]|~|31. --Three Bontoc Igorot women returning from the fields from the fields with ca[?]otes. Camotes form the chief article of diet of the people of this tribe. Note the erect carriage of the woman at the right.32. -- Group of Bontoc Igorot women ready for a footrace.33.-- Young Bontoc Igorot woman of Talubir.34. --Group of Igorots standing on a bridge awaiting the arrival of the Secretary of the Interior. This bridge, which crosses a branch of the Rio Chico, is necessarily placed at a great height above the water to prevent its being carried away by one of the tremendous floods to which this river and all others in the mountains of northern Luzon, are subject. In the great typhoon of October 1909, water came within two feet of the floor of the bridge.35. -- Bontoc Igorot women of Tucucan. The one at the left is holding a piece of cotton cloth won an a prize in the foot-race in which the women shown in photograph 32 were about to engage.",uclalsc_c1634_b1686_030,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7wg
Photo Album Collection.  Collection 94,ark:/21198/zz002kn7x0,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn7x0_2419006_master.tif,31,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,26 Photograph of silhouette of man,,,,uclalsc_c1634_b1686_031,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7x0
Photo Album Collection.  Collection 94,ark:/21198/zz002kn7zh,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn7zh_2419009_master.tif,32,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,27 Four dark photographs of landscape of North Luzon mountains,,,,uclalsc_c1634_b1686_032,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7zh
Photo Album Collection.  Collection 94,ark:/21198/zz002kn80h,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn80h_2419012_master.tif,33,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,28 Description of Photographs Bontoc Igorots,,,"36. --A typical Bontoc Igorot may, ugly looking [?] powerful.37. -- The Bontoc Igorot town of Sadanga, with rice terrace in the background.38. --Rice terrace of Bontoc Igorots. The twon showing at the center of the photograph if Balugan. That shwoing in the background in Sagan, where the Episcopal church has an important mission station.39. --Bontoc Igorot town of Tinglaren, of which Agpad, shown in the photographs numbered 16 and 26 is chief.40. --Typical mountain view on the trail from Bontoc to Luhuagan. It is through country of this sort that we have built more than seven hundred miles of good horse trail.|~|[typograph descriptions]",uclalsc_c1634_b1686_033,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn80h
Photo Album Collection.  Collection 94,ark:/21198/zz002kn811,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn811_2419015_master.tif,34,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,29 Dark photograph of mountain landscape,,,,uclalsc_c1634_b1686_034,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn811
Photo Album Collection.  Collection 94,ark:/21198/zz002kn82j,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn82j_2419018_master.tif,35,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,30 Four photographs of various pots and Rice terraces,,,,uclalsc_c1634_b1686_035,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn82j
Photo Album Collection.  Collection 94,ark:/21198/zz002kn832,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn832_2419021_master.tif,36,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,31 Description of photographs 41-45,,,"41. Bontoc Igorot rice terrace.42. --A Bontoc Igorot house of the poorer class. To the right of the door l[?]e a rain-shield, designed to protect the head and back of the wearer, and a rice mortar.43. --Bontoc Igorot woman of Samoqui, making an earthen pot.44. --A ceremonial drinking cup of bamboo ornamented with rat-tan lashings. Banoi, and intoxicating drink made from sugar-cane juice, is sometimes handed around in sups of this kind on state occasions.45. --Finsihed earthenware pots made at Samoqui, Bontoc.",uclalsc_c1634_b1686_036,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn832
Photo Album Collection.  Collection 94,ark:/21198/zz002kn84k,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn84k_2419024_master.tif,37,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,32 A Large print [?],,,[Holograph],uclalsc_c1634_b1686_037,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn84k
Photo Album Collection.  Collection 94,ark:/21198/zz002kn853,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn853_2419027_master.tif,38,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,33 Dark photo,,,,uclalsc_c1634_b1686_038,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn853
Photo Album Collection.  Collection 94,ark:/21198/zz002kn86m,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn86m_2419030_master.tif,39,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,34 Four photographs of people in North Luzon dancing,,,Photographs 47-50,uclalsc_c1634_b1686_039,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn86m
Photo Album Collection.  Collection 94,ark:/21198/zz002kn874,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn874_2419033_master.tif,40,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,35 Photograph descriptions for 46-50,,,Description of photographs46. --Ifugao ran dancing Banaue.47. --A group of Ifugao dancers at Quiangan.48. --Ifugao ran amid woman dancing at Magok.49. -- An Ifugao man dancing at Quiangan. At the moment the photograph was taken he was hopping along on his left foot.50. --Ifugao man and woman dancing at Quiangan.,uclalsc_c1634_b1686_040,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn874
Photo Album Collection.  Collection 94,ark:/21198/zz002kn88n,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn88n_2419036_master.tif,41,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,36 Dark photo of people dancing - 51,,,photograph #51,uclalsc_c1634_b1686_041,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn88n
Photo Album Collection.  Collection 94,ark:/21198/zz002kn895,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn895_2419039_master.tif,42,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,37 Four photographs of various younger people,,,Photograph 51-53,uclalsc_c1634_b1686_042,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn895
Photo Album Collection.  Collection 94,ark:/21198/zz002kn8bp,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn8bp_2419042_master.tif,43,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,38 Description of Photographs,,,"51. --Ifugao ran and woman dancing at Banauo.52. --Half length front view of typical Ifugao woman, showing the peculiar fern-leaf tattoo pattern which the women of this tribe are accustomed to [?] in ornamenting their arms.53. --Half length front view of an Ifugao girl.54. --Half length front view of a young Ifugao man.55. --Half length front view of a young Ifugao woman.",uclalsc_c1634_b1686_043,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn8bp
Photo Album Collection.  Collection 94,ark:/21198/zz002kn8c6,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn8c6_2419045_master.tif,44,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,39 Close portrait of woman and her clothing,,,,uclalsc_c1634_b1686_044,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn8c6
Photo Album Collection.  Collection 94,ark:/21198/zz002kn8dq,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn8dq_2419048_master.tif,45,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,40 Four photographs of various structures and people,,,Photographs 57-60,uclalsc_c1634_b1686_045,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn8dq
Photo Album Collection.  Collection 94,ark:/21198/zz002kn8f7,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn8f7_2419051_master.tif,46,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,41 Description of photographs,,,"56. --Young Ifugao girl, the daughter of Matang, one of the famous fighting chiefs of Mayoyao. Note the typical brass wire or-naments on her arms, also the neck ornament made of plates of mother of pearl.57. --An Ifugao woman weaving. The women of this tribe are quite skillful in the use of the primitive loom shown in this photograph, producing narrow strings of strong, well-woven cotton cloth.58. --Group of Ifugaos coming into Mayoyao to meet the Secretary of the Interior. The chief at the head of the line carries in his right hand a cane as a symbol of office, and in his left a white chicken which he will present as a gift of friendship. The two men immediately behind him bear jars of bubud, a fermented drink made from rice, in which the Ifugao are somewhat prone to over-indulge on festive oc-casions. The last man has on his shoulder a young pig tied so tightly that it cannot move.59. --An Ifugao orator at Quiarigan. The Ifugao men are born speechmakers. This particular individual is addressing a large audience which does not show in the photograph. He doubtless began his remarks by informing his hearers that he was a very wealthy man and had many pigs and chickens.60. --A primitive sugar cane mill. Mills of this type are common-ly used by Bontoc Igorotaa and Tingians. They are less common among the Ifugaos and Kalingas. The people of all these tribes ordinarily employ sugar cane juice in making [?], more rarely it is boiled to produce sugar.|~|[Typograph]",uclalsc_c1634_b1686_046,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn8f7
Photo Album Collection.  Collection 94,ark:/21198/zz002kn8gr,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn8gr_2419054_master.tif,47,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,42 Dark photo,,,,uclalsc_c1634_b1686_047,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn8gr
Photo Album Collection.  Collection 94,ark:/21198/zz002kn8h8,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn8h8_2419057_master.tif,48,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,43 Four photographs of landscape of mountains,,,Photographs 62-65,uclalsc_c1634_b1686_048,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn8h8
Photo Album Collection.  Collection 94,ark:/21198/zz002kn8js,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn8js_2419060_master.tif,49,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,44 Description of photographs 61-65,,,[typograph descriptions]61. --Typical Ifugao villages forming part of the rancheria of Dukligan.62. --A typical Ifugao house.63. --A group of Ifugao houses. Betel palma at the right.64. --An Ifugao village.65. --Rice Terraces on the mountain side at Banaue.,uclalsc_c1634_b1686_049,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn8js
Photo Album Collection.  Collection 94,ark:/21198/zz002kn8k9,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn8k9_2419063_master.tif,50,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,45 Photograph placed together to create a dark panoramic,,,Photograph 66,uclalsc_c1634_b1686_050,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn8k9
Photo Album Collection.  Collection 94,ark:/21198/zz002kn8mt,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn8mt_2419066_master.tif,51,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,"46 Four photographs of boxes, two people, and two photographs of structures",,,,uclalsc_c1634_b1686_051,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn8mt
Photo Album Collection.  Collection 94,ark:/21198/zz002kn8nb,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn8nb_2419069_master.tif,52,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,47 Description of photographs 66-70,,,"66. --Panoramic view at Banaue. To the left and in the center are two small Ifugao villagers. At the right is a lvel plot of ground on which now stand the public buildings of the sub-province of Ifugao. When this photograph was taken temporary building were in process of construction.67. --An Ifugao man and his wife, in wedding custom.68. --An old Ifugao headhunter, with some of the trophies of his prowess.69. --Mattan baskets. The people of Banaue are particularly skillful in weaving baskets of this type.70. --An Ifugao resting bench, called ""tagabi."" Benches of this sort are made from single logs and are very heacy. They are carved out in the forest and are then brought into the villages at great expense of labor and time. The possession of a ""tagabi"" is conclusive evidence that the owner is a member of the so-called Ifugao ""nobility.""",uclalsc_c1634_b1686_052,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn8nb
Photo Album Collection.  Collection 94,ark:/21198/zz002kn8pv,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn8pv_2419072_master.tif,53,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,48 Dark photo of standing man,,,,uclalsc_c1634_b1686_053,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn8pv
Photo Album Collection.  Collection 94,ark:/21198/zz002kn8qc,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn8qc_2419075_master.tif,54,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,"49 Four photographs of group of men, building on hill, and large fern",,,,uclalsc_c1634_b1686_054,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn8qc
Photo Album Collection.  Collection 94,ark:/21198/zz002kn8rw,ark:/21198/zz002kmsh2,2,Completed,Page,photoalbum94/masters/21198-zz002kn8rw_2419078_master.tif,55,,,,,,,,,,,,,,,,,,"Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.",,50 Photograph descriptions 71-75,,,"[typograph]71. --Gabi, a Benguet Igorot girl of Pico, showing the typical dress of the women of this tribe.72. --Typical group of Benguet Igorots. THe woman at the left and the man at the right have on their backs the carrying baskets known as ""chuggees."" The two men at the center are leading dogs which will doubtless soon be eaten. The Ben-guet Igorots consider dog meat a great luxury.73. --Jesuit rest house on top of Mount Mirador at Baguio. The first and second story rooms at the left of this building are occupied by government metorological and sce[?] in-struments. The Jesuit orcer allows the rooms to be used observatory purposes free of charge.74. --The dog market at Baguio.75. --A tree fern.",uclalsc_c1634_b1686_055,,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582,https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn8rw
