Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Rights.copyrightStatus,Rights.servicesContact,Name.subject,Relation.isPartOf,Subject,Name.collector,Name.repository,Description.contents,Relation.box,Relation.subseries,Relation.file,Relation.series,Alt ID.local,Title,Date.creation,Description.note,Description.condition,Format.extent,Language,AltTitle.other,Description.abstract,Date.normalized,Opac url,Finding Aid URL
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdg6j,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-007,"[Letter to Isadora Duncan], 1903 February 18",1903-02-18,"Letter to Isadora Duncan, dated 18 February 1903.",6 pages punched along left edges on leaf 1. 3 pages punched along left edge of leaf 2.,"Manuscript, 2 leaves (8 pages), folded, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdg72,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-008,"[Letter to Isadora Duncan], 1904 January 26",1904-01-26,"Letter to Isadora Duncan, dated 26 January 1904.|~|From ""31 Victoriastr. I""",2 holes punched along left edges.,"Holograph 1 leaf (1 page), folded, signed.",fre,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdg8k,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-009,"Letter to M. Maas, Bayreuth, 1904 July 30",1904-07-30,"Letter to M. Maas, dated 30 July 1904, requesting submission of a new contract for signature.",2 holes punched along left edge.,"Typescript, 1 leaf (1 page), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdg93,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-010,"Letter to M. Maass [variant spelling], Berlin, 1904 August 6",1904-08-06,"Letter to M. Maas, dated 6 August 1904, sending a copy of settled July contract, signed by Director, Board of the Warschauer Philharmonie.","2 holes punched along left edge, upper hole torn through to edge.","Typescript, 1 leaf (1 page), with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgbm,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-011,"Letter to M. Maas, Berlin, 1904 August 10",1904-08-10,"Letter to M. Maas, dated 10 August 1904, negotiating articles of contract for performance by Isadora Duncan, signed by Director, Board of the Warschauer Philharmonie.","Folded, with 2 holes punched along left edges.","Typescript, 1 leaf (4 pages), folded, with manuscript correction, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgc4,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-012,"Letter to M. Maass [variant spelling], Berlin, 1904 August 17",1904-08-17,"Letter to M. Maas, dated 17 August 1904, negotiating articles of contract for performance by Isadora Duncan, signed by Director, Board of the Warschauer Philharmonie.","Folded, with 2 holes punched along left edges.","Typescript, 1 leaf (4 pages), folded, with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgdn,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-013,"Letter to Isadora Duncan, 1904 August 22",1904-08-22,"Letter to Isadora Duncan , dated 22 August 1904, enclosing check for 424.68 Marks, at request of A. Grósz.","Folded, with 2 holes punched along left edges.","Print, 1 leaf (4 pages), folded, with typescript annotations, signed.",eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgf5,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-014,"Letter to M. Maass [variant spelling], Berlin, 1904 August 24",1904-08-24,"Letter to M. Maas, dated 24 August 1904, sending signed copy of the contracts and requesting information regarding programs, photographs and prices.",2 holes punched along left edge. Horizontal and vertical tears along horizontal fold on right edge.,"Typescript, 1 leaf (1 page), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdggp,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-015,"Letter to Concert Direction Jules Sachs, 1904 August 27",1904-08-27,"Letter to Concert Direction Jules Sachs, dated 27 August 1904, regarding arrangements for Isadora Duncan's appearance in Berlin and services associated with these appearances. ""Copy"" written across the top.",2 holes punched along left edge.,"Typescript, 1 leaf (2 pages), with manuscript annotations, signed.",eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgh6,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-016,"Letter to Prof. Lafont, 1904 August",1904-08,"Letter to Hermann Lafont, dated August 1904, concerning contract for engagements from September 1 through November 1.","Half sheet, with upper left edge torn. 2 holes punched along left edge.","Typescript, 1 leaf (2 pages), with ""Prof. Lafont"" in lower right corner.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgjq,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-017,"Letter to M. Maass [variant spelling], Berlin, 1904 September 12",1904-09-12,"Letter to M. Maas, dated 12 September 1904, concerning Herrn Sliwinski and the music for Isadora Duncan's first evening's performance. Signed by the director of Der Vorstand Warschauer Philharmonie.",2 holes punched along left edge.,"Typescript, 1 leaf (1 page), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgk7,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-018,"Letter to M. Maass [variant spelling], Berlin, 1904 September 14",1904-09-14,"Letter to M. Maas, dated 14 September 1904, concerning details of Isadora Duncan's appearance. Signed by the director of Der Vorstand Warschauer Philharmonie.","Folded, with 2 holes punched along left edges.","Typescript, 1 leaf (4 pages), folded, with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgmr,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-019,"Letter to M. Maass [variant spelling], Berlin, 1904 September 17",1904-09-17,"Leter to M. Maas, dated 17 September 1904, concerning further details of Isadora Duncan's appearance. Signed by the director of Der Vorstand Warschauer Philharmonie.",2 holes punched along left edge.,"Typescript, 1 leaf (1 page), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgn8,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-020,"Postcard to M. Mass [variant spelling], Berlin, 1904 September 22",1904-09-22,"Postcard, dated 22 September 1904, concerning ticket subscriptions and contract revision.|~|Postmarked 23 September 1904.",,"Typescript, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgps,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-021,"Letter to M. Maass [variant spelling], Berlin, 1904 September 22",1904-09-22,"Letter to M. Maas, dated 22 September 1904, concerning details of Isadora Duncan's appearances, including music. Signed by the director of Der Vorstand Warschauer Philharmonie.",2 holes punched along left side.,"Typescript, 1 leaf (2 pages), with manuscript annotation, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgq9,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-022,"Letter to M. Maass [variant spelling], Berlin, 1904 September 30",1904-09-30,"Letter to M. Maas, dated 30 September 1904, concerning Isadora Duncan's arrival and scheduling of rehearsal with the orchestra. Signed by the director of Der Vorstand Warschauer Philharmonie.",2 holes punched along left side.,"Typescript, 1 leaf (1 page), with manuscript annotation, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgrt,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-023,"Postcard to M. Mass [variant spelling], Berlin, 1904 October 4",1904-10-04,"Postcard to M. Maas, dated 4 October, 1904, requesting that a contract be sent. Signed Adolf Steinert.|~|Postmarked 5 October 1904.",,"Typescript, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgsb,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-024,"Letter to Isadora Duncan, Berlin, 1904 November 2",1904-11-02,"Letter to Isadora Duncan, dated 2 November 1904, enclosing a check. Signed by Director, Board of the Warschauer Philharmonie.","Folded, 2 holes punched along left side.","Typescript, 1 leaf (4 pages), folded, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgtv,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-025,"Letter to Isadora Duncan, 1904 November 4",1904-11-04,"Letter to Isadora Duncan, dated 4 November 1904, regarding money owed to be resolved by December 20.  Signed [Alexander?] Grosz. With a page of ""amounts due.""","Folded, 1 hole punched along upper edges, 2 holes punched along lower edges.","Holograph, 1 leaf (4 pages), folded signed, with 1 leaf (1 page) attachment.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgvc,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-026,"Declaration, 1904 November 26",1904-11-26,"Declaration of exclusive musical services, dated 26 November 1904, for the month of May.",3 holes punched along left edge.,"Holograph, 1 leaf (1 page), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgww,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-027,"Letter to ""Sehr geehrten Herr!"", 1904 December 31",1904-12-31,"Letter, dated 31 December 1904, offering musical services as a concert master. Signed ""L. V. Celansky.""","Folded, 2 holes punched along left edges.","Holograph, 1 leaf (4 pages), folded, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgxd,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,12,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-029,"Letter to Maurice Magnus, Berlin, 1905 October 30",1905-10-30,"Letter to Maurice Magnus, dated 30 October 1905, regarding arrangement of tour dates, suggestions for booking theatres and costs for orchestra and rehearsals. Signed ""C. Fichefet.""",,"Holograph, 1 leaf (2 pages), signed.",fre,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgzx,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,12,1,1. Business Papers 1905-1907,07. Letters 1905,1. Isadora Duncan,003-029-02,"Postcard to Direktion Vereinigter Künste, Berlin, 1905 September 20",1905-09-20,"Postcard, dated 20 September 1905, recommending the firm of ""P. Johansen, Musikhandlung und Concerrtarrangement"" in St. Petersburg. Signed by the director of Der Vorstand Warschauer Philharmonie.",2 holes punched along lower edge.,"Typescript, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdh0x,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,12,1,1. Business Papers 1905-1907,07. Letters 1905,1. Isadora Duncan,003-030,"Letter to Maurice Magnus, Berlin, 1905 November 4",1905-11-04,"Letter to Maurice Magnus, dated 4 November 1905, concerning performances in Brussells and Antwerp. Signed ""M. Eschig.""",,"Typescript, 12 leaves (2 pages), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdh1f,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,12,1,1. Business Papers 1905-1907,07. Letters 1905,1. Isadora Duncan,003-031,"Letter to Maurice Magnus, Berlin, 1905 November 10",1905-11-10,"Letter to Maurice Magnus, dated 10 November 1905, expressing regret for conditions of the Antwerp theatres. Signed ""M. Eschig.""",,"Typescript, 2 leaves (2 pages), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdh2z,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,12,1,1. Business Papers 1905-1907,07. Letters 1905,1. Isadora Duncan,003-032,"Letter to Maurice Magnus, Berlin, 1905 November 13",1905-11-13,"Letter to Maurice Magnus, dated 13 November 1905, in reply to his of 11 November, replying to points raised by MM. Signed ""M. Eschig.""",,"Typescript, 2 leaves (2 pages), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdh3g,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,12,1,1. Business Papers 1905-1907,07. Letters 1905,1. Isadora Duncan,003-033,"Letter to Theater Solodovnikov, Belchaia Dmitrovka, Moscou, 1905 November 16",1905-11-16,"Letter to Theater Solodovnikov, dated 16 November 1905, inquiring about possible dates in December for a guest performance by Isadora Duncan.",2 holes punched along left edge.,"Typescript(carbon), 1 leaf (1 page).",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdh40,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,12,1,1. Business Papers 1905-1907,07. Letters 1905,1. Isadora Duncan,003-034,"Letter to Maurice Magnus, Berlin, 1905 November 26",1905-11-26,"Letter to Maurice Magnus, dated 26 November 1905, concerning cancelled performances by Isadora Duncan in Brussels. Signed ""M. Eschig.""",,"Typescript, 1 leaf (1 page), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdh5h,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,12,1,1. Business Papers 1905-1907,07. Letters 1905,1. Isadora Duncan,003-035,"Letter to Maurice Magnus, Berlin, 1905 November 28",1905-11-28,"Letter to Maurice Magnus, dated 28 November 1905, concerning uncertain performance dates and difficulties in communicating with Edward Gordon Craig as Isadora Duncan's manager. Signed ""M. Eschig.""",,"Typescript, 1 leaf (1 page), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdh61,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,12,1,1. Business Papers 1905-1907,07. Letters 1905,1. Isadora Duncan,003-036,"Letter to Maurice Magnus, Berlin, 1905 November 30",1905-11-30,"Letter to Maurice Magnus, dated 30 November 1905, concerning further negotiations regarding uncertain performance dates. Signed ""M. Eschig.""",Folds in upper left-hand corner.,"Typescript, 1 leaf (1 page), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdh7j,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-037,"Letter to ""Sehr geehrter Herr"" [Maurice Magnus or Edward Gordon Craig], 1906 January 15",1906-01-15,"Letter, dated 15 January 1906, stating that his musical services are available until the first of May.",2 holes punched along left edge.,"Holograph, 1 leaf (4 pages), folded, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdh82,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-038,"Letter to Direktion Vereinigter Künste, Berlin, 1906 March 16",1906-03-16,"Letter to Direktion Vereinigter Künste, dated 16 March 1906, regarding Isadora Duncan's performance, date and ticket prices.|~|Typescript on graph paper.",2 holes punched along left edge.,"Typescript, 1 leaf (1 page).",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdh9k,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-039,"Letter to Direktion Vereinigter Künste, Berlin, 1906 October 17",1906-10-17,"Letter to Direktion Vereinigter Künste, dated 17 October 1906, in response to theirs of the 11th, regarding 2 or 3 performances by Isadora Duncan, December 15-20. Signed by representative fof Der Vorstand Der Warschauer Philharmonie.|~|With typescript English translation along lower half of letter.","2 holes punched along left edge, torn through.","Typescript, 1 leaf (4 pages), folded, signed, with holograph note by Edward Gordon Craig.",ger|~|eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhb3,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-040,"Letter to Warschauer Philharmonie, Warschau, 1906 October 17",1906-10-19,"Carbon copy of letter to Warschauer Philharmonie, dated 19 October 1906, regarding their unsatisfactory offer.",2 holes punched along left edge.,"Typescript(carbon), 1 leaf (1 page).",eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhcm,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-041,"Letter to Direktion Vereinigter Künste, Berlin, 1906 October 24",1906-10-24,"Letter to Direktion Vereinigter Künste, dated 24 October 1906, regarding a greater percentage of the receipts, citing greater expenses, and requesting correspondence in German or French rather than English. Signed by representative of Der Vorstand Der Warschauer Philharmonie.",2 holes punched along left edge.,"Typescript, 1 leaf (4 pages), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhd4,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-042,"Letter to Warschauer Philharmonie, Warschau, 1906 October 27",1906-10-27,"Letter to Warschauer Philharmonie, dated 27 October 1906, regarding unsatisfactory terms.",2 holes punched along left edge.,"Typescript(carbon), 1 leaf (2 pages), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhfn,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-043,"Letter to Direktion Vereinigter Künste, Berlin, 1906 October 30",1906-10-30,"Letter to Direktion Vereinigter Künste, dated 30 October 1906, regarding changed circumstances since 1904.  Signed by representative of Der Vorstand Der Warschauer Philharmonie.|~|With typescript English translation with holograph note and calculations by Edward Gordon Craig.",2 holes punched along left edge.,"Typescript, 1 leaf (1 page), signed, with 1 leaf (1 page) half-sheet attachment.",ger|~|eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhg5,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-044,"Letter to Warschauer Philharmonie, Warschau, 1906 November 1",1906-11-01,"Letter to Warschauer Philharmonie, dated 1 November 1906, regarding price of tickets and taxes.|~|Typescript German translation on lower half of page.",2 holes punched along left edge.,"Typescript(carbon), 1 leaf (1 page), signed.",eng|~|ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
