"Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Name.repository","Name.illuminator","Language","Author","Title","AltTitle.other","Description.note","Date.creation","Summary","Date.normalized","Description.adminnote","Description.contents","Condition note","Illustrations note","Description.colophon","Description.history","Binding note","Format.extent","Alt ID.local","Format.dimensions","Relation.isPartOf","AltTitle.uniform","Place of origin","Bucketeer State","IIIF Access URL"
"Armenian Manuscripts","ark:/21198/zz0009hqfn","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hqfn-1-master.tif","468","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 462]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hqfn"
"Armenian Manuscripts","ark:/21198/zz0009hqg5","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hqg5-1-master.tif","469","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 463]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hqg5"
"Armenian Manuscripts","ark:/21198/zz0009hqhp","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hqhp-1-master.tif","470","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 464]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hqhp"
"Armenian Manuscripts","ark:/21198/zz0009hqj6","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hqj6-1-master.tif","471","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 465]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hqj6"
"Armenian Manuscripts","ark:/21198/zz0009hqkq","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hqkq-1-master.tif","472","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 466]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hqkq"
"Armenian Manuscripts","ark:/21198/zz0009hqm7","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hqm7-1-master.tif","473","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 467]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hqm7"
"Armenian Manuscripts","ark:/21198/zz0009hqnr","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hqnr-1-master.tif","474","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 468]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hqnr"
"Armenian Manuscripts","ark:/21198/zz0009hqp8","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hqp8-1-master.tif","475","text","illuminated manuscripts|~|Illuminations","pd","","","T'oros of Taron  (Gladzor Gospels)","","","[Gladzor Gospels: page 469]","Gospel of John.|~|The Wedding at Cana.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hqp8"
"Armenian Manuscripts","ark:/21198/zz0009hqqs","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hqqs-1-master.tif","476","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 470]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hqqs"
"Armenian Manuscripts","ark:/21198/zz0009hqr9","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hqr9-1-master.tif","477","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 471]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hqr9"
"Armenian Manuscripts","ark:/21198/zz0009hqst","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hqst-1-master.tif","478","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 472]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hqst"
"Armenian Manuscripts","ark:/21198/zz0009hqtb","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hqtb-1-master.tif","479","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 473]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hqtb"
"Armenian Manuscripts","ark:/21198/zz0009hqvv","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hqvv-1-master.tif","480","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 474]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hqvv"
"Armenian Manuscripts","ark:/21198/zz0009hqwc","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hqwc-1-master.tif","481","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 475]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hqwc"
"Armenian Manuscripts","ark:/21198/zz0009hqxw","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hqxw-1-master.tif","482","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 476]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hqxw"
"Armenian Manuscripts","ark:/21198/zz0009hqzd","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hqzd-1-master.tif","483","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 477]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hqzd"
"Armenian Manuscripts","ark:/21198/zz0009hr0d","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hr0d-1-master.tif","484","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 478]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hr0d"
"Armenian Manuscripts","ark:/21198/zz0009hr1x","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hr1x-1-master.tif","485","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 479]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hr1x"
"Armenian Manuscripts","ark:/21198/zz0009hr2f","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hr2f-1-master.tif","486","text","illuminated manuscripts|~|Illuminations","pd","","","T'oros of Taron  (Gladzor Gospels)","arm","","[Gladzor Gospels: page 480]","The Samaritan at the Well.|~|Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hr2f"
"Armenian Manuscripts","ark:/21198/zz0009hr3z","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hr3z-1-master.tif","487","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 481]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hr3z"
"Armenian Manuscripts","ark:/21198/zz0009hr4g","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hr4g-1-master.tif","488","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 482]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hr4g"
"Armenian Manuscripts","ark:/21198/zz0009hr50","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hr50-1-master.tif","489","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 483]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hr50"
"Armenian Manuscripts","ark:/21198/zz0009hr6h","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hr6h-1-master.tif","490","text","illuminated manuscripts","pd","","","T'oros of Taron  (Gladzor Gospels)","arm","","[Gladzor Gospels: page 484]","Gospel of John.|~|The Cure of the Paralytic at the Pool.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hr6h"
"Armenian Manuscripts","ark:/21198/zz0009hr71","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hr71-1-master.tif","491","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 485]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hr71"
"Armenian Manuscripts","ark:/21198/zz0009hr8j","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hr8j-1-master.tif","492","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 486]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hr8j"
"Armenian Manuscripts","ark:/21198/zz0009hr92","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hr92-1-master.tif","493","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 487]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hr92"
"Armenian Manuscripts","ark:/21198/zz0009hrbk","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hrbk-1-master.tif","494","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 488]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hrbk"
"Armenian Manuscripts","ark:/21198/zz0009hrc3","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hrc3-1-master.tif","495","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 489]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hrc3"
"Armenian Manuscripts","ark:/21198/zz0009hrdm","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hrdm-1-master.tif","496","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 490]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hrdm"
"Armenian Manuscripts","ark:/21198/zz0009hrgn","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hrgn-1-master.tif","497","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 491]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hrgn"
"Armenian Manuscripts","ark:/21198/zz0009hrh5","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hrh5-1-master.tif","498","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 492]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hrh5"
"Armenian Manuscripts","ark:/21198/zz0009hrjp","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hrjp-1-master.tif","499","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 493]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hrjp"
"Armenian Manuscripts","ark:/21198/zz0009hrk6","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hrk6-1-master.tif","500","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 494]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hrk6"
"Armenian Manuscripts","ark:/21198/zz0009hrmq","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hrmq-1-master.tif","501","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 495]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hrmq"
"Armenian Manuscripts","ark:/21198/zz0009hrn7","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hrn7-1-master.tif","502","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 496]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hrn7"
"Armenian Manuscripts","ark:/21198/zz0009hrpr","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hrpr-1-master.tif","503","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 497]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hrpr"
"Armenian Manuscripts","ark:/21198/zz0009hrq8","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hrq8-1-master.tif","504","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 498]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hrq8"
"Armenian Manuscripts","ark:/21198/zz0009hrrs","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hrrs-1-master.tif","505","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 499]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hrrs"
"Armenian Manuscripts","ark:/21198/zz0009hrs9","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hrs9-1-master.tif","506","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 500]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hrs9"
"Armenian Manuscripts","ark:/21198/zz0009hrtt","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hrtt-1-master.tif","507","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 501]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hrtt"
"Armenian Manuscripts","ark:/21198/zz0009hrvb","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hrvb-1-master.tif","508","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 502]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hrvb"
"Armenian Manuscripts","ark:/21198/zz0009hrwv","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hrwv-1-master.tif","509","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 503]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hrwv"
"Armenian Manuscripts","ark:/21198/zz0009hrxc","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hrxc-1-master.tif","510","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 504]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hrxc"
"Armenian Manuscripts","ark:/21198/zz0009hrzw","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hrzw-1-master.tif","511","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 505]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hrzw"
"Armenian Manuscripts","ark:/21198/zz0009hs0w","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hs0w-1-master.tif","512","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 506]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hs0w"
"Armenian Manuscripts","ark:/21198/zz0009hs1d","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hs1d-1-master.tif","513","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 507]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hs1d"
"Armenian Manuscripts","ark:/21198/zz0009hs2x","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hs2x-1-master.tif","514","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 508]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hs2x"
"Armenian Manuscripts","ark:/21198/zz0009hs4z","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hs4z-1-master.tif","515","text","illuminated manuscripts|~|Illuminations","pd","","","T'oros of Taron  (Gladzor Gospels)","arm","","[Gladzor Gospels: page 509]","The Cure of the Man Born Blind.|~|Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hs4z"
"Armenian Manuscripts","ark:/21198/zz0009hs5g","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hs5g-1-master.tif","516","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 510]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hs5g"
"Armenian Manuscripts","ark:/21198/zz0009hs60","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hs60-1-master.tif","517","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 511]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hs60"
"Armenian Manuscripts","ark:/21198/zz0009hs7h","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hs7h-1-master.tif","518","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 512]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hs7h"
"Armenian Manuscripts","ark:/21198/zz0009hs81","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hs81-1-master.tif","519","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 513]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hs81"
"Armenian Manuscripts","ark:/21198/zz0009hs9j","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hs9j-1-master.tif","520","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 514]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hs9j"
"Armenian Manuscripts","ark:/21198/zz0009hsb2","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hsb2-1-master.tif","521","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 515]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hsb2"
"Armenian Manuscripts","ark:/21198/zz0009hsck","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hsck-1-master.tif","522","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 516]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hsck"
"Armenian Manuscripts","ark:/21198/zz0009hsd3","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hsd3-1-master.tif","523","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 517]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hsd3"
"Armenian Manuscripts","ark:/21198/zz0009hsfm","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hsfm-1-master.tif","524","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 518]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hsfm"
"Armenian Manuscripts","ark:/21198/zz0009hsg4","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hsg4-1-master.tif","525","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 519]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hsg4"
"Armenian Manuscripts","ark:/21198/zz0009hshn","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hshn-1-master.tif","526","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 520]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hshn"
"Armenian Manuscripts","ark:/21198/zz0009hsj5","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hsj5-1-master.tif","527","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 521]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hsj5"
"Armenian Manuscripts","ark:/21198/zz0009hskp","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hskp-1-master.tif","528","text","illuminated manuscripts|~|Illuminations","pd","","","T'oros of Taron  (Gladzor Gospels)","","","[Gladzor Gospels: page 522]","Gospel of John.|~|The Raising of Lazarus.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hskp"
"Armenian Manuscripts","ark:/21198/zz0009hsm6","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hsm6-1-master.tif","529","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 523]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hsm6"
"Armenian Manuscripts","ark:/21198/zz0009hsnq","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hsnq-1-master.tif","530","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 524]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hsnq"
"Armenian Manuscripts","ark:/21198/zz0009hsp7","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hsp7-1-master.tif","531","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 525]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hsp7"
"Armenian Manuscripts","ark:/21198/zz0009hsqr","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hsqr-1-master.tif","532","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 526]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hsqr"
"Armenian Manuscripts","ark:/21198/zz0009hsr8","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hsr8-1-master.tif","533","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 527]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hsr8"
"Armenian Manuscripts","ark:/21198/zz0009hsss","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hsss-1-master.tif","534","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 528]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hsss"
"Armenian Manuscripts","ark:/21198/zz0009hst9","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hst9-1-master.tif","535","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 529]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hst9"
"Armenian Manuscripts","ark:/21198/zz0009hsvt","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hsvt-1-master.tif","536","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 530]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hsvt"
"Armenian Manuscripts","ark:/21198/zz0009hswb","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hswb-1-master.tif","537","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 531]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hswb"
"Armenian Manuscripts","ark:/21198/zz0009hsxv","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hsxv-1-master.tif","538","text","illuminated manuscripts|~|Illuminations","pd","","","T'oros of Taron  (Gladzor Gospels)","","","[Gladzor Gospels: page 532]","The Washing of the Feet.|~|Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hsxv"
