Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Visibility,Thumbnail,Subject.conceptTopic,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Name.subject,Subject,Subject.descriptiveTopic,Name.repository,Rights.servicesContact,Language,Name.photographer,Name.donor,Name.correspondent,Subject geographic,Name.recipient,Rights.rightsHolderContact,Name.creator,Local identifier,Title,Description.abstract,Description.note,Alt ID.local,Summary,Date.normalized,Date.creation,Format.extent,Coverage.geographic,Description.caption,Description.latitude,Description.longitude,Alt ID.url,AltTitle.other,Note,Relation.isPartOf,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1c9,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0014.tif,,,,,,,African American jazz musicians--California--Los Angeles|~|African American dentists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Coleman, John Charles, $d 1906-1989|~|DeLavallade, Angelique, $d 1906-1997|~|Jackson, Calvin, $d 1919-1985",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"Angelique DeLavallade, Calvin Jackson, and John Coleman, Los Angeles, 1940s",,"Angelique DeLavallade is standing in the background on the left. Standing next to her is a man whose last name may have been Moore. In the foreground, musician Calvin Jackson is at the left, speaking to Dr. John Coleman on the right.|~|All information concerning the content and description of the image was provided by Walter Gordon.",014|~|YRLSC_gordonphotos_0014,"Calvin Jackson was an American  jazz pianist, composer and bandleader.|~|Angelique DeLavallade was married Bertrand B. Bratton (Los Angeles CPA). Subsequently, she worked for the State of California as a legal stenographer.|~|Dr. John Coleman was a prominent dentist and a member of the Grand Boule Sigma Pi Phi and Alpha Phi Alpha fraternities.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p1c9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p1c9/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1fb,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0016.tif,,,,,,,Secretaries $z California $z Los Angeles|~|African American women $z California $z Los Angeles|~|African American bail bond agents $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Alexander, Katherine, $d 1921 or 22-2000|~|Shelton, Yvonne, $d 1934-2001",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"Yvonne Shelton and Katherine Alexander, Los Angeles, 1940s.",,All information concerning the content and description of the image was provided by Walter Gordon.|~|L to R: Yvonne Shelton with older sister Katherine Alexander.,016|~|YRLSC_gordonphotos_0016,"Yvonne Shelton was a secretary who worked for Walter L. Gordon, Jr. for a number of years. She and sister Katherine Alexandern became bail bonds agents. Together they ran the Shelton Bail Bonds Co., and were the first black women licensed to do so in California.|~|Katherine ""Kat"" Alexander (née Catherine Porter) started out as a secretary for Walter L. Gordon, Jr. She and sister Yvonne Shelton became bail bonds agents. Together they ran the Shelton Bail Bonds Co., and were the first black women licensed to do so in California. Katherine was also an avid bowler. She passed away in 2000 at age 80.",1940/1949,[1940s],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p1fb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p1fb/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1gv,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0017.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Wrigley Field (Los Angeles, Calif.)",Sports|~|Entertainment|~|Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"Spectators at a baseball game at Wrigley Field, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.|~|Walter Gordon identified the man to the left as a sportsman named Brasley (first name unknown). The man to the right (name unknown) was identified as the younger brother of Curtis Mosby of the Club Alabam. The two women in the photo are unknown.,017|~|YRLSC_gordonphotos_0017,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,34.0075,-118.266111,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p1gv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p1gv/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1hc,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0018.tif,,,,,,,African American women $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Cussman, Ellen|~|Wright, Helen, $d 1922-1978",People|~|Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"Five women in winter clothing, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.|~|Five women in winter clothing (some with fur stoles). The woman on the far right is Ellen Cussman. Second from left is Helen Wright.,YRLSC_gordonphotos_0018,Helen Wright was the wife of Crispus Wright and the sister of John McClain.|~|Ellen Cussman ran a beauty shop.,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p1hc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p1hc/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1nf,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0022.tif,,,,,,,African American dentists $z California $z Los Angeles|~|African American accountants $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Bratton, B. B. $q (Bertrand Ballard), $d 1899-1969|~|DeLavallade, Angelique, $d 1906-1997|~|Fearonce, Nathaniel A. $q (Nathaniel Alphonso), $d 1903-1966",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"Dr. Nate Fearonce, Angelique DeLavallade, and B. B. Bratton, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|L to R: unidentified woman, Dr. Nate Fearonce, Angelique DeLavallade and her husband, CPA B. B. Bratton.",YRLSC_gordonphotos_0022,"Dr. Nathaniel (""Nate"") A. Fearonce was a Los Angeles dentist.|~|Angelique DeLavallade was married Bertrand B. Bratton (Los Angeles CPA). Subsequently, she worked for the State of California as a legal stenographer.|~|B.B. Bratton earned his B.A. from the University of Chicago and worked in Lousiana as a certified public accountant. He passed the bar in Los Angeles in 1924 and practiced law.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p1nf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p1nf/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1pz,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0023.tif,,,,,,,African American dancers|~|African American newspaper editors $z Pennsylvania $z Pittsburgh|~|Women dancers $z United States,still image,copyrighted,unknown,Black-and-white photographs,"Vann, Robert L., $d 1879-1940|~|Le Gon, Jeni, $d 1916-2012",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"Robert Lee Vann and Jeni Le Gon, 1930s",,All information concerning the content and description of the image was provided by Walter Gordon.,023|~|YRLSC_gordonphotos_0023,"Jeni LeGon (also spelled Le Gon, Ligon, and Lygon) was born in Chicago, Illinois, growing up in its ""Black Belt."" By the time she was 13, she had successfully auditioned for the Count Basie Orchestra's chorus line. She was the first black woman to sign an extended contract with MGM, and danced in 24 films. She also worked as an actress and dance instructor, and has received a number of honors for her contributions to the arts.|~|Robert L. Vann was the legal counsel for the African American newspaper, the Pittsburgh Courier, and after 1910 he also became its publisher and editor. Under his leadership, the paper became one of the black newspapers with the highest circulation in the United States. He was also an attorney. Vann died in 1940.",1930/1939,[1930s?],1 photograph : b&w,Pennsylvania--Pittsburgh,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p1pz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p1pz/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1r0,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0025.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,,People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"Party guest, possibly companion of Julian Rainey's, Los Angeles, early 1950s",,All information concerning the content and description of the image was provided by Walter Gordon.|~|This woman appears in another photograph with an unidentified man and Boston attorney Julian Rainey (image ark no. 21198/zz0025p0x3).,025|~|YRLSC_gordonphotos_0025,,1950/1955,[between 1950 and 1955?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p1r0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p1r0/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1t1,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0027.tif,,,,,,,African American newspaper editors $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Robinson, Abie, $d 1915-2001",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"Abie Robinson, Los Angeles Sentinel reporter and editor, with two unidentified women, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,027|~|YRLSC_gordonphotos_0027,"Edward Joseph ""Abie"" Robinson was a reporter and editor for the Los Angeles Sentinel.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p1t1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p1t1/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1vj,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0028.tif,,,,,,,Nightclubs $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,Mocambo (Nightclub),Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"René at the Mocambo nightclub, Hollywood, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|René (last name unknown) worked at the Mocambo nightclub at 8588 Sunset Blvd on the Sunset Strip. She dated Walter L. Gordon, Jr.",YRLSC_gordonphotos_0028,,1940/1949,[1940s?],1 photograph : b&w,California--Hollywood,"""Walter- Saying nothing means more than saying everything -- to one who knows from one who cares.""",34.0924917,-118.3791468,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p1vj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p1vj/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1w2,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0029.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Hill, Herman, $d 1906-1991|~|Gant, Bess M., $d 1896-1962|~|Hill, Gladys, $d b. 1907 or 08|~|Nunn, William G. (William Goldwin), $d 1900-1969|~|Jones, Irene|~|Jones, Phil|~|Gant, Forrest Sylvestor, $d 1896-1974",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"Bessie Gant and her husband, Forrest Gant, the Hills, and 6 others, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|L to R, back row: Herman Hill, Phil Jones (?) or ""Stubblefield'"", Bill Nunn, Forrest (?) Gant, and Williams (a writer for The Courier). L to R, front row: Gladys Hill, unidentified woman, Bessie Gant, Irene Jones, unidentified woman.",YRLSC_gordonphotos_0029,"Bess (""Bessie"") Gant was the national food editor of the Pittsburgh Courier, and also ran a catering business serving MGM and Fox Studies as well as the black social elite in Los Angeles.|~|Herman Hill was a newspaper reporter and helped to establish the Pittsburg Courier in Los Angeles. He was also the first African American to play varsity basketball at USC.|~|Bill Nunn was the managing editor of the Pittsburgh Courier.|~|Gladys Hill, married to Herman Hill, was active in civic and social clubs including the Kansis City Brunch Club.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p1w2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p1w2/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1xk,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0030.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Sissle, Ethel",Lifestyle|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"Ethel (Sissle) Gordon at a restaurant, 1940s",,"Location is unknown, but Walter L. Gordon, Jr. does not believe this was taken in Los Angeles.|~|All information concerning the content and description of the image was provided by Walter Gordon.",030|~|YRLSC_gordonphotos_0030,"Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.",1940/1949,[1940s?],1 photograph : b&w,United States,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p1xk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p1xk/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p203,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0032.tif,,,,,,,Chorus girls|~|Choreographers $z New York (State) $z New York|~|Nightclubs $z New York (State) $z New York,still image,copyrighted,unknown,Black-and-white photographs,"Cotton Club|~|Robinson, Clarence",Youth|~|Culture,Parties $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Sissle, Ethel",,,,,,,Collection 1867 Box 1 Folder 1,"Birthday party at the Cotton Club, New York City, 1930s",,"Photograph of a birthday party at the Cotton Club in New York. Clarence Robinson is third from the left; man second from the left was identified as a gangster and the guest of honor. The other individuals in the photograph are unidentified. Photograph is believed to have been taken by Ethel (Sissle) Gordon, although the woman cutting the cake is possibly Ethel.|~|All information concerning the content and description of the image was provided by Walter Gordon.",YRLSC_gordonphotos_0032,"Clarence Robinson was a choreographer associated with the Cotton Club.|~|Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.",1930/1939,[1930s?],1 photograph : b&w,New York (State)--New York,"Handwritten caption: ""Birthday Party, Cotton Club""",40.8190364,-73.936972,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p203,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p203/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p21m,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0033.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Smith, Wonderful|~|Greene, Joe, $d 1915-1986",Entertainment|~|Lifestyle|~|People,Parties $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"Comedian Wonderful Smith and Joe Greene at a party, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.|~|View of a social gathering in a room with portrait photographs covering the walls.,033|~|YRLSC_gordonphotos_0033,"Joe Greene worked in hotels.|~|Wonderful Smith (1911-2008) was an African-American comedian and actor from Arkadelphia, Arkansas. (Wikipedia)",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p21m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p21m/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p224,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0034.tif,,,,,,,African American musicians|~|Musicians--United States|~|African American lawyers--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Levy, John H.|~|Gordon, Walter L., $c Jr., $d 1908-2012|~|Mallory, Eddie, $d ca. 1905-1961",People,,"University of California, Los Angeles. $b Library Special Collections",,eng,,,,,,,,Collection 1867 Box 1 Folder 2,"John Levy, Eddie Mallory, and Walter L. Gordon, Jr., Los Angeles, 1949",,"Left to right: John Levy, Eddie Mallory (behind Gordon), Walter L. Gordon, Jr. (with glasses).|~|All information concerning the content and description of the image was provided by Walter Gordon.",YRLSC_gordonphotos_0034,"John Levy was a club owner, and Billie Holiday's manager. In 1949, Levy and Holiday were charged with assaulting a man who had harassed Holiday during a concert. Gordon was able to have the charges against Holiday dismissed.|~|Walter L. Gordon, Jr. was an African American attorney in Los Angeles.",1949,1949,1 photograph : b&w,California--Los Angeles,"Handwritten inscription: ""John Levy, Billie Holliday's boy friend and manager""",,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p224,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p224/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p25p,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0037.tif,,,,,,,African American beauty operators $z California $z Los Angeles|~|African American gay men $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Deason, Eadward B., $d 1921-1976 ",Lifestyle|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Morehead, Howard",,,,,,,Collection 1867 Box 1 Folder 2,"Eddie Deason dancing with an unidentified woman, Los Angeles, 1940s",,"Handwritten text on the photograph:""A girl who came west to go into pictures (?) stopped by office -- and met Eddie Deason. He made a date (?) with her but affair was doomed. He had Frank [Jackson].""|~|All information concerning the content and description of the image was provided by Walter Gordon.",037|~|YRLSC_gordonphotos_0037,"Eddie (known professionally as Eadward) Deason was a popular hair stylist who operated ""houses of charm"" in Los Angeles, San Francisco and Pasadena. He was also an openly gay man.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p25p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p25p/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p266,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0038.tif,,,,,,,African American lawyers--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Gordon, Walter L., $c Jr., $d 1908-2012",People|~|Legal,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 2,"Attorney Walter L. Gordon, Jr. in his law office, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,038|~|YRLSC_gordonphotos_0038,"Walter L. Gordon, Jr. was an African American attorney in Los Angeles.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p266,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p266/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p27q,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0039.tif,,,,,,,African Americans $z New York (State) $z New York,still image,copyrighted,unknown,Black-and-white photographs|~|portraits,,People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 2,"Ethel Sissle's first boyfriend, New York, 1930s",,"When Walter Gordon met Ethel Sissle she was popular in show business in New York. This is her first boyfriend, a frequenter of the Cotton Club (not as a patron).|~|All information concerning the content and description of the image was provided by Walter Gordon.",YRLSC_gordonphotos_0039,"Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.",1930/1939,1930s?,1 photograph : b&w,New York (State)--New York,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p27q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p27q/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p287,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0040.tif,,,,,,,African American musicians|~|Musicians--United States|~|Models (Persons) $z United States|~|African American models,still image,copyrighted,unknown,Black-and-white photographs,"Spaulding, Marva Louis, $d 1915-2000|~|Sissle, Ethel|~|Johnson, Haven",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 2,"Marva Louis (Mrs. Joe Louis), Haven Johnson, and Ethel Sissle, Los Angeles, 1940s",,"L to R: Marva Louis, Haven Johnson, Ethel Sissle. This photo was taken at jazz composer and bandleader Noble Sissle's house, while Ethel was still married to him.|~|All information concerning the content and description of the image was provided by Walter Gordon.|~|In 1946, Noble Sissle lived at 2126 S. Harvard Blvd. in Los Angeles.",040|~|YRLSC_gordonphotos_0040,"Marva Louis, stenographer and big band singer, married and divorced heavyweight boxing champion Joe Louis twice between 1935 and 1949; during their marriage, she also worked as a model. She married physician Albert Lee Spaulding in 1950.|~|Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.|~|Haven Johnson was a pianist, organist and composer, who began his career in California but eventually made his way East.",1940/1949,1940s,1 photograph : b&w,California--Los Angeles,,34.036510,-118.306523,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p287,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p287/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2gb,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0046.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Cannady, Camille, $d 1916-2009",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 2,"Camille Cannady (?) in Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,046|~|YRLSC_gordonphotos_0046,"Camille Cannady, the wife of George Cannady, acted in local theater and wrote an occasional column for the Sentinel called ""About people and things.""",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p2gb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p2gb/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2kw,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0049.tif,,,,,,,African American lawyers $z Illinois $z Chicago|~|African American women,still image,copyrighted,unknown,Black-and-white photographs,"Mann, Jesse B., $d 1913-1988",Lifestyle|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 2,"Jesse Mann visiting Los Angeles, 1940s",,"Jesse Mann was in Los Angeles visiting his long-time friend, Walter L. Gordon, Jr. Three of the women in the photograph are unidentified. According to Mr. Gordon, the woman on the far left of the photo was a childhood crush of Mr. Mann. This photo captures their reunion after many years.|~|All information concerning the content and description of the image was provided by Walter Gordon.",049|~|YRLSC_gordonphotos_0049,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p2kw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p2kw/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2nx,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0051.tif,,,,,,,African American gay men $z California $z Los Angeles|~|African American women journalists $z California $z Los Angeles|~|African American labor union members $z California $z Los Angeles|~|Women labor union members $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Williams, Brother|~|Chapman, Aristide|~|Cadrez, Florence, $d d. 1985|~|Lomax, Almena",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 2,"Brother Williams, Almena Lomax, Florence Cadrez and Aristide Chapman, Los Angeles, 1940s",,"L to R: Henry ""Brother"" Williams, Almena (Davis) Lomax, Florence Cadrez, Aristide Chapman.|~|All information concerning the content and description of the image was provided by Walter Gordon.",YRLSC_gordonphotos_0051,"Aristide Chapman was the lover of Henry ""Brother"" Williams.|~|Florence ""Tiny"" Cadrez (also known as Cadrez Brantley) was a well-respected musician from Los Angeles. For many years, she served as the Secretary of the Netro Musicians Union (Local 767) on Central Avenue. Later, when that union integrated, she served as the Secretary for the merged Local 47.  She was also the first President of the local National Association of Negro Musicians, later serving as its treasurer for many years. She died in 1985.|~|Almena Lomax was born Hallie Almena Davis on July 23, 1915, in Galveston, Texas. She became a veteran journalist and a civil rights activist in Los Angeles, working first at the California Eagle and eventually starting the Los Angeles Tribune. This is where she met her husband, Lucius W. Lomax, Jr., who she married in 1949. Her activism started early; in 1935, she and a group of African American students at Los Angeles City College founded the James Weldon Johnson club ""to further the study and advances of Negro students."" In 1946, she won the first Wendell L. Willkie award for Negro journalism in the 1940s, and covered civil rights movement in the South during the 1950s and 1960s. Later, Governor Ronald Reagan named her to the state's Coordinating Council for Higher Education. She died on March 25, 2011, at the age of 95.|~|Henry ""Brother"" Williams was an openly gay man (his lover was Aristide Chapman) who operated the Brother's Rendezvous underground club.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p2nx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p2nx/manifest
