Object Type,Item ARK,Parent ARK,File Name,Local identifier,Title,Creator,Publisher.publisherName,Place of origin,Date.created,Date.normalized,Language,Type.typeOfResource,Genre,Format.extent,Format.medium,Repository,collection.physical,Rights.copyrightStatus,Rights.publicationStatus,Rights.rightsHolderContact,Subject name,Subject geographic,Subject topic,Summary,Contents note,IIIF Access URL,Waveform,media.width,media.height,media.duration,media.format,IIIF Manifest URL
Work,ark:/21198/z1350kxp,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701040.mp4,2701040,"El Mundo al Día, 1970-08",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),August 1970,1970-08,spa,moving image,broadcasts,00h 29m 00s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Pérez y Pérez, Enrique|~|Gómez Bergés, Víctor|~|Perdomo Rosario, Elio Osiris|~|Méndez Lara, Joaquín|~|Jiménez Reyes, Ramón Emilio, Milo|~|Nivar Seijas, Neit Rafael",Saona Island|~|Santo Domingo,Swearing-ins|~|Tourism|~|Political activities|~|Celebrations|~|International relations|~|Agreements,News Program El Mundo al Día: Chancellor Fernando Amiama Tió signs agreement. President Joaquín Balaguer and Vice President Carlos Rafael Goico Morales inaugural reception. Swearing-in of officials at the National Palace. Signing of agreement at the Central Bankof the Dominican Republic. Ramón Emilio Jiménez visits Saona Island with personalities.|~|Noticiario El Mundo al Día: Canciller Fernando Amiama Tió firma acuerdo. Recepción de toma de posesión del presidente Joaquín Balaguer y el vicepresidente Carlos Rafael Goico Morales. Juramentación de funcionarios en el Palacio Nacional. Firma de acuerdo en el Banco Central de la República. Ramón Emilio Jiménez visita la isla Saona con personalidades.,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/35/0k/xp/21198=z1350kxp/ark%2B=21198=z1350kxp.mp4{},,2048,1531,1740.76,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1350kxp/manifest
Work,ark:/21198/z1zg8srt,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701041.mp4,2701041,"El Mundo al Día, 1970-09",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"September 2, 1970 - September 17, 1970",1970-09-02/1970-09-17,spa,moving image,broadcasts,00h 22m 12s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Pérez y Pérez, Enrique|~|Gómez Bergés, Víctor|~|Perdomo Rosario, Elio Osiris|~|Méndez Lara, Joaquín|~|Nivar Seijas, Neit Rafael|~|Goico Morales, Carlos Rafael|~|Balaguer Ricardo, Joaquín Antonio",Santo Domingo|~|Villa González (Santiago),Public Works|~|Celebrations|~|Schools|~|Military,"News Program El Mundo al Día: Reception party. National Police deliver aid. President Joaquín Balaguer attends the inauguration of the school together with the Minister of Education, Víctor Gómez Bergés. Greetings to President Balaguer at a party at the National Palace. Senior officers of the Armed Forces attend military maneuvers and demonstrations. President Balaguer attends the inauguration of public works at [Villa González, Santiago]. Celebration of the 50th anniversary of Santo Domingo Motors.|~|Noticiario El Mundo al Día: Recepción. Policía Nacional entrega ayudas. Presidente Joaquín Balaguer asiste a inauguración de escuela junto al ministro de Educación, Víctor Gómez Bergés. Salutaciones al presidente Balaguer en fiesta en el Palacio Nacional. Altos oficiales de las Fuerzas Armadas, asisten a maniobras y demostraciones de militares. Presidente Balaguer asiste a inauguración de obra en [Villa González, Santiago]. Celebración del 50 aniversario de Santo Domingo Motors.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/zg/8s/rt/21198=z1zg8srt/ark%2B=21198=z1zg8srt.mp4{},,2048,1505,1332.64,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zg8srt/manifest
Work,ark:/21198/z1tq8247,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701043.mp4,2701043,"El Mundo al Día, [1964-10]",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"October, 1964",1964-10,spa,moving image,broadcasts,00h 16m 57s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Reid Cabral, Donald Joseph|~|Cáceres Troncoso, Ramón|~|Viñas Román, Víctor Elby",Santiago|~|Saona Island|~|Santo Domingo,Public Works|~|Celebrations|~|Graduation,"News Program El Mundo al Día: Visit to Saona Island. Political activity. Baseball game. Blood donation at the Dominican Red Cross. View of Santiago city, construction works of the Santiago international terminal. Construction of a building for the Fire Department. Party at the [Water and Light]  theater attended by the president of the Triumvirate, Donald Reid Cabral, Ramón Cáceres Troncoso, and the chief of the Armed Forces, Víctor Elby Viñas Román. Graduation ceremony.|~|Noticiario El Mundo al Día: Recorrido por la isla Saona. Actividad política. Juego de béisbol. Donación de sangre en la Cruz Roja Dominicana. Vista de Santiago, trabajos de construcción de la terminal internacional Santiago. Construcción de edificio para el Cuerpo de Bomberos. Fiesta en el teatro [Agua y Luz] al que asiste el presidente del Triunvirato Donald Reid Cabral, Ramón Cáceres Troncoso y el jefe de las Fuerzas Armadas, Víctor Elby Viñas Román. Acto de graduación.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/tq/82/47/21198=z1tq8247/ark%2B=21198=z1tq8247.mp4{},,2048,1531,1017.8,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tq8247/manifest
Work,ark:/21198/z1pz79fz,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701044.mp4,2701044,"El Mundo al Día, [1964]",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),1964,1964,spa,moving image,broadcasts,00h 17m 47s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Bennett, William Tapley Jr.|~|Reid Cabral, Donald Joseph|~|Cáceres Troncoso, Ramón|~|Viñas Román, Víctor Elby",Santo Domingo,Tourism|~|Aviation|~|International Relations|~|Military|~|Celebration|~|Political activities,"News Program El Mundo al Día: Arrival of personalities at the airport. Road safety campaign. Arrival of North American soldiers through an US Air Force plane. Welcome party for the US military, with President Donald Reid Cabral, Ramón Cáceres Troncoso, the head of the Armed Forces, Víctor Elby Viñas Román, and ambassador WilliamTapley Benett Jr. [US Marines] ship at a port.|~|Noticiario El Mundo al Día: Llegada de personalidades al aeropuerto. Campaña de seguridad vial. Llegada de militares norteamericanos a través de un avión del US Air Force. Fiesta de bienvenida a militares norteamericanos, se ve al presidente Donald Reid Cabral, Ramón Cáceres Troncoso, el jefe de las Fuerzas Armadas, Víctor Elby Viñas Román y el embajador William Tapley Benett Jr. Embarcación del [US Marines] en un puerto.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/pz/79/fz/21198=z1pz79fz/ark%2B=21198=z1pz79fz.mp4{},,2048,1531,1067.12,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pz79fz/manifest
Work,ark:/21198/z1k66jqj,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701050.mp4,2701050,"El Mundo al Día, 1970-11",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"November 6, 1970 - November 13, 1970",1970-11-06/1970-11-13,spa,moving image,broadcasts,00h 21m 48s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Castillo, Milagros de|~|Gómez Bergés, Víctor|~|Goico Morales, Carlos Rafael|~|Pellerano de Henríquez, Luisa Ozema","El Naranjal (Arroyo Dulce, Enriquillo)",Public works|~|Education|~|Busts|~|Art|~|School,"News Program El Mundo al Día: President Joaquín Balaguer attends the inauguration of a school-shelter together with the Minister of Education, Víctor Gómez Bergés, at El Naranjal, municipality of Arroyo Dulce, Enriquillo. Vice President Carlos Rafael Goico Morales delivers [housing titles] at the Association of Industries of the Dominican Republic. Medical operation. Unveiling of a bust in honor of educator Luisa Ozema Pellerano de Henríquez on the centenary of her birth.|~|Noticiario El Mundo al Día: Presidente Joaquín Balaguer asiste a la inauguración de escuela-refugio junto al ministro de Educación, Víctor Gómez Bergés, en el El Naranjal, municipio de Arroyo Dulce, Enriquillo. Vicepresidente Carlos Rafael Goico Morales entrega [títulos de viviendas] en la Asociación de Industrias de la República Dominicana. Operativo medico. Desvelan busto en honor a la educadora Luisa Ozema Pellerano de Henríquez en el centenario de su nacimiento.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/k6/6j/qj/21198=z1k66jqj/ark%2B=21198=z1k66jqj.mp4{},,2048,1530,1108.6,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k66jqj/manifest
Work,ark:/21198/z1ff5sxx,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701051.mp4,2701051,"El Mundo al Día, 1968-1972",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"May 28, 1968 - 1972",1968-05-28/1972,spa,moving image,broadcasts,00h 29m 01s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Gómez Bergés, Víctor|~|Peynado Soler, Enrique|~|Balaguer Ricardo, Joaquín Antonio|~|Ricardo Heureaux, Carmen Cecilia|~|Meloy, Francis Edward Jr.|~|Beras-Goico, Freddy Rinaldo Antonio",Santo Domingo,Sports|~|Tributes|~|Public Works|~|Celebrations,"News Program El Mundo al Día: Athletes training. Presentation of credentials before President Joaquín Balaguer and Foreign Minister Víctor Gómez Bergés. Recognition to Enrique Peynado Soler by the Santo Domingo Country Club. Social activity in which Miss Coffee 1968, Miss Sugar 1968 and Miss Photogenic 1968 participate. Reformist Youth recognizes the mother of President Joaquín Balaguer and Emma Balaguer, Carmen Cecilia Ricardo Heureaux, on Mother's Day. US Ambassador Francis Edward Meloy Jr. attends a party at the National Palace. View of Mella avenue. Event where Freddy Beras Goico appears.|~|Noticiario El Mundo al Día: Atletas entrenan. Presentación de credenciales ante el presidente Joaquín Balaguer y el canciller Víctor Gómez Bergés. Reconocimiento a Enrique Peynado Soler por el Santo Domingo Country Club. Actividad social en la que aparecen Miss Café 1968, Miss Azúcar 1968 y Miss fotogénica 1968. Juventud Reformista reconoce a la madre del presidente Joaquín Balaguer y Emma Balaguer, Carmen Cecilia Ricardo Heureaux en el Día de las Madres. Embajador norteamericano Francis Edward Meloy Jr. asiste a fiesta en el Palacio Nacional. Recorrido por la avenida Mella. Evento donde aparece Freddy Beras Goico.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/ff/5s/xx/21198=z1ff5sxx/ark%2B=21198=z1ff5sxx.mp4{},,2048,1520,1741.44,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ff5sxx/manifest
Work,ark:/21198/z19p525j,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701059.mp4,2701059,"El Mundo al Día, 1970",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),1970,1970,spa,moving image,broadcasts,00h 15m 43s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Pérez y Pérez, Enrique|~|Perdomo Rosario, Elio Osiris|~|Amiama Tió, Fernando|~|Goico Morales, Carlos Rafael|~|Balaguer Ricardo, Joaquín Antonio",Santo Domingo,Airports|~|Public works|~|Education|~|Schools,"News Program El Mundo al Día: View of a road in rural area. Firefighters uncover an urn. President Balaguer offers statements to the press. President Balaguer attends activity at the International Airport of Las Americas. View of [Santo Domingo Este], facade of the San Vicente de Paul hospital.|~|Noticiario El Mundo al Día: Vista de camino en zona rural. Bomberos destapan urna.Presidente Balaguer ofrece declaraciones a la prensa. Presidente Balaguer asiste a actividad en el Aeropuerto Internacional de Las Américas. Recorrido por [Santo Domingo Este],  vista del hospital San Vicente de Paul.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/9p/52/5j/21198=z19p525j/ark%2B=21198=z19p525j.mp4{},,2048,1581,943.16,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19p525j/manifest
Work,ark:/21198/z15x49hq,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701065.mp4,2701065,"El Mundo al Día, 1971-03",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"March 1, 1971 - March 2, 1971",1971-03-01/1971-03-02,spa,moving image,broadcasts,00h 17m 45s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Polanco Brito, Hugo Eduardo|~|Méndez Lara, Joaquín|~|Pérez y Pérez, Enrique|~|Goico Morales, Carlos Rafael |~|Nivar Seijas, Neit Rafael|~|Pérez Sánchez, Eliseo",Santo Domingo,Inaugurations|~|Public works|~|Schools|~|Education|~|Swearing-in|~|Catholic church,"News Program El Mundo al Día: President Joaquín Balaguer and Minister of Education, Víctor Gómez Bergés, inaugurate a school. Bermúdez rum activity. Inauguration ceremony of President Joaquín Balaguer and Vice President Carlos Rafael Goico Morales, speech at the National Congress and mass at the Cathedral of Santo Domingo in 1970. Floral tribute to the Fathers of the Nation.|~|Noticiario El Mundo al Día: Presidente Joaquín Balaguer y el ministro de Educación, Víctor Gómez Bergés, inauguran escuela. Actividad de ron Bermúdez. Acto de toma de posesión del presidente Joaquín Balaguer y el vicepresidente Carlos Rafael Goico Morales, alocución en el Congreso Nacional y misa en la Catedral de Santo Domingo en el 1970. Ofrenda floral a los Padres de la Patria.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/5x/49/hq/21198=z15x49hq/ark%2B=21198=z15x49hq.mp4{},,2048,1531,1065.28,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15x49hq/manifest
Work,ark:/21198/z128283p,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701067.mp4,2701067,"El Mundo al Día, 1971-03",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"March 11, 1971 - March 13, 1972",1971-03-11/1972-03-13,spa,moving image,broadcasts,00h 17m 18s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Gómez Bergés, Víctor|~|Perdomo Rosario, Elio Osiris|~|Méndez Lara, Joaquín|~|Jiménez Reyes, Ramón Emilio, Milo|~|Miolán Reynoso, Ángel Emilio|~|Balaguer Ricardo, Joaquín Antonio",Santo Domingo,Political activities|~|Tourism|~|Tribute|~|Military|~|Traffic accident,"News Program El Mundo al Día: Officials deliver a floral tribute to the Fathers of the Nation, among them Chancellor Víctor Gómez Bergés and the Minister of the Armed Forces Joaquín Méndez Lara. Fashion show. I Symposium of Plastic and Reconstructive Surgery at the Salvador Gautier Hospital. Tourism promoter visits Ángel Miolán. Arrival of mexican singer José José to the airport. President Joaquín Balaguer offers statements to the press.|~|Noticiario El Mundo al Día: Funcionarios entregan ofrenda floral a los Padres de la Patria, entre estos canciller Víctor Gómez Bergés y el ministro de las Fuerzas Armadas Joaquín Méndez Lara. Desfile de modas. I Simposio de Cirugía Plástica y Reconstructiva en el hospital Salvador Gautier. Promotor de turismo visita a Ángel Miolán. Llegada del cantante mexicano José José al aeropuerto. Presidente Joaquín Balaguer ofrece declaraciones a la prensa.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/28/28/3p/21198=z128283p/ark%2B=21198=z128283p.mp4{},,2048,1597,1038.12,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz128283p/manifest
Work,ark:/21198/z1xh1rqb,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701068.mp4,2701068,"El Mundo al Día, 1971-04",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"April 02, 1971 - April 08, 1971",1971-04-02/1971-04-08,spa,moving image,broadcasts,00h 27m 26s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Rivera Caminero, Francisco Javier|~|Perdomo Rosario, Elio Osiris|~|Méndez Lara, Joaquín |~|Jiménez Reyes, Ramón Emilio, Milo|~|Nivar Seijas, Neit Rafael |~|Sepúlveda, Fausto Ramón, Fauto Rey|~|Meloy, Francis Edward Jr.|~|Balaguer Ricardo, Joaquín Antonio",Santo Domingo,Military|~|Celebrations|~|Donations|~|Parties|~|Floral tribute|~|Artists,"News Program El Mundo al Día: President Joaquín Balaguer attends a presentation of the Tropa Guajana 84 scout group. Vice President Carlos Rafael Goico Morales participates in a meeting. President Balaguer receives personalities at the National Palace. Floral tribute to the Fathers of the Nation. Quinceanera party and baptism. Milk distribution to people. President Balaguer visits rural area. Arrival at the airport of the singer Fausto Rey. President Balaguer receives the american ambassador Francis Edward Meloy, Jr. Medical operation at the Simón Bolívar school.|~|Noticiario El Mundo al Día: Presidente Joaquín Balaguer asiste a presentación del grupo scout Tropa Guajana 84. Vicepresidente Carlos Rafael Goico Morales en reunión. Presidente Balaguer recibe personalidades en el Palacio Nacional. Ofrenda floral a los Padres de la Patria. Quinceaños y bautismo. Repartición de leche a campesinos. Presidente Balaguer visita zona rural. Llegada al aeropuerto del cantante Fausto Rey. Presidente Balaguer recibe al embajador norteamericano Francis Edward Meloy, Jr. Operativo médico en escuela Simón Bolívar.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/xh/1r/qb/21198=z1xh1rqb/ark%2B=21198=z1xh1rqb.mp4{},,2048,1581,1646.48,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xh1rqb/manifest
Work,ark:/21198/z1sr111v,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701069.mp4,2701069,"El Mundo al Día, 1971-04",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"April 04, 1971",1971-04-04,spa,moving image,broadcasts,00h 03m 55s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Gómez Bergés, Víctor|~|Jiménez Reyes, Ramón Emilio, Milo|~|Bautista de Suárez, Altagracia|~|Goico Morales, Carlos Rafael|~|Balaguer Ricardo, Joaquín Antonio|~|Miolán Reynoso, Ángel Emilio",Santo Domingo,Tourism|~|Public works|~|Education,"News Program El Mundo al Día: General Director of Tourism, Ángel Miolán Reynoso and other officials meet with the press. President Joaquín Balaguer visits a company with officials and militaries from his cabinet. Passengers get off Quiqueyana plane. Graduation ceremony.|~|Noticiario El Mundo al Día: Director general de Turismo, Ángel Miolán Reynoso y otros funcionarios se reúnen con la prensa. Presidente Joaquín Balaguer visita empresa con funcionarios y militares de su gabinete. Pasajeros se desmontan de avión de Quisqueyana. Acto de graduación.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/sr/11/1v/21198=z1sr111v/ark%2B=21198=z1sr111v.mp4{},,2048,1531,235.08,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sr111v/manifest
Work,ark:/21198/z1p0087j,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701071.mp4,2701071,"El Mundo al Día, 1971-04",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"April 12, 1971",1971-04-12,spa,moving image,broadcasts,00h 08m 01s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Balaguer Ricardo, Joaquín Antonio",Majagual (Monte Plata)|~|Santo Domingo,Agriculture|~|Plots|~|Tourism,"News Program El Mundo al Día: President Joaquín Balaguer signs an agreement at the National Palace. President Balaguer delivers certificate of plots land to residents of Majagual, Monte Plata. Tour of a beach.|~|Noticiario El Mundo al Día: Presidente Joaquín Balaguer firma acuerdo en el Palacio Nacional. Presidente Balaguer entrega certificado de parcelas habitantes de Majagual, Monte Plata. Recorrido por playa.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/p0/08/7j/21198=z1p0087j/ark%2B=21198=z1p0087j.mp4{},,2048,1531,481.08,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p0087j/manifest
Work,ark:/21198/z1j69hfc,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701072.mp4,2701072,"El Mundo al Día, 1971-04",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"April 22, 1971 - April 26, 1971",1971-04-22/1971-04-26,spa,moving image,broadcasts,00h 18m 44s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Gómez Bergés, Víctor|~|Polanco Brito, Hugo Eduardo|~|Balaguer Ricardo, Joaquín Antonio|~|Goico Morales, Carlos Rafael",Limón de Yuna (Samaná),Tributes|~|Celebrations|~|Education|~|Schools|~|Public Works,"News Program El Mundo al Día: President Joaquín Balaguer and Vice President Carlos Rafael Goico Morales receive personalities at the National Palace. Swearing-in in which Vïctor Gómez Bergés and Bishop Hugo Eduardo Brito Polanco participate. Tribute to the national hero Manuel Rodríguez Objio on the centenary of his death. Fifth anniversary of the Pedro Henríquez Ureña University (UNPHU). Celebration of the 25th anniversary of the Luis E. Aybar Hospital. President Joaquín Balaguer together with the Minister of Education, Víctor Gómez Bergés, inaugurate [school] in Limón de Yuna, Samaná.|~|Noticiario El Mundo al Día: Presidente Joaquín Balaguer y vicepresidente Carlos Rafael Goico Morales reciben personalidades en el Palacio Nacional. Juramentación en la que participan Víctor Gómez Bergés y el obispo Hugo Eduardo Brito Polanco. Homenaje al prócer de la patria Manuel Rodríguez Objio en el centenario de su fallecimiento. Quinto aniversario de la Universidad Pedro Henríquez Ureña (UNPHU). Celebración de 25 aniversario del hospital Luis E. Aybar. Presidente Joaquín Balaguer junto al ministro de Educación, Víctor Gómez Bergés, inauguran [escuela] en Limón de Yuna, Samaná.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/j6/9h/fc/21198=z1j69hfc/ark%2B=21198=z1j69hfc.mp4{},,2048,1531,1124.08,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j69hfc/manifest
Work,ark:/21198/z1df8rqn,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701073.mp4,2701073,"El Mundo al Día, 1971-05",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"May 4, 1971- May 14, 1971",1971-05-04/1971-05-14,spa,moving image,broadcasts,00h 32m 42s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Polanco Brito, Hugo Eduardo|~|Perdomo Rosario, Elio Osiris|~|Méndez Lara, Joaquín|~|Nivar Seijas, Neit Rafael|~|Pérez y Pérez, Enrique|~|Gómez Bergés, Vïctor|~|Bautista de Suárez, Altagracia|~|Pimentel, Juan Altgracia Bruno|~|Balaguer Ricardo, Joaquín Antonio",Moca|~|Santo Domingo,Public works|~|Burials|~|International relations|~|Cemeteries|~|Airports|~|Sports,"El Mundo al Día News: President Joaquín Balaguer visits school construction works. Tour of the construction site of the Moca highway, Autopista Duarte. Chancellor Jaime Manuel Fernandez receives personalities at a party. Remodeling of the Civil Registry Office. President Balaguer visits a beverage factory. President Balaguer, vice-president Carlos Rafael Goico Morales and high military officials attend funeral and burial of [official]. Ambassador presents credentials to President Balaguer.|~|Noticiario El Mundo al Día: Presidente Joaquín Balaguer visita trabajos de construcción de escuela. Recorrido por la obra en construcción de la carretera de Moca, Autopista Duarte. Canciller Jaime Manuel Fernández recibe personalidades en fiesta. Remodelación de Oficialía de Estado Civil. Presidente Balaguer visita fábrica de bebida. Presidente Balaguer, vicepresidente Carlos Rafael Goico Morales y altos militares, asisten a funeral e entierro de [funcionario]. Embajador presenta credenciales al presidente Balaguer.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/df/8r/qn/21198=z1df8rqn/ark%2B=21198=z1df8rqn.mp4{},,2048,1596,1962.68,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1df8rqn/manifest
