"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Rights.copyrightStatus","Subject","Name.subject","Rights.countryCreation","Language","Name.repository","Type.typeOfResource","Rights.permission","Name.interviewer","Type.genre","Subject.uniformTitle","Name.sponsor","Name.contributor","Date.creation","Relation.isPartOf","Title","Alt ID.local","Description.fundingNote","Relation.describedIn","Date.normalized","Format.extent","Description.note","Coverage.geographic","Coverage.spatialLatitude","Coverage.spatialLongitude","Relation.relatedTo","Description.abstract","viewingHint","Text direction","Visibility","IIIF Range","media.width","media.height","media.duration","media.format","IIIF Manifest URL"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx6d/zm478d2q","ark:/21198/zz002dvx6d","","","Page","soul/audio/uclapasc_342_057_014_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/6d/=z/m4/78/d2/q/21198=zz002dvx6d=zm478d2q/ark%2B=21198=zz002dvx6d=zm478d2q.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","31m 38s","","","","","","","","","","","","","1898.15","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx7x/kj30zd61","ark:/21198/zz002dvx7x","","","Page","soul/audio/uclapasc_342_057_015_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/7x/=k/j3/0z/d6/1/21198=zz002dvx7x=kj30zd61/ark%2B=21198=zz002dvx7x=kj30zd61.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","32m 01s","","","","","","","","","","","","","1921.65274","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx7x/x0623j2c","ark:/21198/zz002dvx7x","","","Page","soul/audio/uclapasc_342_057_015_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/7x/=x/06/23/j2/c/21198=zz002dvx7x=x0623j2c/ark%2B=21198=zz002dvx7x=x0623j2c.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","31m 56s","","","","","","","","","","","","","1916.31","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx8f/4p821p7q","ark:/21198/zz002dvx8f","","","Page","soul/audio/uclapasc_342_057_016_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/8f/=4/p8/21/p7/q/21198=zz002dvx8f=4p821p7q/ark%2B=21198=zz002dvx8f=4p821p7q.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","29m 06s","","","","","","","","","","","","","1746.404896","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx8f/km97n41n","ark:/21198/zz002dvx8f","","","Page","soul/audio/uclapasc_342_057_016_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/8f/=k/m9/7n/41/n/21198=zz002dvx8f=km97n41n/ark%2B=21198=zz002dvx8f=km97n41n.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","32m 32s","","","","","","","","","","","","","1952.72","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx9z/6g23dv57","ark:/21198/zz002dvx9z","","","Page","soul/audio/uclapasc_342_057_017_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/9z/=6/g2/3d/v5/7/21198=zz002dvx9z=6g23dv57/ark%2B=21198=zz002dvx9z=6g23dv57.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","31m 56s","","","","","","","","","","","","","1916.74","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx9z/6z30r56s","ark:/21198/zz002dvx9z","","","Page","soul/audio/uclapasc_342_057_017_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/9z/=6/z3/0r/56/s/21198=zz002dvx9z=6z30r56s/ark%2B=21198=zz002dvx9z=6z30r56s.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","21m 29s","","","","","","","","","","","","","1289.338927","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxbg/4994mm34","ark:/21198/zz002dvxbg","","","Page","soul/audio/uclapasc_342_058_001_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/bg/=4/99/4m/m3/4/21198=zz002dvxbg=4994mm34/ark%2B=21198=zz002dvxbg=4994mm34.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","27m 02s","","","","","","","","","","","","","1622.87124","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxbg/q4253q4r","ark:/21198/zz002dvxbg","","","Page","soul/audio/uclapasc_342_058_001_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/bg/=q/42/53/q4/r/21198=zz002dvxbg=q4253q4r/ark%2B=21198=zz002dvxbg=q4253q4r.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","46m 30s","","","","","","","","","","","","","2790.11001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxc0/8v21sc09","ark:/21198/zz002dvxc0","","","Page","soul/audio/uclapasc_342_058_002_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/c0/=8/v2/1s/c0/9/21198=zz002dvxc0=8v21sc09/ark%2B=21198=zz002dvxc0=8v21sc09.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","10m 10s","","","","","","","","","","","","","610.372135","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxc0/r567jh86","ark:/21198/zz002dvxc0","","","Page","soul/audio/uclapasc_342_058_002_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/c0/=r/56/7j/h8/6/21198=zz002dvxc0=r567jh86/ark%2B=21198=zz002dvxc0=r567jh86.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","31m 31s","","","","","","","","","","","","","1891.02","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxdh/0s11nh07","ark:/21198/zz002dvxdh","","","Page","soul/audio/uclapasc_342_058_003_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/dh/=0/s1/1n/h0/7/21198=zz002dvxdh=0s11nh07/ark%2B=21198=zz002dvxdh=0s11nh07.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","32m 05s","","","","","","","","","","","","","1925.24","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxdh/d863d81m","ark:/21198/zz002dvxdh","","","Page","soul/audio/uclapasc_342_058_003_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/dh/=d/86/3d/81/m/21198=zz002dvxdh=d863d81m/ark%2B=21198=zz002dvxdh=d863d81m.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","32m 06s","","","","","","","","","","","","","1926.150021","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxf1/3s46dm6k","ark:/21198/zz002dvxf1","","","Page","soul/audio/uclapasc_342_058_004_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/f1/=3/s4/6d/m6/k/21198=zz002dvxf1=3s46dm6k/ark%2B=21198=zz002dvxf1=3s46dm6k.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","01h 06m 01s","","","","","","","","","","","","","3961.36001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxf1/k6345n40","ark:/21198/zz002dvxf1","","","Page","soul/audio/uclapasc_342_058_004_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/f1/=k/63/45/n4/0/21198=zz002dvxf1=k6345n40/ark%2B=21198=zz002dvxf1=k6345n40.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","46m 46s","","","","","","","","","","","","","2806.343448","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxh2/0n391g1q","ark:/21198/zz002dvxh2","","","Page","soul/audio/uclapasc_342_058_006_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/h2/=0/n3/91/g1/q/21198=zz002dvxh2=0n391g1q/ark%2B=21198=zz002dvxh2=0n391g1q.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","35m 02s","","","","","","","","","","","","","2102.582698","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxh2/8p508b2d","ark:/21198/zz002dvxh2","","","Page","soul/audio/uclapasc_342_058_006_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/h2/=8/p5/08/b2/d/21198=zz002dvxh2=8p508b2d/ark%2B=21198=zz002dvxh2=8p508b2d.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","46m 23s","","","","","","","","","","","","","2783.14001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxjk/fd147p02","ark:/21198/zz002dvxjk","","","Page","soul/audio/uclapasc_342_058_007_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/jk/=f/d1/47/p0/2/21198=zz002dvxjk=fd147p02/ark%2B=21198=zz002dvxjk=fd147p02.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","21m 35s","","","","","","","","","","","","","1295.79525","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxjk/kx40xk6q","ark:/21198/zz002dvxjk","","","Page","soul/audio/uclapasc_342_058_007_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/jk/=k/x4/0x/k6/q/21198=zz002dvxjk=kx40xk6q/ark%2B=21198=zz002dvxjk=kx40xk6q.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","46m 14s","","","","","","","","","","","","","2774.03001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxk3/1v38h149","ark:/21198/zz002dvxk3","","","Page","soul/audio/uclapasc_342_058_008_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/k3/=1/v3/8h/14/9/21198=zz002dvxk3=1v38h149/ark%2B=21198=zz002dvxk3=1v38h149.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","47m 51s","","","","","","","","","","","","","2871.78001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxk3/sn72tv4p","ark:/21198/zz002dvxk3","","","Page","soul/audio/uclapasc_342_058_008_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/k3/=s/n7/2t/v4/p/21198=zz002dvxk3=sn72tv4p/ark%2B=21198=zz002dvxk3=sn72tv4p.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","45m 58s","","","","","","","","","","","","","2758.33001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxrp/c510kv16","ark:/21198/zz002dvxrp","","","Page","soul/audio/uclapasc_342_058_013_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/rp/=c/51/0k/v1/6/21198=zz002dvxrp=c510kv16/ark%2B=21198=zz002dvxrp=c510kv16.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","47m 14s","","","","","","","","","","","","","2834.647021","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxrp/sv833c7v","ark:/21198/zz002dvxrp","","","Page","soul/audio/uclapasc_342_058_013_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/rp/=s/v8/33/c7/v/21198=zz002dvxrp=sv833c7v/ark%2B=21198=zz002dvxrp=sv833c7v.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","17m 28s","","","","","","","","","","","","","1048.191667","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxs6/0t81n32f","ark:/21198/zz002dvxs6","","","Page","soul/audio/uclapasc_342_058_014_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/s6/=0/t8/1n/32/f/21198=zz002dvxs6=0t81n32f/ark%2B=21198=zz002dvxs6=0t81n32f.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","31m 22s","","","","","","","","","","","","","1882.465969","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxs6/xz099k0q","ark:/21198/zz002dvxs6","","","Page","soul/audio/uclapasc_342_058_014_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/s6/=x/z0/99/k0/q/21198=zz002dvxs6=xz099k0q/ark%2B=21198=zz002dvxs6=xz099k0q.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","31m 18s","","","","","","","","","","","","","1878.77001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxv7/vz354d42","ark:/21198/zz002dvxv7","","","Page","soul/audio/uclapasc_342_058_016_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/v7/=v/z3/54/d4/2/21198=zz002dvxv7=vz354d42/ark%2B=21198=zz002dvxv7=vz354d42.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","14m 52s","","","","","","","","","","","","","892.207417","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxv7/z376f46s","ark:/21198/zz002dvxv7","","","Page","soul/audio/uclapasc_342_058_016_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/v7/=z/37/6f/46/s/21198=zz002dvxv7=z376f46s/ark%2B=21198=zz002dvxv7=z376f46s.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","45m 55s","","","","","","","","","","","","","2755.490063","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxwr/ch16378d","ark:/21198/zz002dvxwr","","","Page","soul/audio/uclapasc_342_058_017_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/wr/=c/h1/63/78/d/21198=zz002dvxwr=ch16378d/ark%2B=21198=zz002dvxwr=ch16378d.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","32m 10s","","","","","","","","","","","","","1930.7","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxwr/ch90kh6z","ark:/21198/zz002dvxwr","","","Page","soul/audio/uclapasc_342_058_017_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/wr/=c/h9/0k/h6/z/21198=zz002dvxwr=ch90kh6z/ark%2B=21198=zz002dvxwr=ch90kh6z.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","18m 46s","","","","","","","","","","","","","1126.483417","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxx8/5z323r78","ark:/21198/zz002dvxx8","","","Page","soul/audio/uclapasc_342_059_001_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/x8/=5/z3/23/r7/8/21198=zz002dvxx8=5z323r78/ark%2B=21198=zz002dvxx8=5z323r78.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","41m 08s","","","","","","","","","","","","","2468.522677","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxx8/s196h264","ark:/21198/zz002dvxx8","","","Page","soul/audio/uclapasc_342_059_001_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/x8/=s/19/6h/26/4/21198=zz002dvxx8=s196h264/ark%2B=21198=zz002dvxx8=s196h264.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","35m 19s","","","","","","","","","","","","","2119.650667","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxzs/h205v76h","ark:/21198/zz002dvxzs","","","Page","soul/audio/uclapasc_342_059_002_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/zs/=h/20/5v/76/h/21198=zz002dvxzs=h205v76h/ark%2B=21198=zz002dvxzs=h205v76h.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","23m 53s","","","","","","","","","","","","","1433.83","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxzs/n2437r3h","ark:/21198/zz002dvxzs","","","Page","soul/audio/uclapasc_342_059_002_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/zs/=n/24/37/r3/h/21198=zz002dvxzs=n2437r3h/ark%2B=21198=zz002dvxzs=n2437r3h.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","23m 48s","","","","","","","","","","","","","1428.650021","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvz0s/0248p985","ark:/21198/zz002dvz0s","","","Page","soul/audio/uclapasc_342_059_003_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/0s/=0/24/8p/98/5/21198=zz002dvz0s=0248p985/ark%2B=21198=zz002dvz0s=0248p985.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","17m 58s","","","","","","","","","","","","","1078.942479","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvz0s/0h26rq4w","ark:/21198/zz002dvz0s","","","Page","soul/audio/uclapasc_342_059_003_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/0s/=0/h2/6r/q4/w/21198=zz002dvz0s=0h26rq4w/ark%2B=21198=zz002dvz0s=0h26rq4w.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","08m 04s","","","","","","","","","","","","","484.307208","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvz2t/1h60js07","ark:/21198/zz002dvz2t","","","Page","soul/audio/uclapasc_342_059_005_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/2t/=1/h6/0j/s0/7/21198=zz002dvz2t=1h60js07/ark%2B=21198=zz002dvz2t=1h60js07.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","31m 39s","","","","","","","","","","","","","1899.91","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvz2t/2q57ss3r","ark:/21198/zz002dvz2t","","","Page","soul/audio/uclapasc_342_059_005_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/2t/=2/q5/7s/s3/r/21198=zz002dvz2t=2q57ss3r/ark%2B=21198=zz002dvz2t=2q57ss3r.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","11m 50s","","","","","","","","","","","","","710.050479","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvz4v/b502bd3c","ark:/21198/zz002dvz4v","","","Page","soul/audio/uclapasc_342_059_007_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/4v/=b/50/2b/d3/c/21198=zz002dvz4v=b502bd3c/ark%2B=21198=zz002dvz4v=b502bd3c.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","31m 39s","","","","","","","","","","","","","1899.179906","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvz4v/jg380m2z","ark:/21198/zz002dvz4v","","","Page","soul/audio/uclapasc_342_059_007_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/4v/=j/g3/80/m2/z/21198=zz002dvz4v=jg380m2z/ark%2B=21198=zz002dvz4v=jg380m2z.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","31m 35s","","","","","","","","","","","","","1895.04","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvz8x/ps83n43v","ark:/21198/zz002dvz8x","","","Page","soul/audio/uclapasc_342_059_011_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/8x/=p/s8/3n/43/v/21198=zz002dvz8x=ps83n43v/ark%2B=21198=zz002dvz8x=ps83n43v.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","56m 24s","","","","","","","","","","","","","3384.918438","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvz8x/qq793h91","ark:/21198/zz002dvz8x","","","Page","soul/audio/uclapasc_342_059_011_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/8x/=q/q7/93/h9/1/21198=zz002dvz8x=qq793h91/ark%2B=21198=zz002dvz8x=qq793h91.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","01h 05m 38s","","","","","","","","","","","","","3938.85001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvz9f/kd06hr89","ark:/21198/zz002dvz9f","","","Page","soul/audio/uclapasc_342_059_012_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/9f/=k/d0/6h/r8/9/21198=zz002dvz9f=kd06hr89/ark%2B=21198=zz002dvz9f=kd06hr89.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","47m 17s","","","","","","","","","","","","","2837.75001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvz9f/wv08bp2s","ark:/21198/zz002dvz9f","","","Page","soul/audio/uclapasc_342_059_012_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/9f/=w/v0/8b/p2/s/21198=zz002dvz9f=wv08bp2s/ark%2B=21198=zz002dvz9f=wv08bp2s.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","47m 22s","","","","","","","","","","","","","2842.21001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzbz/6d43hc7r","ark:/21198/zz002dvzbz","","","Page","soul/audio/uclapasc_342_059_013_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/bz/=6/d4/3h/c7/r/21198=zz002dvzbz=6d43hc7r/ark%2B=21198=zz002dvzbz=6d43hc7r.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","01h 03m 43s","","","","","","","","","","","","","3823.35001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzbz/gv89z044","ark:/21198/zz002dvzbz","","","Page","soul/audio/uclapasc_342_059_013_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/bz/=g/v8/9z/04/4/21198=zz002dvzbz=gv89z044/ark%2B=21198=zz002dvzbz=gv89z044.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","01h 01m 41s","","","","","","","","","","","","","3701.909406","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzd0/1z05x20r","ark:/21198/zz002dvzd0","","","Page","soul/audio/uclapasc_342_059_015_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/d0/=1/z0/5x/20/r/21198=zz002dvzd0=1z05x20r/ark%2B=21198=zz002dvzd0=1z05x20r.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","37m 17s","","","","","","","","","","","","","2237.551896","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzd0/7m62f33k","ark:/21198/zz002dvzd0","","","Page","soul/audio/uclapasc_342_059_015_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/d0/=7/m6/2f/33/k/21198=zz002dvzd0=7m62f33k/ark%2B=21198=zz002dvzd0=7m62f33k.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","48m 23s","","","","","","","","","","","","","2903.02001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzg1/f651hj2r","ark:/21198/zz002dvzg1","","","Page","soul/audio/uclapasc_342_059_017_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/g1/=f/65/1h/j2/r/21198=zz002dvzg1=f651hj2r/ark%2B=21198=zz002dvzg1=f651hj2r.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","30m 40s","","","","","","","","","","","","","1840.21","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzg1/r3511g9j","ark:/21198/zz002dvzg1","","","Page","soul/audio/uclapasc_342_059_017_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/g1/=r/35/11/g9/j/21198=zz002dvzg1=r3511g9j/ark%2B=21198=zz002dvzg1=r3511g9j.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","30m 37s","","","","","","","","","","","","","1837.34001","audio/wav",""
