Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.other,Name.creator,Language,Subject.conceptTopic,Rights.permission,Subject.geographicPlace,Name.author,Name.cartographer,Name.repository,Name.subject,Date.publication,Description.note,Alt ID.OPAC,Publisher.placeOfOrigin,Coverage.geographic,Title,Format.extent,Coverage.geoscale,AltTitle,Publisher.publisherName,Alt ID.oclc,Alt ID.callNo,Alt ID.local,Coverage.geographiccoordinates,Date.creation,Date.normalized,Alt ID.lccn,Alt ID.catalogRecordNumber,Description.abstract,Publisher.edition,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkpvh,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4921_P2_450_SOP_1929.tif,3241,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4921_P2_450_SOP_1929,,,,,,,G4921_P2_450_SOP_1929|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkpw1,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4921_P6_500_GS_1934_1.tif,3242,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4921_P6_500_GS_1934_1,,,,,,,G4921_P6_500_GS_1934_1|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkpxj,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4921_P6_500_GS_1934_2.tif,3243,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4921_P6_500_GS_1934_2,,,,,,,G4921_P6_500_GS_1934_2|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkpz2,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4922_250_NP_ND.tif,3244,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4922_250_NP_ND,,,,,,,G4922_250_NP_ND|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkq02,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4922_Baye_de_Matance_P5_NS_Bellin_1763.tif,3245,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4922_Baye_de_Matance_P5_NS_Bellin_1763,,,,,,,G4922_Baye_de_Matance_P5_NS_Bellin_1763|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkq1k,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4922_Baye_de_St_Yago_P5_Bellin_1763.tif,3246,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4922_Baye_de_St_Yago_P5_Bellin_1763,,,,,,,G4922_Baye_de_St_Yago_P5_Bellin_1763|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkq23,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4922_H1_JFJ_1943_1.tif,3247,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4922_H1_JFJ_1943_1,,,,,,,G4922_H1_JFJ_1943_1|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkq3m,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4922_H1_JFJ_1943_2.tif,3248,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4922_H1_JFJ_1943_2,,,,,,,G4922_H1_JFJ_1943_2|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkq44,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4923_100_1932_Matanzas.tif,3249,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4923_100_1932_Matanzas,,,,,,,G4923_100_1932_Matanzas|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkq5n,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4923_100_1932_Pinar_del_Rio.tif,3250,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4923_100_1932_Pinar_del_Rio,,,,,,,G4923_100_1932_Pinar_del_Rio|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkq65,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4923_250_Depositio_de_la_Guerra_1896.tif,3251,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4923_250_Depositio_de_la_Guerra_1896,,,,,,,G4923_250_Depositio_de_la_Guerra_1896|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkq7p,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4923_Las_Villas_MID_1906.tif,3252,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4923_Las_Villas_MID_1906,,,,,,,G4923_Las_Villas_MID_1906|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkq86,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4923_Pinar_del_Rio_225_Deposito_de_la_Guerra_1896_1.tif,3253,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4923_Pinar_del_Rio_225_Deposito_de_la_Guerra_1896_1,,,,,,,G4923_Pinar_del_Rio_225_Deposito_de_la_Guerra_1896_1|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkq9q,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4923_Pinar_del_Rio_225_Deposito_de_la_Guerra_1896_2.tif,3254,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4923_Pinar_del_Rio_225_Deposito_de_la_Guerra_1896_2,,,,,,,G4923_Pinar_del_Rio_225_Deposito_de_la_Guerra_1896_2|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkqb7,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4924_10_Pichardo_1847.tif,3255,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4924_10_Pichardo_1847,,,,,,,G4924_10_Pichardo_1847|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkqcr,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4924_15_BCN_1924.tif,3256,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4924_15_BCN_1924,,,,,,,G4924_15_BCN_1924|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkqd8,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4924_20_Garcia_1929.tif,3257,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4924_20_Garcia_1929,,,,,,,G4924_20_Garcia_1929|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkqfs,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4924_H3_1762_B4_1971.tif,3258,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4924_H3_1762_B4_1971,,,,,,,G4924_H3_1762_B4_1971|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkqg9,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4924_H3_1853_B2_1998.tif,3259,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4924_H3_1853_B2_1998,,,,,,,G4924_H3_1853_B2_1998|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkqht,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4924_Habana_P2_10_USACE_1900.tif,3260,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4924_Habana_P2_10_USACE_1900,,,,,,,G4924_Habana_P2_10_USACE_1900|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkqjb,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4924_Havana_1558.tif,3261,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4924_Havana_1558,,,,,,,G4924_Havana_1558|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkqkv,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4924_Havana_1733.tif,3262,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4924_Havana_1733,,,,,,,G4924_Havana_1733|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkqmc,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4924_Marianao_P5_NS_Bellin_1763.tif,3263,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4924_Marianao_P5_NS_Bellin_1763,,,,,,,G4924_Marianao_P5_NS_Bellin_1763|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkqnw,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4924_Marianao_y_Alrededores_12_NSG_1941_1.tif,3264,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4924_Marianao_y_Alrededores_12_NSG_1941_1,,,,,,,G4924_Marianao_y_Alrededores_12_NSG_1941_1|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkqpd,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4924_Marianao_y_Alrededores_12_NSG_1941_2.tif,3265,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4924_Marianao_y_Alrededores_12_NSG_1941_2,,,,,,,G4924_Marianao_y_Alrededores_12_NSG_1941_2|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkqqx,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4924_Marianao_y_Alrededores_12_NSG_1941_3.tif,3266,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4924_Marianao_y_Alrededores_12_NSG_1941_3,,,,,,,G4924_Marianao_y_Alrededores_12_NSG_1941_3|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkqrf,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4924_Marianao_y_Alrededores_12_NSG_1941_4.tif,3267,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4924_Marianao_y_Alrededores_12_NSG_1941_4,,,,,,,G4924_Marianao_y_Alrededores_12_NSG_1941_4|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkqsz,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder4/G4924_P5_Des_Barres_1746.tif,3268,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4924_P5_Des_Barres_1746,,,,,,,G4924_P5_Des_Barres_1746|~|Drawer721_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkr12,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder1/G4582_G5_100_1GM.tif,3269,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4582_G5_100_1GM,,,,,,,G4582_G5_100_1GM|~|Drawer734_folder1,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkr2k,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder1/G4590_37_DF.tif,3270,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4590_37_DF,,,,,,,G4590_37_DF|~|Drawer734_folder1,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkr33,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder1/G4590_50_DEGC_1918.tif,3271,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4590_50_DEGC_1918,,,,,,,G4590_50_DEGC_1918|~|Drawer734_folder1,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkr4m,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder1/G4611_1_1M_1862.tif,3272,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4611_1_1M_1862,,,,,,,G4611_1_1M_1862|~|Drawer734_folder1,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkr54,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder1/G4640_500_DGG_1926.tif,3273,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4640_500_DGG_1926,,,,,,,G4640_500_DGG_1926|~|Drawer734_folder1,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkr6n,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder1/G4650_200_DGMH_1934.tif,3274,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4650_200_DGMH_1934,,,,,,,G4650_200_DGMH_1934|~|Drawer734_folder1,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkr75,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder1/G4660_NS_NP_ND.tif,3275,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4660_NS_NP_ND,,,,,,,G4660_NS_NP_ND|~|Drawer734_folder1,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkr8p,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder2/G4570_200_SAF_1921_1.tif,3276,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4570_200_SAF_1921_1,,,,,,,G4570_200_SAF_1921_1|~|Drawer734_folder2,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkr96,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder2/G4570_200_SAF_1921_2.tif,3277,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4570_200_SAF_1921_2,,,,,,,G4570_200_SAF_1921_2|~|Drawer734_folder2,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkrbq,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder2/G4570_200_SAF_1921_3.tif,3278,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4570_200_SAF_1921_3,,,,,,,G4570_200_SAF_1921_3|~|Drawer734_folder2,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkrc7,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder2/G4570_200_SAF_1921_4.tif,3279,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4570_200_SAF_1921_4,,,,,,,G4570_200_SAF_1921_4|~|Drawer734_folder2,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkrdr,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder3/G4600_100_CGE_1910_1.tif,3280,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4600_100_CGE_1910_1,,,,,,,G4600_100_CGE_1910_1|~|Drawer734_folder3,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkrf8,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder3/G4600_100_CGE_1910_2.tif,3281,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4600_100_CGE_1910_2,,,,,,,G4600_100_CGE_1910_2|~|Drawer734_folder3,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkrgs,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder3/G4600_100_CGE_1910_3.tif,3282,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4600_100_CGE_1910_3,,,,,,,G4600_100_CGE_1910_3|~|Drawer734_folder3,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkrh9,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder3/G4600_100_CGE_1910_4.tif,3283,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4600_100_CGE_1910_4,,,,,,,G4600_100_CGE_1910_4|~|Drawer734_folder3,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkrjt,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder4/4752_C2_40_IGM_1897.tif,3284,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,4752_C2_40_IGM_1897,,,,,,,4752_C2_40_IGM_1897|~|Drawer734_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkrkb,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder4/G4682_E15_500_MARI_1940.tif,3285,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4682_E15_500_MARI_1940,,,,,,,G4682_E15_500_MARI_1940|~|Drawer734_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkrmv,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder4/G4682_Isthmus_de_Tehuantepec_C2_250_Ackerman_London.tif,3286,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4682_Isthmus_de_Tehuantepec_C2_250_Ackerman_London,,,,,,,G4682_Isthmus_de_Tehuantepec_C2_250_Ackerman_London|~|Drawer734_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkrnc,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder4/G4682_Isthmus_de_Tehuantepec_USE_1851.tif,3287,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4682_Isthmus_de_Tehuantepec_USE_1851,,,,,,,G4682_Isthmus_de_Tehuantepec_USE_1851|~|Drawer734_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkrpw,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder4/G4682_P5_VAR_USE_1851.tif,3288,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4682_P5_VAR_USE_1851,,,,,,,G4682_P5_VAR_USE_1851|~|Drawer734_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkrqd,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder4/G4691_C2_1.tif,3289,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4691_C2_1,,,,,,,G4691_C2_1|~|Drawer734_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkrrx,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder4/G4691_C2_2.tif,3290,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4691_C2_2,,,,,,,G4691_C2_2|~|Drawer734_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkrsf,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder4/G4701_D1_H1_500_DEBSAF_1918.tif,3291,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4701_D1_H1_500_DEBSAF_1918,,,,,,,G4701_D1_H1_500_DEBSAF_1918|~|Drawer734_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkrtz,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder4/G4702_La_Ventosa_Salina_Cruz_P5_11_TRRC_1850.tif,3292,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4702_La_Ventosa_Salina_Cruz_P5_11_TRRC_1850,,,,,,,G4702_La_Ventosa_Salina_Cruz_P5_11_TRRC_1850|~|Drawer734_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkrvg,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder4/G4730_800_DGMH_1922.tif,3293,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4730_800_DGMH_1922,,,,,,,G4730_800_DGMH_1922|~|Drawer734_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkrw0,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder4/G4750_200_DGMH_1937_1.tif,3294,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4750_200_DGMH_1937_1,,,,,,,G4750_200_DGMH_1937_1|~|Drawer734_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkrxh,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder4/G4750_200_DGMH_1937_2.tif,3295,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4750_200_DGMH_1937_2,,,,,,,G4750_200_DGMH_1937_2|~|Drawer734_folder4,,,,,,,,,
