Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Thumbnail,Type.typeOfResource,Type.genre,Subject,Name.subject,Name.repository,Rights.statementLocal,Rights.copyrightStatus,Name.creator,Note,Title,Alt ID.local,Description.note,Coverage.geographic,AltIdentifier.local,Date.creation,Subject temporal,Format.dimensions,Format.medium,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc5n9,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc5n9_2396578_master.tif,,,,still image,,Gamelan|~|Kendang|~|Musical instruments--Indonesia|~|Music--Indonesia--Java|~|Gender (Musical instrument),"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,"Kendang, gending, and ketipung (H. Parker's J. gam.)",UC-148|~|cleth_201401_ams_uc-148,"Harrison Parker's Gamelan (photos taken in L.A.), Kendang, gending, and ketipung (H. Parker's J. gam.)",Los Angeles,2014.01|~|UCLA Study Groups,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc5n9,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc5n9/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc5rv,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc5rv_2396585_master.tif,,,,still image,,Music--Korea|~|Ajaeng|~|Musical instruments--Korea,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,A-jaeng,UC-149|~|cleth_201401_ams_uc-149,"Korean instruments, photos taken for documentary purposes of the UCLA Institute of Ethnomusicology collection",Los Angeles,2014.01|~|UCLA Study Groups,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc5rv,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc5rv/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc5sc,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc5sc_2396588_master.tif,,,,still image,,Music--Korea|~|Musical instruments--Korea|~|Pi pa,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,Hyang-p'i-p'a,UC-150|~|cleth_201401_ams_uc-150,"Korean instruments, photos taken for documentary purposes of the UCLA Institute of Ethnomusicology collection. Hyang-p'i-p'a",Los Angeles,2014.01|~|UCLA Study Groups,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc5sc,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc5sc/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc5tw,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc5tw_2396603_master.tif,,,,still image,,Music--Korea|~|Musical instruments--Korea,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,So-king-hu,cleth_201401_ams_uc-155|~|UC-155,"Korean instruments, photos taken for documentary purposes of the UCLA Institute of Ethnomusicology collection. So-king-hu",Los Angeles,UCLA Study Groups|~|2014.01,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc5tw,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc5tw/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc5vd,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc5vd_2396615_master.tif,,,,still image,,Music--Korea|~|Musical instruments--Korea,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,Wa-konghu,UC-159|~|cleth_201401_ams_uc-159,"Korean instruments, photos taken for documentary purposes of the UCLA Institute of Ethnomusicology collection. Wa-konghu",Los Angeles,2014.01|~|UCLA Study Groups,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc5vd,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc5vd/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc5wx,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc5wx_2396594_master.tif,,,,still image,,Music--Korea|~|Musical instruments--Korea,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,Kayageum,cleth_201401_ams_uc-152|~|UC-152,"Korean instruments, photos taken for documentary purposes of the UCLA Institute of Ethnomusicology collection. Kayageum",Los Angeles,2014.01|~|UCLA Study Groups,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc5wx,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc5wx/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc5xf,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc5xf_2396609_master.tif,,,,still image,,Music--Korea|~|Tʻaepʻyŏngso|~|Musical instruments--Korea,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,Tai-pyong-so,UC-157|~|cleth_201401_ams_uc-157,"Korean instruments, photos taken for documentary purposes of the UCLA Institute of Ethnomusicology collection. Tai-pyong-so",Los Angeles,UCLA Study Groups|~|2014.01,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc5xf,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc5xf/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc5zz,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc5zz_2396591_master.tif,,,,still image,,Music--Korea|~|Musical instruments--Korea,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,Jwago,UC-151|~|cleth_201401_ams_uc-151,"Korean instruments, photos taken for documentary purposes of the UCLA Institute of Ethnomusicology collection. Jwago",Los Angeles,2014.01|~|UCLA Study Groups,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc5zz,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc5zz/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc60z,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc60z_2396618_master.tif,,,,still image,,Music--Korea|~|Musical instruments--Korea,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,Wolgeum,cleth_201401_ams_uc-160|~|UC-160,"Korean instruments, photos taken for documentary purposes of the UCLA Institute of Ethnomusicology collection. Wolgeum",Los Angeles,UCLA Study Groups|~|2014.01,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc60z,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc60z/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc61g,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc61g_2396612_master.tif,,,,still image,,Music--Korea|~|Musical instruments--Korea,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,Tongso,UC-158|~|cleth_201401_ams_uc-158,"Korean instruments, photos taken for documentary purposes of the UCLA Institute of Ethnomusicology collection. Tongso.",Los Angeles,2014.01|~|UCLA Study Groups,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc61g,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc61g/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc620,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc620_2396597_master.tif,,,,still image,,Music--Korea|~|Pʻiri|~|Musical instruments--Korea,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,Nabal,cleth_201401_ams_uc-153|~|UC-153,"Korean instruments, photos taken for documentary purposes of the UCLA Institute of Ethnomusicology collection. Nabal, possibly related to the P'iri",Los Angeles,2014.01|~|UCLA Study Groups,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc620,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc620/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc63h,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc63h_2396606_master.tif,,,,still image,,Music--Korea|~|Taegŭm|~|Musical instruments--Korea,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,Taegum and Choongeum,UC-156|~|cleth_201401_ams_uc-156,"Korean instruments, photos taken for documentary purposes of the UCLA Institute of Ethnomusicology collection. Taegum and Choongeum",Los Angeles,UCLA Study Groups|~|2014.01,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc63h,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc63h/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc641,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc641_2396621_master.tif,,,,still image,,Music--Korea|~|Yanggŭm|~|Musical instruments--Korea,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,Yanggeum,UC-161|~|cleth_201401_ams_uc-161,"Korean instruments, photos taken for documentary purposes of the UCLA Institute of Ethnomusicology collection. Yanggeum.",Los Angeles,UCLA Study Groups|~|2014.01,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc641,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc641/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc65j,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc65j_2396600_master.tif,,,,still image,,Music--Korea|~|Musical instruments--Korea,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,So,UC-154|~|cleth_201401_ams_uc-154,"Korean instruments, photos taken for documentary purposes of the UCLA Institute of Ethnomusicology collection. So",Los Angeles,2014.01|~|UCLA Study Groups,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc65j,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc65j/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc683,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc683_2396660_master.tif,,,,still image,,Harp|~|Xylophone|~|Guitarrón|~|Musical instruments--Mexico|~|Music--Mexico,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,"Guitarron and other Mexican inst (Donn Borcherdt), UCLA, Aug. '63",cleth_201401_ams_uc-162|~|UC-162,"Mexico: UCLA Study Group, Donn Borcherdt with Guitarron, harp, guitars, xylophone",Los Angeles,2014.01|~|UCLA Study Groups,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc683,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc683/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc69m,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc69m_2396669_master.tif,,,,still image,,Harp|~|Xylophone|~|Musical instruments--Mexico|~|Music--Mexico|~|Guitar,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,Mexican xylophone played by Donn Borcherdt,UC-165|~|cleth_201401_ams_uc-165,"Mexico: UCLA Study Group, Mexican xylophone played by Donn Borcherdt",Los Angeles,2014.01|~|UCLA Study Groups,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc69m,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc69m/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc6b4,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc6b4_2396666_master.tif,,,,still image,,Harp|~|Guitarrón|~|Musical instruments--Mexico|~|Music--Mexico,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,"Guitarron played by Donn B., UCLA, Aug. '63",UC-164|~|cleth_201401_ams_uc-164,"Mexico: UCLA Study Group, Donn Borcherdt with Guitarron",Los Angeles,2014.01|~|UCLA Study Groups,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc6b4,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc6b4/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc6cn,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc6cn_2396663_master.tif,,,,still image,,Harp|~|Xylophone|~|Guitarrón|~|Musical instruments--Mexico|~|Music--Mexico,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,"Guitarron played by Donn B., UCLA, Aug. '63",UC-163|~|cleth_201401_ams_uc-163,"Mexico: UCLA Study Group, Guitarron played by Donn B.",Los Angeles,UCLA Study Groups|~|2014.01,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc6cn,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc6cn/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc6d5,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc6d5_2396672_master.tif,,,,still image,,Harp|~|Xylophone|~|Musical instruments--Mexico|~|Music--Mexico|~|Guitar,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,"Mexican xylophone played by Donn Borcherdt, UCLA, Aug. '63",UC-166|~|cleth_201401_ams_uc-166,"Mexico: UCLA Study Group, Mexican xylophone played by Donn Borcherdt, UCLA, Aug. '63",Los Angeles,UCLA Study Groups|~|2014.01,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc6d5,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc6d5/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc6fp,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc6fp_2396675_master.tif,,,,still image,,Music--Philppines|~|Musical instruments--Philippines|~|Musical instruments--Indonesia|~|Music--Indonesia--Java,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,Gongs agung and babandil (Phil.) gong bende (Java),UC-167|~|cleth_201401_ams_uc-167,"Philipines: UCLA Instruments, Gongs agung and babandil (with Javanese gong bende)",Los Angeles,UCLA Study Groups|~|2014.01,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc6fp,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc6fp/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc6g6,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc6g6_2396678_master.tif,,,,still image,,Intabulations (Lute),"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,Lute tabl. (XVI century),cleth_201401_ams_uc-168|~|UC-168,"Lut tablature of XVI century- taken from W. Apel, ""Polyphonic Notation Before 1750""",,UCLA Study Groups|~|2014.01,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc6g6,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc6g6/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc6hq,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc6hq_2396684_master.tif,,,,still image,,Music--India|~|Musical instruments--India|~|Tabla,"Kassebaum, Gayathri Rajapur, 1938-|~|University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,Tabla and baya in the UCLA Instrument collection,UC-174b|~|cleth_201401_ams_uc-174b,UCLA Instrument collection: India. Tabla. Played by Gayathri Rajapur,Los Angeles,UCLA Study Groups|~|2014.01,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc6hq,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc6hq/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc6j7,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc6j7_2396681_master.tif,,,,still image,,Music--India|~|Gottuvadyam|~|Musical instruments--India,"Kassebaum, Gayathri Rajapur, 1938-|~|University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,Vina in the UCLA Instrument collection,cleth_201401_ams_uc-174a|~|UC-174a,"UCLA Instrument collection, vina (Gottuvadayam) played by Gayathri Rajapur",Los Angeles,UCLA Study Groups|~|2014.01,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc6j7,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc6j7/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc6kr,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc6kr_2396711_master.tif,,,,still image,,Dance--Indonesia|~|Dance drama|~|Music--Indonesia--Java,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,"UCLA Javanese Ramayana rehearsal, UCLA 1969",cleth_201401_ams_uc-183|~|UC-183,"UCLA Study Group: Java, Ramayana dress rehearsal 4-24-69 UCLA",Los Angeles,2014.01|~|UCLA Study Groups,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc6kr,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc6kr/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc6m8,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc6m8_2396714_master.tif,,,,still image,,Dance--Indonesia|~|Dance drama|~|Music--Indonesia--Java,"Mitoma, Judith|~|University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,"UCLA Javanese Ramayana rehearsal, UCLA 1969",cleth_201401_ams_uc-184|~|UC-184,"UCLA Study Group: Java, Ramayana dress rehearsal 4-24-69 UCLA",Los Angeles,2014.01|~|UCLA Study Groups,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc6m8,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc6m8/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002kc6ns,ark:/21198/zz0025k1q4,4,Completed,Work,ethnophotos/image/21198-zz002kc6ns_2396708_master.tif,,,,still image,,Dance--Indonesia|~|Dance drama|~|Music--Indonesia--Java,"University of California, Los Angeles. Department of Music|~|University of California, Los Angeles. Institute of Ethnomusicology","University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,"UCLA Javanese Ramayana rehearsal, UCLA 1969",UC-182|~|cleth_201401_ams_uc-182,"UCLA Study Group: Java, Ramayana dress rehearsal 4-24-69 UCLA",Los Angeles,UCLA Study Groups|~|2014.01,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc6ns,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kc6ns/manifest
