Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Thumbnail,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject.descriptiveTopic,Name.architect,Rights.rightsHolderContact,Name.subject,Name.photographer,Subject,Relation.isPartOf,Name.repository,Rights.permission,Name.creator,Subject.conceptTopic,Description.longitude,Description.fundingNote,Title,Alt ID.local,Format.extent,Format.medium,Description.latitude,Date.normalized,Coverage.geographic,Summary,Description.note,Description.caption,Date.creation,Contents note,Subject temporal,AltTitle.other,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h304q,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0151.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z California $z Palos Verdes Estates,"Williams, Paul R., 1894-1980",,"Reynolds residence (Palos Verdes Estates, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.403955,Access to this collection is generously supported by Arcadia funds.,"Reynolds residence from the driveway, Palos Verdes Estates, 1927",uclamss_119_0151,1 photographic negative,b&w nitrate negative,33.794326,1927-10-15,California--Palos Verdes Estates,,"Myra and Emily Reynolds were the original owners of this house located at 1501 Via Montemar, Palos Verdes Estates (Malaga Cove). Built in 1925, it is a two-story, seven-room stucco house with a tile roof, enclosed patio and attached garage, and it overlooks Bluff Cove. The architect was Paul R. Williams and the builder was C.E. McFadyen.|~|Photograph taken by Olive Percival of the patio of the home of Myra and Emily Reynolds in Palos Verdes Estates, from the driveway, with the garage on the right.|~|Paul R. Williams was an African American architect base in Angeles, California. He practiced largely in Southern California and designed the homes of numerous celebrities, including Frank Sinatra, Lucille Ball and Desi Arnaz, Lon Chaney, and Charles Correll. He also designed many public and private buildings. Williams became the first African-American member of the American Institute of Architects (AIA) in 1923.","Text from negative sleeve: Myra Reynolds' Home ... (Films) taken 15 Oct., 1927","October 15, 1927",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h304q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h304q/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h3057,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0152.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Missions $z California $z Oceanside|~|Monks $z California $z Oceanside|~|Franciscans $z California $z Oceanside,,,"Mission San Luis Rey de Francia (Oceanside, Calif.)|~|O'Keefe, Joseph Jeremiah, $d 1845-1915","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Father Joseph Jeremiah O'Keefe O.F.M. at Mission San Luis Rey de Francia, Oceanside, 1899",uclamss_119_0152,1 photographic negative,b&w nitrate negative,,1899,California--Oceanside,,Father Joseph Jeremiah O'Keefe O.F.M. standing in profile next to a colonnade at the Mission San Luis Rey de Francia,"Text from negative sleeve: Father O'Keefe, 1899, San Luis Rey.|~|Handwritten on negative: 1899",1899,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3057,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h3057/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h306r,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0153.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Mount Wilson (Calif.)|~|Pines $z California $z Angeles National Forest,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.066180,Access to this collection is generously supported by Arcadia funds.,"Large pine tree with a ranger (?) standing on the right, Mount Wilson, 1920",uclamss_119_0153,1 photographic negative,b&w nitrate negative,34.226393,1920-06-09,California--Angeles National Forest,,Photograph of a ranger (?) standing next to a large pine tree on Mount Wilson.,Text from negative sleeve: Mount Wilson 6/'92. Mt. Wilson 6/20|~|Handwritten on negative: 6-9-20,"June 9, 1920",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h306r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h306r/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h3078,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0154.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Mount Wilson (Calif.),,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.066180,Access to this collection is generously supported by Arcadia funds.,"Cat beneath a straw hat resting on a bush, Mount Wilson, 1920",uclamss_119_0154,1 photographic negative,b&w nitrate negative,34.226393,1920-06-09,California--Angeles National Forest,,"Cat eating (?) beneath straw hat resting on bush on Mount Wilson, photographed by Olive Percival",Text from negative sleeve: Mount Wilson 6/'92. Mt. Wilson 6/20|~|Handwritten on negative: Mt. Wilson 6-9-20,"June 9, 1920",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3078,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h3078/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h308s,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0155.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Arroyo Seco (Los Angeles County, Calif.)|~|Streams $z California $z Los Angeles",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.17534,Access to this collection is generously supported by Arcadia funds.,"Stream in Olive Percival's Arroyo Seco neighborhood, Los Angeles, 1898-1899",uclamss_119_0155,1 photographic negative,b&w nitrate negative,34.115908,1898/1899,California--Los Angeles,,View of a stream and stream banks in Olive Percival's Arroyo Seco Neighborhood,Text from negative sleeve: Arroyo Neighborhood...Mother's tree ....Hill c. 1898-9. Bridge,[1898-1899],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h308s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h308s/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h3099,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0156.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Arroyo Seco (Los Angeles County, Calif.)",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.17534,Access to this collection is generously supported by Arcadia funds.,"Railroad crossing sign in Olive Percival's Arroyo Seco neighborhood, Los Angeles, 1898-1899",uclamss_119_0156,1 photographic negative,b&w nitrate negative,34.115908,1898/1899,,,"View down a dirt road towards a sign reading ""Railroad Crossing, Stop Look Listen"" in Olive Percival's Arroyo Seco neighborhood",Text from negative sleeve: Arroyo Neighborhood...Mother's tree ....Hill c. 1898-9. Bridge,[1898-1899],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3099,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h3099/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h30bt,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0157.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Arroyo Seco (Los Angeles County, Calif.)",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.176069,Access to this collection is generously supported by Arcadia funds.,"Arroyo Seco landscape in Olive Percival's neighborhood, Los Angeles, 1898-1899",uclamss_119_0157,1 photographic negative,b&w nitrate negative,34.117045,1898/1899,California--Los Angeles,,"Arroyo Seco landscape in Olive Percival's neighborhood with grasses, shrubs and river rocks",Text from negative sleeve: Arroyo Neighborhood...Mother's tree ....Hill c. 1898-9. Bridge,[1898-1899],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h30bt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h30bt/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h30cb,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0158.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Churches $z California $z Los Angeles|~|Arroyo Seco (Los Angeles County, Calif.)",,,"Church of the Angels (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.176233,Access to this collection is generously supported by Arcadia funds.,"Church of the Angels along the Arroyo Seco, Los Angeles, 1898-1899",uclamss_119_0158,1 photographic negative,b&w nitrate negative,34.125268,1898/1899,,,"The church of the Angeles, at 1100 North Avenue 64, is the oldest church along the Arroyo Seco. It was built by Francis Campbell-Johnson as a memorial to her husband, Alexander, and a place of worship for the people of Garvanza. The church is faced in sandstone that was hauled from quarries in the San Fernando valley. The interior walls of the church are of red pressed brick, and the ceiling is of redwood.",Text from negative sleeve: Arroyo Neighborhood...Mother's tree ....Hill c. 1898-9. Bridge,[1898-1899],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h30cb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h30cb/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h30dv,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0159.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Arroyo Seco (Los Angeles County, Calif.)",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.17534,Access to this collection is generously supported by Arcadia funds.,"View down a dirt road in Olive Percival's Arroyo Seco neighborhood, Los Angeles, 1898-1899",uclamss_119_0159,1 photographic negative,b&w nitrate negative,34.115908,1898/1899,California--Los Angeles,,View down a dirt road in Olive Percival's Arroyo Seco neighborhood. A railroad crossing sign is in the distance on the left,Text from negative sleeve: Arroyo Neighborhood...Mother's tree ....Hill c. 1898-9. Bridge,[1898-1899],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h30dv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h30dv/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h30fc,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0160.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Arroyo Seco (Los Angeles County, Calif.)",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.17534,Access to this collection is generously supported by Arcadia funds.,"Landscape view in Olive Percival's Arroyo Seco neighborhood, Los Angeles, 1898-1899",uclamss_119_0160,1 photographic negative,b&w nitrate negative,34.115908,1898/1899,California--Los Angeles,,"Landscape view in Olive Percival's Arroyo Seco neighborhood with paths leading to  area with trees, and a hill and telephone poles on the left",Text from negative sleeve: Arroyo Neighborhood...Mother's tree ....Hill c. 1898-9. Bridge,[1898-1899],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h30fc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h30fc/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h30gw,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0161.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Bridges $z California $z Los Angeles|~|Arroyo Seco (Los Angeles County, Calif.)|~|York Boulevard Bridge (Los Angeles, Calif.)",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.176852,Access to this collection is generously supported by Arcadia funds.,"York Boulevard Bridge in the Arroyo Seco neighborhood of Olive Percival, Los Angeles, 1898-1899",uclamss_119_0161,1 photographic negative,b&w nitrate negative,34.11216,1898/1899,California--Los Angeles,,View of York Bridge spanning the Arroyo Seco in Los Angeles,Text from negative sleeve: Arroyo Neighborhood...Mother's tree ....Hill c. 1898-9. Bridge,[1898-1899],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h30gw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h30gw/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h30hd,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0162.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Arroyo Seco (Los Angeles County, Calif.)",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.17534,Access to this collection is generously supported by Arcadia funds.,"View down San Pascual Avenue (?) in Olive Percival's Arroyo Seco neighborhood, Los Angeles, 1898-1899",uclamss_119_0162,1 photographic negative,b&w nitrate negative,34.115908,1898/1899,California--Los Angeles,,"View down unpaved San Pascual Avenue (?) in Olive Percival's Arroyo Seco neighborhood from a path on the right of the road, with a house on the left.",Text from negative sleeve: Arroyo Neighborhood...Mother's tree ....Hill c. 1898-9. Bridge,[1898-1899],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h30hd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h30hd/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h30jx,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0163.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Patios $z California $z Vista|~|Gardens $z California $z Vista,,,"Rancho Guajome Adobe (Vista, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-117.254017,Access to this collection is generously supported by Arcadia funds.,"Rancho Guajome Adobe patio garden, Vista vicinity, (1897?)",uclamss_119_0163,1 photographic negative,b&w nitrate negative,33.233205,1897,California--Vista,,,Text from negative sleeve: Guajome. San Diego,[1897?],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h30jx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h30jx/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h30kf,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0164.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,,,,"Rancho Guajome Adobe (Vista, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-117.253738,Access to this collection is generously supported by Arcadia funds.,"Rancho Guajome Adobe, Vista vicinity, (1897?)",uclamss_119_0164,1 photographic negative,b&w nitrate negative,33.233335,1897,California--Vista,,,Text from negative sleeve: Guajome. San Diego,[1897?],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h30kf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h30kf/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h30mz,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0165.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Fountains $z California $z Los Angeles|~|Missions $z California $z Los Angeles,,,"San Fernando, Rey de España (Mission : San Fernando, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.46158,Access to this collection is generously supported by Arcadia funds.,"Fountain at the Mission San Fernando, Rey de España, Los Angeles, 1915",uclamss_119_0165,1 photographic negative,b&w nitrate negative,34.273491,1915-04-15,California--Los Angeles,,,Text from negative sleeve: San Fernando 1915|~|Handwritten on negative: 4-13-15,"April 13, 1915",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h30mz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h30mz/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h30ng,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0166.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Monterey Bay shoreline, 1900-1930",uclamss_119_0166,1 photographic negative,b&w nitrate negative,,1900/1930,California--Monterey Bay,,Photography of the shoreline on the Monterey Bay|~|Shoreline view in the area of Monterey Bay,,[between 1900-1930],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h30ng,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h30ng/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h30p0,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0167.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Cathedrals $z California $z Monterey|~|Historic buildings $z California $z Monterey,,,"Royal Presidio Chapel (Monterey, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-121.89032524824142,Access to this collection is generously supported by Arcadia funds.,"Royal Presidio Chapel, Monterey, 1900-1930",uclamss_119_0167,1 photographic negative,b&w nitrate negative,36.595785249014874,1900/1930,,,"Also known as the Cathedral of San Carlos Borromeo, the Royal Presidio Chapel is a Roman Catholic cathedral built in 1794. It is the oldest continuously operating parish and the oldest stone building in California. It is the only existing presidio chapel in California and the only existing building in the original Monterey Presidio. The church was founded by the Franciscan Father Junípero Serra as the chapel of Mission San Carlos Borromeo de Carmelo on June 3, 1770. Father Serra first established the original mission in Monterey at this location on June 3, 1770, near the native village of Tamo. However, Father Serra became engaged in a power struggle with Military Governor Pedro Fages, who was headquartered at the Presidio of Monterey. Serra relocated the mission to its current location in the present-day town of Carmel. The new mission was named Mission San Carlos Borromeo de Carmelo.|~|Exterior view of the front of the Cathedral",,[between 1900-1930],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h30p0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h30p0/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h30qh,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0168.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z California $z Monterey,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Wooden house on street corner, Monterey, 1900-1930",uclamss_119_0168,1 photographic negative,b&w nitrate negative,,1900/1930,California--Monterey,,Photograph of a deteriorating wooden house on the corner of an unpaved street in Monterey,,[between 1900-1930],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h30qh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h30qh/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h30r1,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0169.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Customhouses $z California $z Monterey|~|Adobe buildings $z California $z Monterey,,,"Custom House (Monterey, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-121.89343929290771,Access to this collection is generously supported by Arcadia funds.,"Exterior view of the first custom house in California, Monterey, 1900-1930",uclamss_119_0169,1 photographic negative,b&w nitrate negative,36.60353940363505,1900/1930,California--Monterey,,View of the adobe custom house with covered balcony. The custom house was built around 1827 by the Mexican government in the Pueblo de Monterey.,,[between 1900-1930],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h30r1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h30r1/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h30sj,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0170.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z California $z Monterey,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"House on dirt road, Monterey, 1900-1930",uclamss_119_0170,1 photographic negative,b&w nitrate negative,,1900/1930,California--Monterey,,,,[between 1900-1930],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h30sj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h30sj/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h30t2,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0171.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Pines $z California $z Monterey,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Monterey pine, Monterey vicinity, 1900-1930",uclamss_119_0171,1 photographic negative,b&w nitrate negative,,1900/1930,California--Monterey,,,,[between 1900-1930],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h30t2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h30t2/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h30vk,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0172.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Customhouses $z California $z Monterey|~|Adobe buildings $z California $z Monterey,,,"Custom House (Monterey, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Exterior view of the first custom house in California, Monterey, 1900-1930",uclamss_119_0172,1 photographic negative,b&w nitrate negative,,1900/1930,,,View of the adobe custom house with covered balcony next to a railroad track. Two men and a woman are visible. The custom house was built around 1827 by the Mexican government in the Pueblo de Monterey.,,[between 1900-1930],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h30vk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h30vk/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h30w3,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0173.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z California $z Monterey,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"House and elongated building on a dirt road, Monterey, 1900-1930",uclamss_119_0173,1 photographic negative,b&w nitrate negative,,1900/1930,California--Monterey,,,,[between 1900-1930],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h30w3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h30w3/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h30xm,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0174.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Family in open coastal area looking out towards the water, Monterey vicinity, 1900-1930",uclamss_119_0174,1 photographic negative,b&w nitrate negative,,1900/1930,California--Monterey,,,,[between 1900-1930],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h30xm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h30xm/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h30z4,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0175.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z California $z Monterey,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Wooden house on street corner, Monterey, 1900-1930",uclamss_119_0175,1 photographic negative,b&w nitrate negative,,1900/1930,California--Monterey,,Photograph of a deteriorating wooden house on the corner of an unpaved street in Monterey,,[between 1900-1930],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h30z4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h30z4/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h3104,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0176.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Pines $z California $z Monterey,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Distant view of the coastline through Monterey pines, Monterey vicinity, 1900-1930",uclamss_119_0176,1 photographic negative,b&w nitrate negative,,1900/1930,California--Monterey,,,,[between 1900-1930],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3104,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h3104/manifest
