Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9htm,Page,ethiopian/masters/21198-zz001h9htm_1283581_master.tif,Ms. 16_1,,,1,Page 1,,,pd,,gez,,,,,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9htm,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9hv4,Page,ethiopian/masters/21198-zz001h9hv4_1283584_master.tif,Ms. 16_2,,,2,Page 2,,,pd,,gez,,,,,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Miracle of St. Mary ተአምረ ማርያም ; ተአምሪሃ፡ ለእግዝእትነ፡ ማርያ፡ ወላዲተ፡ አምላክ፡ ጸሎታ፡ ወበረከታ፡ የሃሉ፡ ምስለ፡ ገብራ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9hv4,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9j79,Page,ethiopian/masters/21198-zz001h9j79_1283617_master.tif,Ms. 16_13,,,13,Page 13,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9j79,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9j8t,Page,ethiopian/masters/21198-zz001h9j8t_1283620_master.tif,Ms. 16_14,,,14,Page 14,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9j8t,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9j9b,Page,ethiopian/masters/21198-zz001h9j9b_2402123_master.tif,Ms. 16_15,,,15,Page 15,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9j9b,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9jbv,Page,ethiopian/masters/21198-zz001h9jbv_1283623_master.tif,Ms. 16_16,,,16,Page 16,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9jbv,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9jcc,Page,ethiopian/masters/21198-zz001h9jcc_1283626_master.tif,Ms. 16_17,,,17,Page 17,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9jcc,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9jdw,Page,ethiopian/masters/21198-zz001h9jdw_1283629_master.tif,Ms. 16_18,,,18,Page 18,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9jdw,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9jfd,Page,ethiopian/masters/21198-zz001h9jfd_1283636_master.tif,Ms. 16_19,,,19,Page 19,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9jfd,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9jgx,Page,ethiopian/masters/21198-zz001h9jgx_1283639_master.tif,Ms. 16_20,,,20,Page 20,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9jgx,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9jhf,Page,ethiopian/masters/21198-zz001h9jhf_1283642_master.tif,Ms. 16_21,,,21,Page 21,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9jhf,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9jjz,Page,ethiopian/masters/21198-zz001h9jjz_1283645_master.tif,Ms. 16_22,,,22,Page 22,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9jjz,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9jkg,Page,ethiopian/masters/21198-zz001h9jkg_1283648_master.tif,Ms. 16_23,,,23,Page 23,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9jkg,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9jm0,Page,ethiopian/masters/21198-zz001h9jm0_1283651_master.tif,Ms. 16_24,,,24,Page 24,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9jm0,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9jnh,Page,ethiopian/masters/21198-zz001h9jnh_1283654_master.tif,Ms. 16_25,,,25,Page 25,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9jnh,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9jp1,Page,ethiopian/masters/21198-zz001h9jp1_1283657_master.tif,Ms. 16_26,,,26,Page 26,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9jp1,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9jqj,Page,ethiopian/masters/21198-zz001h9jqj_1283660_master.tif,Ms. 16_27,,,27,Page 27,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9jqj,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9jr2,Page,ethiopian/masters/21198-zz001h9jr2_1283663_master.tif,Ms. 16_28,,,28,Page 28,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9jr2,
