"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Subject temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz00286z98","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286zhc","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Pingxiang Xian (Jiangxi Sheng, China)|~|Yuanzhou Fu (China)|~|Jiangxi Sheng (China)","","","uclamss_1372_b20_025|~|Microfilm R2-77","1892 Palace Examination - Li Yu","李豫|~|Li Yu","光緒十八年殿試-李豫","","","應殿試舉人臣李豫年叁拾壹歲江西袁州萍鄉縣人由附生應光緒拾柒年鄉試中式由舉人應光緒拾捌年會試中式今應殿試謹將三代腳色開具於後一 三 代        曾祖錫璠 祖文湘 父有棻|~|二甲第四十八名|~|Age: 31|~|Rank 2 No. 48|~|Province: Jiangxi Sheng (China)","1892","1892","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00286z98/manifest"
"Han Yu-Shan Collection","ark:/21198/zz00286zc9","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286zpz","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Hunan Sheng (China)|~|Hengzhou Fu (China)|~|Changning Xian (Hunan Sheng, China)","","","uclamss_1372_b20_026|~|Microfilm R2-78","1892 Palace Examination - Wang Liangbi","王良弼|~|Wang Liangbi","光緒十八年殿試-王良弼","","","應殿試舉人臣王良弼年叁拾陸歲湖南衡州府常甯縣人由附生應光緒拾壹年鄉試中式由舉人應光緒拾捌年會試中式今應殿試謹將三代腳色開具於後一 三 代        曾祖萬闔 祖國侃 父鎮興|~|二甲第十八名|~|Age: 36|~|Rank 2 No. 18|~|Province: Hunan Sheng (China)","1892","1892","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00286zc9/manifest"
"Han Yu-Shan Collection","ark:/21198/zz00286zt1","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286zvj","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)","","Civil service--China--Examinations.","uclamss_1372_b20_027|~|Microfilm R2-78b","1892 Palace Examination - Liu Zhongqiong","劉鍾瓊|~|Liu Zhongqiong","光緒十八年殿試-劉鍾瓊","","","三甲第一百十六名|~|應殿試舉人臣劉鍾瓊年叁拾貳歲貴州貴陽府人由廩生應光緒拾伍年鄉試中式由舉人應光緒拾捌年會試中式今應殿試謹將三代腳色開具於後一 三 代        曾祖其潔 祖懋績 父貴元|~|Age: 32|~|Rank 3 No. 116|~|Province: Guizhou Sheng (China)","1892","1892","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00286zt1/manifest"
"Han Yu-Shan Collection","ark:/21198/zz00286zw2","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028702k","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guangzhou (China)|~|Guangdong Sheng (China)|~|Panyu Xian (China)","","","uclamss_1372_b20_028|~|Microfilm R2-79","1892 Palace Examination - Lin Guogeng","林國賡|~|Lin Guogeng","光緒十八年殿試-林國賡","","","應殿試舉人臣林國賡年叁拾捌歲廣東廣州番禺縣人由廩生應光緒拾肆年鄉試中式由舉人應光緒拾捌年會試中式今應殿試謹將三代腳色開具於後一 三 代        曾祖泉 祖子元 父有程|~|二甲第三十二名|~|Age: 38|~|Rank 2 No. 32|~|Province: Guangdong Sheng (China)","1892","1892","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00286zw2/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0028704m","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287096","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Taiping Xian (Anhui Sheng, China)|~|Ningguo Fu (China)|~|Anhui Sheng (China)","","Civil service--China--Examinations.","uclamss_1372_b20_029|~|Microfilm R2-81","1892 Palace Examination - Hu Jihuan","胡繼瑗|~|Hu Jihuan","光緒十八年殿試-胡繼瑗","","","應殿試舉人臣胡繼瑗年叁拾伍歲安徽甯國府太平縣人由附生應光緒拾肆年鄉試中式由舉人應光緒拾捌年會試中式今應殿試謹將三代腳色開具於後一 三 代        曾漸翼 祖有炳 父瑞華|~|二甲第二十六名|~|Age: 35|~|Rank 2 No. 26|~|Province: Anhui Sheng (China)","1892","1892","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028704m/manifest"
"Han Yu-Shan Collection","ark:/21198/zz00287054","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002870f8","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Gan Xian (China)|~|Jiangxi Sheng (China)|~|Ganzhou Fu (Jiangxi Sheng, China)","","Civil service--China--Examinations.","Microfilm R2-82|~|uclamss_1372_b20_030","1892 Palace Examination - Chen Cunzhi","陳存志|~|Chen Cunzhi","光緒十八年殿試-陳存志","","","三甲第八十三名|~|應殿試舉人臣陳存志年叁拾柒歲江西贛州府贛縣人由增生應光緒伍年鄉試中式由舉人應光緒拾捌年會試中式今應殿試謹將三代腳色開具於後一 三 代        曾祖昌遴 祖日銘 父瑞勉清|~|Age: 37|~|Rank 3 No. 83|~|Province: Jiangxi Sheng (China)","1892","1892","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00287054/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0028708p","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002872gr","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Qin Zhou (Shanxi Sheng, China)|~|Shanxi Sheng (China)|~|Wuxiang Xian (China)","","","Microfilm R3-17|~|uclamss_1372_b22_002","1903 Palace Examination - Li Huabing","李華炳|~|Li Huabing","光緒二十九年殿試-李華炳","","","應殿試舉人臣李華炳年叁拾捌歲山西沁州武鄉縣人由廩生應光緒拾伍年鄉試中式由舉人應光緒貳拾玖年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖螢	祖三錫	父金鼎|~|二甲第一零三名|~|Age: 38|~|Rank 2 No. 103|~|Province: Shanxi Sheng (China)","1903","1903","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028708p/manifest"
"Han Yu-Shan Collection","ark:/21198/zz002870kb","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002870mv","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Anqing Fu (Anhui Sheng, China)|~|Tongcheng Xian (Anhui Sheng, China)|~|Anhui Sheng (China)","","Civil service--China--Examinations.","uclamss_1372_b22_001|~|Microfilm R3-16","1903 Palace Examination - Fang Luzhong","方履中|~|Fang Luzhong","方履中","","","二甲第一百十二名|~|應殿試舉人臣方履中年拾叁拾歲貴安徽安慶府桐城縣人由拔貢生應光緒貳拾捌年鄉試中式由舉人應光緒貳拾玖年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖傳琪	祖寶光	父元衡|~|Rank 2 No. 112|~|Age: 30|~|Province: Anhui Sheng (China)","1903","1903","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002870kb/manifest"
"Han Yu-Shan Collection","ark:/21198/zz002872mt","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002872nb","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Shanxi Sheng (China)|~|Pingding Zhou (Shanxi Sheng, China)","","Civil service--China--Examinations.","Microfilm R3-18|~|uclamss_1372_b22_003","1903 Palace Examination - Li Shenwu","李慎五|~|Li Shenwu","光緒二十九年殿試-李慎五","","","叁甲第一百七十二名|~|應殿試舉人臣李慎五年叁拾伍歲山西平定州人由廩膳生應光緒貳拾年鄉試中式由舉人應光緒貳拾玖年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖其榮	祖占魁	父朝陽|~|Age: 35|~|Rank 3 No. 172|~|Province: Shanxi Sheng (China)","1903","1903","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002872mt/manifest"
"Han Yu-Shan Collection","ark:/21198/zz002872pv","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002872tx","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Huzhou Fu (China)|~|Zhejiang Sheng (China)|~|Wucheng Xian (Zhejiang Sheng, China)","","Civil service--China--Examinations.","uclamss_1372_b22_004|~|Microfilm R3-19","1903 Palace Examination - Niu Zeshen","鈕澤晟|~|Niu Zeshen","光緒二十九年殿試-鈕澤晟","","","應殿試舉人臣鈕澤晟年叁拾捌歲浙江湖州府烏程縣人由廩膳生應光緒貳拾叁年鄉試中式由舉人應光緒貳拾玖年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖福元	祖承緒	父家榮|~|二甲第一百二十名|~|Age: 38|~|Rank 2 No. 120|~|Province: Zhejiang Sheng (China)","1903","1903","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002872pv/manifest"
"Han Yu-Shan Collection","ark:/21198/zz002872z0","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287300","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guangzhou (China)|~|Guangdong Sheng (China)|~|Nanhai Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b22_005|~|Microfilm R3-20","1903 Palace Examination - Ou Dayuan","區大原|~|Ou Dayuan","光緒二十九年殿試-區大原","","","應殿試舉人臣區大原年貳拾伍歲廣東廣州府南海縣人由附生應光緒貳拾柒年鄉試中式由舉人應光緒貳拾玖年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖可蕃	祖均修	父蔭基|~|三甲第一百四十六名|~|Age: 25|~|Rank 3 No. 146|~|Province: Guangdong Sheng (China)","1903","1903","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002872z0/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0028731h","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287363","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","Civil service--China--Examinations.","uclamss_1372_b22_006|~|Microfilm R3-21","1903 Palace Examination - Tang Ruitong","唐瑞銅|~|Tang Ruitong","光緒二十九年殿試-唐瑞銅","","","二甲第七名|~|應殿試舉人臣唐瑞銅年叁拾肆歲貴州貴陽府貴築縣人由附生應光緒拾玖年鄉試中式由舉人應光緒貳拾玖年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖樹義	本生 祖 炯 炳	父我圻|~|Age: 34|~|Rank 2 No. 7|~|Province: Guizhou Sheng (China)","1903","1903","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028731h/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0028733j","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002873b5","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Qiantang Xian (China)|~|Zhejiang Sheng (China)|~|Hangzhou (China)","","Civil service--China--Examinations.","uclamss_1372_b22_007|~|Microfilm R3-22","1903 Palace Examination - Wu Zengren","武曾任|~|Wu Zengren","光緒二十九年殿試-武曾任","","","應殿試舉人臣武曾任年叁拾壹歲浙江杭州府錢塘縣人由附生應光緒拾捌年鄉試中式由舉人應光緒貳拾玖年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖涖莊	祖守恆	父家鈞|~|三甲第一百名|~|Age: 31|~|Rank 3 No. 100|~|Province: Zhejiang Sheng (China)","1903","1903","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028733j/manifest"
"Han Yu-Shan Collection","ark:/21198/zz002873g7","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002873hr","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Lin'an Fu (Yunnan Sheng, China)|~|Yunnan Sheng (China)|~|Shiping Zhou (Yunnan Sheng, China)","","Civil service--China--Examinations.","uclamss_1372_b22_008|~|Microfilm R3-23","1903 Palace Examination - Hu Shangyi","胡商彝|~|Hu Shangyi","光緒二十九年殿試-胡商彝","","","三甲第八十名|~|應殿試舉人臣胡商彝年貳拾陸歲雲南臨安府石屏州人由廩生應光緒貳拾柒年鄉試中式由舉人應光緒貳拾玖年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖椿	祖文熙	父懋楨|~|Province: Yunnan Sheng (China)|~|Age: 26|~|Rank 3 No. 80","1903","1903","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002873g7/manifest"
"Han Yu-Shan Collection","ark:/21198/zz002873j8","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002875sv","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Wu Xian (China)|~|Jiangsu Sheng (China)|~|Suzhou (Jiangsu Sheng, China)","","","uclamss_1372_b22_009|~|Microfilm R3-24","1903 Palace Examination - Kong Zhaojin","孔昭晉|~|Kong Zhaojin","光緒二十九年殿試-孔昭晉","","","應殿試舉人臣孔昭晉年叁拾捌歲江苏苏州府吴縣由廩生應光緒貳拾伍年鄉試中式由舉人應光緒貳拾玖年會試中式今應殿試謹將三代腳色開具於後一 三 代生本 曾祖 傳洛 傳升 	祖繼瑔	父廣源|~|二甲第一百二十二名|~|Age: 38|~|Rank 2 No. 122|~|Province: Jiangsu Sheng (China)","1903","1903","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002873j8/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0028779k","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002877b3","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Qiantang Xian (China)|~|Zhejiang Sheng (China)|~|Hangzhou (China)","","Civil service--China--Examinations.","uclamss_1372_b22_010|~|Microfilm R3-25","1903 Palace Examination - Zhang Yinchun","張蔭椿|~|Zhang Yinchun","光緒二十九年殿試-張蔭椿","","","應殿試舉人臣張蔭椿年叁拾叄歲浙江杭州府錢塘縣由附生應光緒拾肆年鄉試中式由舉人應光緒貳拾玖年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖 炳 	祖鳳韶	父景雲|~|二甲第四十一名|~|Age: 33|~|Province: Zhejiang Sheng (China)|~|Rank 2 No. 41","1903","1903","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028779k/manifest"
"Han Yu-Shan Collection","ark:/21198/zz002877cm","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002877hp","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guilin Fu (Guangxi Sheng, China)|~|Lingui Xian (China)|~|Jiangxi Sheng (China)","","Civil service--China--Examinations.","uclamss_1372_b22_016|~|Microfilm R3-31","1903 Palace Examination - Zhu Deyuan","朱德垣|~|Zhu Deyuan","光緒二十九年殿試-朱德垣","","","二甲第八十二名|~|應殿試舉人臣朱德垣年叁拾肆歲廣西桂林府臨櫃縣人由附生應光緒貳拾年捌鄉試中式由舉人應光緒貳拾玖年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖一玉	祖啟東	父蘭徵|~|Age: 34|~|Rank 2 No. 82|~|Province: Jiangxi Sheng (China)","1903","1903","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002877cm/manifest"
"Han Yu-Shan Collection","ark:/21198/zz002877nr","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002877p8","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Nanchang Fu (China)|~|Jiangxi Sheng (China)|~|Xinjian Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b22_017|~|Microfilm R3-32","1904 Palace Examination - Lei Heng","雷恒|~|Lei Heng","光緒三十年殿試-雷恒","","","應殿試舉人臣雷恒年叁拾柒歲江西南昌府新建縣人由附生應光緒貳拾叄年捌鄉試中式由舉人應光緒叄拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖兆勝	祖耀宗	父銘德|~|三甲第四十八名|~|Age: 37|~|Rank 3 No. 48|~|Province: Jiangxi Sheng (China)","1904","1904","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002877nr/manifest"
"Han Yu-Shan Collection","ark:/21198/zz002877qs","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002877vv","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Yulin Zhili Zhou (Guangxi Sheng, China)|~|Guangxi Sheng (China)|~|Beiliu Xian (China)","","","uclamss_1372_b22_018|~|Microfilm R3-33","1904 Palace Examination - Li Shouji","李壽祺|~|Li Shouji","光緒三十年殿試-李壽祺","","","應殿試舉人臣李壽祺年叁拾肆歲廣西鬱林直隸州北流縣人由附生應光緒貳拾柒年捌鄉試中式由舉人應光緒叄拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖培福	祖允成	父匡倫|~|三甲第一百二十五名|~|Age: 34|~|Rank 3 No. 125|~|Province: Guangxi Sheng (China)","1904","1904","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002877qs/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0028780d","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028781x","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Ningbo Fu (China)|~|Zhenhai Xian (China)|~|Zhejiang Sheng (China)","","Civil service--China--Examinations.","uclamss_1372_b22_019|~|Microfilm R3-34","1904 Palace Examination - Wu Jinkui","Wu Jinkui|~|吳晉夔","光緒三十年殿試-吳晉夔","","","二甲第一百六名|~|應殿試舉人臣吳晉夔年叁拾叄歲浙江甯波府鎮海縣人由優廩生應光緒貳拾捌年捌鄉試中式由舉人應光緒叄拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖見祖	祖翰	父有寀|~|Age: 33|~|Rank 2 No. 106|~|Province: Zhejiang Sheng (China)","1904","1904","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028780d/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0028782f","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287b0c","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Chengde Fu (Zhili Sheng, China)|~|Zhili Sheng (China)","","Civil service--China--Examinations.","uclamss_1372_b22_020|~|Microfilm R3-35","1904 Palace Examination - Zhang Luqian","張履謙|~|Zhang Luqian","光緒三十年殿試-張履謙","","","三甲第四十九名|~|應殿試舉人臣張履謙年叁拾叄歲直隸承德府人由廩生應光緒貳拾玖年捌鄉試中式由舉人應光緒叄拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖永泰	祖殿忠	父文瓘|~|Age: 33|~|Rank 3 No. 49|~|Province: Zhili Sheng (China)","1904","1904","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028782f/manifest"
"Han Yu-Shan Collection","ark:/21198/zz00287bts","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287bv9","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Jiujiang Fu (China)|~|Dehua Xian (Jiangxi Sheng, China)|~|Jiangxi Sheng (China)","","","uclamss_1372_b22_021|~|Microfilm R3-36","1904 Palace Examination - Zhang Shiji","張世畸|~|Zhang Shiji","光緒三十年殿試-張世畸","","","應殿試舉人臣張世畸年貳拾捌叄歲江西九江府德化縣人由增生應光緒貳拾叄年捌鄉試中式由舉人應光緒叄拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖時祚	祖永绥	父益葆|~|二甲第八十七名|~|Age: 28|~|Rank 2 No. 87|~|Province: Jiangxi Sheng (China)","1904","1904","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00287bts/manifest"
"Han Yu-Shan Collection","ark:/21198/zz00287bwt","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287c1c","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Huzhou Fu (China)|~|Zhejiang Sheng (China)|~|Wucheng Xian (Zhejiang Sheng, China)","","Civil service--China--Examinations.","uclamss_1372_b22_022|~|Microfilm R3-37","1904 Palace Examination - Zhang Zushen","章祖申|~|Zhang Zushen","光緒三十年殿試-章祖申","","","二甲第一百五名|~|應殿試舉人臣章祖申年貳拾柒叄歲浙江湖州府烏程縣人由廩生應光緒貳拾捌年捌鄉試中式由舉人應光緒叄拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖枚	祖乃憲	父恩培|~|Province: Zhejiang Sheng (China)|~|Age: 27|~|Rank 2 No. 105","1904","1904","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00287bwt/manifest"
"Han Yu-Shan Collection","ark:/21198/zz00287g2b","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287hd0","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","","","","Microfilm R3-56|~|uclamss_1372_b23_011","[1694] Hanlin Examination - Yang Yong","Yang Yong","","","","Province: Shaanxi Sheng (China)","1694","1694","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00287g2b/manifest"
"Han Yu-Shan Collection","ark:/21198/zz00287g3v","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287g4c","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","","","","uclamss_1372_b23_012|~|Microfilm R3-49","1706 Hanlin Examination - Yu Changce","Yu Changce","","","","Province: Zhejiang Sheng (China)","1706","1706","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00287g3v/manifest"
"Han Yu-Shan Collection","ark:/21198/zz00287g7x","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287g8f","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","","","","uclamss_1372_b23_013|~|Microfilm R3-50","1706 Hanlin Examination - Zhu Qixin","Zhu Qixin","","","","Province: Zhejiang Sheng (China)","1706","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00287g7x/manifest"
"Han Yu-Shan Collection","ark:/21198/zz00287g9z","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287h3b","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","","","","uclamss_1372_b23_014|~|Microfilm R3-51","1723 Hanlin Examination - Shen Shu","Shen Shu","","","","Province: Jiangnan Sheng (China)","1723","1723","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00287g9z/manifest"
"Han Yu-Shan Collection","ark:/21198/zz00287gbg","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287h4v","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","","","","uclamss_1372_b23_015|~|Microfilm R3-52","1724 Hanlin Examination - Zhao Dajing","Zhao Dajing","","","","Province: Zhejiang Sheng (China)","1724","1724","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00287gbg/manifest"
"Han Yu-Shan Collection","ark:/21198/zz00287h6w","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287h7d","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","","","","uclamss_1372_b23_016|~|Microfilm R3-53","1733 Hanlin Examination - Elun","Elun","","","","Province: Blue Banner","1733","1733","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00287h6w/manifest"
"Han Yu-Shan Collection","ark:/21198/zz00287h9f","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287hbz","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","","","","uclamss_1372_b23_017|~|Microfilm R3-54","1733 Hanlin Examination - Zhu Ban'gong","Zhu Ban'gong","","","","Province: Zhejiang Sheng (China)","1733","1733","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00287h9f/manifest"
