Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.rightsHolderName,Subject.descriptiveTopic,Subject temporal,Name.photographer,Author,Format.medium,Name.creator,Rights.permission,Subject geographic,Name.repository,Name.subject,Title,Description.view,Description.caption,Relation.isPartOf,Description.note,Alt ID.local,Description.abstract,AltTitle.translated,Date.normalized,Date.creation,Note,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hwd4t,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002hwd4t_2290824_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,New Kingdom,,,,,Y,Wadi el-Hol|~|Gebel Roma,,,Ceramics from Gebel Roma,,"Figure 26. Section of the Gebel Roma caravansary deposit, showing the density of ceramic remains in a New Kingdom level (the levels in West Trench extension do not correspond numerically to those of the central deposit in Figure 21).",uee8547,"All of the photographs and illustrations are courtesy of the Theban Desert Road Survey of Yale University, and John Coleman Darnell and Deborah Darnell.|~|Article: Wadi El-Hol|~|Ceramic remains in New Kingdom level of Gebel Roma caravansary deposit",21198/zz002dx2tj|~|p000644|~|UEE_8547v1_fig26,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307460,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwd4t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwd4t/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hwd5b,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/srgb/21198-zz002hwd5b_2290829_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Predynastic Burials|~|Naqada,Predynastic Period|~|Naqada,,,,,N,,,,"Burial Funerary Tradition, Kom el-Khilgan (Grave 23)",,"Figure 2. Burial of the Lower Egyptian funerary tradition, Kom el-Khilgan (Grave 23)",uee21198,Article: Prehistoric Regional Cultures,p000680|~|UEE_21198v1_fig02|~|21198/zz002hkz51,,,,,IFAO,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307461,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwd5b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwd5b/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hwd6v,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/srgb/21198-zz002hwd6v_2290832_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Predynastic Burials|~|Naqada,Predynastic Period|~|Naqada,,,,,N,,,,"Burial Funerary Tradition, Kom el-Khilgan (Grave 188)",,"Figure 3. Burial of the Naqadan funerary tradition, Kom el-Khilgan (Grave 188).",uee21198,Article: Prehistoric Regional Cultures,p000680|~|UEE_21198v1_fig03|~|21198/zz002hkz51,,,,,IFAO,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307462,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwd6v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwd6v/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hwd7c,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/srgb/21198-zz002hwd7c_2290835_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Predynastic Burials|~|Naqada,Predynastic Period|~|Naqada,,,,,N,,,,Tasian beaker (UC 17869 or UC 17870),,"Figure 4. ""Tasian beaker"" (UC 17869 or UC 17870)",uee21198,Article: Prehistoric Regional Cultures,p000677|~|p000233|~|UEE_8756v1_fig04|~|21198/zz002hkz51,,,,,IFAO,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307463,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwd7c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwd7c/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hwd8w,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/srgb/21198-zz002hwd8w_2290838_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Predynastic Burials|~|Naqada,Predynastic Period|~|Naqada I - early II (Upper Egypt),,,,,N,,,,"Offerings in a child grave of Naqada I, Adaima",,"Figure 5. A stone vase, two black-topped jars, an ivory comb, and bone bracelets were the offerings  in a child grave of Naqada I, Adaima",uee21198,Article: Prehistoric Regional Cultures,p000274|~|p000163|~|UEE_21198v1_fig05|~|21198/zz002hkz51,,,,,IFAO,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307464,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwd8w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwd8w/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hwd9d,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/srgb/21198-zz002hwd9d_2290841_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Predynastic Burials|~|Naqada,Predynastic Period|~|Naqada I - early II (Upper Egypt),,,,,N,,,,"Child grave of Naqada I, Adaima",,"Figure 6. Child grave of Naqada I, Adaima, in which the objects in Figure 5 were found.",uee21198,Article: Prehistoric Regional Cultures,p000163|~|UEE_21198v1_fig06|~|21198/zz002hkz51,,,,,IFAO,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307465,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwd9d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwd9d/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hwdfg,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002hwdfg_2290906_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Mudbrick,,,"Emery, Virginia",,,N,,,,Vaulted storage magazines at the Ramesseum,,Figure 3. Vaulted storage magazines at the Ramesseum.,uee1146,Article: Mud-Brick Architecture,p000236|~|p000152|~|UEE_1146v1_fig03|~|21198/zz0026w9hb,,,,,Photograph by the author,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307466,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwdfg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwdfg/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hwdg0,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002hwdg0_2290909_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Mudbrick,,,"Emery, Virginia",,,N,,,,North temenos wall at Dendera showing concave and convex sections,,Figure 4. North temenos wall at Dendera showing concave and convex sections. Photograph by the author.,uee1146,Article: Mud-Brick Architecture,p000191|~|UEE_1146v1_fig04|~|21198/zz0026w9hb,,,,,Photograph by the author,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307467,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hwdg0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hwdg0/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002jb624,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002jb624_2335125_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,Reign of Ramesses III,,,,,N,,,,"Papyrus Harris I, pl. 2",,"Figure 10. Papyrus Harris I (BM 9999), pl. 2: Ramesses III addresses the gods of Thebes. (After Grandet 1994, Vol. II: pl. 2, © IFAO 1994.)",uee8772,Article: Early-mid 20th Dynasty,p000152|~|p000675|~|UEE_8772v1_fig10|~|21198/zz002j95tk,,,2015,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307468,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jb624,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jb624/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002jb63n,ark:/21198/zz000rwn8d,1,In progress,Work,,,,,,private,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,,,N,,,,XXXXXUEE_0000v1_fig00,,,uee0000,,UEE_0000v1_fig00,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307469,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jb63n/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7rg4,ark:/21198/zz000rwn8d,10,Completed with minimal metadata,Work,egyptology/masters/21198-zz002k7rg4_2388297_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Time and History|~|The EBA in Egypt (late prehistory to 2000 BCE),,,,,,N,,,,Bent Pyramid at Dahshur,,"Figure 1. Second pyramid of Sneferu, the so-called Bent Pyramid. Dahshur",uee1857,Article: Pyramid Age: Huni To Radjedef,p000186|~|p000481|~|UEE_1857v1_fig01|~|21198/zz002k2rxm,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307470,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7rg4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7rg4/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7rhn,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7rhn_2388300_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Time and History|~|The EBA in Egypt (late prehistory to 2000 BCE),,,,,,N,,,,Map of Pyramid Age sites,,Figure 2. Map of sites mentioned in the article.,uee1857,Article:Pyramid Age: Huni to Radjedef,UEE_1857v1_fig02|~|21198/zz002k2rxm,,,,,Compiled by the author.,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307471,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7rhn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7rhn/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7rj5,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7rj5_2388303_master.tif,,,,,,still image,,copyrighted,,Petrie Museum of Egyptian Archaeology,Time and History|~|The EBA in Egypt (late prehistory to 2000 BCE),,,,,,N,,Petrie Museum of Egyptian Archaeology,,Khufu stone vessel fragment,,"Figure 3. Fragment of stone vessel, inscribed with the name of Khufu, possibly as part of a private name or title.",uee1857,"Purchased at Koptos (Petrie 1896: 4, 23, pl. 21.3)|~|Article:Pyramid Age: Huni to Radjedef",p000280|~|p000677|~|UEE_1857v1_fig03|~|21198/zz002k2rxm,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307472,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7rj5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7rj5/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7rkp,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7rkp_2388306_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Time and History|~|The EBA in Egypt (late prehistory to 2000 BCE),,"Bussmann, Richard",,,,N,,,,Sneferu clay sealing from Hierakonpolis,,Figure 4. Clay sealing with Horus name of Sneferu from Hierakonpolis.,uee1857,"Cambridge, Museum ofArchaeology and Anthropology, 2005.537|~|Article:Pyramid Age: Huni to Radjedef",p000217|~|UEE_1857v1_fig04|~|21198/zz002k2rxm,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307473,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7rkp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7rkp/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7rm6,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7rm6_2388311_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Time and History|~|The EBA in Egypt (late prehistory to 2000 BCE),,,,,"Bussmann, Richard",N,,,,Map of Khufu cemetery,,Figure 5. Map of Khufu cemetery with names of sites mentioned in the text.,uee1857,Article:Pyramid Age: Huni to Radjedef,p000212|~|UEE_1857v1_fig05|~|21198/zz002k2rxm,,,,,Google Earth,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307474,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7rm6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7rm6/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7rnq,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7rnq_2388314_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Time and History|~|The EBA in Egypt (late prehistory to 2000 BCE),,,,,"Bussmann, Richard",N,,,,Map of Pyramid Age Giza,,Figure 6. Map of Giza with names of sites mentioned in the text,uee1857,Article:Pyramid Age: Huni to Radjedef,p000212|~|UEE_1857v1_fig06|~|21198/zz002k2rxm,,,,,Google Earth,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307475,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7rnq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7rnq/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7rp7,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7rp7_2388317_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Time and History|~|The EBA in Egypt (late prehistory to 2000 BCE),,"Bussmann, Richard",,,,N,,,,Pyramid at Zawyet el-Mayitin,,"Figure 7. Small pyramid at Zawyet el-Mayitin, Middle Egypt. Late 3rd to early 4th Dynasty",uee1857,Article:Pyramid Age: Huni to Radjedef,UEE_1857v1_fig07|~|21198/zz002k2rxm,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307476,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7rp7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7rp7/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7rqr,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7rqr_2388320_master.tif,,,,,,still image,,copyrighted,,Petrie Museum of Egyptian Archaeology,Time and History|~|The EBA in Egypt (late prehistory to 2000 BCE),,,,,,N,,,,Reserve Head,,Figure 8. Reserve head. Provenance unknown,uee1857,UC15988|~|Article:Pyramid Age: Huni to Radjedef,p000677|~|UEE_1857v1_fig08|~|21198/zz002k2rxm,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307477,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7rqr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7rqr/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7rr8,ark:/21198/zz000rwn8d,10,Completed with minimal metadata,Work,egyptology/masters/21198-zz002k7rr8_2388323_master.tif,,,,,,still image,,unknown,,,Time and History|~|The EBA in Egypt (late prehistory to 2000 BCE),,,,,,N,,,,Mortuary Temple near Maidum,,Figure 9. Mortuary temple to the east of the pyramid at Maidum,uee1857,Article:Pyramid Age: Huni to Radjedef,p000235|~|UEE_1857v1_fig09|~|21198/zz002k2rxm,,,,,http://en.wikipedia.org/wiki/Meidum#/media/File:Mortuary_Temple_at_Meidum.jpg,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307478,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7rr8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7rr8/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7rss,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7rss_2388326_master.tif,,,,,,still image,,copyrighted,,Petrie Museum of Egyptian Archaeology,Time and History|~|The EBA in Egypt (late prehistory to 2000 BCE),,,,,,N,,,,Early 4th Dynasty Maidum bowl,,"Figure 10. Maidum bowl of the early 4th Dynasty, from Maidum",uee1857,UC18204|~|Article:Pyramid Age: Huni to Radjedef,p000235|~|p000677|~|UEE_1857v1_fig10|~|21198/zz002k2rxm,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307479,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7rss,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7rss/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7sv9,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7sv9_2388431_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Economy,,,,,,N,,,,Ration List Fragment Drawing,,"Figure 1. Drawing (top) of a fragment of a ration list from the papyrus archive found in Neferefra’s pyramid complex at Abusir, 5th Dynasty",uee1578,Article: Ration System,p000159|~|UEE_1578v1_fig01|~|21198/zz002k7jnt,,,,,"Posener-Kriéger et al. 2006: 122-123, document 49A",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307480,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7sv9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7sv9/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7swt,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7swt_2388434_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Economy,,,,,,N,,,,Ration List Fragment Photo,,"Figure 1. Photo (bottom) of a fragment of a ration list from the papyrus archive found in Neferefra’s pyramid complex at Abusir, 5th Dynasty",uee1578,Article: Ration System,p000159|~|UEE_1578v1_fig01|~|21198/zz002k7jnt,,,,,"Posener-Kriéger et al. 2006: 122-123, document 49A",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307481,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7swt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7swt/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7sxb,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7sxb_2388439_master.tif,,,,,,still image,,pd,,,Individual and Society,,,,,,,,,,Khuiwer in his donkey litter,,"Figure 2. Khuiwer in his donkey litter—the only suitable mode of traveling for the elite in the Old and Middle Kingdoms, and most likely for high dignitaries on expeditions as well. Tomb of Khuiwer, 5th Dynasty,Giza.",uee1022,Article: Travel,21198/zz002gvznf|~|p000212|~|UEE_1022v1_fig02,,,,,Erman 1887: 649.,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307482,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7sxb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7sxb/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7szv,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7szv_2388442_master.tif,,,,,,still image,,pd,,,Individual and Society,,,,,,,,,,Akhenaten and Nefertiti riding in chariots,,"Figure 3. The chariot as a prestigious mode of locomotion: Akhenaten and Nefertiti riding in their chariots, accompanied by high officials and princesses, who ride in chariots as well. Tomb of Panehesi, 18thDynasty, Amarna.",uee1022,Article: Travel,p000457|~|UEE_1022v1_fig03|~|21198/zz002gvznf,,,,,Davies 1905: pl. 13: detail,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307483,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7szv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7szv/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7t0v,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7t0v_2388445_master.tif,,,,,,still image,,pd,,Roemer- und Pelizaeus-Museum Hildesheim,Individual and Society,,"Shalchi, Shahrok",,,,,,Roemer- und Pelizaeus-Museum Hildesheim,,Replica of Ancient Chariot,,"Figure 4. Replica of an Egyptian chariot, based on the chariot in the Museo Egizio de Firenze (no. 2678) and those from the tomb of Tutankhamen.",uee1022,Article: Travel,p000626|~|UEE_1022v1_fig04|~|21198/zz002gvznf,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307484,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7t0v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7t0v/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7t1c,ark:/21198/zz000rwn8d,10,Completed with minimal metadata,Work,egyptology/masters/21198-zz002k7t1c_2388448_master.tif,,,,,,still image,,pd,,,Individual and Society,,,,,,,,,,Traveling bed of Tutankhamen,,"Figure 5. Traveling bed of Tutankhamen, folded to one third of its size by hinges. Tomb of Tutankhamen, 18th Dynasty, Valley of the Kings, Luxor, Museum of Egyptian Antiquities, Cairo (JE 62018)",uee1022,Article: Travel,21198/zz002gvznf|~|p000626|~|p000675|~|UEE_1022v1_fig05,,,,,Carter and Mace 1923: pl. 31,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307485,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7t1c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7t1c/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7t4x,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7t4x_2388469_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Individual and Society|~|Private Life,,,,,,N,,,,Mortality Profile for Roman Women,,"Figure 1.Mortality profile (A) and survivorship curve assuming a cohort of 100,000 (B) for Roman women (derived from Bagnall and Frier 1994).",uee1066,Article: Life Expectancy,UEE_1066v1_fig01|~|21198/zz002k5vrt,,,,,Bagnall and Frier 1994,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307486,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7t4x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7t4x/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7t5f,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7t5f_2388472_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Individual and Society|~|Private Life,,,,,,N,,,,Distribution of Roman Female Deaths,,,uee1066,Article: Life Expectancy,UEE_1066v1_fig02|~|21198/zz002k5vrt,"Distribution of Roman female deaths by age, calculated from life table using a theoretical population of 100,000 females from Bagnall and Frier (1994). e0 = life expectancy at birth; e5 = life expectancy at age 5; e20 = life expectancy at 20.",,,,Bagnall and Frier 1994,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307487,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7t5f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7t5f/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7t6z,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7t6z_2388475_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Individual and Society|~|Private Life,,,,,,N,,,,Diagram of Reduction in Mummies,,,uee1066,Article: Life Expectancy,UEE_1066v1_fig03|~|21198/zz002k5vrt,Diagrammatic representation of the reduction in skeletons or mummies available for study as a result of human and taphonomic processes.,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307488,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7t6z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7t6z/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7t7g,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7t7g_2388488_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Structures and relationships in society,,"Muhlestein, Kerry",,,,N,,,,Horus spearing Apophis,,Figure 1. Horus spearing Apophis in the form of a hippopotamus. Edfu temple.,uee1790,Article: Violence,p000385|~|21198/ zz002k6dfb|~|UEE_1790v1_fig01,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307489,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7t7g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7t7g/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7t80,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7t80_2388491_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Structures and relationships in society,,,,,"McClellan, Daniel",N,,,,Pilloried punishment drawing,,"Figure 2. A depiction of pilloried punishment, from the 6th Dynasty Saqqara tomb of Mereruka.",uee1790,Article: Violence,p000541|~|p000285|~|21198/ zz002k6dfb|~|UEE_1790v1_fig02,,,,,Brigham Young University Ancient Near Eastern Studies Program,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307490,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7t80,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7t80/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7t9h,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7t9h_2388494_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Structures and relationships in society,,,,,"McClellan, Daniel",N,,,,Decapitated prisoner determinative,,Figure 3. Determinative depicting a decapitated prisoner.,uee1790,Article: Violence,UEE_1790v1_fig03|~|21198/zz002k6dfb,,,,,Brigham Young University Ancient Near Eastern Studies Program,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307491,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7t9h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7t9h/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7tb1,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7tb1_2388497_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Structures and relationships in society,,,,,"McClellan, Daniel",N,,,,Ivory label of King Aha,,"Figure 4. Line drawing of an ivory label of King Aha, depicting in the upper right corner what many consider to be a ritual slaying.",uee1790,Article: Violence,21198/ zz002k6dfb|~|UEE_1790v1_fig04,,,,,Brigham Young University Ancient Near Eastern Studies Program,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307492,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7tb1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7tb1/manifest
