Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permissionNote,Rights.rightsHolderName,Subject.category,Subject.period,Name.photographer,Name.author,Physical-Description.material,Physical-Description.medium,Name.creator,Physical-Description.technique,Physical-Description.dimensions,Rights.permission,Coverage.discoveryLocation,Coverage.creationLocation,Subject.place,Name.repository,Physical-Description.extent,Coverage.currentRepository,Name.subject,Title,Description.view,Alt ID.uee,Description.caption,Relation.isPartOf,Description.note,Alt ID.ueePlaceID,Alt ID.local,Description.abstract,Alternate Title.Arabic,Alternate Title.French,Alternate Title.German,Date.normalized,Date.publication,Source,Description.angle,Description.direction,Date.captured,Alt ID.collection,Date.creation,Alternate Title.transliterated
UCLA Encyclopedia of Egyptology,ark:/21198/zz002knv2r,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/pdf/masters/21198-zz002knv2r-1-master.pdf,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Geography,,,"Arp-Neumann, Janne",,,,,,Y,,,,,,,,Amarna Private and Royal Tombs,,,,,,,,"The monumental tombs of el-Amarna (also Tell el-Amarna) were constructed for members of the elite and for the royal family. They are considered to be a main source for the study of the history, religion, and art of the so-called “Amarna Period.” All tombs are located on the east bank of the Nile. The private rock-cut tombs are located in the crescent of foothills and cliffs east of the ancient city. They are decorated with reliefs and inscriptions, and among the texts, the “hymns to the Aten” are of special interest. Special features include columned halls and statues of the tomb owners. The Royal Tombs were constructed in remote wadis behind the cliffs, descending from the ground floor and featuring pillared halls. They too are decorated with reliefs and inscriptions, but suffered much more from destruction than the private tombs. Due to the comparatively short period of occupation of the city, most of the monumental tombs were not completed, and supposedly not many of them had been used for burial.",العمارنة: المقابر الملكية ومقابر الأفراد,Amarna Tombes privées et royales,Amarna Private und königliche Gräber,2020,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000rz52f/px44356w,ark:/21198/zz000rz52f,,,Page,egyptology/pdf/masters/21198-zz000rz52f-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mg4/7162mm2t,ark:/21198/zz000s3mg4,,,Page,egyptology/pdf/masters/21198-zz000s3mg4-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mhn/2d861x4q,ark:/21198/zz000s3mhn,,,Page,egyptology/pdf/masters/21198-zz000s3mhn-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mj5/pk23zs22,ark:/21198/zz000s3mj5,,,Page,egyptology/pdf/masters/21198-zz000s3mj5-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mkp/8r827v06,ark:/21198/zz000s3mkp,,,Page,egyptology/pdf/masters/21198-zz000s3mkp-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mm6/4z89527n,ark:/21198/zz000s3mm6,,,Page,egyptology/pdf/masters/21198-zz000s3mm6-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mnq/3n21g51j,ark:/21198/zz000s3mnq,,,Page,egyptology/pdf/masters/21198-zz000s3mnq-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mp7/5709rs8s,ark:/21198/zz000s3mp7,,,Page,egyptology/pdf/masters/21198-zz000s3mp7-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mqr/vq48rk1d,ark:/21198/zz000s3mqr,,,Page,egyptology/pdf/masters/21198-zz000s3mqr-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mr8/fr25xq8q,ark:/21198/zz000s3mr8,,,Page,egyptology/pdf/masters/21198-zz000s3mr8-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mss/0h06t931,ark:/21198/zz000s3mss,,,Page,egyptology/pdf/masters/21198-zz000s3mss-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s5mbz/v798nx4b,ark:/21198/zz000s5mbz,,,Page,egyptology/pdf/masters/21198-zz000s5mbz-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s7j4s/tc97w87t,ark:/21198/zz000s7j4s,,,Page,egyptology/pdf/masters/21198-zz000s7j4s-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000sn03x/qh998d7g,ark:/21198/zz000sn03x,,,Page,egyptology/pdf/masters/21198-zz000sn03x-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0013x9jp/4661q69x,ark:/21198/zz0013x9jp,,,Page,egyptology/pdf/masters/21198-zz0013x9jp-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017jtts/1h71c40j,ark:/21198/zz0017jtts,,,Page,egyptology/pdf/masters/21198-zz0017jtts-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001ndh48/d179mf52,ark:/21198/zz001ndh48,,,Page,egyptology/pdf/masters/21198-zz001ndh48-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001ndn3p/6600c05z,ark:/21198/zz001ndn3p,,,Page,egyptology/pdf/masters/21198-zz001ndn3p-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001ndn9s/kb660z7g,ark:/21198/zz001ndn9s,,,Page,egyptology/pdf/masters/21198-zz001ndn9s-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001ndr4n/1d026g6k,ark:/21198/zz001ndr4n,,,Page,egyptology/pdf/masters/21198-zz001ndr4n-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001ndr97/k207p56c,ark:/21198/zz001ndr97,,,Page,egyptology/pdf/masters/21198-zz001ndr97-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf31c/zb03fz07,ark:/21198/zz001nf31c,,,Page,egyptology/pdf/masters/21198-zz001nf31c-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf609/3234k46g,ark:/21198/zz001nf609,,,Page,egyptology/pdf/masters/21198-zz001nf609-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf61t/3t90hp2t,ark:/21198/zz001nf61t,,,Page,egyptology/pdf/masters/21198-zz001nf61t-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf62b/kt946p19,ark:/21198/zz001nf62b,,,Page,egyptology/pdf/masters/21198-zz001nf62b-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf63v/kq82k58q,ark:/21198/zz001nf63v,,,Page,egyptology/pdf/masters/21198-zz001nf63v-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf64c/s891pw6f,ark:/21198/zz001nf64c,,,Page,egyptology/pdf/masters/21198-zz001nf64c-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf65w/3t77ff4r,ark:/21198/zz001nf65w,,,Page,egyptology/pdf/masters/21198-zz001nf65w-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf66d/hv74kk9x,ark:/21198/zz001nf66d,,,Page,egyptology/pdf/masters/21198-zz001nf66d-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf67x/6511cz3h,ark:/21198/zz001nf67x,,,Page,egyptology/pdf/masters/21198-zz001nf67x-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf68f/qf44430b,ark:/21198/zz001nf68f,,,Page,egyptology/pdf/masters/21198-zz001nf68f-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6bg/mt318g3d,ark:/21198/zz001nf6bg,,,Page,egyptology/pdf/masters/21198-zz001nf6bg-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6c0/gs44hd82,ark:/21198/zz001nf6c0,,,Page,egyptology/pdf/masters/21198-zz001nf6c0-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6dh/4b45x57z,ark:/21198/zz001nf6dh,,,Page,egyptology/pdf/masters/21198-zz001nf6dh-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6gj/6w27cb75,ark:/21198/zz001nf6gj,,,Page,egyptology/pdf/masters/21198-zz001nf6gj-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6jk/z792qf20,ark:/21198/zz001nf6jk,,,Page,egyptology/pdf/masters/21198-zz001nf6jk-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf7bz/6n735z59,ark:/21198/zz001nf7bz,,,Page,egyptology/pdf/masters/21198-zz001nf7bz-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf7cg/vd52gs40,ark:/21198/zz001nf7cg,,,Page,egyptology/pdf/masters/21198-zz001nf7cg-5-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf7d0/b6724n9x,ark:/21198/zz001nf7d0,,,Page,egyptology/pdf/masters/21198-zz001nf7d0-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf7fh/vq96vc65,ark:/21198/zz001nf7fh,,,Page,egyptology/pdf/masters/21198-zz001nf7fh-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbcx/ns95w31r,ark:/21198/zz001nfbcx,,,Page,egyptology/pdf/masters/21198-zz001nfbcx-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbdf/gf26ck86,ark:/21198/zz001nfbdf,,,Page,egyptology/pdf/masters/21198-zz001nfbdf-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbfz/6089kv45,ark:/21198/zz001nfbfz,,,Page,egyptology/pdf/masters/21198-zz001nfbfz-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbgg/v290z51s,ark:/21198/zz001nfbgg,,,Page,egyptology/pdf/masters/21198-zz001nfbgg-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbh0/gx17k45p,ark:/21198/zz001nfbh0,,,Page,egyptology/pdf/masters/21198-zz001nfbh0-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nwz18/z3596b2c,ark:/21198/zz001nwz18,,,Page,egyptology/pdf/masters/21198-zz001nwz18-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nx697/8v710g9w,ark:/21198/zz001nx697,,,Page,egyptology/pdf/masters/21198-zz001nx697-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0021bx22/gk87rs79,ark:/21198/zz0021bx22,,,Page,egyptology/pdf/masters/21198-zz0021bx22-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002311pm/hd33d98k,ark:/21198/zz002311pm,,,Page,egyptology/pdf/masters/21198-zz002311pm-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002311q4/3k524592,ark:/21198/zz002311q4,,,Page,egyptology/pdf/masters/21198-zz002311q4-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz00256swd/0j06rk58,ark:/21198/zz00256swd,,,Page,egyptology/pdf/masters/21198-zz00256swd-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025dxbr/c167sk6v,ark:/21198/zz0025dxbr,,,Page,egyptology/pdf/masters/21198-zz0025dxbr-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025fks3/r2069c4s,ark:/21198/zz0025fks3,,,Page,egyptology/pdf/masters/21198-zz0025fks3-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025h6fh/7b66bf2x,ark:/21198/zz0025h6fh,,,Page,egyptology/pdf/masters/21198-zz0025h6fh-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025h6kk/zp103v5p,ark:/21198/zz0025h6kk,,,Page,egyptology/pdf/masters/21198-zz0025h6kk-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025jxjn/zt46ww05,ark:/21198/zz0025jxjn,,,Page,egyptology/pdf/masters/21198-zz0025jxjn-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025k5gf/rp62qx74,ark:/21198/zz0025k5gf,,,Page,egyptology/pdf/masters/21198-zz0025k5gf-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025k5hz/3j998t6x,ark:/21198/zz0025k5hz,,,Page,egyptology/pdf/masters/21198-zz0025k5hz-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025n765/cj159h2w,ark:/21198/zz0025n765,,,Page,egyptology/pdf/masters/21198-zz0025n765-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025nqg2/0t24d91p,ark:/21198/zz0025nqg2,,,Page,egyptology/pdf/masters/21198-zz0025nqg2-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025qh2v/m286642d,ark:/21198/zz0025qh2v,,,Page,egyptology/pdf/masters/21198-zz0025qh2v-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025sr1m/w7279q17,ark:/21198/zz0025sr1m,,,Page,egyptology/pdf/masters/21198-zz0025sr1m-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025sr24/g380wc1v,ark:/21198/zz0025sr24,,,Page,egyptology/pdf/masters/21198-zz0025sr24-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026v3wp/kh63ct0z,ark:/21198/zz0026v3wp,,,Page,egyptology/pdf/masters/21198-zz0026v3wp-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026v548/fs59j687,ark:/21198/zz0026v548,,,Page,egyptology/pdf/masters/21198-zz0026v548-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026vtgm/2h86m483,ark:/21198/zz0026vtgm,,,Page,egyptology/pdf/masters/21198-zz0026vtgm-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026wfgr/6334rp78,ark:/21198/zz0026wfgr,,,Page,egyptology/pdf/masters/21198-zz0026wfgr-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0027fc04/22032f69,ark:/21198/zz0027fc04,,,Page,egyptology/pdf/masters/21198-zz0027fc04-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0027fcnz/bx74t21j,ark:/21198/zz0027fcnz,,,Page,egyptology/pdf/masters/21198-zz0027fcnz-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0028961v/ng86hv74,ark:/21198/zz0028961v,,,Page,egyptology/pdf/masters/21198-zz0028961v-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz00293crv/mk26bn1c,ark:/21198/zz00293crv,,,Page,egyptology/pdf/masters/21198-zz00293crv-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002b227q/s2113v93,ark:/21198/zz002b227q,,,Page,egyptology/pdf/masters/21198-zz002b227q-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002bpmfm/h2491m6j,ark:/21198/zz002bpmfm,,,Page,egyptology/pdf/masters/21198-zz002bpmfm-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002bqmpp/m2684q05,ark:/21198/zz002bqmpp,,,Page,egyptology/pdf/masters/21198-zz002bqmpp-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002bwv5j/zq02fs8r,ark:/21198/zz002bwv5j,,,Page,egyptology/pdf/masters/21198-zz002bwv5j-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002bzzgj/vh76281s,ark:/21198/zz002bzzgj,,,Page,egyptology/pdf/masters/21198-zz002bzzgj-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c4k99/9267q247,ark:/21198/zz002c4k99,,,Page,egyptology/pdf/masters/21198-zz002c4k99-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002cbdg5/w180zg6z,ark:/21198/zz002cbdg5,,,Page,egyptology/pdf/masters/21198-zz002cbdg5-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002czx07/2610dx16,ark:/21198/zz002czx07,,,Page,egyptology/pdf/masters/21198-zz002czx07-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dj955/vk052m3t,ark:/21198/zz002dj955,,,Page,egyptology/pdf/masters/21198-zz002dj955-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dmv5s/43634c73,ark:/21198/zz002dmv5s,,,Page,egyptology/pdf/masters/21198-zz002dmv5s-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dn8xd/f299206c,ark:/21198/zz002dn8xd,,,Page,egyptology/pdf/masters/21198-zz002dn8xd-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dn8zx/0g212m0q,ark:/21198/zz002dn8zx,,,Page,egyptology/pdf/masters/21198-zz002dn8zx-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dwqr7/h544g28k,ark:/21198/zz002dwqr7,,,Page,egyptology/pdf/masters/21198-zz002dwqr7-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dwqsr/zx88565c,ark:/21198/zz002dwqsr,,,Page,egyptology/pdf/masters/21198-zz002dwqsr-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dwqt8/nz17zh6p,ark:/21198/zz002dwqt8,,,Page,egyptology/pdf/masters/21198-zz002dwqt8-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dx2tj/6f47xx2p,ark:/21198/zz002dx2tj,,,Page,egyptology/pdf/masters/21198-zz002dx2tj-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002gvznf/q360q04z,ark:/21198/zz002gvznf,,,Page,egyptology/pdf/masters/21198-zz002gvznf-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002gw1hs/zm081580,ark:/21198/zz002gw1hs,,,Page,egyptology/pdf/masters/21198-zz002gw1hs-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
