Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permissionNote,Rights.rightsHolderName,Subject.category,Subject.period,Name.photographer,Name.author,Physical-Description.material,Physical-Description.medium,Name.creator,Physical-Description.technique,Physical-Description.dimensions,Rights.permission,Coverage.discoveryLocation,Coverage.creationLocation,Subject.place,Name.repository,Physical-Description.extent,Coverage.currentRepository,Name.subject,Title,Description.view,Alt ID.uee,Description.caption,Relation.isPartOf,Description.note,Alt ID.ueePlaceID,Alt ID.local,Description.abstract,Alternate Title.Arabic,Alternate Title.French,Alternate Title.German,Date.normalized,Date.publication,Source,Description.angle,Description.direction,Date.captured,Alt ID.collection,Date.creation,Alternate Title.transliterated
UCLA Encyclopedia of Egyptology,ark:/21198/zz002knv2r,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/pdf/masters/21198-zz002knv2r-1-master.pdf,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Geography,,,"Arp-Neumann, Janne",,,,,,Y,,,,,,,,Amarna Private and Royal Tombs,,,,,,,,"The monumental tombs of el-Amarna (also Tell el-Amarna) were constructed for members of the elite and for the royal family. They are considered to be a main source for the study of the history, religion, and art of the so-called “Amarna Period.” All tombs are located on the east bank of the Nile. The private rock-cut tombs are located in the crescent of foothills and cliffs east of the ancient city. They are decorated with reliefs and inscriptions, and among the texts, the “hymns to the Aten” are of special interest. Special features include columned halls and statues of the tomb owners. The Royal Tombs were constructed in remote wadis behind the cliffs, descending from the ground floor and featuring pillared halls. They too are decorated with reliefs and inscriptions, but suffered much more from destruction than the private tombs. Due to the comparatively short period of occupation of the city, most of the monumental tombs were not completed, and supposedly not many of them had been used for burial.",العمارنة: المقابر الملكية ومقابر الأفراد,Amarna Tombes privées et royales,Amarna Private und königliche Gräber,2020,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002knwzp,ark:/21198/zz000rwn8d,1,In progress,Work,,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,"Language, Text and Writing",,,"Cooper, Julien",,,,,,Y,,,,,,,,Egyptian Among Neighboring African Languages,,46220,,,,,,"Northeast Africa is dominated by two linguistic macrofamilies, Afroasiatic, with its constituent branches of Egyptian, Semitic, Berber, Cushitic, Chadic, and Omotic, and the Nilo-Saharan languages, with the most relevant phylum being the Eastern Sudanic branch spread across the Sahel and East Africa. On present research, there is evidence for contact between ancient Egyptian and ancient Berber, Cushitic, and Eastern Sudanic languages, with possibilities of contact with Ethiosemitic languages (the Semitic languages of Ethiopia and Eritrea). Evidence of Egypt’s contact with neighboring peoples in Northeast Africa is well established from the archaeological record and historical texts, especially along the Middle Nile (Nubia). The use of linguistic material, including loanwords and foreign names, for reconstructing ancient phases of contact between Egyptians and neighboring peoples is a relatively “untapped” source. The lexical data demonstrates a great familiarity and exchange between Egyptian and neighboring languages, which, in many cases, can be attributed to specific historical phases of contact through trade, expeditionary ventures, or conflict. Impediments remain in reconstructing the ancient “linguistic map” of neighboring Africa and our reliance on modern dictionaries of African languages for identifying ancient loanwords. Despite this, the stock of foreign words in the Egyptian lexicon is incredibly important for piecing together this “map.” In many cases, the ancient Egyptian lexicon contains the earliest data for foreign languages like Meroitic, Beja, or Berber.",اللغة المصرية القديمة واللغات الافريقية المجاورة,L’égyptien parmi les langues africaines avoisinantes,Ägyptisch unter den benachbarten afrikanischen Sprachen,2020,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002kp3mv,ark:/21198/zz000rwn8d,1,In progress,Work,,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Nubia|~|Time and History,,,"Kuckertz, Josefine",,,,,,Y,,,,,,,,Meroe and Egypt,,8785,,,,,,"The Meroitic Period, which lasted from the third century BCE to around the mid-fourth century CE, comprises the second of two phases of Kushite empire in the territory of what is today Sudan, the first phase comprising the Napatan era (c. 655 – 300 BCE). While Meroitic culture reflects both Napatan influence and that of periods of Egyptian colonization (during Egypt’s New Kingdom, c. 1550 – 1070 BCE), it is characterized by the emergence of indigenous cultural elements. These include an indigenous script as well as ideological features such as concepts of kingship, burial customs, and the introduction of indigenous deities into the old Egypto-centric pantheon. Meroitic rulers were buried in cemeteries in the regions of (Gebel) Barkal and Meroe. The shift of burial grounds from the vicinity of Barkal to Meroe has led scholars to designate the period and culture as “Meroitic.” There was, however, no cultural break with former times, but rather a continuation and development of prevailing cultural features with the addition of new elements. Special focus is laid on the border area between Ptolemaic and, later, Roman Egypt and the Meroitic Empire, in which both power structures had interests. The politics of both states in Lower Nubia—today territory held by Egypt and Sudan—were of varied intensity during the c. 650 years of the Meroitic Period. Documentation of Meroitic history is hindered by our as yet insufficient understanding of Meroitic texts and thus relies heavily on archaeological data and the factual remains of art and architecture. In general, our knowledge is uneven: some periods are well documented, while for others we have little to no information.",مرَّوي و مصر,Méroé et l’Égypte,Meroe und Ägypten,2021,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002kp443,ark:/21198/zz000rwn8d,1,In progress,Work,,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Individual and Society,,,"Bassir, Hussein",,,,,,Y,,,,,,,,Non-Royal Self-Representation,,42588,,,,,,"In ancient Egypt the primary intention of creating textual self-presentations—or self-portraiture in words, similar to that in paintings, statuary, and reliefs—was to present the explicit characteristics of protagonists in a corresponding fashion, introducing their values and effectiveness to live and rejoice in immortality, both in the afterlife and in the consciousness and thoughts of Egypt’s subsequent generations. The practice of self-presentation was rooted in Egyptian literature from at least the Third Dynasty, and through the course of dynastic history, it differed in aspect, composition, and theme. Self-presentations show the lives of the elites, vividly portraying their beliefs, culture, and expectations for the afterlife. The relationship between royalty and nobility in self-presentations is alluring and informative and compels us to envision the times and the contingencies in which they were created. These texts also make explicit their owners’ wish to be remembered—not forgotten—after death. The presentation of the non-royal self in ancient Egypt represents a window into its culture and historical periods.",?,?,?,2021,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000rz52f/px44356w,ark:/21198/zz000rz52f,,,Page,egyptology/pdf/masters/21198-zz000rz52f-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000rz52f/vv67v14q,ark:/21198/zz000rz52f,,,Page,egyptology/text/masters/21198-zz000rz52f-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mg4/7162mm2t,ark:/21198/zz000s3mg4,,,Page,egyptology/pdf/masters/21198-zz000s3mg4-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mg4/tw43xd35,ark:/21198/zz000s3mg4,,,Page,egyptology/text/masters/21198-zz000s3mg4-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mhn/2d861x4q,ark:/21198/zz000s3mhn,,,Page,egyptology/pdf/masters/21198-zz000s3mhn-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mhn/mp63jx8r,ark:/21198/zz000s3mhn,,,Page,egyptology/text/masters/21198-zz000s3mhn-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mj5/pk23zs22,ark:/21198/zz000s3mj5,,,Page,egyptology/pdf/masters/21198-zz000s3mj5-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mj5/r149v22n,ark:/21198/zz000s3mj5,,,Page,egyptology/text/masters/21198-zz000s3mj5-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mkp/8r827v06,ark:/21198/zz000s3mkp,,,Page,egyptology/pdf/masters/21198-zz000s3mkp-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mkp/gb00dg7f,ark:/21198/zz000s3mkp,,,Page,egyptology/text/masters/21198-zz000s3mkp-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mm6/4z89527n,ark:/21198/zz000s3mm6,,,Page,egyptology/pdf/masters/21198-zz000s3mm6-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mm6/cr44pb92,ark:/21198/zz000s3mm6,,,Page,egyptology/text/masters/21198-zz000s3mm6-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mnq/3n21g51j,ark:/21198/zz000s3mnq,,,Page,egyptology/pdf/masters/21198-zz000s3mnq-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mnq/3p03d189,ark:/21198/zz000s3mnq,,,Page,egyptology/text/masters/21198-zz000s3mnq-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mp7/5709rs8s,ark:/21198/zz000s3mp7,,,Page,egyptology/pdf/masters/21198-zz000s3mp7-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mp7/zf77c25m,ark:/21198/zz000s3mp7,,,Page,egyptology/text/masters/21198-zz000s3mp7-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mqr/hz80w57g,ark:/21198/zz000s3mqr,,,Page,egyptology/text/masters/21198-zz000s3mqr-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mqr/vq48rk1d,ark:/21198/zz000s3mqr,,,Page,egyptology/pdf/masters/21198-zz000s3mqr-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mr8/fr25xq8q,ark:/21198/zz000s3mr8,,,Page,egyptology/pdf/masters/21198-zz000s3mr8-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mr8/z152x037,ark:/21198/zz000s3mr8,,,Page,egyptology/text/masters/21198-zz000s3mr8-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mss/0h06t931,ark:/21198/zz000s3mss,,,Page,egyptology/pdf/masters/21198-zz000s3mss-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mss/dv119p70,ark:/21198/zz000s3mss,,,Page,egyptology/text/masters/21198-zz000s3mss-3-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mss/mm528x4d,ark:/21198/zz000s3mss,,,Page,egyptology/text/masters/21198-zz000s3mss-5-master.xml,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s5mbz/v456711p,ark:/21198/zz000s5mbz,,,Page,egyptology/text/masters/21198-zz000s5mbz-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s5mbz/v798nx4b,ark:/21198/zz000s5mbz,,,Page,egyptology/pdf/masters/21198-zz000s5mbz-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s7j4s/tc97w87t,ark:/21198/zz000s7j4s,,,Page,egyptology/pdf/masters/21198-zz000s7j4s-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s7j4s/ts83w76n,ark:/21198/zz000s7j4s,,,Page,egyptology/text/masters/21198-zz000s7j4s-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000sn03x/mb832s34,ark:/21198/zz000sn03x,,,Page,egyptology/text/masters/21198-zz000sn03x-3-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000sn03x/pk702g77,ark:/21198/zz000sn03x,,,Page,egyptology/text/masters/21198-zz000sn03x-5-master.xml,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000sn03x/qh998d7g,ark:/21198/zz000sn03x,,,Page,egyptology/pdf/masters/21198-zz000sn03x-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0013x9jp/0v89490k,ark:/21198/zz0013x9jp,,,Page,egyptology/text/masters/21198-zz0013x9jp-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0013x9jp/4661q69x,ark:/21198/zz0013x9jp,,,Page,egyptology/pdf/masters/21198-zz0013x9jp-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017jtts/1h71c40j,ark:/21198/zz0017jtts,,,Page,egyptology/pdf/masters/21198-zz0017jtts-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017jtts/7514d78p,ark:/21198/zz0017jtts,,,Page,egyptology/text/masters/21198-zz0017jtts-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001ndh48/d179mf52,ark:/21198/zz001ndh48,,,Page,egyptology/pdf/masters/21198-zz001ndh48-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001ndh48/md68nc14,ark:/21198/zz001ndh48,,,Page,egyptology/text/masters/21198-zz001ndh48-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001ndn3p/6600c05z,ark:/21198/zz001ndn3p,,,Page,egyptology/pdf/masters/21198-zz001ndn3p-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001ndn3p/qg91h686,ark:/21198/zz001ndn3p,,,Page,egyptology/text/masters/21198-zz001ndn3p-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001ndn9s/8v393v9d,ark:/21198/zz001ndn9s,,,Page,egyptology/text/masters/21198-zz001ndn9s-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001ndn9s/kb660z7g,ark:/21198/zz001ndn9s,,,Page,egyptology/pdf/masters/21198-zz001ndn9s-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001ndr4n/1d026g6k,ark:/21198/zz001ndr4n,,,Page,egyptology/pdf/masters/21198-zz001ndr4n-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001ndr4n/cw08b31g,ark:/21198/zz001ndr4n,,,Page,egyptology/text/masters/21198-zz001ndr4n-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001ndr97/k207p56c,ark:/21198/zz001ndr97,,,Page,egyptology/pdf/masters/21198-zz001ndr97-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001ndr97/tr164z8s,ark:/21198/zz001ndr97,,,Page,egyptology/text/masters/21198-zz001ndr97-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf31c/4w41cn13,ark:/21198/zz001nf31c,,,Page,egyptology/text/masters/21198-zz001nf31c-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf31c/zb03fz07,ark:/21198/zz001nf31c,,,Page,egyptology/pdf/masters/21198-zz001nf31c-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf609/3234k46g,ark:/21198/zz001nf609,,,Page,egyptology/pdf/masters/21198-zz001nf609-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf609/pb350s1r,ark:/21198/zz001nf609,,,Page,egyptology/text/masters/21198-zz001nf609-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf61t/3t90hp2t,ark:/21198/zz001nf61t,,,Page,egyptology/pdf/masters/21198-zz001nf61t-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf61t/q469r69c,ark:/21198/zz001nf61t,,,Page,egyptology/text/masters/21198-zz001nf61t-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf62b/6t327t87,ark:/21198/zz001nf62b,,,Page,egyptology/text/masters/21198-zz001nf62b-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf62b/kt946p19,ark:/21198/zz001nf62b,,,Page,egyptology/pdf/masters/21198-zz001nf62b-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf63v/kq82k58q,ark:/21198/zz001nf63v,,,Page,egyptology/pdf/masters/21198-zz001nf63v-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf63v/w551674r,ark:/21198/zz001nf63v,,,Page,egyptology/text/masters/21198-zz001nf63v-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf64c/m112rb14,ark:/21198/zz001nf64c,,,Page,egyptology/text/masters/21198-zz001nf64c-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf64c/s891pw6f,ark:/21198/zz001nf64c,,,Page,egyptology/pdf/masters/21198-zz001nf64c-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf65w/3t77ff4r,ark:/21198/zz001nf65w,,,Page,egyptology/pdf/masters/21198-zz001nf65w-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf65w/b1168d0d,ark:/21198/zz001nf65w,,,Page,egyptology/text/masters/21198-zz001nf65w-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf66d/g359mr5q,ark:/21198/zz001nf66d,,,Page,egyptology/text/masters/21198-zz001nf66d-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf66d/hv74kk9x,ark:/21198/zz001nf66d,,,Page,egyptology/pdf/masters/21198-zz001nf66d-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf67x/6511cz3h,ark:/21198/zz001nf67x,,,Page,egyptology/pdf/masters/21198-zz001nf67x-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf67x/gr03fh4b,ark:/21198/zz001nf67x,,,Page,egyptology/text/masters/21198-zz001nf67x-3-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf68f/7493zr4j,ark:/21198/zz001nf68f,,,Page,egyptology/text/masters/21198-zz001nf68f-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf68f/qf44430b,ark:/21198/zz001nf68f,,,Page,egyptology/pdf/masters/21198-zz001nf68f-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6bg/1z282f66,ark:/21198/zz001nf6bg,,,Page,egyptology/text/masters/21198-zz001nf6bg-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6bg/mt318g3d,ark:/21198/zz001nf6bg,,,Page,egyptology/pdf/masters/21198-zz001nf6bg-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6c0/gs44hd82,ark:/21198/zz001nf6c0,,,Page,egyptology/pdf/masters/21198-zz001nf6c0-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6c0/z744bf95,ark:/21198/zz001nf6c0,,,Page,egyptology/text/masters/21198-zz001nf6c0-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6dh/4b45x57z,ark:/21198/zz001nf6dh,,,Page,egyptology/pdf/masters/21198-zz001nf6dh-4-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6dh/k211w82f,ark:/21198/zz001nf6dh,,,Page,egyptology/text/masters/21198-zz001nf6dh-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6gj/6w27cb75,ark:/21198/zz001nf6gj,,,Page,egyptology/pdf/masters/21198-zz001nf6gj-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6gj/vg395f8z,ark:/21198/zz001nf6gj,,,Page,egyptology/text/masters/21198-zz001nf6gj-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6jk/1013x179,ark:/21198/zz001nf6jk,,,Page,egyptology/text/masters/21198-zz001nf6jk-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6jk/z792qf20,ark:/21198/zz001nf6jk,,,Page,egyptology/pdf/masters/21198-zz001nf6jk-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf7bz/6n735z59,ark:/21198/zz001nf7bz,,,Page,egyptology/pdf/masters/21198-zz001nf7bz-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf7bz/v4314j61,ark:/21198/zz001nf7bz,,,Page,egyptology/text/masters/21198-zz001nf7bz-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
