Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.servicesContact,Language,Type.genre,Subject,Relation.isPartOf,Relation.rectoVerso,Name.creator,Name.repository,Date.creation,Alt ID.local,Format.extent,Format.dimensions,Description.abstract,Title,Date.normalized,Description.note,Representative Image,Masthead
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jvf4,ark:/21198/zz001h95jn,1,In progress,Page,mcafee/masters/21198-zz0025jvf4_1699634_master.tif,2,,,,,,,,text,pd,,,,,,v,,,,,,,,"Testament of Maria Teresa, San Juan Bautista, Metepec, page 2",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jvgn,ark:/21198/zz001h95jn,1,In progress,Page,mcafee/masters/21198-zz0025jvgn_1699637_master.tif,3,,,,,,,,text,pd,,,,,,r,,,,,,,,"Testament of Maria Teresa, San Juan Bautista, Metepec, page 3",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jvh5,ark:/21198/zz001h95jn,1,In progress,Page,mcafee/masters/21198-zz0025jvh5_1699640_master.tif,4,,,,,,,,text,pd,,,,,,v,,,,,,,,"Testament of Maria Teresa, San Juan Bautista, Metepec, page 4",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jvjp,ark:/21198/zz001h95k5,1,In progress,Page,mcafee/masters/21198-zz0025jvjp_1699644_master.tif,1,,,,,,,,text,pd,,,,,,,,,,,,,,Page 1,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jvk6,ark:/21198/zz001h95k5,1,In progress,Page,mcafee/masters/21198-zz0025jvk6_1699652_master.tif,2,,,,,,,,text,pd,,,,,,,,,,,,,,Page 2,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jvmq,ark:/21198/zz001h95mp,1,In progress,Page,mcafee/masters/21198-zz0025jvmq_1699659_master.tif,1,,,,,,,,text,pd,,,,,,,,,,,,,,Page 1,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jvn7,ark:/21198/zz001h95mp,1,In progress,Page,mcafee/masters/21198-zz0025jvn7_1699664_master.tif,2,,,,,,,,text,pd,,,,,,,,,,,,,,Page 2,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jvpr,ark:/21198/zz001h95n6,1,In progress,Page,mcafee/masters/21198-zz0025jvpr_1699673_master.tif,1,,,,,,,,still image,pd,,,,,,r,,,,,,,,Page 1,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jvq8,ark:/21198/zz001h95n6,1,In progress,Page,mcafee/masters/21198-zz0025jvq8_1699682_master.tif,2,,,,,,,,text,pd,,,,,,v,,,,,,,,Page 2,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jvrs,ark:/21198/zz001h9680,1,In progress,Page,mcafee/masters/21198-zz0025jvrs_1699695_master.tif,1,,,,,,,,text,pd,,,,,,r,,,,,,,,Page 1,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jvs9,ark:/21198/zz001h9680,1,In progress,Page,mcafee/masters/21198-zz0025jvs9_1699700_master.tif,2,,,,,,,,text,pd,,,,,,v,,,,,,,,Page 2,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bps6d,ark:/21198/zz0009c4d4,10,Completed with minimal metadata,Work,,47,,,,paged,,,,,pd,,,,,,,,,,uclamss_b20_f03,,,,"[Contract for sale of land, et. al], Azcapotzalco 1738 December 15",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bps7x,ark:/21198/zz002bps6d,10,Completed with minimal metadata,Page,mcafee/masters/21198-zz002bps7x_2011456_master.tif,1,,,,,,,,,pd,,,,,,r,,,,uclamss_b10_f03,,,,"[Contract for sale of land, et. al], Azcapotzalco 1738 December 15 r1",,"Purchase of land by Don Antonio Gonzalez, a Spaniard, from Salvador Francisco and his wife, Maria de la Concepción of San Francisco Tzapotla, and Josef de Santiago and his wife Rosa Maria of San Lucas Atenco. Includes acts of investigation, confirmation, and possession. Also includes part of a will for Esteban Diego of San Domingo Huexotitlan. Don Juan Soriano serves as apoderado for Gonzalez Tercero. Signed by Antonio Bilibaldo Flores, notary. Stamp of King Philip V on f. 1r. Text in Nahuatl.",,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bps8f,ark:/21198/zz002bps6d,10,Completed with minimal metadata,Page,mcafee/masters/21198-zz002bps8f_2011459_master.tif,2,,,,,,,,,pd,,nah,manuscripts (document genre),,,,,,,uclamss_b20_f03,,,,"[Contract for sale of land, et. al], Azcapotzalco 1738 December 15",,"Purchase of land by Don Antonio Gonzalez, a Spaniard, from Salvador Francisco and his wife, Maria de la Concepción of San Francisco Tzapotla, and Josef de Santiago and his wife Rosa Maria of San Lucas Atenco. Includes acts of investigation, confirmation, and possession. Also includes part of a will for Esteban Diego of San Domingo Huexotitlan. Don Juan Soriano serves as apoderado for Gonzalez Tercero. Signed by Antonio Bilibaldo Flores, notary. Stamp of King Philip V on f. 1r. Text in Nahuatl",,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bps9z,ark:/21198/zz002bps6d,10,Completed with minimal metadata,Page,mcafee/masters/21198-zz002bps9z_2011462_master.tif,3,,,,,,,,,pd,,,,,,,,,,,,,,"[Contract for sale of land, et. al], Azcapotzalco 1738 December 15.",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsbg,ark:/21198/zz002bps6d,10,Completed with minimal metadata,Page,mcafee/masters/21198-zz002bpsbg_2011465_master.tif,4,,,,,,,,,pd,,,,,,,,,,,,,,Page 4,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsc0,ark:/21198/zz002bps6d,10,Completed with minimal metadata,Page,mcafee/masters/21198-zz002bpsc0_2011468_master.tif,5,,,,,,,,,pd,,,,,,,,,,,,,,Page 5,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsdh,ark:/21198/zz002bps6d,10,Completed with minimal metadata,Page,mcafee/masters/21198-zz002bpsdh_2011471_master.tif,6,,,,,,,,,pd,,,,,,,,,,,,,,Page 6,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsf1,ark:/21198/zz0009c4d4,1,In progress,Work,,48,,,,paged,,private,,,pd,,nah,manuscripts (document genre),,,,,,,uclamss_box20_f4,,,,"[Testament of Angelina], San Simón Pochtlan 1695 August 16.",,"1 leaf : paper ; 315 x 220 mm. Final will and testament. Contains instructions for mass, and the division of land and property among her grandchildren and son-in-law. Signed by notary and witnesses. Manuscript has been conserved to stabilize the paper. Text in Nahuatl. (Anderson, 68)",,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsgj,ark:/21198/zz002bpsf1,1,In progress,Page,mcafee/masters/21198-zz002bpsgj_2011474_master.tif,1,,,,,,,,,pd,,,,,,,,,,,,,,Page 1,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsh2,ark:/21198/zz002bpsf1,1,In progress,Page,mcafee/masters/21198-zz002bpsh2_2011477_master.tif,2,,,,,,,,,pd,,,,,,,,,,,,,,Page 2,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsjk,ark:/21198/zz0009c4d4,1,In progress,Work,,49,,,,paged,,private,,,pd,,spa,manuscripts (document genre),,"Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,,uclamss_b20_f5,,,,"[Petition for removal of the priest of Jalostotitlan], Guadalajara 1611 December 16-1612 January 10.",,"14 leaves : paper ; 315 x 216 mm. Criminal complaint brought by Juan Vicente, alcalde, and Miguel López against Francisco Muñoz Bohorques, cura of Xalostotitlan. Questionnaire, in Nahuatl, ff. 1-3; Spanish translation, ff. 4-7; testimony, in Spanish, ff. 8-13v. Complaint includes charges of the cura's illicit relationship with a woman, violence against and beatings of native peoples, and coercive acts with Spanish officials. (Anderson, 166)",,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsk3,ark:/21198/zz0009c4d4,1,In progress,Work,,50,,,,paged,,private,,,pd,,nah,manuscripts (document genre),,,,,,,uclamss339_b20_09_0001,,,,"[Land title for Maria Juan], San Felipe Santiago, Azcapotzalco 1697 April 4.",,"1 bifolium : paper, ill. ; 310 x 212. Statement of possession for Maria Juan of San Pedro Atenco Xococalco. Property was inherited from her mother, Francisca Maria. Illustrated with an ink drawing of a house, crops, and property boundaries, showing the location of the land with reference to Azcapotzalco and Xococalco. Text in Nahuatl.",,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsmm,ark:/21198/zz0009c4d4,1,In progress,Work,,51,,,,paged,,private,,,pd,,spa,manuscripts (document genre),,,,,,,uclamss_b20_f8,,,,"[Letter, Francisco de Villalobos to his ecclesiastical superior, San Martín, near Cocula], Guadalajara 1653 March 31.",,"1 leaf : paper ; 310 x 214 mm. Villalobos, alcalde, charges that the people of San Martin will not cooperate to improve the church for local celebrations. Letter probably accompanied MS 9, below. Torn at upper right; staining at bottom left. Text in Spanish.",,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsn4,ark:/21198/zz0009c4d4,1,In progress,Work,,52,,,,paged,,private,,,pd,,nah,manuscripts (document genre),,,,,,1703 July 5,,,,,"[Notification of penalties], Azcapotzalco.",,"1 leaf : paper ; 310 x 215 mm. Edict by the council of Azcapotzalco on the penalties of non-compliance regarding land agreements. Specifically concerns Andrés González and his lands, in the district of San Simón. Stamp of King Philip V. Text in Nahuatl. (Anderson 96)",,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpspn,ark:/21198/zz0009c4d4,1,In progress,Work,,53,,,,paged,,private,,,pd,,nah,manuscripts (document genre),,,,,,,uclamss_b20_f16,,,,"[Testament of Miguel Jerónimo], Metepec 1795 December 9.",,"1 bifolium : paper ; 312 x 210 mm. Final will and testament. Contains instructions for burial, and directions for the division of his land and property. Signed by witnesses and a notary. Text in Nahuatl. (Anderson, 72)",,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsq5,ark:/21198/zz0009c4d4,1,In progress,Work,,54,,,,paged,,private,,,pd,,spa,manuscripts (document genre),,,,,,,uclamss_b20_f19,,,,"[Baptismal certificate], Havana, Cuba 1864 October 14.",,1 leaf : 307 x 212 mm. Formal acknowledgement of the legitimate birth of Maria Teresa Antonia Dominga Diega de Jesus. Stamp and embossed seal at top of leaf. Text in Spanish,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsrp,ark:/21198/zz0009c4d4,1,In progress,Work,,55,,,,paged,,private,,,pd,,,,,,,,,,,,,,Folder 33,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpss6,ark:/21198/zz0009c4d4,1,In progress,Work,,56,,,,paged,,private,,,pd,,,,,,,,,,,,,,Folder 36,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpstq,ark:/21198/zz0009c4d4,1,In progress,Work,,57,,,,paged,,private,,,pd,,,,,,,,,,,,,,Folder 37,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsv7,ark:/21198/zz0009c4d4,1,In progress,Work,,58,,,,paged,,private,,,pd,,,,,,,,,,,,,,Folder 39,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpswr,ark:/21198/zz0009c4d4,1,In progress,Work,,59,,,,paged,,private,,,pd,,,,,,,,,,,,,,Folder 40,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsx8,ark:/21198/zz0009c4d4,1,In progress,Work,,60,,,,paged,,private,,,pd,,,,,,,,,,,,,,Folder 41,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpszs,ark:/21198/zz0009c4d4,1,In progress,Work,,61,,,,paged,,private,,,pd,,,,,,,,,,,,,,Folder 44,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpt0s,ark:/21198/zz0009c4d4,1,In progress,Work,,62,,,,paged,,private,,,pd,,,,,,,,,,,,,,Folder 50,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpt19,ark:/21198/zz0009c4d4,1,In progress,Work,,63,,,,paged,,private,,,pd,,,,,,,,,,uclamss_,,,,Folder 60,,"1 leaf : paper ; 215 x 154 mm. Fragment of a catechism, including an analysis of the Lord's Prayer. Beginning of lines alternate between ""ten"" and ""tetl.""",,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpt2t,ark:/21198/zz0009c4d4,1,In progress,Work,,64,,,,paged,,private,,,pd,,,,,,,,,,uclamss_20_66,,,,[Account book] Santa Rosalia 1667 February-December,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpt3b,ark:/21198/zz0009c4d4,1,In progress,Work,,65,,,,paged,,private,,,pd,,,,,,,,,,,,,,"Contracts for sale of land, et. al], Atzcapotzalco 1766 April 28-1804 December 6.",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpt4v,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bpt4v_2011480_master.tif,1,,,,,,,,,pd,,,,,,,,,,,,,,Page 1,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpt5c,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bpt5c_2011483_master.tif,2,,,,,,,,,pd,,,,,,,,,,,,,,Page 2,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpt6w,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bpt6w_2011486_master.tif,3,,,,,,,,,pd,,,,,,,,,,,,,,Page 3,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpt7d,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bpt7d_2011489_master.tif,4,,,,,,,,,pd,,,,,,,,,,,,,,Page 4,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpt8x,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bpt8x_2011492_master.tif,5,,,,,,,,,pd,,,,,,,,,,,,,,Page 5,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpt9f,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bpt9f_2011495_master.tif,6,,,,,,,,,pd,,,,,,,,,,,,,,Page 6,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bptbz,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bptbz_2011498_master.tif,7,,,,,,,,,pd,,,,,,,,,,,,,,Page 7,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bptcg,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bptcg_2011501_master.tif,8,,,,,,,,,pd,,,,,,,,,,,,,,Page 8,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bptd0,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bptd0_2011504_master.tif,9,,,,,,,,,pd,,,,,,,,,,,,,,Page 9,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bptfh,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bptfh_2011507_master.tif,10,,,,,,,,,pd,,,,,,,,,,,,,,Page 10,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bptg1,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bptg1_2011510_master.tif,11,,,,,,,,,pd,,,,,,,,,,,,,,Page 11,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpthj,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bpthj_2011513_master.tif,12,,,,,,,,,pd,,,,,,,,,,,,,,Page 12,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bptj2,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bptj2_2011516_master.tif,13,,,,,,,,,pd,,,,,,,,,,,,,,Page 13,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bptkk,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bptkk_2011519_master.tif,14,,,,,,,,,pd,,,,,,,,,,,,,,Page 14,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bptm3,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bptm3_2011522_master.tif,15,,,,,,,,,pd,,,,,,,,,,,,,,Page 15,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bptnm,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bptnm_2011525_master.tif,16,,,,,,,,,pd,,,,,,,,,,,,,,Page 16,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bptp4,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bptp4_2011528_master.tif,17,,,,,,,,,pd,,,,,,,,,,,,,,Page 17,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bptqn,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bptqn_2011531_master.tif,18,,,,,,,,,pd,,,,,,,,,,,,,,Page 18,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bptr5,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bptr5_2011534_master.tif,19,,,,,,,,,pd,,,,,,,,,,,,,,Page 19,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bptsp,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bptsp_2011537_master.tif,20,,,,,,,,,pd,,,,,,,,,,,,,,Page 20,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bptt6,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bptt6_2011540_master.tif,21,,,,,,,,,pd,,,,,,,,,,,,,,Page 21,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bptvq,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bptvq_2011543_master.tif,22,,,,,,,,,pd,,,,,,,,,,,,,,Page 22,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bptw7,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bptw7_2011546_master.tif,23,,,,,,,,,pd,,,,,,,,,,,,,,Page 23,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bptxr,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bptxr_2011549_master.tif,24,,,,,,,,,pd,,,,,,,,,,,,,,Page 24,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bptz8,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bptz8_2011552_master.tif,25,,,,,,,,,pd,,,,,,,,,,,,,,Page 25,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpv08,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bpv08_2011555_master.tif,26,,,,,,,,,pd,,,,,,,,,,,,,,Page 26,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpv1s,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bpv1s_2011558_master.tif,27,,,,,,,,,pd,,,,,,,,,,,,,,Page 27,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpv29,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bpv29_2011561_master.tif,28,,,,,,,,,pd,,,,,,,,,,,,,,Page 28,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpv3t,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bpv3t_2011564_master.tif,29,,,,,,,,,pd,,,,,,,,,,,,,,Page 29,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpv4b,ark:/21198/zz002bpsjk,1,In progress,Page,mcafee/masters/21198-zz002bpv4b_2011567_master.tif,30,,,,,,,,,pd,,,,,,,,,,,,,,Page 30,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpv5v,ark:/21198/zz002bpsk3,1,In progress,Page,mcafee/masters/21198-zz002bpv5v_2011571_master.tif,1,,,,,,,,,pd,,,,,,,,,,,,,,Page 1,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpv6c,ark:/21198/zz002bpsk3,1,In progress,Page,mcafee/masters/21198-zz002bpv6c_2402637_master.tif,2,,,,,,,,,pd,,,,,,,,,,,,,,Page 2,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002kdzrd,ark:/21198/zz002bpsk3,1,In progress,Page,mcafee/masters/21198-zz002kdzrd_2402640_master.tif,3,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpv7w,ark:/21198/zz002bpsk3,1,In progress,Page,mcafee/masters/21198-zz002bpv7w_2011585_master.tif,4,,,,,,,,,pd,,,,,,,,,,,,,,Page 4,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpvs5,ark:/21198/zz002bpsmm,1,In progress,Page,mcafee/masters/21198-zz002bpvs5_2011590_master.tif,1,,,,,,,,,pd,,,,,,,,,,,,,,Page 1,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpvtp,ark:/21198/zz002bpsmm,1,In progress,Page,mcafee/masters/21198-zz002bpvtp_2011595_master.tif,2,,,,,,,,,pd,,,,,,,,,,,,,,Page 2,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpvv6,ark:/21198/zz002bpsn4,1,In progress,Page,mcafee/masters/21198-zz002bpvv6_2011600_master.tif,1,,,,,,,,,pd,,,,,,,,,,,,,,Page 1,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpvwq,ark:/21198/zz002bpsn4,1,In progress,Page,mcafee/masters/21198-zz002bpvwq_2011605_master.tif,2,,,,,,,,,pd,,,,,,,,,,,,,,Page 2,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpvx7,ark:/21198/zz002bpspn,1,In progress,Page,mcafee/masters/21198-zz002bpvx7_2011610_master.tif,1,,,,,,,,,pd,,,,,,,,,,,,,,Page 1,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpvzr,ark:/21198/zz002bpspn,1,In progress,Page,mcafee/masters/21198-zz002bpvzr_2011615_master.tif,2,,,,,,,,,pd,,,,,,,,,,,,,,Page 2,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpw0r,ark:/21198/zz002bpspn,1,In progress,Page,mcafee/masters/21198-zz002bpw0r_2011839_master.tif,3,,,,,,,,,pd,,,,,,,,,,,,,,Page 3,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpw18,ark:/21198/zz002bpspn,1,In progress,Page,mcafee/masters/21198-zz002bpw18_2011842_master.tif,4,,,,,,,,,pd,,,,,,,,,,,,,,Page 4,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bq696,ark:/21198/zz002bpsq5,1,In progress,Page,mcafee/masters/21198-zz002bq696_2011845_master.tif,1,,,,,,,,,pd,,,,,,,,,,,,,,Page 1,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bq6bq,ark:/21198/zz002bpsq5,1,In progress,Page,mcafee/masters/21198-zz002bq6bq_2011848_master.tif,2,,,,,,,,,pd,,,,,,,,,,,,,,Page 2,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bq6c7,ark:/21198/zz002bpsrp,1,In progress,Page,mcafee/masters/21198-zz002bq6c7_2011851_master.tif,1,,,,,,,,,pd,,,,,,,,,,,,,,Page 1,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bq6dr,ark:/21198/zz002bpsrp,1,In progress,Page,mcafee/masters/21198-zz002bq6dr_2011854_master.tif,2,,,,,,,,,pd,,,,,,,,,,,,,,Page 2,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bq6f8,ark:/21198/zz002bpss6,1,In progress,Page,mcafee/masters/21198-zz002bq6f8_2011857_master.tif,1,,,,,,,,,pd,,,,,,,,,,,,,,Page 1,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bq6gs,ark:/21198/zz002bpss6,1,In progress,Page,mcafee/masters/21198-zz002bq6gs_2011860_master.tif,2,,,,,,,,,pd,,,,,,,,,,,,,,Page 2,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bq6h9,ark:/21198/zz002bpstq,1,In progress,Page,mcafee/masters/21198-zz002bq6h9_2011863_master.tif,1,,,,,,,,,pd,,,,,,,,,,,,,,Page 1,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bq6jt,ark:/21198/zz002bpstq,1,In progress,Page,mcafee/masters/21198-zz002bq6jt_2011866_master.tif,2,,,,,,,,,pd,,,,,,,,,,,,,,Page 2,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bq6kb,ark:/21198/zz002bpstq,1,In progress,Page,mcafee/masters/21198-zz002bq6kb_2011869_master.tif,3,,,,,,,,,pd,,,,,,,,,,,,,,Page 3,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bq6mv,ark:/21198/zz002bpstq,1,In progress,Page,mcafee/masters/21198-zz002bq6mv_2011872_master.tif,4,,,,,,,,,pd,,,,,,,,,,,,,,Page 4,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bq6nc,ark:/21198/zz002bpsv7,1,In progress,Page,mcafee/masters/21198-zz002bq6nc_2011875_master.tif,1,,,,,,,,,pd,,,,,,,,,,,,,,Page 1,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bq6pw,ark:/21198/zz002bpsv7,1,In progress,Page,mcafee/masters/21198-zz002bq6pw_2011878_master.tif,2,,,,,,,,,pd,,,,,,,,,,,,,,Page 2,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bq6qd,ark:/21198/zz002bpsv7,1,In progress,Page,mcafee/masters/21198-zz002bq6qd_2011881_master.tif,3,,,,,,,,,pd,,,,,,,,,,,,,,Page 3,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bq6rx,ark:/21198/zz002bpsv7,1,In progress,Page,mcafee/masters/21198-zz002bq6rx_2011884_master.tif,4,,,,,,,,,pd,,,,,,,,,,,,,,Page 4,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bq6sf,ark:/21198/zz002bpswr,1,In progress,Page,mcafee/masters/21198-zz002bq6sf_2011887_master.tif,1,,,,,,,,,pd,,,,,,,,,,,,,,Page 1,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bq6tz,ark:/21198/zz002bpswr,1,In progress,Page,mcafee/masters/21198-zz002bq6tz_2011890_master.tif,2,,,,,,,,,pd,,,,,,,,,,,,,,Page 2,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bq6vg,ark:/21198/zz002bpsx8,1,In progress,Page,mcafee/masters/21198-zz002bq6vg_2011893_master.tif,1,,,,,,,,,pd,,,,,,,,,,,,,,Page 1,,,,
