Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Alt ID.local,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Name.subject,Name.creator,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Name.photographer,Publisher.publisherName,Coverage.geographic,Subject,Rights.servicesContact,Language,Rights.statementLocal,Author,Name.repository,Description.note,Title,Date.creation,Date.normalized,Description.caption,Description.abstract,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140xk6,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140xk6-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Five Plus Connexxus Campaign,,zxx,,,,Rights.generalNote: Orphan work.,Miscellaneous: Two women eating popcorn,[1988],1988,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140xk6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140xk6/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140z3f,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140z3f-1-master.tif,,,,still image,,,,,"Waters, Ruth|~|Connexxus (Center). Board of Directors",,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles,,zxx,,,,"Rights.generalNote: Orphan work.|~|Left to right: Ruth Waters (Board of Directors member), unknown",Miscellaneous: Ruth Waters and woman having a beer,between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140z3f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140z3f/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140z4z,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140z4z-1-master.tif,,,,still image,,,,,"Smith, Margaret|~|Connexxus (Center)|~|Morton, Gini",,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles,,zxx,,,,"Rights.generalNote: Orphan work.|~|Left to right: Gini Morton, Margaret Smith",Miscellaneous: Gini Morton and Margaret Smith,Between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140z4z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140z4z/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140z5g,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140z5g-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles,,zxx,,,,Rights.generalNote: Orphan work.,Miscellaneous: Two women by a tree and painting,Between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140z5g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140z5g/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140z60,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140z60-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles,,zxx,,,,Rights.generalNote: Orphan work.,Miscellaneous: Woman with glasses,Between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140z60,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140z60/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140z7h,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140z7h-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Five Plus Connexxus Campaign,,zxx,,,,"Rights.generalNote: Orphan work.|~|Nametag on jacket says ""Grace Carranza.""",Miscellaneous: Grace Carranza (?),Between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140z7h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140z7h/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140z81,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140z81-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles,,zxx,,,,Rights.generalNote: Orphan work.,Miscellaneous: Three women at event,Between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140z81,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140z81/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140zck,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140zck-1-master.tif,,,,still image,,,,,"Waters, Ruth|~|Connexxus (Center). Board of Directors",,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles,,zxx,,,,Rights.generalNote: Orphan work.,"Miscellaneous: Ruth Waters, Connexxus Board Member",Between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140zck,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140zck/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140zd3,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140zd3-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles,,zxx,,,,Rights.generalNote: Orphan work.,Miscellaneous: Woman standing,Between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140zd3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140zd3/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140zfm,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140zfm-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Siegel, Sharon",,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles,,zxx,,,,Rights.generalNote: Orphan work.,Miscellaneous: Sharon Siegel,Between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140zfm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140zfm/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140rzg,ark:/21198/zz000s19ng,2,Completed,Connexxus Publicity,Work,connexxus/images/masters/21198-zz00140rzg-1-master.tif,,,,still image,,,,,"Goodfriend, Wendy|~|Mendoza, Cheryl|~|Mcteague, Maureen|~|Smith, Margaret|~|Connexxus (Center)|~|Wheeler, Denise|~|Morton, Gini|~|Galloway, Mary",,copyrighted,N,unknown,"Aguilar, Laura, 1959-  ",,Los Angeles (Calif.),Santa Claus|~|Fireplaces.|~|Christmas Stockings,,zxx,,,,"Rights.generalNote: Need to obtain permission to publish from photographer.|~|Accompanying piece of paper identifies individuals as follows: L to R (leaning) Gini Morton, Maureen Mcteague (MOE) (squatting) Mary Galloway (sitting) Denise Wheeler (Executive Director) Cheryl Mendoza, Wendy Goodfriend, Margaret Smith","Promotional Photograph: ""The Chimney Lean and Sit or Squat""","December, 1988",1988-12,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140rzg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140rzg/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140s0g,ark:/21198/zz000s19ng,2,Completed,Connexxus Publicity,Work,connexxus/images/masters/21198-zz00140s0g-1-master.tif,,,,still image,,,,,"Goodfriend, Wendy|~|Mendoza, Cheryl|~|Mcteague, Maureen|~|Smith, Margaret|~|Connexxus (Center)|~|Wheeler, Denise|~|Morton, Gini|~|Galloway, Mary",,copyrighted,N,unknown,"Aguilar, Laura, 1959-  ",,Los Angeles (Calif.),Santa Claus|~|Fireplaces.,,zxx,,,,"Rights.generalNote: Need to obtain permission to publish from photographer.|~|Accompanying piece of paper identifies individuals as follows: (Ms. Santa) Cheryl Mendozaexcited expectorants L-R Denise, Mary, Moe, Margaret, Gini (real excited) & Wendy.","Promotional Photograph: ""Expecting 'Santa Dyke'""","December, 1988",1988-12,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140s0g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140s0g/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140t20,ark:/21198/zz000s19ng,2,Completed,Connexxus Publicity,Work,connexxus/images/masters/21198-zz00140t20-1-master.tif,,,,still image,,,,,"Goodfriend, Wendy|~|Mendoza, Cheryl|~|Mcteague, Maureen|~|Smith, Margaret|~|Connexxus (Center)|~|Wheeler, Denise|~|Morton, Gini|~|Galloway, Mary",,copyrighted,N,unknown,"Aguilar, Laura, 1959-  ",,Los Angeles (Calif.),Santa Claus|~|Fireplaces.,,eng,,,,"Rights.generalNote: Need to obtain permission to publish from photographer.|~|Accompanying piece of paper identifies individuals as follows: Gini & Moe then Mary, Denise (nice smile) Cheryl, Wendy, Margaret","Promotional Photograph: ""A Cheery Christmas Wave to Passing Motorists""","December, 1988",1988-12,Tis the season's to be giving remember 5+ or this will be our new home,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140t20,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140t20/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140t5j,ark:/21198/zz000s19ng,2,Completed,Connexxus Publicity,Work,connexxus/images/masters/21198-zz00140t5j-1-master.tif,,,,three dimensional object,,,,,Connexxus (Center),"Retter, Yolanda, 1947-2007",copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,Writing on back of bumper sticker states that the pins were made by Yolanda Retter in 1985.,"""What Connexxus?"" Bumper Sticker and Pins",1985,1985,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140t5j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140t5j/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140t62,ark:/21198/zz000s19ng,2,Completed,Connexxus Publicity,Work,connexxus/images/masters/21198-zz00140t62-1-master.tif,,,,text,,,,,Connexxus (Center),Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,Connexxus Business Card,"November 8, 1986",1986-11-08,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140t62,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140t62/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz001413mk,ark:/21198/zz000s19ng,2,Completed,Connexxus Publicity,Work,connexxus/images/masters/21198-zz001413mk-1-master.tif,,,,text,,,,,Connexxus (Center)|~|Southern California Women for Understanding,,copyrighted,Y,published,,Southern California Women for Understanding,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,,eng,,"Hamilton, Kathy",,"SCWU Newsletter, Volume VIII, No. 4, page 11","""SCWU Supports Connexxus""","August/September, 1984",1984-08/1984-09,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001413mk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001413mk/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz001413n3,ark:/21198/zz000s19ng,2,Completed,Connexxus Publicity,Work,connexxus/images/masters/21198-zz001413n3-1-master.tif,,,,text,,,,,Connexxus (Center)|~|Southern California Women for Understanding,,copyrighted,Y,published,,Southern California Women for Understanding,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,,eng,,,,"SCWU Newsletter, Volume VIII, No. 4, page 13","""Finally. Connexxus"" Advertisement","August/September, 1984",1984-08/1984-09,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001413n3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001413n3/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz001413pm,ark:/21198/zz000s19ng,2,Completed,Connexxus Publicity,Work,connexxus/images/masters/21198-zz001413pm-1-master.tif,,,,text,,,,,Connexxus (Center)|~|Southern California Women for Understanding,,copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,,eng,,"Gaudiano, Judy",,"SCWU Newsletter, Volume VIII, No. 5, page 13","""Community Support Grows for Connexxus""","October/November, 1984",1984-10/1984-11,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001413pm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001413pm/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz001413q4,ark:/21198/zz000s19ng,2,Completed,Connexxus Publicity,Work,connexxus/images/masters/21198-zz001413q4-1-master.tif,,,,text,,,,,Connexxus (Center),,copyrighted,unknown,published,,OFRA (Organization),Los Angeles (Calif.),,,ger,,,,"Rights.generalNote: Unsure as to whether or not permission to publish is needed.|~|Journal is Emanzipation, Number 12, page 17.","""Hier Utopie, dort Wirklichkeit""","October, 1985",1985-10,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001413q4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001413q4/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz001413rn,ark:/21198/zz000s19ng,2,Completed,Connexxus Publicity,Work,connexxus/images/masters/21198-zz001413rn-1-master.tif,,,,text,,,,,Connexxus (Center),,copyrighted,unknown,published,,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,,eng,,,,Rights.generalNote: Unsure as to whether or not permission to publish is needed.|~|Journal is Entre Nous.,"""Get Connected with Connexxus""","circa January, 1986",1986-01,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001413rn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001413rn/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz001413s5,ark:/21198/zz000s19ng,2,Completed,Connexxus Publicity,Work,connexxus/images/masters/21198-zz001413s5-1-master.tif,,,,text,,,,,"Connexxus (Center)|~|Martinez, Del|~|Jardine, Lauren",,copyrighted,unknown,published,,,,Lesbians $z California $z Los Angeles,,eng,,,,Rights.generalNote: Unsure as to whether or not permission to publish is needed.|~|Journal is Entre Nous.,"""Women Watch""","circa January, 1986",1986-01,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001413s5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001413s5/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0014140r,ark:/21198/zz000s19ng,2,Completed,Connexxus Publicity,Work,connexxus/images/masters/21198-zz0014140r-1-master.tif,,,,text,,,,,"Córdova, Jeanne|~|Connexxus (Center)|~|Martinez, Del|~|Mazer, June|~|Jardine, Lauren|~|MacCulloch, Bunny|~|Johnson, Deborah|~|Curlee, Jodi|~|Siegel, Sharon",,copyrighted,unknown,published,,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,,eng,,,,"Rights.generalNote: Unsure as to whether or not permission to publish is needed.|~|Frontiers, page 13","""Connexxus Fundraiser Brings in the Chips""","October 24, 1984",1984-10-24,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014140r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014140r/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0014144t,ark:/21198/zz000s19ng,2,Completed,Connexxus Publicity,Work,connexxus/images/masters/21198-zz0014144t-1-master.tif,,,,text,,,,,"Connexxus (Center)|~|Martinez, Del|~|Jardine, Lauren",,copyrighted,unknown,published,,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles|~|West Hollywood (Calif.),,eng,,,,"Rights.generalNote: Unsure as to whether or not permission to publish is needed.|~|The News, Volume 1 Number 1, page 1","""W.H. Proclaims CONNEXXUS Day""","April 4, 1986",1986-04-04,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014144t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014144t/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0014145b,ark:/21198/zz000s19ng,2,Completed,Connexxus Publicity,Work,connexxus/images/masters/21198-zz0014145b-1-master.tif,,,,text,,,,,"Connexxus (Center)|~|Mazer, June|~|MacCulloch, Bunny|~|June L. Mazer Lesbian Archives",,copyrighted,unknown,published,,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles,,eng,,,,"Rights.generalNote: Unsure as to whether or not permission to publish is needed.|~|Frontiers, Issue Unknown, page 15","""Mazer Collection Opens September 13""","August 26-September 9, 1987",1987-08-26/1987-09-09,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014145b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014145b/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0014149d,ark:/21198/zz000s19ng,2,Completed,Connexxus Publicity,Work,connexxus/images/masters/21198-zz0014149d-1-master.tif,,,,text,,,,,Connexxus (Center),Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Five Plus Connexxus Campaign,,eng,,,,,"""Five Plus Connexx Us"" Bumper Sticker",Between 1984 and 1988,1984/1988,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014149d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014149d/manifest
