Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,IIIF Access URL,Subject,Type.genre,Type.typeOfResource,Name.subject,Coverage.geographic,Name.fashionDesigner,Coverage.spatialLongitude,Name.repository,Rights.rightsHolderContact,Name.artist,Name.architect,Name.photographer,Language,Publisher.publisherName,Name.illustrator,Rights.permission,Coverage.spatialLatitude,Relation.hasVersion,Relation.isPartOf,Name.compiler,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Rights.copyrightStatus,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Alternate Identifier.OPAC,Alternate Identifier.url,Alternate Identifier.oclc,Rights.countryCreation,Rights.servicesContact
Los Angeles Times Photographic Archive,ark:/21198/zz002j7rh7,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_14209.tif,,,,,Women $x Clothing & dress $z United States $y 1930-1940|~|Fraternities & sororities--California--Los Angeles County|~|Socialites $z California $z Pasadena|~|Masks|~|Charitable organizations $z California $z Pasadena,news photographs|~|cellulose nitrate film,still image,"Chi Alpha Epsilon of Pasadena|~|Vaillancourt, Jeanne, $d. b. 1921|~|Chatterton, Virginia $q (Virginia R.), $d 1920-|~|May, Marjorie D., $d 1918-1997",Los Angeles (Calif.),,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,"Kentle, Jean",zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_14209,"Jeanne Vaillancourt, Marjorie May, and Virginia Chatterton, members of Chi Alpha Epsilon of Pasadena, Pasadena, 1936","Handwritten on negative sleeve: 5104. Jean Vaillaincourt (w/ mask of Greta Garbo); Marjorie May (w/ Jean Harlow mask); Virginia Chatterton (w/ Zasu Pitts mask). Society. Pasadena Chi Alpha Epsilon sisters in benefit (impersonating film stars) [stamped:] May 1 1936|~|Text accompanying photograph in newspaper: Jean Vaillaincourt, with a masque of Greta Garbo; Marjorie May with a masque of Jean Harlow, and Virginia Chatterton, with a Zasu Pitts replica, are Chi Alpha Epsilon sisters who plan a novel benefit bride-tea and fashion show at the Flintridge Country Club next Saturday. The Pasadenans will impersonate film stars with their varied masques. All for charity. Jean Kentle photo.","[circa May 1, 1936]",1 photograph,b&w nitrate negative,,copyrighted,"May 1, 1936",,,"This photograph appears in ""Greek-Letter Girls to be Film Stars,"" Los Angeles Times, 03 May 1936: D6.|~|Left to right: Jeanne Vaillancourt, Marjorie May, and Virginia Chatterton. The women are outside on a patio. Vaillaincourt is seated in a wicker chair, May is standing in the middle, and Chatterton sits on the arm of another wicker chair. Vaillaincourt and Chatterton are looking at each other while May looks at the camera. All three hold masks of famous actresses: Greta Garbo, Jean Harlow, and Zasu Pitts, respectively.|~|Virginia Chatterton became Virginia R. Abeel in 1939.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002j7stc,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_14247.tif,,,,,Physicians $x American $z California $z Los Angeles|~|Cooks $z California $z Los Angeles|~|Nurses $x American $z California $z Los Angeles|~|Police $z California $z Los Angeles,news photographs|~|cellulose nitrate film,still image,"Georgia Street Receiving Hospital (Los Angeles, Calif.)|~|Spear, Edgar Berthold, $d 1899-1986|~|Georgi, Mary Alice, $d 1900-1952|~|Calvelage, Reta Martha $d 1892-1981|~|Peterson, Clare, $d b. 1905 or 06|~|Whitehead, Charles Harrison, $d 1873-1942|~|Pearce, William James, $d 1871-1947|~|Filby, Vern, $d 1878-1945",Los Angeles (Calif.),,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_14247,"Dr. Edgar Spear and nurse Charles Whitehead shake hands with Police Detective Vern Filby at the Georgia Street Hospital, Los Angeles, 1936","Text from negative sleeve: Dr. Edgar Spear, Mary Georgi [cook], Rita Calvelage [nurse], Vern Filby [Detective Lieutenant in the Police Department], Clare Peterson [nurse], Wm. Pearce [nurse], Chas. Whitehead [nurse]. 5205. 4/9/36.","April 9, 1936",1 photograph,b&w nitrate negative,,copyrighted,1936-04-09,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002j7svw,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_14248.tif,,,,,Physicians $x American $z California $z Los Angeles|~|Cooks $z California $z Los Angeles|~|Nurses $x American $z California $z Los Angeles|~|Police $z California $z Los Angeles,news photographs|~|cellulose nitrate film,still image,"Georgia Street Receiving Hospital (Los Angeles, Calif.)|~|Spear, Edgar Berthold, $d 1899-1986|~|Georgi, Mary Alice, $d 1900-1952|~|Calvelage, Reta Martha $d 1892-1981|~|Peterson, Clare, $d b. 1905 or 06|~|Whitehead, Charles Harrison, $d 1873-1942|~|Pearce, William James, $d 1871-1947|~|Filby, Vern, $d 1878-1945",Los Angeles (Calif.),,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_14248,"Dr. Edgar Spear and nurse Charles Whitehead shake hands with Police Detective Vern Filby at the Georgia Street Hospital, Los Angeles, 1936","Text from negative sleeve: Dr. Edgar Spear, Mary Georgi [cook], Rita Calvelage [nurse], Vern Filby [Detective Lieutenant in the Police Department], Clare Peterson [nurse], Wm. Pearce [nurse], Chas. Whitehead [nurse]. 5205. 4/9/36.","April 9, 1936",1 photograph,b&w nitrate negative,,copyrighted,1936--04-09,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002j7tjq,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_14268.tif,,,,,"Music $x Societies, etc.|~|Luncheons $z California $z Los Angeles|~|Clubwomen $z California $z Los Angeles",news photographs|~|cellulose nitrate film,still image,"Kreiss, Mary Elizabeth, $d 1881-1953 |~|Reithmann, A. Willa $q (Alice Willa), 1975-1966|~|Farmer, Lillian Ballagh, $d 1864-1938",Los Angeles (Calif.),,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_14268,"Matinee Musical Club, Colonial Day luncheon, Los Angeles, 1933-1938","Text from negative sleeve: 5272 - Matinee Musical Club. L to R. Mrs. Lillian Ballagh Farmer, founder, Mmes. A. Willa Riethmann, chm., colonial party, [Helen, Mrs.] Joseph W. Pierce, program chm, [Mary, Mrs.] Albert Louis Kreiss.  [stamp] MAY 17,[year unreadable].",[between 1933-1938],1 photograph,b&w nitrate negative,,copyrighted,1933/1938,,,Members of the Matinee Musical Club in colonial-style dress prepare flowers for annual Colonial Day luncheon and program.,,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002j7vzd,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_14309.tif,,,,,Women $x Clothing & dress $z United States $y 1930-1940|~|Socialites $z California $z Santa Monica,news photographs|~|cellulose nitrate film,still image,"Angione, Virginia $q (Virginia Bethyne), $d approximately 1909-|~|Schirmer, Ruth, $d 1909-1991|~|Raney, Frances $q (Frances Lee), $d 1910-1983",Santa Monica (Calif.),,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_14309,"Ruth Schirmer, Frances Raney, and Virginia Angione, Santa Monica, 1936",Text from negative sleeve: 5525 - Mrs. Wm R Schirmer. Miss Frances Raney. Mrs. Wm Angione. Society (in Santa Monica?) [stamped:] Jun [illegible] 36,"[circa June 12, 1936]",1 photograph,b&w nitrate negative,,copyrighted,1936-06-12,,,"Ruth Schirmer, Frances Raney, and Virginia Angione walk arm in arm, fingers interlaced, down an alley. All three women wear midi-length dresses, hats, and heeled shoes.|~|Mrs. William Angione was formerly Virginia Hunter. Mrs. William R. Schirmer was formerly Ruth Grapengeter. Frances Raney became Mrs. Frances Miller.|~|Possibly related to ""Guest Welcomed Home From Orient,"" Los Angeles Times, 12 Jun 1936: A11.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002j7x7h,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_14346.tif,,,,,Financial statements,news photographs|~|cellulose nitrate film|~|typescripts,still image,Los Angeles County (Calif.). $b Office of Assessor,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,eng,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_14346,"Los Angeles Bureau of Assessments Opening and Widening Revolving Fund, 1936",Handwritten on negative sleeve: 5680-- C...LA Bureau & Assessment...L...& Appraiser's... R... Fees[?] [stamped:] JUN 8-1936,"June 8, 1936",1 photograph,b&w nitrate negative,,copyrighted,1936-06-08,,,"Picture of Financial Statement|~|From the statement: ""City of Los Angeles Bureau of Assessments Opening and Widening Revolving Fund--Statement showing payments made to various individuals and concerns for services rendered for the period from January 1st, 1921 to December 31st, 1932.""",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002j7x81,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_14347.tif,,,,,Financial statements,news photographs|~|cellulose nitrate film,still image|~|typescripts,Los Angeles County (Calif.). $b Office of Assessor,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,eng,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_14347,"Los Angeles Bureau of Assessments Opening and Widening Revolving Fund, 1936",Handwritten on negative sleeve: 5680-- C...LA Bureau & Assessment...L...& Appraiser's... R... Fees[?] [stamped:] JUN 8-1936,"June 8, 1936",1 photograph,b&w nitrate negative,,copyrighted,1938-06-08,,,"Picture of Financial Statement|~|From the statement: ""Appraiser's Fees (See Schedule attached) $966, 071.18""--Referee's Fees (See Schedule attached) 688, 738.60",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002j7x9j,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_14348.tif,,,,,Financial statements,news photographs|~|cellulose nitrate film|~|typescripts,still image,Los Angeles County (Calif.). $b Office of Assessor,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,eng,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_14348,"Los Angeles Bureau of Assessments Opening and Widening Revolving Fund, 1936",Handwritten on negative sleeve: 5680-- C...LA Bureau & Assessment...L...&Appraiser's... R... Fees[?] [stamped:] JUN 8-1936,"June 8, 1936",1 photograph,b&w nitrate negative,,copyrighted,1936-06-08,,,"From the statement: ""Referee's Fees--Continued: Lichtenberger, H.C.--$3,000.00,  Little, Walter J.--250.00""|~|Picture of Financial Statement",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002j7xb2,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_14349.tif,,,,,Financial statements,news photographs|~|cellulose nitrate film|~|typescripts,still image,Los Angeles County (Calif.). $b Office of Assessor,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,eng,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_14349,"Los Angeles Bureau of Assessments Opening and Widening Revolving Fund, 1936",Handwritten on negative sleeve: 5680-- C...LA Bureau & Assessment...L...& Appraiser's... R... Fees[?] [stamped:] JUN 8-1936,"June 8, 1936",1 photograph,b&w nitrate negative,,copyrighted,1936-06-08,,,"Picture of Financial Statement|~|From the statement: Appraiser's Fees--Continued: Ferguson, G. W.--$100.00, Ferguson, H. G.--225.00",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002j7xck,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_14350.tif,,,,,Financial statements,news photographs|~|cellulose nitrate film|~|typescripts,still image,Los Angeles County (Calif.). $b Office of Assessor,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,eng,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_14350,"Los Angeles Bureau of Assessments Opening and Widening Revolving Fund, 1936",Handwritten on negative sleeve: 5680-- C...LA Bureau & Assessment...L...& Appraiser's... R... Fees[?] [stamped:] JUN 8-1936,"June 8, 1936",1 photograph,b&w nitrate negative,,copyrighted,1936-06-08,,,"Picture of Financial Statement|~|From the statement: ""Referees Fees--Continued: Crail, Shutt--$750.00, Crippen, Paul A.--22,875.00",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002j7xd3,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_14351.tif,,,,,Financial statements,news photographs|~|cellulose nitrate film|~|typescripts,still image,Los Angeles County (Calif.). $b Office of Assessor,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,eng,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_14351,"Los Angeles Bureau of Assessments Opening and Widening Revolving Fund, 1936",Handwritten on negative sleeve: 5680-- C...LA Bureau & Assessment...L...& Appraiser's... R... Fees[?] [stamped:] JUN 8-1936,"June 8, 1936",1 photograph,b&w nitrate negative,,copyrighted,1936-06-08,,,"Picture of Financial Statement|~|From the statement: ""Appraiser's Fees: Alexander, R. H.--$1,575.00, Alliance Engineering Company--12,330.00""",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002j7xfm,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_14352.tif,,,,,Financial statements,news photographs|~|cellulose nitrate film|~|typescripts,still image,Los Angeles County (Calif.). $b Office of Assessor,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,eng,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_14352,"Los Angeles Bureau of Assessments Opening and Widening Revolving Fund, 1936",Handwritten on negative sleeve: 5680-- C...LA Bureau & Assessment...L...& Appraiser's... R... Fees[?] [stamped:] JUN 8-1936,"June 8, 1936",1 photograph,b&w nitrate negative,,copyrighted,1936-06-08,,,"Picture of Financial Statement|~|From the statement: Appraiser's Fees:  White, M. T.--$200.00, Will, A.P.--175.00""",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002j7xxv,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_14366.tif,,,,,Debutantes $z California $z Santa Barbara,news photographs|~|cellulose nitrate film,still image,"Frink, Ann Oliver, $d 1921-2010|~|Wheeler, Elsie Page, $d 1921-2013|~|Boyd, Mercelia Louise, $d 1921-1969",Santa Barbara (Calif.),,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_14366,"Debutantes Mercelia Boyd, Elsie Wheeler, and Ann Frink, Santa Barbara, 1936","Text from negative sleeve: 5778 - Mercelia Boyd. Ann Frink. Elsie Wheeler. Society. [stamp] JUN 18, 1936.","[circa June 18, 1936]",1 photograph,b&w nitrate negative,,copyrighted,1936-06-18,,,"Debutantes Mercelia Boyd, Elsie Wheeler, and Ann Frink in each other's company.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002j7xzc,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_14367.tif,,,,,Honeymoons $z California $z Santa Barbara,news photographs|~|cellulose nitrate film,still image,"Meeker, $c Mrs.|~|Meeker, $c Mr.",Santa Barbara (Calif.),,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_14367,"Mr. and Mrs. Meeker, Santa Barbara (?), 1930s",Text from negative sleeve: 5779 Mr. & Mrs. Meeker. F.9. [stamped:] JUN 18 193_ [1934?].  (Honeymoon in Santa Barbara.,1930s,1 photograph,b&w nitrate negative,,copyrighted,1930/1939,,,"Mr. and Mrs. Meeker standinag in front of a 2-story house of hotel, possibly during their honeymoon.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002j7z6g,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_14374.tif,,,,,Sunbathing $z California $z Laguna Beach,news photographs|~|cellulose nitrate film,still image,"Swanson, John, $c Mrs.",Laguna Beach (Calif.),,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_14374,"Mr. and Mrs. John Swanson sunbathe at Emerald Bay, Laguna Beach, 1936",Text from negative sleeve: 5921- 7/2/36.  Mr. & Mrs. John Swanson. Emerald Bay.  Society.,"July 2, 1936",1 photograph,b&w nitrate negative,,copyrighted,1936-07-02,-117.809363,33.551917,Mr. and Mrs. John Swanson seated on beach towels beneath an umbrella at Emerald Bay.,,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002j7zbj,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_14378i.tif,,,,,Beaches $z California|~|Families $x American $z California,news photographs|~|cellulose nitrate film,still image,"Bleuel, Maurice James, $d 1890-1967|~|Bleuel, Yates Smoot, $d 1919-1991|~|Macomber, Maide Wall, $d 1888-1958|~|Pollard, Inez Eudora Owsley, $d 1876-1948","California, Southern",,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_14378i,"Maide Macomber, Inez Owsley (Pollard), Yates Bleuel and Maurice Bleuel at a beach, Southern California, 1936","Photo credit: Edmundson - Photo|~|Text from negative sleeve: 1530, 7/2/36. Mrs. Lawrence Macomber, Mrs. Inez E. Owsley, Yates Bleuel, M. J. Bleuel","July 2, 1936",1 photograph,b&w nitrate negative,,copyrighted,1937-07-02,,,"Pasadena residents take a day at the beach. From left, Maide Macomber, Inez Owsley (Pollard), her grandson Yates Bleuel, and her son-in-law, Maurice Bleuel, seated beneath an umbrella at a beach. Earlier that year, Owsley's daughter (and Yates' mother amd Maurice's wife), Agnes, had passed away.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002j80dh,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_14409.tif,,,,,Singers $z United States|~|Motion picture actors and actresses $z California $z Los Angeles|~|Socialites $z California $z Santa Monica,news photographs|~|cellulose nitrate film,still image,"Candy, Kate Winnett, $d 1908-1975|~|Bartlett, Michael, $d 1903-1979",Los Angeles County (Calif.),,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,"Traxel, Mel",zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_14409,"Film actor and singer Michael Bartlett with socialite Kate Winnett Candy, Los Angeles County, circa 1936","Text on negative sleeve: Michael Bartlett (actor?), Mrs. Walter Candy. Mel Traxel Photo. Society, 6123, [stamped:] Jul 22 1936.",[1936],1 photograph,b&w nitrate negative,,copyrighted,1936,,,"Film actor and singer Michael Bartlett seated at a table with Santa Monica socialite Kate Winnett Candy. Candy is smoking a cigarette. On the table is a gingham tablecloth, glasses, a plate, and a bowl. The wooden framework of the wall behind Bartlett and Candy is exposed. To the left is an unidentified woman, also seated.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002j80f1,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_14410.tif,,,,,Musicians,news photographs|~|cellulose nitrate film|~|Group portraits,still image,,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_14410,"Southern Harmony Boys, 1936",Handwritten on negative: 154 154|~|Text from negative sleeve: 6127-- Southern Harmony Boys [stamped:] JUL 2[?] [19]36,July 1936,1 photograph,b&w nitrate negative,,copyrighted,1936-07,,,"Group of musicians posed for a publicity photograph. There are two violinists, a banjo player, a bass player, and two guitarists. They wear cowboy hats and vests.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002j80gj,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_14411.tif,,,,,Musicians,news photographs|~|cellulose nitrate film,still image,,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_14411,"Two members of the Southern Harmony Boys, 19361",,July 1936,1 photograph,b&w nitrate negative,,copyrighted,1936-07,,,"A violinist, who is short in height, poses behind a microphone with a very tall guitarist, both members of the group the Southern Harmony Boys.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002j815c,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_14431.tif,,,,,Lawyers $z California $z Los Angeles,news photographs|~|cellulose nitrate film,still image,"Werner, Helen W., $d 1887-1947|~|Werner, Erwin P., $q (Erwin Peter), $d 1893-1975",,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_14431,"Erwin P. Werner at a restaurant with his wife, Helen, Los Angeles, between 1924-1930 (?)","Text from negative sleeve: Werner, Helen Mrs. Erwin P. Werner (former city atty.) 5636",[between 1924-1930?],1 photograph,b&w nitrate negative,,copyrighted,,,,Erwin P. Werner was indicted for bribery in the mid 1930s.,,,,,,,,US,
