Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Visibility,Thumbnail,Subject.conceptTopic,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Name.subject,Subject,Subject.descriptiveTopic,Name.repository,Rights.servicesContact,Language,Name.photographer,Name.donor,Name.correspondent,Subject geographic,Name.recipient,Rights.rightsHolderContact,Name.creator,Local identifier,Title,Description.abstract,Description.note,Alt ID.local,Summary,Date.normalized,Date.creation,Format.extent,Coverage.geographic,Description.caption,Description.latitude,Description.longitude,Alt ID.url,AltTitle.other,Note,Relation.isPartOf,Opac url,Finding Aid URL
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2b8/2b93wg92,ark:/21198/zz0025p2b8,,,Page,gordo/image/yrlsc_gordonphotos_0042_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2b8/9g52f56c,ark:/21198/zz0025p2b8,,,Page,gordo/image/yrlsc_gordonphotos_0042.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2cs/v611sm1r,ark:/21198/zz0025p2cs,,,Page,gordo/image/yrlsc_gordonphotos_0043.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2cs/xw22kd9q,ark:/21198/zz0025p2cs,,,Page,gordo/image/yrlsc_gordonphotos_0043_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2d9/bh416c0b,ark:/21198/zz0025p2d9,,,Page,gordo/image/yrlsc_gordonphotos_0044_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2d9/jd70083x,ark:/21198/zz0025p2d9,,,Page,gordo/image/yrlsc_gordonphotos_0044.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2ft/0s211c1f,ark:/21198/zz0025p2ft,,,Page,gordo/image/yrlsc_gordonphotos_0045.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2ft/p763474g,ark:/21198/zz0025p2ft,,,Page,gordo/image/yrlsc_gordonphotos_0045_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2hv/jt59c733,ark:/21198/zz0025p2hv,,,Page,gordo/image/yrlsc_gordonphotos_0047.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2hv/zh14sb58,ark:/21198/zz0025p2hv,,,Page,gordo/image/yrlsc_gordonphotos_0047_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2jc/fj428n4r,ark:/21198/zz0025p2jc,,,Page,gordo/image/yrlsc_gordonphotos_0048_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2jc/wd67wg76,ark:/21198/zz0025p2jc,,,Page,gordo/image/yrlsc_gordonphotos_0048.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2md/9539fg7z,ark:/21198/zz0025p2md,,,Page,gordo/image/yrlsc_gordonphotos_0050.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2md/n092dg9n,ark:/21198/zz0025p2md,,,Page,gordo/image/yrlsc_gordonphotos_0050_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2rg/9b65qk3m,ark:/21198/zz0025p2rg,,,Page,gordo/image/yrlsc_gordonphotos_0054.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2rg/nx18r30v,ark:/21198/zz0025p2rg,,,Page,gordo/image/yrlsc_gordonphotos_0054_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2s0/n5428003,ark:/21198/zz0025p2s0,,,Page,gordo/image/yrlsc_gordonphotos_0055_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2s0/sz49w06s,ark:/21198/zz0025p2s0,,,Page,gordo/image/yrlsc_gordonphotos_0055.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2th/dz95j497,ark:/21198/zz0025p2th,,,Page,gordo/image/yrlsc_gordonphotos_0056.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2th/ww94t33g,ark:/21198/zz0025p2th,,,Page,gordo/image/yrlsc_gordonphotos_0056_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2x2/br93h99n,ark:/21198/zz0025p2x2,,,Page,gordo/image/yrlsc_gordonphotos_0059_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2x2/q706bj6t,ark:/21198/zz0025p2x2,,,Page,gordo/image/yrlsc_gordonphotos_0059.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2zk/6p63gd12,ark:/21198/zz0025p2zk,,,Page,gordo/image/yrlsc_gordonphotos_0060_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2zk/pc811225,ark:/21198/zz0025p2zk,,,Page,gordo/image/yrlsc_gordonphotos_0060.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p334/1j443x6q,ark:/21198/zz0025p334,,,Page,gordo/image/yrlsc_gordonphotos_0064.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p334/cv76hn1z,ark:/21198/zz0025p334,,,Page,gordo/image/yrlsc_gordonphotos_0064_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p355/vw45z66c,ark:/21198/zz0025p355,,,Page,gordo/image/yrlsc_gordonphotos_0066_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p355/xg42xq0f,ark:/21198/zz0025p355,,,Page,gordo/image/yrlsc_gordonphotos_0066.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p376/2148qj9p,ark:/21198/zz0025p376,,,Page,gordo/image/yrlsc_gordonphotos_0068.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p376/4n16kb0d,ark:/21198/zz0025p376,,,Page,gordo/image/yrlsc_gordonphotos_0068_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p397/0s847g1n,ark:/21198/zz0025p397,,,Page,gordo/image/yrlsc_gordonphotos_0070.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p397/m4325f9r,ark:/21198/zz0025p397,,,Page,gordo/image/yrlsc_gordonphotos_0070_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p3br/64372m69,ark:/21198/zz0025p3br,,,Page,gordo/image/yrlsc_gordonphotos_0071.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p3br/dw36h365,ark:/21198/zz0025p3br,,,Page,gordo/image/yrlsc_gordonphotos_0071_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p3px/w673705p,ark:/21198/zz0025p3px,,,Page,gordo/image/yrlsc_gordonphotos_0081_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p3px/xx13jp66,ark:/21198/zz0025p3px,,,Page,gordo/image/yrlsc_gordonphotos_0081.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p3sg/d580fm79,ark:/21198/zz0025p3sg,,,Page,gordo/image/yrlsc_gordonphotos_0084.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p3sg/sh10xg84,ark:/21198/zz0025p3sg,,,Page,gordo/image/yrlsc_gordonphotos_0084_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p3t0/4c027h2z,ark:/21198/zz0025p3t0,,,Page,gordo/image/yrlsc_gordonphotos_0085_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p3t0/c844pk20,ark:/21198/zz0025p3t0,,,Page,gordo/image/yrlsc_gordonphotos_0085.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p3z2/db20sm1s,ark:/21198/zz0025p3z2,,,Page,gordo/image/yrlsc_gordonphotos_0089.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p3z2/r540x419,ark:/21198/zz0025p3z2,,,Page,gordo/image/yrlsc_gordonphotos_0089_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p49q/2718f244,ark:/21198/zz0025p49q,,,Page,gordo/image/yrlsc_gordonphotos_0099_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p49q/r586gp7w,ark:/21198/zz0025p49q,,,Page,gordo/image/yrlsc_gordonphotos_0099.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4cr/bm12rd3m,ark:/21198/zz0025p4cr,,,Page,gordo/image/yrlsc_gordonphotos_0101.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4cr/n260535s,ark:/21198/zz0025p4cr,,,Page,gordo/image/yrlsc_gordonphotos_0101_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4fs/cw72f98f,ark:/21198/zz0025p4fs,,,Page,gordo/image/yrlsc_gordonphotos_0103.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4fs/hv11bt31,ark:/21198/zz0025p4fs,,,Page,gordo/image/yrlsc_gordonphotos_0103_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4ht/4v85mp3v,ark:/21198/zz0025p4ht,,,Page,gordo/image/yrlsc_gordonphotos_0105.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4ht/cb156z2v,ark:/21198/zz0025p4ht,,,Page,gordo/image/yrlsc_gordonphotos_0105_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4nw/2z03w74x,ark:/21198/zz0025p4nw,,,Page,gordo/image/yrlsc_gordonphotos_0109_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4nw/dk81b13q,ark:/21198/zz0025p4nw,,,Page,gordo/image/yrlsc_gordonphotos_0109.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p52k/cc561n8k,ark:/21198/zz0025p52k,,,Page,gordo/image/yrlsc_gordonphotos_0121.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p52k/pd37zd7h,ark:/21198/zz0025p52k,,,Page,gordo/image/yrlsc_gordonphotos_0121_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p533/3193n40p,ark:/21198/zz0025p533,,,Page,gordo/image/yrlsc_gordonphotos_0122.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p533/b874s31f,ark:/21198/zz0025p533,,,Page,gordo/image/yrlsc_gordonphotos_0122_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p554/c994wb08,ark:/21198/zz0025p554,,,Page,gordo/image/yrlsc_gordonphotos_0124_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p554/f609xv0c,ark:/21198/zz0025p554,,,Page,gordo/image/yrlsc_gordonphotos_0124.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p58p/hz02hz9w,ark:/21198/zz0025p58p,,,Page,gordo/image/yrlsc_gordonphotos_0127.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p58p/ts10g90k,ark:/21198/zz0025p58p,,,Page,gordo/image/yrlsc_gordonphotos_0127_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p596/9q93x58j,ark:/21198/zz0025p596,,,Page,gordo/image/yrlsc_gordonphotos_0128.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p596/bb57153x,ark:/21198/zz0025p596,,,Page,gordo/image/yrlsc_gordonphotos_0128_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5c7/0w18r28j,ark:/21198/zz0025p5c7,,,Page,gordo/image/21198-zz0025p5c7_1835153_master.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5c7/k541ms41,ark:/21198/zz0025p5c7,,,Page,gordo/image/yrlsc_gordonphotos_0130.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5dr/1b88wg1j,ark:/21198/zz0025p5dr,,,Page,gordo/image/yrlsc_gordonphotos_0131_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5dr/4416033m,ark:/21198/zz0025p5dr,,,Page,gordo/image/yrlsc_gordonphotos_0131.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5gs/3213x63r,ark:/21198/zz0025p5gs,,,Page,gordo/image/yrlsc_gordonphotos_0133_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5gs/r534pt93,ark:/21198/zz0025p5gs,,,Page,gordo/image/yrlsc_gordonphotos_0133.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5sf/1241124j,ark:/21198/zz0025p5sf,,,Page,gordo/image/yrlsc_gordonphotos_0142.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5sf/2d05jx6q,ark:/21198/zz0025p5sf,,,Page,gordo/image/yrlsc_gordonphotos_0142_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p601/ck60zm41,ark:/21198/zz0025p601,,,Page,gordo/image/yrlsc_gordonphotos_0149_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p601/kb10jx07,ark:/21198/zz0025p601,,,Page,gordo/image/yrlsc_gordonphotos_0149.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6mb/g766tb3v,ark:/21198/zz0025p6mb,,,Page,gordo/image/yrlsc_gordonphotos_0167.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6mb/n245qs72,ark:/21198/zz0025p6mb,,,Page,gordo/image/yrlsc_gordonphotos_0167_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6sx/50697s4g,ark:/21198/zz0025p6sx,,,Page,gordo/image/yrlsc_gordonphotos_0172_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6sx/79631g57,ark:/21198/zz0025p6sx,,,Page,gordo/image/yrlsc_gordonphotos_0172.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6tf/8f56wh81,ark:/21198/zz0025p6tf,,,Page,gordo/image/yrlsc_gordonphotos_0173.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6tf/gc93rd2w,ark:/21198/zz0025p6tf,,,Page,gordo/image/yrlsc_gordonphotos_0173_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p70h/4x77v393,ark:/21198/zz0025p70h,,,Page,gordo/image/yrlsc_gordonphotos_0178_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p70h/7z683b6b,ark:/21198/zz0025p70h,,,Page,gordo/image/yrlsc_gordonphotos_0178.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p74k/b229sg64,ark:/21198/zz0025p74k,,,Page,gordo/image/yrlsc_gordonphotos_0182_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p74k/fp75vm84,ark:/21198/zz0025p74k,,,Page,gordo/image/yrlsc_gordonphotos_0182.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p753/b097mj3r,ark:/21198/zz0025p753,,,Page,gordo/image/yrlsc_gordonphotos_0183.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p753/db63g08g,ark:/21198/zz0025p753,,,Page,gordo/image/yrlsc_gordonphotos_0183_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p78n/hb821c2m,ark:/21198/zz0025p78n,,,Page,gordo/image/yrlsc_gordonphotos_0186_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p78n/hs62z34s,ark:/21198/zz0025p78n,,,Page,gordo/image/yrlsc_gordonphotos_0186.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p795/5080mv3p,ark:/21198/zz0025p795,,,Page,gordo/image/yrlsc_gordonphotos_0187_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p795/g752qb08,ark:/21198/zz0025p795,,,Page,gordo/image/yrlsc_gordonphotos_0187.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p7f7/1m722n9w,ark:/21198/zz0025p7f7,,,Page,gordo/image/yrlsc_gordonphotos_0191.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p7f7/bh74kr9r,ark:/21198/zz0025p7f7,,,Page,gordo/image/yrlsc_gordonphotos_0191_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p7gr/j7080668,ark:/21198/zz0025p7gr,,,Page,gordo/image/yrlsc_gordonphotos_0192.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p7gr/zx88nh58,ark:/21198/zz0025p7gr,,,Page,gordo/image/yrlsc_gordonphotos_0192_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p7nb/6058h58h,ark:/21198/zz0025p7nb,,,Page,gordo/image/yrlsc_gordonphotos_0197_back.tif,2,,,,private,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p7nb/6t49d09d,ark:/21198/zz0025p7nb,,,Page,gordo/image/yrlsc_gordonphotos_0197.tif,1,,,,private,,,,,,,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,
