Object Type,Title,Local identifier,Item ARK,Parent ARK,File Name,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject,Subject geographic,Subject temporal,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Work,"Rhona , Sindile (Sindi) and Thami at the living room, Gaborone, Botswana, 1980",fp_medu_123,ark:/21198/z1jt1j1k,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-370.tif,,,Copied from an original photographic print,Dec-80,1980-12-01/1980-12-31,,,"Rhona , Sindile (Sindi) and Thami at the living room. Pudulogo Crescent. Gaborone. December 1980",42 cm x 30 cm,1 photograph,,color photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt1j1k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jt1j1k/manifest
Work,"Lulu Emmig selling posters and publications, Symposium on Culture and Resistance, University of Botswana, 1982",fp_medu_124,ark:/21198/z1f20sbm,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-392.tif,,,Copied from an original photographic print,Jul-82,1982-07-01/1982-07-31,,,"Lulu Emmig selling posters and publications outside the Main Hall, University of Botswana, Symposium on Culture and Resistance, July 1982.",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f20sbm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f20sbm/manifest
Work,"Basil Jones speaking at Thami Mnyele's exhibition 'Statement in Spring', 1980",fp_medu_125,ark:/21198/z19c8r12,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-398.tif,,,Copied from an original photographic print,Sep-80,1980-09-01/1980-09-30,,,"Basil Jones speaking at Thami Mnyele's exhibition 'Statement in Spring', September 1980. Thami is at the extreme right of the photo wearing a blue jacket, NMAG, Gaborone",42 cm x 30 cm,1 photograph,,color photographs,,"Devant, Teresa",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8r12,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c8r12/manifest
Work,"Tim Williams, Wally Serote and Ablio Gonzalez printing the 'Unity is Power' poster, Gaborone, Botswana, 1979",fp_medu_126,ark:/21198/z15m80cm,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-405.tif,,,Copied from an original photographic print,1979,1979,,,"Tim Williams, Wally Serote and Ablio Gonzalez printing the 'Unity is Power' poster, 1979 at Pudulogo Crescent, Gaborone",42 cm x 30 cm,1 photograph,,color photographs,,"Devant, Teresa",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m80cm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15m80cm/manifest
Work,"Printing the 'Unity is Power' poster, Gaborone, Botswana, 1979",fp_medu_127,ark:/21198/z11v77nw,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-400.tif,,,Copied from an original photographic print,1979,1979,,,"Printing the 'Unity is Power' poster at Pudulogo Crescent, 1979. From Left: Tim Williams, Bachana wa Makwena, Wally Serote, Albio Gonzalez and Thami Mnyele, Gaborone",42 cm x 30 cm,1 photograph,,color photographs,,"Devant, Teresa",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v77nw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11v77nw/manifest
Work,"Albio Gonzalez and Gordon Metz framing artworks for the exhibition Art Towards Social Development, Gaborone, Botswana, 1982",fp_medu_128,ark:/21198/z1x36r5x,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-401.tif,,,Copied from an original photographic print,Beginning of June 1982,1982-06-01/1982-06-30,,,Albio Gonzalez and Gordon Metz framing artworks at the Department of Town and Regional Planning. Gaborone. Exhibition Art Towards Social Development. Beginning of June 1982,42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Williams, Tim",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x36r5x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x36r5x/manifest
Work,"Thami Mnyele framing art works for the exhibition Art Towards Social Development, Gaborone, Botswana, 1982",fp_medu_129,ark:/21198/z1sb60cp,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-394.tif,,,Copied from an original photographic print,Beginning of June 1982,1982-06-01/1982-06-30,,,"Thami Mnyele framing art works at the Department of Town and Regional Planning, Gaborone. Exhibition Art Towards Social Development. Beginning of June 1982. Standing Ibrahim (IF). Sitting Miles Pelo",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sb60cp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sb60cp/manifest
Work,"Arms of Thami Mnyele and Monica Holts, Gaborone, 1981",fp_medu_130,ark:/21198/z1nk57nz,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-363.tif,,,Copied from an original photographic print,1981,1981,,,Arms of Thami Mnyele and Monica Holts. Gaborone. 1981,42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Devant, Teresa",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk57nz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nk57nz/manifest
Work,"Gordon Metz framing art works. Tim WIlliams looking, Gaborone, Botswana, 1982",fp_medu_131,ark:/21198/z1ht4h0j,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-403.tif,,,Copied from an original photographic print,Beginning of June 1982,1982-06-01/1982-06-30,,,"Gordon Metz framing art works.Tim WIlliams looking. Department of Town and Regional Planning, Gaborone, Beginning of June 1982",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ht4h0j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ht4h0j/manifest
Work,"Teresa Devant, Adrian Gonzalez and Ablio Gonzalez, Gaborone, Botswana, 1982",fp_medu_132,ark:/21198/z1d52fjn,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-407.tif,,,Copied from an original photographic print,Jun-82,1982-06-01/1982-06-30,,,"Teresa Devant, Adrian Gonzalez and Ablio Gonzalez, Pudulogo Crescent, Gaborone, June 1982",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Sharp, Nancy",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d52fjn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d52fjn/manifest
Work,"Lulu Emmig, Gordon Metz, Teresa Devant and Thami Mnyele, Botswana Orientation Center, 1983",fp_medu_133,ark:/21198/z18d1pwt,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-408.tif,,,Copied from an original photographic print,1983,1983,,,"Lulu Emmig, Gordon Metz, Teresa Devant and Thami Mnyele, Botswana Orientation Center, 1983",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18d1pwt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18d1pwt/manifest
Work,"The team that produced 'Shades of Change' at the National Museum and Art Gallery, Gaborone, Botswana, 1982",fp_medu_134,ark:/21198/z14n0z7d,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-409.tif,,,Copied from an original photographic print,End of January 1982,1982-01-01/1982-01-31,,,"The team that produced 'Shades of Change' at the National Museum and Art Gallery, end of January 1982, From left: Tim Williams, Wally Serote, Joko Scott, Gordon Metz, Teresa Devant and Sammy Shoba, Gaborone",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n0z7d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14n0z7d/manifest
Work,"Joko Scott and Sammy Shoba rehearsing 'Shades of Change', 1982",fp_medu_135,ark:/21198/z10w06f5,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-413.tif,,,Copied from an original photographic print,End of January 1982,1982-01-01/1982-01-31,,,"Joko Scott (close to the camera) and Sammy Shoba rehearsing 'Shades of Change'. End of January 1982. NMAG, Gaborone",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w06f5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10w06f5/manifest
Work,"Basil Jones printing the 'Statements in Spring' poster at the National Museum and Art Gallery, Gaborone, Botswana, 1980",fp_medu_136,ark:/21198/z1w39pxs,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-416.tif,,,Copied from an original photographic print,Beginning of September 1980,1980-09-01/1980-09-30,,,"Basil Jones printing the 'Statements in Spring' poster, Beginning of September 1980. From left: Thami Mnyele, Basil Jones, and Tim WIlliams, NMAG, Gaborone",42 cm x 30 cm,1 photograph,,color photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w39pxs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w39pxs/manifest
Work,"Teresa Devant filming a documentary film on family planning in Kanye, Botswana, 1980",fp_medu_137,ark:/21198/z1rb8z6g,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-415.tif,,,Copied from an original photographic print,1980,1980,,,"Filming in Kanye, Botswana. Teresa Devant filming, John Berndt looking on. Documentary on Family Planning. 1980",42 cm x 30 cm,1 photograph,,color photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rb8z6g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rb8z6g/manifest
Work,"Teresa Devant filming a documentary film on family planning in Kanye, Botswana, 1980",fp_medu_138,ark:/21198/z1mk86j1,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-417.tif,,,Copied from an original photographic print,1980,1980,,,Teresa Devant filming in Kanye. Documentary film on Family Planning. Kanye. 1980,42 cm x 30 cm,1 photograph,,color photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk86j1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mk86j1/manifest
Work,"Wally Serote filming with Super- 8 camera at National Museum and Art Gallery, Gaborone, Botswana, 1980",fp_medu_139,ark:/21198/z1gx6554,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-412.tif,,,Copied from an original photographic print,1980,1980,,,"Wally Serote filming with Super- 8 camera. Open Day, NMAG, 1980, Gaborone",42 cm x 30 cm,1 photograph,,color photographs,,"Devant, Teresa",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gx6554,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gx6554/manifest
Work,"Wally Serote, Gaborone, Botswana, 1980",fp_medu_140,ark:/21198/z1c55dhm,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-420.tif,,,Copied from an original photographic print,1980,1980,,,"Wally Serote, Pudulogo Crescent, Gaborone, 1980",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c55dhm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c55dhm/manifest
Work,"Rehearsing 'Shades of Change' at National Museum Art and Art Gallery, Gaborone, Botswana, 1982",fp_medu_141,ark:/21198/z17d4nvs,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-429.tif,,,Copied from an original photographic print,End of January 1982,1982-01-01/1982-01-31,,,"Rehearsing 'Shades of Change' at NMAG, Gaborone, Standing: Joko Scott, Kneeling: Sammy Shobe, End of January 1982",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d4nvs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17d4nvs/manifest
Work,"Tim Williams at the Dept. of Town and Regional Planning, Gaborone, Botswana, 1982",fp_medu_142,ark:/21198/z13n3x31,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-425.tif,,,Copied from an original photographic print,Jun-82,1982-06-01/1982-06-30,,,"Tim Williams at the Dept. of Town and Regional Planning, Gaborone, Beginning of June 1982",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n3x31,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13n3x31/manifest
Work,"Rehearsing 'Marumo' by Mandla Langa, Gaborone, Botswana, 1979",fp_medu_143,ark:/21198/z1zw3djt,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-431.tif,,,Copied from an original photographic print,1979,1979,,,"Rehearsing 'Marumo' by Mandla Langa, Town Hall, Gaborone, 1979. From left: Thele Moema, ?, Bachan wa Makwena, Chippa wa Moagi, Kush Mudau (drumming)",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw3djt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zw3djt/manifest
Work,"Going through the text of 'Shades of Change' at the National Museum Art and Art Gallery, Gaborone, Botswana",fp_medu_144,ark:/21198/z1v42ntd,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-422.tif,,,Copied from an original photographic print,1980-1982,1980/1982,,,"Going through the text of 'Shades of Change' at the NMAG, Gaborone. From left: Sammy Shoba, Gordon Metz, Teresa Devant and Joko Scott. At the back sitting from left to right: Lulu Emmig, Wally Serote and Oupa",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v42ntd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v42ntd/manifest
Work,"Some members of the Theatre Unit, Gaborone, Botswana, 1982",fp_medu_145,ark:/21198/z1qg0mhd,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-432.tif,,,Copied from an original photographic print,1982,1982,,,"Some members of the Theatre Unit, From Left: Lulu Emmig, Danish Lady, Norwegian Lady, Wally Serote, Gabrone, 1982",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Devant, Teresa",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qg0mhd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qg0mhd/manifest
Work,"Rehearsing 'Marumo' by Mandla Langa, Gaborone Town Hall, Botswana, 1979",fp_medu_146,ark:/21198/z1kp9vs4,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-434.tif,,,Copied from an original photographic print,1979,1979,,,"Rehearsing 'Marumo' by Mandla Langa, Gaborone Town Hall, 1979, From left: Chippa wa Moagi, Bachana wa Makwena,?,",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kp9vs4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kp9vs4/manifest
Work,"David Goldblatt. Photography Workshop, 1980",fp_medu_147,ark:/21198/z1fx945j,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-436.tif,,,Copied from an original photographic print,1980,1980,,,"David Goldblatt. Photography Workshop at the University of Botswana, End of 1980",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fx945j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fx945j/manifest
Work,"Woman's Day function, Thami Mnyele and Lulu Emmig, Swedish Embassy, Gaborone, Botswana, 1981",fp_medu_148,ark:/21198/z1b58cf4,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-377.tif,,,Copied from an original photographic print,1981,1981,,,"Woman's Day function, Chair: Thami Mnyele. Lulu Emmig to his left, Swedish Embassy, ground floor. Development House, Gaborone, 1981",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b58cf4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b58cf4/manifest
Work,"Poetry recital at the Swedish Embassy, Gaborone, Botswana, 1980",fp_medu_149,ark:/21198/z16d7mpz,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-438.tif,,,Copied from an original photographic print,1980,1980,,,"Poetry recital at the Swedish Embassy, ground floor, Development House, Gaborone, 1980, Rehearsing, from left: Lulu Emmig, Sussy, ?, Gwen Prince",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16d7mpz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16d7mpz/manifest
Work,"Rehearsing at the Swedish Embassy, Gaborone, Botswana, 1980",fp_medu_150,ark:/21198/z12n6vwb,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-441.tif,,,Copied from an original photographic print,1980,1980,,,"Rehearsing at the Swedish Embassy, ground floor, Walter, Norma (in the middle), Gaborone 1980",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n6vwb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12n6vwb/manifest
Work,"Thele Moema reading at a function, Gaborone, Botswana, 16 June 1981",fp_medu_151,ark:/21198/z1xw6cfw,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-444.tif,,,Copied from an original photographic print,16-Jun-81,1981-06-16,,,"Thele Moema reading at a function, 16 June 1981, Swedish Embassy, ground floor",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw6cfw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xw6cfw/manifest
Work,"Walter playing, ?, Gwen Prince, Gaborone, Botswana, 1980",fp_medu_152,ark:/21198/z1t74b1v,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-440.tif,,,Copied from an original photographic print,1980,1980,,,"Walter playing, ?, Gwen Prince, Swedish Embassy, ground floor, Gaborone, 1980",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t74b1v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t74b1v/manifest
