Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Subject,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Language,Title,Description.abstract,Description.note,Publisher.placeOfOrigin,Date,Source,Relation.isPartOf,Format.dimensions,Date.creation,AltTitle.descriptive,AltTitle.other,Format.extent,Date.normalized,Bucketeer State,IIIF Access URL
Index of Medieval Medical Images,ark:/21198/zz0000zrz0,ark:/21198/zz0000zt6k,2,Completed,Page,immi/masters/nd78f15v.tif,7,,,,,,,,Books|~|Authorial portraits - England - Oxford - 1250|~|Hippocrates|~|Historiated initials - England - Oxford - 1250|~|Teaching|~|Teachers,still image,illuminated manuscripts,pd,,,,"Physician, perhaps Hippocrates, holds book.","In initial ""V"" of ""Vita,"" a Teacher (Hippocrates?) sits on a white chair holding a book ( the Aphorisms?).  He wears a blue gown under a red robe.  Adjacent text:  Hippocrates' Aphorismi.","Oxford, England, ca. 1250.|~|Attributed to the artist associated with William de Brailes in the Cockerell psalter.|~|Rubricated text immediately above image: Incipit liber afforismorum ypocrati.",England-Oxford.,,National Library of Medicine (U.S.). Manuscript. 78. [Isagoge ad Tegni Galeni and other medical texts]. [ca. 1250] DeRicci/Bond & Faye [78] fol. 15v,"Hippocrates. Aphorisms.|~|Kraus. Catalogue 126, p. 19.",40 x 40 mm.,1250,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zrz0
Index of Medieval Medical Images,ark:/21198/zz0000zs00,ark:/21198/zz0000zt6k,2,Completed,Page,immi/masters/nd78f19v.tif,1,,,,,,,,Authorial portraits - England - Oxford - 1250|~|Hippocrates|~|Historiated initials - England - Oxford - 1250|~|Teaching|~|Teachers,still image,illuminated manuscripts,pd,,,,"Authorial portrait, Hippocrates making teaching gesture.","In sharp initial ""M"" of ""Mutationes,"" a lecturer located at center l. of text, (Hippocrates?), sits facing forward, holding up index finger of r. hand for emphasis.  He wears a blue gown with red robe on his lap.  Adjacent text:  Hippocrates' Aphorismi.","Oxford, England, ca. 1250.|~|Attributed to the artist associated with William de Brailes in the Cockerell psalter.|~|Caption: Incipit particula tertia; Mutationes temporum maxime gunirare(?) morbos.",England-Oxford.,,National Library of Medicine (U.S.). Manuscript. 78. [Isagoge ad Tegni Galeni and other medical texts]. [ca. 1250] DeRicci/Bond & Faye [78] fol. 19v,"Hippocrates. Aphorisms.|~|Kraus. Catalogue 126, p. 19.",55 x 35 mm.,1250,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zs00
Index of Medieval Medical Images,ark:/21198/zz0000zs1h,ark:/21198/zz0000zt6k,2,Completed,Page,immi/masters/nd78f21v.tif,9,,,,,,,,Pregnancy|~|Historiated initials - England - Oxford - 1250|~|Pregnant women,still image,illuminated manuscripts,pd,,,,Pregnant woman with hand on abdomen.,"In initial ""P"" of ""Pregnantes,"" 3/4 length figure of woman in red gown, white mantle, white wimple and crown (?) faces r., places l. hand on womb, and raises r. hand in gesture.  Initial appears in text of Hippocrates's Aphorisms, on the first page of Book 4.  Dimensions of initial containing image: 60 x 25 mm.","Oxford, England, ca. 1250.|~|Text to r. of image: Incipit particula prima. Pregnantes si convenit purgare ...|~|Attributed to the artist associated with William de Brailes in the Cockerell psalter.",England-Oxford.,,National Library of Medicine (U.S.). Manuscript. 78. [Isagoge ad Tegni Galeni and other medical texts]. [ca. 1250] DeRicci/Bond & Faye [78] fol. 21v,"Hippocrates. Aphorisms.|~|Kraus. Catalogue 126, p. 20.",image 25 x 25 mm.,1250,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zs1h
Index of Medieval Medical Images,ark:/21198/zz0000zs21,ark:/21198/zz0000zt6k,2,Completed,Page,immi/masters/nd78f25.tif,2,,,,,,,,Authorial portraits - England - Oxford - 1250|~|Hippocrates|~|Historiated initials - England - Oxford - 1250|~|Teaching|~|Teachers,still image,illuminated manuscripts,pd,,,,"Authorial portrait, Hippocrates, seated, points downward.","In initial ""S"" of ""spasmus,"" located at center l. of text, a seated man, perhaps Hippocrates, tonsured, bearded, wears white tunic and a red cape with clusters of white spots, faces r. with arms crossed over his lap, points downward with r. hand making a gesture of instruction or command. Adjacent text: HIppocrates' Aphorismi.","Oxford, England, ca. 1250.|~|Attributed to the artist associated with William de Brailes in the Cockerell psalter.",England-Oxford.,,National Library of Medicine (U.S.). Manuscript. 78. [Isagoge ad Tegni Galeni and other medical texts]. [ca. 1250] DeRicci/Bond & Faye [78] fol. 25,"Hippocrates. Aphorisms.|~|Kraus. Catalogue 126, p. 19.",45 x 25 mm.,1250,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zs21
Index of Medieval Medical Images,ark:/21198/zz0000zs3j,ark:/21198/zz0000zt6k,2,Completed,Page,immi/masters/nd78f32.tif,8,,,,,,,,Books|~|Physicians|~|Beds|~|Patients|~|Historiated initials - England - Oxford - 1250|~|Physician-Patient Relations,still image,illuminated manuscripts,pd,,,,"Physician, perhaps Hippocrates, instructs patient.","In initial ""O"" of ""Omnis,"" physician, l., in 3/4 view, tonsured, bearded, wears cape and tunic, stands behind bed, holds open a book in l. hand, makes touching gesture toward patient with r. hand.  Patient, r., reclining on bed with raised back, facing l., resting head in l. hand, resting r. hand across stomach, covered with blanket from stomach to foot. Adjacent text: Hippocrates' Prognostics.","Oxford, England, ca. 1250.|~|Attributed to the artist associated with William de Brailes in the Cockerell psalter.|~|Rubricated text immediately preceding image: Explicit liber afforismorum ypocrati; Incipit liber prognosticorum eidem.|~|Text immediately to the right of image: Omnis qui medicine artis studio sue gloriam delectabilem amicorum ...",England-Oxford.,,National Library of Medicine (U.S.). Manuscript. 78. [Isagoge ad Tegni Galeni and other medical texts]. [ca. 1250] DeRicci/Bond & Faye [78] fol. 32,"Hippocrates. Prognostics.|~|IMMI Newsletter, March 1990, p. 7.|~|Tunis, E.  Early western manuscripts in the National Library of Medicine, back cover.|~|Kraus. Catalogue 126, p. 19.",30 x 30 mm.,1250,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zs3j
Index of Medieval Medical Images,ark:/21198/zz0000zs42,ark:/21198/zz0000zt6k,2,Completed,Page,immi/masters/nd78f32v.tif,11,,,,,,,,Books|~|Authorial portraits - England - Oxford - 1250|~|Students|~|Hippocrates|~|Historiated initials - England - Oxford - 1250|~|Teaching|~|Teachers,still image,illuminated manuscripts,pd,,,,"Teacher, perhaps Hippocrates, instructs student.","At center l. of text, in initial ""O"" of ""Oportet,"" physician (Hippocrates?), seated at r., faces l., wears white tunic with a red cape covering his right arm, makes teaching gesture with l. hand, holds book with r. Student, l., wears blue tunic with a blue cape covering his l. arm, makes questioning gesture with r. hand, holds book with l. Student wears blue gown, teacher wears white gown with blue robe. Adjacent text: Hippocrates' Prognostics.","Oxford, England, ca. 1250.|~|Attributed to the artist associated with William de Brailes in the Cockerell psalter.|~|Rubricated text above image: Incipit prima particula huius libri. Oportet ergo de sollicitum circa acutas valetudines.|~|Text immediately to the right of image: Oportet ergo te sollicitum circa acutas valetudines.",England-Oxford.,,National Library of Medicine (U.S.). Manuscript. 78. [Isagoge ad Tegni Galeni and other medical texts]. [ca. 1250] DeRicci/Bond & Faye [78] fol. 32v,"Hippocrates. Prognostics.|~|Kraus. Catalogue 126, p. 19.",,1250,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zs42
Index of Medieval Medical Images,ark:/21198/zz0000zs5k,ark:/21198/zz0000zt6k,2,Completed,Page,immi/masters/nd78f35.tif,10,,,,,,,,Books|~|Physicians|~|Urine Flasks|~|Historiated initials - England - Oxford - 1250|~|Uroscopy,still image,illuminated manuscripts,pd,,,,"Seated physician, perhaps Theophilus, performs uroscopy, discourses.","In initial ""D"" of ""De"", physician (Theophilus Protospatharius?), tonsured, bearded, wearing red cloak and green gown, sits on red and tan bench, faces r. in 3/4 view, makes teaching gesture with r. hand and pointing finger while holding blue uroscopy flask in l. hand. To r., book, held open over bench (by unseen stand?), and balanced on lower r. corner, displays writing not resembling latin script, attempting to suggest Greek? Adjacent text: Theophilos Protospatharios' De urinis.","Oxford, England, ca. 1250.|~|Attributed to the artist associated with William de Brailes in the Cockerell psalter.|~|Rubricated text immediately preceding image: Incipit liber urinarum.",England-Oxford.,,National Library of Medicine (U.S.). Manuscript. 78. [Isagoge ad Tegni Galeni and other medical texts]. [ca. 1250] DeRicci/Bond & Faye [78] fol. 35,"Theophilos Protospatharios, 7th cent. De urinis.|~|Kraus.  Catalogue 126, p. 20.|~|Tunis, E.  Early western manuscripts in the National Library of Medicine, front cover.|~|Kraus. Catalogue 126, p. 19.",35 x 35 mm.,1250,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zs5k
Index of Medieval Medical Images,ark:/21198/zz0000zs63,ark:/21198/zz0000zt6k,2,Completed,Page,immi/masters/nd78f42v.tif,4,,,,,,,,"Geometrical Diagrams - Danube River Valley - 1276-1350|~|Authorial portraits - England - Oxford - 1250|~|Physicians|~|Students|~|Theophilos Protospatharios, 7th cent.|~|Urine Flasks|~|Historiated initials - England - Oxford - 1250|~|Uroscopy",still image,illuminated manuscripts,pd,,,,Physician performs uroscopy before observer.,"In the initial ""U"" of ""Urina"", located at bottom l. of text, a medical lecturer (Theophilus?) holds up a blue urine flask in his r. hand.  He wears a red gown with a white robe.  At l., a student in green gown and red robe observes him.  Adjacent text: Theophilus Protospatharius's De urinis.","Oxford, England, ca. 1250.|~|Attributed to the artist associated with William de Brailes in the Cockerell psalter.|~|Text immediately to r. of image: Urina ergo est colamentum ...",England-Oxford.,,National Library of Medicine (U.S.). Manuscript. 78. [Isagoge ad Tegni Galeni and other medical texts]. [ca. 1250] DeRicci/Bond & Faye [78] fol. 42v,"Theophilos Protospatharios, 7th cent. De urinis.|~|Kraus. Catalogue 126, p. 19.",20 x 20 mm.,1250,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zs63
Index of Medieval Medical Images,ark:/21198/zz0000zs7m,ark:/21198/zz0000zt6k,2,Completed,Page,immi/masters/nd78f43.tif,3,,,,,,,,"Authorial portraits - England - Oxford - 1250|~|Physicians|~|Students|~|Theophilos Protospatharios, 7th cent.|~|Historiated initials - England - Oxford - 1250|~|Teaching|~|Teachers",still image,illuminated manuscripts,pd,,,,Physician and student converse.,"In initial ""O"" of ""Omnis,"" located at centerl. of text, sit two men. The man on the l. (Theophilus?) wearing a white gown, blue robe, and a cap, makes an emphatic gesture with his r. hand.  The student on the r. , in red gown and blue robe, makes a questioning gesture.  Adjacent text: Theophilus Protospatharius's De Urinis.","Oxford, England, ca. 1250.|~|Attributed to the artist associated with William de Brailes in the Cockerell psalter.|~|Text to immediate r. of image: Omnis ydropsis in acuta ...",England-Oxford.,,National Library of Medicine (U.S.). Manuscript. 78. [Isagoge ad Tegni Galeni and other medical texts]. [ca. 1250] DeRicci/Bond & Faye [78] fol. 43,"Theophilos Protospatharios, 7th cent. De urinis.|~|Kraus. Catalogue 126, p. 19.",25 x 20 mm.,1250,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zs7m
Index of Medieval Medical Images,ark:/21198/zz0000zs84,ark:/21198/zz0000zt6k,2,Completed,Page,immi/masters/nd78f61.tif,5,,,,,,,,Authorial portraits - England - Oxford - 1250|~|Galen|~|Students|~|Historiated initials - England - Oxford - 1250|~|Teaching|~|Teachers,still image,illuminated manuscripts,pd,,,,"Physician, perhaps Galen, instructs students.","In the inital rounded ""T"" of ""Tres,"" located at top l. of text, a teacher (Galen?) seated in a white chair at l. lectures to three students at r.  The teacher wears a green gown and red robe.  Adjacent text: Galenis Microtegni.","Oxford, England, ca. 1250.|~|Attributed to the artist associated with William de Brailes in the Cockerell psalter.|~|Rubricated text preceding image: Hic incipit Tegni Galieni.",England-Oxford.,,National Library of Medicine (U.S.). Manuscript. 78. [Isagoge ad Tegni Galeni and other medical texts]. [ca. 1250] DeRicci/Bond & Faye [78] fol. 61,"Galen. Techne iatrike.|~|Kraus. Catalogue 126, p. 19.",30 x 30 mm.,1250,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zs84
Index of Medieval Medical Images,ark:/21198/zz0000zs9n,ark:/21198/zz0000zt6k,2,Completed,Page,immi/masters/nd78f61v.tif,6,,,,,,,,Books|~|Authorial portraits - England - Oxford - 1250|~|Galen|~|Physicians|~|Students|~|Historiated initials - England - Oxford - 1250|~|Teaching|~|Teachers,still image,illuminated manuscripts,pd,,,,"Physician, perhaps Galen, seated in initial M, instructs students.","In the initial ""M"" of ""Medicina,"" at center l. of text, a teacher (Galen?) is seated atop the sharp central V of the letter, lecturing to students at either side of him.  The teacher wears a red gown and blue robe, and holds an open book in l. hand.  He looks toward student at l., who wears green gown and red robe, but he points with r. hand to student at r., in white gown.  Adjacent text: Galen's Microtegni.","Oxford, England, ca. 1250.|~|Attributed to the artist associated with William de Brailes in the Cockerell psalter.|~|Rubricated text preceding image: Diffiniti medicine.",England-Oxford.,,National Library of Medicine (U.S.). Manuscript. 78. [Isagoge ad Tegni Galeni and other medical texts]. [ca. 1250] DeRicci/Bond & Faye [78] fol. 61v,"Galen. Techne iatrike.|~|Kraus. Catalogue 126, p. 19.",60 x 60 mm.,1250,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zs9n
Index of Medieval Medical Images,ark:/21198/zz0000zsb5,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f10v.tif,11,,,,,,,,"Marginalia - England - 1400|~|Plants, Medicinal|~|Compositae|~|Ranunculaceae|~|Flowers",still image,illuminated manuscripts,pd,,,,"Materia medica, probably herb Nigella.","In the upper l. margin, rudimentary sketch of a medical simple apparently intended to treat stones: a four-petalled flower at the top of a slender stem, with two linear leaves and one pendent opening bud growing from the lower leaf axil. The sketch is probably intended to represent a species of Nigella (family Ranunculaceae).  It might possibly be intended to represent a species of Conyza (family Compositae). Adjacent text: John Arderne's excerpted works.",Heading preceding image: Lapis in vesica ...|~|Text to the right of image: Coniza stranguriam ... cioniza ... Nigello ... Nigella ...,England,,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 50v [i.e. 10v],"Arderne, John, fl. 1307-1370. Opera chirurgica.",25 x 20 mm.,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsb5
Index of Medieval Medical Images,ark:/21198/zz0000zscp,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f11.tif,1,,,,,,,,"Marginalia - England - 1400|~|Leaves|~|Plants, Medicinal|~|Astringents|~|Acorns|~|Hand|~|Fagaceae",still image,illuminated manuscripts,pd,,,,"Pointing hand and materia medica, a stylized oak sprig.","In upper r. margin, a pointing hand indicating text on the medicinal use of acorns (glandes), and below, a rudimentary stylized sketch of a long elliptical oak (family Fagaceae, Quercus, sp.) leaf with scalloped edges, its stem and central spine placed vertically and two acorns drooping from peduncles attached to the stem.  Adjacent text: John Arderne's excerpted works. Dimensions of image: 25 x 30 mm.",Text to left of hand image: secundum Alexandrum quod glans est ita stiptica ...|~|Text to left of second image: glandi in potus sumptus decocqui in aqua ...,England,,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 51v [i.e. fol. 11],"Arderne, John, fl. 1307-1370. Opera chirurgica.",25 x 30 mm.,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zscp
Index of Medieval Medical Images,ark:/21198/zz0000zsd6,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f12.tif,12,,,,,,,,Marginalia - England - 1400|~|Blood Vessels|~|Blood Coagulation,still image,illuminated manuscripts,pd,,,,Blood vessels.,"In center r. margin, a heart-shaped bag with an unfastened tube on top, another tube dangling; at the top of the lower tube, a valve-like structure.  It is apparently meant to represent an anatomical structure, possibly part of the blood system, or a vesicle, perhaps the seminal vesicle.  Adjacent text: John Arderne's excerpted works.","England, ca. 1400.|~|Text preceding image: Sanguis coagulatur in vesica si in aliquis partibus hunc dabis pulverem qui liquefacit sanguinem ...|~|Text in margin above image: stiptica et restrictiva.|~|Text to immediate left of image: cum lacto ... ut potest modo fieri emplastrum ...",England,,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 52 [i.e. fol. 12],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsd6
Index of Medieval Medical Images,ark:/21198/zz0000zsfq,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f13.tif,2,,,,,,,,"Marginalia - England - 1400|~|Coitus|~|Genitalia, Male|~|Genitalia, Female|~|Uterus",still image,illuminated manuscripts,pd,,,,"Diagram of genitals in sexual intercourse, including seven-chambered womb.","In upper r. margin, a detailed but stylized captioned drawing of testicles, and of penis being inserted into a vulva atop a seven-chambered uterus. Composition is vertical, penis at top, uterus at bottom. Numbers inscribed in segments of uterus: 6,4,2,1,3,5,7. Inscribed in central segment (""1""): Matrix.  Dimensions of image: 90 x 35 mm.  Adjacent text: John Arderne's excerpted works.",Chapter heading preceding image on fol. 12: Virga virilis.|~|Caption above image: testiculi.|~|Caption surrounding upper part of image: membra virilia.|~|Caption to right of image: Vulva.,England,,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 53 [i.e. fol. 13],"Arderne, John, fl. 1307-1370. Opera chirurgica.",90 x 35 mm.,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsfq
Index of Medieval Medical Images,ark:/21198/zz0000zsg7,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f13v.tif,13,,,,,,,,"Marginalia - England - 1400|~|Leaves|~|Oxalidaceae|~|Plants, Medicinal",still image,illuminated manuscripts,pd,,,,Corosona herba.,"In upper l. margin, the outline of a trifoliate compound leaf with two lobes on each leaf, representing ""Corosona"" (family Oxalidaceae), probably Oxalis sp., perhaps O. acetosella (Common Wood Sorrel), used to cleanse dead or excess flesh around ulcers. Adjacent text: John Arderne's excerpted works.",Text to right of image: Corosona prima ad mundificandi[sic] carnem mortuum vel superfluam in ulcere ... hec herba non habet nisi tria folia in singulis ... et habet radices rubeas et est herba valde acida ...,England,,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica]. fol. 53v [i.e. 13v],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsg7
Index of Medieval Medical Images,ark:/21198/zz0000zshr,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f1v.tif,9,,,,,,,,Marginalia - England - 1400|~|Syringes|~|Surgical Instruments,still image,illuminated manuscripts,pd,,,,"Instrument, perhaps syringe, hollow needle or probe.","In lower l. margin, rudimentary sketch of a medical instrument, probably a syringe, perhaps a hollow needle or probe: a long vertical rod or tube with a small bulb at the top and a flared, open bottom, shows a smaller rod protruding at the bottom, ending in a rectangular handle (plunger of syringe?).  Adjacent text: John Arderne's excerpted works.  Dimensions of image: 70 x 15 mm.","England, ca. 1400].",England,,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 41v [i.e. fol. 1v],"Arderne, John, fl. 1307-1370. Opera chirurgica|~|http://ihm.nlm.nih.gov/luna/servlet/view/search?q=A027180",70 x 15 mm.,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zshr
Index of Medieval Medical Images,ark:/21198/zz0000zsj8,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f26.tif,3,,,,,,,,"Marginalia - England - 1400|~|Plants, Medicinal|~|Umbelliferae|~|Greens, Edible",still image,illuminated manuscripts,pd,,,,"Petrosilinum vel persil, materia medica.","At top r. margin of leaf, a rudimentary sketch of a parsley plant, Petroselinum crispum, Umbelliferae (Dill Family).  Leaves, deeply dissected, arranged nearly opposite on a single stem.  Three-lobed structure at top of stem, perhaps to represent the inflorescence,  the umbel-shaped flowering structure.  Adjacent text: John Arderne's excerpted works.","England, ca. 1400.|~|Text at top l. of page, with decorated initial and larger script: Petrosilinum vel persil est de petra et sileo ... quasi petram in vesica perforans ...|~|Caption beneath sketch (highly abbreviated): petrosil.",England,,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 66 [i.e. 26],"Arderne, John, fl. 1307-1370. Opera chirurgica.|~|http://ihm.nlm.nih.gov/luna/servlet/view/search?q=A027173",20 x 30 mm.,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsj8
Index of Medieval Medical Images,ark:/21198/zz0000zsks,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f28.tif,15,,,,,,,,"Marginalia - England - 1400|~|Liliaceae|~|Plants, Medicinal",still image,illuminated manuscripts,pd,,,,"Materia medica, aloe.","In low r. margin, rudimentary sketch of a plant, used for making wound unguent, with leaves that are arranged oppositely on a single stem. The leaves are all three-lobed and end in sharp points. The stem ends in a three-pointed structure at the top. It is apparently intended to represent aloe (family Liliaceae), Aloe sp., perhaps A. vera (Medicinal Aloe, Barbados Aloe). Adjacent text: John of Arderne's excerpted works. Dimensions of image 30 x 35 mm.",Chapter heading preceding image: Unguentum viride valens ad plagas veteras ...|~|Text to l. of image: de pulvere aloes subtilissimo ... aloes in dicto unguento ...,England,,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 68 [i.e. fol. 28],"Arderne, John, fl. 1307-1370. Opera chirurgica.",30 x 35 mm.,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsks
Index of Medieval Medical Images,ark:/21198/zz0000zsm9,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f30v.tif,8,,,,,,,,Marginalia - England - 1400|~|Fissure in ano|~|Rectal Fistula - surgery,still image,illuminated manuscripts,pd,,,,Details of operations for fistula in ano.,"Operating procedures. In the upper l. margin, a set of three rudimentary sketches: the first drawing is in the form of a 6-armed jagged star, intended to represent a perforated rectum (""longaon""). The second resembles a quarter moon facing upwards, intended to represent the fallen follicle of a testicle. The third is a narrow rod with circular structures in the middle, or needle passing through the dark spot in the center of a double circle and passing out below, apparently from beneath the inner circle and over the outer ring, intended to represent a fistula in a rectum (""longaon"") or penis. Adjacent text: John Arderne's excerpted works.",,England,,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 40v [i.e. fol. 30v],"Arderne, John, fl. 1307-1370. Opera chirurgica.",70 x 30 mm.,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsm9
Index of Medieval Medical Images,ark:/21198/zz0000zsnt,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f33.tif,4,,,,,,,,Marginalia - England - 1400|~|Patients|~|Rectal Fistula - surgery,still image,illuminated manuscripts,pd,,,,Patient prepared for fistula in ano operation. Set of small sketches on surgical technique.,"Between blocks of text in the center of the page, a rudimentary sketch of a male patient prostrate on stomach, head on pillow, r., robe or sheet covering back, nates exposed, showing fistulae, and penis and testicles stretched back. In margin to r., below, a set of three small rudimentary images, arranged vertically, illustrating procedures for rectal surgery. Adjacent text: John Arderne's excerpted works.","Text following first image: Tunc primo impellat medicus digitum manus ... oleo vel aliquo unguento in unctu in ano ...|~|Text to the left of the set of small images: Si plurima fuerunt foramina sicut ad hoc signum depingitur et aliquanter temptet super digitum in ano...Accipint medicus acum fol.73v, [i.e.33v] rostratam et caput oculum habens per foramen lure propinquius impellat digito sinistro in anum...",England,,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 73 [i.e. fol. 33],"Arderne, John, fl. 1307-1370. Opera chirurgica.","image 130 x 50 mm., on le",1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsnt
Index of Medieval Medical Images,ark:/21198/zz0000zspb,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f34.tif,5,,,,,,,,Marginalia - England - 1400|~|Surgical Instruments|~|Rectal Fistula - surgery,still image,illuminated manuscripts,pd,,,,Rectum and razor for operation on fistula in ano.,"In the lower r. margin, a very rudimentary sketch of a rectum and a scalpel or razor to be used for an operation on fistula in ano. Adjacent text: John Arderne's excerpted works.",Folio 33v Caption: Protractis ....|~|Text to immediate left of image: ponat medicus punctum rasorii in concavitate ... sicut ad tale signum depingitur.,England,,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 74 [i.e. fol. 34],"Arderne, John, fl. 1307-1370. Opera chirurgica.",35 x 20 mm.,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zspb
Index of Medieval Medical Images,ark:/21198/zz0000zsqv,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f35.tif,16,,,,,,,,Marginalia - England - 1400|~|Bandages,still image,illuminated manuscripts,pd,,,,Bandaging for a wound.,"In the middle r. margin: a faint rudimentary sketch apparently intended to demonstrate bandaging techniques. Parallel lines in a criss-cross pattern form a rough cylinder, with two strips emerging from the top, forming a ""V"" shape. Adjacent text: John Arderne's excerpted works.",Text to immediate left of image: drapella linea ... in latitudine septum vel octo ... in longitudine tandem ut plaga ad modum sicut hic depingitur ...,England,,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 75 [i.e. fol. 35],"Arderne, John, fl. 1307-1370. Opera chirurgica.",30 x 30 mm.,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsqv
Index of Medieval Medical Images,ark:/21198/zz0000zsrc,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f37.tif,6,,,,,,,,Marginalia - England - 1400|~|Rectal Fistula - surgery,still image,illuminated manuscripts,pd,,,,Schematic diagram of clinical procedure for fistula.,"Rudimentary sketch in upper rt. margin, apparently intended to show a procedure for removing a fistula with a cord or knot: from top to bottom, two parallel lines, two rough circles, the first perhaps intended to show a bowl or concave shape, and an oval or vertical ellipse, with curved lines extending from a horizontal line above its center. The curves extend away to the left and right. Adjacent text: John Arderne'sexcerpted works.",Text to the left of image: posset dissolvi sine instrumento et cum nodo ... sicut hic depingitur ...,England,,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 77 [i.e. fol. 37],"Arderne, John, fl. 1307-1370. Opera chirurgica.",20 x 15 mm.,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsrc
