Item ARK,Parent ARK,Parent ARK,Object Type,Title,STAGE URL,Thumbnail,File Name,AltTitle.other,Item Sequence,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject,Subject geographic,Subject temporal,viewingHint,IIIF Manifest URL
ark:/21198/z1cv6b1s,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1cv6b1s,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wt0rr6,0260me00389_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9.7 cm x 7.5 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00389|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|modern fashion|~|hair style,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cv6b1s/manifest
ark:/21198/z1835kbt,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1835kbt,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n8987d,0260me00390_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,10.5 cm x 8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00390|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|modern fashion|~|hair style|~|hand retouching|~|vignetting,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1835kbt/manifest
ark:/21198/z14b4tp0,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z14b4tp0,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv6g74,0260me00391_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,11.5 cm x 7.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00391|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|modern fashion|~|hair style,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14b4tp0/manifest
ark:/21198/z10p2sbj,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z10p2sbj,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b4zvw,0260me00392_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,10.7 cm x 8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00392|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|modern fashion|~|hair style,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10p2sbj/manifest
ark:/21198/z1vx28x4,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1vx28x4,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vt3qkc,0260me00393_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,12.7 cm x 8.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00393|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|modern fashion|~|hair style,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vx28x4/manifest
ark:/21198/z1r51j47,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1r51j47,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md0xhh,0260me00394_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,12 cm x 8.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00394|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|attitudes and poses|~|body aesthetics|~|body image|~|physical ideals|~|masculinity|~|bodybuilding,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r51j47/manifest
ark:/21198/z1md0sbm,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1md0sbm,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv9f46,0260me00395_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,11.5 cm x 8.4 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00395|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|modern fashion|~|hair style,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1md0sbm/manifest
ark:/21198/z1gn01kt,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1gn01kt,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b7xp2,0260me00396_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9.8 cm x 8.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00396|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|modern fashion|~|hair style,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gn01kt/manifest
ark:/21198/z1bv98xf,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1bv98xf,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt6pf0,0260me00397_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,12 cm x 8.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00397|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|modern fashion|~|hair style,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bv98xf/manifest
ark:/21198/z1738j8b,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1738j8b,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3wc4,0260me00398_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.7 cm x 5.3 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00398|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|modern fashion|~|hair style,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1738j8b/manifest
ark:/21198/z13f6h0s,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z13f6h0s,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w2d1t,0260me00399_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.7 cm x 6.4 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00399|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|modern fashion|~|hair style|~|fantasy|~|gender stereotypes|~|masculinity,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13f6h0s/manifest
ark:/21198/z1zp60hg,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1zp60hg,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c0whs,0260me00400_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9.2 cm x 6.4 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00400|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|modern fashion|~|hair style|~|fantasy|~|gender stereotypes|~|masculinity,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zp60hg/manifest
ark:/21198/z1tx57r9,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1tx57r9,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx8bpg,0260me00401_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,6.8 cm x 6.1 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00401|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|modern fashion,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tx57r9/manifest
ark:/21198/z1q54gxj,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1q54gxj,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6v9n,0260me00402_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9 cm x 6.4 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00402|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|modern fashion|~|hair style|~|fantasy|~|gender stereotypes|~|masculinity,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q54gxj/manifest
ark:/21198/z1kd3r67,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1kd3r67,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w5bvk,0260me00403_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.8 cm x 6.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00403|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|modern fashion|~|hair style|~|fantasy|~|gender stereotypes|~|masculinity,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kd3r67/manifest
ark:/21198/z1fn30hb,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1fn30hb,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g2jsq,0260me00404_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9 cm x 6.4 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00404|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|modern fashion|~|hair style|~|fantasy|~|gender stereotypes|~|masculinity,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fn30hb/manifest
ark:/21198/z19w27wz,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19w27wz,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rz19k3,0260me00405_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,10.5 cm x 8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00405|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|modern fashion|~|attitudes and poses|~|gender norms|~|effiminacy,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19w27wz/manifest
ark:/21198/z16706jt,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z16706jt,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hd9t75,0260me00406_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,12 cm x 9.3 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00406|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|modern fashion,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16706jt/manifest
ark:/21198/z12f9fv0,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z12f9fv0,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17w89pr,0260me00407_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9.2 cm x 6.1 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00407|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|cleric|~|religious scholar|~|clergyman|~|shiaa islam,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12f9fv0/manifest
ark:/21198/z1xp8z9t,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1xp8z9t,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10g5hmw,0260me00408_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9.1 cm x 6.4 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00408|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|cleric|~|religious scholar|~|clergyman|~|shiaa islam,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xp8z9t/manifest
ark:/21198/z1sx86hk,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1sx86hk,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz48g5,0260me00409_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9.2 cm x 5.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00409|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|cleric|~|religious scholar|~|clergyman|~|shiaa islam,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sx86hk/manifest
ark:/21198/z1p57fs5,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1p57fs5,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf2s1f,0260me00410_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.3 cm x 5.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00410|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|cleric|~|religious scholar|~|clergyman|~|shiaa islam,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p57fs5/manifest
ark:/21198/z1jd6q39,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1jd6q39,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1709zzm,0260me00411_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9.3 cm x 6.2 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00411|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|cleric|~|religious scholar|~|clergyman|~|shiaa islam,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jd6q39/manifest
ark:/21198/z1dn5zd1,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dn5zd1,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8qqj,0260me00412_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9 cm x 5.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00412|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|cleric|~|religious scholar|~|clergyman|~|shiaa islam,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dn5zd1/manifest
ark:/21198/z1903x3b,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1903x3b,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz77bs,0260me00413_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,7.3 cm x 5.4 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00413|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|cleric|~|religious scholar|~|clergyman|~|shiaa islam,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1903x3b/manifest
ark:/21198/z15735df,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z15735df,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5qv6,0260me00414_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.3 cm x 6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00414|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|cleric|~|religious scholar|~|clergyman|~|shiaa islam,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15735df/manifest
ark:/21198/z11g2dmt,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z11g2dmt,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1612xts,0260me00415_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,7.1 cm x 5.4 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00415|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|cleric|~|religious scholar|~|clergyman|~|shiaa islam,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11g2dmt/manifest
ark:/21198/z1wq1x33,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1wq1x33,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh1pp2,0260me00416_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.4 cm x 6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00416|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|cleric|~|religious scholar|~|clergyman|~|shiaa islam,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wq1x33/manifest
ark:/21198/z1rz15cr,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1rz15cr,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p0065t,0260me00417_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.8 cm x 6.1 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00417|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rz15cr/manifest
ark:/21198/z1n60dq7,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Reproduction of a printed studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1n60dq7,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj7d50,0260me00418_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9 cm x 5.9 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00418|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n60dq7/manifest
ark:/21198/z1hd9p28,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1hd9p28,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1515wqv,0260me00419_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.8 cm x 5.5 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00419|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|buzz cut|~|hair style|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hd9p28/manifest
