Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Name.subject,Subject,Name.architect,Language,Name.creator,Name.artist,Name.sculptor,Name.photographer,Name.repository,Relation.isPartOf,Alt ID.local,Title,Description.note,Description.fundingNote,Format.extent,Format.medium,Coverage.geographic,Description.caption,Date.normalized,Date.creation,Coverage.spatialLongitude,Coverage.spatialLatitude,Format.dimensions
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmjtb,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmjtb_2417065_master.tif,223,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_222,Page 205,"Five photographs of the 'Floral Parade' in 1933.|~|[captions]Crowds watching the Floral Parade at Pasadena, Calif. Jan. 1, 1933. Mertie West is on the curb near the pole across the street.The penguins in the Zoo at San Diego. Taken in 1935, when Al Siemsen Elizabeth Siemsen, Hebard West, Mertie West and I went to the Exposition at San Diego. Al took us down in his car.There was a Robot at the fair, and a man togged out as a Robot walked around the grounds to advertise the machine, which we went to see. Hebard called ""Stand up"" to it, and it stood up  out of its chair.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmjj6,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmjj6_2417068_master.tif,224,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_223,Page 206,"Four photographs of Cline and Majors on camp and Zion National Park.|~|[captions]Utah trip 1922.Clarence Cline, Frances Cline and Paul Majors watching a horned toad.Clarence grabs the gun and kills a rabbit.One of the derricks at Virgin. These wells were very shallow, and the oil was full of gasoline. A bucket of oil thrown on the ground would flash and burn when a match was applied.Zion National Park. We came in a few days after President Harding. The Ranger at the Gate showed us the page of the Register where Harding's party had registered. A Jew had come in some days later, and when he went to register, turned the pages back and stuck his name in the register right under the President's own signature. The Ranger was sore, but he did not dare touch the page and take it out.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmj40,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmj40_2417071_master.tif,225,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_224,Page 207,"[captions]There being no hotel at Zion Park, we slept in half wood, half screen sheds with canvas roofs and curtains. We went up the canyon to Weeping Springs and there watched the aerial tramway...Clarence Cline watching a water wheel. July 1922. A child's toy.A cave about 20 feet high and 75 feet long, just outside of Hurricane, Nev. I dug in there one evening a few minutes and found little corn cobs, fibre and moccasins, broken arrows, and a fine metata pestle. I brot the pestle home but lost it in Glendale.|~|Four photographs of Cline walking around camp, and other shots of West's stay at Zion Park.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmjqs,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmjqs_2417074_master.tif,226,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_225,Page 208,"[captions]Utah trip 1922.The old Mormon Fort at Pipestone Springs. There is a big spring under the tree at the other end, gushing from the rocks, and running down across the road to irrigate a vegetable garden. The Fort was practically deserted...We continued on down to the Kaibab Forest on the north rim of the Grand Canyon. We stopped for lunch about half way from Hurricane to the kaibab and I went out in the scrub pines to look around...|~|Two photographs of old Mormon fort at Pipestone.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmjr9,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmjr9_2417077_master.tif,227,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_226,Page 209,"[captions]Kaibab.Deer were crossing the road ahead of the car.Deserted cabin at edge of one of the meadows. Two deer were on the brow of the hill.Another photo of the cabin and deer. The two dark spots against the corral fence just left of the cabin are two more deer feedings.With magnifying glass 15 or 20 deer may be seen feeding at the feet of the aspens (white trunked trees) in the center of the photo. We commenced to count the deer we saw, but after counting up to 300 we quit, as the bunches of deer kept getting bigger and bigger.Rust's dining room and cabins on the meadow about 6 miles from the north rim of grand canyon. It began to rain and we stopped here for the night.Wilfrid Cline in door of cabin Rust's camp. Raining.|~|Six photographs of landscape surrounding cabin.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmjkq,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmjkq_2417080_master.tif,228,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_227,Page 210,"Two photographs of Sherwin grade landscape.|~|About 1923 when Harry Schmitz took his new Buick and took his brother Al Schmitz and I for a trip, we went up to Twin lakes from Bridgeport. We had a hard time getting up to the lakes, as the road was rough, and rocks would not clear the front axle. We had to get out time and again and steer the car around rocks in the road...Round Valley from Sherwin grade.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmkpr,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmkpr_2417083_master.tif,229,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_228,Page 211,"[captions]Will Shaw, Hebard West and I reach Twin Lakes and make camp under a pine tree near the ledge.When the rest of the folks came we moved down to the lake's edge where some campers had moved out leaving us a space. A. Whitaker may be seen in front of the tent.The second camp. L to R: Forrest Whitaker, Agnes Whitaker, Zetta Witherby, Wes Witherby with A. Whitaker in front of him; H.H. West, Mertie West, Josie Shaw.|~|Three photographs of Shaw and West family at their encampment.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmkjp,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmkjp_2417086_master.tif,230,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_229,Page 212,"[captions]'In August 1928 will Shaw, Hebard and I drove our Chandler Car to Twin LAkes above Bridgeport for camping and fishing. Forrest and Agnes Whitaker went from Los Angeles to Del Monte to marriage of their daughter Marian to Folger Athearn, accompanied by Wes Witherby wife and Mertie West, and after the wedding proceeded to Lake Tahoe then down east side of Sierras to join us at Twin Lakes. Will Shaw took these pictures and gave them to the Witherbys and when Zetta died Dode gave these pictures to me.On the highway to Bishop. High Sierras. [handwritten] Round Valley from Sherwin Grade.Mt Whitney from Lone Pine.|~|Two photographs of Mt. Whitney and surrounding towns.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmkf4,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmkf4_2417089_master.tif,231,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_230,Page 213,"Two photographs of West stopping over in front of a home and view of Silver Lake.|~|[captions][handwritten] Carson Peak reflected In Silver Lake Carsons Camp - Frashers Foto - PomonaBeautiful Silver Lake.On way home from Twin Lakes we stopped at Rush Creek and Silver Lake. Left to right: Josie Shaw, Zetta Witherby, Wes Witherby.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmk8j,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmk8j_2417092_master.tif,232,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_231,Page 214,[captions]Will Shaw takes this picture of us on the Sherwin Grade just above Bishop.Little Lake.[handwritten] Little Lake into county Calif Frashers Foto - Pomona|~|Two photographs of town surrounding Little Lake and Will Shaw in his car.,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmk50,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmk50_2417095_master.tif,233,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_232,Page 215,"[captions]Hotel at Little Lake, Calif.Same.[handwritten]Hotel Little Lake Little Lake Calif Frashers foto: Pomona|~|Two photographs of hotel at Little Lake.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmk0d,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmk0d_2417098_master.tif,234,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_233,Page 216,[captions]We go past June Lake.June Lake.[handwritten]June Lake Mono Co. Calif. Near Culvers Camp Frashers Foto - Pomona|~|Two photographs of June Lake and surrounding mountains.,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmkdm,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmkdm_2417101_master.tif,235,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_234,Page 217,"[captions]We go padt Gull Lake.And come to Silver Lake[handwritten]Gull Lake Gull Lake Lodge - Frashers Photo PomonaSilver Lake - Carsons Camp, Calif. Frashers Foto - Pomona|~|Two photographs of Gull Lake and Silver Lake.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmk4g,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmk4g_2417104_master.tif,236,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_235,Page 218,[captions]Mono LakeTioga Lodge at Mono Lake.[handwritten]Mono Lake and cratersTioga Lodge - Frashers Foto - PomonaTioga Lodge Mono Lake Tahoe - Yosemite Highway Frashers Foto Pomona|~|Two photographs of Mono Lake.,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmkq8,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmkq8_2417117_master.tif,237,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_236,Page 219,"[captions]Mono Lake.[handwritten] Nesting Grounds of Sea Gulls Negit Island Mono Lake, Calif Near Tioga Lodge - Frashers Foto - PomonaMono Lake|~|Two photographs of Mono Lake.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmkk6,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmkk6_2417120_master.tif,238,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_237,Page 220,"One shot of Mono Lake and Court House at Bridgeport, California.|~|[captions]Mono LakeCourt House at Bridgeport, California, built 1869.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmjzd,ark:/21198/zz002kkz4b,1,In progress,Page,hhwest/image/srgb/21198-zz002kmjzd_2417123_master.tif,239,private,,,,,,,,,,,,,,,,uclalsc_98_b123_238,Page 221,One shot of Twin Lake and Crags Hotel at Twin Lakes.,,,,,,,,,,
"West (H. H.), Collection Number 2015",ark:/21198/z1bs0jcg,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmk92_2417126_master.tif,240,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_239-238,Page 222,Two photographs of Twin Lake and the canyon surrounding the lake.|~|[captions - 1st photo]Low Twin Lake.We hiked up this canyon from Twin lakes to Berney lake.[captions - 2nd photo]The approach to Twin LakesCrags Hotel at Twin Lakes. Hebard West and H.H. West.,,,,,,,,,,
"West (H. H.), Collection Number 2014",ark:/21198/zz002kmk92,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmk92_2417480_master.tif,241,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_239-238,Page 222a,Two photographs of Twin Lake and the canyon surrounding the lake.|~|[captions - 1st photo]Low Twin Lake.We hiked up this canyon from Twin lakes to Berney lake.[captions - 2nd photo]The approach to Twin LakesCrags Hotel at Twin Lakes. Hebard West and H.H. West.,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmk71,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmk71_2417129_master.tif,242,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_240,Page 223,"Two photographs of group hiking up to Barney Lake from Twin Lake.|~|[captions]Hiking up to Berney lake from Twin Lakes. Let to right: Wes Withreby, Forrest Whitaker, Agnes Whitaker, Mertie West, Hebard West, H.H. West.En route to Barney Lake. Left to right: Agnes Whitaker, Forrest Whitaker, Mertie West, Hebard West, H.H. West, Wes Witherby.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmkh5,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmkh5_2417132_master.tif,243,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_241,Page 224,"[captions]Will Shaw, Hebard West and H.H. West camped under the pines at Twin lakes several days before arrival of the Whitakers and IWtherbys. We spread our dish towels on the low bushes to dry and when the folks arrived, dubbed it ""Dirty Dish Towl Camp."" They went down by the Lake and set up this camp. Let to right: Forrest Whitaker and Agnes Whitaker, - almost out of the picture - Zetta Witherby, Abe Whitaker, Wes Witherby standing, H.H. West, Mertie West, Josie SHaw.|~|Photograph of group camping near Twin Lakes.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmks9,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmks9_2417135_master.tif,244,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_242,Page 225,"Four photographs of West and Shaw children on the shore of a beach in Ventura.|~|[captions]On the beach above Ventura, Calif.Hebard West and Eleanor Shaw 1924.Eleanor Shaw.Eleanor Shaw.L to R: Edith Shaw, Mertie West, Josie Shaw.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmk3z,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmk3z_2417138_master.tif,245,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_243,Page 226,"[captions]On the Ventura Beach July 4, 1925.Daisy Conner at Terminal Island in July 1900Terminal Island, Calif. July 1900 seaside resort then.Terminal Island was a swell|~|Four photographs of boat on shore at Terminal Island.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmkc3,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmkc3_2417141_master.tif,246,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_244,Page 227,"[captions]August 1927. Teloumne Meadows, Carl Inn, Yosemite trip. The arty consisted of A. Whitaker, Forrest Whitaker and Agnes Whitaker, Romayne Shaw and Edith Shaw, H.H. West, Mertie West and Hebard West. My Chandler broke out the ring gear just after leaving Lake Tenaya for Yosemite. Forrest took Mertie and Hebard on to Carl Inn to camp, a distance of about 30 miles...H.H. West at the Carl Inn Camp August 26, 1927.On road to Yosemite in Forrest's Willys Knight: L to R: A.B. Whitaker, Forrest Wgitaker [Whitaker], Hebard West, Agnes Whitaker, Mertie West.|~|Two photographs of H.H. West at the Carl Inn and on the way to Yosemite.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmkn7,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmkn7_2417144_master.tif,247,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_245,Page 228,"[captions]Teloumne Big Trees between Carl Inn and Yosemite. August 28, 1927. L to R: Mertie West, Forrest Whitaker, Agnes Whitaker and Hebard West. The sign was hanging on the tree and reads: ""SIAMESE TWINS."" We went on down to Yosemite and spent the day down there - only 24 miles away. When I got my car two or three days later, we came out through Modesto.|~|One photograph of Teleuma Big Trees.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmk6h,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmk6h_2417147_master.tif,248,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_246,Page 229,"Four photographs of camp near Convict Creek August 1927.|~|[captions]Convict Creek Camp August 1927.A. Whitaker, with Hebard West at the table.About 50 feet off the road to the right, on the road from Mammoth to the old log cabin at Casa Diablo is a grave, solitary in the sage brush. The film does not Register the name and date, but there is a Masonic square and compass on the stone. A lonely grave.In 1916 a party of us went to Convict Lake for vacation. The party consisted of Glen Velzy and his wife Bessie, with their Buick runablout [runabout]. Mrs. George M. West; H.H. West, wife and two children Elizabeth and Frances West; Charles Stavnow and Ted McClellan in Stavnow's Dodge, with McClellan's little boy...",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmkgn,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmkgn_2417150_master.tif,249,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_247,Page 230,"[captions]When we got over the little steep grade, we made camp under a big pine tree on the edge of Convict Creek, about 100 yards below the lake. There was nothing but a trail from here to the lake. These photos show this camp, with Elizabeth West and Mrs George M West. We had wonderful fishing in the creek. Elizabeth and Frances West kept the camp in all the fish we needed. Glen Velzy and Bessie made a camp in the rocks right beside the stream. It is shown here. On the trip to Convict Lake...|~|Two photographs of camp near Convict Creek.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmkrs,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmkrs_2417153_master.tif,250,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_248,Page 231,"[captions]Los Angeles, misc.Sunday School picnic at Sycamore Park about 1929. I seem to be the extreme left hand man, with Dr Martin, the minister, next to me. The boy kneeling at extreme right with sweater on is Hebard West, and second lady from him on his right, sitting down, is Mertie West.Nella West, 457 North Oxford Blvd., May 25, 1930. This was the first photo ever taken by Hebard West with his camera. He dropped the camera out of a bus on the way to Boy Scout camp and it was crushed by the wheels.Hebard West at Glenn Ranch Sept. 9 1926|~|Sunday School picnic, Nella West, and Hebard West at Sycamore Park.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmk2f,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmk2f_2417156_master.tif,251,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_249,Page 232,"Four photographs of Glenn Ranch, Laguna Beach, and Hobart Boulevard.|~|[captions]These two pictures were taken at Glenn Ranch on September 6, 1926. The left hand picture, L to R are : A. Whitaker, Mrs A Morgan, Zetta Witherby, Mrs Mdcnald, Mrs Greenman, Mertie West, Fred Morgan, Wes Witherby. The right hand photo, L to R: A. Whitaker, Mrs A. Morgan, Zetta Witherby, Mrs McDonald, Mrs Greenman, Mertie West, Wes Witherby.A crowd of us go to Laguna Beach in August 1925. This is a poor picture, but they are, L to R: Wes Witherby, : Mertie West, Eleanor Shaw, and Hebard West, Zetta Witherby. I am the bald headed guy at rear left, and A. Whitaker stands at top right. Cannot make out others.This picture was taken on A. Whitaker's Birthday, at a party given at 534 North Hobart Boulevard, Los Angeles, March 1926. We were living at this place then. L to R, standing, are: Forrest Whitaker, Lester Shaw, Wes WItherby, Will Shaw, Agnes Whitaker, Edith Shaw, Romayne Shaw, Josie Shaw, Everett Shaw, Hattie Whitaker, Guy Whitaker. Sitting L to R are : Eleanor Shaw, Mertie West, Etta Witherby, A. Whitaker, Edmond Montfort, Frances West, Hebard West, Marion Whitaker, Glenn Whitaker.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmk1x,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmk1x_2417159_master.tif,252,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_250,Page 233,"Five photographs at Uplifters Polo Field at Santa Monica. The drum corps, and Whitaker, Shaw, and West attending a game.|~|[captions]Los Angeles, misc.The Shriners give a picnic at the Uplighters Polo Field, near Santa Monica, May 10, 1930. A picture of the field and the band.The drum corps.L to R: Glenn Whitaker, Eleanor Shaw and Hebard West.Shriners picnic, Polo Field, Santa Monica, May 10, 1930. Glen Whitaker, Eleanor Shaw and Hebard Wet.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmkbk,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmkbk_2417162_master.tif,253,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_251,Page 234,"[captions]The Olympiad at Los Angeles July 30, 1932.Japanese sign lifted over the stadium by balloons July 30, 1932.The tower at end of stadium, with the fire burning, which never went out during the Olympiad.The athletes coming into the stadiumAthletes massing on the center of the field as they come in.|~|Four photographs (one underdeveloped and not visible), tower near stadium, athletes in the stadium, athletes on the center of the field.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmkmq,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmkmq_2417165_master.tif,254,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_252,Page 235,"Four photographs of H.H. West, West children, old Buick, and backyard and garage area of the home.|~|[captions]No. 165 South Harvard Boulevard, Los Angeles, Calif.H.H. West 1914Elizabeth and Frances West in the rear yard of our house at 165 South Harvard Blvd. About 1917 Hebard was born in this house.The old Buick as it looked when we got home after a trip tp Shasta County about 1916.Cleaning up after arrival. Our back yard and garage.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmmck,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmmck_2417168_master.tif,255,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_253,Page 236,"[captions]Photos taken at 165 South Harvard Boulevard, Los Angeles.Left to right: Unknown lady; Mrs George Miller West; Mrs Dr Ambrose Teel. 1911:[handwritten] Los A Times Saturday April 16 1949Taken on the lawn; L to R; Mrs H.H. West; Mrs Hattie M Cline; Mrs Dr Teel; unknown lady Dr Ambrose W. Teel.Ambrose Cline in rear yard, 165 S. Harvard Blvd., 1914Standing: L to R: Mrs William Schmitz; Mrs Bessie McGee Velzy Mrs Al. Schmitz Rest unknown now. about 1914.|~|Four photographs of groups standing on South Harvard Boulevard.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmmb2,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmmb2_2417171_master.tif,256,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_254,Page 237,"[captions]Matilija Hot Springs.L to R: Mertie west, Nina Heiser, Glen Velzy, Hebard West, Matilija Hot Springs, May 6, 1928Nina Heiser, Mertie West, Matilija, May 6, 1928Hebard West on the rocks in the stream fishing for trout. May 6, 1928Glen Velzy in camp on the Matilija on May 1, 1920, when we went on a trout fishing trip.|~|Four photographs of West family and others in Glen Velzy camp.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmmg4,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmmg4_2417174_master.tif,257,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_255,Page 238,"Four photographs to Matilija trip and around Mono Lake.|~|[captions]Another Matilija trip. L to R: Mertie West, Agnes Whitaker, Firrest [Forrest] Whitaker. May 31, 1931.Same view, except I have exchanged places with Forrest.A good picture of the lonely sandy road along the shore of Mono Lake, Leading from Bridgeport to Mono, looking south, taken 1913 when Dave Smith and myself came down the east wide of the Sierras.Camp at Lost Horse Well May 20, 1933. L to R: Mertie West, Forrest Whitaker, Agnes Whitaker. We accompanied a bus load of students from the U of C to Morongo valley.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmm60,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmm60_2417177_master.tif,258,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_256,Page 239,"[captions]In dustrial Supply Co. picnic, Hermosa, Aug. 3, 1929.Salesman Powell fixing Miss Love up as a hula-hula dancer with sea weed. Miss Love was Buckius' secretary.Kirkpatrick, Manager of the L.A. Valve & Fittings Co.Pete Flannery and Malcom of the shipping dept.|~|Four photographs of Industrial Supply Co. picnic on beach.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmmnq,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmmnq_2417180_master.tif,259,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_257,Page 240,"[captions]August 3, 1929, E.M. Buckius, Pesident of the Industrial Supply Co. gave a picnic at Hermosa Beach for all the employees of his Company. These pictures were taken at that time.E.M. Buckius, as the chef.Buckius talking with H.L. Herton, an officer of the Company.Fun on the beach.Right to left: Standing, E.M. Buckius. Haved forgotten the names of the next three women. Fourth, with child in front is Grace liggett. next two girls with Kimonas on are Gladys Wickham and sister.|~|Four photographs of Industrial Supply picnic at Hermosa Beach.",,,,,,,,,,
