"Object Type","Title","Item ARK","Parent ARK","File Name","Item Sequence","AltTitle.other","collection.physical","Contents note","Date.created","Date.normalized","Description.latitude","Description.longitude","Summary","Format.dimensions","Format.extent","Format.medium","Genre","Language","Local identifier","Thumbnail","Name.creator","Name.subject","Note","Place of origin","Publisher.publisherName","Repository","Type.typeOfResource","Rights.copyrightStatus","Rights.rightsHolderContact","Statement of Responsibility","Subject geographic","Subject temporal","viewingHint","Subject topic","IIIF Manifest URL"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March 1960, Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg, Volume 1, 15th June 1960","ark:/21198/z1jm4909","ark:/21198/z1t45sc2","","","","","","","1960-06-15","","","","","129 pages","","reports","eng","johannesburg_vol1","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14q9vbm","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jm4909/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March 1960, Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg, Volume 2, 15th June 1960","ark:/21198/z1dz27nf","ark:/21198/z1t45sc2","","","","","","","1960-06-15","","","","","128 pages","","reports","eng","johannesburg_vol2","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gb44fp","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dz27nf/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 01","ark:/21198/z1t1743b","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","11 pages","","reports","afr|~|eng","b7617662_exhibits_v001","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m065rp","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1961","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2565","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1960","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t1743b/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 02","ark:/21198/z1p86cb5","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","22 pages","","reports","afr|~|eng","b7617662_exhibits_v002","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pk2ggs","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1962","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2564","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1959","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p86cb5/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 03","ark:/21198/z1jh5mk0","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","11 pages","","reports","afr|~|eng","b7617662_exhibits_v003","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v42vgd","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1963","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2563","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1958","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jh5mk0/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 04","ark:/21198/z1dv3k9f","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","1 page","","reports","afr|~|eng","b7617662_exhibits_v004","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz28qr","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1964","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2562","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1957","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv3k9f/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 05","ark:/21198/z1932tk1","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","4 pages","","reports","afr|~|eng","b7617662_exhibits_v005","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1961hxf","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1965","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2561","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1956","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1932tk1/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 06","ark:/21198/z15b22w4","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","6 pages","","reports","afr|~|eng","b7617662_exhibits_v006","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s77gmz","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1966","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2560","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1955","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15b22w4/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 07","ark:/21198/z11k1b7q","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","2 pages","","reports","afr|~|eng","b7617662_exhibits_v007","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p30bd","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1967","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2559","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1954","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11k1b7q/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 08","ark:/21198/z1wt0tp4","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","1 page","","reports","afr|~|eng","b7617662_exhibits_v008","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r80fmx","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1968","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2558","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1953","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wt0tp4/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 09","ark:/21198/z1s202z3","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","1 page","","reports","afr|~|eng","b7617662_exhibits_v009","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mg9pwn","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1969","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2557","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1952","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s202z3/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 10","ark:/21198/z1nc81p0","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","1 page","","reports","afr|~|eng","b7617662_exhibits_v010","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq8z4w","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1970","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2556","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1951","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nc81p0/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 11","ark:/21198/z1hm78wc","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","36 pages","","reports","afr|~|eng","b7617662_exhibits_v011","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz86bn","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1971","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2555","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1950","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hm78wc/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 12","ark:/21198/z1cv6j52","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","1 page","","reports","afr|~|eng","b7617662_exhibits_v012","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q260k0","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1972","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2554","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1949","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cv6j52/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 13","ark:/21198/z1835sg3","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","11 pages","","reports","afr|~|eng","b7617662_exhibits_v013","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3z6q","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1973","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2553","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1948","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1835sg3/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 14","ark:/21198/z14b51s6","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","4 pages","","reports","afr|~|eng","b7617662_exhibits_v014","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1544nx9","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1974","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2552","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1947","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14b51s6/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 15","ark:/21198/z10k492w","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","1 page","","reports","afr|~|eng","b7617662_exhibits_v015","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60mr5","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1975","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2551","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1946","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10k492w/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 16","ark:/21198/z1vt3sjr","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","1 page","","reports","afr|~|eng","b7617662_exhibits_v016","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hd9w2r","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1976","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2550","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1945","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vt3sjr/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 17","ark:/21198/z1r51r6m","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","1 page","","reports","afr|~|eng","b7617662_exhibits_v017","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn949z","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1977","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2549","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1944","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r51r6m/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 18","ark:/21198/z1md10ft","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","1 page","","reports","afr|~|eng","b7617662_exhibits_v018","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17w8chb","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1978","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2548","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1943","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1md10ft/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 19","ark:/21198/z1gn07q3","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","2 pages","","reports","afr|~|eng","b7617662_exhibits_v019","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1447mrg","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1979","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2547","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1942","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gn07q3/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 20","ark:/21198/z1bv9h24","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","1 page","","reports","afr|~|eng","b7617662_exhibits_v020","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq5301","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1980","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2546","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1941","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bv9h24/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 21","ark:/21198/z1738rc5","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","5 pages","","reports","afr|~|eng","b7617662_exhibits_v021","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz4bb6","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1981","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2545","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1940","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1738rc5/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 22","ark:/21198/z13b80mc","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","5 pages","","reports","afr|~|eng","b7617662_exhibits_v022","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1350kq0","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1982","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2544","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1939","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13b80mc/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 23","ark:/21198/z1zk7h43","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","1 page","","reports","afr|~|eng","b7617662_exhibits_v023","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5sps","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1983","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2543","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1938","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zk7h43/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 24","ark:/21198/z1tx5fv4","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","10 pages","","reports","afr|~|eng","b7617662_exhibits_v024","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p51zf","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1984","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2542","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1937","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tx5fv4/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 25","ark:/21198/z1q54q27","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","4 pages","","reports","afr|~|eng","b7617662_exhibits_v025","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11856w0","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1985","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2541","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1936","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q54q27/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 26","ark:/21198/z1kd3z92","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","13 pages","","reports","afr|~|eng","b7617662_exhibits_v026","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h72g49","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1986","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2540","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1935","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kd3z92/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 27","ark:/21198/z1fn36m5","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","3 pages","","reports","afr|~|eng","b7617662_exhibits_v027","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj0n0q","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1987","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2539","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1934","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fn36m5/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents, Volume 28","ark:/21198/z19w2fzb","ark:/21198/z1t45sc2","","","","","","","1960/1961","","","","","4 pages","","reports","afr|~|eng","b7617662_exhibits_v028","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb7399","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1988","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2538","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1933","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19w2fzb/manifest"
