Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Rights.servicesContact,Type.typeOfResource,Name.repository,Type.genre,Name.creator,Title
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zf7d,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zf7d-1-master.wav,338,,,,,sound recording-musical,,,,146 The Rifleman 5212-5215
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zf8x,ark:/21198/zz000n8zrp,2,Completed,Work,,339,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zf8x%2Fc622fw37,,sound recording-musical,,,,147 The Rifleman The Vision
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zf9f,ark:/21198/zz000n8zrp,2,Completed,Work,,340,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zf9f%2Fs235088x,,sound recording-musical,,,,148 The Rifleman 6253
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zrrh,ark:/21198/zz000n8zrp,2,Completed,Work,,341,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zrrh%2F7971fv5k,,sound recording-musical,,,,149 The Rifleman 2420
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zrs1,ark:/21198/zz000n8zrp,2,Completed,Work,,342,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zrs1%2F5495s71p,,sound recording-musical,,,,150 The Rifleman Song
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zrtj,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zrtj-1-master.wav,343,,,,,sound recording-musical,,,,151 The Rifleman Ballad
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zrv2,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zrv2-1-master.wav,344,,,,,sound recording-musical,,,,153 The Rifleman '62 N5210A-F
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zrwk,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zrwk-1-master.wav,345,,,,,sound recording-musical,,,,157 The Rifleman St or Reel 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zrx3,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zrx3-1-master.wav,346,,,,,sound recording-musical,,,,158 The Rifleman St or Reel 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zxnc,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zxnc-1-master.wav,347,,,,,sound recording-musical,,,,159 The Rifleman Solo GTR Music
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zxpw,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zxpw-1-master.wav,348,,,,,sound recording-musical,,,,163 The Rifleman ST or Reel 9
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zxqd,ark:/21198/zz000n8zrp,2,Completed,Work,,349,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zxqd%2F7951qm8g,,sound recording-musical,,,,164 The Rifleman ST or Reel 10
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zxrx,ark:/21198/zz000n8zrp,2,Completed,Work,,350,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zxrx%2Fqn37tn3q,,sound recording-musical,,,,165 The Rifleman ST or Reel 11
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zxsf,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zxsf-1-master.wav,351,,,,,sound recording-musical,,,,247 John Paul 14839-14849c
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zxtz,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zxtz-1-master.wav,352,,,,,sound recording-musical,,,,708 Album reel 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zxvg,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zxvg-1-master.wav,353,,,,,sound recording-musical,,,,714 St Or Reel14 Aug19 1958
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zxw0,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zxw0-1-master.wav,354,,,,,sound recording-musical,,,,716 Reel 8 Aug 8 1958
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zxxh,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zxxh-1-master.wav,355,,,,,sound recording-musical,,,,717 St Or reel 7 Aug 8 1958
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zxz1,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zxz1-1-master.wav,356,,,,,sound recording-musical,,,,718 St Or reel 6 Aug 7 1958
Gilbert (Herschel Burke) Collection,ark:/21198/zz001403qp,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz001403qp-1-master.wav,357,,,,,sound recording-musical,,,,719 St Or reel 5 Aug 7 1958
Gilbert (Herschel Burke) Collection,ark:/21198/zz001403r6,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz001403r6-1-master.wav,358,,,,,sound recording-musical,,,,733 Themes reel 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz001403sq,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz001403sq-1-master.wav,359,,,,,sound recording-musical,,,,734 Themes reel 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz001403t7,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz001403t7-1-master.wav,360,,,,,sound recording-musical,,,,735 Themes reel 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz001403vr,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz001403vr-1-master.wav,361,,,,,sound recording-musical,,,,1396 Rifleman stereo album
Gilbert (Herschel Burke) Collection,ark:/21198/zz001403w8,ark:/21198/zz000n8zrp,2,Completed,Work,,362,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001403w8%2Ffb44622p,,sound recording-musical,,,,1398 4 star tv themes
Gilbert (Herschel Burke) Collection,ark:/21198/zz001403xs,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz001403xs-1-master.wav,363,,,,,sound recording-musical,,,,723 Four Star Music
Gilbert (Herschel Burke) Collection,ark:/21198/zz001403z9,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz001403z9-1-master.wav,364,,,,,sound recording-musical,,,,736 BNP Themes
Gilbert (Herschel Burke) Collection,ark:/21198/zz00140409,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz00140409-1-master.wav,365,,,,,sound recording-musical,,,,772 DOT Album - sub master
Gilbert (Herschel Burke) Collection,ark:/21198/zz0014041t,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0014041t-1-master.wav,366,,,,,sound recording-musical,,,,810 untitled 6200
Gilbert (Herschel Burke) Collection,ark:/21198/zz00140d9t,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz00140d9t-1-master.wav,367,,,,,sound recording-musical,,,,811 dropout
Gilbert (Herschel Burke) Collection,ark:/21198/zz00140dbb,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz00140dbb-1-master.wav,368,,,,,sound recording-musical,,,,1211 The Thief excerpts
Gilbert (Herschel Burke) Collection,ark:/21198/zz00140dcv,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz00140dcv-1-master.wav,369,,,,,sound recording-musical,,,,1212 The Thief excerpts
Gilbert (Herschel Burke) Collection,ark:/21198/zz00140ddc,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz00140ddc-1-master.wav,370,,,,,sound recording-musical,,,,1412 H.Gilbert KPFK
Gilbert (Herschel Burke) Collection,ark:/21198/zz00140dfw,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz00140dfw-1-master.wav,371,,,,,sound recording-musical,,,,1453 Melodies from TV
Gilbert (Herschel Burke) Collection,ark:/21198/zz00140dv3,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz00140dv3-1-master.wav,372,,,,,sound recording-musical,,,,1509 Rifleman
Gilbert (Herschel Burke) Collection,ark:/21198/zz000nmz6w/9j51zv77,ark:/21198/zz000nmz6w,,,Page,gilbert/audio/masters/21198-zz000nmz6w-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000nmz6w/c953wd8n,ark:/21198/zz000nmz6w,,,Page,gilbert/audio/masters/21198-zz000nmz6w-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000nn389/t239g906,ark:/21198/zz000nn389,,,Page,gilbert/audio/masters/21198-zz000nn389-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000nn389/vt95k78m,ark:/21198/zz000nn389,,,Page,gilbert/audio/masters/21198-zz000nn389-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000nn3cv/2264h88c,ark:/21198/zz000nn3cv,,,Page,gilbert/audio/masters/21198-zz000nn3cv-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000nn3cv/8752830f,ark:/21198/zz000nn3cv,,,Page,gilbert/audio/masters/21198-zz000nn3cv-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rvdjq/4954db0w,ark:/21198/zz000rvdjq,,,Page,gilbert/audio/masters/21198-zz000rvdjq-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rvdjq/f7198t3f,ark:/21198/zz000rvdjq,,,Page,gilbert/audio/masters/21198-zz000rvdjq-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rvj6g/7493dm8s,ark:/21198/zz000rvj6g,,,Page,gilbert/audio/masters/21198-zz000rvj6g-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rvj6g/kh31th6f,ark:/21198/zz000rvj6g,,,Page,gilbert/audio/masters/21198-zz000rvj6g-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rvjc2/9d56mf6p,ark:/21198/zz000rvjc2,,,Page,gilbert/audio/masters/21198-zz000rvjc2-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rvjc2/dd79811d,ark:/21198/zz000rvjc2,,,Page,gilbert/audio/masters/21198-zz000rvjc2-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rw401/3c22gp70,ark:/21198/zz000rw401,,,Page,gilbert/audio/masters/21198-zz000rw401-3-master.wav,3,,,,,,,,,Page 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rw401/gr038c3h,ark:/21198/zz000rw401,,,Page,gilbert/audio/masters/21198-zz000rw401-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rw401/wm90rw1j,ark:/21198/zz000rw401,,,Page,gilbert/audio/masters/21198-zz000rw401-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rwtnh/4978md1s,ark:/21198/zz000rwtnh,,,Page,gilbert/audio/masters/21198-zz000rwtnh-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rwtnh/jm58xq7d,ark:/21198/zz000rwtnh,,,Page,gilbert/audio/masters/21198-zz000rwtnh-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rwtvm/r097sn19,ark:/21198/zz000rwtvm,,,Page,gilbert/audio/masters/21198-zz000rwtvm-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rwtvm/sk744d40,ark:/21198/zz000rwtvm,,,Page,gilbert/audio/masters/21198-zz000rwtvm-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rwtxn/9s85g67d,ark:/21198/zz000rwtxn,,,Page,gilbert/audio/masters/21198-zz000rwtxn-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rwtxn/s3962p99,ark:/21198/zz000rwtxn,,,Page,gilbert/audio/masters/21198-zz000rwtxn-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s1dhv/d562wj7s,ark:/21198/zz000s1dhv,,,Page,gilbert/audio/masters/21198-zz000s1dhv-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s1dhv/dd835f16,ark:/21198/zz000s1dhv,,,Page,gilbert/audio/masters/21198-zz000s1dhv-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s1dkw/c429x66s,ark:/21198/zz000s1dkw,,,Page,gilbert/audio/masters/21198-zz000s1dkw-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s1dkw/q930q360,ark:/21198/zz000s1dkw,,,Page,gilbert/audio/masters/21198-zz000s1dkw-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3j5h/6f48fm63,ark:/21198/zz000s3j5h,,,Page,gilbert/audio/masters/21198-zz000s3j5h-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3j5h/7r12cm9g,ark:/21198/zz000s3j5h,,,Page,gilbert/audio/masters/21198-zz000s3j5h-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3vq4/1278zk7n,ark:/21198/zz000s3vq4,,,Page,gilbert/audio/masters/21198-zz000s3vq4-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3vq4/wf42zq07,ark:/21198/zz000s3vq4,,,Page,gilbert/audio/masters/21198-zz000s3vq4-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3vtp/w951tg3g,ark:/21198/zz000s3vtp,,,Page,gilbert/audio/masters/21198-zz000s3vtp-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3vtp/x261rh22,ark:/21198/zz000s3vtp,,,Page,gilbert/audio/masters/21198-zz000s3vtp-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3vwq/s226b76b,ark:/21198/zz000s3vwq,,,Page,gilbert/audio/masters/21198-zz000s3vwq-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3vwq/t029dw8z,ark:/21198/zz000s3vwq,,,Page,gilbert/audio/masters/21198-zz000s3vwq-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3vx7/3458377d,ark:/21198/zz000s3vx7,,,Page,gilbert/audio/masters/21198-zz000s3vx7-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3vx7/5290n018,ark:/21198/zz000s3vx7,,,Page,gilbert/audio/masters/21198-zz000s3vx7-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3vzr/c285b418,ark:/21198/zz000s3vzr,,,Page,gilbert/audio/masters/21198-zz000s3vzr-3-master.wav,3,,,,,,,,,Page 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3vzr/s188x10b,ark:/21198/zz000s3vzr,,,Page,gilbert/audio/masters/21198-zz000s3vzr-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3vzr/t265dr6s,ark:/21198/zz000s3vzr,,,Page,gilbert/audio/masters/21198-zz000s3vzr-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6cw9/2n685q4q,ark:/21198/zz000s6cw9,,,Page,gilbert/audio/masters/21198-zz000s6cw9-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6cw9/b797pw10,ark:/21198/zz000s6cw9,,,Page,gilbert/audio/masters/21198-zz000s6cw9-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6vxk/t040dc67,ark:/21198/zz000s6vxk,,,Page,gilbert/audio/masters/21198-zz000s6vxk-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6vxk/z0270x7r,ark:/21198/zz000s6vxk,,,Page,gilbert/audio/masters/21198-zz000s6vxk-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s832x/4f12p678,ark:/21198/zz000s832x,,,Page,gilbert/audio/masters/21198-zz000s832x-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s832x/6m31rz3d,ark:/21198/zz000s832x,,,Page,gilbert/audio/masters/21198-zz000s832x-4-master.wav,4,,,,,,,,,Page 4
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s832x/c989qr9f,ark:/21198/zz000s832x,,,Page,gilbert/audio/masters/21198-zz000s832x-3-master.wav,3,,,,,,,,,Page 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s832x/vk39xc56,ark:/21198/zz000s832x,,,Page,gilbert/audio/masters/21198-zz000s832x-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s98dz/1s132s57,ark:/21198/zz000s98dz,,,Page,gilbert/audio/masters/21198-zz000s98dz-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s98dz/rw16p94b,ark:/21198/zz000s98dz,,,Page,gilbert/audio/masters/21198-zz000s98dz-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s98fg/0552d52t,ark:/21198/zz000s98fg,,,Page,gilbert/audio/masters/21198-zz000s98fg-3-master.wav,3,,,,,,,,,Page 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s98fg/6738rz6p,ark:/21198/zz000s98fg,,,Page,gilbert/audio/masters/21198-zz000s98fg-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s98fg/qs03kk2b,ark:/21198/zz000s98fg,,,Page,gilbert/audio/masters/21198-zz000s98fg-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s98g0/gc012q8q,ark:/21198/zz000s98g0,,,Page,gilbert/audio/masters/21198-zz000s98g0-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s98g0/t291bf44,ark:/21198/zz000s98g0,,,Page,gilbert/audio/masters/21198-zz000s98g0-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s98j1/4435gg6v,ark:/21198/zz000s98j1,,,Page,gilbert/audio/masters/21198-zz000s98j1-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s98j1/9317t20n,ark:/21198/zz000s98j1,,,Page,gilbert/audio/masters/21198-zz000s98j1-3-master.wav,3,,,,,,,,,Page 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s98j1/tw307x28,ark:/21198/zz000s98j1,,,Page,gilbert/audio/masters/21198-zz000s98j1-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9fq1/5r61qc7j,ark:/21198/zz000s9fq1,,,Page,gilbert/audio/masters/21198-zz000s9fq1-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9fq1/j086rb00,ark:/21198/zz000s9fq1,,,Page,gilbert/audio/masters/21198-zz000s9fq1-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9q22/hd24sm1p,ark:/21198/zz000s9q22,,,Page,gilbert/audio/masters/21198-zz000s9q22-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9q22/mx29g604,ark:/21198/zz000s9q22,,,Page,gilbert/audio/masters/21198-zz000s9q22-3-master.wav,3,,,,,,,,,Page 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9q22/zn83wh56,ark:/21198/zz000s9q22,,,Page,gilbert/audio/masters/21198-zz000s9q22-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9szg/4b19qp8b,ark:/21198/zz000s9szg,,,Page,gilbert/audio/masters/21198-zz000s9szg-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9szg/mj57d14n,ark:/21198/zz000s9szg,,,Page,gilbert/audio/masters/21198-zz000s9szg-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9t10/b812cf5q,ark:/21198/zz000s9t10,,,Page,gilbert/audio/masters/21198-zz000s9t10-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9t10/fp22vx1p,ark:/21198/zz000s9t10,,,Page,gilbert/audio/masters/21198-zz000s9t10-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9vj7/1339kx2g,ark:/21198/zz000s9vj7,,,Page,gilbert/audio/masters/21198-zz000s9vj7-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9vj7/2h957k1c,ark:/21198/zz000s9vj7,,,Page,gilbert/audio/masters/21198-zz000s9vj7-4-master.wav,4,,,,,,,,,Page 4
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9vj7/cx362c74,ark:/21198/zz000s9vj7,,,Page,gilbert/audio/masters/21198-zz000s9vj7-3-master.wav,3,,,,,,,,,Page 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9vj7/dk30nn72,ark:/21198/zz000s9vj7,,,Page,gilbert/audio/masters/21198-zz000s9vj7-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0c1/5j52wt07,ark:/21198/zz000sb0c1,,,Page,gilbert/audio/masters/21198-zz000sb0c1-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0c1/7b13wm6n,ark:/21198/zz000sb0c1,,,Page,gilbert/audio/masters/21198-zz000sb0c1-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0dj/2150413v,ark:/21198/zz000sb0dj,,,Page,gilbert/audio/masters/21198-zz000sb0dj-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0dj/jm18cw7m,ark:/21198/zz000sb0dj,,,Page,gilbert/audio/masters/21198-zz000sb0dj-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0f2/3t632f3h,ark:/21198/zz000sb0f2,,,Page,gilbert/audio/masters/21198-zz000sb0f2-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0f2/4k19dw9k,ark:/21198/zz000sb0f2,,,Page,gilbert/audio/masters/21198-zz000sb0f2-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0gk/dn33kz91,ark:/21198/zz000sb0gk,,,Page,gilbert/audio/masters/21198-zz000sb0gk-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0gk/sh23fh5q,ark:/21198/zz000sb0gk,,,Page,gilbert/audio/masters/21198-zz000sb0gk-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0gk/tr551683,ark:/21198/zz000sb0gk,,,Page,gilbert/audio/masters/21198-zz000sb0gk-4-master.wav,4,,,,,,,,,Page 4
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0gk/zj45zh68,ark:/21198/zz000sb0gk,,,Page,gilbert/audio/masters/21198-zz000sb0gk-3-master.wav,3,,,,,,,,,Page 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0h3/pc73ht09,ark:/21198/zz000sb0h3,,,Page,gilbert/audio/masters/21198-zz000sb0h3-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0h3/wp97dz9d,ark:/21198/zz000sb0h3,,,Page,gilbert/audio/masters/21198-zz000sb0h3-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0jm/6603mf3s,ark:/21198/zz000sb0jm,,,Page,gilbert/audio/masters/21198-zz000sb0jm-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0jm/9p79jt7b,ark:/21198/zz000sb0jm,,,Page,gilbert/audio/masters/21198-zz000sb0jm-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0mn/k257px5j,ark:/21198/zz000sb0mn,,,Page,gilbert/audio/masters/21198-zz000sb0mn-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0mn/x1790j4r,ark:/21198/zz000sb0mn,,,Page,gilbert/audio/masters/21198-zz000sb0mn-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0rq/mw47xc2q,ark:/21198/zz000sb0rq,,,Page,gilbert/audio/masters/21198-zz000sb0rq-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0rq/x327p60g,ark:/21198/zz000sb0rq,,,Page,gilbert/audio/masters/21198-zz000sb0rq-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0s7/hc70tj2c,ark:/21198/zz000sb0s7,,,Page,gilbert/audio/masters/21198-zz000sb0s7-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0s7/qf92b091,ark:/21198/zz000sb0s7,,,Page,gilbert/audio/masters/21198-zz000sb0s7-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbdwk/5085xm4c,ark:/21198/zz000sbdwk,,,Page,gilbert/audio/masters/21198-zz000sbdwk-4-master.wav,4,,,,,,,,,Page 4
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbdwk/7q394q5h,ark:/21198/zz000sbdwk,,,Page,gilbert/audio/masters/21198-zz000sbdwk-1-master.wav,1,,,,,,,,,Page 1
