Item ARK,Parent ARK,Object Type,Title,File Name,Item Sequence,AltTitle.other,AltTitle.translated,collection.physical,Description.note,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Summary,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject geographic,Subject temporal,Subject,Subject,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
ark:/21198/z17100pc,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Ռեսպուբլիկայի արդյունաբերության փարոսը / Արտաշես Հովհաննեսի Աբելյան (Ալավերդու պղնձաքիմիական կոմբինատի ձուլեղ բանվոր),Masters/othermasters/DEParmenianposters/images/soviet_00491_p_arm_2288.tif,,,The Republic's beacon of the Industy / Artashes Hovhannesi Abelyan,,,,,1964,,,Դիլիջանի «Նոր կյանք» կահույքի ֆաբրիկայի մեխանիկական և կորացման ցեխի անվանի բանվոր Ալբերտ Սարգսյանը մշակել է աշխատանքի իր մեթոդը,61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ կենտկոմի և Երքաղկոմի Ստեփան Շահումյանի անվան քաղաքական լուսավորության ռեսպուբլիկական տուն|~|Հայկական ՍՍՌ «Գիտելիք» ընկերություն|~|Խմբագիր՝ Հ. Սինանյան,Սարգսյան Ալբերտ Սահակի,,Երևան,ՀՍՍՀ Մինիստրների սովետի մամուլի պետական կոմիտեի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17100pc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17100pc/manifest
ark:/21198/z13797xn,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Ռեսպուբլիկայի արդյունաբերության փարոսը / Արտաշես Հովհաննեսի Աբելյան (Ալավերդու պղնձաքիմիական կոմբինատի ձուլող բանվոր),Masters/othermasters/DEParmenianposters/images/soviet_00492_p_arm_2287.tif,,,The Republic's beacon of the Industy / Artashes Hovhannesi Abelyan,,,,,1964,,,"Ալավերդու պղնձաքիմիական կոմբինատի ձուլման հնոցի ավագ վարպետ, երիտասարդ էնտուզիաստ Արտաշես Աբելյանը հմտորեն տիրապետում է կրակի հրեղեն լեզուների խաղին, կարողանում է քուրայի մեջ տեսնել մաքուր պղինձը",61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ կենտկոմի և Երքաղկոմի Ստեփան Շահումյանի անվան քաղաքական լուսավորության ռեսպուբլիկական տուն|~|Հայկական ՍՍՌ «Գիտելիք» ընկերություն|~|Խմբագիր՝ Հ. Սինանյան,Աբելյան Արտաշես Հովհաննեսի,,Երևան,ՀՍՍՀ Մինիստրների սովետի մամուլի պետական կոմիտեի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13797xn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13797xn/manifest
ark:/21198/z1zk7fxk,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Маяк промышленности республики,Masters/othermasters/DEParmenianposters/images/soviet_00493_p_arm_2318.tif,,Ռեսպուբլիկայի արդյունաբերության փարոսը / Շողիկ Գևորգի Հարությունյան (Երևանի Սպանդարյան շրջանի Կ. Ցետկինի անվան կարի ֆաբրիկայի կարող բանվորուհի),The Republic's beacon of the Industy / Shoghik Gvorgi Harut'yunyan,,,,,1964,,,"Կարող բանվորուհի Շողիկ Հարությունյանի ագրեգատը միշտ գերակատարում է օրվա առաջադրանքները՝ աշխատանքի առաջավոր մեթոդների, նորարարական մի շարք եղանակների ակտիվ կիրառման շնորհիվ",61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ կենտկոմի և Երքաղկոմի Ստեփան Շահումյանի անվան քաղաքական լուսավորության ռեսպուբլիկական տուն|~|Հայկական ՍՍՌ «Գիտելիք» ընկերություն|~|Խմբագիր՝ Հ. Սինանյան,Հարությունյան Շողիկ Գևորգի,,Երևան,ՀՍՍՀ Մինիստրների սովետի մամուլի պետական կոմիտեի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk7fxk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zk7fxk/manifest
ark:/21198/z1tt6q5t,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Маяк промышленности республики,Masters/othermasters/DEParmenianposters/images/soviet_00494_p_arm_2317.tif,,Ռեսպուբլիկայի արդյունաբերության փարոսը / Սերյոժա Աբրահամի Գրիգորյան (Կիրովականի մեքենաշինական գործարանի փականագործ),The Republic's beacon of the Industy / Seryojha Abrahami Grigoryan,,,,,1964,,,"Կիրովականի մեքենաշինական գործարանում բոլորը հարգանքով են խոսում փականագործ, աշխատասեր Սերյոժա Գրիգորյանի մասին, որպես արտադրության առաջավորի ու նորարարի",61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ կենտկոմի և Երքաղկոմի Ստեփան Շահումյանի անվան քաղաքական լուսավորության ռեսպուբլիկական տուն|~|Հայկական ՍՍՌ «Գիտելիք» ընկերություն|~|Խմբագիր՝ Հ. Սինանյան,Գրիգորյան Սերյոժա Աբրահամի,,Երևան,ՀՍՍՀ Մինիստրների սովետի մամուլի պետական կոմիտեի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt6q5t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tt6q5t/manifest
ark:/21198/z1q25zgv,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Маяк промышленности республики,Masters/othermasters/DEParmenianposters/images/soviet_00495_p_arm_2319.tif,,Ռեսպուբլիկայի արդյունաբերության փարոսը / Մարտուն Սարգսի Հովհաննիսյան (26 կոմիսարների անվան շրջանի Կանազ գործարանի ցեխի բրիգադիր),The Republic's beacon of the Industy / Martun Sargsi Hovhannisyan,,,,,1964,,,"Կանազ գործարանի ցեխի բրիգադիր Մարտուն Հովհաննիսյանի պրպտուն միտքը, արտադրությունը կատարելագործելու անսպառ եռանդը համընդհանուր ճանչման հասցրեցին երիտասարդ էլեկտրոլիզնիկին",61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ կենտկոմի և Երքաղկոմի Ստեփան Շահումյանի անվան քաղաքական լուսավորության ռեսպուբլիկական տուն|~|Հայկական ՍՍՌ «Գիտելիք» ընկերություն|~|Խմբագիր՝ Պ. Փիրումյան,Հովհաննիսյան Մարտուն Սարգսի,,Երևան,ՀՍՍՀ Մինիստրների սովետի մամուլի պետական կոմիտեի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25zgv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q25zgv/manifest
ark:/21198/z1k956sz,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Маяк промышленности республики,Masters/othermasters/DEParmenianposters/images/soviet_00496_p_arm_2290.tif,,Ռեսպուբլիկայի արդյունաբերության փարոսը / Վոլոդյա Սամսոնի Գալստյան (Ղափանի պղնձահանքային կոմբինատի հորատող),The Republic's beacon of the Industy / Volodya Samsoni Galstyan,,,,,1964,,,"Ղափանի պղնձահանքային կոմբինատում է աշխատում իր գործի կատարյալ վարպետ, հորատող Վոլոդյա Գալստյանը, ով տիրապետելով բազմաթիվ մասնագիտությունների, կարողանում է ժամանակին, առանց լրացուցիչ մասնագետների մասնակցության, կատարել այս կամ այն աշխատանքը",61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ կենտկոմի և Երքաղկոմի Ստեփան Շահումյանի անվան քաղաքական լուսավորության ռեսպուբլիկական տուն|~|Հայկական ՍՍՌ «Գիտելիք» ընկերություն|~|Խմբագիր՝ Հ. Սինանյան,Գալստյան Վոլոդյա Սամսոնի,,Երևան,ՀՍՍՀ Մինիստրների սովետի մամուլի պետական կոմիտեի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k956sz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k956sz/manifest
ark:/21198/z1fj4g2n,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Маяк сельского хозяйства республики,Masters/othermasters/DEParmenianposters/images/soviet_00497_p_arm_2299.tif,,Ռեսպուբլիկայի տրանսպորտի փարոսը / Հենրիկ Սիրեկանի Կարապետյան (Հրազդանի շինտրեստի ավտովարորդ),The Republic's beacon of transportation,,,,,1964,,,"Հրազդանի շինտրեստի ավտովարորդ Հենրիկ Կարապետյանը միշտ նորանոր մտորումներով ու ձգտումներով կատարելագործում է իր մասնագիտությունը, բարձրացնում արտադրողականությունը և հասնում բարձր ցուցանիշների",61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ կենտկոմի և Երքաղկոմի Ստեփան Շահումյանի անվան քաղաքական լուսավորության ռեսպուբլիկական տուն|~|Հայկական ՍՍՌ «Գիտելիք» ընկերություն|~|Խմբագիր՝ Պ. Փիրումյան,Կարապետյան Հենրիկ Սիրեկանի,,Երևան,ՀՍՍՀ Մինիստրների սովետի մամուլի պետական կոմիտեի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj4g2n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fj4g2n/manifest
ark:/21198/z19s3q9g,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Маяк транспорта республики,Masters/othermasters/DEParmenianposters/images/soviet_00498_p_arm_2288.tif,,Ռեսպուբլիկայի տրանսպորտի փարոսը / Ալեքսան Մկրտչի Ճուղուրյան (Սանահինի  երկաթուղային դեպոյի մեքենավար),The Republic's beacon of transportation,,,,,1964,,,"Սանահինի  երկաթուղային դեպոյում մեքենավար է աշխատում Ալեքսան Ճուղուրյանը, որն ամենայն  պատասխանատվությամբ է վերաբերվում մեքենավարի աշխատանքին",61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ կենտկոմի և Երքաղկոմի Ստեփան Շահումյանի անվան քաղաքական լուսավորության ռեսպուբլիկական տուն|~|Հայկական ՍՍՌ «Գիտելիք» ընկերություն|~|Խմբագիր՝ Հ. Սինանյան,Ճուղուրյան Ալեքսան Մկրտչի,,Երևան,ՀՍՍՀ Մինիստրների սովետի մամուլի պետական կոմիտեի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s3q9g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19s3q9g/manifest
ark:/21198/z1641p0s,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Маяк транспорта республики,Masters/othermasters/DEParmenianposters/images/soviet_00499_p_arm_2289.tif,,Ռեսպուբլիկայի տրանսպորտի փարոսը / Աշոտ Միքայելի Մանուկյան (Շինարարության Մինիստրության ավտոտրանսպորտի վարչության Շահումյանի շրջանի № 2 ավտոբազայի վարորդ),The Republic's beacon of transportation,,,,,1964,,,Շահումյանի շրջանի № 2 ավտոբազայի անվանի վարորդներից  է Աշոտ Մանուկյանը,61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ կենտկոմի և Երքաղկոմի Ստեփան Շահումյանի անվան քաղաքական լուսավորության ռեսպուբլիկական տուն|~|Հայկական ՍՍՌ «Գիտելիք» ընկերություն|~|Խմբագիր՝ Պ. Փիրումյան,Մանուկյան Աշոտ Միքայելի,,Երևան,ՀՍՍՀ Մինիստրների սովետի մամուլի պետական կոմիտեի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1641p0s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1641p0s/manifest
ark:/21198/z12c0x82,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Маяк транспорта республики,Masters/othermasters/DEParmenianposters/images/soviet_00500_p_arm_2301.tif,,Ռեսպուբլիկայի տրանսպորտի փարոսը  / Հարություն Կյուրեղի Գրիգորյան (Երևանի Օրջոնիկիձեի շրջանի երկաթուղային հանգույցի լոկոմոտիվային դեպոյի մեքենավար),The Republic's beacon of transportation,,,,,1964,,,Երևանի Օրջոնիկիձեի շրջանի երկաթուղային հանգույցի լոկոմոտիվային դեպոյի լավագույն մեքենավարներից է Հարություն Գրիգորյանը,61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ կենտկոմի և Երքաղկոմի Ստեփան Շահումյանի անվան քաղաքական լուսավորության ռեսպուբլիկական տուն|~|Հայկական ՍՍՌ «Գիտելիք» ընկերություն|~|Խմբագիր՝ Հ. Սինանյան,Գրիգորյան Հարություն Կյուրեղի,,Երևան,ՀՍՍՀ Մինիստրների սովետի մամուլի պետական կոմիտեի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c0x82,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12c0x82/manifest
ark:/21198/z1xm0dsr,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Ռեսպուբլիկայի շինարարության փարոսը / Չերքեզ Չերքեզյան,Masters/othermasters/DEParmenianposters/images/soviet_00501_p_arm_2324.tif,,,The Republic's beacon of construction,,,,,1963,,,"Անվանի հյուսն, քարտաշ-որմնադիր, ծեփագործ  Չերքեզ Չերքեզյանի անձնվեր աշխատանքով են ստեղծվել բազմաթիվ բնակելի տներ, կուլտուրայի, միջնակարգ դպրոցի, հիվանդանոցի և պոլիկլինիկայի շենքերը",61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ Կենտկոմի և Երքաղկոմի Ստ. Շահումյանի անվան քաղաքական լուսավորության տուն|~|Խմբագիր՝ Հ. Կնյազյան|~|Նկարիչ՝ Ռ. Աթոյան|~|Գեղ. խմբագիր՝ Գ. Խուդիկյան,Չերքեզյան Չերքեզ,,Երևան,Հայաստանի Պետական հրատ.,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm0dsr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xm0dsr/manifest
ark:/21198/z1st9p2w,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Ռեսպուբլիկայի շինարարության փարոսը / Ռաֆիկ Մելքոնյան,Masters/othermasters/DEParmenianposters/images/soviet_00502_p_arm_2325.tif,,,The Republic's beacon of construction,,,,,1963,,,Անվանի շինարար Ռաֆիկ Մելքոնյանի և իր ընկերների ջանքերի շնորհիվ ժամանակից շուտ շահագործման հանձնվեց Երևանի ջերմաէլեկտրակենտրոնի առաջին ագրեգատը,61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ Կենտկոմի և Երքաղկոմի Ստ. Շահումյանի անվան քաղաքական լուսավորության տուն|~|Խմբագիր՝ Հ. Կնյազյան|~|Նկարիչ՝ Ռ. Աթոյան|~|Գեղ. խմբագիր՝ Գ. Խուդիկյան,Մելքոնյան Ռաֆիկ,,Երևան,Հայաստանի Պետական հրատ.,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1st9p2w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1st9p2w/manifest
ark:/21198/z1p28xdc,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Ռեսպուբլիկայի շինարարության փարոսը / Գառնիկ Մանասյան,Masters/othermasters/DEParmenianposters/images/soviet_00503_p_arm_2326.tif,,,The Republic's beacon of construction,,,,,1963,,,"Անվանի ծեփագործ-շինարար Գառնիկ Մանասյանի տասնչորսամյա աշխատանքի արդյունքն է  Քաջարան քաղաքի Ողջի թաղամասի կուլտուրայի պալատը, բազմաթիվ բնակելի տներ",61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ Կենտկոմի և Երքաղկոմի Ստ. Շահումյանի անվան քաղաքական լուսավորության տուն|~|Խմբագիր՝ Հ. Կնյազյան|~|Նկարիչ՝ Ռ. Աթոյան|~|Գեղ. խմբագիր՝ Գ. Խուդիկյան,Մանասյան Գառնիկ,,Երևան,Հայաստանի Պետական հրատ.,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28xdc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p28xdc/manifest
ark:/21198/z1j985p1,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Ռեսպուբլիկայի շինարարության փարոսը / Սուրեն Մարտիրոսյան,Masters/othermasters/DEParmenianposters/images/soviet_00504_p_arm_2327.tif,,,The Republic's beacon of construction,,,,,1963,,,"Արարատի «Ցեմշին» վարչության անվանի բրիգադիր-սանտեխնիկ Սուրեն Մարտիրոսյանը մեկ ձգտում ու ցանկություն ունի՝ աշխատել, կառուցել, բարձր պահել շինարարի վեհ կոչումը, ուրախություն ու հրճվանք պատճառել մարդկանց",61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ Կենտկոմի և Երքաղկոմի Ստ. Շահումյանի անվան քաղաքական լուսավորության տուն|~|Խմբագիր՝ Հ. Կնյազյան|~|Նկարիչ՝ Ռ. Աթոյան|~|Գեղ. խմբագիր՝ Գ. Խուդիկյան,Մարտիրոսյան Սուրեն,,Երևան,Հայաստանի Պետական հրատ.,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j985p1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j985p1/manifest
ark:/21198/z1dj7dxv,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Ռեսպուբլիկայի շինարարության փարոսը / Սուրեն Կռոյան,Masters/othermasters/DEParmenianposters/images/soviet_00505_p_arm_2328.tif,,,The Republic's beacon of construction,,,,,1963,,,Ծեփագործ Սուրեն Կռոյանն ու իր ընկերներն արժանի ավանդ են ներդնում Կամո քաղաքի շինարարության գործում,61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ Կենտկոմի և Երքաղկոմի Ստ. Շահումյանի անվան քաղաքական լուսավորության տուն|~|Խմբագիր՝ Հ. Կնյազյան|~|Նկարիչ՝ Ռ. Աթոյան|~|Գեղ. խմբագիր՝ Գ. Խուդիկյան,Կռոյան Սուրեն,,Երևան,Հայաստանի Պետական հրատ.,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj7dxv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dj7dxv/manifest
ark:/21198/z18w5ckd,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Ռեսպուբլիկայի շինարարության փարոսը / Ժուդեքս Ղումաշյան,Masters/othermasters/DEParmenianposters/images/soviet_00506_p_arm_2329.tif,,,The Republic's beacon of construction,,,,,1963,,,Կիրովականում է աշխատում ճանաչված շինարար Ժուդեքս Ղումաշյանը,61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ Կենտկոմի և Երքաղկոմի Ստ. Շահումյանի անվան քաղաքական լուսավորության տուն|~|Խմբագիր՝ Հ. Կնյազյան|~|Նկարիչ՝ Ռ. Աթոյան|~|Գեղ. խմբագիր՝ Գ. Խուդիկյան,Ղումաշյան Ժուդեքս,,Երևան,Հայաստանի Պետական հրատ.,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w5ckd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18w5ckd/manifest
ark:/21198/z1544mtj,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Ռեսպուբլիկայի շինարարության փարոսը / Խաչատուր Չախալյան,Masters/othermasters/DEParmenianposters/images/soviet_00507_p_arm_2330.tif,,,The Republic's beacon of construction,,,,,1963,,,Լենինականի նորակառույց Անտառավան թաղամասի շատ նորակառույցներ են վեր խոյացել անվանի քարտաշ Խաչատուր Չախալյանի ձեռքերով,61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ Կենտկոմի և Երքաղկոմի Ստ. Շահումյանի անվան քաղաքական լուսավորության տուն|~|Խմբագիր՝ Հ. Կնյազյան|~|Նկարիչ՝ Ռ. Աթոյան|~|Գեղ. խմբագիր՝ Գ. Խուդիկյան,Չախալյան Խաչատուր,,Երևան,Հայաստանի Պետական հրատ.,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1544mtj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1544mtj/manifest
ark:/21198/z11c3w37,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Ռեսպուբլիկայի շինարարության փարոսը / Արարատ Չոփիկյան,Masters/othermasters/DEParmenianposters/images/soviet_00508_p_arm_2331.tif,,,The Republic's beacon of construction,,,,,1963,,,Արթիկի տուֆա-բլոկային գործարանի շինարարության վրա է աշխատում հանրաճանաչ շինարար-մեխանիզատոր Արարատ Չոփիկյանը,61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ Կենտկոմի և Երքաղկոմի Ստ. Շահումյանի անվան քաղաքական լուսավորության տուն|~|Խմբագիր՝ Հ. Կնյազյան|~|Նկարիչ՝ Ռ. Աթոյան|~|Գեղ. խմբագիր՝ Գ. Խուդիկյան,Չոփիկյան Արարատ,,Երևան,Հայաստանի Պետական հրատ.,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c3w37,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11c3w37/manifest
ark:/21198/z1wm3cnc,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Ռեսպուբլիկայի շինարարության փարոսը / Նուբար Քանդահարյան,Masters/othermasters/DEParmenianposters/images/soviet_00509_p_arm_2332.tif,,,The Republic's beacon of construction,,,,,1963,,,"Հայրենադարձ շինարար Նուբար Քանդահարյանի հայրենանվեր աշխատանքի շնորհիվ մեկը մյուսի ետևից վեր են խոյանում էլեկտրալամպերի գործարանի վիթխարի կառույցները, պետական համալսարանի տուֆակերտ կորպուսները, Հրազդանի աջափնյա թաղամասի բնակելի շենքերից շատերը և այլ կառույցներ:",61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ Կենտկոմի և Երքաղկոմի Ստ. Շահումյանի անվան քաղաքական լուսավորության տուն|~|Խմբագիր՝ Հ. Կնյազյան|~|Նկարիչ՝ Ռ. Աթոյան|~|Գեղ. խմբագիր՝ Գ. Խուդիկյան,Քանդահարյան Նուբար,,Երևան,Հայաստանի Պետական հրատ.,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wm3cnc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wm3cnc/manifest
ark:/21198/z1rv2n0z,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Ռեսպուբլիկայի շինարարության փարոսը / Մաքսիմ Ավետիսյան,Masters/othermasters/DEParmenianposters/images/soviet_00510_p_arm_2333.tif,,,The Republic's beacon of construction,,,,,1963,,,Շինարարական վարչության մեխանիկական ցեխում է աշխատում զոդող-մոնտաժող վարպետ Մաքսիմ Ավետիսյանը,61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ Կենտկոմի և Երքաղկոմի Ստ. Շահումյանի անվան քաղաքական լուսավորության տուն|~|Խմբագիր՝ Հ. Կնյազյան|~|Նկարիչ՝ Ռ. Աթոյան|~|Գեղ. խմբագիր՝ Գ. Խուդիկյան,Ավետիսյան Մաքսիմ,,Երևան,Հայաստանի Պետական հրատ.,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv2n0z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rv2n0z/manifest
ark:/21198/z1n31w6n,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Ռեսպուբլիկայի շինարարության փարոսը / Ժորա Պողոսյան,Masters/othermasters/DEParmenianposters/images/soviet_00511_p_arm_2334.tif,,,The Republic's beacon of construction,,,,,1963,,,"Ժորա Պողոսյանը մեծ եռանդով ու սիրով մասնակցում է Դիլիջան քաղաքի բնակելի շատ շենքերի, կինո-թատրոնի, մանկապարտեզների և այլ օբյեկտների կառուցմանը",61 x 45 cm. (24 x 17.7 in.),1 poster,,posters,arm,,ՀԿՊ Կենտկոմի և Երքաղկոմի Ստ. Շահումյանի անվան քաղաքական լուսավորության տուն|~|Խմբագիր՝ Հ. Կնյազյան|~|Նկարիչ՝ Ռ. Աթոյան|~|Գեղ. խմբագիր՝ Գ. Խուդիկյան,Պողոսյան Ժորա,,Երևան,Հայաստանի Պետական հրատ.,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n31w6n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n31w6n/manifest
