"Project Name","Parent ARK","Item ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Language","Title","Relation.rectoVerso","Description.abstract","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh3hh","2","Completed","Page","polygraph/masters/21198-zz001nh3hh-1-master.tif","18","","","","","","","text","","Polygraph Newsletter_0598","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh3hh",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh3j1","2","Completed","Page","polygraph/masters/21198-zz001nh3j1-1-master.tif","19","","","","","","","text","","Polygraph Newsletter_0599","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh3j1",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh3kj","2","Completed","Page","polygraph/masters/21198-zz001nh3kj-1-master.tif","20","","","","","","","text","","Polygraph Newsletter_0600","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh3kj",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh3m2","2","Completed","Page","polygraph/masters/21198-zz001nh3m2-1-master.tif","21","","","","","","","text","","Polygraph Newsletter_0601","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh3m2",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh3nk","2","Completed","Page","polygraph/masters/21198-zz001nh3nk-1-master.tif","22","","","","","","","text","","Polygraph Newsletter_0602","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh3nk",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh3p3","2","Completed","Page","polygraph/masters/21198-zz001nh3p3-1-master.tif","23","","","","","","","text","","Polygraph Newsletter_0603","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh3p3",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh3qm","2","Completed","Page","polygraph/masters/21198-zz001nh3qm-1-master.tif","24","","","","","","","text","","Polygraph Newsletter_0604","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh3qm",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh3r4","2","Completed","Page","polygraph/masters/21198-zz001nh3r4-1-master.tif","25","","","","","","","text","","Polygraph Newsletter_0605","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh3r4",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh3sn","2","Completed","Page","polygraph/masters/21198-zz001nh3sn-1-master.tif","26","","","","","","","text","","Polygraph Newsletter_0606","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh3sn",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh3t5","2","Completed","Page","polygraph/masters/21198-zz001nh3t5-1-master.tif","27","","","","","","","text","","Polygraph Newsletter_0607","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh3t5",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh3vp","2","Completed","Page","polygraph/masters/21198-zz001nh3vp-1-master.tif","28","","","","","","","text","","Polygraph Newsletter_0608","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh3vp",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh3w6","2","Completed","Page","polygraph/masters/21198-zz001nh3w6-1-master.tif","29","","","","","","","text","","Polygraph Newsletter_0609","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh3w6",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh3xq","2","Completed","Page","polygraph/masters/21198-zz001nh3xq-1-master.tif","30","","","","","","","text","","Polygraph Newsletter_0610","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh3xq",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh3z7","2","Completed","Page","polygraph/masters/21198-zz001nh3z7-1-master.tif","31","","","","","","","text","","Polygraph Newsletter_0611","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh3z7",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh407","2","Completed","Page","polygraph/masters/21198-zz001nh407-1-master.tif","32","","","","","","","text","","Polygraph Newsletter_0612","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh407",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh41r","2","Completed","Page","polygraph/masters/21198-zz001nh41r-1-master.tif","33","","","","","","","text","","Polygraph Newsletter_0613","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh41r",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh428","2","Completed","Page","polygraph/masters/21198-zz001nh428-1-master.tif","34","","","","","","","text","","Polygraph Newsletter_0614","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh428",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh43s","2","Completed","Page","polygraph/masters/21198-zz001nh43s-1-master.tif","35","","","","","","","text","","Polygraph Newsletter_0615","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh43s",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh449","2","Completed","Page","polygraph/masters/21198-zz001nh449-1-master.tif","36","","","","","","","text","","Polygraph Newsletter_0616","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh449",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh45t","2","Completed","Page","polygraph/masters/21198-zz001nh45t-1-master.tif","37","","","","","","","text","","Polygraph Newsletter_0617","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh45t",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh46b","2","Completed","Page","polygraph/masters/21198-zz001nh46b-1-master.tif","38","","","","","","","text","","Polygraph Newsletter_0618","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh46b",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh47v","2","Completed","Page","polygraph/masters/21198-zz001nh47v-1-master.tif","39","","","","","","","text","","Polygraph Newsletter_0619","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh47v",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh48c","2","Completed","Page","polygraph/masters/21198-zz001nh48c-1-master.tif","40","","","","","","","text","","Polygraph Newsletter_0620","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh48c",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh49w","2","Completed","Page","polygraph/masters/21198-zz001nh49w-1-master.tif","41","","","","","","","text","","Polygraph Newsletter_0621","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh49w",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh4bd","2","Completed","Page","polygraph/masters/21198-zz001nh4bd-1-master.tif","42","","","","","","","text","","Polygraph Newsletter_0622","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh4bd",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh4cx","2","Completed","Page","polygraph/masters/21198-zz001nh4cx-1-master.tif","43","","","","","","","text","","Polygraph Newsletter_0623","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh4cx",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh4df","2","Completed","Page","polygraph/masters/21198-zz001nh4df-1-master.tif","44","","","","","","","text","","Polygraph Newsletter_0624","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh4df",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh4fz","2","Completed","Page","polygraph/masters/21198-zz001nh4fz-1-master.tif","45","","","","","","","text","","Polygraph Newsletter_0625","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh4fz",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh4gg","2","Completed","Page","polygraph/masters/21198-zz001nh4gg-1-master.tif","46","","","","","","","text","","Polygraph Newsletter_0626","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh4gg",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh4h0","2","Completed","Page","polygraph/masters/21198-zz001nh4h0-1-master.tif","47","","","","","","","text","","Polygraph Newsletter_0627","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh4h0",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh4jh","2","Completed","Page","polygraph/masters/21198-zz001nh4jh-1-master.tif","48","","","","","","","text","","Polygraph Newsletter_0628","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh4jh",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh4k1","2","Completed","Page","polygraph/masters/21198-zz001nh4k1-1-master.tif","49","","","","","","","text","","Polygraph Newsletter_0629","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh4k1",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh4mj","2","Completed","Page","polygraph/masters/21198-zz001nh4mj-1-master.tif","50","","","","","","","text","","Polygraph Newsletter_0630","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh4mj",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh4n2","2","Completed","Page","polygraph/masters/21198-zz001nh4n2-1-master.tif","51","","","","","","","text","","Polygraph Newsletter_0631","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh4n2",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh4pk","2","Completed","Page","polygraph/masters/21198-zz001nh4pk-1-master.tif","52","","","","","","","text","","Polygraph Newsletter_0632","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh4pk",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh4q3","2","Completed","Page","polygraph/masters/21198-zz001nh4q3-1-master.tif","53","","","","","","","text","","Polygraph Newsletter_0633","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh4q3",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh4rm","2","Completed","Page","polygraph/masters/21198-zz001nh4rm-1-master.tif","54","","","","","","","text","","Polygraph Newsletter_0634","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh4rm",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh4s4","2","Completed","Page","polygraph/masters/21198-zz001nh4s4-1-master.tif","55","","","","","","","text","","Polygraph Newsletter_0635","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh4s4",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh4tn","2","Completed","Page","polygraph/masters/21198-zz001nh4tn-1-master.tif","56","","","","","","","text","","Polygraph Newsletter_0636","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh4tn",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh4v5","2","Completed","Page","polygraph/masters/21198-zz001nh4v5-1-master.tif","57","","","","","","","text","","Polygraph Newsletter_0637","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh4v5",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh4wp","2","Completed","Page","polygraph/masters/21198-zz001nh4wp-1-master.tif","58","","","","","","","text","","Polygraph Newsletter_0638","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh4wp",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh4x6","2","Completed","Page","polygraph/masters/21198-zz001nh4x6-1-master.tif","59","","","","","","","text","","Polygraph Newsletter_0639","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh4x6",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh4zq","2","Completed","Page","polygraph/masters/21198-zz001nh4zq-1-master.tif","60","","","","","","","text","","Polygraph Newsletter_0640","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh4zq",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh50q","2","Completed","Page","polygraph/masters/21198-zz001nh50q-1-master.tif","61","","","","","","","text","","Polygraph Newsletter_0641","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh50q",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh517","2","Completed","Page","polygraph/masters/21198-zz001nh517-1-master.tif","62","","","","","","","text","","Polygraph Newsletter_0642","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh517",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh52r","2","Completed","Page","polygraph/masters/21198-zz001nh52r-1-master.tif","63","","","","","","","text","","Polygraph Newsletter_0643","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh52r",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh538","2","Completed","Page","polygraph/masters/21198-zz001nh538-1-master.tif","64","","","","","","","text","","Polygraph Newsletter_0644","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh538",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh54s","2","Completed","Page","polygraph/masters/21198-zz001nh54s-1-master.tif","65","","","","","","","text","","Polygraph Newsletter_0645","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh54s",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh559","2","Completed","Page","polygraph/masters/21198-zz001nh559-1-master.tif","66","","","","","","","text","","Polygraph Newsletter_0646","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh559",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh56t","2","Completed","Page","polygraph/masters/21198-zz001nh56t-1-master.tif","67","","","","","","","text","","Polygraph Newsletter_0647","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh56t",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh57b","2","Completed","Page","polygraph/masters/21198-zz001nh57b-1-master.tif","68","","","","","","","text","","Polygraph Newsletter_0648","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh57b",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh58v","2","Completed","Page","polygraph/masters/21198-zz001nh58v-1-master.tif","69","","","","","","","text","","Polygraph Newsletter_0649","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh58v",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh59c","2","Completed","Page","polygraph/masters/21198-zz001nh59c-1-master.tif","70","","","","","","","text","","Polygraph Newsletter_0650","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh59c",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh5bw","2","Completed","Page","polygraph/masters/21198-zz001nh5bw-1-master.tif","71","","","","","","","text","","Polygraph Newsletter_0651","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh5bw",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh5cd","2","Completed","Page","polygraph/masters/21198-zz001nh5cd-1-master.tif","72","","","","","","","text","","Polygraph Newsletter_0652","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh5cd",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh5dx","2","Completed","Page","polygraph/masters/21198-zz001nh5dx-1-master.tif","73","","","","","","","text","","Polygraph Newsletter_0653","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh5dx",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh5ff","2","Completed","Page","polygraph/masters/21198-zz001nh5ff-1-master.tif","74","","","","","","","text","","Polygraph Newsletter_0654","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh5ff",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh5gz","2","Completed","Page","polygraph/masters/21198-zz001nh5gz-1-master.tif","75","","","","","","","text","","Polygraph Newsletter_0655","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh5gz",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh5hg","2","Completed","Page","polygraph/masters/21198-zz001nh5hg-1-master.tif","76","","","","","","","text","","Polygraph Newsletter_0656","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh5hg",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh5j0","2","Completed","Page","polygraph/masters/21198-zz001nh5j0-1-master.tif","77","","","","","","","text","","Polygraph Newsletter_0657","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh5j0",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh5kh","2","Completed","Page","polygraph/masters/21198-zz001nh5kh-1-master.tif","78","","","","","","","text","","Polygraph Newsletter_0658","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh5kh",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh5m1","2","Completed","Page","polygraph/masters/21198-zz001nh5m1-1-master.tif","79","","","","","","","text","","Polygraph Newsletter_0659","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh5m1",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh5nj","2","Completed","Page","polygraph/masters/21198-zz001nh5nj-1-master.tif","80","","","","","","","text","","Polygraph Newsletter_0660","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh5nj",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh5p2","2","Completed","Page","polygraph/masters/21198-zz001nh5p2-1-master.tif","81","","","","","","","text","","Polygraph Newsletter_0661","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh5p2",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh5qk","2","Completed","Page","polygraph/masters/21198-zz001nh5qk-1-master.tif","82","","","","","","","text","","Polygraph Newsletter_0662","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh5qk",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh5r3","2","Completed","Page","polygraph/masters/21198-zz001nh5r3-1-master.tif","83","","","","","","","text","","Polygraph Newsletter_0663","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh5r3",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh5sm","2","Completed","Page","polygraph/masters/21198-zz001nh5sm-1-master.tif","84","","","","","","","text","","Polygraph Newsletter_0664","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh5sm",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh5t4","2","Completed","Page","polygraph/masters/21198-zz001nh5t4-1-master.tif","85","","","","","","","text","","Polygraph Newsletter_0665","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh5t4",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh5vn","2","Completed","Page","polygraph/masters/21198-zz001nh5vn-1-master.tif","86","","","","","","","text","","Polygraph Newsletter_0666","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh5vn",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh5w5","2","Completed","Page","polygraph/masters/21198-zz001nh5w5-1-master.tif","87","","","","","","","text","","Polygraph Newsletter_0667","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh5w5",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh5xp","2","Completed","Page","polygraph/masters/21198-zz001nh5xp-1-master.tif","88","","","","","","","text","","Polygraph Newsletter_0668","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh5xp",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh5z6","2","Completed","Page","polygraph/masters/21198-zz001nh5z6-1-master.tif","89","","","","","","","text","","Polygraph Newsletter_0669","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh5z6",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh606","2","Completed","Page","polygraph/masters/21198-zz001nh606-1-master.tif","90","","","","","","","text","","Polygraph Newsletter_0670","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh606",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh61q","2","Completed","Page","polygraph/masters/21198-zz001nh61q-1-master.tif","91","","","","","","","text","","Polygraph Newsletter_0671","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh61q",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh627","2","Completed","Page","polygraph/masters/21198-zz001nh627-1-master.tif","92","","","","","","","text","","Polygraph Newsletter_0672","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh627",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh63r","2","Completed","Page","polygraph/masters/21198-zz001nh63r-1-master.tif","93","","","","","","","text","","Polygraph Newsletter_0673","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh63r",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh648","2","Completed","Page","polygraph/masters/21198-zz001nh648-1-master.tif","94","","","","","","","text","","Polygraph Newsletter_0674","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh648",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh65s","2","Completed","Page","polygraph/masters/21198-zz001nh65s-1-master.tif","95","","","","","","","text","","Polygraph Newsletter_0675","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh65s",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh669","2","Completed","Page","polygraph/masters/21198-zz001nh669-1-master.tif","96","","","","","","","text","","Polygraph Newsletter_0676","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh669",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh67t","2","Completed","Page","polygraph/masters/21198-zz001nh67t-1-master.tif","97","","","","","","","text","","Polygraph Newsletter_0677","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh67t",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nh2wq","ark:/21198/zz001nh68b","2","Completed","Page","polygraph/masters/21198-zz001nh68b-1-master.tif","98","","","","","","","text","","Polygraph Newsletter_0678","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh68b",""
