File Name,Title,Object Type,Parent ARK,Item ARK,Item Sequence,AltID.local,Type.typeOfResource,Date.creation,Date.normalized,Creator,Note.summary,Note.description,Language,Copyright Status,Copyright Statement,Copyright Holder 1 Name,Copyright Contact,Type.genre,Provenance,Repository
Masters/othermasters/dl_quinn/ATQ_4_04_ATQDottiewfamily_168.jpg,Quinn family and friend,Work,,ark:/21198/z10g53q8,,ATQ_4_04_ATQDottiewFamily_168,image,1970,1970,,,"(left to right) Friend, Sylvia Dorothy ""Dottie"", Alfred Thomas, and Jill Renee Quinn.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6017,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_ATQDottieyoungB&W_169.jpg,"Sylvia Dorothy ""Dottie"" and Alfred Thomas Quinn",Work,,ark:/21198/z1vq4m8f,,ATQ_4_04_ATQDottieyoungB&W_169,image,1940,1940,,,"Sylvia Dorothy ""Dottie"" and Alfred Thomas Quinn as a young couple.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6018,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_BabyJillHat_160.jpg,Jill Renee Quinn baby photo,Work,,ark:/21198/z1qz3vk5,,ATQ_4_04_BabyJillHat_160,image,1960,1960,,,"Jill Renee Quinn as a baby wearing a straw hat, dated October 5, 1960.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6009,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_BabyJillHeadshot_159.jpg,Jill Renee Quinn baby photo,Work,,ark:/21198/z1m633x1,,ATQ_4_04_BabyJillHeadshot_159,image,1958,1958,,,"Jill Renee Quinn baby photograph. dated September 13, 1958",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6008,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_DottieatDrewsBaptism_174.jpg,"Sylvia Dorothy ""Dottie"" Quinn",Work,,ark:/21198/z1gf2c3c,,ATQ_4_04_DottieatDrewsBaptism_174,image,2000,2000,,,"Sylvia Dorothy ""Dottie"" Quinn at Drew's baptism.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6023,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_Dottieatwedding_171.jpg,"Sylvia Dorothy ""Dottie"" Quinn",Work,,ark:/21198/z1bp1mcn,,ATQ_4_04_DottieAtWedding_171,image,1980,1980,,,"Sylvia Dorothy ""Dottie"" Quinn at Drew's wedding.  ",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6020,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_Dottiecamping_172.jpg,"Young Sylvia Dorothy ""Dottie"" Quinn",Work,,ark:/21198/z1709k0h,,ATQ_4_04_DottieCamping_172,image,1950,1950,,,"Sylvia Dorothy ""Dottie"" at a cabin.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6021,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_Dottiechristmas2005_173.jpg,"Sylvia Dorothy ""Dottie"" Quinn on Christmas 2005",Work,,ark:/21198/z1378t8s,,ATQ_4_04_DottieChristmas2005_173,image,2000,2000,,,"Sylvia Dorothy ""Dottie"" Quinn, Christmas 2005.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6022,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_Dottieinred_175.jpg,"Sylvia Dorothy ""Dottie"" Quinn",Work,,ark:/21198/z1zg89tx,,ATQ_4_04_DottieInRed_175,image,2000,2000,,,"Sylvia Dorothy ""Dottie"" Quinn.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6024,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_Dottieinredeating_176.jpg,"Sylvia Dorothy ""Dottie"" Quinn",Work,,ark:/21198/z1tq7k5h,,ATQ_4_04_DottieinRedEating_176,image,2000,2000,,,"Sylvia Dorothy ""Dottie"" Quinn.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6025,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_DottieKitchen_162.jpg,"Sylvia Dorothy ""Dottie"" Quinn in kitchen ",Work,,ark:/21198/z1pz6tfs,,ATQ_4_04_DottieKitchen_162,image,1980,1980,,,"Sylvia Dorothy ""Dottie"" Quinn posing with a plate in the Kitchen. ",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6011,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_DottieOlderonboat_185.jpg,"Sylvia Dorothy ""Dottie"" Quinn",Work,,ark:/21198/z1k662p9,,ATQ_4_04_DottieOlderOnBoat_185,image,1990,1990,,,"Sylvia Dorothy ""Dottie"" Quinn on a boat.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6034,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_Dottieoldtv_177.jpg,"Sylvia Dorothy ""Dottie"" Quinn",Work,,ark:/21198/z1ff59x4,,ATQ_4_04_DottieOldtv_177,image,1960,1960,,,"Sylvia Dorothy ""Dottie"" Quinn standing in front of a television.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6026,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_Dottieoutdoorsolder_178.jpg,"Sylvia Dorothy ""Dottie"" Quinn",Work,,ark:/21198/z19s38kp,,ATQ_4_04_DottieOutdoorsOlder_178,image,1970,1970,,,"Sylvia Dorothy ""Dottie"" Quinn standing outside.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6027,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_DottieRedCar_161.jpg,"Sylvia Dorothy ""Dottie"" Quinn posing with car",Work,,ark:/21198/z1612hwq,,ATQ_4_04_DottieRedCar_161,image,1964,1954,,,"Sylvia Dorothy ""Dottie"" Quinn posing with a red Volkswagen bug.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6010,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_DottieThanksgiving2005_184.jpg,"Sylvia Dorothy ""Dottie"" Quinn",Work,,ark:/21198/z1281s5d,,ATQ_4_04_DottieThanksgiving2005_184,image,2000,2000,,,"Sylvia Dorothy ""Dottie"" Quinn in a wheelchair, Thanksgiving 2005.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6033,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_DottieVeniceHS_153.jpg,"Young Dorothy ""Dottie"" Quinn in front of Venice HS",Work,,ark:/21198/z1xh18r0,,ATQ_4_04_DottieVeniceHS_153,image,undated,1922/2003,,,"Young Sylvia Dorothy ""Dottie"" Pierce posing in front of a building at Venice High School.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6002,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_DottieYellow_179.jpg,"Sylvia Dorothy ""Dottie"" Quinn",Work,,ark:/21198/z1sr0j1p,,ATQ_4_04_DottieYellow_179,image,1990,1990,,,"Sylvia Dorothy ""Dottie"" Quinn at a party.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6028,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_DottieYoung_170.jpg,"Sylvia Dorothy ""Dottie"" Quinn",Work,,ark:/21198/z1nz9s62,,ATQ_4_04_DottieYoung_170,image,1960,1960,,,"Candid photograph of  Sylvia Dorothy ""Dottie"" Quinn as a young woman.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6019,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_DottieYoung_180.jpg,"Sylvia Dorothy ""Dottie"" Quinn",Work,,ark:/21198/z1j691g1,,ATQ_4_04_DottieYoung_180,image,1940,1940,,,"Sylvia Dorothy ""Dottie"" Quinn as a young woman.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6029,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_DottieYoung_181.jpg,"Sylvia Dorothy ""Dottie"" Quinn",Work,,ark:/21198/z1dj707x,,ATQ_4_04_DottieYoung_181,image,1940,1940,,,"Sylvia Dorothy ""Dottie"" Quinn as a young woman.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6030,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_DottieYoung_182.jpg,"Sylvia Dorothy ""Dottie"" Quinn",Work,,ark:/21198/z18s67h6,,ATQ_4_04_DottieYoung_182,image,1940,1940,,,"Sylvia Dorothy ""Dottie"" Quinn as a young woman.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6031,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_DottieYoungbk_183.jpg,"Sylvia Dorothy ""Dottie"" Quinn",Work,,ark:/21198/z1515gt7,,ATQ_4_04_DottieYoungbk_183,image,1960,1960,,,"Sylvia Dorothy ""Dottie"" Quinn lounging in a chair.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6032,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_JillBlueSchool_157.jpg,Jill Renee Quinn Junior High School Photograph,Work,,ark:/21198/z1184r4c,,ATQ_4_04_JillBlueSchool_157,image,undated,1958/1972,SMUSD,,Jill Renee Quinn Junior High School Portrait,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6006,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_JillContactSheet_152.jpg,Contact sheet of young Jill Quinn ,Work,,ark:/21198/z1wh47n2,,ATQ_4_04_JillContactSheet_152,image,undated,1958/1972,,,Contact sheet of photographs of young Jill Quinn and friends in a park.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6001,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_JillFrontYard_156.jpg,Jill Renee Quinn in front yard,Work,,ark:/21198/z1rr3gt0,,ATQ_4_04_JillFrontYard_156,image,1963,1963,,,"Jill Renee Quinn as a small child holding a doll in the front yard, January 1963.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6005,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_JillSchool_155.jpg,Jill Renee Quinn Junior High School Identification Card,Work,,ark:/21198/z1n02r30,,ATQ_4_04_JillSchool_155,image,1972,1972,SMUSD,,Jill Renee Quinn Malibu Park Junior High School identification and portrait.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6004,identity cards,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_YoungDottie_154.jpg,"Sylvia Dorothy ""Dottie"" Pierce child portrait",Work,,ark:/21198/z1hb0psk,,ATQ_4_04_YoungDottie_154,image,undated,1922/2003,,,"School photograph of Sylvia Dorothy ""Dottie"" Pierce as a child.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6003,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_YoungJillRed_158.jpg,Jill Renee Quinn Elementary School Photograph,Work,,ark:/21198/z1cj9z2q,,ATQ_4_04_YoungJillRed_158,image,undated,1958/1972,,,Jill Renee Quinn elementary school photograph.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6007,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_05_AcceptingLULACAward_188.jpg,Dolores accepting LULAC Award,Work,,ark:/21198/z17s96bc,,ATQ_4_05_AcceptingLULACAward_188,image,2010,2010,,,"Dolores accepting League of United Latin American Council award on behalf of Alfred Thomas Quinn, 2010.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6037,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_05_ATQHeadshotEDIT_187.jpg,Alfred Thomas Quinn Professional Headshot ,Work,,ark:/21198/z1418fpv,,ATQ_4_05_ATQHeadshotEDIT_187,image,1990,1990,,,Alfred Thomas Quinn edited headshot.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6036,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_05_ATQOthers_190.jpg,Alfred Thomas Quinn at an event ,Work,,ark:/21198/z1087pxp,,ATQ_4_05_ATQOthers_190,image,1990,1990,,,"Alfred Thomas Quinn (third from left) speaking with others at Bernice King Speech, February 1991.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6039,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_05_ATQTable_191.jpg,Alfred Thomas Quinn at a meeting.,Work,,ark:/21198/z1vh76db,,ATQ_4_05_ATQTable_191,image,1980,1980,,,"Alfred Thomas Quinn (fourth, clockwise) at a meeting.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6040,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_05_LULACAward_189.jpg,Alfred Thomas Quinn's League of United Latin American Council Award,Work,,ark:/21198/z1qr6fpm,,ATQ_4_05_LULACAward_189,image,2010,2010,,,Alfred Thomas Quinn's League of United Latin American Council Award.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6038,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_06_ATQandDottieAdmiralCruises_198.jpg,"Sylvia Dorothy ""Dottie"" and Alfred Thomas Quinn on cruise ship",Work,,ark:/21198/z1m34d91,,ATQ_4_06_ATQandDottieAdmiralCruises_198,image,1990,1990,,,"Alfred Thomas and Sylvia Dorothy ""Dottie"" Quinn  on Stardancer, Admiral Cruises, Inc.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6047,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_06_ATQandDottieLowesHotel_197.jpg,"Sylvia Dorothy ""Dottie"" and Alfred Thomas Quinn",Work,,ark:/21198/z1gb3nmr,,ATQ_4_06_ATQandDottieLowesHotel_197,image,1990,1990,,,"Alfred Thomas and Sylvia Dorothy ""Dottie"" Quinn  at Lowes Hotel for SHPCC, April 1990.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6046,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_06_ATQfamilyoutdoorgathering_195.jpg,Alfred Thomas Quinn with family,Work,,ark:/21198/z1bk2wxg,,ATQ_4_06_ATQFamilyOutdoorGathering_195,image,undated,1922/2003,,,Alfred Thomas Quinn at table with family members.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6044,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_06_ATQfamilyoutdoorgathering2_196.jpg,Alfred Thomas Quinn with family,Work,,ark:/21198/z16t258f,,ATQ_4_06_ATQfamilyoutdoorgathering2_196,image,undated,1922/2003,,,Alfred Thomas Quinn (far left) with family members.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6045,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_06_DinPink_194.jpg,Daisy wearing a pink Sweater and a sash,Work,,ark:/21198/z1321dhk,,ATQ_4_06_DaisyInPink_194,image,1977,1977,,,"Daisy in Pink Sweater, wearing a President sash.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6043,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_06_QuinnTribeThanks_193.jpg,Extended Quinn Family at Thanksgiving,Work,,ark:/21198/z1z90wz0,,ATQ_4_06_QuinnTribeThanks_193,image,1980,1980,,,"Quinn Extended family ""Tat's Quinn Tribe,"" Thanksgiving 1985.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6042,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_08_ATQLincolnJHStudentBodycard_201.jpg,Alfred Thomas Quinn's Lincoln Junior High identification card,Work,,ark:/21198/z1tj0572,,ATQ_4_08_ATQLincolnJHStudentBodycard_201,image,1950,1950,,,Alfred Thomas Quinn Lincoln Junior High School identification card academic year 1957-58.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6050,identity cards,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_08_ATQLincolnJHStudentBodycard1962-63_202.jpg,Alfred Thomas Quinn's Lincoln Junior High identification card,Work,,ark:/21198/z1pv83zj,,ATQ_4_08_ATQLincolnJHStudentBodycard1962-63_202,image,1960,1960,,,Alfred Thomas Quinn Lincoln Junior High School identification card academic year 1962-63.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6051,identity cards,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_08_ATQSMCDeanofStuBusCards9271_205.jpg,Alfred Thomas Quinn business card,Work,,ark:/21198/z1k37c7j,,ATQ_4_08_ATQSMCDeanofStuBusCards9271_205,text,1980,1988,,,Alfred Thomas Quinn Dean of Students business card,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6054,business cards,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_08_ATQSMCDeanofStuBusCards5150_206.jpg,Alfred Thomas Quinn business card,Work,,ark:/21198/z1fb6mj8,,ATQ_4_08_ATQSMCDeanofStuBusCardsx5150_206,text,undated,1988,,,Alfred Thomas Quinn Dean of Students business card,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6055,business cards,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
