Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Name.creator,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Coverage.geographic,Name.subject,Name.contributor,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,AltTitle.uniform,Name.architect,Name.photographer,AltTitle.other,Name.repository,Relation.isPartOf,Format.dimensions,Alt ID.local,Rights.statementLocal,Description.note,Title,Date.creation,Format.extent,Date.normalized,Format.medium,Publisher.placeOfOrigin,Publisher.publisherName,Description.abstract,Opac url,Finding Aid URL
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002564t6,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(20)_065|~|c1179_b306_f(20)_074|~|c1179_b306_f(20)_078|~|c1179_b306_f(20)_080|~|c1179_b306_f(20)_081|~|c1179_b306_f(20)_066|~|c1179_b306_f(20)_067|~|c1179_b306_f(20)_068|~|c1179_b306_f(20)_069|~|c1179_b306_f(20)_070|~|c1179_b306_f(20)_071|~|c1179_b306_f(20)_072|~|c1179_b306_f(20)_073|~|c1179_b306_f(20)_075|~|c1179_b306_f(20)_076|~|c1179_b306_f(20)_077|~|c1179_b306_f(20)_079|~|c1179_b306_f(20)_082|~|c1179_b306_f(20)_083|~|c1179_b306_f(20)_084|~|c1179_b306_f(20)_085|~|c1179_b306_f(20)_086,,"Folder 20 of the Construction reference files continues the elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This set contains a copy of the specifications of scope, materials, forms, transportation and placing, and tests for concrete and reinforcing steel.","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 24 of 30",Between 1947 and 1949,22 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00256sxx,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(20)_087|~|c1179_b306_f(20)_088|~|c1179_b306_f(20)_089|~|c1179_b306_f(20)_090|~|c1179_b306_f(20)_091|~|c1179_b306_f(20)_092|~|c1179_b306_f(20)_093|~|c1179_b306_f(20)_094,,"Folder 20 of the Construction reference files continues the elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This set contains specifications of scope and materials for Division I. (metal lath, furring, and plastering).","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 26 of 30",Between 1947 and 1949,8 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00256t72,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(20)_101|~|c1179_b306_f(20)_098|~|c1179_b306_f(20)_100|~|c1179_b306_f(20)_095|~|c1179_b306_f(20)_096|~|c1179_b306_f(20)_097|~|c1179_b306_f(20)_099,,"Folder 20 of the Construction reference files continues the elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This set contains specifications of scope, materials, and installation for Division L (metal detention screens), Division LL (metal lockers), and Division P (insulation).","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 27 of 30",Between 1947 and 1949,7 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002582vn,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(20)_111|~|c1179_b306_f(20)_103|~|c1179_b306_f(20)_104|~|c1179_b306_f(20)_105|~|c1179_b306_f(20)_106|~|c1179_b306_f(20)_107|~|c1179_b306_f(20)_108|~|c1179_b306_f(20)_109|~|c1179_b306_f(20)_110,,"Folder 20 of the Construction reference files continues the elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This set contains specifications of scope, materials, and installation for Division PP (acoustical material) and Division U (kitchen equipment).","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 28 of 30",Between 1947 and 1949,9 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025fczs,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,private,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(20)_116|~|c1179_b306_f(20)_114|~|c1179_b306_f(20)_112|~|c1179_b306_f(20)_113|~|c1179_b306_f(20)_115,,"Folder 20 of the Construction reference files continues the elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This set concludes specifications  for Division V (window shades). It also contains specifications of scope, materials, and installation for Division W (Venetian blinds).","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 29 of 30",Between 1947 and 1949,5 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025fdg1,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(20)_117|~|c1179_b306_f(20)_119|~|c1179_b306_f(20)_121|~|c1179_b306_f(20)_122|~|c1179_b306_f(20)_123|~|c1179_b306_f(20)_118|~|c1179_b306_f(20)_120,,"Folder 20 of the Construction reference files continues the elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This set contains specifications of scope, materials, and workmanship for Division Y (asphaltic paving) and Division Z (membrane waterproofing).","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 30 of 30",Between 1947 and 1949,7 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025fgt5,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(21)_01|~|c1179_b306_f(21)_08|~|c1179_b306_f(21)_09|~|c1179_b306_f(21)_10|~|c1179_b306_f(21)_02|~|c1179_b306_f(21)_03|~|c1179_b306_f(21)_04|~|c1179_b306_f(21)_05|~|c1179_b306_f(21)_06|~|c1179_b306_f(21)_07,,"Folder 21 of the Construction reference files contains specifications of scope, materials, and labor for electrical work.","Specifications, electrical work, undated, 1 of 6",Between 1946 and 1967,10 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025fh6b,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(21)_18|~|c1179_b306_f(21)_15|~|c1179_b306_f(21)_11|~|c1179_b306_f(21)_13|~|c1179_b306_f(21)_16|~|c1179_b306_f(21)_19|~|c1179_b306_f(21)_14|~|c1179_b306_f(21)_17|~|c1179_b306_f(21)_12|~|c1179_b306_f(21)_20,,"Folder 21 of the Construction reference files contains specifications of scope, materials, and labor for electrical work.","Specifications, electrical work, undated, 2 of 6",Between 1946 and 1967,10 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025fhk1,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,private,,specifications,,,,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(21)_22|~|c1179_b306_f(21)_24|~|c1179_b306_f(21)_28|~|c1179_b306_f(21)_29|~|c1179_b306_f(21)_30|~|c1179_b306_f(21)_23|~|c1179_b306_f(21)_27|~|c1179_b306_f(21)_21|~|c1179_b306_f(21)_25|~|c1179_b306_f(21)_26,,"Folder 21 of the Construction reference files contains specifications of scope, materials, and labor for electrical work.","Specifications, electrical work, undated, 3 of 6",Between 1946 and 1967,10 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025fhzq,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(21)_35|~|c1179_b306_f(21)_32|~|c1179_b306_f(21)_34|~|c1179_b306_f(21)_39|~|c1179_b306_f(21)_40|~|c1179_b306_f(21)_33|~|c1179_b306_f(21)_36|~|c1179_b306_f(21)_38|~|c1179_b306_f(21)_31|~|c1179_b306_f(21)_37,,"Folder 21 of the Construction reference files contains specifications of scope, materials, and labor for electrical work.","Specifications, electrical work, undated, 4 of 6",Between 1946 and 1967,10 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025fjbw,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(21)_43|~|c1179_b306_f(21)_48|~|c1179_b306_f(21)_41|~|c1179_b306_f(21)_46|~|c1179_b306_f(21)_50|~|c1179_b306_f(21)_44|~|c1179_b306_f(21)_49|~|c1179_b306_f(21)_42|~|c1179_b306_f(21)_47|~|c1179_b306_f(21)_45,,"Folder 21 of the Construction reference files contains specifications of scope, materials, and labor for electrical work. This set also contains an architectural drawing of kitchen details from the General Electric Kitchen Institute Architecture Department and specifications for portable appliances and electrical wiring.","Specifications, electrical work, undated, 5 of 6",Between 1946 and 1967,10 P.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025fjqk,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(21)_53|~|c1179_b306_f(21)_58|~|c1179_b306_f(21)_55|~|c1179_b306_f(21)_51|~|c1179_b306_f(21)_57|~|c1179_b306_f(21)_52|~|c1179_b306_f(21)_54|~|c1179_b306_f(21)_56,,"Folder 21 of the Construction reference files contains specifications of scope, materials, and labor for electrical work.","Specifications, electrical work, undated, 6 of 6",Between 1946 and 1967,8 P.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025fk1q,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,,still image,paged,,,,Black-and-white photographs|~|Architectural photographs,,,California,,,Architecture--California--20th century,,,,"Lovell House (Los Angeles, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b837_f(1-Lovell)_construction-2|~|c1179_b837_f(1-Lovell)_construction worker|~|c1179_b837_f(1-Lovell)_aerial view|~|c1179_b837_f(1-Lovell)_construction-5|~|c1179_b837_f(1-Lovell)_ducts|~|c1179_b837_f(1-Lovell)_construction-4|~|c1179_b837_f(1-Lovell)_cabinetry|~|c1179_b837_f(1-Lovell)_construction-6|~|c1179_b837_f(1-Lovell)_construction-3,,"Folder 1 of the Project records series contains black and white photographs documenting the construction of the Lovell Health House. Includes images of cabinetry, ducts, and an aerial view.","Lovell Health House, construction photographs, 1927-29, 1 of 3",Between 1927 and 1929,10 photographic prints,1927/1929,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025fkdd,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,,still image,paged,,,,Black-and-white photographs|~|Architectural photographs,,,California,,,dwellings|~|Architecture--California--20th century,,,,"Lovell House (Los Angeles, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b837_f(1-Lovell)_framing|~|c1179_b837_f(1-Lovell)_fireplace|~|c1179_b837_f(1-Lovell)_horses|~|c1179_b837_f(1-Lovell)_pool frame-2|~|c1179_b837_f(1-Lovell)_hosing|~|c1179_b837_f(1-Lovell)_office|~|c1179_b837_f(1-Lovell)_open house|~|c1179_b837_f(1-Lovell)_open house-2,,"Folder 1 of the Project records series contains black and white photographs documenting the construction of the Lovell Health House. Includes images of fireplace, framing, and open house.","Lovell Health House, construction photographs, 1927-29, 2 of 3",Between 1927 and 1929,9 photographic prints,1927/1929,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025h4nn,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,,still image,paged,,,,Architectural photographs,,,California,,,dwellings|~|Architecture--California--20th century|~|Architects $z 20th century|~|Metal-work,,,,"Lovell House (Los Angeles, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b837_f(1-Lovell)_proofs|~|c1179_b837_f(1-Lovell)_steel frame|~|c1179_b837_f(1-Lovell)_steel frame-4|~|c1179_b837_f(1-Lovell)_steel frame-9|~|c1179_b837_f(1-Lovell)_steel frame-11|~|c1179_b837_f(1-Lovell)_steel frame-6|~|c1179_b837_f(1-Lovell)_proofs-2|~|c1179_b837_f(1-Lovell)_proofs-3|~|c1179_b837_f(1-Lovell)_steel frame-2|~|c1179_b837_f(1-Lovell)_steel frame-5|~|c1179_b837_f(1-Lovell)_steel frame-7|~|c1179_b837_f(1-Lovell)_steel frame-10|~|c1179_b837_f(1-Lovell)_steel frame-12|~|c1179_b837_f(1-Lovell)_steel frame-3|~|c1179_b837_f(1-Lovell)_steel frame-8,,Folder 1 of the Project records series contains black and white photographs documenting the construction of the Lovell Health House. This set includes proofs and images of steel framing.,"Lovell Health House, construction photographs, 1927-29, 3 of 3",Between 1927 and 1929,3 proofs and 12 photographic prints,1927/1929,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025h57x,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century|~|Metal-work,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b308_f(1)_02|~|c1179_b308_f(1)_07|~|c1179_b308_f(1)_01|~|c1179_b308_f(1)_05|~|c1179_b308_f(1)_03|~|c1179_b308_f(1)_06|~|c1179_b308_f(1)_04,,"Folder 1 contains specifications of sheet metal. This section contains details of scope, materials, workmanship, and guarentee.","Specifications, sheet metal, undated, 01 of",Between 1946 and 1967,7 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025h5h2,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,American Institute of Architects,text,paged,,,,specifications,,,,,,Architecture--California--20th century|~|Metal-work,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b308_f(1)_08_page 3|~|c1179_b308_f(1)_08_page 1|~|c1179_b308_f(1)_08_page 12|~|c1179_b308_f(1)_08_page 4|~|c1179_b308_f(1)_08_page 5|~|c1179_b308_f(1)_08_page 2|~|c1179_b308_f(1)_08_page 6|~|c1179_b308_f(1)_08_page 7|~|c1179_b308_f(1)_08_page 8|~|c1179_b308_f(1)_08_page 9|~|c1179_b308_f(1)_08_page 10|~|c1179_b308_f(1)_08_page 11,,"This section contains a booklet of published specifications from the American Institute of Architects. Title of publication: Specifications, copper roofing, and sheet metal work. A.I.A. File number 12 / copper roofing and sheet metal work.","Specifications, sheet metal, undated, 02 of","June 1, 1945",3 leaves,1945-06-01,typescript on paper,"New York, N.Y.",Revere Copper and Brass Inc.,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025hj0m,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,Revere Copper and Brass Incorporated,still image|~|text,paged,,private,,specifications,,,,,,Architecture--California--20th century|~|Metal-work,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b308_f(1)_09_page 31|~|c1179_b308_f(1)_09_page 35|~|c1179_b308_f(1)_09_page 38|~|c1179_b308_f(1)_09_page 33|~|c1179_b308_f(1)_09_page 36|~|c1179_b308_f(1)_09_page 39|~|c1179_b308_f(1)_09_page 40|~|c1179_b308_f(1)_09_page 32|~|c1179_b308_f(1)_09_page 34|~|c1179_b308_f(1)_09_page 37,,"Loose leaf pages removed from binding. Contains color diagrams. Pages numbered 31 to 40.|~|Housed in the sheet metal specifications folder of the Construction reference files, this section contains the first set of published instructions. Includes specifications for creating multiple types of seaming and flashing.","Specifications, sheet metal, undated, 03 of",Between 1946 and 1967,10 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025hm34,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,Revere Copper and Brass Incorporated,text,paged,,,,specifications,,,,,,Architecture--California--20th century|~|Metal-work,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b308_f(1)_09_page 41|~|c1179_b308_f(1)_09_page 42|~|c1179_b308_f(1)_09_page 44|~|c1179_b308_f(1)_09_page 46|~|c1179_b308_f(1)_09_page 45|~|c1179_b308_f(1)_09_page 43|~|c1179_b308_f(1)_09_page 48|~|c1179_b308_f(1)_09_page 50|~|c1179_b308_f(1)_09_page 47|~|c1179_b308_f(1)_09_page 49,,"Loose leaf pages removed from binding. Contains color diagrams. Pages numbered 41 to 50.|~|Housed in the sheet metal specifications folder of the Construction reference files, this section contains the second set of published instructions. Includes specifications for creating multiple types of seaming and flashing.","Specifications, sheet metal, undated, 04 of",Between 1946 and 1967,10 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025hn44,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,Revere Copper and Brass Incorporated,still image|~|text,paged,,private,,specifications,,,,,,Architecture--California--20th century|~|Metal-work,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21 x 29 cm,c1179_b308_f(1)_09_page 56|~|c1179_b308_f(1)_09_page 57|~|c1179_b308_f(1)_09_page 51|~|c1179_b308_f(1)_09_page 55|~|c1179_b308_f(1)_09_page 54|~|c1179_b308_f(1)_09_page 59|~|c1179_b308_f(1)_09_page 60|~|c1179_b308_f(1)_09_page 52|~|c1179_b308_f(1)_09_page 53|~|c1179_b308_f(1)_09_page 58,,"Housed in the sheet metal specifications folder of the Construction reference files, this section contains the third set of published instructions. Includes specifications for batten and flat seam roofing.|~|Loose leaf pages removed from binding. Contains color diagrams. Pages numbered 51 to 60.","Specifications, sheet metal, undated, 05 of",Between 1946 and 1967,10 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025hqnv,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,Revere Copper and Brass Incorporated,still image,paged,,private,,specifications,,,,,,Architecture--California--20th century|~|Metal-work,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 29 cm,c1179_b308_f(1)_09_page 61|~|c1179_b308_f(1)_09_page 63|~|c1179_b308_f(1)_09_page 65|~|c1179_b308_f(1)_09_page 67|~|c1179_b308_f(1)_09_page 69|~|c1179_b308_f(1)_09_page 62|~|c1179_b308_f(1)_09_page 64|~|c1179_b308_f(1)_09_page 66|~|c1179_b308_f(1)_09_page 68|~|c1179_b308_f(1)_09_page 70,,"Loose leaf pages removed from binding. Contains color diagrams. Pages numbered 61 to 70.|~|Housed in the sheet metal specifications folder of the Construction reference files, this section contains the fourth set of published instructions. Includes specifications for built-in gutters and lining.","Specifications, sheet metal, undated, 06 of",Between 1946 to 1967,10 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025hr32,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,Revere Copper and Brass Incorporated,still image|~|text,paged,,private,,specifications,,,,,,Architecture--California--20th century|~|Metal-work,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21 x 29 cm,c1179_b308_f(1)_09_page 73|~|c1179_b308_f(1)_09_page 72|~|c1179_b308_f(1)_09_page 75|~|c1179_b308_f(1)_09_page 76|~|c1179_b308_f(1)_09_page 78|~|c1179_b308_f(1)_09_page 71|~|c1179_b308_f(1)_09_page 74|~|c1179_b308_f(1)_09_page 77|~|c1179_b308_f(1)_09_page 79|~|c1179_b308_f(1)_09_page 80,,"Housed in the sheet metal specifications folder of the Construction reference files, this section contains the fifth set of published instructions. Includes specifications for built-in gutters and joint covers.|~|Loose leaf pages removed from binding. Contains color diagrams. Pages numbered 71-80.","Specifications, sheet metal, undated, 07 of",Between 1946 and 1967,10 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
