"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Subject","Rights.servicesContact","Language","Name.artist","Name.repository","Relation.isPartOf","Name.creator","Coverage.geographic","Author","Relation.rectoVerso","Relation.pageNumber","Title","Alt ID.local","Description.adminnote","Description.note","Format.dimensions","AltTitle.firstLine","Description.caption","AltTitle.descriptive","Format.medium","Format.extent","Place of origin","Date.normalized","Date.creation","Description.abstract","Description.tableOfContents","AltTitle.uniform","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1kgk","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1kgk_756931_master.tif","387","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 716","","","","","into it this is owing to the vast quan:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1kgk",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1kh3","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1kh3_756937_master.tif","388","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 718","","","","","places. There is a cavern in Derbyshire","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1kh3",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1kjm","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1kjm_756949_master.tif","389","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 720","","","","","is of two sorts Bog Marl, or the Marl","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1kjm",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1kk4","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1kk4_756955_master.tif","390","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 722","","","","","and very valuable Farmers should be very","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1kk4",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1kmn","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1kmn_756964_master.tif","391","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 724","","","","","productions - There is a stone in which the","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1kmn",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1kn5","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1kn5_756970_master.tif","392","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 726","","","","","impossible as no such soft substance","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1kn5",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1kpp","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1kpp_756978_master.tif","393","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 728","","","","","The effects of Acids on the Calcareous Earth","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1kpp",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1krq","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1krq_756984_master.tif","394","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 730","","","","","powdered Chalk it effervesces violently","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1krq",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1ks7","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1ks7_756990_master.tif","395","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 732","","","","","at first it soon ceases. The other acids join","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1ks7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1ktr","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1ktr_757002_master.tif","396","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 734","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1ktr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1kv8","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1kv8_757012_master.tif","397","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 736","","","","","from unburnt Limestone - It becomes","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1kv8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1kws","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1kws_757020_master.tif","398","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 738","","","","","to Stack lime it will attract no more","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1kws",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1kx9","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1kx9_757025_master.tif","399","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 740","","","","","It has then an Alkaline taste, there","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1kx9",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1kzt","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1kzt_757028_master.tif","400","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 742","","","","","Slack Lime mixed together by water to","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1kzt",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1m0t","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1m0t_757031_master.tif","401","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 744","","","","","If an Alkali is put into Lime water","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1m0t",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1m1b","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1m1b_757034_master.tif","402","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 746","","","","","and destroyed - These are some of the","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1m1b",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1m2v","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1m2v_757037_master.tif","403","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 748","","","","","and contracting when drying again","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1m2v",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1m3c","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1m3c_757042_master.tif","404","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 750","","","","","some time to slacken, when the","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1m3c",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1m4w","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1m4w_757045_master.tif","405","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 752","","","","","different sizes so that the smaller should","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1m4w",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1m5d","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1m5d_757048_master.tif","406","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 754","","","","","very entertaining and which is wrote","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1m5d",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1m6x","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1m6x_757051_master.tif","407","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 756","","","","","was attracted by the alkalies the Lime","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1m6x",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1m7f","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1m7f_757054_master.tif","408","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 758","","","","","remains of the Earth from which Nitre","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1m7f",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1m8z","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1m8z_757057_master.tif","409","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 760","","","","","Magnesia an effervescence takes","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1m8z",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1m9g","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1m9g_757060_master.tif","410","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 762","","","","","Magnesia whether it would make","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1m9g",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1mb0","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1mb0_757063_master.tif","411","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 764","","","","","me consider some of Mr Hales' exper:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1mb0",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1mch","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1mch_757066_master.tif","412","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 766","","","","","by the calcine magnesia not efferves:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1mch",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1md1","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1md1_757071_master.tif","413","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 768","","","","","mixture of Acids and Alkilies some","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1md1",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1mfj","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1mfj_757074_master.tif","414","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 770","","","","","and that chalk will be exactly the","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1mfj",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1mg2","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1mg2_757077_master.tif","415","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 772","","","","","some of the circumstances which made","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1mg2",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1mhk","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1mhk_757080_master.tif","416","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 774","","","","","some of these waters dry up Epsome Salt","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1mhk",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1mj3","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1mj3_757083_master.tif","417","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 776","","","","","both of which it can be separated","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1mj3",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1mkm","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1mkm_757086_master.tif","418","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 778","","","","","The affects of Fixed Air on Lime","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1mkm",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1mm4","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1mm4_757089_master.tif","419","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 780","","","","","for - Lime in a great measure","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1mm4",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1mp5","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1mp5_757093_master.tif","420","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 782","","","","",":lar sort of Air and it is not all","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1mp5",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1mqp","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1mqp_757098_master.tif","421","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 784","","","","","become a perfectly pure and harmless","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1mqp",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1mr6","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1mr6_757101_master.tif","422","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 786","","","","","cal and Literary Essays and which I shall","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1mr6",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1msq","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1msq_757104_master.tif","423","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 788","","","","","is burnt in the ordinary manner","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1msq",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1mt7","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1mt7_757112_master.tif","424","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 790","","","","","the loss of weight which it suffers by","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1mt7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1mvr","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1mvr_757115_master.tif","425","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 792","","","","","not effervesce with acids and sat:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1mvr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1mw8","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1mw8_757118_master.tif","426","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 794","","","","",":say for its saturation, I found the","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1mw8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1mxs","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1mxs_757121_master.tif","427","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 796","","","","","a given weight of Chalk I added","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1mxs",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1mz9","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1mz9_757136_master.tif","428","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 798","","","","","Earth which is precipitate in calcareous","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1mz9",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1nc0","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1nc0_757146_master.tif","429","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 800","","","","",":tity of Quick lime from 8 grains of chalk","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1nc0",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1nq5","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1nq5_757272_master.tif","430","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 802","","","","",":times less than a third so it might","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1nq5",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1pfh","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1pfh_757313_master.tif","431","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 804","","","","","weight of the water and the whole of","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1pfh",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1pg1","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1pg1_757324_master.tif","432","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 806","","","","","alkaline salts for I then discovered that","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1pg1",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1phj","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1phj_757333_master.tif","433","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 808","","","","","been instantly killed - Van Helman","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1phj",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1pj2","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1pj2_757344_master.tif","434","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 810","","","","","the lime is instantly precipitated","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1pj2",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1pkk","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1pkk_757353_master.tif","435","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 812","","","","",":guished - Thus I have shewn that the","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1pkk",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1pm3","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1pm3_757362_master.tif","436","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 814","","","","","The Honbl, Mr. Cavendish then made","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1pm3",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1s28","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1s28_757368_master.tif","437","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 816","","","","","water would absorb, but this Idea is","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1s28",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1s3s","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1s3s_757375_master.tif","438","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 818","","","","","nature of these Damps were not then","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1s3s",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1s49","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1s49_757383_master.tif","439","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 820","","","","","of heat or of the atmospheric air the","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1s49",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1s5t","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1s5t_757394_master.tif","440","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 822","","","","","Of Oxygen and Azote","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1s5t",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1s6b","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1s6b_757403_master.tif","441","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 824","","","","","consider as the prinicpal those concer:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1s6b",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1s7v","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1s7v_757424_master.tif","442","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 826","","","","","which there are 72 parts of Azotic gas","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1s7v",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1s8c","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1s8c_757434_master.tif","443","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 828","","","","","has a very strong attraction for vital","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1s8c",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1t0q","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1t0q_757444_master.tif","444","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 830","","","","",":ter - The french Chemists have","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1t0q",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1t17","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1t17_757457_master.tif","445","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 832","","","","","followed his original theory of [lo]:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1t17",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1t2r","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1t2r_757467_master.tif","447","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 834","","","","","useful - Doctor Dobson of Liverpool made...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1t2r",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1t38","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1t38_757481_master.tif","448","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 836","","","","",":led into the same membrane","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1t38",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1t4s","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1t4s_757493_master.tif","449","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 838","","","","","I began by evaporating a quantity of Soap","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1t4s",""
