Project Name,Item ARK,Parent ARK,Visibility,Object Type,File Name,Item Sequence,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Subject,Name.repository,Name.subject,Name.photographer,Name.creator,Title,Representative image,Masthead,Description.abstract,Description.note,Coverage.geographic,Description.latitude,Description.fundingNote,Alt ID.local,Format.extent,Format.medium,Relation.isPartOf,Date.creation,Date.normalized,Description.caption,Description.longitude,Subject.temporal,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfvn1,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0382.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Mausoleums -- Uzbekistan -- Samarqand,"University of California, Los Angeles. $b Library Special Collections","Bibi-Khanym Mausoleum (Samarqand, Uzbekistan)","Allen, Thomas Gaskell",,"Bibi-Khanym Mausoleum, Samarqand, Uzbekistan, 1891",,,,Photograph of men seated across from the ruins of the Bibi-Khanym Mausoleum.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.,Uzbekistan--Samarqand,39.66064,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0382,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","December 22, 1891",1891-12-22,"Handwritten on negative: 5201 / [illegible nos.]|~|Text from negative sleeve: No. 51. Dec. 22, 1891. The tomb of Bibbi Khanem, the Chinese consort of Timourlane the Great. A scene in the old city of Samarcand.",66.98154,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfvn1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfvn1/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002j5b2t,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0383.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Carriages & coaches $x Turkish -- Turkey -- Bursa|~|Dwellings -- Turkey -- Bursa|~|Horses -- Turkey -- Bursa,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,"Sachtleben, William Lewis",,"Man walking on a street with a house and cart and house behind him, Bursa, Turkey, 1895",,,,"A list of images handwritten by William Sachtleben may contain a reference to this image in entry number 11 (see image ark no. 21198/zz002j5crn).|~|This photograph was most probably taken in 1895, when William Sachtleben was in Turkey to investigate the disappearance of cyclist Frank Lenz who had last been seen near Erzurum. Notes accompanying negatives indicate that during this trip, Sachtleben was in Bursa and travelled from Trabzon to Erzurum. Sachtleben's 1891 photographs of his bicycle tour across Asia have a circular format.|~|View of a Turkish man, possibly a coachman, walking across a street towards the photographer, with a horse and cart behind him in front of a house.",Turkey--Bursa,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0383,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",[1895?],1895,Caption from image list: A Broussa coachman rushing up to me for a job (see image ark no. 21198/zz002j5crn).,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5b2t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j5b2t/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002j5b3b,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0384.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Ruins -- Turkey,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,"Sachtleben, William Lewis",,"Wooden bridge leading towards ruins and a house, Turkey, 1895",,,,"View of a narrow wooden bridge leading towards ruins and a house (upper left).|~|This photograph was most probably taken in 1895, when William Sachtleben was in Turkey to investigate the disappearance of cyclist Frank Lenz who had last been seen near Erzurum. Notes accompanying negatives indicate that during this trip, Sachtleben was in Bursa and travelled from Trabzon to Erzurum. Sachtleben's 1891 photographs of his bicycle tour across Asia have a circular format.",Turkey,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0384,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",1895,1895,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5b3b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j5b3b/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002j5b4v,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0385.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Dwellings -- Turkey -- Bursa|~|City walls -- Turkey -- Bursa,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,"Sachtleben, William Lewis",,"Houses between old walls in a town, Bursa (perhaps), Turkey, 1895",,,,"This photograph was most probably taken in 1895, when William Sachtleben was in Turkey to investigate the disappearance of cyclist Frank Lenz who had last been seen near Erzurum. Notes accompanying negatives indicate that during this trip, Sachtleben was in Bursa and travelled from Trabzon to Erzurum. Sachtleben's 1891 photographs of his bicycle tour across Asia have a circular format.|~|View down a road in a town with houses built between old city walls.  Trees are visible behind the houses and cypress trees are visible beyond. A child is outside a doorway in the center.|~|A list of photographs taken around Bursa mentions views of walls (see image ark no. 21198/zz002j5crn).",Turkey--Bursa,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0385,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",1895,1895,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5b4v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j5b4v/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002j5b5c,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0386.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,"Sachtleben, William Lewis",,"City wall and gate, perhaps in Bursa, Turkey, 1895",,,,"A list of images handwritten by William Sachtleben may contain a reference to this image in entry number 11 (see image ark no. 21198/zz002j5crn).|~|This photograph was most probably taken in 1895, when William Sachtleben was in Turkey to investigate the disappearance of cyclist Frank Lenz who had last been seen near Erzurum. Notes accompanying negatives indicate that during this trip, Sachtleben was in Bursa and travelled from Trabzon to Erzurum. Sachtleben's 1891 photographs of his bicycle tour across Asia have a circular format.|~|View of a gateway in old city walls in a town in Turkey.",Turkey--Bursa,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0386,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",[1895?],1895,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5b5c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j5b5c/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002j5b6w,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0387.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Ferries $x Turkish -- Turkey,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,"Sachtleben, William Lewis",,"Group of five male ferry passengers resting on mattresses, Turkey, 1895",,,,"This photograph was most probably taken in 1895, when William Sachtleben was in Turkey to investigate the disappearance of cyclist Frank Lenz who had last been seen near Erzurum. Notes accompanying negatives indicate that during this trip, Sachtleben was in Bursa and travelled from Trabzon to Erzurum. Sachtleben's 1891 photographs of his bicycle tour across Asia have a circular format.|~|Group of five male ferry passengers resting on mattresses and pillows",Turkey,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0387,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",1895,1895,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5b6w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j5b6w/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002j5b7d,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0388.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Ferries $x Turkish -- Turkey,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,"Sachtleben, William Lewis",,"Two men on a ferry, Turkey, 1895",,,,"View of 2 smiling men on a ferry with mattresses and ropes and bundled canvas in the background. One man holds an open book.|~|This photograph was most probably taken in 1895, when William Sachtleben was in Turkey to investigate the disappearance of cyclist Frank Lenz who had last been seen near Erzurum. Notes accompanying negatives indicate that during this trip, Sachtleben was in Bursa and travelled from Trabzon to Erzurum. Sachtleben's 1891 photographs of his bicycle tour across Asia have a circular format.",Turkey,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0388,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",1895,1895,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5b7d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j5b7d/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002j5b8x,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0389.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Dogs -- Turkey,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,"Sachtleben, William Lewis",,"Dog nursing her pups on a commercial street, Bursa (perhaps), Turkey, 1895",,,,"This photograph was most probably taken in 1895, when William Sachtleben was in Turkey to investigate the disappearance of cyclist Frank Lenz who had last been seen near Erzurum. Notes accompanying negatives indicate that during this trip, Sachtleben was in Bursa and travelled from Trabzon to Erzurum. Sachtleben's 1891 photographs of his bicycle tour across Asia have a circular format.|~|Photograph of a mother dog nursing 3 puppies as another puppy walks away on a stone-paved commercial street. Another dog sleeps (left) on the sidewalk beyond next to 2 containers in front of a commercial building.",Turkey,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0389,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",1895,1895,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5b8x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j5b8x/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002j5b9f,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0390.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Dogs -- Turkey -- Bursa,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,"Sachtleben, William Lewis",,"Two dogs on the sidewalk of a commercial street, Bursa, Turkey, 1895",,,,"View of 2 dogs, one reposing and one walking, on the sidewalk of a commercial street in front of a touring business.|~|This photograph was most probably taken in 1895, when William Sachtleben was in Turkey to investigate the disappearance of cyclist Frank Lenz who had last been seen near Erzurum. Notes accompanying negatives indicate that during this trip, Sachtleben was in Bursa and travelled from Trabzon to Erzurum. Sachtleben's 1891 photographs of his bicycle tour across Asia have a circular format.|~|Signs on the window of the commercial building behind the dogs identifies the town as Bursa: ""Orient-Exp[...],"" ""Schlafwa[...],""  ""Des Grands Express [...],"" ""Oudania - Brousse,"" ""[...]assager es des Grands Ex[...],"" ""Change.""",Turkey--Bursa,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0390,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",1895,1895,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5b9f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j5b9f/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002j5bbz,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0391.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,"Sachtleben, William Lewis",,"Turkish women and children in front of a building, Turkey, 1895",,,,"This photograph was most probably taken in 1895, when William Sachtleben was in Turkey to investigate the disappearance of cyclist Frank Lenz who had last been seen near Erzurum. Notes accompanying negatives indicate that during this trip, Sachtleben was in Bursa and travelled from Trabzon to Erzurum. Sachtleben's 1891 photographs of his bicycle tour across Asia have a circular format.|~|Photograph of two Turkish women, one beneath an umbrella and the other holding a child, both wearing long dresses and light colored veils over their heads and around their torsos, standing in front of a bare tree and a brick or stone building with a barred window and a doorway on the right. A little girl with braided hair has her back to the camera (right), and an African vendor is seated next to a case and stand with wares (left). The sidewalk is made of irregular stone and the street is unpaved.",Turkey,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0391,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",1895,1895,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5bbz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j5bbz/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002j5bcg,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0392.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,"Sachtleben, William Lewis",,"View of five dogs lying down on the sidewalk of a commercial street, Bursa (possibly), Turkey, 1895",,,,"This photograph was most probably taken in 1895, when William Sachtleben was in Turkey to investigate the disappearance of cyclist Frank Lenz who had last been seen near Erzurum. Notes accompanying negatives indicate that during this trip, Sachtleben was in Bursa and travelled from Trabzon to Erzurum. Sachtleben's 1891 photographs of his bicycle tour across Asia have a circular format|~|View of five dogs lying down on the sidewalk of a commercial street beside storefront windows above panels of scrolling ironwork.",Turkey,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0392,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",1895,1895,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5bcg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j5bcg/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002j5bd0,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0393.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Dogs -- Greece -- Athens,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,"Sachtleben, William Lewis",,"View of a dog sleeping on the sidewalk of a commercial street, Bursa (perhaps), Turkey, 1895",,,,"This photograph was most probably taken in 1895, when William Sachtleben was in Turkey to investigate the disappearance of cyclist Frank Lenz who had last been seen near Erzurum. Notes accompanying negatives indicate that during this trip, Sachtleben was in Bursa and travelled from Trabzon to Erzurum. Sachtleben's 1891 photographs of his bicycle tour across Asia have a circular format|~|View of a dog sleeping on the sidewalk of a commercial street. A woman stands in the doorway of a shop as man with a cane bends down (partially visible on the right).",Turkey,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0393,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",1895,1895,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5bd0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j5bd0/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002j5bfh,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0394.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,"Sachtleben, William Lewis",,"Turkish people in a town, Turkey, 1895",,,,"This photograph was most probably taken in 1895, when William Sachtleben was in Turkey to investigate the disappearance of cyclist Frank Lenz who had last been seen near Erzurum. Notes accompanying negatives indicate that during this trip, Sachtleben was in Bursa and travelled from Trabzon to Erzurum. Sachtleben's 1891 photographs of his bicycle tour across Asia have a circular format.|~|Photograph of Turkish people in an unpaved open area in a town. A woman wearing a light colored veil around her head and torso stands beneath an umbrella with her son, wearing a fez hat, and daughter. Two men wearing fez hats stand on the right looking towards the camera. A vendor in a coat and turban kneels before a wooden case with a rope strap attached in the foreground. A boy in a fez hat watches from behind a wooden balustrade on the left.",Turkey,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0394,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",1895,1895,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5bfh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j5bfh/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002j5bg1,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0395.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,"Sachtleben, William Lewis",,"Men and boys gathered around framed image with butterflies and trees with Turkish flags, Turkey, 1895",,,,"This photograph was most probably taken in 1895, when William Sachtleben was in Turkey to investigate the disappearance of cyclist Frank Lenz who had last been seen near Erzurum. Notes accompanying negatives indicate that during this trip, Sachtleben was in Bursa and travelled from Trabzon to Erzurum. Sachtleben's 1891 photographs of his bicycle tour across Asia have a circular format.|~|Photograph of men and boys wearing fez hats gathered on either side of a frame containing images of butterflies and trees. The frame is ornamented with a paper chain and 2 Turkish flags and rests on a wooden table with turned legs. Three people appear to be crouching in front of the frame with a fringed cloth over their heads, as though they are looking at something requiring shade (perhaps  a camera or stereoptic cards). A brick wall and building are visible in the distance.",Turkey,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0395,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",1895,1895,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5bg1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j5bg1/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002j5bhj,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0396.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,"Sachtleben, William Lewis",,"People gathered in an open area in a town, Turkey, 1895",,,,"This photograph was most probably taken in 1895, when William Sachtleben was in Turkey to investigate the disappearance of cyclist Frank Lenz who had last been seen near Erzurum. Notes accompanying negatives indicate that during this trip, Sachtleben was in Bursa and travelled from Trabzon to Erzurum. Sachtleben's 1891 photographs of his bicycle tour across Asia have a circular format.|~|Photograph of two men wearing fez hats standing in an unpaved open area in front of a balustrade bench suspended from a framework, with more men and houses visible beyond.",Turkey,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0396,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",1895,1895,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5bhj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j5bhj/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002j5bj2,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0397.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Carts & wagons $x Turkish -- Turkey,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,"Sachtleben, William Lewis",,"Men standing around a hole beside a wooden cart filled with earth, Turkey, 1895",,,,"This photograph was most probably taken in 1895, when William Sachtleben was in Turkey to investigate the disappearance of cyclist Frank Lenz who had last been seen near Erzurum. Notes accompanying negatives indicate that during this trip, Sachtleben was in Bursa and travelled from Trabzon to Erzurum. Sachtleben's 1891 photographs of his bicycle tour across Asia have a circular format.|~|Downward view towards 7 men gathered around a hole with one man digging, beside a wooden cart filled with earth. The horse hitch, with rope attached, rests on the ground in front of the cart.",Turkey,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0397,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",1895,1895,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5bj2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j5bj2/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002j5bkk,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0398.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Dogs -- Turkey,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,"Sachtleben, William Lewis",,"View of seven dogs sleeping on a commercial street, Bursa (perhaps), Turkey, 1895",,,,"This photograph was most probably taken in 1895, when William Sachtleben was in Turkey to investigate the disappearance of cyclist Frank Lenz who had last been seen near Erzurum. Notes accompanying negatives indicate that during this trip, Sachtleben was in Bursa and travelled from Trabzon to Erzurum. Sachtleben's 1891 photographs of his bicycle tour across Asia have a circular format.|~|View of seven dogs sleeping on the corner of a brick-paved commercial street with a storefront behind them. Two men are seated in shadow on the corner.",Turkey,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0398,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",1895,1895,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5bkk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j5bkk/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002j5bm3,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0399.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Children -- Turkey,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,"Sachtleben, William Lewis",,"Two men with 2 little girls, Turkey, 1895",,,,"This photograph was most probably taken in 1895, when William Sachtleben was in Turkey to investigate the disappearance of cyclist Frank Lenz who had last been seen near Erzurum. Notes accompanying negatives indicate that during this trip, Sachtleben was in Bursa and travelled from Trabzon to Erzurum. Sachtleben's 1891 photographs of his bicycle tour across Asia have a circular format.|~|Photograph of 2 men wearing fez hats and long coats with 2 little girls wearing dresses with light colored full skirts and hats and darker vests with handkerchiefs tucked into the front. There is a wooden fence on the left and a man and little boy are in the background.",Turkey,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0399,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",1895,1895,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5bm3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j5bm3/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002j5bnm,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0400.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Ferries $x Turkish -- Turkey,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,"Sachtleben, William Lewis",,"Four male ferry passengers, Turkey, 1895",,,,"This photograph was most probably taken in 1895, when William Sachtleben was in Turkey to investigate the disappearance of cyclist Frank Lenz who had last been seen near Erzurum. Notes accompanying negatives indicate that during this trip, Sachtleben was in Bursa and travelled from Trabzon to Erzurum. Sachtleben's 1891 photographs of his bicycle tour across Asia have a circular format.|~|View of 4 male ferry passengers during passage. the man in the center wears a turban, the man on the left wears a cap and the man on the right wears a fez.",Turkey,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0400,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",1895,1895,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5bnm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j5bnm/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002j5bp4,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0401.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Ferries $x Turkish -- Turkey,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,"Sachtleben, William Lewis",,"Three male ferry passengers resting on mattresses, Turkey, 1895",,,,"This photograph was most probably taken in 1895, when William Sachtleben was in Turkey to investigate the disappearance of cyclist Frank Lenz who had last been seen near Erzurum. Notes accompanying negatives indicate that during this trip, Sachtleben was in Bursa and travelled from Trabzon to Erzurum. Sachtleben's 1891 photographs of his bicycle tour across Asia have a circular format.|~|View of three male ferry passengers in transit. The man in the center wears a turban, the man on the far left wears a cap and the man in the middle wears a fez.",Turkey,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0401,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",1895,1895,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5bp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j5bp4/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002j5bqn,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0402.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Dogs -- Turkey,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,"Sachtleben, William Lewis",,"View of five dogs on a commercial street, Bursa (perhaps), Turkey, 1895",,,,"This photograph was most probably taken in 1895, when William Sachtleben was in Turkey to investigate the disappearance of cyclist Frank Lenz who had last been seen near Erzurum. Notes accompanying negatives indicate that during this trip, Sachtleben was in Bursa and travelled from Trabzon to Erzurum. Sachtleben's 1891 photographs of his bicycle tour across Asia have a circular format|~|View oaf 5 dogs on a commercial street, 4 sleeping and one walking, in front of magazine shop. The sign reads ""Brasse[...], Journaux Europeens et du pays."" Two  men are visible in the shadow on the right.",Turkey,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0402,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",1895,1895,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5bqn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j5bqn/manifest
