"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","viewingHint","Text direction","Visibility","IIIF Range","Subject","Name.subject","Name.author","Name.creator","Name.recipient","Name.correspondent","Name.repository","AltIdentifier.local","Title","Date.creation","Date.normalized","Format.extent","Description.note","Language.text","Description.abstract"
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxqhf","ark:/21198/zz0009chdf","2","Completed","ChildWork","marshall/masters/21198-zz000rxqhf-1-master.tif","34","","","","","","","","Linen|~|Industrial production |~|Research Work|~|Diaries|~|Tours|~|Exports|~|Belfast (Northern Ireland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/1/34","Page 34","","","1 Double Page","Notes about linen production at Aintrim and exports at Belfast.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxqjz","ark:/21198/zz0009chdf","2","Completed","ChildWork","marshall/masters/21198-zz000rxqjz-1-master.tif","35","","","","","","","","Hackling|~|Industrial production |~|Research Work|~|Diaries|~|Tours","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/1/35","Page 35","","","1 Double Page","Notes about hackling.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxqkg","ark:/21198/zz0009chdf","2","Completed","ChildWork","marshall/masters/21198-zz000rxqkg-1-master.tif","36","","","","","","","","Bleaching|~|Linen|~|Industrial production |~|Research Work|~|Diaries|~|Tours","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/1/36","Page 36","","","1 Double Page","Notes about Irish linen bleaching.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxqm0","ark:/21198/zz0009chdf","2","Completed","ChildWork","marshall/masters/21198-zz000rxqm0-1-master.tif","37","","","","","","","","Linen|~|Industrial production |~|Research Work|~|Diaries|~|Tours|~|Belfast (Northern Ireland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/1/37","Page 37","","","1 Double Page","Notes about linen production in Belfast.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxqnh","ark:/21198/zz0009chdf","2","Completed","ChildWork","marshall/masters/21198-zz000rxqnh-1-master.tif","38","","","","","","","","Research Work|~|Diaries|~|Tours","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/1/39","Page 45","","","1 Double Page","A list of mill owners names and addresses.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxqp1","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxqp1-1-master.tif","1","","","","","","","","Diaries|~|Tours|~|Aysgarth, North Yorkshire (England)|~|Masham (England)|~|Middleham, North Yorkshire (England)|~|Ripon (England)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/1","Page 1","4th September 1800","1800-09-04","1 Double Page","Notes from Ripon, Masham, Middleham and Aysgarth.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxqqj","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxqqj-1-master.tif","2","","","","","","","","Diaries|~|Tours|~|Sedbergh (England)|~|Cumbria (England) |~|North Yorkshire (England)|~|Hawes (England)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/2","Page 2","","","1 Double Page","Notes from Hawes and Sedbergh.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxqr2","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxqr2-1-master.tif","3","","","","","","","","Diaries|~|Tours|~|Kendal (England)|~|Cumbria (England) |~|Bowness-on-Windermere (England)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/3","Page 3","","","1 Double Page","Notes from Kendal, Bowness-on-Windermere and some about nearby lead mines.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxqsk","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxqsk-1-master.tif","4","","","","","","","","Steam engineering |~|Diaries|~|Tours","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/4","Page 4","","","1 Double Page","Notes about lead mines especially about the use of steam engines.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxqt3","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxqt3-1-master.tif","5","","","","","","","","Diaries|~|Tours","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/5","Page 5","1800","1800","1 Double Page","A list of places visited on the tour.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxqvm","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxqvm-1-master.tif","6","","","","","","","","Diaries|~|Tours","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/6","Page 6","","","1 Double Page","A list of places visited on the tour.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxqw4","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxqw4-1-master.tif","7","","","","","","","","Diaries|~|Tours|~|Keswick (Cumbria, England)|~|Cumbria (England) |~|Buttermere (Wiltshire, England)|~|Ambleside (England)|~|Crummock Water (Cumbria, England)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/8","Page 8","","","1 Double Page","Notes from Ambleside, Grasmere, Keswick, Buttermere and Crummock Water.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxqxn","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxqxn-1-master.tif","8","","","","","","","","Diaries|~|Tours|~|Ennerdale Water (Cumbria, England)|~|Wast Water (Cumbria, England)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/9","Page 9","","","1 Double Page","Notes from Ennerdale and Wast Water.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxqz5","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxqz5-1-master.tif","9","","","","","","","","Diaries|~|Tours|~|Whitehaven (England)|~|Workington (England)|~|Egremont (Cumbria, England)|~|Cumbria (England) ","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/10","Page 10","","","1 Double Page","Notes from Egremont, Whitehaven and Workington.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxr05","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxr05-1-master.tif","10","","","","","","","","Diaries|~|Tours|~|Cumbria (England) |~|Maryport (England)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/11","Page 11","","","1 Double Page","Notes from Maryport.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxr1p","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxr1p-1-master.tif","11","","","","","","","","Diaries|~|Tours|~|Cumbria (England) |~|Allonby (England)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/12","Page 12","","","1 Double Page","Notes from Allonby.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxr26","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxr26-1-master.tif","12","","","","","","","","Diaries|~|Tours|~|Skinburness (Cumbria, England)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/13","Page 13","","","1 Double Page","Notes from Skinburness.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxr3q","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxr3q-1-master.tif","13","","","","","","","","Diaries|~|Tours|~|Cockermouth (England)|~|Wigton (England)|~|Carlisle (England)|~|Cumbria (England) ","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/14","Page 14","","","1 Double Page","Notes from Cockermouth, Wigton and Carlisle.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxr47","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxr47-1-master.tif","14","","","","","","","","Diaries|~|Tours|~|Longtown (Cumbria, England)|~|Ecclefechan (Dumfriesshire, Scotland)|~|Lockerbie (Scotland)|~|Dumfries & Galloway (Scotland)|~|Moffat (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/15","Page 15","","","1 Double Page","Notes from Longtown, Ecclefechan, Lockerbie and Moffat.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxr5r","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxr5r-1-master.tif","15","","","","","","","","Diaries|~|Tours|~|Lanark (Scotland)|~|Dumfries & Galloway (Scotland)|~|Elvanfoot (South Lanarkshire, Scotland)|~|Moffat (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/16","Page 16","26th September (1800)","1800-09-26","1 Double Page","Notes from Moffat, Elvanfoot and Lanark.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxr68","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxr68-1-master.tif","16","","","","","","","","Diaries|~|Tours|~|Lanark (Scotland)|~|South Lanarkshire (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/17","Page 17","","","1 Double Page","Notes from Lanark.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxr7s","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxr7s-1-master.tif","17","","","","","","","","Diaries|~|Tours|~|Lanark (Scotland)|~|South Lanarkshire (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/18","Page 18","","","1 Double Page","Notes from Lanark.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxr89","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxr89-1-master.tif","18","","","","","","","","Diaries|~|Tours|~|South Lanarkshire (Scotland)|~|Stonebyres (South Lanarkshire, Scotland)|~|Hamilton (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/19","Page 19","","","1 Double Page","Notes from Stonebyres and Hamilton.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxr9t","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxr9t-1-master.tif","19","","","","","","","","Diaries|~|Tours|~|Glasgow (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/20","Page 20","","","1 Double Page","Notes from Glasgow.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxrbb","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxrbb-1-master.tif","20","","","","","","","","Diaries|~|Tours|~|Glasgow (Scotland)|~|Stirling (Scotland)|~|Perth (Scotland)|~|Perth and Kinross (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/21","Page 21","","","1 Double Page","Notes from Glasgow, Stirling and Perth.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxrcv","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxrcv-1-master.tif","21","","","","","","","","Diaries|~|Tours|~|Aberdeen (Scotland)|~|Peterhead (Scotland)|~|Arbroath (Scotland)|~|Dundee (Scotland)|~|Montrose (Scotland)|~|Aberdeenshire (Scotland)|~|Angus (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/22","Page 22","","","1 Double Page","Notes from Dundee, Arbroath, Montrose, Aberdeen and Peterhead.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxrdc","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxrdc-1-master.tif","22","","","","","","","","Diaries|~|Tours|~|Scotland","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/23","Page 23","","","1 Double Page","Notes on East Scotland.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxrfw","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxrfw-1-master.tif","23","","","","","","","","Diaries|~|Tours","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/24","Page 24","","","1 Double Page","A list of places that have been visited.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxrgd","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxrgd-1-master.tif","24","","","","","","","","Research Work|~|Diaries|~|Tours|~|Bangor (Wales)|~|Chester (England)|~|Manchester (England)|~|Warrington (England)|~|Holywell (Wales)|~|Cheshire (England)|~|Gwynedd (Wales)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/25","Page 25","1803","1803","1 Double Page","Notes from the Irish tour.  Notes from Manchester, Warrington, Chester, Holywell and Bangor.  There are notes about cotton mills at Holywell.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxrhx","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxrhx-1-master.tif","25","","","","","","","","Diaries|~|Tours|~|Dublin (Ireland)|~|Leinster (Ireland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/26","Page 26","15th June (1803)","1803-06-15","1 Double Page","Notes from Dublin.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxrjf","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxrjf-1-master.tif","26","","","","","","","","Diaries|~|Tours|~|Dundalk (Ireland)|~|Lisburn (Northern Ireland)|~|Newry and Mourne (Northern Ireland)|~|Hillsborough (Northern Ireland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/27","Page 27","23rd June (1803)","1803-06-23","1 Double Page","Notes from Dundalk, Newry, Hillsborough and Lisburn.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxrkz","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxrkz-1-master.tif","27","","","","","","","","Diaries|~|Tours|~|Lisburn (Northern Ireland)|~|Portpatrick (Scotland)|~|Dumfries & Galloway (Scotland)|~|Belfast (Northern Ireland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/28","Page 28","","","1 Double Page","Notes from Lisburn, Belfast and Portpatrick (Scotland).","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxrmg","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxrmg-1-master.tif","28","","","","","","","","Diaries|~|Tours|~|Gatehouse of Fleet (Scotland)|~|Castle Douglas (Scotland)|~|Dumfries & Galloway (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/29","Page 29","","","1 Double Page","Notes from Gatehouse, Castle Douglas, Dumfries.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxrn0","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxrn0-1-master.tif","29","","","","","","","","Diaries|~|Tours|~|Settle (England)|~|Kendal (England)|~|Kirkby Lonsdale (England)|~|Cumbria (England) |~|Bowness-on-Windermere (England)|~|Skipton (England)|~|North Yorkshire (England)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/30","Page 30","22nd July-25th July 1807","1807-07-22/1807-07-25","1 Double Page","Notes from Skipton, Settle, Kirkby Lonsdale, Kendal and Bowness.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxrph","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxrph-1-master.tif","30","","","","","","","","Diaries|~|Tours|~|Keswick (Cumbria, England)|~|Cumbria (England) |~|Ambleside (England)|~|Borrowdale (England)|~|Grasmere (England)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/31","Page 31","26th July-29th July (1807)","1807-07-26/1807-07-29","1 Double Page","Notes from Ambleside, Grasmere, Keswick and Borrowdale.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxrq1","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxrq1-1-master.tif","31","","","","","","","","Diaries|~|Tours|~|Carlisle (England)|~|Cumbria (England) ","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/32","Page 32","30th July-1st August (1807)","1807-07-30/1807-08-01","1 Double Page","Notes from Carlisle.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxrrj","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxrrj-1-master.tif","32","","","","","","","","Diaries|~|Tours|~|Dumfries & Galloway (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/33","Page 33","","","1 Double Page","Notes from Dumfries.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxrs2","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxrs2-1-master.tif","33","","","","","","","","Research Work|~|Diaries|~|Tours|~|Lanark (Scotland)|~|South Lanarkshire (Scotland)|~|Elvanfoot (South Lanarkshire, Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/34","Page 34","2nd August-3rd August (1807)","1807-08-02/1807-08-03","1 Double Page","Notes from Elvanfoot, Douglas mill and Lanark.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxrtk","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxrtk-1-master.tif","34","","","","","","","","Research Work|~|Diaries|~|Tours|~|Lanark (Scotland)|~|South Lanarkshire (Scotland)|~|Hamilton (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/35","Page 35","4th August (1807)","1807-08-04","1 Double Page","Notes from Lanark and Hamilton.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxrv3","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxrv3-1-master.tif","35","","","","","","","","Diaries|~|Tours|~|Glasgow (Scotland)|~|South Lanarkshire (Scotland)|~|Hamilton (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/36","Page 36","5th August (1807)","1807-08-05","1 Double Page","Notes from Hamilton and Glasgow.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxrwm","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxrwm-1-master.tif","36","","","","","","","","Diaries|~|Tours|~|Glasgow (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/37","Page 37","","","1 Double Page","Notes from Glasgow.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxrx4","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxrx4-1-master.tif","37","","","","","","","","Diaries|~|Tours|~|Tarbet (Argyll and Bute, Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/38","Page 38","6th August-7th August (1807)","1807-08-06/1807-08-07","1 Double Page","Notes from Tarbet.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxrzn","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxrzn-1-master.tif","38","","","","","","","","Diaries|~|Tours|~|Tarbet (Argyll and Bute, Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/39","Page 39","8th August (1807)","1807-08-08","1 Double Page","Notes from Tarbet.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxs0n","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxs0n-1-master.tif","39","","","","","","","","Diaries|~|Tours|~|Tarbet (Argyll and Bute, Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/40","Page 40","","","1 Double Page","Notes from Tarbet.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxs15","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxs15-1-master.tif","40","","","","","","","","Diaries|~|Tours|~|Tarbet (Argyll and Bute, Scotland)|~|Loch Lomond (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/41","Page 41","9th August (1807)","1807-08-09","1 Double Page","Notes from Tarbet and Loch Lomond.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxs2p","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxs2p-1-master.tif","41","","","","","","","","Diaries|~|Tours|~|Cairndow (Argyll and Bute, Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/42","Page 42","10th August (1807)","1807-08-10","1 Double Page","Notes from Cairndow.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxs36","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxs36-1-master.tif","42","","","","","","","","Diaries|~|Tours|~|Cairndow (Argyll and Bute, Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/43","Page 43","11th August (1807)","1807-08-11","1 Double Page","Notes from Cairndow.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxs4q","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxs4q-1-master.tif","43","","","","","","","","Diaries|~|Tours|~|Dalmally (Scotland)|~|Argyll and Bute (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/44","Page 44","12th August (1807)","1807-08-12","1 Double Page","Notes from Dalmally.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxs57","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxs57-1-master.tif","44","","","","","","","","Diaries|~|Tours|~|Taynuilt (Argyll and Bute, Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/45","Page 45","13th August-14th August (1807)","1807-08-13/1807-08-14","1 Double Page","Notes from Taynuilt.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxs6r","ark:/21198/zz0009chgg","2","Completed","ChildWork","marshall/masters/21198-zz000rxs6r-1-master.tif","45","","","","","","","","Diaries|~|Tours","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/2/46","Page 46","","","1 Double Page","A list of places visited.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxtnz","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxtnz-1-master.tif","1","","","","","","","","Research Work|~|Diaries|~|Tours","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/1","Page 1","","","1 Double Page","A list of painters.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxtpg","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxtpg-1-master.tif","2","","","","","","","","Research Work|~|Diaries|~|Tours","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/2","Page 2","","","1 Double Page","A list of places visited.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxtq0","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxtq0-1-master.tif","3","","","","","","","","Diaries|~|Tours|~|Dalmally (Scotland)|~|Tyndrum (Scotland)|~|Argyll and Bute (Scotland)|~|Stirling (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/3","Page 3","15th August 1807","1807-08-15","1 Double Page","A list of places visited (continued) and notes from Dalmally and Tyndrum.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxtrh","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxtrh-1-master.tif","4","","","","","","","","Diaries|~|Tours|~|Stirling (Scotland)|~|Kenmore (Perth and Kinross, Scotland)|~|Killin (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/4","Page 4","16th August-17th August (1807)","1807-08-16/1807-08-17","1 Double Page","Notes from Killin and Kenmore.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxts1","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxts1-1-master.tif","5","","","","","","","","Diaries|~|Tours|~|Kenmore (Perth and Kinross, Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/5","Page 5","","","1 Double Page","Notes from Kenmore.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxttj","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxttj-1-master.tif","6","","","","","","","","Diaries|~|Tours|~|Kenmore (Perth and Kinross, Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/6","Page 6","","","1 Double Page","Notes from Kenmore.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxtv2","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxtv2-1-master.tif","7","","","","","","","","Diaries|~|Tours|~|Kenmore (Perth and Kinross, Scotland)|~|Acharn (Perth and Kinross, Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/7","Page 7","18th August (1807)","1807-08-18","1 Double Page","Notes from Kenmore and Acharn.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxtwk","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxtwk-1-master.tif","8","","","","","","","","Diaries|~|Tours|~|Aberfeldy (Scotland)|~|Logierait (Scotland : Parish)|~|Perth and Kinross (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/8","Page 8","19th August (1807)","1807-08-19","1 Double Page","Notes from Aberfeldy and Logierait.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxtx3","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxtx3-1-master.tif","9","","","","","","","","Diaries|~|Tours|~|Dunkeld (Perth and Kinross, Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/9","Page 9","20th August-21st August (1807)","1807-08-20/1807-08-21","1 Double Page","Notes from Dunkeld.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxtzm","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxtzm-1-master.tif","10","","","","","","","","Diaries|~|Tours|~|Dunkeld (Perth and Kinross, Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/10","Page 10","","","1 Double Page","Notes from Dunkeld.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxv0m","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxv0m-1-master.tif","11","","","","","","","","Diaries|~|Tours|~|Dunkeld (Perth and Kinross, Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/11","Page 11","","","1 Double Page","Notes from Dunkeld about fir trees.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxv14","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxv14-1-master.tif","12","","","","","","","","Diaries|~|Tours|~|Dunkeld (Perth and Kinross, Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/12","Page 12","","","1 Double Page","Notes from Dunkeld about larch trees.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxv2n","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxv2n-1-master.tif","13","","","","","","","","Diaries|~|Tours|~|Amulree (Scotland)|~|Glenalmond (Scotland)|~|Perth and Kinross (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/13","Page 13","22nd August (1807)","1807-08-22","1 Double Page","Notes from Amulree and Glenalmond.","",""
