Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Subject,Name.subject,Name.author,Name.creator,Name.recipient,Name.correspondent,Name.repository,AltIdentifier.local,Title,Date.creation,Date.normalized,Format.extent,Description.note,Language.text,Description.abstract
"Marshall and Co., Leeds, Papers",ark:/21198/zz000rx9g4,ark:/21198/zz0009c6r8,2,Completed,Work,,401,,,,paged,,,,Public welfare|~|Labor--Standards|~|Factory workers|~|Labor relations,"Marshall & Benyons, 1793-1804 ",,"Marshall & Company, Leeds, Eng. ",,,,MS 200/4/1,Marshall and Benyons Shop Regulations [10 March 1795],10th March 1795,1795-03-10,1 Booklet,"The booklet is a list of rules and regulations for staff who are members of a friendly society to provide help to those in need, such as sickness and death.  It covers fines, sick pay and marriage.",,
"Marshall and Co., Leeds, Papers",ark:/21198/zz000rx9hn,ark:/21198/zz0009c6r8,2,Completed,Work,,496,,,,paged,,,,Working Conditions|~|Labor--Standards|~|Factory workers|~|Child labor |~|Factory laws and legislation|~|Labor relations|~|Working time,"Richards, R. ",,"Marshall & Company, Leeds, Eng. ",,,,MS 200/4/9/6,Replies to queries by Inspector of Factories [1833-34],1833-1834,1833/1834,1 Item,The item is notes replying to questions from the Factory Inspector R. Richards about child working hours.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz000rx9j5,ark:/21198/zz0009c6r8,2,Completed,Work,,403,,,,paged,,,,Public welfare|~|Labor--Standards|~|Factory workers|~|Labor relations,,,"Marshall & Company, Leeds, Eng. ",,,,MS 200/4/3,Rules and Regulations of Marshalls Mill Club [1846],1846,1846,1 Booklet,"The item is a list of rules for members of the mill club, a society that looks after member of staff in need. The item is similar to MS 200/4/1.",,
"Marshall and Co., Leeds, Papers",ark:/21198/zz000rx9kp,ark:/21198/zz0009c6r8,2,Completed,Work,,404,,,,paged,,,,Public welfare|~|Labor--Standards|~|Factory workers|~|Labor relations,,,"Marshall & Company, Leeds, Eng. ",,,,MS 200/4/4,Rules and Regulations of Marshalls Mill Club [1849],1849,1849,1 Booklet,"The item is a list of rules for members of the mill club, a society that looks after members of staff in need.  The item is similar to MS 200/4/1.",,
"Marshall and Co., Leeds, Papers",ark:/21198/zz000rx9m6,ark:/21198/zz0009c6r8,2,Completed,Work,,405,,,,paged,,,,Public welfare|~|Labor--Standards|~|Factory workers|~|Labor relations,,,"Marshall & Company, Leeds, Eng. ",,,,MS 200/4/5,Rules and Regulations of Marshalls Mill Club [1850],1850,1850,1 Booklet,"The item is a list of rules for members of the mill club, a society that looks after members of staff in need.  The item is similar to MS 200/4/1.",,
"Marshall and Co., Leeds, Papers",ark:/21198/zz000rx9nq,ark:/21198/zz0009c6r8,2,Completed,Work,,402,,,,paged,,,,Public welfare|~|Working Conditions|~|Labor--Standards|~|Factory workers|~|Labor relations|~|Working time,,,"Marshall & Company, Leeds, Eng. ",,,,MS 200/4/2,Eleven Hours Time [1846],1846,1846,1 Booklet,The item is a notice to staff that the working hours will be reduced from 66 a week to 64.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d6k76,ark:/21198/zz0009c6r8,2,Completed,Work,,577,,,,paged,,,,Research Work,,"Thomson, David S.","Marshall & Company, Leeds, Eng. ","Marshall & Company, Leeds, Eng. ",,,MS 200/5/77,Letters from David S. Thomson to Marshalls [15 April 1882],15th April 1882,1882-04-15,1 Letter,The letter is a thank you note for supplying David Thomson with information.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d6kt0,ark:/21198/zz0009c6r8,2,Completed,Work,,217,,,,paged,,,,Spinning|~|Evidence|~|Patents|~|Machinery,"Walker, Benjamin ",,"Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/17,Notes on Kay's Patent [20 July 1836],20th August 1836,1836-08-20,1 Item,The item is notes on witness Benjamin Walker.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d6m44,ark:/21198/zz0009c6r8,2,Completed,Work,,234,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery,"Kay, James","Atkinson, Dibb & Bolland, Leeds, Eng. ","Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/34,Notes on Kay's Patent Case [28 Jan 1837],28th January 1837,1837-01-28,1 Item,The item is notes from the Marshalls counsel regarding a retrial on the grounds that Kay's patent is unlawful.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d6m86,ark:/21198/zz0009c6r8,2,Completed,Work,,544,,,,paged,,,,Evidence|~|Patents|~|Spinning machinery ,"Kay, James","Bloxam, Richard ","Marshall & Company, Leeds, Eng. ",,,,MS 200/5/44,Letters from Richard Bloxam [27 Jan 1837],27th January 1837,1837-01-27,1 Letter,The letter is in regards to the times of court.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d6pmb,ark:/21198/zz0009c6r8,2,Completed,Work,,554,,,,paged,,,,Patents|~|Spinning machinery ,"Marshall & Company, Leeds, Eng. |~|Kay, James","Bloxam, Richard ","Marshall & Company, Leeds, Eng. ","Marshall, James Garth, 1802-1873",,,MS 200/5/54,Letter from Richard Bloxam [7 June 1839],7th June 1839,1839-06-07,1 Letter,Partial addressee information indicates letter probably sent to J. G. Marshall.|~|This letter is in regards to Kay's trial.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d6pnv,ark:/21198/zz0009c6r8,2,Completed,Work,,552,,,,paged,,,,Patents|~|Spinning machinery |~|Legal Decisions,"Marshall & Company, Leeds, Eng. |~|Kay, James","Bloxam, Richard ","Marshall & Company, Leeds, Eng. ",,,,MS 200/5/52,Letter from Richard Bloxam [4 June 1839],4th June 1839,1839-06-04,1 Letter,The letter is in regards to the opinion of the Master of the Rolls in Kay's trial.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d6ppc,ark:/21198/zz0009c6r8,2,Completed,Work,,555,,,,paged,,,,Patents|~|Spinning machinery ,"Marshall & Company, Leeds, Eng. |~|Kay, James","Hawkins, Bloxam & Stocker","Marshall & Company, Leeds, Eng. ","Atkinson, Dibb & Bolland, Leeds, Eng. ",,,MS 200/5/55,"Letter from Hawkins, Bloxam and Stocker [13 June 1839]",13th June 1839,1839-06-13,1 Letter,The letter is in regards to the renewal of Kay's patent.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d6pqw,ark:/21198/zz0009c6r8,2,Completed,Work,,553,,,,paged,,,,Patents|~|Spinning machinery |~|Legal Decisions,"Marshall & Company, Leeds, Eng. |~|Kay, James","Hawkins, Bloxam & Stocker","Marshall & Company, Leeds, Eng. ","Atkinson, Dibb & Bolland, Leeds, Eng. ",,,MS 200/5/53,"Copy of letter from Hawkins, Bloxam and Stocker [4 June 1839]",4th June 1839,1839-06-04,1 Letter,The item is a copy of a letter regarding the judgment of the Master of the Rolls.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d6prd,ark:/21198/zz0009c6r8,2,Completed,Work,,551,,,,paged,,,,Patents|~|Spinning machinery |~|Legal Decisions,"Marshall & Company, Leeds, Eng. |~|Kay, James","Atkinson, John","Marshall & Company, Leeds, Eng. ","Atkinson, Dibb & Bolland, Leeds, Eng. ",,,MS 200/5/51,"Letter from J. Atkinson to Atkinson, Dibb & Bolland [27 May 1839]",27th May 1839,1839-05-27,1 Letter,The letter is in regards to the Judgment of the trial.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d6psx,ark:/21198/zz0009c6r8,2,Completed,Work,,220,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery,"Marshall & Company, Leeds, Eng. |~|Kay, James","Atkinson, Richard |~|Barber, C. H. |~|Kingsdown, Thomas Pemberton-Leigh, Baron, 1793-1867 |~|Cresswell, Cresswell, Sir, 1794-1863 ","Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/20,Notes on Kay's Patent Case [4 Nov 1836],4th November 1836,1836-11-04,1 Item,The item is a declaration by the counsel for the Marshalls that their case should be taken to retrial on the grounds that the patent was not legal.|~|Second image is verso side of the page.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d6ptf,ark:/21198/zz0009c6r8,2,Completed,Work,,530,,,,paged,,,,Evidence|~|Patents|~|Spinning machinery ,"Kay, James|~|Bayley, John, Sir, 1763-1841 ","Atkinson, Dibb & Bolland, Leeds, Eng. ","Marshall & Company, Leeds, Eng. ","Marshall & Company, Leeds, Eng. ",,,MS 200/5/30,Letter from Atkinson to Marshalls [21 June 1836],21st June 1836,1836-06-21,1 Letter,"This letter notes Common Pleas judge John Bayley's statement of June 19, 1836 regarding the Kay case, and contains a copy of this statement.",,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d6pvz,ark:/21198/zz0009c6r8,2,Completed,Work,,523,,,,paged,,,,Evidence|~|Patents|~|Spinning machinery ,"Marshall & Company, Leeds, Eng. |~|Kay, James","Atkinson, Dibb & Bolland, Leeds, Eng. ","Marshall & Company, Leeds, Eng. ","Marshall & Company, Leeds, Eng. ",,,MS 200/5/23,"Letter from Atkinson, Dibb & Bolland to Marshalls [23 Feb 1836]",23rd February 1836,1836-02-23,1 Letter,This letter is in regards to Mr. Cresswell's opinion on Kay's patent.  It is the same statement as MS 200/2/1/4.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d6pwg,ark:/21198/zz0009c6r8,2,Completed,Work,,550,,,,paged,,,,Patents|~|Spinning machinery |~|Legal Decisions,"Marshall & Company, Leeds, Eng. |~|Kay, James","Hawkins, Bloxam & Stocker","Marshall & Company, Leeds, Eng. ","Atkinson, Dibb & Bolland, Leeds, Eng. ",,,MS 200/5/50,"Copy of letter from Hawkins, Bloxam and Stocker [23 May 1839]",23rd May 1839,1839-05-23,1 Letter,The item is a copy of a letter regarding the evidence against Kay.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d74hh,ark:/21198/zz0009c6r8,2,Completed,Work,,248,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery,"Marshall & Company, Leeds, Eng. |~|Kay, James",,"Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/48,Joint Appendix,1839,1839,1 Item,The item is printed notes of the joint appendix to the appellants and respondents case.  It contains all the information about the case including Kay’s patent with diagrams and Horace Halls patent with diagrams.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d7mk9,ark:/21198/zz0009c6r8,3,Pending,Work,,223,,,,paged,,private,,Spinning|~|Evidence|~|Patents|~|Machinery|~|Production and Cost Evaluation,,,"Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/23,Comparative Statement of Progress in Spinning [1814-1834] [missing 3 images],1814-1834,1814/1834,1 Item,The item is notes on spinning productions between 1814 and 1834.  The notes are undated but as they were presumably created as evidence for the trial it has been listed in the catalogue here.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d7pjr,ark:/21198/zz0009c6r8,2,Completed,Work,,906,,,,paged,,,,"Ireland|~|Industrial equipment |~|Linen|~|Flax industry|~|America |~|Clippings (Books, newspapers, etc.)|~|France|~|Russia ",,,"Marshall & Company, Leeds, Eng. ",,,,MS 200/9/6,Irish Textile Journal [15 March 1887],15th March 1887,1887-03-15,4 Pages,"The item has articles on Irish linen compared to French linen, the United States market, the Russian linen industry, lace making, the dressmakers and milliners exhibition, the carbon machine, Irish lace industry and chemicals and dyes.",,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d7pk8,ark:/21198/zz0009c6r8,2,Completed,Work,,907,,,,paged,,,,"Industrial equipment |~|Spinning machinery |~|Clippings (Books, newspapers, etc.)|~|Inventions","Busk, Robert|~|De Girard, Philippe, 1775-1845 ","Marshall, Stephen Albert, 1843-1904 ","Marshall & Company, Leeds, Eng. ",,,,MS 200/9/7,Irish Textile Journal [15 Aug 1887],15th August 1887,1887-08-15,1 Article,The item is a letter to the editor from Stephen A. Marshall in regards to the use of De Girard's invention in English spinning.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d7pxf,ark:/21198/zz0009c6r8,2,Completed,Work,,908,,,,paged,,,,"Industrial equipment |~|Spinning machinery |~|Clippings (Books, newspapers, etc.)|~|Inventions","Busk, Robert|~|De Girard, Philippe, 1775-1845 ","Marshall, Stephen Albert, 1843-1904 ","Marshall & Company, Leeds, Eng. ",,,,MS 200/9/8,Irish Textile Journal [15 Aug 1887],15th August 1887,1887-08-15,1 Article,The item is the same as MS 200/9/7.|~|The item is a letter to the editor from Stephen A. Marshall in regards to the use of De Girard's invention in English spinning.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d7rxd,ark:/21198/zz0009c6r8,2,Completed,Work,,804,,,,paged,,,,Spinning machinery |~|Linen|~|Industrial production |~|History|~|Flax industry|~|Textile industry,"De Girard, Philippe, 1775-1845 |~|Kay, James",,"Marshall & Company, Leeds, Eng. ",,,,MS 200/8/4,Invention de la Filature Mechanique du Lin,1850,1850,1 Booklet,The booklet is about the history of flax spinning machines.  It appears to have been annotated for the case against Kay.|~|This booklet is in French.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d7rzx,ark:/21198/zz0009c6r8,2,Completed,Work,,805,,,,paged,,,,Spinning machinery |~|Linen|~|Industrial production |~|History|~|Flax industry|~|Textile industry,"De Girard, Philippe, 1775-1845 |~|Kay, James",,"Marshall & Company, Leeds, Eng. ",,,,MS 200/8/5,Senat Repport,1st June 1850,1850-06-01,1 Booklet,The booklet is about the history of flax spinning.  It appears to have been annotated for the case against Kay.,French,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d7vss,ark:/21198/zz0009c6r8,2,Completed,Work,,246,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery,"Marshall & Company, Leeds, Eng. ","Hawkins, Bloxam & Stocker","Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/46,Case of the Respondents [1839],1839,1839,1 Item,This item is printed notes of the case of the respondent (Marshalls).,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d7vt9,ark:/21198/zz0009c6r8,2,Completed,Work,,245,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery,"Kay, James",,"Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/45,Appellants Case [16 July 1839],16th July 1839,1839-07-16,1 Item,The item is the same as MS 200/2/1/44 (pages 3 and 4 are missing).  See MS 200/2/1/44 for complete record.|~|The item is printed notes of the case of the appellant (Kay).,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d7vvt,ark:/21198/zz0009c6r8,2,Completed,Work,,244,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery,"Kay, James",,"Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/44,Appellants Case [16 July 1839],16th July 1839,1839-07-16,1 Item,The item is printed notes of the case of the appellant (Kay).,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d7vwb,ark:/21198/zz0009c6r8,2,Completed,Work,,250,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery|~|Legal Decisions|~|Judgment ,"Marshall & Company, Leeds, Eng. |~|Kay, James",,"Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/50,"The Master of the Rolls, Judgment [16 July 1839]",16th July 1839,1839-07-16,1 Item,The item is the court notes regarding the patent being seen to be unlawful.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d7wts,ark:/21198/zz0009c6r8,2,Completed,Work,,247,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery,"Marshall & Company, Leeds, Eng. ","Hawkins, Bloxam & Stocker","Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/47,Case of the Respondents [1839],1839,1839,1 Item,The item is the same as MS 200/2/1/46.|~|This item is printed notes of the case of the respondent (Marshalls).,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d801s,ark:/21198/zz0009c6r8,2,Completed,Work,,251,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery|~|Legal Decisions|~|Judgment ,"Marshall & Company, Leeds, Eng. |~|Kay, James","Atkinson, Dibb & Bolland, Leeds, Eng. ","Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/51,"In the House of Lords, Petition and Appeal by Plaintiff [March 1840]",March 1840,1840-03,1 Item,Item appears to be a handwritten copy of an original document.|~|The item is court notes that the court finds in favour of the Marshalls.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d80gh,ark:/21198/zz0009c6r8,2,Completed,Work,,231,,,,paged,,,,Spinning|~|Evidence|~|Patents|~|Legal opinions|~|Machinery,,"Hawkins, Bloxam & Stocker","Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/31,Statement for the Opinion of Counsel,,,1 Item,The item sums up the trial so far and questions whether the patent is lawful.  It is undated but it is watermarked 1836.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d80n3,ark:/21198/zz0009c6r8,2,Completed,Work,,210,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery|~|Legal Decisions|~|Judgment ,,,"Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/10,"In Chancery, Kay vs. Marshalls Master of the Rolls Judgment [5 Mar 1836]",5th March 1836,1836-03-05,1 Item,"The item is the motion to grant more time for the defendants to plea.|~|Handwritten copy of an original legal pleading entitled:  ""Master of the Rolls, Judgment on Motion for leave to plead.""",,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d80s5,ark:/21198/zz0009c6r8,2,Completed,Work,,252,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery|~|Legal Decisions|~|Judgment ,"Marshall & Company, Leeds, Eng. |~|Kay, James",,"Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/52,"In the House of Lords, Judgment of the Lord Chancellor [18 June 1840]",18th June 1840,1840-06-18,1 Item,The item is notes confirming that the case was won by the Marshalls and that Kay shall pay legal costs.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d80zr,ark:/21198/zz0009c6r8,2,Completed,Work,,253,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery|~|Legal Decisions|~|Judgment ,"Marshall & Company, Leeds, Eng. |~|Kay, James",,"Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/53,"In the House of Lords, Judgment of the Lord Chancellor [18 June 1840]",18th June 1840,1840-06-18,1 Item,The item is notes confirming that the case was won by the Marshalls and that Kay shall pay legal costs.|~|This item is the same as MS 200/2/1/52.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d84k0,ark:/21198/zz0009c6r8,2,Completed,Work,,243,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery,"Marshall & Company, Leeds, Eng. |~|Kay, James","Langdale, Henry Bickersteth, Baron, 1783-1851 ","Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/43,The Master of the Rolls [3 June 1839],3rd June 1839,1839-06-03,1 Item,The item is the observations of Lord Langdale preparatory to the judgment as to whether Kay's patent is lawful.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d84s3,ark:/21198/zz0009c6r8,2,Completed,Work,,236,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery,"Kay, James",,"Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/36,Notes on Kay's Patent Case,,,1 Item,The item is notes regarding the unlawfulness of Kay's patent.  It is undated but presumably was made for the retrial.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d84x5,ark:/21198/zz0009c6r8,2,Completed,Work,,232,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery,"Kay, James","Atkinson, Richard |~|Cresswell, Cresswell, Sir, 1794-1863 ","Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/32,Notes on Kay's Patent Case,,,1 Item,The item contains notes requesting Kay to show that his patent is lawful and to prove that he had made considerable alterations to previous patents.  There is no date on the notes but the paper is watermarked 1837.  Presumably they were made as notes for retrial.|~|Item appears to be undated notes of an opinion offered by Cress Cresswell and R. Atkinson who represented the Marshalls in an earlier stage of the Kay case.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d86rj,ark:/21198/zz0009c6r8,2,Completed,Work,,233,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery,"Kay, James","Atkinson, Richard |~|Cresswell, Cresswell, Sir, 1794-1863 ","Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/33,Notes on Kay's Patent Case,,,1 Item,The item is the same as MS 200/2/1/32.|~|The item contains notes requesting Kay to show that his patent is lawful and to prove that he had made considerable alterations to previous patents.  There is no date on the notes but the paper is watermarked 1837.  Presumably they were made as notes for retrial.|~|Item appears to be undated notes of an opinion offered by Cress Cresswell and R. Atkinson who represented the Marshalls in an earlier stage of the Kay case.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d86v3,ark:/21198/zz0009c6r8,2,Completed,Work,,214,,,,paged,,,,Spinning|~|Evidence|~|Patents|~|Legal opinions|~|Machinery,"Busk, Robert",,"Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/14,Notes on Witnesses [5 July 1836],5th July 1836,1836-07-05,1 Item,The item is a list of people who worked at Mr. Busk's mill.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d86wm,ark:/21198/zz0009c6r8,2,Completed,Work,,10,,,,paged,,,,Accounts|~|Sales,,,"Marshall & Company, Leeds, Eng. ",,,,MS 200/1/10,Sales figures [1818-1821],1819-1820 and 1818-1821,1819/1820|~|1818/1821,1 Item,"The item is presumably sales figures, although it is hard to be certain.",,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d8bgb,ark:/21198/zz0009c6r8,2,Completed,Work,,311,,,,paged,,,,Industrial equipment |~|Industrial development |~|Spinning machinery |~|Industrial production |~|Finance and Trade,,,"Marshall & Company, Leeds, Eng. ",,,,MS 200/3/11,Notebook [1827],1827,1827,1 Item,"This notebook contains notes on processes.  These include selling yarn, improving spinning, visits to other mills and line preparations.  The notebook was probably written by John Marshall II.  There are lots of pages missing, p. 1-13, p. 20-52.",,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d8bs0,ark:/21198/zz0009c6r8,2,Completed,Work,,241,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery,"Kay, James",,"Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/41,Objections to Kay's Statement,,,1 Item,The item is a list of objections by the Marshalls.  It is undated but watermarked 1838.|~|The item is the same as MS 200/2/1/40.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d8bx2,ark:/21198/zz0009c6r8,2,Completed,Work,,207,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery|~|Legal System|~|Legal Decisions,"Marshall & Company, Leeds, Eng. |~|Kay, James","Hawkins, Bloxam & Stocker","Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/7,"In Chancery Kay vs Marshalls, Vice Chancellor, Judgment [2 - 9 June 1835]",2nd-9th June 1835,1835-06-02/1835-06-09,1 Item,"Copy of Vice Chancellor's Judgment on Demurrer.|~|The item is legal notes made by Hawkins, Bloxam and Hocker.  The Vice Chancellor advises the Marshalls that they have broken the patent law.",,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d8cf9,ark:/21198/zz0009c6r8,2,Completed,Work,,235,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery,"Kay, James|~|Parke, James, Baron Wensleydale, 1782-1868","Hawkins, Bloxam & Stocker","Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/35,"In the Common Pleas, Kay vs Marshall, Case for the Opinion of the Court of Common Pleas",,,1 Item,"The item sums up all the details of the trial before it goes to retrial on the grounds that the patent is unlawful.  It is undated but the paper is watermarked 1837.|~|Appears to be a draft opinion to be submitted to the court by Hawkins, Bloxam & Stocker containing suggested corrections and notations by Baron James Parke.",,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d8d23,ark:/21198/zz0009c6r8,2,Completed,Work,,238,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery,"Kay, James",,"Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/38,Petition of Kay,,,1 Item,There is no date but it must be around 1838/39 as this was the year his patent ran out.|~|In the Privy Council:  Petition of James Kay for an extension of Patents for spinning flax hemp and other fibrous substances by power.,,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d8gfr,ark:/21198/zz0009c6r8,2,Completed,Work,,239,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery,"Kay, James",,"Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/39,Petition of Kay,,,1 Item,"The item is the same as MS 200/2/1/38.|~|(Copy) In the Privy Council:  Petition of James Kay for an extension of Patents for spinning flax hemp and other fibrous substances by power.  Document appears to be Hawkins, Bloxam & Stocker's copy, legal council for Marshalls.|~|There is no date but it must be around 1838/39 as this was the year his patent ran out.",,
"Marshall and Co., Leeds, Papers",ark:/21198/zz001d8hmt,ark:/21198/zz0009c6r8,2,Completed,Work,,240,,,,paged,,,,Spinning|~|Patents|~|Legal opinions|~|Machinery,"Marshall & Company, Leeds, Eng. |~|Kay, James","Hawkins, Bloxam & Stocker|~|Atkinson, Richard ","Marshall & Company, Leeds, Eng. ",,,,MS 200/2/1/40,"In the Privy Council,  Notice of the grounds of Objection by the Marshalls",,,1 Item,The item is a list of objections by the Marshalls.  It is undated but watermarked 1838.,,
