Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.subject,Name.creator,Language,Subject,Rights.permission,Subject geographic,Author,Name.cartographer,Name.repository,Name.other,Title,Publisher.publisherName,Description.note,Publisher.placeOfOrigin,Format.extent,Coverage.geographic,Alt ID.oclc,AltIdentifier.callNo,Alt ID.catalogRecordNumber,Opac url,Coverage.geoscale,AltTitle.uniform,Alt ID.local,Description.caption,Date.creation,Date.publication,Date.normalized,Alt ID.lccn,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1v3q,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Hemet_G46_NS_JM_1918.tif,,,,,,,cartographic,map,public domain,unknown,,,eng,,,Hemet (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Hemet, Cal., and vicinity",[J. Main?],"Relief shown by hachures.|~|Map Library copy annotated in pencil and black ink.|~|""Aug. 1918.""","[Hemet, Calif.?]",1 map ; 23 x 39 cm.,Hemet (Calif.),25673739,G4364 Hemet G46 NS JM 1918,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2264740,,,G4364_Hemet_G46_NS_JM_1918,,[1918],,1918,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1v3q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1v3q/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1v5r,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Huntington_Park_NS_KIS_1942.tif,,,,,,,cartographic,map,unknown,unknown,,,eng,,,Huntington Park (Calif.) --Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"City of Huntington Park, Walnut Park",K.I. Strand,"Includes advertisements.|~|Other title: Map of Huntington Park, including Walnut Park, California.","[Huntington Park, Calif.?]",1 map ; on sheet 54 x 49 cm.,Walnut Park (Calif.)|~|Huntington Park (Calif.),25673800,G4364 Huntington Park NS KIS 1942,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3253666,,,G4364_Huntington_Park_NS_KIS_1942,,c1942,,1942,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1v5r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1v5r/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1v7s,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Inglewood_12_WE_Co_c1940.tif,,,,,,,cartographic,map,unknown|~|public domain,unknown,,Wright Engineering Company.,eng,,,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Property of Los Angeles Extension Company, Inglewood Extension Company and adjacent property",Wright Engineering Co.,Relief represented by contours.,"[Los Angeles, Calif.?]|~|cau",1 map ; on sheet 61 x 77 cm.,Los Angeles (Calif.),25624450,G4364 Inglewood 12 W.E.Co c1940,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3666545,12000,,G4364_Inglewood_12_WE_Co_c1940,,1940|~|[1940?],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1v7s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1v7s/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1vbb,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Lodi_1940.tif,,,,,,,cartographic,map,copyrighted,unknown,,,eng,,,Lodi (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of the city of Lodi, San Joaquin Co., California",Lodi District Chamber of Commerce [distributor],,"[Lodi, Calif.]|~|cau",1 map ; 36 x 38 cm.,Lodi (Calif.),23841204,G4364 Lodi 1940,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2274093,11000,,G4364_Lodi_1940,,1940,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1vbb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1vbb/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1vdc,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Long_Beach_6_1927.tif,,,,,,,cartographic,map|~|Aerial views.,unknown,unknown,,,eng,,,Long Beach (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Aerial View of Long Beach Black and White Photograph,,,,,Long Beach (Calif.),,,,,,,G4364_Long_Beach_6_1927,,[1927],,1927,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1vdc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1vdc/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1vmg,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Merced_G46_ca_9.5_TB_1930.tif,,,,,,,cartographic,map,unknown,unknown,,Thomas Bros. Maps,,,,San Joaquin Valley (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map of Merced,,,,,,,G4364 Merced .G46 ca 9.5 TB [1930],,,,,G4364_Merced_G46_ca_9.5_TB_1930,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1vmg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1vmg/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1vn0,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Monrovia_G46_MCc.tif,,,,,,,cartographic,map|~|Cadastral maps.,public domain,unknown,,,eng,Real property--California--Maps,,Monrovia (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"City of Monrovia, Los Angeles Co., California",Monrovia Chamber of Commerce,"Shows ranges, sections, streets, tracts, lot numbers (some with acreage).","[Monrovia, Calif.]",1 map ; 57 x 48 cm.,Monrovia (Calif.),752650762,G4364 Monrovia .G46 MCC ca.1913,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6784888,,,G4364_Monrovia_G46_MCc,,[ca. 1913?],,1913,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1vn0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1vn0/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1vq1,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_P2.tif,,,,,,,cartographic,map|~|Cadastral maps.,unknown,,,,eng,,,Maywood (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,City of Maywood,[City of Maywood?],"Shows tract and lot numbers, business zones, residential zones.","[Maywood, Calif.?]",1 map ; 18 x 33 cm.,Maywood (Calif.),747862222,G4364 Maywood .G44 ca. 1930s,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6775131,,,G4364_P2,,[1930?],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1vq1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1vq1/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1vrj,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_P2_1923.tif,,,,,,,cartographic,map,unknown,unknown,,,eng,Real property--California--Maps,,Monrovia (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of the city of Monrovia, Los Angeles Co., California : compiled from records and surveys",[Monrovia Engineering Dept.],"""Compliments of Citizens Bank of Monrovia and Citizens Securities Corportation of Monrovia.""|~|""Compiled by O.A. Gierlich, consulting engineer.""|~|Text, ill., and pictorial map of ""Monrovia’s geographical location"" on verso.|~|Includes indexes and inset map of ""Marginal map showing Monrovia and surrounding territory.""|~|Cadastral map.","[Monrovia, Calif.]","1 map ; 69 x 55 cm., on sheet 91 x 61 cm.",Monrovia (Calif.),80948625,G4364 Monrovia .G46 OAG 1930,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6769930,,,G4364_P2_1923,,1930,,1930,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1vrj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1vrj/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1vtk,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_P2_1939.tif,,,,,,,cartographic,map|~|Cadastral maps.,unknown,unknown,,Los Angeles County (Calif.). Office of Superintendent of Schools. Division of Administrative Research.,eng,Real property--California--Maps|~|Maps--Facsimiles,,Lynwood (Calif.)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Block data map, Lynwood : real property inventory--1939",The Authority,"UCLA copy has pencilled notes on verso: ""R.&S. 1079-4"" and ""map no. 5200 Index.""|~|""Work Projects Administration project-no. 665-07-3-269.""","[Los Angeles, Calif.]",1 map : photocopy ; 13 x 12 cm.,Lynwood (Calif.),753704752,G4364 Lynwood .G46 WPA [1939],,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6786483,,,G4364_P2_1939,,[1939],,1939,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1vtk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1vtk/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1vv3,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_P2_1939_Montebello.tif,,,,,,,cartographic,map|~|Cadastral maps.,unknown,,,Los Angeles County (Calif.). Housing Authority.,eng,Real property--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Block data map, Montebello : real property inventory--1939",The Authority,"""Work Projects Administration project-no. 665-07-3-269.""|~|UCLA copy has pencilled notes on verso: ""R.&S. 1079-2"" and ""map no. 5202.""","[Los Angeles, Calif.]",1 map : photocopy ; 13 x 12 cm.,Montebello (Calif.),753704750,G4364 Montebello .G46 WPA [1939],,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6786482,,,G4364_P2_1939_Montebello,,[1939],,1939,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1vv3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1vv3/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1vx4,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_P2_Lynwood.tif,,,,,,,cartographic,map|~|Road maps.,unknown,unknown,,,eng,,,Lynwood (Calif.)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,City of Lynwood California,,,,,Lynwood (Calif.),,,,,,,G4364_P2_Lynwood,,1939,,1939,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1vx4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1vx4/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1vzn,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_P2_Maywood_1939.tif,,,,,,,cartographic,map|~|Cadastral maps.,unknown,,,Los Angeles County (Calif.). Housing Authority.,eng,Real property--California--Maps,,Maywood (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Block data map, Maywood : real property inventory--1939",The Authority,"""Work Projects Administration project-no. 665-07-3-269.""","[Los Angeles, Calif.]",1 map : photocopy ; 11 x 17 cm.,Maywood (Calif.),753704612,G4364 Maywood .G46 WPA [1939],,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6786484,,,G4364_P2_Maywood_1939,,[1939],,1939,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1vzn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1vzn/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1w36,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer24_folder1/G4364s_Richmond_A4_11_USA_1933.tif,,,,,,,cartographic,map,unknown|~|public domain,unknown,,United States. Army. Air Service. 15th Photo Section.,eng,Harbors--California--Richmond--Maps,,Richmond (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Mosaic composed of aerial photographs, Richmond, Cal","Air Service, U.S. Army?","Photomap of port area.|~|made by Air Service, U.S. Army, 15th Photo Section, Crissy Field, Cal., 5-29-33.","cau|~|[San Francisco, Calif.?]",1 map ; 39 x 49 cm.,Richmond (Calif.)|~|California,771125923,G4364 Richmond .A4 14.5 ASUSA 1933,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6845048,14500,,G4364s_Richmond_A4_11_USA_1933,,1933|~|1933?,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1w36,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1w36/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1w4q,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer24_folder1/G4364_12_Barthel_1910_Pomon_a.tif,,,,,,,cartographic,map,unknown|~|public domain,unknown,,Automobile Club of Southern California. Engineering Department.,eng,,,Los Angeles Metropolitan Area (Calif.)--Population--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map showing distribution of population, Los Angeles Metropolitan Area, as of 1924","Engineering Dept., Automobile Club of Southern California","""Compiled from official records furnished by Mr. Wm. H. Kerr, Registrar of Voters, Los Angeles County.""|~|Map is a copy of plate no. 2 from Automobile Club of Southern California. Engineering Dept. Traffic Survey, Los Angeles metropolitan area, nineteen hundred thirty-seven.|~|Relief represented by hachures.","[Los Angeles, Calif.]|~|cau",1 map : photocopy ; 26 x 33 cm,Los Angeles Metropolitan Area (Calif.),52770923,G4364 Pomona Area .G46 12 JCB 1910,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6813945,275000,,G4364_12_Barthel_1910_Pomon_a,,1937,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1w4q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1w4q/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1w6r,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer24_folder1/G4364_A86A35_1857_K8_1978.tif,,,,,,,cartographic,map,unknown,,Historic Urban Plans (Firm).,Kuchel & Dresel.,eng,,,Auburn (Calif.)--Aerial views--Facsimiles,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Auburn, Placer County, Cal., 1857",Historic Urban Plans,"Kuchel & Dresel, lith.|~|""This is number 5 of an edition limited to 500 copies.""|~|""Reproduced in 1978 by Historic Urban Plans, Ithaca, New York from a lithograph in the Amon Carter Museum, Fort Worth, Texas.""|~|Facsimile.|~|Title in lower right corner: Auburn, California in 1857.|~|""Kuchel and Dresel's California views.""","Ithaca, N.Y|~|nyu",1 view ; 30 x 51 cm.,Auburn (Calif.),06117657,G4364.A86A35 1857 .K8 1978,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4156703,,,G4364_A86A35_1857_K8_1978,,1857|~|1978,,,79695708,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1w6r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1w6r/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1w78,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer24_folder1/G4364_C595A35_1857_K7_1975.tif,,,,,,,cartographic,map,unknown,,Historic Urban Plans (Firm).,Kuchel & Dresel.,eng,,,Coloma (Calif.)--Aerial views--Facsimiles,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Coloma, 1857, El Dorado County, California",Historic Urban Plans,"Title in lower margin: Coloma, California in 1857.|~|Title in upper margin: Kuchel & Dresel's California views.|~|""Reproduced ... from a lithograph in the Amon Carter Museum of Western Art, Fort Worth, Texas.""|~|""This is number 20 of an edition limited to 500 copies.""|~|Facsimile.|~|Includes note.","[N.p]|~|nyu|~|Ithaca, N.Y",col. view on sheet 49 x 64 cm.,Coloma (Calif.),05478457,G4364.C595A35 1857 .K7 1975,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1915682,,,G4364_C595A35_1857_K7_1975,,1857|~|1975,,,77692843,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1w78,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1w78/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1w8s,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer24_folder1/G4364_C63A35_1852_G6_1970.tif,,,,,,,cartographic,map,unknown,,Pollard & Britton's Lith.|~|Historic Urban Plans (Firm).,"Goddard, G. H.",eng,,,Columbia (Calif.)--Aerial views--Facsimiles,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Columbia, January, 1852",Historic Urban Plans|~|Pollard & Britton's Lith.,"""Reproduced ... from an original lithograph in the Amon Carter Museum of Western Art, Fort Worth, Texas.""|~|Facsimile.|~|G.H. Goddard de'l.","cau|~|Ithaca, N.Y|~|S[an] F[rancisco]",col. view 29 x 46 cm.,Columbia (Calif.),05564749,G4364.C63A35 1852 .G6 1970,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4148023,,,G4364_C63A35_1852_G6_1970,,1852|~|1970,,,gm 71000737,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1w8s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1w8s/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1w99,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer24_folder1/G4364_M77A35_1842_L3_1971.tif,,,,,,,cartographic,map|~|Aerial views.,unknown,unknown,,,eng,--Aerial views,,Monterey County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Harbour and city of Monterey, California 1842 / para Sr. Larkin ; on stone by Gildemeister.",Historic Urban Plans,"Facsim. of: [New York] : Lith. of D’Avignon, [1842]|~|Panorama.|~|""Edition limited to 500 copies.""|~|""Reproduced ... from a lithograph in the Oakland Museum, Oakland, California, acquired through a gift of Mrs. Emil Hagstrom and the Collection Fund.""","Ithaca, N.Y.",1 map ; 38 x 75 cm.,Monterey (Calif.),32916013,G4364.M77A35 1842 .L3 1971,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2053236,,,G4364_M77A35_1842_L3_1971,,1971,,1971,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1w99,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1w99/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1wcb,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer24_folder1/G4364_NevadaCity_14_4_USGS_1895_1910.tif,,,,,,,cartographic,map|~|Topographic maps.,public domain,,,Geological Survey (U.S.).,eng,"Nevada--Maps, Topographic",,Nevada County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"California, (Nevada Co.), Nevada City special map.",U.S. Geological Survey,"Text and legend on verso.|~|Contour interval 20 feet.|~|Shows mines, placer diggings, watercourses and buildings.|~|""A.H. Thompson, Geographer ; E.M. Douglas, Topographer in charge ; Triangulation by E.M. Douglas ; Topography by A.F. Dunnington ; surveyed in 1891.""|~|Relief shown by contours.","[Washington, D.C.]",1 map : col. ; 44 x 34 cm.,Nevada City (Calif.)|~|Nevada County (Calif.),13136457,G4364 Nevada City 14.4 USGS 1895/1910,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6830788,,,G4364_NevadaCity_14_4_USGS_1895_1910,,1901,,1901,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1wcb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1wcb/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1whd,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer24_folder1/G4364_Oakland_A4_11_USA_1933.tif,,,,,,,cartographic,map,unknown|~|public domain,unknown,,United States. Army. Air Service. 15th Photo Section.,eng,Harbors--California--Oakland--Maps,,Oakland (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Mosaic composed of aerial photographs, Oakland, Calif","Air Service, U.S. Army?","made by Air Service, U.S. Army, 15th Photo Section, Crissy Field, Cal., 6-30-33.|~|Photomap of port area.","cau|~|[San Francisco, Calif.?]",1 map ; 38 x 105 cm.,California|~|Oakland (Calif.),771085650,G4364 Oakland .A4 11.5 ASUSA 1933,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6845009,11500,,G4364_Oakland_A4_11_USA_1933,,1933?,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1whd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1whd/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1wmz,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer24_folder1/G4364_Ojai_TMann_1940.tif,,,,,,,cartographic,map|~|Topographic maps.,unknown|~|public domain,unknown,Austro-Hungarian Monarchy. Militärgeographisches Institut.|~|Library of Congress. Geography and Map Division.,,ger,,,Hungary--Maps|~|Austria--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"LC G & M Austria - Hungary 1:75,000",Western Association of Map Libraries,"Reproduced from the original Library of Congress microfiche publication.|~|Relief represented by hachures.|~|Includes 2 index sheets and 10 legend sheets.|~|Prime meridian: Ferro.|~|Original version: Spezialkarte der Österreichisch-ungarischen Monarchie. Vienna : K.u.K. Militärgeographisches Institut, 1873-1918.","cau|~|[Santa Cruz, Calif.]","3,665 maps on 3,665 microfiches.",Austria|~|Hungary,771078603,G4364 Ojai .E635 MANN 1940,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6845007,28000,Spezialkarte der Österreichisch-ungarischen Monarchie,G4364_Ojai_TMann_1940,,1990?,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1wmz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1wmz/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1wng,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer24_folder1/G4364_Orange_A3_NS_WWECo_1886.tif,,,,,,,cartographic,map|~|Aerial views.,pd_usfed|~|unknown,unknown|~|published,,,eng,,,Orange (Calif.)--Aerial views,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Orange, Los Angeles Co., Cal",s.n.,"""Birds' eye view of Orange. From: Orange, Cal. and its surroundings illustrated and described, showing its advantages for homes. Oakland, W.W. Elliott & Co., 1886.""|~|Includes index to points of interest, and ill. of notable buildings.",cau|~|[Calif.?],1 view : photocopy ; 9 x 24 cm on sheet 22 x 28 cm.,Orange (Calif.),758718287,G4364 Orange .A3 WWEC 1886,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6815287,,"Orange, Cal. and its Surroundings illustrated and described",G4364_Orange_A3_NS_WWECo_1886,,ca. 1989,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1wng,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1wng/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1wp0,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer24_folder1/G4364_P2_12_PACE_1942.tif,,,,,,,cartographic,map,unknown,unknown,,,eng,,,Santa Clara County (Calif.)--Maps|~|Palo Alto (Calif.) Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of the City of Palo Alto, Santa Clara County",,,,,Palo Alto (Calif.)|~|Santa Clara County (Calif.),,,,,,,G4364_P2_12_PACE_1942,,1942,,1942,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1wp0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1wp0/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1wqh,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer24_folder1/G4364_P2_14_CE_1944.tif,,,,,,,cartographic,map,unknown,unknown,,,eng,,,Visalia (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Street Map City of Visalia and Vicinity,,,,,Visalia (Calif.),,,,,,,G4364_P2_14_CE_1944,,1944,,1944,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1wqh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1wqh/manifest
