Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Subject,Type.genre,Name.repository,Name.author,Name.attributedTo,Name.translator,Name.commentator,Name.scribe,Name.creator,Name.compiler,Name.annotator,Language.language,Language.script,Name.calligrapher,Alternate Identifier.local,Title,Relation.rectoVerso,Source,Date.creation,Format.dimensions,Relation.textDirection,Alternate Title.other,Description.abstract,Description.microfilm,Description.citation,Alternate Title.scriptArab,Description.physical,Date.normalized,Description.note,Format.extent,Relation,Description.stamp,Relation.citation,Alternate Title.spine,Description.marks,Description.colophon,thumbnailImageName,masterImageName
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001njsr7,ark:/21198/zz000t01w6,7,Needs Review,ChildWork,,4,,,pd,,,,,,,,,,,,,,,,Ḥāshīyat al-Alfīyah,,,10th C. AH (DP),,,,(3) Commentary on (2).  Author unknown.,,,حاشية الالفية,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001njssr,ark:/21198/zz000t01w6,7,Needs Review,ChildWork,,5,,,pd,,,,,,,,,,,,,,,,Manẓūmah fī al-naḥw,,,11th C. AH (DP),,,,(5) Treatise in verse on grammar.  Author unknown.  Ending missing.,,,منظومة في النحو,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001njst8,ark:/21198/zz000t0207,7,Needs Review,ChildWork,,1,,,pd,Mysticism $x Islam,,,,,,,,,,,Persian,Nastaʿlīq,,,Risāhlah-yi ʿirfānī,,,[18--?],,,,(2) Unidentified treatise on mysticism.  Beginning and ending missing. 13th C. AH (DP),,,رسالۀ عرفانی,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001njsvs,ark:/21198/zz000t0207,7,Needs Review,ChildWork,,2,,,pd,Sufism $x Doctrines $v Early works to 1800,,,,"Yamamī, ʿAbd al-Fatāḥ Qādirī Musharriʿī Shāgird Māḥyā al-Dīn ʿAbd al-Qādir",,,,,,,Persian,Nastaʿlīq,,,Miftāḥ al-makhāzin,,,[17--?],,,,"(1) Cannot find any records resembling this work.  DP attributes to ʿAbd al-Fatāḥ Qādirī Musharriʿī Shāgird Māḥyā [?] al-Dīn ʿAbd al-Qādir Yamamī, noting that it was composed in 1094 AH.  Text is on Muslim Indian irfan.  Ending missing. 12th C. AH (DP)",,,مفتاح المخازن,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001njsw9,ark:/21198/zz000t028c,7,Needs Review,ChildWork,,1,,,pd,Hadith $x Dictionaries $x Arabic $v Early works to 1800|~|Koran $v Dictionaries $x Arabic $v Early works to 1800,,,"Ṭurayḥī, Fakhr al-Dīn, 1571 or 2-1674 or 5",,,,,,,,Arabic,Naskh,,,Jamʿ al-maqāl fī mā yataʿallaqu bi-aḥwāl al-rijāl,,,[17--?],,,,"(2) Selections (on the ""states of men"") from the author's monumental Majmaʿ al-baḥrayn, a dictionary of the Quran and Hadith.  Incomplete: ending missing. 12th C. AH (DP)",,,جمع المقال في ما يتعلق باحول الرجال,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001njsxt,ark:/21198/zz000t028c,7,Needs Review,ChildWork,,2,,,pd,Hadith (Shiites) $v Texts,,,"Ḥurr al-ʿĀmilī, Muḥammad ibn al-Ḥasan, $d 1624-1693",,,,,,,,Arabic,Naskh,,,Taḥrīr Wasāʾil al-shīʿah ilā taḥṣīl masāʾil al-sharīʿah,,,1244 [1828 or 1829],,,,(1) Redaction of the famous multivolume compilation of Shi'ite hadith.,,,تحرير وسائل الشيعة الى تحصيل مسائل الشريعة,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nk65p,ark:/21198/zz000t02pk,7,Needs Review,ChildWork,,1,,,pd,"Islamic law $x Interpretation and construction $v Early works to 1800|~|Sajāwandī, Sirāj al-Dīn Muḥammad ibn Muḥammad, $d 12th cent. $t Farāʾiḍ al-Sirājīyah",,,,,,"Jurjānī, ʿAlī ibn Muḥammad, $c al-Sayyid al-Sharīf, $d 1340-1413",,,,,Arabic,Naskh,,,Sharḥ al-Farāʾiḍ al-sirājīyah,,,1002 [1593 or 1594],,,,(1) Commentary on a treatise on jurisprudence by Sajāwandī.  31 pp.,,,شرح الفرائض السراجية,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nk666,ark:/21198/zz000t02pk,7,Needs Review,ChildWork,,2,,,pd,Shīʿah $x Doctrines $v Early works to 1800,,,"Nīsābūrī, Niẓām al-Dīn al-Ḥasan ibn Muḥammad, $d d. 1328 or 9",,,,,,,,Arabic,Naskh,,,al-Shamsīyah,,,1003 [1594 or 1595],,,,(2) Nearly fifty pages.,,,الشمسية,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001ntttb,ark:/21198/zz000wq0z0,7,Needs Review,ChildWork,,1,,,pd,"Astronomy $v Early works to 1800|~|Jighmīnī, Maḥmūd ibn Muḥammad, $d d. 1221? $t Mulakhkhaṣ fī al-hayʾah|~|Qāḍīʹzādah, Mūsá ibn Muḥammad, $d d. ca. 1436. $t Sharḥ al-Jighmīnī",,,"Niẓāmī, ʻAbd al-Karīm, $d 15th cent.",,,,,,,,Arabic,Naskh,,,Ḥāshīyat Sharḥ al-Mulakhkhaṣ lil-Rūmī,,,[15--?],,,حاشية شرح الملخص للرومي,(1) Glosses on Qāḍī-zādah Rūmī’s commentary on Jaghmīnī’s compendium on astronomy.  10th C. AH (DP),,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nttvv,ark:/21198/zz000wq0z0,7,Needs Review,ChildWork,,2,,,pd,Islam $x Doctrines $v Early works to 1800,,,"Dawwānī, Muḥammad ibn Asʿad, $d 1426 or 7-1512 or 13",,,,,,,,Arabic,Naskh,,,Risālat al-Zawrāʾ,,,933 [1526 or 1527],,,رسالة الزوراء,"(2) 13pp.  This work is listed in EI as one of the author's works, but no further information is offered.",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nttwc,ark:/21198/zz000wq0z0,7,Needs Review,ChildWork,,3,,,pd,"Islam $x Doctrines $v Early works to 1800|~|Dawwānī, Muḥammad ibn Asʿad, $d 1426 or 7-1512 or 13. $t Zawrāʾ",,,,,,"Dawwānī, Muḥammad ibn Asʿad, $d 1426 or 7-1512 or 13",,,,,Arabic,Nastaʿlīq,,,al-Ḥawrāʾ fī sharḥ al-Zawrāʾ,,,[1831 or 1832?],,,الحوراء في شرح الزوراء,"(3) 24pp. Author's own commentary on his treatise (2).  Last three pages in a newer script, followed by four pages of another commentary on the same work by the same author.  Date in ms is 1247 AH; this seems odd, since the rest of the ms dates to 10th century.",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nttxw,ark:/21198/zz000wq0z0,7,Needs Review,ChildWork,,4,,,pd,Logic $v Early works to 1800,,,"Jurjānī, ʿAlī ibn Muḥammad, $c al-Sayyid al-Sharīf, $d 1340-1413",,,,,,,,Arabic,Nastaʿlīq,,,Risālat al-Kubrā,,,[15--?],,,رسالة الكبرى,"(4) Treatise on logic, translated from Persian by the author's son.  13pp. 10th C. AH (DP)",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nw2s3,ark:/21198/zz000wq19n,7,Needs Review,ChildWork,,1,,,pd,God $x Proof|~|Islam $x Doctrines,,,,,,,,,,,,,,,Risālah fī al-kalām,,,,,,رسالة في الكلام,"(1) Treatise on theology, beginning with the proof of the Creator's existence.",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nw2tm,ark:/21198/zz000wq19n,7,Needs Review,ChildWork,,2,,,pd,Islamic law $x Interpretation and construction,,,,,,,,,,,,,,,Risālah fī uṣūl al-fiqh,,,,,,رسالة في اصول الفقه,(2) Treatise on jurisprudence.  Incomplete: ending missing.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nw2v4,ark:/21198/zz000sw8q7,7,Needs Review,ChildWork,,1,,,pd,,,,,,,,,,,,Arabic,Naskh,,,al-Muntakhab min ʿajāʾib al-mulkūt [?] fī qudrat al-ḥayy allādhī lā yamūtu,,,1209 [1794 or 1795],,,المنبخب من عجائب الملكوت في قدرة الحي الذي لا يموت,*I cannot identify this work.  DP attributes to Ṣāliḥ b. ʿAbdullāh al-Kasāʾī al-Shāfiʿī (DP 703).,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nw2wn,ark:/21198/zz000sw8q7,7,Needs Review,ChildWork,,2,,,pd,Reward (Islamic law)|~|Hell $x Islam,,,,,,,,,,,Arabic,Naskh,,,Risālat Ḥilyat al-abrār wa ʿuqūbat ahl al-kabāʾir wa l-ashrār,,,1219 [1804 or 1805],,,رسالة حلية الابرار و عقوبة اهل الكبائر و الاشرار,"(1) *Author unknown.  Cannot find any record of this treatise, which apparently deals with the blessings of the virtuous and the punishment of evil-doers.  It does not seem to have anything to do with the Sufi biographical dictionary, Ḥilyat al-awliyāʾ.",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nw2x5,ark:/21198/zz000sw8s8,7,Needs Review,ChildWork,,1,,,pd,"Logic $v Early works to 1800|~|Qazwīnī, ʻAlī ibn ʿUmar, $d 1203 or 4-1276 or 7. $t Risālah al-shamsīyah|~|Rāzī, Quṭb al-Dīn, Muḥammad ibn Muḥammad, $d d. 1365. $t Taḥrīr al-qawāʿid al-manṭiqiyah ",,,,,,"Jurjānī, ʿAlī ibn Muḥammad, $c al-Sayyid al-Sharīf, $d 1340-1413",,,,,Arabic,Nastaʿlīq,,,Ḥāshīyat Taḥrīr al-qawāʾid al-manṭiqīyah fī sharḥ al-Shamsīyah,,,[16--?],,,حاشية تحرير القوائد المنطقية في شرح الشمسية,"(2) Glosses on al-Rāzī al-Taḥtānī’s well-known commentary on al-Kātibī’s treatise on logic.  With extensive commentary and marginal notations.  NB DP's date seems strange, since the other work in this volume is dated from the colophon as 1295 AH. 11th C. AH (DP)",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nw2zp,ark:/21198/zz000sw8s8,7,Needs Review,ChildWork,,2,,,pd,Logic $v Early works to 1800,,,,,,,,,,,Arabic,Nastaʿlīq,,,Ḥāshīyat Ḥāshīyat al-Tahdhīb,,,1295 [1878 or 1879],,,حاشية حاشية التهذيب,(1) Apparently a set of glosses on logic.  *Cannot identify DP's (703) suggestion for AU: ʿAbbās ʿAlī Qazwīnī.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nwt6x,ark:/21198/zz000sw7g4,7,Needs Review,ChildWork,,1,,,pd,God $x Proof|~|God (Islam) $x Attributes,,,,,,,,,,,Arabic,Naskh,,,Risālah fī taḥqīq madhhab al-ṣūfīyah wa-al-mutakallimīn wa-al-ḥukamāʾ al-mutaqaddimīn,,,,,,رسالة في تحقيق مذهب الصوفية و المتكلمين و الحكماء المتقدمين,"(4) 8 pp.  Apparently a doxographical work, concentrating on the various approaches to the study of the Necessary Being.  DP (700f) supposes this is identical to Jāmī’s al-Durrah al-fākhirah.",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nwt7f,ark:/21198/zz000sw7g4,7,Needs Review,ChildWork,,2,,,pd,"Physics $v Early works to 1800|~|Philosophy, Islamic $v Early works to 1800",,,,,,,,,,,Arabic,Naskh,,,Min rasāʾil Ikhwān al-Ṣafāʾ,,,,,,من رسائل اخوان الصفاء|~|Ikhwān al-Ṣafāʾ,"(1) Selections from the Ikhwān al-Ṣafāʾ, mostly on physics (natural bodies, stars, etc.), but also on music.",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nwt8z,ark:/21198/zz000sw7g4,7,Needs Review,ChildWork,,3,,,pd,,,,"Avicenna, $d 980-1037",,,,,,,,Arabic,Nastaʿlīq,,,al-ʿIlm wa-al-Nāṭiq,,,,,,العلم و الناطق,(9) *I need to figure out precisely which work this is... 47 pp.  Incomplete: ending missing.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nwt9g,ark:/21198/zz000sw7g4,7,Needs Review,ChildWork,,4,,,pd,,,,,,,,,,,,Arabic,Nastaʿlīq,,,Risālah fī al-Ḥurūf,,,,,,رسالة في الحروف,(2) 7 pp.  This is not from Farabi's K. al-Ḥurūf; I cannot determine what this text is.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nwtb0,ark:/21198/zz000sw7g4,7,Needs Review,ChildWork,,5,,,pd,,,,,,,,,,,,Arabic,Nastaʿlīq,,,Ithbāt al-nafs,,,,,,اثبات النفس,"(5) I can't find any record of such a text.  In an extremely difficult nastʿalīq, attributed by DP to Imām Rāzī (700; ?).",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nwtch,ark:/21198/zz000sw7g4,7,Needs Review,ChildWork,,6,,,pd,Causation $v Early works to 1800,,,,,,,,,,,Arabic,Nastaʿlīq,,,Aḥkām wa-ḥālāt mutafarriqah lil-ʿillah wa-al-maʿlūl,,,948 [1541 or 1542],,,احكام و حالات متفرقة للعلة و المعلول,"(8) Two pages.  It is unclear if this is part of a treatise on causality, or just notes on the subject.  This is the only work in the volume with a recognizable date.",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nwtd1,ark:/21198/zz000sw7g4,7,Needs Review,ChildWork,,7,,,pd,Immanence of God,,,,,,,,,,,Arabic,Naskh,,,Risālah fī Saryān al-wujūd,,,,,,رسالة في سريان الوجود,(6) One-page treatise on the immanence of being.  DP attributes to *Niẓām al-Dīn Aḥmad Dashtakī.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nwtfj,ark:/21198/zz000sw7g4,7,Needs Review,ChildWork,,8,,,pd,"Philosophy, Islamic $v Early works to 1800",,,"Davvānī, Jalāl al-Dīn Muḥammad (d. A.H. 907/A.D.1426)|~|Dawwānī, Muḥammad ibn Asʿad, $d 1426 or 7-1512 or 13",,,,,,,,,,,,al-Laṭāʾif,,,,,,اللطائف,(3) I cannot find this text in the volume.  Apparently it is an excerpt.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nwtg2,ark:/21198/zz000sw7g4,7,Needs Review,ChildWork,,9,,,pd,Islam $x Doctrines $v Early works to 1800,,,"Dashtakī Shīrāzī, Ghiyāth al-Dīn Manṣūr, $d 1461-1542",,,,,,,,Arabic,Nastaʿlīq,,,Ḥujjat al-kalām,,,,,,حجة الكلام,(7) 20 pp.  This is the ninth part of a theological treatise.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nwz2s,ark:/21198/zz000sw7hn,7,Needs Review,ChildWork,,1,,,pd,,,,,,,"Jurjānī, ʿAlī ibn Muḥammad, $c al-Sayyid al-Sharīf, $d 1340-1413",,,,,Arabic,Naskh,,,Ḥāshīyat Sharḥ al-Hidāyah,,,[1---],,,حاشية شرح الهداية,(1) Commentary on a treatise by Bukhari.  Authorship uncertain. 10th/11th C. AH (DP),,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nwz39,ark:/21198/zz000sw7hn,7,Needs Review,ChildWork,,2,,,pd,"Islam $x Doctrines $v Early works to 1800|~|Nasafī, ʿUmar ibn Muḥammad, $d 1068?-1142. $t ʿAqāʾid",,,,,,"Taftāzānī, Masʿūd ibn ʿUmar, $d 1322-1389? $t Kitāb al-Tahdhīb al-Manṭiq wa al-Kalām",,,,,Arabic,,,,Ḥāshīyat Sharḥ al-ʿAqāʾid al-nasafīyah,,,[1---],,,حاشية شرح العقائد النسفية,(2) Commentary on a treatise on theological principles by Nasafī. 10th/11th C. AH (DP),,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nx8nc,ark:/21198/zz000sw7ss,7,Needs Review,ChildWork,,1,,,pd,Islamic law $x Interpretation and construction $v Early works to 1800|~|Arabic poetry,,,"Baḥr al-ʿUlūm, Muḥammad Mahdī ibn Murtaḍá, $d 1742 or 3-1797 or 8",,,,,,,,Arabic,Naskh,,,al-Durrah,,,[18--?],,,الدرة,(2) Verse treatise on jurisprudence.  13th C. AH (DP),,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nx8pw,ark:/21198/zz000sw7ss,7,Needs Review,ChildWork,,2,,,pd,Uṣūlīyah|~|Judgments (Islamic law),,,,,,,,,,,Arabic,Naskh,,,al-Taqrīrāt fī uṣūl al-fiqh,,,[18--?],,,التقريرات في اصول الفقه,(1) Legal decisions; handbook of usuli jurisprudence.  Author unknown. 13th C. AH (DP),,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nx8sf,ark:/21198/zz000sw8f3,7,Needs Review,ChildWork,,1,,,pd,"Astronomy $v Early works to 1800|~|Jighmīnī, Maḥmūd ibn Muḥammad, $d d. 1221? $t Mulakhkhaṣ fī al-hayʾah",,,,,,"Qāḍīʹzādah, Musá ibn Muḥammad, $d d. ca. 1436",,,,,Arabic,Naskh,,,Sharḥ al-Mulakhkhaṣ,,,993 [1585 or 1586],,,شرح الملخص,"(2) Commentary on Jaghmīnī’s Mulakhkhaṣ fī al-hayʾah, a treatise on astronomy.",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nx8tz,ark:/21198/zz000sw8f3,7,Needs Review,ChildWork,,2,,,pd,"Astronomy $v Early works to 1800|~|Jighmīnī, Maḥmūd ibn Muḥammad, $d d. 1221? $t Mulakhkhaṣ fī al-hayʾah|~|Qāḍīʹzādah, Mūsá ibn Muḥammad, $d d. ca. 1436. $t Sharḥ al-Jighmīnī",,,,,,"Tanījānī, ʿAbd al-Khāliq ibn Muḥammad",,,,,Arabic,Naskh,,,Ḥāshīyat Sharḥ al-Mulakhkhaṣ,,,993 [1585 or 1586],,,حاشية شرح الملخص,"(1) Glosses on the commentary in (2) on Jaghmīnī’s Mulakhkhaṣ fī al-hayʾah, a treatise on astronomy.  Attributed by DP (703) to *ʿAbd al-Khāliq b. Muḥammad Tanījānī.",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nxfkr,ark:/21198/zz000sw8xb,7,Needs Review,ChildWork,,1,,,pd,Shīʿah $x Doctrines $v Early works to 1800|~|Reward (Islamic law) $v Early works to 1800,,,"Ibn Bābawayh al-Qummī, Muḥammad ibn ʿAlī, $d 918 or 19-991 or 2",,,,,,,,,,,,Thawāb al-aʿmāl,,,,,,ثواب العمال,(1) Treatise on recompense for (good) acts by the famous Shi'ite traditionist.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nxfm8,ark:/21198/zz000sw8xb,7,Needs Review,ChildWork,,2,,,pd,Shīʿah $x Doctrines $v Early works to 1800|~|Punishment (Islamic law) $v Early works to 1800,,,"Ibn Bābawayh al-Qummī, Muḥammad ibn ʿAlī, $d 918 or 19-991 or 2",,,,,,,,,,,,ʿIqāb al-aʿmāl,,,,,,عقاب العمال,"(2) Treatise on punishment of (bad) acts, by the famous Shi'ite traditionist.",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nxfns,ark:/21198/zz000sw90v,7,Needs Review,ChildWork,,1,,,pd,"Arabic fiction|~|Philosophy, Islamic $v Early works to 1800",,,,,,,,,,,,,,,Min rasāʾil Ikhwān al-Ṣafāʾ,,,,,,من رسائل اخوان الصفاء,(2) Selections from the Rasāʾil.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nxfp9,ark:/21198/zz000sw90v,7,Needs Review,ChildWork,,2,,,pd,"Koran $v Commentaries $v Early works to 1800|~|Bayḍāwī, ʻAbd Allāh ibn ʻUmar, $d d. 1286? $t Anwār al-tanzīl wa-asrār al-taʻwīl",,,"Siyālkūtī, ʿAbd al-Ḥakīm ibn Shams al-Dīn, $d d. 1656",,,,,,,,,,,,Ḥāshīyat Anwār al-tanzīl,,,,,,حاشية انوار التنزيل,(3) Glosses on Bayḍāwī's famous Quranic commentary.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nxfqt,ark:/21198/zz000sw90v,7,Needs Review,ChildWork,,3,,,pd,"Koran. $p Sūrat al-Baqarah, 255 $v Commentaries",,,,,,,,,,,,,,,Tafsīr Āyat al-Kursī,,,,,,تفسير آية الكرسي,"(1) Commentary on the Throne Verse (2.255), attributed by DP (703) to Ṣadrā-yi Shīrāzī Qummī.",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nzf50,ark:/21198/zz000sw92w,7,Needs Review,ChildWork,,1,,,pd,"Eternity $v Early works to 1800|~|Philosophy, Iranian $v Early works to 1800",,,"Dāmād, Muḥammad Bāqir ibn Muḥammad $d d. 1631?",,,,,,,,,,,,al-Īmāḍāt,,,1012 [1603 or 1604],,,الايماضات,(1) Philosophical treatise by the founder of the Isfahani school of philosophy; this treatise covers his unique theory of the eternal generation of the world.  There's an incomplete introduction on the title page.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nzf6h,ark:/21198/zz000sw92w,7,Needs Review,ChildWork,,2,,,pd,Islam $x Prayers and devotions $v Early works to 1800,,,"Dāmād, Muḥammad Bāqir ibn Muḥammad $d d. 1631?",,,,,,,,,,,,al-Taqdīsāt,,,,,,التقديسات,(2) Book of devotions.  Incomplete.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nzkk4,ark:/21198/zz000sw93d,7,Needs Review,ChildWork,,1,,,pd,"Islamic law $x Interpretation and construction $v Early works to 1800|~|Uṣūlīyah $v Early works to 1800|~|Ibn al-Shahīd al-Thānī, al-Ḥasan, $d 1551 or 2-1602 or 3. $t Maʿālim al-Dīn",,,,,,"Bahbahānī, Muḥammad Bāqir ibn Muḥammad Akmal, $d 1706 or 7-1791 or 2",,,,,Arabic,Naskh,,,Ḥāshīyat al-Maʿālim,,,1236 [1820 or 1821],,,حاشية المعالم,(4) Another commentary on the Usuli text on jurisprudence.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nzkmn,ark:/21198/zz000sw93d,7,Needs Review,ChildWork,,3,,,pd,Arabic poetry|~|Islamic law $x Interpretation and construction|~|Uṣūlīyah,,,,,,,,,,,Arabic,Naskh,,,al-Durar al-fiqhīyah,,,1234 [1818 or 1819],,,الدرر الفقهية,(2) 5pp.  Poem on usuli jurisprudence.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nzkn5,ark:/21198/zz000sw93d,7,Needs Review,ChildWork,,4,,,pd,"Islamic law $x Interpretation and construction $v Early works to 1800|~|Uṣūlīyah $v Early works to 1800|~|Ibn al-Shahīd al-Thānī, al-Ḥasan, $d 1551 or 2-1602 or 3. $t Maʿālim al-Dīn",,,,,,"Shīrwānī, Muḥammad ibn al-Ḥasan, $d d. 1687 ",,,,,Arabic,Naskh,,,Ḥāshīyat al-Maʿālim,,,1235 [1819 or 1820],,,حاشية المعالم,(3) Another commentary on the Usuli text on jurisprudence.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001nzkpp,ark:/21198/zz000sw93d,7,Needs Review,ChildWork,,2,,,pd,"Islamic law $x Interpretation and construction $v Early works to 1800|~|Arabic poetry|~|Uṣūlīyah $v Early works to 1800|~|Ibn al-Shahīd al-Thānī, al-Ḥasan, $d 1551 or 2-1602 or 3. $t Maʿālim al-Dīn",,,,,,,,,,,Arabic,Naskh,,,Ḥāshīyat al-Maʿālim,,,1234 [1818 or 1819],,,حاشية المعالم,"(1) Glosses on the Usuli text on jurisprudence by the son of al-Shahid al-Thani, attributed by DP to Khalīfat Sulṭān (aka Sayyid Ḥusayn, d. 1066 CE; cannot find LOC auth record).",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001pd90q,ark:/21198/zz000sw97g,7,Needs Review,ChildWork,,1,,,pd,"Muḥammad, $c Prophet, $d d. 632",,,,,,,,,,,Persian,Nastaʿlīq,,,Tārīkh-i payāmbar,,,[17--?],,,تاریخ پیامبر,(2) Biography of the Prophet.  Incomplete: beginning and ending missing. 12th C. AH (DP),,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001pd917,ark:/21198/zz000sw97g,7,Needs Review,ChildWork,,2,,,pd,Hadith (Shiites) $v Texts $v Early works to 1800,,,"Kulaynī, Muḥammad ibn Yaʿqūb, $d d. 941? ",,,,,,,,Arabic,Naskh,,,al-Kāfī,,,[17--?],,,الكافي,"(1) Pieces from two books of the famous compilation of Shi'ite hadith, on ḥayḍ and zakāh.  Incomplete; fragments, really. 12th C. AH (DP)",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001ppkkz,ark:/21198/zz000sw9np,7,Needs Review,ChildWork,,1,,,pd,Imams (Shiites) $v Early works to 1800|~|Infallibility (Philosophy) $v Early works to 1800|~|Prophets $v Early works to 1800,,,"Sharīf al-Murtaḍá, ʿAlam al-Huda ʿAlī ibn al-Ḥusayn, $d 966-1044 or 5",,,,,,,,,,,,Tanzīh al-anbiyāʾ wa-al-aʾimmah,,,934 [1527 or 1528],,,تنزيه الانبياء و الائمة,(1) Treatise on the infallibility of the prophets and imams.  Note date is quite different from the rest of the majmu'ah.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001ppkn0,ark:/21198/zz000sw9np,7,Needs Review,ChildWork,,2,,,pd,"Hadith (Shiites) $v Texts $v Early works to 1800|~|Islamic sermons, Arabic $v Early works to 1800",,,"ʿAlī ibn Abī Ṭālib, $c Caliph, $d 600 (ca.)-661",,,,,,,,,,,,Khuṭbat al-bayān,,,,,,خطبة البيان,(2) 11 pages.  Copy of the so-called sermon of 'Ali.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001v0t15,ark:/21198/zz000wq00h,7,Needs Review,ChildWork,,1,,,pd,,,,"Shahīd-i Avval, Muḥammad ibn Makkī (A.D. 1333 or 4-1380)",,,,,,,,Arabic,Nastaʿlīq,,,Al-Alfīyah,,,1091 AH,,,الالفية,(1) Verse treatise on Shi'ite jurisprudence.,,,,,,,,,,,,,,,
