Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Visibility,Thumbnail,Subject.conceptTopic,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Name.subject,Subject,Subject.descriptiveTopic,Name.repository,Rights.servicesContact,Language,Name.photographer,Name.donor,Name.correspondent,Subject geographic,Name.recipient,Rights.rightsHolderContact,Name.creator,Local identifier,Title,Description.abstract,Description.note,Alt ID.local,Summary,Date.normalized,Date.creation,Format.extent,Coverage.geographic,Description.caption,Description.latitude,Description.longitude,Alt ID.url,AltTitle.other,Note,Relation.isPartOf,Opac url,Finding Aid URL,IIIF Manifest URL
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025phq7,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025phq7%2Fqv23xx5x,,still image,copyrighted,unknown,Black-and-white photographs,"Sissle, Ethel",Lifestyle|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 3 Folder 2,"Ethel Sissle, after the birth of her child with Noble Sissle, New York, 1940s?",,"Ethel Sissle during the period she was married to composer and bandleader Noble Sissle. It is possible this photograph was taken while she was in the hospital in New York after the birth of one of the Sissle's children.|~|All information concerning the content and description of the image was provided by Walter Gordon.|~|Photograph is torn. On the back, the name of the photographer (Haberman) with an address on W. 40th St. is partially visible.",YRLSC_gordonphotos_0441,"Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.",1940/1949,[1940s?],1 photograph : b&w,New York (State)--New York.,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025phq7/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025phxb,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025phxb%2Frx41083w,,still image,copyrighted,unknown,Black-and-white photographs,,Legal,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Sheffield Studio,,,,,,,Collection 1867 Box 3 Folder 2,"Photograph taken in connection with a legal action, Los Angeles, 1950s",,"Attorney Walter L. Gordon, Jr. believes this photograph was taken as documentation in connection with a legal action for unlawful detainment.|~|All information concerning the content and description of the image was provided by Walter Gordon.",447|~|YRLSC_gordonphotos_0447,,1950/1959,[1950s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025phxb/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pj1c,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pj1c%2F1261zj0z,,still image,copyrighted,unknown,Black-and-white photographs,"Honoré, Beulah, $d 1908-1985|~|McCullough, Liz",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Cutler, George M. (George Miles), $d 1901-1949",,,,,,,Collection 1867 Box 3 Folder 2,"Beulah Honoré, Liz McCullough and others, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Beulah Honoré (standing, center), Liz McCullough (seated on the left), man from Montgomery, Alabama.",451|~|YRLSC_gordonphotos_0451,"Liz McCullough came to Los Angeles to visit her boyfriend (he had moved from Chicago to L.A. to start a tombstone business).|~|Beulah Honoré, a former dancer with the Regalettes in Chicago, and also an interior designer and milliner, was married to Gideon Honoré, a member of Duke Ellington's orchestra.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pj1c/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pj80,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pj80%2Fhv46290v,Boxing managers $z California $z Los Angeles|~|Bookmakers (Gambling) $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"North, Kid|~|Moore, George, $c boxing manager|~|Williams, Fred C., $d 1875-1950|~|Kinley, Bruce, $d b. 1882 or 83",Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Sheffield Studio,,,,,,,Collection 1867 Box 3 Folder 2,"Sportsmen and gamblers relaxing, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|A group of men are congregated at a bar, inside of the home of a barber. The barber  (name unknown) is standing behind the bar, second from the right. Kid North is to the left of the barber. Guy Hart is seated at the bar, second from the right, with George Moore to the fight, at the end. Fred Williams, wearing sunglasses, is seated at the center of the bar, with Bruce Kinley (from Chicago) seated directly behind him. The other men in the photo are unidentified.",YRLSC_gordonphotos_0461,Kid North was a well-known expert on racehorses. He is said to have recommended that Charles S. Howard purchase the racehorse Seabiscuit.|~|George Moore was a boxing promoter.|~|Fred Williams was a politician.,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pj80/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pjj4,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pjj4%2Fbh91654w,African American lawyers--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Gordon, Walter L., $c Jr., $d 1908-2012",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Elson-Alexandre (Firm),,,,,,,Collection 1867 Box 4 Folder 2,"Walter L. Gordon, Jr., Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Stamp on back of photo: ""Elson-Alexandre Portrait Division, Western Photographic Service, 108 West 6th Street, Los Angeles 14, Calif.""",470|~|YRLSC_gordonphotos_0470,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,"Inscription on back of photo: ""#13-Walter Gordon, Jr. @1950""",,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pjj4/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pjm5,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pjm5%2Fhv77sp1m,,still image,copyrighted,unknown,Black-and-white photographs,"Gordon, Walter L., $c Jr., $d 1908-2012",Legal,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Sheffield Studio,,,,,,,Collection 1867 Box 3 Folder 3,"Photograph taken in connection with a legal action, Los Angeles, 1950s",,"Attorney Walter L. Gordon, Jr. believes this photograph was taken as documentation in connection with a legal action for unlawful detainment.|~|All information concerning the content and description of the image was provided by Walter Gordon.",472|~|YRLSC_gordonphotos_0472,,1950/1959,[1950s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pjm5/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pkc1,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pkc1%2Fqr404n1z,,still image,copyrighted,unknown,Black-and-white photographs,"Gant, Bess M., $d 1896-1962|~|Key, Alyce, $d 1911-2010|~|Hampton, Lionel|~|Hampton, Gladys",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Cutler, George M. (George Miles), $d 1901-1949",,,,,,,Collection 1867 Box 3 Folder 3,"Lionel and Gladys Hampton, Alyce Key, and Bessie Gant, Los Angeles, 1940s",,"L to R: Lionel Hampton, Alyce Key, Bessie Gant (Pittsburgh Courier), and Gladys Hampton.|~|All information concerning the content and description of the image was provided by Walter Gordon.",495|~|YRLSC_gordonphotos_0495,"Bessie M. Gant was a culinary authority and columnist from the Pittsburgh Courier.|~|Alice Key was a showgirl who later became a journalist, community activist, and political leader.|~|Lionel Leo Hampton was an American jazz vibraphonist, pianist, percussionist, bandleader and actor.|~|George Cutler was a commercial photographer.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pkc1/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pkjm,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pkjm%2F7s94mw71,,still image,copyrighted,unknown,Black-and-white photographs,"Jackson, Vivian, $d b. 1916 or 17",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Merriman, Ted",,,,,,,Collection 1867 Box 3 Folder 4,"Vivian Jackson posing with two other women, Los Angeles, 1940s",,Vivian Jackson (of the Jackson twins) is wearing a plaid outfit.|~|All information concerning the content and description of the image was provided by Walter Gordon.,500|~|YRLSC_gordonphotos_0500,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pkjm/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pkws,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pkws%2Fr170dt4f,African American physicians--California--Los Angeles|~|African American models $z California $z Los Angeles|~|African American businesspeople $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Towles, Dorothea, $d 1922-2006|~|Spurlock, Herman|~|Shumate, Lincoln. $d 1915-2013",Lifestyle|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Merriman, Ted",,,,,,,Collection 1867 Box 3 Folder 4,"Herman Spurlock, Dorothea Towles, and Lincoln Shumate in the audience, Los Angeles, 1940s",,"Seated left to right in the same row: Herman Spurlock, Dorothea Towles, and Dr. Lincoln Shumate.|~|All information concerning the content and description of the image was provided by Walter Gordon.",512|~|YRLSC_gordonphotos_0512,"Dr. Lincoln Shumate was a prominent Los Angeles doctor.|~|Dorothea Towles Church was the first successful African American fashion model in Paris, modeling on the runways of Christian Dior and Elsa Schiaparelli in the 1950s. She also modeled in Manhattan for several years. Before embarking on her modeling career, she earned a master's degree in education fron the University of Southern California.|~|Herman Spurlock was known for putting together shows and entertainment for nightclubs and fundraisers. He was well known on Central Avenue",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pkws/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pm4w,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pm4w%2Fxm964z9t,African American businesspeople $z California $z Los Angeles|~|African American barbers $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Browne, Spencer, $d 1904-1991",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Sheffield Studio,,,,,,,Collection 1867 Box 3 Folder 4,"Barber Spencer Browne and his wife, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,520|~|YRLSC_gordonphotos_0520,"Spencer James Browne was born and raised in 1904 in Texas, and later attended Howard University. He was a successful barber, opening his first shop on Central Avenue in 1932, and his second shop on Western in the late 1950s. He also opened a restaurant in Santa Ana in 1943.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pm4w/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pmb0,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pmb0%2Fvt04dg7t,African American lawyers--California--Los Angeles|~|African American fire fighters $z California $z Los Angeles|~|African American real estate agents $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Cannady, George E., $d 1913-1968|~|Cannady, Camille, $d 1916-2009",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Merriman, Ted",,,,,,,Collection 1867 Box 3 Folder 5,"George and Camille Cannady, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,526|~|YRLSC_gordonphotos_0526,"George Cannady started out as a firefighter, at a time when African American firefighters were rare. Later he went into the real estate business, and later still he became a lawyer. He died in 1968.|~|Camille Cannady, the wife of George Cannady, acted in local theater and wrote an occasional column for the Sentinel called ""About people and things.""",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pmb0/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pmt7,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pmt7%2Fr074bw9v,,still image,copyrighted,unknown,Black-and-white photographs,,Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 3 Folder 5,"Two unidentified African American women, Los Angeles, 1940s",,"Unidentified African American woman (Dr. Dickerson Hawkins' secretary?) seated and playing a piano, and an unidentifed woman standing next to it.|~|All information concerning the content and description of the image was provided by Walter Gordon.",540|~|YRLSC_gordonphotos_0540,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pmt7/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pn09,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pn09%2F0802t56m,Singers $z United States|~|African American lawyers--California--Los Angeles|~|African American women singers,still image,copyrighted,unknown,Black-and-white photographs,"Holiday, Billie, $d 1915-1959|~|Gordon, Walter L., $c Jr., $d 1908-2012",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,McLain's Photo Service,,,,,,,Collection 1867 Box 3 Folder 5,"Walter L. Gordon, Jr. and Billie Holiday, Los Angeles, 1949",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|In 1949, Billie Holiday and her manager Joe Levy were charged with assaulting a man who had harassed Holiday during a concert. Attorney Walter L. Gordon, Jr. was able to have the charges against Holiday dismissed.|~|Stamp on back of photo: ""McLain's Photo Service, 24 Hour Service, 1168 East 47th Place, AD 1-9732 Los Angeles 11, Calif.""",YRLSC_gordonphotos_0545,"Walter L. Gordon, Jr. was an African American attorney in Los Angeles.",1949,1949,1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pn09/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pn2b,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pn2b%2Ft2156z68,African American jazz musicians--California--Los Angeles|~|African American actors $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Jeffries, Herb",Entertainment|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 3 Folder 6,"Herb Jeffries performing in Los Angeles, 1940s",,Jazz musician and actor Herb Jeffries stands at a microphone. The other musicians in the photograph are unidentified.|~|All information concerning the content and description of the image was provided by Walter Gordon.,547|~|YRLSC_gordonphotos_0547,"Herb Jeffries was the first African American actor to star in American western films, such as ""Harlem on the Prairie""; he was known as the ""Bronze Buckaroo."" ""Race movies"" such as these were among the first to depict African Americans as something other than subservient characters such as servants. He retired from acting in 1939, and went on to sing and tour with Duke Ellington's orchestra.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,"The name ""Elihu McGee"" is written on the back of the photograph, but appears to have nothing to do with the image.",,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pn2b/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pn3v,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pn3v%2F3j93pq7c,African American actors $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Green, Eddie, $d 1901-1950",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 3 Folder 6,"Eddie Green of Duffy's Tavern, Los Angeles, 1940s",,Eddie Green is pictured standing at a microphone; the others in the photograph are unidentified.|~|All information concerning the content and description of the image was provided by Walter Gordon.,548|~|YRLSC_gordonphotos_0548,Eddie Green played the character Eddie the waiter on the radio program Duffy's Tavern.,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pn3v/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pnbg,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pnbg%2Fgx75qq8x,African American singers|~|African American lawyers--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Honoré, Beulah, $d 1908-1985|~|Green, Madeline|~|Creswell, Maudine Simmons, $d b. 1912 or 13|~|McCullough, Liz|~|Gordon, Walter L., $c Jr., $d 1908-2012|~|Dancer, Earl, $d 1895-1963|~|Thomas, Andrew",Entertainment|~|Lifestyle|~|People|~|Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Matthews Photographic & News Service,,,,,,,Collection 1867 Box 4 Folder 2,"Walter L. Gordon, Jr., out with a group, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|L to R: Andrew Thomas, Elizabeth (Liz) McCullough (visiting from Chicago), Walter L. Gordon, Jr., Madeline Green, Earl Dancer, Beulah Honoré, and Maudine Simmons Creswell.",555|~|YRLSC_gordonphotos_0555,"Andrew Thomas worked as an investigator and interviewer with attorney Walter L. Gordon, Jr.|~|Beulah Honoré, a former dancer with the Regalettes in Chicago, and also an interior designer and milliner, was married to Gideon Honoré, a member of Duke Ellington's orchestra.|~|Earl Dancer was a theatrical promoter, who helped to catapult Ethel Waters to stardom.|~|Madeline Green was a ""songbird,"" a singer who worked with Earl Hines and Lionel Hampton. She died in Cleveland in 1976.|~|Maudine Simmons Creswell may have been married to Nelson Creswell; she answered to either Maudine Simmons or Maudine Creswell.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pnbg/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pnjk,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pnjk%2Fg646r59f,,still image,copyrighted,unknown,Black-and-white photographs,"Houston, Arthur, $c Jr. |~|Spurlock, Herman",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Cutler, George M. (George Miles), $d 1901-1949",,,,,,,Collection 1867 Box 3 Folder 6,"Arthur Houston, Herman Spurlock and others at a party, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Second row: Arthur Houston (2nd from L), Herman Spurlock (3rd from L).",YRLSC_gordonphotos_0561,"Arthur Houston started out with a small barbershop and pool hall, and later became a licensed real estate broker and contractor. He opened the Crescent Insurance Agency on Central Avenue (across from the Dunbar Hotel) and later a real estate and construction company at a different location. He was also appointed a Real Estate Commissioner for the State of  California later in his career. He was active in the Phi Beta Sigma fraternity, and participated in anti-segregation efforts in Los Angeles and neighboring areas.|~|Herman Spurlock, well known on Central Avenue, made a living putting together shows and entertainment for nightclubs and fundraisers.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pnjk/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pnx8,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pnx8%2Fp373bb18,Jazz musicians $z United States|~|African American lawyers--California--Los Angeles|~|African American jazz musicians|~|Surgeons $z United States|~|African American surgeons,still image,copyrighted,unknown,Black-and-white photographs,"Gordon, Walter L., $c Jr., $d 1908-2012|~|Drew, Charles, $d 1904-1950|~|Hampton, Lionel",Lifestyle|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 4 Folder 2,"Walter L. Gordon, Jr., Lionel Hampton, and Charles Drew at the Plantation Club, Los Angeles, late 1940s",,"Left to right: Walter L. Gordon, Jr., Lionel Hampton, and Charlie Drew.|~|Taken at Fatty Arbuckle's Plantation Club, in the 11700 block of Washington Blvd. in Culver City.|~|All information concerning the content and description of the image was provided by Walter Gordon.",YRLSC_gordonphotos_0572,"Walter L. Gordon, Jr. was an African American attorney in Los Angeles.|~|Lionel Hampton was an African American jazz musician and bandleader.|~|Charles Drew was an African American physician and surgeon who performed valuable medical research that improved the practice of blood transfusions and  the storage of blood, allowing for the development of large-scale blood banks during World War II.",1945/1950,[late 1940s?],1 photograph : b&w,California--Los Angeles,,33.9997709,-118.4179541,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pnx8/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025px47,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025px47%2Fg638pz30,Horse racing $z California $z Los Angeles County $v Periodicals.,still image,copyrighted,unknown,dailies (publications),,Sports,,"University of California, Los Angeles. $b Library Special Collections",,eng,,,,,,,,Collection 1867 Box 6 Folder 3,"National daily sports, April 11, 1951",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Daily ""scrap sheet"" for Los Angeles horse racing.",YRLSC_gordonphotos_0794_a,,1951-04-11,"April 11, 1951",4 p.,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025px47/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025px5r,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025px5r%2Ffv93q747,Horse racing $z California $z Los Angeles County $v Periodicals.,still image,copyrighted,unknown,dailies (publications),,Sports,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 6 Folder 3,"National daily sports, April 9, 1951",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Daily ""scrap sheet"" for Los Angeles horse racing.",YRLSC_gordonphotos_0795_a,,1951-04-09,"April 9, 1951",4 p.,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025px5r/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025px68,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025px68%2F5216th68,African American lawyers $z Illinois $z Chicago,still image,copyrighted,unknown,programs (documents),"Mann, Jesse B., $d 1913-1988",Media,,"University of California, Los Angeles. $b Library Special Collections",,eng,,,,,,,,Collection 1867 Box 6 Folder 3,"Funeral program for Jesse B. Mann, Chicago, October 1988",,"Funeral took place in Cage Memorial Chapel, Chicago and interment took place at Burr Oak Cemetery, Chicago.|~|All information concerning the content and description of the image was provided by Walter Gordon.",796|~|YRLSC_gordonphotos_0796,"Jesse Bowman Mann was born on September 3, 1913 in Greenville, MS. He relocated to Chicago when he was a child and went to college at Howard University and studied law at Northwestern University. He practiced law in Chicago for almost fifty years. He was also a member of the Alpha Phi Alpha Fraternity.",1988-09-30/1988-10-05,"[October 5, 1988?]",1 program ([4] p.),Illinois--Chicago,,41.7556601,-87.5759322,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025px68/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025px7s,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025px7s%2F9q69kx8j,Nightclubs $z California $z Los Angeles,still image,copyrighted,unknown,color lithographs,"Club Congo (Los Angeles, Calif.)",Business,,"University of California, Los Angeles. $b Library Special Collections",,eng,,,,,,,,Collection 1867 Box 6 Folder 3,"Souvenir photograph folder from Club Congo, Los Angeles, 1940s",,"Text from front of folder: Club Congo, 4215 S. Central Ave, Los Angeles, Calif.Smaller text credits lithograph to Westerfield.|~|Lithograph depicts stylized depictions of African dancer and drummer.|~|All information concerning the content and description of the image was provided by Walter Gordon.",797|~|YRLSC_gordonphotos_0797,,1940/1949,[1940s?],1 folder : color illustration,California--Los Angeles,Lower right corner of lithograph: LITHOGRAPH - WESTERFIELD,34.007013,-118.2564992,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025px7s/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025px9t,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025px9t%2Fpz64zf1m,African American Greek letter societies $z California $z Los Angeles,still image,copyrighted,unknown,invitations,Kappa Alpha Psi Fraternity,Media,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 6 Folder 3,"Invitation to Kappa Alpha Psi's annual Black and White Dance, November 25, 1949",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0799,,1949-11,"November, 1949",1 photograph : b&w,California--Los Angeles,"Los Angeles Alumni, Upsilon and Beta Omega chapters of Kappa Alpha Psi Fraternity request the honor of your presence at their annual Black and White Dance, Avalon Ballroom, Spring Street at 9th, Friday, November 25, 1949, 10 p.m. to 3 a.m.. Formal; dress strictly limited to black and -or- white.",,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025px9t/manifest
