Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,Delete in Title,Type.genre,Type.typeOfResource,Subject.descriptiveTopic,Rights.copyrightStatus,Rights.statementLocal,Rights.publicationStatus,Name.subject,Name.landscapeArchitect,Name.illustrator,Rights.countryCreation,Rights.rightsHolderContact,Rights.servicesContact,Name.architect,Language,Subject.conceptTopic,Name.repository,Name.photographer,Name.artist,Name.creator,Name.designer,Rights.permission,Subject topic,Name.engineer,Relation.isPartOf,Description.caption,Description.note,AltTitle.other,Relation.relatedTo,Coverage.geographic,Date.normalized,Format.dimensions,Date.creation,Description.fundingNote,Format.extent,Title,Alt ID.local,Description.latitude,Description.longitude,AltTitle.uniform,Format.medium,Description.contents,Description.adminnote,Opac url,Description.abstract,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz00090kdg,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/21198-zz00090kdg-1-master.tif,10,,,,Black-and-white photographs,still image,gardens|~|garden walks,copyrighted|~|unknown,Rights owned by the Regents of the University of California,unknown,"Alfred E. Dieterich Residence (Montecito, Calif.)","De Forest, Lockwood, III $d 1896-1949",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,People|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"The estate was created in 1929-1930. The architect of the house was Addison C. Mizner and the gardens were designed by Lockwood De Forest. Named Casa Bienvenida by its first owner, A. E. Dietrich, the estate is currently known as Park Lane.|~|Densely inhabited succulent garden with bedded and potted plants and stone path.|~|Handwriting on back of photograph states: A.E. Dietrich - succulent garden  Montecito - 3/28/1931",,ark:/21198/zz002b6bj1 (negative),California--Montecito,1931-03-28,10 x 13 cm. (4 x 5 in.),"March 28, 1931",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"Alfred E. Dieterich residence, view of succulent garden with stone path, Montecito, 1931",clus_1411_Dietrich_2,34.441087,-119.617115,Alfred E. Dieterich residence,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090kdg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090kdg/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz00090kf0,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/21198-zz00090kf0-1-master.tif,11,,,,Black-and-white photographs|~|exterior views,still image,dwellings|~|trees|~|reflecting pools |~|fountains |~|garden furniture,copyrighted|~|unknown,Rights owned by the Regents of the University of California,unknown,"James Waldron Gillespie residence (Montecito, Calif.)","Goodhue, Bertram Grosvenor, 1869-1924",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Goodhue, Bertram Grosvenor, 1869-1924",,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,People|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Handwriting on back of photograph states: Gillespie - Montecito 8/27/32,"Also known as El Fureidis, the Gillespie residence and grounds, built in 1906, were designed by the architect Bertram Grosvenor Goodhue. The grounds of the ten acre estate were modeled on Persian style water gardens.|~|View of a parterre of four geometric pools around a central fountain, facing towards palm trees and house",James Waldron Gillespie residence,ark:/21198/zz002b6bvp (negative),California--Montecito,1932-08-27,10 x 13 cm. (4 x 5 in.),"August 27, 1932",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"James Waldron Gillespie residence, view towards fountain with pool parterre and house, Montecito, 1932",clus_1411_Gillespie_1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090kf0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090kf0/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz00090kgh,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/21198-zz00090kgh-1-master.tif,12,,,,Black-and-white photographs,still image,gardens,copyrighted|~|unknown,Rights owned by the Regents of the University of California,unknown,"James Waldron Gillespie residence (Montecito, Calif.)","Goodhue, Bertram Grosvenor, 1869-1924",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,People|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Handwriting on back of photograph states: Gillespie - Montecito 8/27/32,"Also known as El Fureidis, the Gillespie residence and grounds, built in 1906, were designed by the architect Bertram Grosvenor Goodhue. The grounds of the ten acre estate were modeled on Persian style water gardens.|~|View towards brick pathway with fountain in distance",James Waldron Gillespie residence,ark:/21198/zz002b6bz7 (negative),California--Montecito,1932-08-27,10 x 13 cm. (4 x 5 in.),"August 27, 1932",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"James Waldron Gillespie residence, view towards brick pathway, Montecito, 1932",clus_1411_Gillespie_2,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090kgh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090kgh/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz00090kh1,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/21198-zz00090kh1-1-master.tif,13,,,,Black-and-white photographs,still image,gardens|~|pergolas|~|fountains ,copyrighted|~|unknown,Rights owned by the Regents of the University of California,unknown,"James Waldron Gillespie residence (Montecito, Calif.)","Goodhue, Bertram Grosvenor, 1869-1924",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,People|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwriting on back of photograph states: J.W. Gillespie -- Montecito, Calif. 8/27/32","Octagonal fountain with bowl on pedestal in center, beneath pergola with brick pavement with dense foliage including palm tree visible beyond|~|Also known as El Fureidis, the Gillespie residence and grounds, built in 1906, were designed by the architect Bertram Grosvenor Goodhue. The grounds of the ten acre estate were modeled on Persian style water gardens.",James Waldron Gillespie residence,ark:/21198/zz002b6bxq (negative),California--Montecito,1932-08-27,10 x 13 cm. (4 x 5 in.),"August 27, 1932",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"James Waldron Gillespie residence, fountain under pergola, Montecito, 1932",clus_1411_Gillespie_3,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090kh1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090kh1/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz00090kjj,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/21198-zz00090kjj-1-master.tif,14,,,,Black-and-white photographs,still image,trees|~|gardens|~|reflecting pools |~|fountains |~|courtyards,copyrighted|~|unknown,Rights owned by the Regents of the University of California,unknown,"James Waldron Gillespie residence (Montecito, Calif.)","Goodhue, Bertram Grosvenor, 1869-1924",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,People|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Handwriting on back of photograph states: Gillespie - Montecito 8/27/32,"Also known as El Fureidis, the Gillespie residence and grounds, built in 1906, were designed by the architect Bertram Grosvenor Goodhue. The grounds of the ten acre estate were modeled on Persian style water gardens.|~|View of a parterre of four geometric pools around a central fountain, facing away from the house towards trees, including palm trees",James Waldron Gillespie residence,ark:/21198/zz002b6bw6 (negative),California--Montecito,1932-08-27,10 x 13 cm. (4 x 5 in.),"August 27, 1932",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"James Waldron Gillespie residence, view from house towards fountain with pool parterre, Montecito, 1932",clus_1411_Gillespie_4,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090kjj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090kjj/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz00090kk2,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/21198-zz00090kk2-1-master.tif,15,,,,Black-and-white photographs,still image,trees|~|gardens|~|walls,copyrighted|~|unknown,Rights owned by the Regents of the University of California,unknown,"James Waldron Gillespie residence (Montecito, Calif.)","Goodhue, Bertram Grosvenor, 1869-1924",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,People|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"View towards service court (?) bordered by a low wall and ivy-covered concrete posts, with trees beyond|~|Also known as El Fureidis, the Gillespie residence and grounds, built in 1906, were designed by the architect Bertram Grosvenor Goodhue. The grounds of the ten acre estate were modeled on Persian style water gardens.",James Waldron Gillespie residence,ark:/uclamss_1411_0428 (negative),California--Montecito,1932-08-27,10 x 13 cm. (4 x 5 in.),"August 27, 1932",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"James Waldron Gillespie residence, service court (?), Montecito, 1932",clus_1411_Gillespie_5,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090kk2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090kk2/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz00090kmk,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/21198-zz00090kmk-1-master.tif,16,,,,Black-and-white photographs,still image,stairs|~|trees|~|allées |~|gardens|~|pools,copyrighted|~|unknown,Rights owned by the Regents of the University of California,unknown,"James Waldron Gillespie residence (Montecito, Calif.)","Goodhue, Bertram Grosvenor, 1869-1924|~|Cornell, Ralph D.",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,landscape architecture,"University of California, Los Angeles. $b Library Special Collections",,,,,N,People|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Handwriting on back of photograph: J.W. Gillespie - 8/27/32,"Also known as El Fureidis, the Gillespie residence and grounds, built in 1906, were designed by the architect Bertram Grosvenor Goodhue. The grounds of the ten acre estate were modeled on Persian style water gardens.|~|View towards narrow, shallow pool and stairs ascending towards the house within an allée of columnar cypress trees",James Waldron Gillespie residence,ark:/21198/zz002b6c07 (negative),California--Montecito,1932-08-27,10 x 13 cm. (4 x 5 in.),"August 27, 1932",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"James Waldron Gillespie residence, view towards narrow pool and stairway in cypress allée, Montecito, 1932",clus_1411_Gillespie_6,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090kmk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090kmk/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz00090kn3,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/21198-zz00090kn3-1-master.tif,17,,,,Black-and-white photographs|~|exterior views,still image,dwellings|~|hedges|~|gardens|~|forecourts,copyrighted|~|unknown,Rights owned by the Regents of the University of California,unknown,John Percival Jefferson residence,"Thiene, Paul, 1880-1971 ",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Johnson, Reginald Davis Johnson $d 1882-1952 ",,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,People|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Handwriting on back of photograph: J.P. Jefferson - Montecito - 3/28/31,"View towards forecourt, demarcated by clipped hedges, and facade of house with planting beds on either side of the doorway",John Percival Jefferson residence,,California--Montecito,1931-03-28,10 x 13 cm. (4 x 5 in.),"March 28, 1931",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"John Percival Jefferson residence, forecourt, Montecito, 1931",clus_1411_JP_Jefferson_1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090kn3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090kn3/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz00090kpm,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/21198-zz00090kpm-1-master.tif,18,,,,Black-and-white photographs,still image,trees|~|gardens|~|fountains |~|garden walks,copyrighted|~|unknown,Rights owned by the Regents of the University of California,unknown,John Percival Jefferson residence,"Thiene, Paul, 1880-1971 ",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,People|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Handwriting on back of photograph: J.P. Jefferson - Montecito - 3/28/31  Paul G. Thiene - L. Arch.,"View towards brick-paved walkway leading to fountain in walled, brick-paved enclosure",John Percival Jefferson residence,,California--Montecito,1931-03-28,10 x 13 cm. (4 x 5 in.),"March 28, 1931",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"John Percival Jefferson residence, view towards fountain, Montecito, 1931",clus_1411_JP_Jefferson_2,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090kpm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090kpm/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz00090kq4,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/21198-zz00090kq4-1-master.tif,19,,,,Black-and-white photographs,still image,trees|~|gardens|~|reflecting pools |~|statues|~|fountains |~|patios|~|balustrades,copyrighted|~|unknown,Rights owned by the Regents of the University of California,unknown,John Percival Jefferson residence,"Thiene, Paul, 1880-1971 ",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.","MacMonnies, Frederick William, $d 1863-1937",,,N,People|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Handwriting on back of photograph: MacMorris[?] figure J.P. Jefferson garden Montecito 3/28/31,The Jefferson estate was donated to the Music Academy of the West in 1950.The original Macmonnies Bacchante statue belongs to the Metropolitan Museum of Art in New York. The statue was so popular that numerous reproductions of it were cast.|~|View towards house from the reflection pool with a bronze statue of a bacchante and infant faun by Frederick MacMonnies,John Percival Jefferson residence,,California--Montecito,1931-03-28,10 x 13 cm. (4 x 5 in.),"March 28, 1931",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"John Percival Jefferson residence, view towards house from reflection pool with statue of a bacchante by MacMonnies, Montecito, 1931",clus_1411_JP_Jefferson_3,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090kq4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090kq4/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz00090krn,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/21198-zz00090krn-1-master.tif,20,,,,Black-and-white photographs,still image,lawns (landscaped grass)|~|gardens|~|pergolas|~|reflecting pools |~|statues|~|fountains ,copyrighted|~|unknown,Rights owned by the Regents of the University of California,unknown,John Percival Jefferson residence,"Thiene, Paul, 1880-1971 ",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.","MacMonnies, Frederick William, $d 1863-1937",,,N,People|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",,The Jefferson estate was donated to the Music Academy of the West in 1950.The original Macmonnies Bacchante statue belongs to the Metropolitan Museum of Art in New York. The statue was so popular that numerous reproductions  of it were cast.|~|View from house towards patio and  reflection pool with a bronze statue of a bacchante and infant faun by Frederick MacMonnies,John Percival Jefferson residence,,California--Montecito,1931-03-28,10 x 13 cm. (4 x 5 in.),"March 28, 1931",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"John Percival Jefferson residence, pool with statue of a bacchante by MacMonnies, Montecito, 1931",clus_1411_JP_Jefferson_4,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090krn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090krn/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz00090ks5,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/21198-zz00090ks5-1-master.tif,21,,,,Black-and-white photographs,still image,trees|~|hedges|~|lawns (landscaped grass)|~|gardens|~|statues|~|ponds (water) ,copyrighted|~|unknown,Rights owned by the Regents of the University of California,unknown,John Percival Jefferson residence,"Thiene, Paul, 1880-1971 ",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,People|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Handwriting on back of photograph: J.P. Jefferson - Montecito 3/28/31  Paul G. Thiene - Land Arch.,"View towards pond, clipped hedges and  statue of draped Aphrodite with dolphin at end of pond",John Percival Jefferson residence,ark:/21198/zz002b6bt5 (negative),California--Montecito,1931-03-28,10 x 13 cm. (4 x 5 in.),"March 28, 1931",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"John Percival Jefferson residence, pond framed by clipped lawn and clipped hedges, Montecito, 1931",clus_1411_JP_Jefferson_5,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090ks5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090ks5/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz00090ktp,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/21198-zz00090ktp-1-master.tif,22,,,,Black-and-white photographs,still image,trees|~|hedges|~|gardens|~|statues|~|ponds (water) |~|garden walks,copyrighted|~|unknown,Rights owned by the Regents of the University of California,unknown,John Percival Jefferson residence,"Thiene, Paul, 1880-1971 ",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,People|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Handwriting on back of photograph: J.P. Jefferson - Montecito 3/28/31  Paul G. Thiene - Land Arch.,"View towards pond framed by clipped hedges and walkway, with statue of draped Aphrodite with dolphin at end of pond",John Percival Jefferson residence,ark:/21198/zz002b6br4 (negative),California--Montecito,1931-03-28,10 x 13 cm. (4 x 5 in.),"March 28, 1931",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"John Percival Jefferson residence, pond framed by clipped hedges and walkway, Montecito, 1931",clus_1411_JP_Jefferson_6,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090ktp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090ktp/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz00090kv6,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/21198-zz00090kv6-1-master.tif,24,,,,Black-and-white photographs,still image,trees|~|hedges|~|gardens|~|reflecting pools ,copyrighted|~|unknown,Rights owned by the Regents of the University of California,unknown,"Val Verde (Montecito, Calif.)","De Forest, Lockwood, III $d 1896-1949",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,People|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"View of the oval reflecting pool with its box hedge border, and hedges and trees beyond.|~|The Ludington estate, also known as Val Verde, Dias Felices, the Henry Dater house, and the Dr. Warren Austin home  was designed by the architect Bertram Grovenor Goodhue,  constructed in 1918 and then purchased by Charles H. Ludington in 1924. His son, Wright Saltus Ludington (who inherited the estate in 1927 or 1930), engaged the landscape architect Lockwood de Forest to design the gardens in 1925. Retaining the geometry of Goodhue's design and much of the wilderness, Lockwood transformed the gardens over a period of twenty-three  years.|~|Handwriting on back of photograph: photo by Ralph D. Cornell|~|Handwriting on back of photograph: W.S. Ludington - 3/28/37- Montecito Lockwood de Forest - landscape architect",Wright Saltus Ludington residence,ark:/21198/zz002b6bfg (negative),California--Montecito,1931-03-28,10 x 13 cm. (4 x 5 in.),"March 28, 1931",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"Wright Saltus Ludington residence, view of oval reflecting pool, Montecito, 1931",clus_1411_Luddington_1,34.440712183525086,-119.64924573898315,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090kv6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090kv6/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz00090kwq,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/21198-zz00090kwq-1-master.tif,23,,,,Black-and-white photographs,still image,hedges|~|gardens|~|planters (containers)|~|driveways|~|urns,copyrighted|~|unknown,Rights owned by the Regents of the University of California,unknown,John Percival Jefferson residence,"Thiene, Paul, 1880-1971 ",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,People|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Handwriting on back of photograph: J.P. Jefferson,View towards entry way of tree-lined drive fronted by a large urn and clipped hedge on either side,John Percival Jefferson residence,ark:/21198/zz002b6br4 (negative),California--Montecito,1931-03-28,10 x 13 cm. (4 x 5 in.),"March 28, 1931",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"John Percival Jefferson residence, tree lined drive, Montecito, 1931",clus_1411_JP_Jefferson_7,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090kwq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090kwq/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz00090kx7,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/21198-zz00090kx7-1-master.tif,26,,,,Black-and-white photographs|~|exterior views,still image,terraces (landscaped-site elements)|~|hedges|~|garden walks,copyrighted|~|unknown,Rights owned by the Regents of the University of California,unknown,"Val Verde (Montecito, Calif.)","De Forest, Lockwood, III $d 1896-1949",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,People|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Side view of terraced garden leading to the oval reflecting pool, bisected by steps  from the residence to the oval reflecting pool, with grassy areas sloping downwards from the residence, visible on the left, and a brick-paved walkway flanked by boxwood hedges.|~|The Ludington estate, also known as Val Verde, Dias Felices, the Henry Dater house, and the Dr. Warren Austin home,   was designed by the architect Bertram Grovenor Goodhue,  constructed in 1918 and then purchased by Charles H. Ludington in 1924. His son, Wright Saltus Ludington (who inherited the estate in 1927 or 1930), engaged the landscape architect Lockwood de Forest to design the gardens in 1925. Retaining the geometry of Goodhue's design and much of the wilderness, Lockwood transformed the gardens over a period of twenty-three  years.|~|Handwriting on back of photograph: W.S. Luddington[sic] - Montecito- 3/28/1931",Wright Saltus Ludington residence,ark:/uclamss_1411_0402 (negative),California--Montecito,1931-03-28,10 x 13 cm. (4 x 5 in.),"March 28, 1931",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"Wright Saltus Ludington residence, side view of terraces, Montecito, 1931",clus_1411_Luddington_2,34.44047328183232,-119.64937448501587,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090kx7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090kx7/manifest
