"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Rights.copyrightStatus","Rights.notice","Rights.countryCreation","Rights.creatorCorporate","Name.creator","Subject.descriptiveTopic","Type.typeOfResource","Type.genre","Name.repository","Name.performer","Name.composer","Rights.generalNote","Rights.servicesContact","Description.note","Title","AltIdentifier.local","Date.creation","Format.dimensions","Format.medium","Relation.isPartOf","Date.digitized","Format.extent","Description.tableOfContents","Description.abstract","Waveform"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz0008bdj6","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz0008bdj6-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/08/bd/j6/21198=zz0008bdj6/ark%2B=21198=zz0008bdj6.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer: Willard Peck, 1901","Only a Miner","clym200203acwf_srf001-48_side2-14","1948-07-15","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0008bdj6%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz0008bdkq","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz0008bdkq-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/08/bd/kq/21198=zz0008bdkq/ark%2B=21198=zz0008bdkq.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Charles R. Cutts; Robert G. Wylder|~|Title from tape: Butte Material * Hand Williard Peck|~|Performer: George Prescott|~|Tape contains dubs made in 1965 of 8"", 10"", and 12"" acetate discs which were originally recorded in 1948.","The Butte Miner","clym200203acwf_srf001-48_side2-15","1948-07-15","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0008bdkq%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz0008bdm7","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz0008bdm7-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/08/bd/m7/21198=zz0008bdm7/ark%2B=21198=zz0008bdm7.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Charles R. Cutts; Robert G. Wylder|~|Title from tape: Butte Material * Hand Williard Peck|~|Performer: George Prescott|~|Tape contains dubs made in 1965 of 8"", 10"", and 12"" acetate discs which were originally recorded in 1948.","The Dirty Miner","clym200203acwf_srf001-48_side2-16","1948-07-15","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0008bdm7%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz0008bdnr","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz0008bdnr-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/08/bd/nr/21198=zz0008bdnr/ark%2B=21198=zz0008bdnr.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Charles R. Cutts; Robert G. Wylder|~|Performer: George Prescott|~|Tape contains dubs made in 1965 of 8"", 10"", and 12"" acetate discs which were originally recorded in 1948.|~|Title from tape: Butte Material * Hand Williard Peck","The Butte Miners' Rustling Song","clym200203acwf_srf001-48_side2-17","1948-07-15","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0008bdnr%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz0008bdp8","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz0008bdp8-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/08/bd/p8/21198=zz0008bdp8/ark%2B=21198=zz0008bdp8.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Wayland Hand|~|Title from tape: Hand * Shaw * Acret|~|Take one and two.|~|Performer: Dr. Wayland Hand|~|Tape contains dubs made in 1965 of 8"", 10"", and 12"" acetate discs which were originally recorded in 1951.","Lorelei","clym200203acwf_srf001-51_side1-01","1951-08-06","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0008bdp8%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz0008bdqs","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz0008bdqs-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/08/bd/qs/21198=zz0008bdqs/ark%2B=21198=zz0008bdqs.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Wayland Hand|~|Title from tape: Hand * Shaw * Acret|~|Performers: Art Shaw and Jim Acret|~|Tape contains dubs made in 1965 of 8"", 10"", and 12"" acetate discs which were originally recorded in 1951.","The Great Ship Titanic","clym200203acwf_srf001-51_side1-02","1951-08-06","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0008bdqs%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz0008bdr9","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz0008bdr9-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/08/bd/r9/21198=zz0008bdr9/ark%2B=21198=zz0008bdr9.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Wayland Hand|~|Title from tape: Hand * Shaw * Acret|~|Performers: Art Shaw and Jim Acret|~|Tape contains dubs made in 1965 of 8"", 10"", and 12"" acetate discs which were originally recorded in 1951.","In the Springtime","clym200203acwf_srf001-51_side1-03","1951-08-06","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0008bdr9%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz0008bpqn","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz0008bpqn-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/08/bp/qn/21198=zz0008bpqn/ark%2B=21198=zz0008bpqn.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Wayland Hand|~|Performers: Art Shaw and Jim Acret|~|Title from tape: Hand * Shaw * Acret|~|Tape contains dubs made in 1965 of 8"", 10"", and 12"" acetate discs which were originally recorded in 1951.","Violate Me","clym200203acwf_srf001-51_side1-04","1951-08-06","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0008bpqn%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz0008bpr5","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz0008bpr5-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/08/bp/r5/21198=zz0008bpr5/ark%2B=21198=zz0008bpr5.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Wayland Hand|~|Tape contains dubs made in 1965 of 8"", 10"", and 12"" acetate discs which were originally recorded in 1951.|~|Title from tape: Hand * Shaw * Acret|~|Performers: Art Shaw and Jim Acret","Minnie the Mermaid","clym200203acwf_srf001-51_side1-05","1951-08-06","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0008bpr5%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz0008bpsp","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz0008bpsp-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/08/bp/sp/21198=zz0008bpsp/ark%2B=21198=zz0008bpsp.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Wayland Hand|~|Tape contains dubs made in 1965 of 8"", 10"", and 12"" acetate discs which were originally recorded in 1951.|~|Performers: Art Shaw and Jim Acret|~|Title from tape: Hand * Shaw * Acret","October Song","clym200203acwf_srf001-51_side1-06","1951-08-06","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0008bpsp%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz0008bpt6","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz0008bpt6-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/08/bp/t6/21198=zz0008bpt6/ark%2B=21198=zz0008bpt6.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Wayland Hand|~|Performers: Art Shaw and Jim Acret|~|Title from tape: Hand * Shaw * Acret|~|Tape contains dubs made in 1965 of 8"", 10"", and 12"" acetate discs which were originally recorded in 1951.","Football on Sunday","clym200203acwf_srf001-51_side1-07","1951-08-06","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0008bpt6%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz0008bpvq","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz0008bpvq-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/08/bp/vq/21198=zz0008bpvq/ark%2B=21198=zz0008bpvq.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Wayland Hand|~|Title from tape: Hand * Shaw * Acret|~|Tape contains dubs made in 1965 of 8"", 10"", and 12"" acetate discs which were originally recorded in 1951.|~|Performers: Art Shaw and Jim Acret","The Silver Dollar","clym200203acwf_srf001-51_side1-08","1951-08-06","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0008bpvq%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz0008bpw7","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz0008bpw7-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/08/bp/w7/21198=zz0008bpw7/ark%2B=21198=zz0008bpw7.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Wayland Hand|~|Performers: Art Shaw and Jim Acret|~|Title from tape: Hand * Shaw * Acret|~|Tape contains dubs made in 1965 of 8"", 10"", and 12"" acetate discs which were originally recorded in 1951.","Goodbye, My Coney Island Baby","clym200203acwf_srf001-51_side1-09","1951-08-06","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0008bpw7%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz0008bpxr","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz0008bpxr-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/08/bp/xr/21198=zz0008bpxr/ark%2B=21198=zz0008bpxr.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Wayland Hand|~|Title from tape: Hand * Shaw * Acret|~|Tape contains dubs made in 1965 of 8"", 10"", and 12"" acetate discs which were originally recorded in 1951.|~|Performer: Art Shaw","The Night that Paddy Murphy Died","clym200203acwf_srf001-51_side1-10","1951-08-06","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0008bpxr%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz0008bpz8","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz0008bpz8-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/08/bp/z8/21198=zz0008bpz8/ark%2B=21198=zz0008bpz8.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Wayland Hand|~|Tape contains dubs made in 1965 of 8"", 10"", and 12"" acetate discs which were originally recorded in 1951.|~|Title from tape: Hand * Shaw * Acret|~|Performer: Jim Acret","The Sexual Life of a Camel","clym200203acwf_srf001-51_side1-11","1951-08-06","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0008bpz8%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz0008bq08","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz0008bq08-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/08/bq/08/21198=zz0008bq08/ark%2B=21198=zz0008bq08.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Wayland Hand|~|Tape contains dubs made in 1965 of 8"", 10"", and 12"" acetate discs which were originally recorded in 1951.|~|Performers: Art Shaw and Jim Acret|~|Title from tape: Hand * Shaw * Acret","Salvation Army Song","clym200203acwf_srf001-51_side1-12","1951-08-06","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0008bq08%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz0008bq1s","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz0008bq1s-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/08/bq/1s/21198=zz0008bq1s/ark%2B=21198=zz0008bq1s.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Wayland Hand|~|Title from tape: Hand * Shaw * Acret|~|Performer: Art Shaw|~|Tape contains dubs made in 1965 of 8"", 10"", and 12"" acetate discs which were originally recorded in 1951.","Another Salvation Army Song","clym200203acwf_srf001-51_side1-13","1951-08-06","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0008bq1s%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz0008brsn","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz0008brsn-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/08/br/sn/21198=zz0008brsn/ark%2B=21198=zz0008brsn.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Wayland Hand|~|Performers: Art Shaw and Jim Acret|~|Tape contains dubs made in 1965 of 8"", 10"", and 12"" acetate discs which were originally recorded in 1951.|~|Title from tape: Hand * Shaw * Acret","Wild Bill","clym200203acwf_srf001-51_side1-14","1951-08-06","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0008brsn%2Faudiowaveform.dat"
