Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,AltTitle.uniform,Subject,Name.photographer,Name.architect,Name.repository,Name.creator,Relation.isPartOf,Alt ID.local,Date.creation,Format.medium,Format.dimensions,Title,Format.extent,Date.normalized,Description.latitude,Description.longitude,Description.note,Description.caption,Opac url,Coverage.geographic,Description.adminnote,Description.contents,Finding Aid URL,Description.abstract,Bucketeer State,IIIF Access URL
Lee (S. Charles) Papers,ark:/21198/zz0027fcfv,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fcfv_1862247_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,Landmarks|~|Business,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0100601,[between 1919-1962],,,"Le Roy's Store, street elevation before remodeling",1 photographic print,1919/1962,,,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fcfv
Lee (S. Charles) Papers,ark:/21198/zz0027fcgc,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fcgc_1862244_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0100602,[between 1919-1962],,,"Le Roy's Store, remodeled street elevation",1 photographic print,1919/1962,,,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fcgc
Lee (S. Charles) Papers,ark:/21198/zz0027fchw,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fchw_1862301_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Marchetti's Restaurant (Los Angeles, Calif.)",Landmarks|~|Lifestyle,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0101003,[1920],,,"Marchetti's Restaurant, Los Angeles, dining room before remodel",1 photographic print,1920,34.04745025435337,-118.25314521789551,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fchw
Lee (S. Charles) Papers,ark:/21198/zz0027fcjd,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fcjd_1862307_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Marchetti's Restaurant (Los Angeles, Calif.)",Landmarks|~|Lifestyle,"Mott Studios (Los Angeles, Calif.)","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0101002,[1920?],,,"Marchetti's Restaurant, Los Angeles, street elevation before remodel",1 photographic print,1920,34.04745025435337,-118.25314521789551,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fcjd
Lee (S. Charles) Papers,ark:/21198/zz0027fckx,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fckx_1862304_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Marchetti's Restaurant (Los Angeles, Calif.)",Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0101001,[1920],,,"Marchetti's Restaurant, Los Angeles, photograph of rendering for re-model",1 photograph,1920,34.04745025435337,-118.25314521789551,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fckx
Lee (S. Charles) Papers,ark:/21198/zz0027fcmf,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fcmf_1862310_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Mary Pickford Building (Los Angeles, Calif.)",Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0121201,1946,,,"Mary Pickford Building, Los Angeles, photograph of rendering",1 drawing,1946,,,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fcmf
Lee (S. Charles) Papers,ark:/21198/zz0027fcq0,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fcq0_1862325_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Melody Lane Restaurant (Hollywood, Calif.)",restaurants|~|Landmarks,"Fraser, J.A. ","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0093409,[between 1919-1950],,,"Melody Lane Restaurant, Hollywood,  kitchen",1 photographic print,1919/1950,34.1019689,-118.327043,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fcq0
Lee (S. Charles) Papers,ark:/21198/zz0027fcrh,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fcrh_1862349_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Melody Lane Restaurant (Hollywood, Calif.)",restaurants|~|Lifestyle,"Fraser, J.A. ","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0093406,[between 1919-1950],,,"Melody Lane Restaurant, Hollywood, lunch counter",1 photographic print,1919/1950,34.1019689,-118.327043,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fcrh
Lee (S. Charles) Papers,ark:/21198/zz0027fcs1,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fcs1_1862337_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Melody Lane Restaurant (Hollywood, Calif.)",restaurants|~|Landmarks|~|Lifestyle,Luckhaus Studio,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0093403,[between 1919-1950],,,"Melody Lane Restaurant, Hollywood, interior rendering, bar",1 drawing,1919/1950,-118.327043|~|34.1019689,,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fcs1
Lee (S. Charles) Papers,ark:/21198/zz0027fctj,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fctj_1862331_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Melody Lane Restaurant (Hollywood, Calif.)",restaurants|~|Lifestyle,"Fraser, J.A. ","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0093408,[between 1919-1950],,,"Melody Lane Restaurant, Hollywood, booths",1 photographic print,1919/1950,34.1019689,-118.327043,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fctj
Lee (S. Charles) Papers,ark:/21198/zz0027fcv2,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fcv2_1862340_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Melody Lane Restaurant (Hollywood, Calif.)",restaurants|~|Landmarks|~|Lifestyle,Luckhaus Studio,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0093405,[between 1919-1950],,,"Melody Lane Restaurant, Hollywood, interior rendering, booths",1 drawing,1919/1950,34.1019689,-118.327043,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fcv2
Lee (S. Charles) Papers,ark:/21198/zz0027fcwk,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fcwk_1862343_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Melody Lane Restaurant (Hollywood, Calif.)",restaurants|~|Landmarks,Luckhaus Studio,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0093402,[between 1919-1950],,,"Melody Lane Restaurant, Hollywood, interior rendering, lunch counter",1 drawing,1919/1950,34.1019689,-118.327043,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fcwk
Lee (S. Charles) Papers,ark:/21198/zz0027fcx3,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fcx3_1862328_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Melody Lane Restaurant (Hollywood, Calif.)",restaurants|~|Lifestyle,"Fraser, J.A. ","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0093407,[between 1919-1950],,,"Melody Lane Restaurant, Hollywood, bar",1 photographic print,1919/1950,34.1019689,-118.327043,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fcx3
Lee (S. Charles) Papers,ark:/21198/zz0027fczm,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fczm_1862346_master.tif,,still image,Architectural drawings,copyrighted,,,"Melody Lane Restaurant (Hollywood, Calif.)",restaurants|~|Landmarks,Luckhaus Studio,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0093404,[between 1919-1950],,,"Melody Lane Restaurant, Hollywood, interior rendering, stair",1 drawing,1919/1950,34.1019689,-118.327043,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fczm
Lee (S. Charles) Papers,ark:/21198/zz0027fd0m,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fd0m_1862334_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Melody Lane Restaurant (Hollywood, Calif.)",restaurants|~|Landmarks,Luckhaus Studio,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0093401,[between 1919-1950],,,"Melody Lane Restaurant, Hollywood, exterior rendering",1 drawing,1919/1950,34.1019689,-118.327043,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fd0m
Lee (S. Charles) Papers,ark:/21198/zz0027fd14,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fd14_1862376_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Mexico Theatre (Mexico City, Mexico)",motion picture theaters|~|Landmarks|~|International,Luckhaus Studio,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040708,1945,,,"Mexico Threatre 1945, photograph of watercolor rendering, foyer",1 photographic print,1945,,,Here Lee works with rectangles and flat surfaces. The space is grandiose. The ceiling opening may indicate a large indirect lighting scheme or an opening to a mezzanine above.,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fd14
Lee (S. Charles) Papers,ark:/21198/zz0027fd2n,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fd2n_1862361_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Mexico Theatre (Mexico City, Mexico)",motion picture theaters|~|Landmarks|~|International,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040705,1945,,,"Mexico Theatre 1945, photograph of rendering, foyer",1 photographic print,1945,,,"The monumental space is focused on the larger than life-size figure sculpture, probably intended to be a fountain, flanked by curved walls decorated with abstract designs drawn from abstract art of the early twentieth century. Perhaps a study for the Chapultepec Theatre foyer sculpture.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fd2n
Lee (S. Charles) Papers,ark:/21198/zz0027fd35,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fd35_1862370_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Mexico Theatre (Mexico City, Mexico)",motion picture theaters|~|Landmarks|~|International,Hoffman-Luckhaus,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040702,1945,,,"Mexico Theatre 1945, photograph of rendering, foyer",1 photographic print,1945,,,"Lee uses circular and spiral forms to create a grand semi-circular staircase to the mezzanine level. Pylons decorated with wave, shell and spiral designs support the mezzanine level above. A ceiling lamp composed of layers of circles accents the foyer ceiling.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fd35
Lee (S. Charles) Papers,ark:/21198/zz0027fd4p,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fd4p_1862379_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Mexico Theatre (Mexico City, Mexico)",motion picture theaters|~|Landmarks|~|International,Luckhaus Studio,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040707,1945,,,"Mexico Theatre 1945, photograph of watercolor rendering, foyer",1 photographic print,1945,,,Lee proposes a dramatic succession of spaces. A two-story curvilinear arch drawn from Spanish Baroque forms frames the entrance to a grand foyer embellished with Spanish Baroque designs in relief. A broad staircase beneath a dramatically curved opening leads from the grand foyer into a one-story foyer area.,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fd4p
Lee (S. Charles) Papers,ark:/21198/zz0027fd56,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fd56_1862364_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Mexico Theatre (Mexico City, Mexico)",motion picture theaters|~|Landmarks|~|International,Hoffman-Luckhaus,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040703,1945,,,"Mexico Theatre 1945, photograph of rendering, foyer",1 photographic print,1945,,,"The concept shows a large sculpture, possibly a fountain (perhaps a version of the fountain in the Chapultepec Theatre), set in the curved space of the low-ceilinged foyer. A circular opening in the ceiling reveals the mezzanine above. Doors to the a",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fd56
Lee (S. Charles) Papers,ark:/21198/zz0027fd6q,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fd6q_1862367_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Mexico Theatre (Mexico City, Mexico)",motion picture theaters|~|Landmarks|~|International,Hoffman-Luckhaus,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040701,1945,,,"Mexico Theatre 1945, photograph of rendering, foyer",1 photographic print,1945,,,"Lee did a number of renderings for theatres to be built in Mexico City in the 1940s. At least two, perhaps three, were actually built. Because they included restaurants and other entertainment areas besides the motion picture theatre they were grander than most of his designs in the United States. This rendering depicts a grand foyer with a mezzanine and gigantic pylons anchoring the staircases at both sides",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fd6q
Lee (S. Charles) Papers,ark:/21198/zz0027fd77,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fd77_1862352_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,,motion picture theaters|~|Landmarks|~|International,Hoffman-Luckhaus,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040706,1945,,,"Mexico Theatre, 1945, photograph of perspective sketch, balcony",1 photographic print,1945,,,"Curved walls are decorated with oversize plant motifs, which contrast with the central sculpture reminiscent of Mayan or Aztec sculpture..",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fd77
Lee (S. Charles) Papers,ark:/21198/zz0027fd8r,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fd8r_1862358_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Mexico Theatre (Mexico City, Mexico)",motion picture theaters|~|Landmarks|~|International,Hoffman-Luckhaus,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040704,1945,,,"Mexico Threatre 1945, photograph of rendering, foyer",1 photographic print,1945,,,"The concept shows a large sculpture, possibly a fountain (perhaps a version of the fountain in the Chapultepec Theatre), set in the curved space of the low-ceilinged foyer. A circular opening in the ceiling reveals the mezzanine above. Doors to the a",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fd8r
Lee (S. Charles) Papers,ark:/21198/zz0027fd98,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fd98_1862373_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Mexico Theatre (Mexico City, Mexico)",motion picture theaters|~|Landmarks|~|International,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040709,1945,,,"Mexico Theatre 1945, photograph of watercolor rendering, auditorium",1 photographic print,1945,,,Lee combines circular and curved forms to render a space both imposing and elegant.,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fd98
Lee (S. Charles) Papers,ark:/21198/zz0027fdbs,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fdbs_1862382_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Mexico Theatre (Mexico City, Mexico)",motion picture theaters|~|Landmarks|~|International,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040710,1945,,,"Mexico Threatre 1945, photograph of watercolor rendering, proscenium",1 photographic print,1945,,,"The auditorium clearly includes a stage, providing the opportunity for live performances to be integrated into the eveningýs entertainment. Gigantic wave-like forms decorate the side wall.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fdbs
Lee (S. Charles) Papers,ark:/21198/zz0027fdc9,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fdc9_1862403_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Mexico Theatre (Mexico City, Mexico)",motion picture theaters|~|Landmarks|~|International,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040714,1945,,,"Mexico Theatre 1945, photograph of watercolor section, foyer",1 photographic print,1945,,,This section (stairs at right) depicts niches for sculpture on the side wall of the auditorium or a foyer area.,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fdc9
Lee (S. Charles) Papers,ark:/21198/zz0027fddt,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fddt_1862400_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Mexico Theatre (Mexico City, Mexico)",motion picture theaters|~|Landmarks|~|International,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040716,1945,,,"Mexico Threatre 1945, photograph of watercolor section, auditorium",1 photographic print,1945,,,"The side exit doors of the auditorium are embellished with heavy Baroque ornament, while the wall above is finished in wood veneer set in a pattern of squares. An elaborate sculpture of a horse riding on waves flanks the proscenium.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fddt
Lee (S. Charles) Papers,ark:/21198/zz0027fdfb,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fdfb_1862385_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Mexico Theatre (Mexico City, Mexico)",motion picture theaters|~|Landmarks|~|International,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040711,1945,,,"Mexico Theatre 1945, photograph of watercolor rendering, restaurant",1 photographic print,1945,,,"Low vaulted spaces and a high-ceilinged space with exposed rafters create the atmosphere of Old Mexico in this space to be used for eating, drinking, and entertainment.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fdfb
Lee (S. Charles) Papers,ark:/21198/zz0027fdgv,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fdgv_1862391_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Mexico Theatre (Mexico City, Mexico)",motion picture theaters|~|Landmarks|~|International,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040713,1945,,,"Mexico Threatre 1945, photograph of watercolor rendering, restaurant",1 photographic print,1945,,,"This view show the integration of the two previous restaurant areas, the larger high-ceilinged space in the foreground. An orchestra plays for dancing within one of the vaulted areas, while couples dance on the dance floor in the foreground.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fdgv
Lee (S. Charles) Papers,ark:/21198/zz0027fdhc,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fdhc_1862406_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Mexico Theatre (Mexico City, Mexico)",motion picture theaters|~|Landmarks|~|International,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040717,1945,,,"Mexico Theatre 1945, photograph of watercolor section, foyer (?)",1 photographic print,1945,,,In this version (See 40715) the wall is paneled in wood veneer and the applied decoration is an abstract design inspired by contemporary art forms,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fdhc
Lee (S. Charles) Papers,ark:/21198/zz0027fdjw,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fdjw_1862388_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Mexico Theatre (Mexico City, Mexico)",motion picture theaters|~|Landmarks|~|International,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040712,1945,,,"Mexico Theatre 1945, photograph of watercolor rendering, restaurant",1 photographic print,1945,,,"Large-scale ceiling trusses, French doors leading to an outdoor dining space and dramatic hanging banners create a theatrical effect for this restaurant area which also features a dance floor.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fdjw
Lee (S. Charles) Papers,ark:/21198/zz0027fdkd,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fdkd_1862394_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Mexico Theatre (Mexico City, Mexico)",motion picture theaters|~|Landmarks|~|International,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040715,1945,,,"Mexico Threatre 1945, photograph of watercolor section, auditorium",1 photographic print,1945,,,Porthole windows accent the foyer wall decorated with giant mythological figures that appear to represent both European and ancient Mexican traditions.,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fdkd
Lee (S. Charles) Papers,ark:/21198/zz0027fdmx,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fdmx_1862397_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Mexico Theatre (Mexico City, Mexico)",motion picture theaters|~|Landmarks|~|International,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040718,1945,,,"Mexico Theatre 1945, photograph of watercolor section, auditorium",1 photographic print,1945,,,"Another version of the scheme (See 40716) depicts an elaborate cosmological vision of planets, moon, and stars above the auditorium exit doors and a fierce warrior on horseback framing the proscenium.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fdmx
Lee (S. Charles) Papers,ark:/21198/zz0027fdnf,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fdnf_1862526_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Mount Sinai Hospital and Clinic (Los Angeles, Calif.)",Hospitals|~|Landmarks,Hoffman-Luckhaus,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0121301,[1930s],,,"Mount Sinai Hospital and Clinic, Los Angeles, photograph of rendering, hospital",1 photographic print,1930/1939,34.0766004,-118.3810979,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fdnf
