Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Rights.copyrightStatus,Rights.permission,Coverage.geographic,Name.producer,Name.publisher,Subject,Rights.servicesContact,Language,Type.genre,Name.repository,Name.surveyor,Name.cartographer,Name.subject,Name.sponsor,Name.compiler,Name.lithographer,Name.artist,Format.dimensions,AltIdentifier.local,Title,AltIdentifier.oclc,Date,Format.extent,Description.note,AltIdentifier.callNo,Relation.isPartOf,Publisher.placeOfOrigin,Publisher.publisherName,AltTitle.caption,AltTitle.translated,AltTitle.other,AltIdentifier.collection,Description.abstract
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015zqk8,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015zqk8-1-master.tif,,,,still image|~|cartographic,pd,,"Sunset (Los Angeles, Calif.)|~|Rancho San Jose de Buenos Ayres (Calif.)--Maps",,,Real property--California--Los Angeles County--Maps,,eng,maps,"University of California, Los Angeles. $b Library Special Collections",Theo G. Kocher & Co.,,,,,Los Angeles Lithographic Co.,,102 x 66.3 cm. on sheet 107 x 71.5 cm.,clusc_1_1_00017713a|~|uclamss_294_b2_1,"Map of the subdivision of Rancho San Jose de Buenos Ayres and the town of Sunset, owned by [the] Los Angeles & Santa Monica Land & Water Co.",,1887,1 map : paper mounted on cloth,"scale not given|~|UCLA copy: Cf. Robinson #97|~|""Situated in Los Angeles Co. Cal.""|~|Has orange colored image of a sunset and the word ""Sunset"" over printed on top half of map.  Bordering ranches indicated. East: Rancho San Antonio Rodeo de las Aguas Southeast: Rancho Rincon de los Reyes Southwest: Rancho la Ballona West: Rancho San Vicente.|~|Digitization took place as part of the California Cultures Project.",G4364 L875 1887,http://calcultures.cdlib.org,,"Los Angeles, Calif.",,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015zrp9,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015zrp9-1-master.tif,,,,still image|~|cartographic,pd,,United States -- Surveys -- Maps,,,Public lands--United States-- Maps,,eng,,"University of California, Los Angeles. $b Library Special Collections",,"Hawkes, J. H. |~|Franks, Theodore",,,,,,71 x 113 cm. on sheet 84.5 x 116 cm.,clusc_1_1_00017714a|~|uclamss_294_b51_3,Map of the public land [in the] states and territories constructed from the public surveys and other official sources in the General Land Office,,1865,"1 map : col., mounted on cloth","""Engraved by D. McClelland, Wash. D.C.""|~|Relief shown by hachures. Prime meridians: Washington & Greenwich.  Includes railroad routes, completed and proposed military wagon roads, local land offices and offices of the Surveyor General.|~|scale: 1:3,801,600|~|Digitization took place as part of the California Cultures Project.",G3700 G5 1865,http://calcultures.cdlib.org,"Washington, D.C.",United States.  General Land Office,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015zrqt,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015zrqt-1-master.tif,,,,still image|~|cartographic,pd,,West (U.S.)--Maps,,,Grazing--West (U.S.)--Maps|~|Land use--West (U.S.)--Maps,,eng,maps,"University of California, Los Angeles. $b Library Special Collections",,"Potter, Albert F. (Albert Franklin), 1859-1944",,,,,,114 x 99 cm. on sheet 120 x 104 cm.,clusc_1_1_00017715a|~|uclamss_294_b55_3,"Grazing lands, western United States : general location and area",233733572,1905,1 map : col.,"scale: 1:2,250,000|~|Senate document (United States. Congress (58th, 3rd session : 1905). Senate)  no. 189.  ""S. Doc. 189.58.3""|~|Relief shown by hachures.  Classification of types of grazing lands coded by color.|~|Digitization took place as part of the California Cultures Project.",G4050 J7 1905,http://calcultures.cdlib.org,"Washington, D.C.",United States Bureau of Forestry,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015zrrb,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015zrrb-1-master.tif,,,,still image|~|cartographic,pd,,"Southwest, New--Maps",,,"Southwest, New--Discovery and exploration--Maps",,eng,maps,"University of California, Los Angeles. $b Library Special Collections",,"Abert, James William, 1820-1897|~|Emory, William H. (William Hensley)",,,,,,76 x 172 cm. on sheet 82 x 180 cm.,clusc_1_1_00017716a|~|uclamss_294_b183_1,"Miltiary reconnassance of the Arkansas, Rio del Norte, and Rio Gila",,1847,1 map,"""By W.H. Emory, Lieut. Top. Eng'rs, assisted from Fort Leavenworth to Santa Fe by Lieuts. J.W. Abert and W.G. Peck, and from Santa Fe to San Diego on the Pacific by Lieut. W.H. Warner and Mr. Norman Bestor, made in 1846-7, with the advance guard of the ""Army of the West"" under command of Brig. Gen. Steph'n W. Kearny. Constructed under the orders of Col. J.J. Abert, Ch. Corps. Top. Eng'rs.""|~|Drawn by Joseph Welch  ""C.B. Graham Lith. Wash. D.C.""|~|Relief shown by hachures.  Apache and Navajo lands are marked.  Includes: ""Table of geographical positions on the route pursued by the Army of the West;"" ""Profile of the route from Rio del Norte to San Diego on the Pacific;"" ""Profile of the route from Fort Levenworth to camp Oct. 14th the last station on the Rio del Norte""|~|scale: not given|~|Digitization took place as part of the California Cultures Project.",**F786 U57 1847,http://calcultures.cdlib.org,"Washington, D.C.",United States. Army. Corps of Topographical Engineers,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015ztm7,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015ztm7-1-master.tif,,,,still image|~|cartographic,pd,,West (U.S.)--Discovery and exploration--Maps. ,,,,,eng,maps,"University of California, Los Angeles. $b Library Special Collections",,"Frémont, John Charles, 1813-1890",,United States. Army. Corps of Topographical Engineers,,Edward Weber & Co.,,78 x 130 cm. on sheet 82 x 132 cm.,uclamss_294_b56_1|~|clusc_1_1_00017717a,Map of an exploring expedition to the Rocky Mountains in the year 1842 and to Oregon and North California in the years 1843-44,,1844?,1 map : hand col.,"Relief shown by hachures, water features shaded in blue.  Includes ""Profile of the route from the mouth of the Kansas to the Pacific by Capt. J.C. Frémont in 1843""|~|scale: 1:3,000,000|~|Originally published in Report of the exploring expedition to the Rocky Mountains in the year 1842 and to Oregon and north California in the years 1843-44. By Brevet Captain J. C. Fremont ... Printed by order of the Senate of the United States. Washington ... 1845 (28th Cong., 2nd Sess., Sen. Ex. Doc. 174, Serial 461).|~|""By Brevet Capt. J.C. Frémont of the Corps of Topographical Engineers under the orders of Col, J.J, Abert, Chief of the Topographical Bureau""  ""Lith by E. Weber Co., Baltimore, Md.""|~|Digitization took place as part of the California Cultures Project.",G4050 1842-1844,http://calcultures.cdlib.org,"Washington, D.C.",United States.  Congress.  Senate.,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015zzp6,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015zzp6-1-master.tif,,,,still image|~|cartographic,pd,,San Luis Obispo County (Calif.),,,Real property--California--San Luis Obispo County--Maps,,eng,maps,"University of California, Los Angeles. $b Library Special Collections",,,,,,Britton & Rey,,90 x 140 cm. on sheets 48 x 76 cm.,clusc_1_1_00017718a|~|uclamss_294_b100_2a/2b,"Map of the county of San Luis Obispo, California",,1874,1 map on 2 sheets : col.,"Insets: Town of Cambria Town of Avila Town of San Luis Obispo Town of Morro.  Pictorial inset of San Luis Obispo County Courthouse.  Shows judicial townships, school districts and Spanish grants (ranchos)|~|""R.R. Harris, County Surveyor, publisher;"" ""Approved and declared to be the official map of San Luis Obispo County by resolutions of the Board of Supervisors, September 1874;""|~|scale: 1:126,720|~|Relief shown by spot heights. Includes table of distances.|~|Digitization took place as part of the California Cultures Project.",G4363 S18 1874,http://calcultures.cdlib.org,"San Luis Obispo and San Francisco, Calif.","San Luis Obispo County (Calif.). Board of Supervisors|~|Harris, R. R.",,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015zzqq,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015zzqq-1-master.tif,,,,still image|~|cartographic,pd,,Los Angeles (Calif.)--Maps,,,Real property--California--Los Angeles--Maps|~|Waterworks--California--Los Angeles--Maps,,eng,maps,"University of California, Los Angeles. $b Library Special Collections","Solano, Alfred|~|Hansen, George, 1824-1897",,,,,,,170 x 103 cm. on sheet 174 x 107 cm.,clusc_1_1_00017720a|~|uclamss_294_b6_1,"Lands of the Los Angeles City Water Co., in Los Angeles City, Cal.",,1877,1 map : blueline print,"""Surveyed June, 1877 on request of Dr. Griffin by Geo. Hansen & A. Solano""|~|scale: 1 inch to 50 links|~|UCLA copy: ""This map is the personal property of J. Gregg Layne""|~|Property lines marked.  Sites of adobe ruins indicated.  Inset: Part of Ords Maps, scale 1 inch to 8 chains.  Listed on center of sheet: José Antonio Carrillo, José Sepulveda, Francisca Sepulveda, Andronico E. Sepulveda, Vincet Huber, Prudent Beaudry.|~|Digitization took place as part of the California Cultures Project.",G4364 L875 1877c,http://calcultures.cdlib.org,"Los Angeles, Calif.",,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015zzr7,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015zzr7-1-master.tif,,,,still image|~|cartographic,pd,,West (U.S.)--Discovery and exploration--Maps. ,,,,,eng,maps,"University of California, Los Angeles. $b Library Special Collections",,"Frémont, John Charles, 1813-1890",,United States. Army. Corps of Topographical Engineers,,Edward Weber & Co.,,76.5 x 128 cm on sheet 81 x 135 cm.,clusc_1_1_00017721a|~|uclamss_294_b183_2,Map of an exploring expedition to the Rocky Mountains in the year 1842 and to Oregon and North California in the years 1843-44,,1845?,1 map : hand col.,"""By Brevet Capt. J.C. Frémont of the Corps of Topographical Engineers under the orders of Col, J.J, Abert, Chief of the Topographical Bureau""  ""Lith by E. Weber Co., Baltimore, Md.""|~|Relief shown by hachures, water features shaded in blue.  Includes ""Profile of the route from the mouth of the Kansas to the Pacific by Capt. J.C. Frémont in 1843""|~|Originally published in Report of the exploring expedition to the Rocky Mountains in the year 1842 and to Oregon and north California in the years 1843-44. By Brevet Captain J. C. Fremont ... Printed by order of the Senate of the United States. Washington ... 1845 (28th Cong., 2nd Sess., Sen. Ex. Doc. 174, Serial 461)|~|scale: not given|~|Digitization took place as part of the California Cultures Project.",,http://calcultures.cdlib.org,Washington D. C.,United States. Congress. Senate,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz00160bwg,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz00160bwg_496049_master.tif,,,,still image|~|still image|~|cartographic|~|cartographic,pd|~|pd,,California--Maps|~|California--Maps|~|Nevada--Maps|~|Nevada--Maps,,,,,eng|~|eng,maps|~|maps,"University of California, Los Angeles. $b Library Special Collections|~|University of California, Los Angeles. $b Library Special Collections",,,,,,,,58.3 x 46.8 cm. on sheet 61.3 x 49.6 cm. folded to 14 x 7 cm. and tipped into cover 15.4 x 8.8 cm.;|~|58.3 x 46.8 cm. on sheet 61.3 x 49.6 cm. folded to 14 x 7 cm. and tipped into cover 15.4 x 8.8 cm.;,uclamss_249_b134_2-2|~|uclamss_249_b134_2-1|~|clusc_1_1_00017990a|~|clusc_1_1_00017989a|~|uclamss_249_b134_2-2|~|uclamss_249_b134_2-1|~|clusc_1_1_00017990a|~|clusc_1_1_00017989a,Rand McNally and Co.'s indexed map of California and Nevada|~|Rand McNally and Co.'s indexed map of California and Nevada,,1877|~|1877,1 map : col.|~|1 map : col.,Relief shown by hachures and spot heights|~|scale not given|~|Digitization took place as part of the California Cultures Project.|~|Relief shown by hachures and spot heights|~|scale not given|~|Digitization took place as part of the California Cultures Project.,,http://calcultures.cdlib.org|~|http://calcultures.cdlib.org,"Chicago, Ill.|~|Chicago, Ill.",Rand McNally and Company|~|Rand McNally and Company,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz00160fh7,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz00160fh7_497849_master.tif,,,,still image|~|still image|~|cartographic|~|cartographic,unknown|~|unknown,,Los Angeles (Calif.)--Aerial views|~|Los Angeles (Calif.)--Aerial views,Los Angeles (Calif.). $b Dept. of Water and Power|~|Los Angeles (Calif.). $b Dept. of Water and Power,,Water resources development--California--Los Angeles--History|~|Water resources development--California--Los Angeles--History,,eng|~|eng,bird's-eye views|~|bird's-eye views,"University of California, Los Angeles. $b Library Special Collections|~|University of California, Los Angeles. $b Library Special Collections",,,,,,,,41 x 46 cm. originally folded to 23 x 10 cm|~|41 x 46 cm. originally folded to 23 x 10 cm,clusc_1_1_00024354a|~|clusc_1_1_00024355a|~|uclamss_294_b125_1-verso|~|uclamss_294_b125_1-recto|~|clusc_1_1_00024354a|~|clusc_1_1_00024355a|~|uclamss_294_b125_1-verso|~|uclamss_294_b125_1-recto,"City of Los Angeles : incorporated under American law April 4, 1850|~|City of Los Angeles : incorporated under American law April 4, 1850",233728399|~|233728399,1950|~|1950,1 view : col.|~|1 view : col.,"Perspective map not drawn to scale.  Panel title (on verso of map): ""City of Los Angeles, 1850-1950, growth of the water and power systems under American law.""  Caption on verso: ""The story of Los Angeles is the struggle for water and power""|~|View of the city as it appeared in 1850, based on the Ord Survey made in 1848 and on old photographs for details of the buildings|~|scale not given|~|Digitization took place as part of the California Cultures Project.|~|Perspective map not drawn to scale.  Panel title (on verso of map): ""City of Los Angeles, 1850-1950, growth of the water and power systems under American law.""  Caption on verso: ""The story of Los Angeles is the struggle for water and power""|~|View of the city as it appeared in 1850, based on the Ord Survey made in 1848 and on old photographs for details of the buildings|~|scale not given|~|Digitization took place as part of the California Cultures Project.",,http://calcultures.cdlib.org|~|http://calcultures.cdlib.org,"Los Angeles, Calif.|~|Los Angeles, Calif.",,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz00160h8k,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz00160h8k-1-master.tif,,,,still image|~|cartographic,,copyrighted,California--Discovery and exploration--Maps--Early works to 1800,,,"Missions, Spanish--California--Maps, Pictorial",,eng,maps,"University of California, Los Angeles. $b Library Special Collections",,"Hanft, George Otto",,Equitable Savings and Loan Association,,,,45.5 x 28 cm. on sheet 48 x 31 cm.,clusc_1_1_00024356a|~|uclamss_294_b59_1,California,233719688,circa 1967,1 map : col.,"Relief shown pictorially.  All missions are located, many with pictorial image.  Shows the navigational and land routes of Cabrillo, Drake, Vizcaino, Portola & Serra, and Anza.|~|scale not given|~|Copyright, the Wyman Co. Inc. 1967  and ""Compliments of Equitable Savings and Loan Association""|~|Digitization took place as part of the California Cultures Project.",G4360 E4,http://calcultures.cdlib.org,,Wyman Co.,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz00160h93,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz00160h93-1-master.tif,,,,still image|~|cartographic,copyrighted,,Los Angeles (Calif.)--Aerial views,,,"Ranches--California, Southern--Maps",,eng,bird's-eye views,"University of California, Los Angeles. $b Library Special Collections",,"Gores, Walter Winthrop, 1894-",,,,,,35 x 42 cm. on sheet 48 x 64 cm.,clusc_1_1_00024364a|~|uclamss_294_b4_1,"Los Angeles as it appeared in 1871, when the Germain Seed & Plant Co. was established",,1929,1 map : col.,scale not given|~|Perspective map not drawn to scale.  Relief shown pictorially.  Inset map showing original Spanish ranchos abutting the sea.  Includes pictorial insets of historic locations and a numbered index to important city locations.|~|Digitization took place as part of the California Cultures Project.,G4364 L875 1871a,http://calcultures.cdlib.org,"Los Angeles, Calif.",Germain Seed and Plant Company,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz001616pw,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz001616pw-1-master.tif,,,,still image|~|cartographic,copyrighted,,Los Angeles (Calif.)--Maps,,,Central business districts--California--Los Angeles--Maps,,eng,maps,"University of California, Los Angeles. $b Library Special Collections",,"Payne, James H.",,,,,,31 x 53 cm. on sheet 35.5 x 55.5 cm.,clusc_1_1_00024362a|~|uclamss_294_b31_1,The heart of Los Angeles,,circa 1925,1 map,"scale: 1:1,500,000|~|""Compliments of W.M. Garland & Co., Spring Street at Ninth. Business property, building management, insurance. Est. 1894""|~|Inset of the entire city, total square miles 410.37.  Inset: ""Plan de la Ciudad de Los Angeles. Surveyed & drawn by E.O.C. Ord, Lt. U.S.A. & Wm. R. Hutton, Aft., August 29th, 1849""|~|Digitization took place as part of the California Cultures Project.",G4364 L875 1925,http://calcultures.cdlib.org,"Los Angeles, Calif.",,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz001616qd,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz001616qd-1-master.tif,,,,still image|~|cartographic,copyrighted,,California--Historical geography--Maps,,,,,eng,maps,"University of California, Los Angeles. $b Library Special Collections",,,,,,,"Aitchison, R. T. (Robert T.), 1887-1964",54 x 41 cm. on sheet 57 x 44.5 cm.,uclamss_294_b133_1|~|clusc_1_1_00024363a,"California, the golden state",233720717,circa 1938,1 map : col.,"scale: 1:2,534,4000|~|Includes historical information on the state. The map shows missons, early settlements and naval routes of exploring expeditions|~|Digitization took place as part of the California Cultures Project.",,http://calcultures.cdlib.org,"Wilmington, Del.",Mentholatum Company,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz001616rx,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz001616rx_498104_master.tif,,,,still image|~|still image|~|cartographic|~|cartographic,pd|~|pd,,Los Angeles (Calif.)--Maps|~|Los Angeles (Calif.)--Maps,,,,,,maps|~|maps,"University of California, Los Angeles. $b Library Special Collections|~|University of California, Los Angeles. $b Library Special Collections",,,,Los Angeles Chamber of Commerce|~|Los Angeles Chamber of Commerce,,,,59 x 51.5 cm. on sheet 71 x 53.5 cm.; 59 x 51.5 cm. on sheet 71 x 53.5 cm.|~|59 x 51.5 cm. on sheet 71 x 53.5 cm.; 59 x 51.5 cm. on sheet 71 x 53.5 cm.,uclamss_294_b9_1-recto|~|clusc_1_1_00024366a|~|clusc_1_1_00024367a|~|uclamss_294_b9_1-verso|~|uclamss_294_b9_1-recto|~|clusc_1_1_00024366a|~|clusc_1_1_00024367a|~|uclamss_294_b9_1-verso,Maps of city of Los Angeles|~|Maps of city of Los Angeles,,1923|~|1923,1 map|~|1 map,"On top half of verso is ancillary map: ""Clason's map of Los Angeles district c. 1922""|~|scale not given|~|Includes street index.  Above map is photographic image: ""Section of Los Angeles skyline--looking north down Broadway from Tenth Street""|~|Panel title: ""Map of Los Angeles, the climate capital of the new world""|~|Caption on verso: ""Los Angeles -- the year round city"". Verso is filled with promotional information about the city.|~|Digitization took place as part of the California Cultures Project.|~|On top half of verso is ancillary map: ""Clason's map of Los Angeles district c. 1922""|~|scale not given|~|Includes street index.  Above map is photographic image: ""Section of Los Angeles skyline--looking north down Broadway from Tenth Street""|~|Panel title: ""Map of Los Angeles, the climate capital of the new world""|~|Caption on verso: ""Los Angeles -- the year round city"". Verso is filled with promotional information about the city.|~|Digitization took place as part of the California Cultures Project.",G4364 L875 1923a|~|G4364 L875 1923a,http://calcultures.cdlib.org|~|http://calcultures.cdlib.org,"Los Angeles, Calif|~|Los Angeles, Calif",Clason Map Company|~|Clason Map Company,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz001d0fxx,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz001d0fxx_754621_master.tif,,,,still image|~|cartographic,pd,,Mexico--Maps|~|United States--Maps,,,"United States--Historical geography--Maps |~|Mexican War, 1846-1848--Maps",,spa,maps,,,"Disturnell, John, 1801-1877",,,,,,75 x 104 cm. on sheet 78 x 108 cm,uclamss_294_b44_1,"Mapa de los Estados Unidos de Mejico, segun lo organizado y definido por las varias actas del Congreso de dicha republica : y construido por las mejores autoridades",,1949,1 map,"Scale: 1:4,600,00|~|Digitization took place as part of the California Cultures Project.|~|Relief shown by hachures and spot heights|~|Prime meridian: Washington, D.C|~|Insets: Tabla de distancias.--Tabla estadistica.--Carta de los caminos &c. desde Vera Cruz y Alvarado a Mejico.--Profile of the route between Mexico and Vera Cruz.--Profile of the route b[e]tween Mexico and Acapulco.--Map showing the battle grounds of the 8th and 9th May 1846. By J. H. Eaton.--Chart of the bay of Vera Cruz. Drawn by order of V. Admiral Baudin|~|Rev. ed. Facsimile of 1847 edition published by J, Disturnell, New York",G4410 F2 1847,http://calcultures.cdlib.org,"Baltimore, Md.; Berkeley, Calif",A. Hoen & Co Bancroft Library. Friends,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz001nf32w,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz001nf32w_1309069_master.tif,,,,cartographic|~|cartographic,,,,,,Real property--California--Los Angeles County--Maps|~|Real property--California--Los Angeles County--Maps|~|Los Angeles (Calif.)--Maps |~|Los Angeles (Calif.)--Maps |~|Los Angeles (Calif.)--Aerial views |~|Los Angeles (Calif.)--Aerial views ,,eng|~|eng,bird's-eye views|~|bird's-eye views,,,,,,,,,each 23.5 x 31.5 cm. on sheet 53.5 x 35 cm. originally folded to 53.5 x 26.5 cm|~|each 23.5 x 31.5 cm. on sheet 53.5 x 35 cm. originally folded to 53.5 x 26.5 cm,uclamss_294_b36_1|~|uclamss_294_b36_1,"Portion of Los Angeles as seen from the Ninth Street tract; and, Map of the ninth street tract|~|Portion of Los Angeles as seen from the Ninth Street tract; and, Map of the ninth street tract",,1880?|~|1880?,2 maps|~|2 maps,Perspective map not drawn to scale. Bird's-eye view and tract map. Publisher's advertisements on verso. Relief shown pictorially.|~|Perspective map not drawn to scale. Bird's-eye view and tract map. Publisher's advertisements on verso. Relief shown pictorially.,G4364 L875 1880a|~|G4364 L875 1880a,,"Los Angeles, Calif.|~|Los Angeles, Calif.",Semi-Tropic Homestead Co.|~|Semi-Tropic Homestead Co.,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz001nf33d,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz001nf33d_1309075_master.tif,,,,cartographic,pd,,California--Maps,,,California -- Maps|~|Agriculture--California--Maps|~|Agricultural resources--California--Maps,,eng,,,,,,,,,,56 x 46 cm. on sheet 71 x 54 cm,uclamss_294_b134_1,Unique map of California,,ca. 1885,1 map,"Includes inset of California's area, soils, temperature and the Sierra Mountains.Includes pictorial insets of notable urban, historic and natural sites.On area of each county is listed the number of acres under production and the principal crops.Relief shown by spot heights and hachures.Scale not given.",,,"San Francisco, Calif.",Dickman-Jones Co.,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz001nf34x,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz001nf34x_1309089_master.tif,,,,cartographic|~|cartographic,,,,,,"Central Pacific Railroad Company--Maps|~|Central Pacific Railroad Company--Maps|~|Southern Pacific Railroad Company--Maps|~|Southern Pacific Railroad Company--Maps|~|Railroads--Southwest, New--Maps|~|Railroads--Southwest, New--Maps",,eng|~|eng,maps|~|maps,,,,,,,,,17 x 27 on sheet 20.5 x 30.5 originally folded to 20.5 x 7.5 cm|~|17 x 27 on sheet 20.5 x 30.5 originally folded to 20.5 x 7.5 cm,uclamss_294_b83_1|~|uclamss_294_b83_1,"Map of the Central Pacific Railroad, Southern Pacific Railroad, and connections|~|Map of the Central Pacific Railroad, Southern Pacific Railroad, and connections",,1880|~|1880,1 map|~|1 map,"Railroad lines are printed in red, water features in blue.Verso of map has schedule and rate information on the railroad lines.Scale 1:7,500,000|~|Railroad lines are printed in red, water features in blue.Verso of map has schedule and rate information on the railroad lines.Scale 1:7,500,000",G4300 P3 1880|~|G4300 P3 1880,,"San Francisco, Calif.|~|San Francisco, Calif.",H.S. Crocker Co.|~|H.S. Crocker Co.,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz001nf35f,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz001nf35f_1309094_master.tif,,,,cartographic,,,Los Angeles Metropolitan Area (Calif.)--Maps,,,,,eng,maps,,,,,,,,,22 x 16 cm. on sheet 27.5 x 21.5 cm,uclamss_294_b125_3,Map of Los Angeles and vicinty : featuring Redondo Beach,,undated,1 map,"Lots of information about Redondo Beach which ""is being developed by the Redondo Beach Company.""Street rail lines are marked.Relief shown by hachures.Verso of map has hand written notes on ""Deeds 57-386.""",,,"San Francisco, Calif.",Britton & Rey,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz001nf36z,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz001nf36z_1309099_master.tif,,,,cartographic,,,Los Angeles (Calif.),,,Los Angeles (Calif.)--Maps ,,eng,maps,,,,,,,,,35.5 x 24.5 cm. on sheet 39.5 x 28 cm,uclamss_294_b42_1,"Map showing territory annexed to the city of Los Angeles, California",,1935,1 map,n lower left hand corner is inset of the history of annexations and consolidations to Los Angeles.Relief shown by hachures.,G4364 L875 F2 1935,,"Los Angeles, Calif.",Los Angeles (Calif.). Engineering Dept.,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz001nf37g,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz001nf37g_1309106_master.tif,,,,cartographic,pd,,,,,"Landowners--California--Los Angeles County--Maps|~|Real property--California--San Bernardino County--Maps|~|Rancho Muscupiabe (Calif.)--Maps|~|White, Michael Claringbud, 1861-1885",,eng,maps|~|plats (maps),,"Hancock, Henry",,,,,,,51 x 68 cm,uclamss_294_b99_1,"Plat of the Rancho Muscupiabe, finally confirmed to Miguel White",,November 1867,1 map,"""Suveyed under instruction from the U.S. Surveyor General by Henry Hancock, Dep. Sur., November 1867. Containing 30,144 88/100 acres.""""The field noted of the Rancho Muscupiabe from which this plat has been made, have been examined and approved, and are on file in this office. U.S. Surveyor General's Office, San Francisco, California. July 11th, 1868. Signed [], U.S. Surv. Gen. Cal.""Boundaries are over drawn in red and green.Includes table of boundary distances.Property at the mouth of the Cajon Pass conferred to Michael Claringbund White (1801-1888) in 1843.80 chains to 1 inch.",G4363 S14 1868,,,"United States. Surveyor General, Sponsor",,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz001nf380,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz001nf380_1309113_master.tif,,,,cartographic,pd,,,,,"Mining camps--California--Inyo County--Maps|~|Mines and mineral resources--California--Inyo County--Maps|~|Inyo County (Calif.)--Maps|~|Whitney, Mount (Calif.)--Pictorial works",,eng,maps,,,,,,,,,37.5 x 40 cm. on sheet 42.5 x 44.5 cm,uclamss_294_b92_1,Mining map of Inyo County,,1884?,1 map,"Inset view: ""Mt. Whitney from Lone Pine, sketched by Miss Mollie Stevens.""Relief shown by hachures and spot heights.Scale 1:760,320",G4363 I6 1884,,"San Francisco, Calif.",Daily Report,,,,,
