Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Type.genre,Name.photographer,Type.typeOfResource,AltIdentifier.local,Title,Subject,Name.subject,Description.note,Summary,Date.creation,Coverage.geographic,Description.latitude,Description.longitude,Relation.isPartOf,Format.extent,AltTitle.other,Name.repository,Rights.servicesContact,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Borcherdt (Donn) Collection,ark:/21198/zz002k2q26,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2q26_2377581_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams410.tif|~|DB-410,"Mexico - River, between 1960-1964",Rivers--Mexico,,,,between 1960-1964,Mexico,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2q26,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2q26/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2q3q,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2q3q_2377563_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams404.tif|~|DB-404,"Personal/Misc. - Two females, violinist and guitar, 1960-1968",Guitars|~|Musicians,,Two women singing as one also plays a guitar. They are seated in a garden.,,1960-1968,,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2q3q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2q3q/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2q47,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2q47_2377578_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams409.tif|~|DB-409,"Mexico - River, between 1960-1964",Rivers--Mexico,,,,between 1960-1964,Mexico,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2q47,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2q47/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2q5r,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2q5r_2377596_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams415.tif|~|DB-415,"Mexico - River, between 1960-1964",Rivers--Mexico,,,,between 1960-1964,Mexico,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2q5r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2q5r/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2q68,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2q68_2377575_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams408.tif|~|DB-408,"Mexico - River, between 1960-1964",Rivers--Mexico,,,,between 1960-1964,Mexico,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2q68,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2q68/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2q7s,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2q7s_2377602_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams417.tif|~|DB-417,"Personal/Misc. - Country scene at dusk, 1960s (?)",Rural areas--Mexico,,,,1960-1968,,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2q7s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2q7s/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2q89,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2q89_2377572_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams407.tif|~|DB-407,"Personal/Misc. - Two females, violinist and guitar, 1960-1968",Guitars|~|Musicians,,Woman playing a guitar as another woman watches. They are seated in a garden.,,1960-1968,,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2q89,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2q89/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2q9t,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2q9t_2377599_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams416.tif|~|DB-416,"Personal/Misc. - Country scene at dusk, 1960s (?)",Rural areas--Mexico,,,,1960-1968,,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2q9t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2q9t/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2qbb,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2qbb_2377569_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams406.tif|~|DB-406,"Personal/Misc. - Two females, violinist and guitar, 1960-1968",Guitars|~|Musicians,,Two women singing as one also plays a guitar. They are seated in a garden.,,1960-1968,,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2qbb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2qbb/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2qcv,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2qcv_2377593_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams414.tif|~|DB-414,"Mexico - River, nearby, between 1960-1964",Rural areas--Mexoco,,,,between 1960-1964,Mexico,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2qcv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2qcv/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2qdc,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2qdc_2377566_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams405.tif|~|DB-405,"Personal/Misc. - Two females, violinist and guitar, 1960-1968",Guitars|~|Musicians,,Woman playing a guitar as another woman watches. They are seated in a garden.,,1960-1968,,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2qdc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2qdc/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2qfw,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2qfw_2377590_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams413.tif|~|DB-413,"Personal/Misc. - Three-string viol type instrument, 1960s (?)",Stringed instruments,,,,1960-1968,,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2qfw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2qfw/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2qgd,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2qgd_2377560_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams403.tif|~|DB-403,"Mexico - Country scene with tree, between 1960-1964",Rural areas--Mexico,,,,between 1960-1964,Mexico,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2qgd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2qgd/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2qhx,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2qhx_2377587_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams412.tif|~|DB-412,"Mexico - River, between 1960-1964",Rivers--Mexico,,,,between 1960-1964,Mexico,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2qhx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2qhx/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2qjf,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2qjf_2377554_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams401.tif|~|DB-401,"Mexico (Michoacán/Costa) - Sea coast, between 1960-1964",Beaches--Mexico,,Two people on a beach.,,between 1960-1964,Michoacán de Ocampo (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2qjf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2qjf/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2qkz,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2qkz_2377584_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams411.tif|~|DB-411,"Mexico - River, nearby, between 1960-1964",Rural areas--Mexico,,,,between 1960-1964,Mexico,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2qkz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2qkz/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2qmg,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2qmg_2377548_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,DB-399|~|cleth_196601_ams399.tif,"Mexico (Michoacán/Costa) - Man with horse, between 1960-1964",Pack animals--Mexico|~|Horses--Mexico|~|Men--Mexico,,Man with a horse or pack animal.,,between 1960-1964,Michoacán de Ocampo (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2qmg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2qmg/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2qn0,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2qn0_2377346_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams367.tif|~|DB-367,"Mexico (Ciudad de México, D.F.) - Universidad Nacional Autónoma de México (UNAM), between 1960-1964",Universities & colleges--Mexico--Mexico City|~|Courtyards--Mexico--Mexico City,Universidad Nacional Autónoma de México,General view of a flagstone paved courtyard on the campus.,,between 1960-1964,Mexico City (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2qn0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2qn0/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2qph,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2qph_2377352_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams369.tif|~|DB-369,"Mexico (Ciudad de México, D.F.) - Rooftops with storm clouds, between 1960-1964",Buildings--Mexico--Mexico City,,,,between 1960-1964,Mexico City (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2qph,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2qph/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2qq1,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2qq1_2377482_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams376.tif|~|DB-376,"Mexico (Michoacán/Costa) - Children, between 1960-1964",Children--Mexico,,Five children seated on a hillside in the area of a village in the Costa region of the state of Michoacán de Ocampo.,,between 1960-1964,Michoacán de Ocampo (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2qq1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2qq1/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2qrj,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2qrj_2377542_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams397.tif|~|DB-397,"Mexico (Michoacán/Costa) - Farmyard, between 1960-1964",Farms--Mexico|~|Pack animals--Mexico|~|Agricultural laborers--Mexico,,"Man with three pack animals in a tree-shaded area on a hillside, in the Costa region of the state of Michoacán de Ocampo.",,between 1960-1964,Michoacán de Ocampo (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2qrj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2qrj/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2qs2,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2qs2_2377497_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams381.tif|~|DB-381,"Mexico (Michoacán/Costa) - Chicken yard, between 1960-1964",Chickens--Mexico,,,,between 1960-1964,Michoacán de Ocampo (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2qs2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2qs2/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2qtk,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2qtk_2377536_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams395.tif|~|DB-395,"Mexico (Michoacán/Costa) - Farmyard, between 1960-1964",Farms--Mexico|~|Farmhouses--Mexico|~|Agricultural facilities--Mexico,,"Two farmhouses of farm buildings separated by a low wattle fence, with a mountain in the background, in the Costa region of the state of Michoacán de Ocampo.",,between 1960-1964,Michoacán de Ocampo (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2qtk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2qtk/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2qv3,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2qv3_2377358_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams371.tif|~|DB-371,"Mexico (Michoacán/Costa) - Shack dwelling, between 1960-1964",Huts--Mexico,,"Hut or shack with a tile roof and walls made from tree branches, in a rural area.",,between 1960-1964,Michoacán de Ocampo (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2qv3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2qv3/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2qwm,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2qwm_2377530_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams393.tif|~|DB-393,"Mexico (Michoacán/Costa) - Farmyard, between 1960-1964",Farms--Mexico|~|Farmhouses--Mexico|~|Agricultural facilities--Mexico,,"Man standing in an area enclosed by a low wattle fence in front of a farmhouse or farm building with a tile roof, in the Costa region of the state of Michoacán de Ocampo.",,between 1960-1964,Michoacán de Ocampo (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2qwm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2qwm/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2qx4,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2qx4_2377361_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams372.tif|~|DB-372,"Mexico (Michoacán/Costa) - Shack dwelling, between 1960-1964",Dwellings--Mexico|~|Huts--Mexico,,"A row of small buildings, houses or huts, with tile roofs and wattle-style walls. With a hefty wattle fence on the left, in a rural area.",,between 1960-1964,Michoacán de Ocampo (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2qx4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2qx4/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2qzn,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2qzn_2377524_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams391.tif|~|DB-391,"Mexico (Michoacán/Costa) - Sea port, between 1960-1964",Harbors--Mexico,,Seaport with docked boats and two train cars on a shoreline.,,between 1960-1964,Michoacán de Ocampo (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2qzn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2qzn/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2r0n,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2r0n_2377364_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams373.tif|~|DB-373,"Mexico (Michoacán/Costa) - Aerial view of village, between 1960-1964",Villages--Mexico,,,,between 1960-1964,Michoacán de Ocampo (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2r0n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2r0n/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2r15,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2r15_2377518_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams389.tif|~|DB-389,"Mexico (Michoacán/Costa) - Forest scene, between 1960-1964",Forests--Mexico|~|Trails & paths--Mexico,,"Path in a forest, in the Costa region of the state of Michoacán de Ocampo.",,between 1960-1964,Michoacán de Ocampo (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2r15,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2r15/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2r2p,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2r2p_2377367_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams374.tif|~|DB-374,"Mexico (Michoacán/Costa) - Aerial view of village, between 1960-1964",Villages--Mexico,,,,between 1960-1964,Michoacán de Ocampo (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2r2p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2r2p/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2r36,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2r36_2377512_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams387.tif|~|DB-387,"Mexico (Michoacán/Costa) - Man, between 1960-1964",Pack animals--Mexico|~|Men--Mexico,,"Man crouching beside a pack animal, with another pack animal behind him.",,between 1960-1964,Michoacán de Ocampo (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2r36,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2r36/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2r4q,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2r4q_2377503_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams383.tif|~|DB-383,"Mexico (Michoacán/Costa) - Dwelling, between 1960-1964",Dwellings--Mexico,,"Four people beneath a branch-framed awning outside of a house, in a village in the Costa region of the state of Michoacán de Ocampo.",,between 1960-1964,Michoacán de Ocampo (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2r4q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2r4q/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2r57,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2r57_2377506_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams384.tif|~|DB-384,"Mexico (Michoacán/Costa) - Boy in palm tree, between 1960-1964",Palms--Mexico|~|Boys--Mexico,,,,between 1960-1964,Michoacán de Ocampo (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2r57,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2r57/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2r6r,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2r6r_2377509_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams385.tif|~|DB-385,"Mexico (Michoacán/Costa) - Local group with melons, between 1960-1964",Melons--Mexico|~|Agricultural workers--Mexico,,,,between 1960-1964,Michoacán de Ocampo (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2r6r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2r6r/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2r78,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2r78_2377491_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams379.tif|~|DB-379,"Mexico (Michoacán/Costa) - Costumed people, between 1960-1964",Festivals--Mexico,,"Five people in front of a church doorway, in costume for an event, in a village in the Costa region of the state of Michoacán de Ocampo.",,between 1960-1964,Michoacán de Ocampo (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2r78,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2r78/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002k2r8s,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002k2r8s_2377515_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams388.tif|~|DB-388,"Mexico (Michoacán/Costa) - Two men and horse, between 1960-1964",Pack animals--Mexico|~|Horses--Mexico|~|Men--Mexico,,,,between 1960-1964,Michoacán de Ocampo (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2r8s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2r8s/manifest
