Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Type.typeOfResource,Type.genre,Subject,Rights.copyrightStatus,Rights.publicationStatus,Name.subject,Name.fashionDesigner,Rights.rightsHolderContact,Rights.servicesContact,Relation.isPartOf,Name.repository,Name.creator,Name.photographer,Rights.permission,Language,Date.normalized,Description.note,Format.extent,Alt ID.local,Date.creation,Title,Format.dimensions,Description.fundingNote,Note,Format.medium,Description.caption,Coverage.geographic,Description.contents,Publisher.publisherName,AltTitle.other,Opac url,Alt ID.url,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzsp7,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0395.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,hats,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Huff, Ray",N,zxx,1932,"This photograph appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" March 27, 1932, pg. 14A|~|Peggy Hamilton modeling a large-brim hat for with a flower motif design on the underside of the brim.",1 photographic negative,uclamss_1373_0395,1932,"Peggy Hamilton modeling a large-brim hat, 1932",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on negative: Ray Huff Studios L.A.,California--Los Angeles,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzsp7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzsp7/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzsqr,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0396.tif,,,,private,still image,Black-and-white photographs|~|double portraits|~|cellulose nitrate film,,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984|~|Arlen, Richard, $d 1900-1976",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Richee, Eugene, $d 1896-1972",N,zxx,1931-09,Peggy Hamilton with the actor Richard Arlen standing in front of a screen door at Paramount Studios|~|Eugene Richee was a studio photographer who worked for Paramount Pictures from 1925 to 1935 and later worked for MGM and Warner Brothers.,1 photographic negative,uclamss_1373_0396,September 1931,"Peggy Hamilton with the actor Richard Arlen at Paramount Studios, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text on a note with the negative: Richard Arlen & Peggy Hamilton Paramount Studios (image no. uclamss_1373_0397i).|~|Text from negative sleeve: 7-Hortense Hat Co. Peggy Sh.... Sept. 1931. Paramount Star. Gene Richee Photo.,California--Hollywood,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzsqr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzsqr/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzsr8,ark:/21198/zz0008hs10,5,Imported,Work,adams/masters/uclamss_1373_0397i.tif,,,,private,still image,,,copyrighted,,,,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,eng,,,1 note,uclamss_1373_0397i,,uclamss_1373_0397i - note identifying image no. uclamss_1373_0397i,,Access to this collection is generously supported by Arcadia funds.,,,Richard Arlen & Peggy Hamilton Paramount Studios.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzsr8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzsr8/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzsss,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0398.tif,,,,private,still image,Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|fur|~|gloves|~|velvet (fabric weave)|~|socialites|~|trains (costume components),copyrighted,,"Chandler, Dorothy, 1901-1997|~|Adams, Peggy Hamilton, $d 1890-1984|~|Schofield, Clara Isabel, $d 1868-1958|~|American Newspaper Publishers Association","Tree, Dolly",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Bachrach, Ernest, $d 1899-1973 ",N,zxx,"November 11, 1931","A different photograph of Peggy Hamilton wearing this gown appears in her Los Angeles Times feature ""Fashions,"" March 27, 1932, pg. I4A.|~|Peggy Hamilton with Dorothy Chandler (2nd from L) and Clara Schofield (R; wife of Admiral Schofield) at an event of the 7th annual meeting of the American Newspaper Publishers' Association. The event was for the wives and daughters of the delegates who were guests at a dinner and entertainment at the Cafe de Paris in Fox Movietone City hosted by Dorothy Chandler. Clara Schofield was one of the honor guests and Hamilton directed the fashion show. The fashion show featured gowns for movies designed by Max Ree of R.-K.-O. studios and Adrian of M.-G.-M. studios. The event was also attended by film actresses. Hamilton is wearing a form-fitting gown made of daybreak chiffon velvet with a flaring train trimmed with sable designed by Dolly Tree of Fox Studios. On the left shoulder is a spray of French hand-made gold thread flowers. The imported gloves have a narrow insert of gold kid.",1 photographic negative,uclamss_1373_0398,1931-11-11,"Peggy Hamilton with Dorothy Chandler and Clara Schofield at the Cafe de Paris, Los Angeles, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,"Text from negative sleeve: Peggy-negs. from 1375 6 x 13 (f.3). ""Peggy with Famous People & Costume Orpheum etc. - 1973.""",California--Los Angeles,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzsss,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzsss/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzst9,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0399.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|gloves|~|beadwork|~|velvet (fabric weave)|~|satin|~|embroidery (visual works)|~|Alençon lace|~|crowns (headdresses)|~|spiral stairs|~|trains (costume components),copyrighted,,"Olympic Games $n (10th : $d 1932 : $c Los Angeles, Calif.)|~|Adams, Peggy Hamilton, $d 1890-1984","Rée, Max",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,,"Peggy Hamilton standing on a grand spiral staircase, wearing a regal evening gown with empire lines in ivory satin embroidered with pearls and rhinestones, with puffed sleeves and a flared stand-up collar of Alençon lace. Her red velvet train, 15 yards in length, is decorated with large flowers created from gold metallic ribbon and has an ermine border. Her crown is ornamented with diamonds and pearls.|~|This gown was designed by Max Rée, courtesy of Radio Pictures Corporation, for the Coronation Ball at the Biltmore Hotel in Los Angeles at which Hamilton was crowned as Queen Olympia. Hamilton was the Los Angeles County Official Hostess during the 1932 summer Olympics held in Los Angeles. The location of this photograph with grand spiral staircase is not documented.|~|A different photograph of Peggy Hamilton wearing this gown and train appears in her Los Angeles Times feature ""Fashions,"" August 23, 1931. pg. H3",1 photographic negative,uclamss_1373_0399,1931,"Peggy Hamilton modeling a Max Rée gown as ""Queen Olympia,"" 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: RKO-30,California,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzst9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzst9/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzsvt,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0400.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|gloves|~|velvet (fabric weave)|~|satin|~|embroidery (visual works)|~|Alençon lace|~|crowns (headdresses)|~|spiral stairs|~|trains (costume components),copyrighted,,"Olympic Games $n (10th : $d 1932 : $c Los Angeles, Calif.)|~|Adams, Peggy Hamilton, $d 1890-1984","Rée, Max",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1931,"for the Coronation Ball at the Biltmore Hotel in Los Angeles at which Hamilton was crowned as Queen Olympia. Hamilton was the Los Angeles County Official Hostess during the 1932 summer Olympics held in Los Angeles. The location of this photograph with grand spiral staircase is not documented.|~|A different photograph of Peggy Hamilton wearing this gown and train appears in her Los Angeles Times feature ""Fashions,"" August 23, 1931. pg. H3|~|gown with empire lines in ivory satin embroidered with pearls and rhinestones, with puffed sleeves and a flared stand-up collar of Alençon lace. Her red velvet train, 15 yards in length, is decorated with large flowers created from gold metallic ribbon and has an ermine border. Her crown is ornamented with diamonds and pearls.",1 photographic negative,uclamss_1373_0400,1931,"Peggy Hamilton modeling a Max Rée gown as ""Queen Olympia,"" 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: RKO-27,California,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzsvt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzsvt/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzswb,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0401.tif,,,,private,still image,Black-and-white photographs|~|double portraits|~|cellulose nitrate film,,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984|~|Lucas, Jean ",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Richee, Eugene, $d 1896-1972",N,zxx,1931-09-27,"Peggy Hamilton and Jean Lucas, president of Hortense Inc. (a millinery business), at Paramount Studios.|~|Eugene Richee was a studio photographer who worked for Paramount Pictures from 1925 to 1935 and later worked for MGM and Warner Brothers.|~|According to Hamilton's ""Fashions"" feature in the Los Angeles Times, October 18, 1931, pg. H3, Jean Lucas, president of the millinery business Hortense Inc., visited Los Angeles, in September 1931, to announce the opening his Los Angeles millinery salons.",1 photographic negative,uclamss_1373_0401,"September 27, 1931","Peggy Hamilton and Jean Lucas, president of Hortense Inc. of Paris, at Paramount Studios, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: 10 - Hortense Hat. Peggy Hamilton and Jean Lucas. 1931. Paramount Studio. Gene Richie Photo.,California--Hollywood,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzswb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzswb/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzsxv,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0402.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|fur|~|coats (garments)|~|chiffon|~|sequins (spangles),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Bachrach, Ernest, $d 1899-1973 ",N,zxx,1931-07,"Peggy Hamilton modeling a fur coat made of white Russian Ermine with a roll collar, flare cuffs of white fox, and a chiffon evening gown with diagonal rows of large sequins on the bodice and a tiered skirt. The coat was from Beckman's Exclusive Fur Shop on West Seventh Street in Los Angeles.|~|A different photograph of Peggy Hamilton wearing this coat appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" September 27, 1931, pg. H3.",1 photographic negative,uclamss_1373_0402,July 1931,"Peggy Hamilton modeling an ermine coat, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: R-33,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzsxv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzsxv/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzszc,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0403.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,capes (outerwear)|~|fur|~|gloves|~|hats,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Adams, Peggy Hamilton, $d 1890-1984",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Bachrach, Ernest, $d 1899-1973 ",N,zxx,July 1931,"Peggy Hamilton modeling a cape of her own design of cream corded henrietta cloth bordered with marten fur, created for Beckman's Fur Shop on West Seventh Street in Los Angeles.|~|A different photograph of Peggy Hamilton wearing this cape appears in her Los Angeles Times feature ""Fashions,""  October 18, 1931, pg. H3",1 photographic negative,uclamss_1373_0403,1931-07,"Peggy Hamilton modeling a cape of her own design of cream corded henrietta cloth, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: R-22. Peggy Hamilton. RKO Photo. Bachrach Photo. 1931-July.,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzszc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzszc/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzt0c,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0404.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,fur|~|coats (garments),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Bachrach, Ernest, $d 1899-1973 ",N,zxx,July 1931,"A different photograph of Peggy Hamilton wearing this coat appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" September 27, 1931, pg. H3.|~|Peggy Hamilton modeling a fur coat made of white Russian Ermine with a roll collar, flare cuffs of white fox. The coat was from Beckman's Exclusive Fur Shop on West Seventh Street in Los Angeles",1 photographic negative,uclamss_1373_0404,1931-07,"Peggy Hamilton modeling an ermine coat, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: R-25. Peggy Hamilton. RKO Photo. Bachrach Photo. 1931-July|~|Handwritten on edge of negative: P-32,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzt0c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzt0c/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzt1w,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0405.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|chiffon|~|sequins (spangles),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Bachrach, Ernest, $d 1899-1973 ",N,zxx,1931-07,"Peggy Hamilton modeling a chiffon evening gown with diagonal rows of large sequins and one exposed shoulder on the bodice and a long, tiered chiffon skirt.|~|A different photograph of Peggy Hamilton wearing this gown beneath an ermine coat appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" September 27, 1931, pg. H3.",1 photographic negative,uclamss_1373_0405,July 1931,"Peggy Hamilton modeling a chiffon evening gown, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: R. 32. Peggy Hamilton. RKO Photo. Bachrach Photo. 1931-July.|~|Handwritten on edge of negative: R-25,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzt1w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzt1w/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzt2d,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0406.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,fur|~|coats (garments),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Bachrach, Ernest, $d 1899-1973 ",N,zxx,1931-07,"This photograph appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" September 27, 1931, pg. H3.|~|Peggy Hamilton modeling a fur coat made of white Russian Ermine with a roll collar, flare cuffs of white fox. The coat was from Beckman's Exclusive Fur Shop on West Seventh Street in Los Angeles.",1 photographic negative,uclamss_1373_0406,July 1931,"Peggy Hamilton modeling an ermine coat, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: R 35,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzt2d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzt2d/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzt3x,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0407.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,fur|~|coats (garments),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Bachrach, Ernest, $d 1899-1973 ",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,July 1931,"Peggy Hamilton modeling a fur coat made of white Russian Ermine with a roll collar, flare cuffs of white fox. The coat was from Beckman's Exclusive Fur Shop on West Seventh Street in Los Angeles.|~|A different photograph of Peggy Hamilton wearing this coat appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" September 27, 1931, pg. H3.",1 photographic negative,uclamss_1373_0407,1931-07,"Peggy Hamilton modeling an ermine coat, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: R-34,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzt3x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzt3x/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzt4f,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0408.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,capes (outerwear)|~|fur|~|gloves|~|hats,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Adams, Peggy Hamilton, $d 1890-1984",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Bachrach, Ernest, $d 1899-1973 ",N,zxx,July 1931,"Peggy Hamilton modeling a cape of her own design of cream corded henrietta cloth bordered with marten fur, created for Beckman's Fur Shop on West Seventh Street in Los Angeles.|~|A different photograph of Peggy Hamilton wearing this cape appears in her Los Angeles Times feature ""Fashions,""  October 18, 1931, pg. H3.",1 photographic negative,uclamss_1373_0408,1931-07,"Peggy Hamilton modeling a cape of her own design of cream corded henrietta cloth, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: R. 23. July 1931. Peggy Hamilton. Bachrach Photo. RKO Studio.|~|Handwritten on edge of negative: R 23,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzt4f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzt4f/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzt5z,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0409.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,capes (outerwear)|~|fur|~|hats,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Adams, Peggy Hamilton, $d 1890-1984",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Bachrach, Ernest, $d 1899-1973 ",N,zxx,1931-07,"Peggy Hamilton modeling a cape of her own design of cream corded henrietta cloth bordered with marten fur, created for Beckman's Fur Shop on West Seventh Street in Los Angeles.|~|A different photograph of Peggy Hamilton wearing this cape appears in her Los Angeles Times feature ""Fashions,""  October 18, 1931, pg. H3",1 photographic negative,uclamss_1373_0409,July 1931,"Peggy Hamilton modeling a cape of her own design of cream corded henrietta cloth, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: R-21. Peggy Hamilton. RKO photo. Bachrach Photo. 1931-July.|~|Handwritten on edge of negative: R-21,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzt5z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzt5z/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzt6g,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0410.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,hats,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Richee, Eugene, $d 1896-1972",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1933-06,"An excerpt from this photograph appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" July 9, 1933, pg. F4.|~|Peggy Hamilton modeling a picture hat made of skymist angora straw with a crown band and a felt facing in blarney green felt. The hat is intended for dressy afternoon occasions such as tea and calling.|~|Eugene Richee was a studio photographer who worked for Paramount Pictures from 1925 to 1935 and later worked for MGM and Warner Brothers.",1 photographic negative,uclamss_1373_0410,June 1933,"Peggy Hamilton modeling a hat of skymist angora straw, 1933",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: FPL-79 [Famous Players Lasky; later Paramount]. June 1933|~|Handwritten on edge of negative: FPL-79 [Famous Players Lasky; later Paramount],,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzt6g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzt6g/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzt70,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0411.tif,,,,private,still image,Fashion design drawings|~|Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|fur|~|chiffon|~|beadwork,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Richee, Eugene, $d 1896-1972",N,zxx,1933,"This photograph appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" April 23, 1933, pg. F4. A different photograph of Peggy Hamilton wearing this gown and hairstyle appears in her Los Angeles Times feature ""Fashions,"" December 3, 1933|~|Peggy Hamilton modeling a light chiffon gown with empire waist, light fur trim on the sleeves and around the hips, and what appears to be beading on one cuff and on a narrow sash that wraps around the high waist and extends up one side of the v-neck|~|Eugene Richee was a studio photographer who worked for Paramount Pictures from 1925 to 1935 and later worked for MGM and Warner Brothers.",1 photographic negative,uclamss_1373_0411,1933,"Peggy Hamilton modeling a chiffon gown with empire waist and fur trim, 1933",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: FPL-63 [Famous Players Lasky; later Paramount],California,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzt70,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzt70/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzt8h,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0412.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|double portraits|~|cellulose nitrate film,appliqué (visual works)|~|dresses (garments)|~|coats (garments)|~|hats|~|crochet (needlework),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984|~|Kofler, Wanda","Kofler, Wanda",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1929-11-26,"Wanda Kofler was a Paris-based fashion designer from Vienna who specialized in  women's wear, especially crochet and knitwear.|~|This photograph appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" December 22, 1929. The photograph credit for this ""Fashions"" page is Moss Photos.|~|Peggy Hamilton (standing) with designer  Wanda Kofler (seated). Kofler is wearing a crocheted coat over a silk chemise dress and a crocheted cap. Hamilton is wearing a wrap of white cashmere, trimmed with appliquéd leather in black, gray and silver.",1 photographic negative,uclamss_1373_0412,"November 26, 1929","Peggy Hamilton modeling a Wanda Kofler dress in a portrait with the designer, 1929",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: PH and Wanda Kofler. Rush for Mon. 11117 [Negative sleeve stamped: Metro-Goldwyn-Mayer Studios].|~|Handwritten on edge of negative: B 11117,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzt8h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzt8h/manifest
