Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Subject.conceptTopic,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Name.subject,Rights.servicesContact,Subject.category,Language,Name.repository,Name.photographer,Subject.descriptiveTopic,Rights.permissionNote,Relation.isPartOf,Name.creator,Date.creation,Date.normalized,Description.note,Coverage.geographic,Alt ID.local,Title,Format.dimensions,Format.extent,Description.latitude,Description.longitude,Local identifier,AltTitle.other,Finding Aid URL,Description.abstract,thumbnailImageName,masterImageName,Bucketeer State,IIIF Access URL,Representative Image,Masthead
Arkatov (James) Collection,ark:/21198/zz00293vzq,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz00293vzq_1967303_master.tif,,,,still image,Black-and-white photographs,Violoncellists--United States|~|Photographers $z California $z Los Angeles|~|Conductors (Music) $z Spain|~|Composers $z Spain|~|Pianists $z Spain|~|Violoncellists $z Spain,copyrighted,Y,unknown,"Arkatov, James, $d1920-|~|Casals, Pablo, $d 1876-1973",,People,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1956,1956,"Catalan cellist, conductor, pianist and composer Pablo Casals with American cellist and photographer Jim (James) Arkatov in 1956.",California--Los Angeles,uclamus_340_b3_f4_2,"Pablo Casals with Jim Arkatov, 1956 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293vzq_1967303_thumbnail.jpg,21198-zz00293vzq_1967303_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293vzq,,
Arkatov (James) Collection,ark:/21198/zz00293w0q,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz00293w0q_1967321_master.tif,,,,still image,Black-and-white photographs,Conductors (Music) $z Russia,copyrighted,Y,unknown,"Mravinsky, Yevgeny, $d 1903-1988",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Concerts|~|Orchestras,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1956,1956,Russian conductor Evgeny (Yevgeny) Mravinsky with the Leningrad Philharmonic Orchestra in Vienna in 1956.,Austria--Vienna,uclamus_340_b3_f4_4,"Evgeny (Yevgeny) Mravinsky in concert with the Leningrad Philharmonic Orchestra in Vienna, 1956 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293w0q_1967321_thumbnail.jpg,21198-zz00293w0q_1967321_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293w0q,,
Arkatov (James) Collection,ark:/21198/zz00293w17,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz00293w17_1967327_master.tif,,,,still image,Black-and-white photographs,Conductors (Music) $z Soviet Union|~|Violinists $z Soviet Union,copyrighted,Y,unknown,"Oistrakh, David, 1908-1974|~|Mravinsky, Yevgeny, $d 1903-1988|~|Leningradskai︠a︡ gosudarstvennai︠a︡ filarmonii︠a︡",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1956,1956,"David Oistrakh, soloist, standing facing the photographer, with the Leningrad Philharmonic Orchestra, being led by conductor Yevgeny Mravinsky.",Austria--Vienna,uclamus_340_b3_f4_3,"David Oistrakh playing the violin with Evgeny Mravinsky conducting the Leningrad Philharmonic Orchestra in Vienna, 1956 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293w17_1967327_thumbnail.jpg,21198-zz00293w17_1967327_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293w17,,
Arkatov (James) Collection,ark:/21198/zz00293w2r,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz00293w2r_1967337_master.tif,,,,still image,Black-and-white photographs,Pianists $z Russia|~|Violoncellists $z Russia|~|Conductors (Music) $z Russia,copyrighted,Y,unknown,"Rostropovich, Mstislav, $d 1927-2007",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Violoncellos,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1956,1956,"Russian cellist, pianist and conductor Mstislav Rostropovich playing the cello in 1956. He was a naturalized Swiss.",California--Los Angeles,uclamus_340_b3_f4_5,"Mstislav Rostropovich playing the cello, 1956 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293w2r_1967337_thumbnail.jpg,21198-zz00293w2r_1967337_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293w2r,,
Arkatov (James) Collection,ark:/21198/zz00293w38,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz00293w38_1967347_master.tif,,,,still image,Black-and-white photographs,Pianists $z Russia|~|Violoncellists $z Russia|~|Conductors (Music) $z Russia,copyrighted,Y,unknown,"Rostropovich, Mstislav, $d 1927-2007",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Violoncellos,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1956,1956,"Russian cellist, pianist and conductor Mstislav Rostropovich playing the cello in 1956. He was a naturalized Swiss.",California--Los Angeles,uclamus_340_b3_f4_6,"Mstislav Rostropovich playing the cello, 1956 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293w38_1967347_thumbnail.jpg,21198-zz00293w38_1967347_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293w38,,
Arkatov (James) Collection,ark:/21198/zz00293w4s,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz00293w4s_1967355_master.tif,,,,still image,Black-and-white photographs,Pianists $z Russia|~|Violoncellists $z Russia|~|Conductors (Music) $z Russia,copyrighted,Y,unknown,"Rostropovich, Mstislav, $d 1927-2007",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Violoncellos,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1956,1956,"Russian cellist, pianist and conductor Mstislav Rostropovich playing the cello in 1956. He was a naturalized Swiss.",California--Los Angeles,uclamus_340_b3_f4_7,"Mstislav Rostropovich playing the cello, 1956 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00293w4s_1967355_thumbnail.jpg,21198-zz00293w4s_1967355_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293w4s,,
Arkatov (James) Collection,ark:/21198/zz002940mx,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz002940mx_1967365_master.tif,,,,still image,Black-and-white photographs,Pianists $z Russia,copyrighted,Y,unknown,"Gilels, Emil",,People,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1965,1965,Russian pianist Emil Gilels dressed in concert attire in 1965.,California--Los Angeles,uclamus_340_b3_f4_8,"Emil Gilels in concert attire, 1965 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz002940mx_1967365_thumbnail.jpg,21198-zz002940mx_1967365_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002940mx,,
Arkatov (James) Collection,ark:/21198/zz002940nf,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz002940nf_1967388_master.tif,,,,still image,Black-and-white photographs,Pianists $z Russia,copyrighted,Y,unknown,"Gilels, Emil",,People,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1965,1965,Russian pianist Emil Gilels in concert attire in 1965.,California--Los Angeles,uclamus_340_b3_f4_9,"Emil Gilels in concert attire, 1965 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz002940nf_1967388_thumbnail.jpg,21198-zz002940nf_1967388_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002940nf,,
Arkatov (James) Collection,ark:/21198/zz002940pz,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz002940pz_1967422_master.tif,,,,still image,Black-and-white photographs,Violinists $z United States,copyrighted,Y,unknown,"Heifetz, Jascha, $d 1901-1987",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Violins,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1957,1957,Russian-born American violinist Jascha Heifetz in 1957.,California--Los Angeles,uclamus_340_b3_f4_10,"Jascha Heifetz playing the violin, 1957 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz002940pz_1967422_thumbnail.jpg,21198-zz002940pz_1967422_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002940pz,,
Arkatov (James) Collection,ark:/21198/zz002940qg,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz002940qg_1967427_master.tif,,,,still image,Black-and-white photographs,Violinists $z United States,copyrighted,Y,unknown,"Heifetz, Jascha, $d 1901-1987",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Violins,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1957,1957,Russian-born American violinist Jascha Heifetz playing the violin in 1957.,California--Los Angeles,uclamus_340_b3_f4_11,"Jascha Heifetz playing the violin, 1957 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz002940qg_1967427_thumbnail.jpg,21198-zz002940qg_1967427_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002940qg,,
Arkatov (James) Collection,ark:/21198/zz002940r0,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz002940r0_1967430_master.tif,,,,still image,Black-and-white photographs,Violinists $z United States,copyrighted,Y,unknown,"Heifetz, Jascha, $d 1901-1987",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Violins,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1957,1957,Russian-born American violinist Jascha Heifetz in 1957.,California--Los Angeles,uclamus_340_b3_f4_12,"Jascha Heifetz, 1957 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz002940r0_1967430_thumbnail.jpg,21198-zz002940r0_1967430_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002940r0,,
Arkatov (James) Collection,ark:/21198/zz002940sh,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz002940sh_1967434_master.tif,,,,still image,Black-and-white photographs,Violinists $z United States,copyrighted,Y,unknown,"Heifetz, Jascha, $d 1901-1987",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Violins,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1957,1957,Russian-born American violinist Jascha Heifetz in 1957.,California--Los Angeles,uclamus_340_b3_f4_13,"Jascha Heifetz playing the violin, 1957 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz002940sh_1967434_thumbnail.jpg,21198-zz002940sh_1967434_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002940sh,,
Arkatov (James) Collection,ark:/21198/zz002940t1,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz002940t1_1967439_master.tif,,,,still image,Black-and-white photographs,Violinists $z United States,copyrighted,Y,unknown,"Heifetz, Jascha, $d 1901-1987",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Violins,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1957,1957,Russian-born American violinist Jascha Heifetz in 1957.,California--Los Angeles,uclamus_340_b3_f4_14,"Jascha Heifetz playing the violin, 1957 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz002940t1_1967439_thumbnail.jpg,21198-zz002940t1_1967439_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002940t1,,
Arkatov (James) Collection,ark:/21198/zz00294pq4,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz00294pq4_1969269_master.tif,,,,still image,Black-and-white photographs,Conductors (Music) $z United States,copyrighted,Y,unknown,"Steinberg, William, $d 1899-1978",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1957,1957,German-born American conductor William Steinberg conducting during rehersal in 1957.,California--Los Angeles,uclamus_340_b3_f4_15,"William Steinberg conducting in rehersal, 1957 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00294pq4_1969269_thumbnail.jpg,21198-zz00294pq4_1969269_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294pq4,,
Arkatov (James) Collection,ark:/21198/zz00294prn,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz00294prn_1969278_master.tif,,,,still image,Black-and-white photographs,Conductors (Music) $z United States,copyrighted,Y,unknown,"Steinberg, William, $d 1899-1978",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1957,1957,German-born American conductor William Steinberg during rehersal in 1957.,California--Los Angeles,uclamus_340_b3_f4_16,"William Steinberg in rehearsal, 1957 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00294prn_1969278_thumbnail.jpg,21198-zz00294prn_1969278_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294prn,,
Arkatov (James) Collection,ark:/21198/zz00294ps5,ark:/21198/zz001dzc12,1,In progress,Work,arkatov/masters/21198-zz00294ps5_1969285_master.tif,,,,still image,Black-and-white photographs,,copyrighted,Y,unknown,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1957,1957,,,uclamus_340_b3_f4_17,"Serge Koussevitzky in rehearsal, 1957",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00294ps5_1969285_thumbnail.jpg,21198-zz00294ps5_1969285_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294ps5,,
Arkatov (James) Collection,ark:/21198/zz00294ptp,ark:/21198/zz001dzc12,1,In progress,Work,arkatov/masters/21198-zz00294ptp_1969293_master.tif,,,,still image,Black-and-white photographs,,copyrighted,Y,unknown,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1957,1957,,,uclamus_340_b3_f4_18,"Serge Koussevitzky conducting in rehearsal, 1957",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00294ptp_1969293_thumbnail.jpg,21198-zz00294ptp_1969293_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294ptp,,
Arkatov (James) Collection,ark:/21198/zz00294pv6,ark:/21198/zz001dzc12,1,In progress,Work,arkatov/masters/21198-zz00294pv6_1969302_master.tif,,,,still image,Black-and-white photographs,,copyrighted,Y,unknown,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1957,1957,,,uclamus_340_b3_f4_19,"Serge Koussevitzky conducting in rehearsal, 1957",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00294pv6_1969302_thumbnail.jpg,21198-zz00294pv6_1969302_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294pv6,,
Arkatov (James) Collection,ark:/21198/zz00294pwq,ark:/21198/zz001dzc12,1,In progress,Work,arkatov/masters/21198-zz00294pwq_1969308_master.tif,,,,still image,Black-and-white photographs,,copyrighted,Y,unknown,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1957,1957,,,uclamus_340_b3_f4_20,"Serge Koussevitzky conducting in rehearsal, 1957",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00294pwq_1969308_thumbnail.jpg,21198-zz00294pwq_1969308_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294pwq,,
Arkatov (James) Collection,ark:/21198/zz00294px7,ark:/21198/zz001dzc12,1,In progress,Work,arkatov/masters/21198-zz00294px7_1969317_master.tif,,,,still image,Black-and-white photographs,,copyrighted,Y,unknown,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1957,1957,,,uclamus_340_b3_f4_21,"Serge Koussevitzky in rehearsal, 1957",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00294px7_1969317_thumbnail.jpg,21198-zz00294px7_1969317_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294px7,,
Arkatov (James) Collection,ark:/21198/zz00294pzr,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz00294pzr_1969325_master.tif,,,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,"Horowitz, Vladimir, $d 1903-1989",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1958,1958,Ukrainian-born American pianist Vladimir Horowitz in 1958.,California--Los Angeles,uclamus_340_b3_f4_22,"Vladimir Horowitz, 1958 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00294pzr_1969325_thumbnail.jpg,21198-zz00294pzr_1969325_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294pzr,,
Arkatov (James) Collection,ark:/21198/zz00294q18,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz00294q18_1969335_master.tif,,,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,"Horowitz, Vladimir, $d 1903-1989",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1958,1958,Ukrainian-born American pianist Vladimir Horowitz in 1958.,California--Los Angeles,uclamus_340_b3_f4_23,"Vladimir Horowitz, 1958 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00294q18_1969335_thumbnail.jpg,21198-zz00294q18_1969335_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294q18,,
Arkatov (James) Collection,ark:/21198/zz00294q2s,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz00294q2s_1969346_master.tif,,,,still image,Black-and-white photographs,Conductors (Music) $z United States,copyrighted,Y,unknown,"Monteux, Pierre, $d 1875-1964",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1959,1959,French-born American conductor Pierre Monteux conducting in 1959.,California--Los Angeles,uclamus_340_b3_f5_1,"Pierre Monteux conducting, 1959 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00294q2s_1969346_thumbnail.jpg,21198-zz00294q2s_1969346_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294q2s,,
Arkatov (James) Collection,ark:/21198/zz00294q39,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz00294q39_1969352_master.tif,,,,still image,Black-and-white photographs,Conductors (Music) $z United States,copyrighted,Y,unknown,"Monteux, Pierre, $d 1875-1964",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1959,1959,French-born American conductor Pierre Monteux conducting in 1959.,California--Los Angeles,uclamus_340_b3_f5_2,"Pierre Monteux conducting, 1959 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00294q39_1969352_thumbnail.jpg,21198-zz00294q39_1969352_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294q39,,
Arkatov (James) Collection,ark:/21198/zz00294q4t,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz00294q4t_1969359_master.tif,,,,still image,Black-and-white photographs,Conductors (Music) $z United States,copyrighted,Y,unknown,"Monteux, Pierre, $d 1875-1964",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1959,1959,French-born American conductor Pierre Monteux in 1959.,California--Los Angeles,uclamus_340_b3_f5_3,"Pierre Monteux, 1959 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00294q4t_1969359_thumbnail.jpg,21198-zz00294q4t_1969359_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294q4t,,
Arkatov (James) Collection,ark:/21198/zz00294q5b,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz00294q5b_1969370_master.tif,,,,still image,Black-and-white photographs,Pianists $z United States|~|Conductors (Music),copyrighted,Y,unknown,"Fleisher, Leon",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1959,1959,American pianist and conductor Leon Fleisher at the piano in 1959.,California--Los Angeles,uclamus_340_b3_f5_4,"Leon Fleisher at the piano, 1959 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00294q5b_1969370_thumbnail.jpg,21198-zz00294q5b_1969370_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294q5b,,
Arkatov (James) Collection,ark:/21198/zz00294q6v,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz00294q6v_1969384_master.tif,,,,still image,Black-and-white photographs,Pianists $z United States|~|Conductors (Music) $z United States,copyrighted,Y,unknown,"Fleisher, Leon",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1959,1959,American pianist and conductor Leon Fleisher at the piano in 1959.,California--Los Angeles,uclamus_340_b3_f5_5,"Leon Fleisher at the piano, 1959 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00294q6v_1969384_thumbnail.jpg,21198-zz00294q6v_1969384_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294q6v,,
Arkatov (James) Collection,ark:/21198/zz00294q7c,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz00294q7c_1969400_master.tif,,,,still image,Black-and-white photographs,Pianists $z United States|~|Conductors (Music) $z United States,copyrighted,Y,unknown,"Fleisher, Leon|~|Monteux, Pierre, $d 1875-1964",,People,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1959,1959,American pianist and conductor Leon Fleisher with French-born American conductor Pierre Monteux in 1959.,California--Los Angeles,uclamus_340_b3_f5_5,"Leon Fleisher with Pierre Monteux, 1959 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00294q7c_1969400_thumbnail.jpg,21198-zz00294q7c_1969400_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294q7c,,
Arkatov (James) Collection,ark:/21198/zz00294q8w,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz00294q8w_1969409_master.tif,,,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,"Browning, John, $d 1933-2003",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1958,1958,American pianist John Browning at the piano in 1958.,California--Los Angeles,uclamus_340_b3_f5_7,"John Browning at the piano, 1958 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00294q8w_1969409_thumbnail.jpg,21198-zz00294q8w_1969409_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294q8w,,
Arkatov (James) Collection,ark:/21198/zz00294s17,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz00294s17_1969420_master.tif,,,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,"Browning, John, $d 1933-2003",,Entertainment|~|People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1958,1958,American pianist John Browning at the piano in 1958.,California--Los Angeles,uclamus_340_b3_f5_8,"John Browning at the piano, 1958 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00294s17_1969420_thumbnail.jpg,21198-zz00294s17_1969420_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294s17,,
Arkatov (James) Collection,ark:/21198/zz00294s2r,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz00294s2r_1969423_master.tif,,,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,"Browning, John, $d 1933-2003",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1958,1958,American pianist John Browning at the piano in 1958.,California--Los Angeles,uclamus_340_b3_f5_9,"John Browning at the piano, 1958 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz00294s2r_1969423_thumbnail.jpg,21198-zz00294s2r_1969423_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294s2r,,
