Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Rights.copyrightStatus,Rights.permission,Rights.countryCreation,Rights.servicesContact,Type.genre,Rights.permissionNote,Name.subject,Subject,Rights.creatorPersonName,Rights.rightsHolderName,AltTitle.uniform,Relation.isPartOf,Name.photographer,Name.repository,Name.creator,Alt ID.local,Format.extent,Date.creation,Title,Description.note,Format.dimensions,Alt ID.url,Alt ID.OPAC,Description.abstract,Bucketeer State,IIIF Access URL
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093bn2,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093bn2-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_12,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093bn2
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093bpk,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093bpk-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_5,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093bpk
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093bq3,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093bq3-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_7,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093bq3
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093brm,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093brm-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_4,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093brm
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093bs4,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093bs4-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_10,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093bs4
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093btn,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093btn-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_11,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093btn
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093bv5,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093bv5-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_6,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093bv5
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093bwp,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093bwp-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_8,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093bwp
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093gx4,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093gx4-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_31,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093gx4
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093gzn,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093gzn-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_13,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093gzn
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093h0n,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093h0n-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_25,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093h0n
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093h15,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093h15-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_32,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093h15
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093h2p,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093h2p-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_14,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093h2p
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093h36,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093h36-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_33,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093h36
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093h4q,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093h4q-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_15,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093h4q
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093h57,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093h57-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_26,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093h57
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093h6r,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093h6r-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_34,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093h6r
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093h78,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093h78-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_16,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093h78
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093h8s,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093h8s-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_35,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093h8s
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093h99,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093h99-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_17,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093h99
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093hbt,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093hbt-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_27,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093hbt
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093hcb,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093hcb-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_36,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093hcb
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093hdv,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093hdv-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_18,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093hdv
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093hfc,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093hfc-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_37,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093hfc
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093hgw,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093hgw-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_19,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093hgw
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093hhd,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093hhd-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_28,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093hhd
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093hjx,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093hjx-1-master.tif,,,,,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Awarding of prizes[?], 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f24_1,1 slide in plastic mount,1985,"Awarding of prizes[?], man and woman standing, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093hjx
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093hkf,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093hkf-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_20,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093hkf
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093hmz,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093hmz-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Awarding of prizes[?], 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f24_2,1 slide in plastic mount,1985,"Awarding of prizes[?], woman dancing, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093hmz
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093hng,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093hng-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_21,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093hng
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093hp0,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093hp0-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_29,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093hp0
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093hqh,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093hqh-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Awarding of prizes[?], 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f24_3,1 slide in plastic mount,1985,"Awarding of prizes[?], procession, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093hqh
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093hr1,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093hr1-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_22,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093hr1
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093hsj,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093hsj-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Awarding of prizes[?], 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f24_5,1 slide in plastic mount,1985,"Awarding of prizes[?], woman holding netted bag, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093hsj
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093ht2,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093ht2-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_23,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093ht2
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093hvk,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093hvk-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Teotitlán del Valle|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Teotitlán del Valle, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f23_30,1 slide in plastic mount,1985,"Teotitlán, men dancing wearing large headdresses, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093hvk
