Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Thumbnail,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject,Name.subject,Name.creator,Rights.servicesContact,Language,Name.repository,Name.artist,Rights.permission,Name.photographer,Name.correspondent,Description.note,Alt ID.local,AltTitle.other,Title,Date.creation,Format.extent,Date.normalized,Coverage.geographic,Alt ID.collection,Description.caption,Alt ID.url,Summary,Relation.url,Opac url,Finding Aid URL,Alt ID.mp4,Format.medium,Relation.isPartOf
Huxley (Aldous) Collection,ark:/21198/zz002b1skk,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1skk-1-master.wav,695,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording|~|Continued from UCLA Tape No. 311B,uclamss_2009_tape311C,Label reads: 12. Ram Dass Tape Property of Edward Brandhurst (tape 311C),,n.d.,48:21 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1sm3,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1sm3-1-master.wav,696,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape311D,Label reads: 12. Ram Dass Tape Property of Edward Brandhurst (tape 311D),,n.d.,31:47 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1snm,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1snm-1-master.wav,697,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Personal- Recording,uclamss_2009_tape312A,Label reads: 13. Baba Ram Dass mostly empty (tape 312A),,1969 Dec 19,60:16 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1sp4,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1sp4-1-master.wav,698,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Personal- Recording,uclamss_2009_tape312B,Label reads: 13. Baba Ram Dass mostly empty (tape 312B),,1969 Dec 19,60:17 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1sqn,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1sqn-1-master.wav,699,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Personal- Recording,uclamss_2009_tape312C,Label reads: 13. Baba Ram Dass mostly empty (tape 312C),,1969 Dec 19,50:17 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1sr5,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1sr5-1-master.wav,700,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Personal- Recording,uclamss_2009_tape312D,Label reads: 13. Baba Ram Dass mostly empty (tape 312D),,1969 Dec 19,67:55 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1ssp,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1ssp-1-master.wav,701,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Personal- Recording,uclamss_2009_tape312E,Label reads: 13. Baba Ram Dass mostly empty (tape 312E),,1969 Dec 19,65:39 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1st6,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1st6-1-master.wav,702,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Personal- Recording,uclamss_2009_tape313,"Label reads: 14. Baba Ram Dass, Bhajans, Mantras (tape 313)",,1969 Dec 19; 1970 Feb 6,42:59 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1svq,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1svq-1-master.wav,703,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape314,"Label reads: 15. Dr. Calderoni [Calderon?] Specus [Species], Sex and Sexuality [Part 1]; Mary Calderone, ""Speaking of Sex"", Women's Division of the Rice Davis Child Studies center, Intro (tape 314)",,n.d.,50:42 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1sw7,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1sw7-1-master.wav,704,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape315,"Label reads: 15. Dr. Calderoni [Calderon?] Specus [Species], Sex and Sexuality [Part 1]; Mary Calderone, ""Speaking of Sex"", Women's Division of the Rice Davis Child Studies center, Intro (tape 315)",,n.d.,32:21 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1sxr,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1sxr-1-master.wav,705,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape316,Label reads: 17. Rolf Alexander Nonsense series (tape 316),,n.d.,47:52 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1sz8,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1sz8-1-master.wav,706,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape317,"Label reads: 18. Van Vogt Statement of Condition; California Association of Dianetic Auditors [?]; 1964 Christmas Party of the CADA, analysis of demonstration, general (tape 317)",,1964,60:28 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1t08,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1t08-1-master.wav,600,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Interviews- Recording,uclamss_2009_tape267a,"Laura Huxley, interview [?], Handwritten Label reads ""About Death/LH and Sherril [?] Pappas..."" -very faint sound (tape 267a)",,no date,45:07 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1t1s,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1t1s-1-master.wav,601,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Interviews- Recording,uclamss_2009_tape267b,"Laura Huxley, interview [?] Handwritten Label reads ""About Death/LH and Sherrill [?] Pappas..."" -very faint sound (continued from UCLA Tape No. 267a) (tape 267b)",,no date,45:06 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1t29,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1t29-1-master.wav,602,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Interviews- Recording,uclamss_2009_tape268,"Laura Huxley, Handwritten Label reads ""int. KPLY Reno Nevada June 1991"", self recorded responses to phone interview [?] ambient sounds [?] (tape 268)",,1991 Jun,44:00 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1t3t,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1t3t-1-master.wav,603,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Interviews- Recording,uclamss_2009_tape269a,"Laura Huxley, Interview, Handwritten label reads ""Laura + Liz: New Perspectives Interview 4.1-99"" -very faint sound! (tape 269a)",,1999 Apr,61:59 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1t4b,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1t4b-1-master.wav,604,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Interviews- Recording,uclamss_2009_tape269b,"Laura Huxley, Interview, Handwritten label reads ""Laura + Liz: New Perspectives Interview 4.1-99"" -very faint sound! (continued from UCLA Tape No. 269a) (tape 269b)",,1999 Apr,22:45 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1t5v,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1t5v-1-master.wav,605,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Interviews- Recording,uclamss_2009_tape270,"Laura Huxley, Interview, Handwritten Label reads ""Laura Huxley w/ Bob Griggs 6/91"" (tape 270)",,1991 Jun,30:41 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1t6c,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1t6c-1-master.wav,606,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Interviews- Recording,uclamss_2009_tape271,"Laura Huxley, self recorded responses to telephone interview [?], Handwritten Label reads, ""Sun Radio interview June 20-94"". (tape 271)",,1994 June 20,30:04 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1t7w,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1t7w-1-master.wav,607,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Psychedelics- Recording,uclamss_2009_tape272,"Laura Huxley, Interview, Jamie Alderson, LSD (tape 272)",,1988 Oct 21,40:09 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1t8d,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1t8d-1-master.wav,608,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Interviews- Recording,uclamss_2009_tape273,"Laura Huxley, Self recorded responses to telephone interview, Handwritten label reads ""Interview: Washington Post, Re: psychadelics Laura = Trevor Huxley 5 May 1998"" (tape 273)",,1998 May 5,7:03 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1t9x,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1t9x-1-master.wav,609,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Interviews- Recording,uclamss_2009_tape274,"Laura Huxley, Interview, Handwritten label reads ""New Dimensions #2284"" (tape 274)",,1990,57:10 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1tbf,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1tbf-1-master.wav,610,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Interviews- Recording,uclamss_2009_tape275,"Laura Huxley, Interview, On Topic of Aldous Huxley, Faustin Interviews: Reminiscences, Faustin & Brian Interview Series. (tape 275)",,1990 Jun 2,43:14 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1tcz,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1tcz-1-master.wav,611,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Interviews- Recording,uclamss_2009_tape276,"Laura Huxley, Interview, Faustin Interviews: Future Plans, Faustin & Brian Interview Series (tape 276)",,1990 Mar 7,44:46 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1tdg,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1tdg-1-master.wav,612,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape277,"Handwritten Label reads, ""OUI Panel 5-1-1994""  (tape 277)",,1994 May 1,10:48 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1tf0,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1tf0-1-master.wav,613,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Interviews- Recording,uclamss_2009_tape278,"Laura Huxley, Interview, Handwritten label reads ""L. interview with Reuter Inter. N.B.C. interview DHN Witch [?]"" (tape 278)",,1998,61:17 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1tgh,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1tgh-1-master.wav,614,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Interviews- Recording,uclamss_2009_tape279,"Laura Huxley, interview, handwritten label reads ""Interview with Stuart Matranga (total tv) 3-4-98"" (tape 279)",,1998,62:56 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1th1,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1th1-1-master.wav,615,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Interviews- Recording,uclamss_2009_tape280,"Laura Huxley, interview, Somethings Happening!, KPFK Handwritten label reads ""This Timeless Moment Alan Watts & Laura Huxley""  (tape 280)",,no date,61:30 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1tjj,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1tjj-1-master.wav,616,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape281,"Laura Huxley, Handwritten Label reads ""Laura Huxley and Ram Dass read passages from 'This Timeless Moment'"" - sound very faint! (tape 281)",,no date,24:33 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1tk2,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1tk2-1-master.wav,617,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Interviews- Recording,uclamss_2009_tape282,"Laura Huxley, Handwritten label reads ""L. interview with Ruth B. Hawkins March 4 1998"" (tape 282)",,1998 Mar 4,62:45 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1tmk,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1tmk-1-master.wav,618,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Interviews- Recording,uclamss_2009_tape283,"Diane McCutchen, Handwritten label reads ""Interview 'Community Focus' Airs 11pm 11-28-04"" (tape 283)",,2004 Nov 28,30:25 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1tn3,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1tn3-1-master.wav,620,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Interviews- Recording,uclamss_2009_tape284,"Laura Huxley, KPFK, Handwritten label reads ""Aware w/ Laura Huxley 6-13-01"" (tape 284)",,2001 Jun 13,58:28 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1tpm,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1tpm-1-master.wav,621,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Interviews- Recording,uclamss_2009_tape285,"Laura Huxley with Elizabeth Crawford, interview, unknown radio program, Our Ultimate Investment (tape 285)",,no date,28:59 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1tq4,ark:/21198/zz00253vz2,2,Completed,Work,,640,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape320,Label reads: 21. Alan Watts and Bishop Pike Christianity adn Revolution 5 and 8 [part 5 & 8 ?] (tape 320),,no date,50:27 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1trn,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1trn-1-master.wav,622,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches - Recording,uclamss_2009_tape320,Label reads: 21. Alan Watts and Bishop Pike Christianity and Revolution 5 and 8 [part 5 & 8?] (tape 320),,no date,44:41 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1ts5,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1ts5-1-master.wav,623,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape321a,Label reads: 22. Alan Watts and Bishop Pike Christianity and Revolution 6 and 7 [part 6 & 7?] (tape 321a),,no date,45:49 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1ttp,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1ttp-1-master.wav,624,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape321b,Label reads: 22. Alan Watts and Bishop Pike Christianity and Revolution 6 and 7 [part 6 & 7?] (continued from UCLA Tape no. 321a) (tape 321b),,no date,43:01 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1tv6,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1tv6-1-master.wav,707,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape318A,Label reads: 19. Alan Watts and Bishop Pike Christianity and Revolution one and four [part 1 & 4?] (tape 318A),,n.d.,49:57 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1twq,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1twq-1-master.wav,708,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording|~|Continued from UCLA Tape No. 318A,uclamss_2009_tape318B,Label reads: 19. Alan Watts and Bishop Pike Christianity and Revolution one and four [part 1 & 4?] (tape 318B),,n.d.,49:39 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1tx7,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1tx7-1-master.wav,709,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape319A,Label reads: 20. Alan Watts and Bishop Pike Christianity Revolution 2 and 3 [part 2 & 3?] (tape 319A),,n.d.,45:12 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1tzr,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1tzr-1-master.wav,710,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording|~|Continued from UCLA Tape No. 319A,uclamss_2009_tape319B,Label reads: 20. Alan Watts and Bishop Pike Christianity and Revolution 2 and 3 [part 2 & 3?] (tape 319B),,n.d.,45:50 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1w07,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1w07-1-master.wav,711,,,,,,sound recording,copyrighted,,,,,eng,,,Y,,,Music- Recording,uclamss_2009_tape340,"Label reads: 52 North Indian Drums: 20, Wolves: 20, Tony Scott (Hare Krishna), Zen Meditation (Salon?) 21 (tape 340)",,n.d.,33:06 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1w1r,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1w1r-1-master.wav,712,,,,,,sound recording,copyrighted,,,,,eng,,,Y,,,Music- Recording,uclamss_2009_tape341A,"Label reads: A) Keycan [?] Monkey Chant: 20, Kalahary [Kalahari?] kung Bushmen: 55, Tibetan Monks: 45 B) Heart Sutra, Buddhist Bells: 6, Zen Soika x Shoccio [?] chant: 20 (tape 341A)",,n.d.,68:47 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1w28,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1w28-1-master.wav,713,,,,,,sound recording,copyrighted,,,,,eng,,,Y,,,Music- Recording,uclamss_2009_tape341B,"Label reads: A) Keycan [?] Monkey Chant: 20, Kalahary [Kalahari?] kung Bushmen: 55, Tibetan Monks: 45 B) Heart Sutra, Buddhist Bells: 6, Zen Soika x Shoccio [?] chant: 20 (tape 341B)",,n.d.,29:19 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1w3s,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1w3s-1-master.wav,714,,,,,,sound recording,copyrighted,,,,,eng,,,Y,,,Music- Recording,uclamss_2009_tape341C,"Label reads: A) Keycan [?] Monkey Chant: 20, Kalahary [Kalahari?] kung Bushmen: 55, Tibetan Monks: 45 B) Heart Sutra, Buddhist Bells: 6, Zen Soika x Shoccio [?] chant: 20 (tape 341C)",,n.d.,30:40 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1w49,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1w49-1-master.wav,715,,,,,,sound recording,copyrighted,,,,,eng,,,Y,,,Music- Recording,uclamss_2009_tape341D,"Label reads: A) Keycan [?] Monkey Chant: 20, Kalahary [Kalahari?] kung Bushmen: 55, Tibetan Monks: 45 B) Heart Sutra, Buddhist Bells: 6, Zen Soika x Shoccio [?] chant: 20 (tape 341D)",,n.d.,66:37 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1w5t,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1w5t-1-master.wav,716,,,,,,sound recording,copyrighted,,,,,eng,,,Y,,,Music- Recording,uclamss_2009_tape342,Label reads: 42. Music for Zen Meditation (tape 342),,n.d.,43:38 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1w6b,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1w6b-1-master.wav,717,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape343A,"Label reads: 38. Anderson; Laura, One (tape 343A)",,n.d.,70:43 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1w7v,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1w7v-1-master.wav,718,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape343B,"Label reads: 38. Anderson; Laura, One (tape 343B)",,n.d.,50:28 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1w8c,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1w8c-1-master.wav,719,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape343C,"Label reads: 38. Anderson; Laura, One (tape 343C)",,n.d.,52:14 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1w9w,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1w9w-1-master.wav,720,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape343D,"Label reads: 38. Anderson; Laura, One (tape 343D)",,n.d.,55:34 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1wbd,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1wbd-1-master.wav,721,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape344,"Label reads: 39. OBS. PT, 5/23/63 [Laura at Observation Point] (tape 344)",,1963 May 23,22:51 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1wcx,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1wcx-1-master.wav,722,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape345,"Label reads: 40. Laura, Celebrity Salon, Dr. Kroger (tape 345)",,n.d.,65:24 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1wdf,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1wdf-1-master.wav,723,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape348A),"Label reads: 33. Interview 6/23/68. [Laura Huxley, interview, Elizabeth Grunette, tape one] (tape 348A)",,1968 Jun 23,26:47 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1wfz,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1wfz-1-master.wav,724,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape348B,"Label reads: 33. Interview 6/23/68. [Laura Huxley, interview, Elizabeth Grunette, tape one] (tape 348B)",,1968 Jun 23,30:03 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1wgg,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1wgg-1-master.wav,725,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape349A,"Label reads: 30. A) Omega Center [Kansas City], L + P [Laura and Piero], Oct 6 1970, Part One, Day One, B) Omega Center, L + P, Oct 6 1970, Part Two, Day One (tape 349A)",,1970 Oct 6,69:12 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1wh0,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1wh0-1-master.wav,726,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape349B,"Label reads: 25. A) Omega Center [Kansas City], L + P [Laura and Piero], Oct 6 1970, Part One, Day Two, B) Omega Center, L + P, Oct 6 1970, Part Two, Day Two (tape 349B)",,1970 Oct 7,65:34 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1wjh,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1wjh-1-master.wav,727,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape349C,"Label reads: 30. A) Omega Center [Kansas City], L + P [Laura and Piero], Oct 6 1970, Part One, Day One, B) Omega Center, L + P, Oct 6 1970, Part Two, Day One (tape 349C)",,1973 Oct 6,73:35 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1wk1,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1wk1-1-master.wav,728,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape349D,"Label reads: 30. A) Omega Center [Kansas City], L + P [Laura and Piero], Oct 6 1970, Part One, Day One, B) Omega Center, L + P, Oct 6 1970, Part Two, Day One (tape 349D)",,1970 Oct 6,38:08 min,,,,,,,,,,,,
