Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Thumbnail,Type.typeOfResource,Type.genre,Subject,Name.repository,Name.creator,Name.subject,Subject geographic,Name.photographer,Rights.copyrightStatus,Date.creation,Date.normalized,Alt ID.local,Description.note,Coverage.temporal,Title,AltTitle.descriptive,Coverage.geographic,AltTitle.uniform,Alt ID.collection,Language,"Latitude, Longitude ",Relation.isPartOf,Format.dimensions,Format.medium ,Format.extent,AltTitle.creator
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jxqrb,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","June 22, 1938",1938-06-22,cleth_196906_amr6153_item04.wav|~|6153-4|~|141.1.4,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Erode.<br>Country of recording: India|~|Performers: C. K. Venkatachalam|~|Vocal: Male solo.<br>Item time: 7:31 min.<br>Some static. Inconsistent signal strength. Dropout around 2:00. Bleedthrough at 3:10? Brief dropout at 4:15.",1938-1939,Telugu padas (sheshas),,Erode (India),,,,,,7:31 min. ,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jxqsv,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Ragas $z India, South ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","June 22, 1938",1938-06-22,141.1.1|~|cleth_196906_amr6153_item01.wav|~|6153-1,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Erode.<br>Country of recording: India|~|Vocal: Male solo.<br>Item time: 6:17 min.<br>A little static. Occasional light pops.",1938-1939,Chetranya (Chaitanya?) in Telugu.,(In Telugu)|~|Raga Kedar,Erode (India),,,,,,6:17 min. ,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jxqtc,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","June 22, 1938",1938-06-22,6153-3|~|cleth_196906_amr6153_item03.wav|~|141.1.3,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Erode.<br>Country of recording: India|~|Vocal: Schoolboy.<br>Item time: 1:42 min.<br>Begins abruptly.",1938-1939,Folksong #2,Folk song,Erode (India),,,,,,1:42 min. ,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jxqvw,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Traditional|~|Instrumental,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Akilandana, Srimati M. ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","June 22, 1938",1938-06-22,cleth_196906_amr6153_item05.wav|~|141.1.5|~|6153-5,"Vina (veena).<br>Item time: 8:59 min.<br>Begins in the middle of the item. Some static and hum. Brief dropout at 5:15. Static gets worse after 7:00. 5 sec dropout at 7:25.|~|Performer: Srimati M. Akilandana|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Erode.<br>Country of recording: India",1938-1939,Vina recital,Folk song,Erode (India),,,,,,8:59 min. ,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jxqwd,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Minakshi, Dr. ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","August 21, 1938",1938-08-21,6154-7|~|142.1.7|~|cleth_196906_amr6154_item07.wav,"Vocal: Male solo.<br>Item time: 2:20 min.<br>Begins in the middle of the item? Static.|~|Performers: Dr. Minakshi|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Adyar<br>Country of recording: India",1938-1939,Bharati song #3,,Adyar (India),,,,,,2:20 min. ,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jxqxx,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","June 22, 1938",1938-06-22,6153-2|~|cleth_196906_amr6153_item02.wav|~|141.1.2,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Erode.<br>Country of recording: India|~|Vocal: Schoolboy.<br>Item time: 1:25 min.<br>Begins abruptly. Reverberant environment. A little static. Ocasional pops.",1938-1939,Folksong #1,Folk song,Erode (India),,,,,,1:25 min. ,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jxqzf,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","August 25, 1938",1938-08-25,142.1.10|~|cleth_196906_amr6154_item10.wav|~|6154-10,"Vocal: Male solo.<br>Item time: 1:58 min.<br>Begins abruptly. Static. Occasional light pops. Ends abruptly.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Adyar.<br>Country of recording: India",1938-1939,Tevaram,,Adyar (India),,,,,,1:58 min. ,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jxr0f,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","August 21, 1938",1938-08-21,cleth_196906_amr6154_item09.wav|~|6154-9|~|142.1.9,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Adyar.<br>Country of recording: India|~|Vocal: Male solo.<br>Item time: 2:19 min.<br>Begins abruptly. Static. Occasional light pops.",1938-1939,Chidambaram Bharati,,Adyar (India),,,,,,2:19 min. ,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jxr1z,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Minakshi, Dr. ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","August 21, 1938",1938-08-21,6154-8|~|142.1.8|~|cleth_196906_amr6154_item08.wav,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Adyar.<br>Country of recording: India|~|Vocal: Male duet?<br>Item time: 1:55 min.<br>Begins abruptly. Static. Levels vary throughout. Ends abruptly.|~|Performers: Dr. Minakshi",1938-1939,Purandaradasa,,Adyar (India),,,,,,1:55 min. ,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jxr2g,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","August 21, 1938",1938-08-21,142.1.6|~|cleth_196906_amr6154_item06.wav|~|6154-6,"Vocal: Male solo.<br>Item time: 1:07 min.<br>Begins abruptly. Static. Bleedthrough?|~|Performers: Dr. Minakshi|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Adyar.<br>Country of recording: India",1938-1939,Bharati song #2,,Adyar (India),,,,,,1:07 min. ,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jxr30,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",Ramanujaswami,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","August 3, 1938",1938-08-03,cleth_196906_amr6154_item02.wav|~|142.1.2|~|6154-2,"Performer: Ramanujaswami|~|Vina (veena).<br>Item time: 3:56 min.<br>Begins abruptly. Static and occasional pops. Occasional warbles.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Adyar.<br>Country of recording: India",1938-1939,"Ragas Nichana, Bhupali, Madhyamavati","Ragas Nichana, Bhupali, Madhyamavati",Adyar (India),,,,,,3:56 min. ,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jxr4h,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Traditional|~|Instrumental,"Ragas $z India, South ","University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","August 3, 1938",1938-08-03,cleth_196906_amr6154_item01.wav|~|142.1.1|~|6154-1,"Vina (veena).<br>Item time: 2:29 min.<br>Begins in the middle of the item. Static. Muddy recording. Occasional warbles.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Adyar.<br>Country of recording: India",1938-1939,Vina solo,Raga Shankarabhara and rag Vasanta,Adyar (India),,,,,,2:29 min. ,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jxr51,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",Vellu,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","August 25, 1938",1938-08-25,cleth_196906_amr6154_item11.wav|~|142.1.11|~|6154-11,"Performer: Vellu (singer)|~|Vocal: Male solo.<br>Item time: 2:06 min.<br>Begins abruptly. Static. Occasional light pops. Brief dropout at 1:35.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Adyar.<br>Country of recording: India",1938-1939,Praise of Nataraja,,Adyar (India),,,,,,2:06 min. ,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jxr6j,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Minakshi, Dr. ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","August 21, 1938",1938-08-21,142.1.5|~|cleth_196906_amr6154_item05.wav|~|6154-5,"Performer: Dr. Minakshi|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Adyar.<br>Country of recording: India|~|Vocal: Male solo.<br>Item time: 3:54 min.<br>Fades in. Static. Bleedthrough and distortion from about 1:25 until about 1:50. Inconsistent quality.",1938-1939,Bharati song #1,,Adyar (India),,,,,,3:54 min. ,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jxr72,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","August 8, 1938",1938-08-08,142.1.4|~|cleth_196906_amr6154_item04.wav|~|6154-4,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Adyar.<br>Country of recording: India|~|Beatkeeper; Drum; Drone; String melodic instrument? Vocal: Male solo.<br>Item time: 2:13 min.<br>Begins abruptly.",1938-1939,Ishvara kirtanam,Ragini Todi,Adyar (India),,,,,,2:13 min. ,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jxr8k,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","August 8, 1938",1938-08-08,142.1.3|~|cleth_196906_amr6154_item03.wav|~|6154-3,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Adyar.<br>Country of recording: India|~|Beatkeeper; Drum; Drone; String melodic instrument? Vocal: Male solo.<br>Item time: 3:47 min.<br>Level varies somewhat. Ends abruptly.",1938-1939,Ambikakirtanam,,Adyar (India),,,,,,3:47 min. ,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jxr93,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","September 1, 1938",1938-09-01,143.1.12|~|6155-12|~|cleth_196906_amr6155_item12.wav,"Vocal: Small male group.<br>Item time: 1:45?  min.<br>Static; Pops.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Annamalainagar.<br>Country of recording: India",1938-1939,Jaiminiya Samaveda: imam stomam,,Annamalainagar (India),,,,,,1:45? min. ,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jxrbm,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","September 1, 1938",1938-09-01,cleth_196906_amr6155_item11.wav|~|6155-11|~|143.1.11,"Vocal: Small male group.<br>Item time: 0:50? min.<br>Begins in the middle of the item. Static; Pops.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Annamalainagar.<br>Country of recording: India",1938-1939,Jaiminiya Samaveda: 1st and 2nd saman: agnai ayahi,,Annamalainagar (India),,,,,,0:50? min. ,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002k4npf,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,Landscapes $z India,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","August 28, 1938",1938-08-28,6155-10|~|143.1.10|~|cleth_196906_amr6155_item10.wav,"Performers: Sundara Ammal|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Conjeevaram.<br>Country of recording: India|~|Vocal: Yound male or female solo.<br>Item time: 2:10 min.<br>Static; Light pops. Ambient noise. A couple of starts and starts.",1938-1939,Temple cradle song,,Conjeevaram (India),,,,,,,,02:10 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002k4nqz,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","August 28, 1938",1938-08-28,cleth_196906_amr6155_item09.wav|~|6155-9|~|143.1.9,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Conjeevaram.<br>Country of recording: India|~|Performers: Priest|~|Vocal: Male solo.<br>Item time: 1:49 min.<br>Begins abruptly. Occasional pops. Some ambient noise.",1938-1939,Jain: Trilokikashatakam,,Conjeevaram (India),,,,,,,,01:49 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002k4nrg,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","August 28, 1938",1938-08-28,6155-8|~|143.1.8|~|cleth_196906_amr6155_item08.wav,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Conjeevaram.<br>Country of recording: India|~|Performers: Sundara Ammal|~|Vocal: Young male or female solo.<br>Item time: 2:17 min.<br>Occasional pops; sounds like three ""verses"" with silence in between.",1938-1939,Jain: Jivapadartham,,Conjeevaram (India),,,,,,,,01:49 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002k4ns0,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","August 28, 1938",1938-08-28,6155-7|~|cleth_196906_amr6155_item07.wav|~|143.1.7,"Vocal: Male solo.<br>Item time: 1:26 min.<br>Begins in middle of item. Extreme static.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Conjeevaram.<br>Country of recording: India",1938-1939,Bhatannavashasa. Swamistuti.,,Conjeevaram (India),,,,,,,,01:26 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002k4nth,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","August 25, 1938",1938-08-25,cleth_196906_amr6155_item01.wav|~|6155-1|~|143.1.1,"Drums; Drone; String melody instrument. Vocal: Male solo.<br>Item time: 2:32 min.<br>Sounds very nasal; no bass, all treble. Static; occasional pops; some distortion.|~|Performers: Vellu|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Adyar.<br>Country of recording: India",1938-1939,Praise of Nataraja,,Adyar (India),,,,,,,,02:32 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002k4nv1,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","August 28, 1938",1938-08-28,143.1.6|~|cleth_196906_amr6155_item06.wav|~|6155-6,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Conjeevaram.<br>Country of recording: India|~|Vocal: Male solo.<br>Item time: ? min.<br>Difficult to tell when this item begins and ends.",1938-1939,Punyavacanarambha,,Conjeevaram (India),,,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002k4nzk,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","September 1, 1938",1938-09-01,6155-13|~|cleth_196906_amr6155_item13.wav|~|143.1.13,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Annamalainagar.<br>Country of recording: India|~|Vocal: Small male group.<br>Item time: 1:28 min.<br>Repeat of Archive Master Item 6155-11. Begins abruptly. Some static; occasional pops. Quality gets worse towards the end of the item.",1938-1939,Jaiminiya Samaveda: agani ayahi (repeated),,Annamalainagar (India),,,,,,,,01:28 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002k4p0k,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","August 28, 1938",1938-08-28,143.1.5|~|cleth_196906_amr6155_item05.wav|~|6155-5,"Vocal: Male solo.<br>Item time: ?  min.<br>Difficult to tell when this item begins and ends.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Conjeevaram.<br>Country of recording: India",1938-1939,Temple sloka,,Conjeevaram (India),,,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002k4p13,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","August 28, 1938",1938-08-28,6155-4|~|cleth_196906_amr6155_item04.wav|~|143.1.4,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Conjeevaram.<br>Country of recording: India|~|Vocal: Male solo.<br>Item time: 0:40? min.<br>Jain recitation, prashasti of the 24 Tirthankaras (Burushottama Wadya). Difficult to tell when this item begins and ends.",1938-1939,"Jain recitation, prashasti of the 24 Tirthankaras",,Conjeevaram (India),,,,,,,,00:40? min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002k4p2m,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","August 28, 1938",1938-08-28,cleth_196906_amr6155_item03.wav|~|6155-3|~|143.1.3,"Vocal: Male solo.<br>Item time: 7:41 ? min.<br>A lot of static; occasional popps; ocasional breakup. Difficult to tell when this item ends and next item begins.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Conjeevaram.<br>Country of recording: India",1938-1939,"Jain recitation, before abhishekara",,Conjeevaram (India),,,,,,,,07:41? min. ,
