Object Type,Parent ARK,Item ARK,File name,local ID,Title,Publisher.place,Contributor.editor,volume | issue,Date.created (single),Date.created,Language | code,TypeOfResource,Genre,PhysicalDescription.extent,Institution/Repository,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Note.content,Subject.topic
Work,ark:/21198/z1bc6271,ark:/21198/z1321zvp,ihc_bohemia_19440903.pdf,ihc_bohemia_19440903,Revista Bohemia 1944-09-03,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 36 | no. 36,1944-09-03,3 de septiembre de 1944,spa,text,magazines (periodicals),62 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1z91gbb,ihc_bohemia_19440910.pdf,ihc_bohemia_19440910,Revista Bohemia 1944-09-10,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 36 | no. 37,1944-09-10,10 de septiembre de 1944,spa,text,magazines (periodicals),83 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1tj0qjq,ihc_bohemia_19440917.pdf,ihc_bohemia_19440917,Revista Bohemia 1944-09-17,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 36 | no. 38,1944-09-17,17 de septiembre de 1944,spa,text,magazines (periodicals),65 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1pr9ztf,ihc_bohemia_19440924.pdf,ihc_bohemia_19440924,Revista Bohemia 1944-09-24,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 36 | no. 39,1944-09-24,24 de septiembre de 1944,spa,text,magazines (periodicals),76 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1k0975q,ihc_bohemia_19441001.pdf,ihc_bohemia_19441001,Revista Bohemia 1944-10-01,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 36 | no. 40,1944-10-01,1 de octubre de 1944,spa,text,magazines (periodicals),68 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1f78ggf,ihc_bohemia_19441008.pdf,ihc_bohemia_19441008,Revista Bohemia 1944-10-08,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 36 | no. 41,1944-10-08,8 de octubre de 1944,spa,text,magazines (periodicals),80 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z19k6f40,ihc_bohemia_19441015.pdf,ihc_bohemia_19441015,Revista Bohemia 1944-10-15,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 36 | no. 42,1944-10-15,15 de octubre de 1944,spa,text,magazines (periodicals),80 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z15t5pfq,ihc_bohemia_19441022.pdf,ihc_bohemia_19441022,Revista Bohemia 1944-10-22,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 36 | no. 43,1944-10-22,22 de octubre de 1944,spa,text,magazines (periodicals),66 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1224xpv,ihc_bohemia_19441029.pdf,ihc_bohemia_19441029,Revista Bohemia 1944-10-29,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 36 | no. 44,1944-10-29,29 de octubre de 1944,spa,text,magazines (periodicals),78 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1x94f5h,ihc_bohemia_19441105.pdf,ihc_bohemia_19441105,Revista Bohemia 1944-11-05,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 36 | no. 45,1944-11-05,5 de noviembre de 1944,spa,text,magazines (periodicals),76 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1sj3pg7,ihc_bohemia_19441112.pdf,ihc_bohemia_19441112,Revista Bohemia 1944-11-12,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 36 | no. 46,1944-11-12,12 de noviembre de 1944,spa,text,magazines (periodicals),80 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1ns2xtd,ihc_bohemia_19441119.pdf,ihc_bohemia_19441119,Revista Bohemia 1944-11-19,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 36 | no. 47,1944-11-19,19 de noviembre de 1944,spa,text,magazines (periodicals),75 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1j12647,ihc_bohemia_19441126.pdf,ihc_bohemia_19441126,Revista Bohemia 1944-11-26,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 36 | no. 48,1944-11-26,26 de noviembre de 1944,spa,text,magazines (periodicals),75 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1dc04sc,ihc_bohemia_19441203.pdf,ihc_bohemia_19441203,Revista Bohemia 1944-12-03,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 36 | no. 49,1944-12-03,3 de diciembre de 1944,spa,text,magazines (periodicals),76 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z18k9d12,ihc_bohemia_19441210.pdf,ihc_bohemia_19441210,Revista Bohemia 1944-12-10,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 36 | no. 50,1944-12-10,10 de diciembre de 1944,spa,text,magazines (periodicals),76 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z14t8n9b,ihc_bohemia_19441217.pdf,ihc_bohemia_19441217,Revista Bohemia 1944-12-17,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 36 | no. 51,1944-12-17,17 de diciembre de 1944,spa,text,magazines (periodicals),76 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1127wh1,ihc_bohemia_19441224.pdf,ihc_bohemia_19441224,Revista Bohemia 1944-12-24,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 36 | no. 52,1944-12-24,24 de diciembre de 1944,spa,text,magazines (periodicals),78 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1w97d2k,ihc_bohemia_19441231.pdf,ihc_bohemia_19441231,Revista Bohemia 1944-12-31,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 36 | no. 53,1944-12-31,31 de diciembre de 1944,spa,text,magazines (periodicals),102 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1rj6ndr,ihc_bohemia_19450107.pdf,ihc_bohemia_19450107,Revista Bohemia 1945-01-07,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 01,1945-01-07,7 de enero de 1945,spa,text,magazines (periodicals),80 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1ms5wrx,ihc_bohemia_19450114.pdf,ihc_bohemia_19450114,Revista Bohemia 1945-01-14,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 02,1945-01-14,14 de enero de 1945,spa,text,magazines (periodicals),68 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1h43vcb,ihc_bohemia_19450121.pdf,ihc_bohemia_19450121,Revista Bohemia 1945-01-21,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 03,1945-01-21,21 de enero de 1945,spa,text,magazines (periodicals),72 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1cc33n0,ihc_bohemia_19450128.pdf,ihc_bohemia_19450128,Revista Bohemia 1945-01-28,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 04,1945-01-28,28 de enero de 1945,spa,text,magazines (periodicals),68 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z17m2bvc,ihc_bohemia_19450204.pdf,ihc_bohemia_19450204,Revista Bohemia 1945-02-04,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 05,1945-02-04,4 de febrero de 1945,spa,text,magazines (periodicals),68 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z13v1m25,ihc_bohemia_19450211.pdf,ihc_bohemia_19450211,Revista Bohemia 1945-02-11,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 06,1945-02-11,11 de febrero de 1945,spa,text,magazines (periodicals),70 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1030vc6,ihc_bohemia_19450218.pdf,ihc_bohemia_19450218,Revista Bohemia 1945-02-18,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 07,1945-02-18,18 de febrero de 1945,spa,text,magazines (periodicals),70 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1vb0c0n,ihc_bohemia_19450225.pdf,ihc_bohemia_19450225,Revista Bohemia 1945-02-25,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 08,1945-02-25,25 de febrero de 1945,spa,text,magazines (periodicals),68 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1qj9m7x,ihc_bohemia_19450304.pdf,ihc_bohemia_19450304,Revista Bohemia 1945-03-04,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 09,1945-03-04,4 de marzo de 1945,spa,text,magazines (periodicals),68 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1kw7jzz,ihc_bohemia_19450311.pdf,ihc_bohemia_19450311,Revista Bohemia 1945-03-11,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 10,1945-03-11,11 de marzo de 1945,spa,text,magazines (periodicals),68 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1g46t8d,ihc_bohemia_19450318.pdf,ihc_bohemia_19450318,Revista Bohemia 1945-03-18,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 11,1945-03-18,18 de marzo de 1945,spa,text,magazines (periodicals),70 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1bc62fq,ihc_bohemia_19450325.pdf,ihc_bohemia_19450325,Revista Bohemia 1945-03-25,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 12,1945-03-25,25 de marzo de 1945,spa,text,magazines (periodicals),56 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z16m59pj,ihc_bohemia_19450401.pdf,ihc_bohemia_19450401,Revista Bohemia 1945-04-01,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 13,1945-04-01,1 de abril de 1945,spa,text,magazines (periodicals),68 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z12v4k0p,ihc_bohemia_19450408.pdf,ihc_bohemia_19450408,Revista Bohemia 1945-04-08,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 14,1945-04-08,8 de abril de 1945,spa,text,magazines (periodicals),36 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1z342m1,ihc_bohemia_19450415.pdf,ihc_bohemia_19450415,Revista Bohemia 1945-04-15,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 15,1945-04-15,15 de abril de 1945,spa,text,magazines (periodicals),84 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1tf2174,ihc_bohemia_19450422.pdf,ihc_bohemia_19450422,Revista Bohemia 1945-04-22,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 16,1945-04-22,22 de abril de 1945,spa,text,magazines (periodicals),76 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1pp18mr,ihc_bohemia_19450429.pdf,ihc_bohemia_19450429,Revista Bohemia 1945-04-29,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 17,1945-04-29,29 de abril de 1945,spa,text,magazines (periodicals),66 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1jx0hw1,ihc_bohemia_19450506.pdf,ihc_bohemia_19450506,Revista Bohemia 1945-05-06,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 18,1945-05-06,6 de mayo de 1945,spa,text,magazines (periodicals),69 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1f49s3k,ihc_bohemia_19450513.pdf,ihc_bohemia_19450513,Revista Bohemia 1945-05-13,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 19,1945-05-13,13 de mayo de 1945,spa,text,magazines (periodicals),73 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z19c919b,ihc_bohemia_19450520.pdf,ihc_bohemia_19450520,Revista Bohemia 1945-05-20,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 20,1945-05-20,20 de mayo de 1945,spa,text,magazines (periodicals),76 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z15m88m2,ihc_bohemia_19450527.pdf,ihc_bohemia_19450527,Revista Bohemia 1945-05-27,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 21,1945-05-27,27 de mayo de 1945,spa,text,magazines (periodicals),80 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z11v7hxs,ihc_bohemia_19450603.pdf,ihc_bohemia_19450603,Revista Bohemia 1945-06-03,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 22,1945-06-03,3 de junio de 1945,spa,text,magazines (periodicals),68 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1x65qtp,ihc_bohemia_19450610.pdf,ihc_bohemia_19450610,Revista Bohemia 1945-06-10,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 23,1945-06-10,10 de junio de 1945,spa,text,magazines (periodicals),66 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1sf5046,ihc_bohemia_19450617.pdf,ihc_bohemia_19450617,Revista Bohemia 1945-06-17,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 24,1945-06-17,17 de junio de 1945,spa,text,magazines (periodicals),68 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1np47c1,ihc_bohemia_19450624.pdf,ihc_bohemia_19450624,Revista Bohemia 1945-06-24,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 25,1945-06-24,24 de junio de 1945,spa,text,magazines (periodicals),68 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1hx3gkd,ihc_bohemia_19450701.pdf,ihc_bohemia_19450701,Revista Bohemia 1945-07-01,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 26,1945-07-01,1 de julio de 1945,spa,text,magazines (periodicals),137 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1d52qtj,ihc_bohemia_19450708.pdf,ihc_bohemia_19450708,Revista Bohemia 1945-07-08,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 27,1945-07-08,8 de julio de 1945,spa,text,magazines (periodicals),68 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z18d2042,ihc_bohemia_19450715.pdf,ihc_bohemia_19450715,Revista Bohemia 1945-07-15,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 28,1945-07-15,15 de julio de 1945,spa,text,magazines (periodicals),68 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z14n17hp,ihc_bohemia_19450722.pdf,ihc_bohemia_19450722,Revista Bohemia 1945-07-22,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 29,1945-07-22,22 de julio de 1945,spa,text,magazines (periodicals),68 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z10z9664,ihc_bohemia_19450729.pdf,ihc_bohemia_19450729,Revista Bohemia 1945-07-29,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 30,1945-07-29,29 de julio de 1945,spa,text,magazines (periodicals),68 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1w68pqr,ihc_bohemia_19450805.pdf,ihc_bohemia_19450805,Revista Bohemia 1945-08-05,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 31,1945-08-05,5 de agosto de 1945,spa,text,magazines (periodicals),68 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1rf7z0f,ihc_bohemia_19450812.pdf,ihc_bohemia_19450812,Revista Bohemia 1945-08-12,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 32,1945-08-12,12 de agosto de 1945,spa,text,magazines (periodicals),68 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1mp765r,ihc_bohemia_19450819.pdf,ihc_bohemia_19450819,Revista Bohemia 1945-08-19,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 33,1945-08-19,19 de agosto de 1945,spa,text,magazines (periodicals),78 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1gx6fdk,ihc_bohemia_19450826.pdf,ihc_bohemia_19450826,Revista Bohemia 1945-08-26,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 34,1945-08-26,26 de agosto de 1945,spa,text,magazines (periodicals),84 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1c55pqm,ihc_bohemia_19450902.pdf,ihc_bohemia_19450902,Revista Bohemia 1945-09-02,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 35,1945-09-02,2 de septiembre de 1945,spa,text,magazines (periodicals),70 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z17d4z3n,ihc_bohemia_19450909.pdf,ihc_bohemia_19450909,Revista Bohemia 1945-09-09,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 36,1945-09-09,9 de septiembre de 1945,spa,text,magazines (periodicals),78 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z13r2ws7,ihc_bohemia_19450916.pdf,ihc_bohemia_19450916,Revista Bohemia 1945-09-16,Havana (Cuba),Miguel Ángel Quevedo y de la Lastra,vol. 37 | no. 37,1945-09-16,16 de septiembre de 1945,spa,text,magazines (periodicals),76 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
