Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.creator,Language,Subject.conceptTopic,Rights.permission,Subject geographic,Author,Name.cartographer,Name.repository,Name.subject,Title,Coverage.geographiccoordinates,Publisher.publisherName,Description.note,Publisher.placeOfOrigin,Format.extent,Coverage.geographic,Alt ID.oclc,AltIdentifier.callNo,Alt ID.catalogRecordNumber,Opac url,Coverage.geoscale,AltTitle.descriptive,Alt ID.local,Note,Date.creation,Date.normalized,Alt ID.lccn,Description.abstract,IIIF Manifest URL
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cxxt6,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxxt6%2Fvp43t90v,cartographic,map|~|Pictorial maps.,unknown,unknown,,ger,"--Maps, Pictorial",,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Die Spefetarte der Deutfchen Heimat,,,,,,,,,,,,,G6081_A5_NS_NP_1934a|~|DR1129F4,,1934,1934,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxxt6/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cxxvq,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxxvq%2Ff920bb1g,cartographic,map,unknown,unknown,,eng,Germany--History--1933-1945--Maps,,Germany--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Germany the Beautiful Travel Country,,,,,,Germany,,,,,,,G6081_A5_NS_RDR_1937a|~|DR1129F4,,[1935],1935,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxxvq/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cxxxr,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxxxr%2F6b150s67,cartographic,map|~|Pictorial maps.|~|Thematic maps.,unknown,unknown,,eng,"--Maps, Pictorial|~|Universities and colleges--Germany--Maps.|~|Germany--History--1933-1945--Maps",,Germany--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Germany's Universities and Colleges,,,,,,Germany,,,,,,,G6081_E68_1935a|~|DR1129F4,,1935,1935,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxxxr/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cxz8d,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxz8d%2Fw205sh6b,cartographic,map,unknown,unknown,,lat,Holy Roman Empire--Maps--Early works to 1800.|~|Early maps,,Germany--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Imperii Romano-Germanici In Svos Statvset Circvlos Divisi Tabvla Generalis,,,,,,Germany,,,,,,,G6080_4_7M_Homann_a|~|DR1129F5,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxz8d/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cxzgh,ark:/21198/zz0028tr8x,5,Imported,Work,,,,,private,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxzgh%2F1g778h3x,cartographic,map,unknown,unknown,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G6081_P2 _1895_96a,,,,,,,,,,,,,G6081_P2 _1895_96a|~|DR1129F5,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxzgh/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz0gf,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz0gf%2Fjr68vw6k,cartographic,map,unknown,unknown,Michelin & cie.,fre,,,Germany (East)--Maps|~|Germany (West)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Michelin - Allemagne - ouest - est.,,,,,,Germany,,,,,,,G6081_P2_1M_Michelin_1944_sheet1|~|DR1129F6,,1944,1944,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz0gf/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz0x5,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz0x5%2F0c43dw4x,cartographic,map,unknown,unknown,"Darley, James M. (James Morrison).|~|National Geographic Society (U.S.). Cartographic Division.",eng,Germany--History--1933-1945--Maps,,Germany--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Germany and its Approaches,,The Society,"Scale 1:2,000,000; or 31.57 miles to the inch.|~|compiled and drawn in the Cartographic Section of the National Geographic Society. James M. Darley, chief cartographer.|~|""Albers conical equal-area projection: Standard parallels 542ÌŠ0 Ì�and 474ÌŠ0.Ì�""",dcu|~|Washington,col. map ; 63 x 71 cm.,Germany,,G6030 2M NGS 1945,,,,,G6030_2M_NGS_1944a|~|DR1130F1,,1944,1944,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz0x5/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz158,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz158%2Fgd99zz27,cartographic,map,unknown|~|public domain,unknown,,dut,Railroads--Netherlands--Maps|~|Railroads--Europe--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Kaart der Nederlandsche spoorwegen en tramwegen,,s.n.,On verso: Spoorwegkaart van Midden-Europa.,ne|~|[S.l],1 map : col. ; 55 x 50 cm.,Netherlands|~|Europe,21737042,G6031 .P1 NS TGK 1932,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2519051,,Spoorwegenkaart van Midden-Europa,G6031_P1_NS_TGK_1932a|~|DR1130F1|~|DR710F4,,1932,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz158/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz179,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz179%2Fvb72dm90,cartographic,map,unknown|~|public domain,unknown,Ravenstein Geographische Verlagsanstalt und Druckerei.,ger,"World War, 1939-1945--Campaigns--Europe--Maps|~|World War, 1939-1945--Campaigns--Europe, Central--Maps",,"Europe, Central--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Ravensteinkarte der Westfront von Koblenz bis Basel,,Ravensteins Geographische Verlagsanstaft und Druckerei,"Folded title: Ravensteinkarte der Westfront, Koblenz/Basel.",Frankfurt a. Main|~|gw,1 map : col. ; 108 x 78 cm.,"Europe, Central",17785603,G6031 .S7 1940 R38,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2800374,300000,,G6031_S7_1940_R38a|~|DR1130F1,Ausg. Febr. 1940.,1940,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz179/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz1dw,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz1dw%2Fgd21ww0k,cartographic,map,unknown,unknown,,ger,"Military maps|~|World War, 1939-1945--Germany--Maps.",,Germany--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Deutsche Heereskarte.,,,,,,Germany,,,,,,German army map.,G6032_300_OKH_1944a|~|DR1130F1,,1944,1944,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz1dw/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz1jz,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz1jz%2F4548t148,cartographic,map,unknown,unknown,,ger,"Military maps|~|World War, 1939-1945--Germany--Maps.",,Germany--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Deutsche Heereskarte. Breslau-Gleiwitz,,,,,,Germany,,,,,,,G6032_Breslau_Gleiwitz_a|~|DR1130F1,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz1jz/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz27s,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz27s%2Fds242j0t,cartographic,map|~|Road maps.,unknown,unknown,,ger,Railroads--Germany--Maps,,Europe--Maps|~|Germany--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Hauptverkehrslinien von Europa.Eisenbahn - Übersichtskarte von Deutschland und den Angrenzenden Ländern.,,,,,,Germany|~|Europe,,,,,,Main lines of Europe. Railway - Map of Germany and the Adjacent Countries.,G6032_P3_2_2M_ND_a|~|DR1130F1,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz27s/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz2kz,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz2kz%2Fz728mr4q,cartographic,map,unknown,unknown,,ger,Early maps,,"Germany--Maps|~|Europe, Central--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Karte der Oberlausitz, etwa 1720",,,,,,"Europe, Central",,,,,,"Map of Upper Lusatia, about 1720",G6032_Schreiber_1720a|~|DR1130F1,,[1720],1720,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz2kz/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz3w3,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz3w3%2Fmz83r88g,cartographic,map|~|Pictorial maps.,unknown,unknown,,fre,"--Maps, Pictorial|~|City planning--France--Paris--Maps.|~|Monuments--France--Paris--Pictorial works.",,Paris (France)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Noveau Paris Monumental. Monuments et Vues Des Environs De Paris,,,,,,Paris (France),,,,,,New Monumental Paris. Monuments and Views From Around Paris,G5834_P5a|~|DR709F1,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz3w3/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz45q,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz45q%2F7s31wx8j,cartographic,map|~|Road maps.,unknown,unknown,,fre,Roads--France--Maps,,Paris (France)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Plan Routier de la Ville et Faubourgs de Paris Service en 12 Municipalitiés.,,,,,,Paris (France),,,,,,Road Map of the City and Suburbs of Paris Service in 12 Municipalities.,G5834_Paris_1812A|~|DR709F1,,1812,1812,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz45q/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz4jd,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz4jd%2F4h430267,cartographic,map,unknown,unknown,,,,,Paris (France)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,International Exposition Paris 1937,,,,,,,,,,,,,G5834_Paris_Makowsky_1937a|~|DR709F1,,,1937,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz4jd/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz4mf,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz4mf%2F0v90xs6q,cartographic,map|~|Pictorial maps.,unknown,unknown,,eng|~|fre,Monuments--France--Paris--Pictorial works.,,Paris (France)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Paris Mellottée. Paris - Monuments,,,,,,Paris (France),,,,,,,G5834_Paris_NS_Mellcottee_NDa|~|DR709F1,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz4mf/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz4pg,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz4pg%2F5683rr70,cartographic,map|~|Pictorial maps.,unknown,unknown,,rus|~|eng|~|fre|~|ger,"--Maps, Pictorial|~|France--Maps--Early works to 1800--Facsimiles",,Paris (France)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Holzschnitt von Paris (nach 1561),,,,,,Paris (France),,,,,,,G5834_Paris_NS_Munster_1561_1989a|~|DR709F1,,1989|~|1561,1989,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz4pg/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz4rh,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz4rh%2Fk600pk7r,cartographic,map,unknown,unknown,,eng,City planning--France--Paris--Maps.,,Paris (France)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Cook's Plan of Paris,,,,,,Paris (France),,,,,,,G5834_Paris_P2_30_TCS_1920ANo2|~|DR709F1,,[1920],1920,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz4rh/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz4tj,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz4tj%2Fsc956q0x,cartographic,map,unknown,unknown,,eng|~|fre,Railroads--France--Maps|~|City planning--France--Paris--Maps.,,Paris (France)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Paris Plan Offert Par le Chemin de fer Metropolitain Underground Railway.,,,,,,Paris (France),,,,,,Paris Plan Offered By Railway Metropolitan Underground Railway.,G5834_Paris_P3_NS_THB_1936A|~|DR709F1,,1936,1936,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz4tj/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz4wk,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz4wk%2Fc582cs6m,cartographic,map,unknown,unknown,,fre,France--Maps--Early works to 1800,,Paris (France)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"[Icyeft le Vray Pourtraict Naturel de la Ville, Cité, Vniuerfité]",,,,,,Paris (France),,,,,,,G5834_Paris_Truschet_Hoyau_1551_Sheet1|~|DR709F1,,1551,1551,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz4wk/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz577,ark:/21198/zz0028tr8x,5,Imported,Work,,,,,private,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz577%2Ftz92zr3h,cartographic,map,unknown,unknown,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Port of Bayonne,,,,,,,34636465,G5834.B361 P55 1944 U55,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3514395,,,G5834_B361_P55_1944_U55_a|~|DR709F2,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz577/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz58r,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz58r%2F1p17ps8s,cartographic,map,unknown|~|public domain,unknown,United States. Office of Strategic Services. Research and Analysis Branch.,eng,Harbors--France--Boulogne-sur-Mer--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Port of Boulogne,,OSS,"Inset: Outer harbor of Boulogne.|~|Includes index to quays on verso.|~|""No. 2976.""|~|compiled and drawn in the Branch of Research and Analysis, OSS.|~|Dated: 17 February 1944.|~|""Confidential.""","dcu|~|[Washington, D.C.]",1 map : col. ; 24 x 27 cm.,France|~|Boulogne-sur-Mer,11537961,G5834.B64 P55 1944 U55,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3514397,9300,,G5834_B64_P55_1944_U55_a|~|DR709F2,,1944,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz58r/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz598,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz598%2Fcr08pn0f,cartographic,map,unknown|~|public domain,unknown,United States. Office of Strategic Services. Research and Analysis Branch.,eng,Harbors--France--Bordeaux (Aquitaine)--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Port of Bordeaux,,OSS,"compiled and drawn in the Branch of Research and Analysis.|~|Dated: 28 February 1944.|~|""Confidential.""|~|Inset: Gironde estuary ports.|~|Oriented with north to the left.|~|Index to quays on verso.|~|""No. 3122.""","dcu|~|[Washington, D.C.]",1 map : col. ; 24 x 45 cm.,France|~|Bordeaux (Aquitaine),11930686,G5834.B6 P55 1944 U55,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3514396,21600,,G5834_B6_P55_1944_U55_a|~|DR709F2,Provisional ed.,1944,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz598/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz5bs,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz5bs%2F90336z43,cartographic,map,unknown|~|public domain,unknown,,eng,,,France--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Port of Brest,,,,"The Branch of Research and Analysis, OSS",,France,11910927,G5834.B7 P55 1944 U55,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3514398,,,G5834_B7_P55_1944_U55_a|~|DR709F2,,,1944,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz5bs/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz5dt,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz5dt%2Ffz956467,cartographic,map,unknown,unknown,,fre|~|ger,,,France--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Etat de la Flotte et des Groupes d'Embarquement sous Le Prince Conti en France 1759.,,,,,,France,,,,,,,G5834_Brest_NS_Fridrich_1759_1989a|~|DR709F2,,1989|~|1759,1989,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz5dt/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz5gv,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz5gv%2Ft690436v,cartographic,map,unknown|~|public domain,unknown,United States. Office of Strategic Services. Research and Analysis Branch.,eng,Harbors--France--Caen--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Port of Caen,,OSS,"Index to quays on verso.|~|Inset: Plan of Ouistreham-Caen Canal.|~|""No. 3000.""|~|""Confidential.""|~|compiled and drawn in the Branch of Research and Analysis, OSS.|~|Dated: 3 February 1944.","dcu|~|[Washington, D.C.]",1 map : col. ; 23 x 31 cm.,Caen|~|France,11930789,G5834.C2 P55 1944 U55,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3514399,7800,,G5834_C2_P55_1944_U55_a|~|DR709F2,Provisional ed.,1944,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz5gv/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz5hc,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz5hc%2Fms43xs4s,cartographic,map,unknown|~|public domain,unknown,United States. Office of Strategic Services. Research and Analysis Branch.,eng,Harbors--France--Calais--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Port of Calais,,OSS,"Dated: 2 February 1944.|~|""Confidential.""|~|""No. 3017.""|~|Includes index to quays on verso.|~|compiled and drawn in the Branch of Research and Analysis, 0SS.","[Washington, D.C.]|~|dcu",1 map : col. ; 23 x 28 cm.,France|~|Calais,11930657,G5834.C3 P55 1944 U55,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3514400,10800,,G5834_C3_P55_1944_U55_a|~|DR709F2,,1944,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz5hc/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz5jw,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz5jw%2F2t40q55m,cartographic,map,unknown|~|public domain,unknown,United States. Office of Strategic Services. Research and Analysis Branch.,eng,Harbors--France--Cherbourg--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Port of Cherbourg,,"Reproduction Branch, OSS","""Index to numbered quays"" on verso.|~|""No. 3016.""|~|Includes inset.|~|compiled and drawn in the Branch of Research and Analysis, OSS.","dcu|~|[Washington, D.C.]",1 map : col. ; 24 x 32 cm.,Cherbourg|~|France,34636482,G5834.C7 P55 1944 U54,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3514401,14200,,DR709F2|~|G5834_C7_P55_1944_U54_a,Provisional ed.,1944,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz5jw/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz5r0,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz5r0%2Ft8938x7p,cartographic,map,unknown|~|public domain,unknown,,eng,,,France--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Port of Dieppe,,,,"The Branch of Research and Analysis, OSS",,France,11911360,G5834.D4 P55 1944 U55,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3514402,,,G5834_D4_P55_1944_U55_a|~|DR709F2,,,1944,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz5r0/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz5sh,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz5sh%2Fcx84rd4r,cartographic,map,unknown|~|public domain,unknown,United States. Office of Strategic Services. Research and Analysis Branch.,eng,Harbors--France--Dunkerque--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Port of Dunkerque,,OSS,"Dated: 14 February 1944.|~|compiled and drawn in the Branch of Research and Analysis, OSS.|~|Index to quays on verso.|~|""No. 2974.""|~|""Confidential.""","[Washington, D.C.]|~|dcu",1 map : col. ; 24 x 22 cm.,Dunkerque|~|France,11930165,G5834.D919 P55 1944 U55,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3514403,11400,,G5834_D919_P55_1944_U55_a|~|DR709F2,Provisional ed.,1944,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz5sh/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz5w2,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz5w2%2F1b28710r,cartographic,map,unknown|~|public domain,unknown,United States. Office of Strategic Services. Research and Analysis Branch.,eng,,,La Rochelle (France)--Harbor--Maps|~|La Pallice (France)--Harbor--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Ports of La Pallice and La Rochelle,,OSS,"compiled and drawn in the Branch of Research and Analysis, OSS.|~|""Confidential.""|~|Dated: 24 February 1944.|~|Index to quays on verso.","[Washington, D.C.]|~|dcu",3 maps on one sheet : col. ; 23 x 36 cm.,La Rochelle (France)|~|La Pallice (France),11911151,G5834.L1835 P55 1944 U55,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3514413,,,G5834_L1835_P55_1944_U55_a|~|DR709F2,,1944,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz5w2/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz5xk,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cz5xk%2F1790gs6v,cartographic,map,unknown|~|public domain,unknown,United States. Office of Strategic Services. Research and Analysis Branch.,eng,Harbors--France--Le Havre--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Port of Le Havre,,"Reproduction Branch, OSS","""Map no. 2678.""|~|""Index to numbered quays"" on verso.|~|compiled and drawn in the Branch of Research and Analysis, OSS.","dcu|~|[Washington, D.C.]",1 map : col. ; 31 x 58 cm.,France|~|Le Havre,34636479,G5834.L39 P55 1943 U55,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3514404,16000,,G5834_L39_P55_1943_U55_a|~|DR709F2,Provisional ed.,1943,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cz5xk/manifest
