Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,IIIF Access URL,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Name.subject,Subject,Name.architect,Language,Name.creator,Name.artist,Name.sculptor,Name.photographer,Name.repository,Relation.isPartOf,Alt ID.local,Title,Description.note,Description.fundingNote,Format.extent,Format.medium,Coverage.geographic,Description.caption,Date.normalized,Date.creation,Coverage.spatialLatitude,Coverage.spatialLongitude,Format.dimensions
"West (H. H.), Collection Number 1998",ark:/21198/zz002hqpzv,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_0518_001.tif,,,,,still image,Group portraits|~|black-and-white photographs|~|cellulose nitrate film,copyrighted,"Siemsen, Elizabeth West, $d 1903-1966|~|West, Henry Hebard, $d 1917-1998",Dwellings $z California $z Glendale|~|Siblings $x American $z California $z Glendale|~|Students $x American $z California $z Glendale|~|Graduation ceremonies $z California $z Glendale|~|Academic costumes $z California $z Glendale,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_0518_001,"H. H. West, Jr. wears his graduation cap and gown while posing with Elizabeth West Siemsen, Glendale, 1938","Photograph, from left to right, of H. H. West, Jr. and Elizabeth West Siemsen posing together on Elizabeth and Al Siemsen's front lawn. The West siblings wrap their arms around each other's shoulders. H. H. West, Jr. wears his graduation cap and gown. Elizabeth Siemsen wears a printed dress. Both gaze up and past the camera. Behind them, vegetation grows along the front of the Siemsen residence.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Glendale,"Text from negative sleeve: 518 Glendale, Calif. June 16, 1938. 1938. H.H.West Jr in graduation cap and gown on the High School grounds. 4 negatives H.H. West in cap and gown at residence Al Siemsen, 1811 Los Encinos Ave. Another at same place, with Elizabeth West Siemsen. 6 negatives",1938-06-16,"June 16, 1938",34.188172,-118.225125,
"West (H. H.), Collection Number 1998",ark:/21198/zz002hqq0v,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_0518_002.tif,,,,,still image,Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film,copyrighted,"West, Henry Hebard, $d 1917-1998",Dwellings $z California $z Glendale|~|Students $x American $z California $z Glendale|~|Graduation ceremonies $z California $z Glendale|~|Academic costumes $z California $z Glendale,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_0518_002,"H. H. West, Jr. poses in his cap and gown on the Siemsens' front lawn, Glendale, 1938","Photograph of H. H. West, Jr. posing in his graduation cap and gown in front of the Siemsens' residence on Los Encinos Avenue in Glendale. He stands at center on the Siemsens' front lawn while wearing his cap and gown. He gazes up and to the right. Behind him, the front of the residence stretches across the background.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Glendale,"Text from negative sleeve: 518 Glendale, Calif. June 16, 1938. 1938. H.H.West Jr in graduation cap and gown on the High School grounds. 4 negatives H.H. West in cap and gown at residence Al Siemsen, 1811 Los Encinos Ave. Another at same place, with Elizabeth West Siemsen. 6 negatives",1938-06-16,"June 16, 1938",34.188172,-118.225125,
"West (H. H.), Collection Number 1998",ark:/21198/zz002hqq1c,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_0518_003.tif,,,,,still image,Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film,copyrighted,"West, Henry Hebard, $d 1917-1998|~|Glendale Unified School District",Schools $z California $z Glendale|~|Students $x American $z California $z Glendale|~|Graduation ceremonies $z California $z Glendale|~|Bamboo $z California $z Glendale|~|Academic costumes $z California $z Glendale|~|Arcades (Architectural components) $z California $z Glendale,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_0518_003,"H. H. West, Jr. poses in his graduation cap and gown outside Glendale High School, Glendale, 1938","Photograph of H. H. West, Jr. posing during his graduation from Glendale High School. He stands at center on the school's lawn and wears his cap and gown. He gazes up and to the right. Behind him at left, a cluster of bamboo grows. A bench sits in front of the bamboo at center. An arcade passes across the image behind the bamboo.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Glendale,"Text from negative sleeve: 518 Glendale, Calif. June 16, 1938. 1938. H.H.West Jr in graduation cap and gown on the High School grounds. 4 negatives H.H. West in cap and gown at residence Al Siemsen, 1811 Los Encinos Ave. Another at same place, with Elizabeth West Siemsen. 6 negatives",1938-06-16,"June 16, 1938",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002hqq2w,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_0518_004.tif,,,,,still image,Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film,copyrighted,"West, Henry Hebard, $d 1917-1998|~|Glendale Unified School District",Schools $z California $z Glendale|~|Students $x American $z California $z Glendale|~|Graduation ceremonies $z California $z Glendale|~|Academic costumes $z California $z Glendale|~|Arcades (Architectural components) $z California $z Glendale|~|Fountains $z California $z Glendale,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_0518_004,"H. H. West, Jr. poses in his cap and gown on the grounds of Glendale High School, Glendale, 1938","An out-of-focus photograph of H. H. West, Jr. posing during his graduation from Glendale High School. He stands at center on the school's lawn and wears his cap and gown. He gazes up and to the right. Immediately behind him, a fountain overtaken by vegetation sits at right. An arched passageway stretches across the image behind both H. H., Jr. and the fountain.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Glendale,"Text from negative sleeve: 518 Glendale, Calif. June 16, 1938. 1938. H.H.West Jr in graduation cap and gown on the High School grounds. 4 negatives H.H. West in cap and gown at residence Al Siemsen, 1811 Los Encinos Ave. Another at same place, with Elizabeth West Siemsen. 6 negatives",1938-06-16,"June 16, 1938",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002hqq3d,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_0518_005.tif,,,,,still image,Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film,copyrighted,"West, Henry Hebard, $d 1917-1998|~|Glendale Unified School District",Schools $z California $z Glendale|~|Students $x American $z California $z Glendale|~|Graduation ceremonies $z California $z Glendale|~|Academic costumes $z California $z Glendale|~|Arcades (Architectural components) $z California $z Glendale|~|Fountains $z California $z Glendale,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_0518_005,"H. H. West, Jr. poses in front of a fountain during his high school graduation, Glendale, 1938","Photograph of H. H. West, Jr. posing during his graduation from Glendale High School. He stands, off-center to the left, on the school's lawn and wears his cap and gown. He gazes up and to the left. Immediately behind him, a fountain adorned with plants sits at left. An arched passageway stretches across the image behind both H. H., Jr. and the fountain.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Glendale,"Text from negative sleeve: 518 Glendale, Calif. June 16, 1938. 1938. H.H.West Jr in graduation cap and gown on the High School grounds. 4 negatives H.H. West in cap and gown at residence Al Siemsen, 1811 Los Encinos Ave. Another at same place, with Elizabeth West Siemsen. 6 negatives",1938-06-16,"June 16, 1938",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002hqq4x,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_0518_006.tif,,,,,still image,Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film,copyrighted,"West, Henry Hebard, $d 1917-1998|~|Glendale Unified School District",Schools $z California $z Glendale|~|Students $x American $z California $z Glendale|~|Graduation ceremonies $z California $z Glendale|~|Bamboo $z California $z Glendale|~|Academic costumes $z California $z Glendale,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_0518_006,"H. H. West, Jr. poses in his cap and gown for his high school graduation, Glendale, 1938","Photograph of H. H. West, Jr. posing during his graduation from Glendale High School. He stands at center on the school's lawn and wears his cap and gown. He gazes up and to the left. Behind him, a cluster of bamboo grows at center. A bench sits in front of the bamboo at right. Through the bamboo, portions of the school building are visible.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Glendale,"Text from negative sleeve: 518 Glendale, Calif. June 16, 1938. 1938. H.H.West Jr in graduation cap and gown on the High School grounds. 4 negatives H.H. West in cap and gown at residence Al Siemsen, 1811 Los Encinos Ave. Another at same place, with Elizabeth West Siemsen. 6 negatives",1938-06-16,"June 16, 1938",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002hqrmn,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_0540_001.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,"Siemsen, Elizabeth West, $d 1903-1966|~|Velzy, Bessie Grace McGee, $d b. 1883 or 84-1918|~|Shepard, Mary Adelbert Teel West, $d 1883-1960",Automobiles $x American $z California $z Sunland-Tujunga|~|Eating & drinking $z California $z Sunland-Tujunga|~|Rest periods $z California $z Sunland-Tujunga,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_0540_001,"Bessie Velzy and Mary West drink water beside their car, [Sunland-Tujunga vicinity], [circa 1912]","Photograph, from left to right, of Bessie Velzy and Mary West drinking water while standing beside their car. Bessie stands nearest to camera at left. She stands in profile, facing right, as she lifts a cup of water to her mouth. Farther back at right, Mary West stands. She holds a cup in one hand and a thermos in the other. She stands facing towards the left. Behind and between the 2 women, a child stands at center with her back to camera. It looks to possibly be Elizabeth West. She stands beside a car. The car is littered with supplies and clothes and is parked, facing right. Mountains stretch across the background.|~|This photograph is likely taken during a trip to Sunland-Tujunga about 1912. For a similar photograph of Bessie Velzy and Mary West in the exact same dress and at the same place, see Item Ark 21198/zz002hptj4",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Sunland-Tujunga,"Text from negative sleeve: 540 Arrowhead Hot Springs, Calif. About 1910. Poor negative, but L to R: Bessie Velzy, Mrs H H West drinking, probably at the hot spring in the gulch. One of our children xxx is also in the picture.",1912,[circa 1912],,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002hr1p0,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_0624_001.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,,Deer $z California|~|Hunting $z California|~|Inyo National Forest (Calif. and Nev.)|~|Dead animals $z California|~|Camping $z California $z Tulare County|~|Tents $z California $z Tulare County,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_0624_001,"Five deer hang in an adjacent campsite, Tulare County vicinity, circa 1920","Photograph of 5 dead deer hanging in a campsite adjacent to the H. H. West's party's campsite near the Kern River. The deer hang from their legs in the mid-ground at center. They hang in a row across a tree branch. The branch is wedged between a tree trunk at left and a log at right. On either side the deer, 2 unknown women appear to pose for a photograph; they look towards the background. The log at right enters frame from the lower right corner and stretches straight back along the right edge. Beside it, a man stands in the foreground at center. He holds a camera and faces towards the right. At left, a tent stands in partial view. Several men stand outside the tent with their backs to camera as they look towards the deer at center. A rock-strewn hillside stretches across the background.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Tulare County,"Text from negative sleeve: 624. Kern river trip about 1920. Our kitchen under the willows. Eating supperin [sic] there one evening a rattlesnake came right up behind me. George Saum had his revolver and shot past me and killed it. George Saum as cook. Harry Whipple at the stove. There are five deer hanging up between the log and tree. Cant[sic] make out who the fellows are. Not our deer  but of another party camped next to us. We got one deer - that is I did, and Wilf and I packed it into camp after dark. A hard trip. 4 negatives",1920,[circa 1920],,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002hr1qh,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_0624_002.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,,Inyo National Forest (Calif. and Nev.)|~|Camping $z California $z Tulare County|~|Outdoor cookery $z California $z Tulare County,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_0624_002,"H. H. West and company's campsite kitchen under the willows, Tulare County vicinity, circa 1920","Photograph of H. H. West and company's outdoor kitchen at their campsite near the Kern River. A clearing stretches across the foreground. At left, a makeshift table stands in the clearing. Low trees stand across the back edge of the clearing. Clothes or other textiles hang from the trees. A rock-covered cliff side rises in the background at left.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Tulare County,"Text from negative sleeve: 624. Kern river trip about 1920. Our kitchen under the willows. Eating supperin[sic] there one evening a rattlesnake came right up behind me. George Saum had his revolver and shot past me and killed it. George Saum as cook. Harry Whipple at the stove. There are five deer hanging up between the log and tree. Cant[sic] make out who the fellows are. Not our deer  but of another party camped next to us. We got one deer - that is I did, and Wilf and I packed it into camp after dark. A hard trip. 4 negatives",1920,[circa 1920],,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002hr1r1,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_0624_003.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,"Saum, George",Stoves|~|Inyo National Forest (Calif. and Nev.)|~|Camping $z California $z Tulare County|~|Outdoor cookery $z California $z Tulare County,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_0624_003,"George Saum cooks in the campsite, Tulare County vicinity, circa 1920","Photograph of George Saum cooking in the West party's campsite during a trip to the Kern River. George Saum stands in the foreground at center. He faces towards the left as he hunches over 2 pots sitting atop the camp stove. He stirs the food cooking in each pot. A small clearing stretches to the right of him. Someone else in the camping party sits at far right and watches George cook. A tree branch juts into frame, partially obscuring the spectator. Behind and between George and the spectator, a trail winds through the trees and into the distance.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Tulare County,"Text from negative sleeve: 624. Kern river trip about 1920. Our kitchen under the willows. Eating supperin[sic] there one evening a rattlesnake came right up behind me. George Saum had his revolver and shot past me and killed it. George Saum as cook. Harry Whipple at the stove. There are five deer hanging up between the log and tree. Cant[sic] make out who the fellows are. Not our deer  but of another party camped next to us. We got one deer - that is I did, and Wilf and I packed it into camp after dark. A hard trip. 4 negatives",1920,[circa 1920],,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002hr1sj,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_0624_004.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,"Whipple, Harry",Stoves|~|Inyo National Forest (Calif. and Nev.)|~|Camping $z California $z Tulare County|~|Outdoor cookery $z California $z Tulare County,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_0624_004,"Harry Whipple cooks at the camp stove, Tulare County vicinity, circa 1920","Photograph of Harry Whipple cooking in the West party's campsite during a trip to the Kern River. Harry Whipple stands in the foreground, off-center to the left. He faces towards the left as he hunches over a pot sitting atop the camp stove. He removes a lid. A small clearing stretches to the right of him. Someone else in the camping party sits at far right and watches Harry at the stove. A tree branch juts into frame, partially obscuring the spectator. Another person crouches down behind and to the right of Harry Whipple; he is obscured by Harry. Behind and between Harry and the spectator, a trail winds through the trees and into the distance.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Tulare County,"Text from negative sleeve: 624. Kern river trip about 1920. Our kitchen under the willows. Eating supperin[sic] there one evening a rattlesnake came right up behind me. George Saum had his revolver and shot past me and killed it. George Saum as cook. Harry Whipple at the stove. There are five deer hanging up between the log and tree. Cant[sic] make out who the fellows are. Not our deer  but of another party camped next to us. We got one deer - that is I did, and Wilf and I packed it into camp after dark. A hard trip. 4 negatives",1920,[circa 1920],,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002hr1t2,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_0625_001.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,"Cline, Wilfrid M.|~|Saum, George|~|Gerke, H. C.|~|Whipple, Harry",Firearms|~|Imitation|~|Inyo National Forest (Calif. and Nev.)|~|Kern River (Calif.)|~|Camping $z California $z Tulare County|~|Robberies $z California $z Tulare County,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_0625_001,"George Saum stages a holdup with the rest of his camping party, Tulare County vicinity, circa 1920","An out-of-focus photograph of George Saum staging a hold up of his camping party in their campsite near the Kern River. George Saum stands in profile along the left edge and faces towards the right. He wears a neckerchief over his mouth and nose as he points a pistol towards the right. He reaches forward with his free hand. At right, the rest of the camping party stands in a cluster with arms raised. Included in the group are Harry Whipple, H. C. ""Sonny"" Gerke, Wilf Cline, Harry Whipple's son and his friend. A few of the ""victims"" smile during the reenactment. Behind George Saum at left, the Kern River is visible. Trees and cliffs stand across the background.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Tulare County,Text from negative sleeve: 625. Kern river trip about 1920. At camp on the Kern. Harry Whipple with back to camera and pipe in mouth. Think it is Wilf Cline on the horse across the Kern. Just as we broke camp George Saum staged an amateur hold up. 2 negatives,1920,[circa 1920],,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002hr1vk,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_0625_002.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,"Cline, Wilfrid M.|~|Whipple, Harry",Inyo National Forest (Calif. and Nev.)|~|Fords (Stream crossings) $z California|~|Kern River (Calif.)|~|Packtrains $z California $z Tulare County|~|Camping $z California $z Tulare County|~|Horses $z California $z Tulare County,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_0625_002,"Harry Whipple watches as Wilf Cline fords the Kern River with a pack train, Tulare County vicinity, circa 1920","Photograph of Harry Whipple watching as Wilf Cline and a pack train ford the Kern River. Harry Whipple stands on the riverbank at far right with his back to camera. He rests his hands to his hips as he looks across the Kern River. The Kern River stretches across the image ahead of him. At left and on the far side of the river, Wilf Cline sits on horseback and leads a pack train of horses into the water. The line of horses angles back towards center. A few of the horses drink water from the river. An unidentified person rides one of the horses at the back of the pack train. Behind them, rocks and brush cover a cliff side.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Tulare County,Text from negative sleeve: 625. Kern river trip about 1920. At camp on the Kern. Harry Whipple with back to camera and pipe in mouth. Think it is Wilf Cline on the horse across the Kern. Just as we broke camp George Saum staged an amateur hold up. 2 negatives,1920,[circa 1920],,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002hr1w3,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_0626_001.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,,Inyo National Forest (Calif. and Nev.)|~|Camping $z California $z Tulare County|~|Pines $z California $z Tulare County,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_0626_001,"H. H. West and company's campsite near the Kern River, Tulare County vicinity, circa 1921","Photograph of H. H. West's campsite near the Kern River (not in frame). The campsite sits in the near distance, off-center to the left. It sits among an outcrop of pines. One member of his party sits behind a pile of stones at left. Another member of the camping party stands at center. Both men look towards one another. Pines line the site.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Tulare County,"Text from negative sleeve: 626. Kern river trip about 1921. I had made a trip to the east fork of the Kern the year before and had fine fishing and saw a lot of deer, getting one. This interested Andy Smith, Prest [sic] of the Elmore Motor Car Co., and he got hold of a fellow named Shanks and had me get up another trip. I got George Gregory of the Los Angeles Gas and Electric Co., w who had been after me for a deer hunt somewhere, and would drive his car. We went to Cowan Station, thence up Hawaie [sic] creek canyon, and crossed the Kern camping on the opposite side. It was September 1, and very cold. Froze ice that night and froze Andy's melons in the spring. He wanted chilled melon for breakfast, and had to cut them with the hand axe. Could not do it with the knife. Our camp on the Kern.",1921,[circa 1921],,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002hr1xm,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_0627_001.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,"Smith, Andy",Stoves|~|Inyo National Forest (Calif. and Nev.)|~|Camping $z California $z Tulare County|~|Outdoor cookery $z California $z Tulare County,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_0627_001,"Andy Smith poses while cooking breakfast, Tulare County vicinity, 1921","Photograph of Andy Smith cooking up breakfast in his and H. H. West's campsite on a trip to the Kern River. Andy Smith stands, hunched over, at right. He holds a couple of frying pans over a camping stove. As he cooks, he turns his head to smile to camera. In front of him, pots and cans sit atop a wide pile of rocks. The stove's smoke stack appears to fall off the stove at left. The surrounding landscape sprawls into the distance.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Tulare County,"Text from negative sleeve: 627. Kern River trip 1921. September. Three pictures of Andy cooking breakfast. L to R.- George Gregory, Andy Smith. 4 negatives",1921-09,September 1921,,,
