Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Rights.copyrightStatus,Name.subject,Subject.descriptiveTopic,Language,Name.repository,Rights.permission,Type.genre,Name.photographer,Name.creator,Relation.isPartOf,Name.collector,Name.architect,Subject.conceptTopic,Date.creation,Date.normalized,Description.longitude,Title,AltTitle.uniform,Alt ID.local,Format.extent,Description.latitude,Description.note,Coverage.geographic,Description.fundingNote,Format.dimensions,AltTitle.other,Alternate Identifier.local,Description.abstract,Description.caption,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j259p,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0092_srgb.tif,,,,,private,still image,,,Petroleum industry $z California|~|Oil wells $z California,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,[circa 1932],1932,,"Powell Stockton Company oil well, probably in the vicinity of the Kettleman Hills, Kings County, circa 1932",,uclamss_1756_0092,1 photograph : b&w,,"View of a Powell Stockton Company oil well, probably in the vicinity of the Kettleman Hills, with an out building, storage tanks and 5 parked automobiles nearby.",Kings County (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,Text from negative sleeve: Powell Stockton.,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j259p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j259p/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j25b6,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0093.tif,,,,,private,still image,,,Sunset Oil Field (Calif.)|~|Petroleum industry $z California|~|Gushers $z California $z Kern County,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,[between 1920-1930],1920/1930,,"Lake View Oil Co. gusher at the Sunset Oil Field, Kern County, 1920-1930",,uclamss_1756_0093,1 photograph : b&w,,View of a gusher emanating from a tall oil derrick belonging to the Lake View Oil Co.  at the Sunset Oil Field. A cloud of oil fills the air and the ground is shiny with oil as well. Other derricks are visible in the distance.,Kern County (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,"Text from negative sleeve: 22, North American Oil Co. (Elsinore), 3/9/1931.|~|Handwritten on negative: S. O. Lake View Gusher.",,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j25b6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j25b6/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j25cq,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0094.tif,,,,,private,still image,,,Oil wells $z California $z Lake Elsinore|~|Petroleum industry $z California $z Lake Elsinore,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,"March 9, 1931",1931-03-09,,"North American Oil derrick, Lake Elsinore vicinity, 1931",,uclamss_1756_0094,1 photograph : b&w,,View of a North American Oil derrick  with a wooden building at its base. Steam shoots from a pipe in the right foreground.,Lake Elsinore (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,"Handwritten on negative: C. C. Pierce & Co., 1572 W. Pico St. L.A., No. 22.|~|Text from negative sleeve: 22. North American Oil Co. (Elsinore) 3/9/1931.",,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j25cq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j25cq/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j25d7,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0095.tif,,,,,private,still image,,,Petroleum industry $z California|~|Oil wells $z California|~|Gushers $z California $z Kern County,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,[between 1910-1930],1910/1930,,"Lake View, Gusher, Sunset Oil Field, Kern County",,uclamss_1756_0095,1 photograph : b&w,,View of a gusher at Lake View,Kern County (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,"Text from negative sleeve: Lake View, Gusher.|~|Handwritten on negative: Lake View No. 1",,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j25d7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j25d7/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j25fr,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0096.tif,,,,,private,still image,,,Oil well drilling rigs $z California $z Bakersfield|~|Petroleum industry $z California $z Bakersfield,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,"May 30, 1932",1932-05-30,,"H. L. Whiston well at the Fruitvale Oil Field, Bakersfield vicinity, 1932",,uclamss_1756_0096,1 photograph : b&w,,Photograph of the H. L. Whiston well at the Fruitvale Oil Field,Bakersfield (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,"Text from negative sleeve: May 30, 1932. Fruitvale Oil Field, H. L. Whiston well. Automobiles are parked on the left and other wells are visible in the distance.",,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j25fr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j25fr/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j25g8,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0097.tif,,,,,private,still image,,,Petroleum industry $z California $z Montebello|~|Oil wells $z California $z Montebello,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,[circa 1930],1930,,"Universal Oil Company oil well at the I. B. Nutt lease, Montebello vicinity, circa 1930",,uclamss_1756_0097,1 photograph : b&w,,View of an oil well operated by the Universal Oil Company at the Nutt lease near Montebello. There is a shed at the base of the derrick and a house with a pine tree in eh yard on the right. Two automobiles are parked in front.,Montebello (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,"Text from negative sleeve: Universal Oil Co., E. G. Starr, Subway Firm Bldg., Montebello New Field, Nutt Lease.",,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j25g8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j25g8/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j25hs,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0099.tif,,,,,private,still image,,,Petroleum industry $z California|~|Storage tanks $z California,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,[between 1930-1939],1930/1939,,"Petroleum industry storage tanks, California, 1930-1939",,uclamss_1756_0099,1 photograph : b&w,,View of 4 storage tanks with 2 oil derricks in the background and 2 more in the far distance.,California,Access to this collection is generously supported by Arcadia funds.,,,,,"Text from negative sleeve: Rapid Construction Co., 5811 So. Riverside Dr., L.A., J. E. 6211, M... ..eary, 3, $300. Phone J. E. 6211.",,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j25hs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j25hs/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j25j9,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0100.tif,,,,,private,still image,,,Petroleum industry $z California $z Los Angeles,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,"April 17, 1935",1935-04-17,,"Petroleum Equipment Company opening day at the Playa Del Rey oil field, Los Angeles, 1935",,uclamss_1756_0100,1 photograph : b&w,,"Photograph of a small building with a sigh reading ""Petroleum Equipment Co.,"" with men gathered in front and automobiles parked in the foreground. Oil derricks and 3 boiler smoke stacks are visible in the background.",Los Angeles (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,"Text from negative sleeve: 4-17-35. Petroleum Equip. Co. 2800 So. Alameda. ""Opening Day"" at Del Rey.",,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j25j9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j25j9/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j25kt,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0101.tif,,,,,private,still image,,,Petroleum industry $z California $z Los Angeles,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,"April 17, 1935",1935-04-17,,"Petroleum Equipment Company opening day at the Playa Del Rey oil field, Los Angeles, 1935",,uclamss_1756_0101,1 photograph : b&w,,"Photograph of a small building with a sigh reading ""Petroleum Equipment Co.,” with men gathered in front and 1 automobile parked in the foreground. A church is  visible in the background on the left.",Los Angeles (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,"Text from negative sleeve: 4-17-35. Petroleum Equip. Co. 2800 So. Alameda. ""Opening Day"" at Del Rey.",,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j25kt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j25kt/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j25mb,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0102.tif,,,,,private,still image,,,Petroleum industry $z California $z Los Angeles|~|Oil wells $z California $z Los Angeles,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,"February 14, 1935",1935-02-14,,"Oil well at the Playa del Rey oil field, 1935",,uclamss_1756_0102,1 photograph : b&w,,"Photograph of an oil well operated by either the Pacific Drilling Company or the Rae Drilling Company, with a boiler on the right and 23 automobiles parked in front.",Los Angeles (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,"Text from negative sleeve: Pacific Drilling Co. Del Rey No 1 (Barnhart)|~|Handwritten on negative: Rae Drilling Co., Del Rey No. 1., 2-14-'35",,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j25mb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j25mb/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j25nv,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0103.tif,,,,,private,still image,,Playa del Rey Oil Field (Calif.),Petroleum industry $z California $z Los Angeles|~|Oil wells $z California $z Los Angeles,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,"April 21, 1935",1935-04-21,,"Men standing in front of a Pacific Drilling Corporation oil well at the Playa del Rey oil field, Los Angeles, 1935",,uclamss_1756_0103,1 photograph : b&w,,"Group portrait of six men standing in front of a Pacific Drilling Corporation oil well at the Playa del Rey. Three men wear suits, on wears a trench coat and 2 wear sweaters and slacks.",Los Angeles (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,"Text from negative sleeve: 4-21-1935, Barnhart Well, Del Rey. Pacific Drilling Corp. Came in  4-20-'35 for 3000 bbl.",,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j25nv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j25nv/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j25pc,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0104.tif,,,,,private,still image,,Playa del Rey Oil Field (Calif.),Petroleum industry $z California $z Los Angeles|~|Oil wells $z California $z Los Angeles,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,"April 21, 1935",1935-04-21,,"Oil wells near the office of the Pacific Drilling Corporation at the Playa del Rey oil field, Los Angeles, 1935",,uclamss_1756_0104,1 photograph : b&w,,"View of a large storage tank (left), oil wells and an office with a sign reading ""Pacific Drilling Corp. Field Office, Los Angeles Office."" Five men are on either side of the office and an automobile is parked in front. A tanker truck with a man sitting on top of the tank and additional automobiles are parked on the left.",Los Angeles (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,"Text from negative sleeve: 4-21-1935, Barnhart Well, Del Rey. Pacific Drilling Corp. Came in  4-20-'35 for 3000 bbl.",,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j25pc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j25pc/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j25qw,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0105.tif,,,,,private,still image,,,Petroleum industry $z California|~|Oil wells $z California,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|portraits|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,[between 1920-1939],1920/1939,,"Group portrait at an oil well owned by the Bolsa Chica Oil Co., California, 1920-1939",,uclamss_1756_0105,1 photograph : b&w,,Group portrait of 6 oil well workers seated in front of well-dressed men (5) and women (2) at the base of an oil well with a corrugated metal well behind them.,California,Access to this collection is generously supported by Arcadia funds.,,,,,Text from negative sleeve: Bolsa Chica Oil Co. Justin Snow. 1130 Subway Term [Terminal] Bldg. MU7870,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j25qw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j25qw/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j25rd,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0106.tif,,,,,private,still image,,,Petroleum industry $z California|~|Oil wells $z California,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,[between 1920-1939],1920/1939,,"Oil well owned by the Bolsa Chica Oil Co., California, 1920-1939",,uclamss_1756_0106,1 photograph : b&w,,View of a wooden oil derrick for an oil well owned by the Bolsa Chica Oil Co. Four cars are parked in front and the well is flanked by out buildings and a storage tank. Another derrick is in the background on the right.,California,Access to this collection is generously supported by Arcadia funds.,,,,,Text from negative sleeve: Bolsa Chica Oil Co. Justin Snow. 1130 Subway Term [Terminal] Bldg. MU7870,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j25rd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j25rd/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j25sx,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0107.tif,,,,,private,still image,,,Petroleum industry $z California|~|Oil wells $z California,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,[between 1920-1939],1920/1939,,"Oil well owned by the Bolsa Chica Oil Co., California, 1920-1939",,uclamss_1756_0107,1 photograph : b&w,,View of a wooden oil derrick for an oil well owned by the Bolsa Chica Oil Co. Four cars are parked in front and the well is flanked by out buildings and a storage tank. Another derrick is in the background on the right.,California,Access to this collection is generously supported by Arcadia funds.,,,,,Text from negative sleeve: Bolsa Chica Oil Co. Justin Snow. 1130 Subway Term [Terminal] Bldg. MU7870,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j25sx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j25sx/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j25tf,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0108.tif,,,,,private,still image,,,Petroleum industry $z California|~|Oil wells $z California,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,[between 1920-1939],1920/1939,,"Oil well owned by the Bolsa Chica Oil Co., California, 1920-1939",,uclamss_1756_0108,1 photograph : b&w,,View of a wooden oil derrick for an oil well owned by the Bolsa Chica Oil Co. One car is parked in front and the well is flanked by out buildings and a storage tank. Two other derricks are in the background on the left and right.,California,Access to this collection is generously supported by Arcadia funds.,,,,,Text from negative sleeve: Bolsa Chica Oil Co. Justin Snow. 1130 Subway Term [Terminal] Bldg. MU7870,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j25tf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j25tf/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j25vz,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0109.tif,,,,,private,still image,,,Petroleum industry $z California|~|Oil wells $z California,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,[between 1920-1939],1920/1939,,"Oil well owned by the Bolsa Chica Oil Co., California, 1920-1939",,uclamss_1756_0109,1 photograph : b&w,,"View of a wooden oil derrick for an oil well owned by the Bolsa Chica Oil Co. At the base of the well are out buildings and a storage tank. Two men are visible between 2 storage tanks, and a man stands in front of a truck on the left.",California,Access to this collection is generously supported by Arcadia funds.,,,,,Text from negative sleeve: Bolsa Chica Oil Co. Justin Snow. 1130 Subway Term [Terminal] Bldg. MU7870,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j25vz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j25vz/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j25wg,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0110.tif,,,,,private,still image,,,City & town halls $z California $z Los Angeles|~|Historic buildings $z California $z Los Angeles,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.","Los Angeles City Hall (Los Angeles, Calif.)",,,[between 1928-1934],1928/1934,-118.2429943,"Los Angeles City Hall, Los Angeles, 1928-1934",,uclamss_1756_0110,1 photograph : b&w,34.0535703,"The Los Angeles City Hall was designed by John Parkinson, John C. Austin, and Albert C. Martin, Sr., and was completed in 1928.",Los Angeles (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j25wg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j25wg/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j25x0,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0111.tif,,,,,private,still image,,,Petroleum industry $z California|~|Oil wells $z California,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,[between 1930-1939],1930/1939,,"Mud pumps and mud tank at an oil well, California, 1930-1939",,uclamss_1756_0111,1 photograph : b&w,,Photograph of the mud pumps and mud tank in a shed at an oil well.,California,Access to this collection is generously supported by Arcadia funds.,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j25x0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j25x0/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j25zh,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0112.tif,,,,,private,still image,,Playa del Rey Oil Field (Calif.),Petroleum industry $z California $z Los Angeles|~|Oil wells $z California $z Los Angeles,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,"April 1, 1935",1935-04-01,,"Mud pumps at oil well ""Fourl No. 4"" at the Playa del Rey oil field, Los Angeles, 1935",,uclamss_1756_0112,1 photograph : b&w,,"View of the base of oil well ""Fourl No. 4"" and mud pumps in a shed beside it  at the Playa del Rey oil field.",Los Angeles (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,Text from negative sleeve: Del Rey Fourl No. 4. 4-1-'35.,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j25zh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j25zh/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j260h,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0113.tif,,,,,private,still image,,Playa del Rey Oil Field (Calif.),Petroleum industry $z California $z Los Angeles|~|Oil wells $z California $z Los Angeles,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,"April 1, 1935",1935-04-01,,"Mud pumps at the oil well ""Fourl No. 4"" at the Playa del Rey oil field, Los Angeles, 1935",,uclamss_1756_0113,1 photograph : b&w,,"View of mud pumps in a corrugated metal shed at the oil well ""Fourl No. 4"" at the Playa del Rey oil field. Embossed on the machinery is ""EMSCO Case Steel Pattern.""",Los Angeles (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,Text from negative sleeve: Del Rey Fourl No. 4. 4-1-'35.,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j260h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j260h/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j2611,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0114.tif,,,,,private,still image,,Venice Oil Field (Calif.),Petroleum industry $z California $z Los Angeles|~|Oil wells $z California $z Los Angeles,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,[circa 1930],1930,,"Oil well base in front of a house at the Venice oil field, Los Angeles, circa 1930",,uclamss_1756_0114,1 photograph : b&w,,"View of the base of an oil derrick with signs reading ""Keep Out,"" and ""No Smoking,"" with a house and more oil derricks visible in the background at the Venice oil field.",Los Angeles (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,Text from negative sleeve: Del Rey Fourl No. 4. 4-1-'35. [negative mis-filed]|~|Handwritten on negative: S-L-R (Petroleum Properties LTD) Venice - Del Rey Oil Field,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j2611,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j2611/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j262j,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0115.tif,,,,,private,still image,,Playa del Rey Oil Field (Calif.),Petroleum industry $z California $z Los Angeles|~|Oil wells $z California $z Los Angeles,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,"April 1, 1935",1935-04-01,,"Draw works at oil well ""Fourl No. 4"" at the Playa del Rey oil field, Los Angeles, 1935",,uclamss_1756_0115,1 photograph : b&w,,"View of a workman standing next to the draw works on the drill floor of oil well ""Fourl No. 4"" at the Playa del Rey oil field.",Los Angeles (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,Text from negative sleeve: Del Rey Fourl No. 4. 4-1-'35.,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j262j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j262j/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002j2632,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0116.tif,,,,,private,still image,,Playa del Rey Oil Field (Calif.),Petroleum industry $z California $z Los Angeles|~|Oil wells $z California $z Los Angeles,zxx,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q(Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection, UCLA Library Special Collections, Charles E. Young Research Library.",,,,[between 1930-1939],1930/1939,,"View of Stockburger oil wells at the Playa del Rey oil field, Los Angeles, circa 1930-1939",,uclamss_1756_0116,1 photograph : b&w,,View from a road towards Stockburger oil wells at the Playa del Rey oil field,Los Angeles (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,Text from negative sleeve: Stockburger - Del Rey. 621 So. Spg. f...mid $4.00.,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j2632,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j2632/manifest
