"Project Name","Item ARK","Parent ARK","Object Type","File Name","Item Sequence","Type.typeOfResource","Rights.copyrightStatus","Name.sponsor","Name.subject","Publisher.publisherName","Rights.servicesContact","Subject.conceptTopic","Type.genre","Language","Name.repository","Name.designer","Subject.uniformTitle","Name.photographer","Name.creator","Subject.geographicPlace","Coverage.geographic","Description.note","Date.normalized","Publisher.placeOfOrigin","Title","Date.creation","Alt ID.local","Format.extent","Description.caption","AltTitle.parallel","AltTitle.other","Publisher.publisherName"
"Ethiopian Posters","21198/zz002hp668","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder016_003.tif","","still image","","","","Oz Film Production (Firm)","","Motion pictures $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Three people are in the movie poster. A woman stands in the foreground, grimly staring out. She wears a bright yellow-green blouse. On either side of her are two men in the background, partially shadowed. Photoshopped into the foreground are two identical trophies for an Ethiopian International Film Festival, 2008. Underneath the woman is the silhouette of a boat on the water, with the shadows of four people aboard the boat.","2008","[Addis Ababa (Ethiopia)]","Fidel adagne","[2008?]","ucla_1922_box06_folder016_003","1 poster : col.","Oz Film Production presents Fidel Adagne. Production: Oz Film Production; starring Samson Tadese (Baby), Tsedey Mesfin, Yigerem Dejene, Meron Getenet, Biniyam Wendyefraw, Adanech W/Gebreal ... editor: Leul Abadi ... writer: Benyam John; screen play: Abiy Ayele; producer, Dawit Asgedom; director: Abiy Ayele.|~|Printed by Efficient","","",""
"Ethiopian Posters","21198/zz002hp67s","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder016_004.tif","","still image","","","","Abren Pictures (Firm)","","Motion pictures $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Three people stand in the film poster. In the foreground, a woman and man stand back to back, one leg raised and bent so that their feet touch, sole to sole. The woman wears a light blue shirt, a dark blue flowered skirt, grey and black high heeled shoes, and large silver hoop earrings. The man wears a white shirt, a dark-colored tie, and black pants. The woman's face is in profile, but the man is looking away from the camera. Standing behind the woman, staring out of the poster is a man in a red shirt and wearing sunglasses on top of his head. The background is blue with a white abstract pattern, and the ground is green and brown striped. To the right of the title, which is situated below the people, are two faces, encircled by gold rings.","2009","[Ethiopia]","Hulet netib","[2009?]","ucla_1922_box06_folder016_004","1 poster : col.","AB GET Printing Press. Ethio Graphic.|~|Abren Pictures presents ... production Wondwossen Digital Studio & Abren Pictures; starring: Thomas Tesfaye, Eyerusalem Dereje, Alebachew Mekonnen, Abebe Saide, Gerawork Yiheyis ... producers: Wondwossen Temtem & Thomas Tesfaye.|~|A film by Thomas Tesfaye. Feature film. Written & directed by Thomas Tesfaye.","","",""
"Ethiopian Posters","21198/zz002hp689","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder016_005.tif","","still image","","","","Yetnayet Film Production (Firm)","","Romance films $z Ethiopia|~|Motion pictures $z Ethiopia|~|Comedy films $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","A film poster. A man lounges on the earpiece of an oversized, early 20th-century reproduction of a rotary phone (it is actually a push button phone). He wears a dark blazer, blue-and-white-striped shirt, and blue pants. Three women are around the base of the phone, looking up at the man. From left to right: a woman in red pants and a white and red shirt stands with her right hand cocked on her waist and her left hand resting on the base of her throat. The second woman is climbing on a step-ladder to tilt the earpiece of the phone upward with her left hand. She is wearing denim shorts and a multi-colored tank top. The third woman is kneeling on the ground, pulling on the phone cord. She is wearing brown Bermuda shorts and a yellow top.|~|Nominated for best director, best writer, best actress, best supporting actress at the 4th Ethiopia International Film Festival in 2009.|~|A movie about four girlfriends trying to secretly hook up their friend’s cousin with one of their friends.","2008","[Addis Ababa (Ethiopia)?]","Aldewelem","[2008?]","ucla_1922_box06_folder016_005","1 poster : col.","Photo and graphics design by Elmika Digital Photo Studio.|~|A film by Yetnayet Bahru.|~|Yetnayet Film Production presents ""Aldewelem"" in co-opration [sic] with Admas Advertising; written & directed by Yetnayet Bahru; screenplay by Haweni Debebe & Yetnayet Bahru; produced by Yetnayet Bahru; camera & lighting Osman Abdelnur, Fekadu Gebre; edited by Tomas Mohammed; music by Elias Melka; starring Atsenesh G/Hiwot, Siyamregn Teshome, Azeb Azene, Mahlet Afework (Mafi), Fekadu T/Mariyam, Adanich W/Gebriel, Titiliyal Mosissa, Tewodros seyoum, Yonas Aseffa.","","Aldewolem",""
"Ethiopian Posters","21198/zz002hp69t","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder016_006.tif","","still image","","","","Spark Film Production (Firm)|~|Black Angel Films Production (Firm)","","Motion pictures $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Primarily a black poster. Three headshots of two men and a woman are in the middle of the poster. They have serious expressions on their faces. The woman and one man are looking back over their shoulders.","2005/2010","[Addis Ababa (Ethiopia)]","One more chance","[between 2005 and 2010?]","ucla_1922_box06_folder016_006","1 poster : col.","AB GET Printing Press|~|Spark Film Production presents a Black Angel Films Production and Spark Film Production ""AAnd Edil."" A story by Solomon Alemu Feleke; screen play and directed by Adonis ... star[r]ing Solomon Alemu, Meron Getnet, Samson Tadesse, Wubalem Alebackew, Meron Teshome, Alazar Samuel, and more.|~|Solomon Alemu, Meron Getnet, Samson Tadese (Baby). Story by Solomon Alemu. Screenplay & directed by Adonis.","","AAnd edil|~|Ande edil|~|And edil",""
"Ethiopian Posters","21198/zz002hp6bb","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder016_007.tif","","still image","","","","Chewata Production (Firm)","","Motion pictures $z Ethiopia|~|Comedy films $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Sponsors on the bottom edge of the poster: Kora Image, Mark Advert, Lex Plaza, Impact PLC, Zebra Fashion.|~|A film poster. Five people are crowded around a door. One man stands in the door, peering out, wearing a white shirt, black bow tie, and black pants. He carries a silver serving tray with drinks. Behind him, a man in a light blue shirt is either attempting to get out or barricading the door. Behind him is a woman in a mustard yellow dress, head wrap, and green, yellow, and red stripes painted on her forehead and cheeks. She has something black in her hand, as if ready to throw it at the people on the other side of the door. On the other side of the door, a man in black is standing with his back to the door, holding back another man wearing a white shirt and black pants. The man in the white shirt is reaching towards the door.","2009","[Addis Ababa (Ethiopia)]","Ayaskem","[2009?]","ucla_1922_box06_folder016_007","1 poster : col.","AB GET Printing Press|~|Chewata Production presents ""Ayaskem,"" a Next Studio production. Dereje Haile, Tewodros Seyoum, Fikadu Kebede Mamo, Zenebu Gesesse, Fikru Abete, Abenet Dagem ... editors: Eyob Mulgeta and Eyob Negash; producer: Thomas Desta and Elias Mulualem; assistant director: Eyob Negash; writer and director: Elias Mulualem.","","",""
"Ethiopian Posters","21198/zz002hp6cv","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder017_001.tif","","still image","","","Zeffirelli, Franco","Istituto italiano di cultura (Addis Ababa, Ethiopia)","","","posters","eng","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Image of Franco Zeffirelli is printed in the background, faded so as not to interfere with the rest of the poster. A printed signature (Zeffirelli's) is in the bottom corner in yellow. Printed over the image in red and blue, is the schedule, as well as images from the movies being shown. Poster is primarily light green.|~|Sponsors along the bottom edge of the poster: Hilton Addis Ababa, MISAC General Contractors, and Yemenia Yemen Airways.","2004-11-15","Addis Ababa (Ethiopia)","Italian Cultural Institute in Addis Ababa has the honour to present a film review by the famous Italian filim director Franco Zeffirelli","November 15, 2004","ucla_1922_box06_folder017_001","1 poster : col.","From November 15th up to November 22nd 2004, Auditorium IIC, 6:30 p.m.|~|Monday 15th, ""La Traviata"" -- Tuesday 16th, ""Storia di una Capinera"" -- Wednesday 17th, ""Un tè con Mussolini"" -- Thursday 18th, ""La Bisbetica Domata"" -- Friday 19th, ""Romeo e Giulietta"" -- Monday 22nd, ""Callas forever"" -- (English version with Italian subtitles)","","Franco Zeffirelli",""
"Ethiopian Posters","21198/zz002hp6dc","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder017_002.tif","","still image","","","","","","Ethiopia $x Religion|~|Music $v Juvenile|~|Music $z Ethiopia","posters","eng|~|orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Kiya's Design","","","","","Ethiopia","Appears to be an ad for a music video DVD/VCD/CD of children singing. Possibly for a collection of children's religious songs. Six images on the poster, five of which are children singing and dancing. The sixth image looks like a child picking coffee cherries. The poster is primarily shades of orange, green, and gold.","2010","[Ethiopia]","Mucaa Kaayyoo","[2010]","ucla_1922_box06_folder017_002","1 poster : col.","DVD/VCD/CD|~|RELA Printing Press. Kiya's Design.|~|Ijoollee Biiftuu Bolee, Phaawulos Taganyi Wajjiin, WAMY Biiftuu Bolee Tajaajila Ijoleef Kan Kenname.|~|#1/2010|~|Maxxansaa fi Raabsaan: W.A.M.Y. Biftuu Bolee ... Bakka Buttonni M.F. Lewwii finfinnee ... M.F. Keebroon Finfinnee ... M.F. Rihoobot Naqamtee ...","Child of destiny","",""
"Ethiopian Posters","21198/zz002hp6fw","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder017_003.tif","","still image","","","","","","","posters","","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","","","","DUP - see Ark #21198/zz002hp6dc","","ucla_1922_box06_folder017_003","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hp6gd","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder017_004.tif","","still image","copyrighted","Africa Higher Clinic|~|Falem Dhaabbata Hodhaa Huccuu","","","","Motion pictures $z Ethiopia|~|Comedy films $z Ethiopia","posters","orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Poster background is in shades of orange. Seven people are shown in different poses, three women and four men. Two women are standing smiling, the third women is standing with her head cocked, smiling, and playing with her hair. One man stands with his chin on his hand, one man seems to be pleading with something, hands open and raised in front of his chest, and two men seem to be gossiping.","2009","[Nazrét (Ethiopia)?]","D/r Saalvaatorii","2009","ucla_1922_box06_folder017_004","1 poster : col.","Hirmattota: Admaasuu Birhaanuu, Olii Naggaa, Mihirat W/maariyaam, Abbabach Ajamaa, Hawwii Haayiluu, Humneechaa Asaffaa, Addisuu Shantamaa, Kadiir Filatoo.|~|Maxxabsaa Fi Raabsaan: Mana Muziqaa Abbaa Gadaa, Tesson Kenya Finfinne Wallaggaa tara...","","Dr. Saalvaatorii",""
"Ethiopian Posters","21198/zz002hp6hx","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder018_001.tif","","still image","","","","Adika Tour and Travel","","Sports $z Ethiopia|~|Basketball $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Yellow and brown striped poster. Images include a basketball sitting in the middle of an empty court, a basketball, a silhouette of a player dunking, a half court shot with a cart of basketballs, a drawing of a man dribbling a basketball, and a basketball team standing for a team photo. Two of the men in the team photo are looking off to their left.","2008/2009","[Addis Ababa (Ethiopia)]","Adika basketball day","[2008 or 2009]","ucla_1922_box06_folder018_001","1 poster : col.","AB GET Printing Press|~|Basketball contest. Dank [that is, Dunk] contest, shooting contest, free style and 1. All-stars game, money ball, music with DJ P.|~|09 11 69 02 88","","",""
"Ethiopian Posters","21198/zz002hp6jf","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder019_001back.tif","","still image|~|still image","","France. $b Ambassade (Ethiopia)|~|France. $b Ambassade (Ethiopia)","","Alliance ethio-française|~|Alliance ethio-française","","","posters|~|posters","fre|~|fre|~|amh|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections|~|University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","Ethiopia $x Social life and customs|~|Ethiopia $x Social life and customs","Ethiopia|~|Ethiopia","Alliance ethio-française and French government logos are in the lower left corner.|~|Double sided poster. Front side (Sept. 09) is a schedule of events for the exposition ""Trinity."" Back side (Oct. 09) is a schedule of events for exposition ""Dawit Adnew.""|~|Front side: Black with brown and white text. Twelve images seem to be works of art, movie posters, and stills from movies. Schedule consists of movie showings and conferences.|~|Back side: Grey with brown and white text. Thirteen images of works of art, jewelry, filmmakers, films, and musicians. Schedule consists of concerts, conferences, film showings, and a fashion show.|~|Poster is mainly in French, with Alliance ethio-française in Amharic under the dates.|~|Alliance ethio-française and French government logos are in the lower left corner.|~|Double sided poster. Front side (Sept. 09) is a schedule of events for the exposition ""Trinity."" Back side (Oct. 09) is a schedule of events for exposition ""Dawit Adnew.""|~|Front side: Black with brown and white text. Twelve images seem to be works of art, movie posters, and stills from movies. Schedule consists of movie showings and conferences.|~|Back side: Grey with brown and white text. Thirteen images of works of art, jewelry, filmmakers, films, and musicians. Schedule consists of concerts, conferences, film showings, and a fashion show.|~|Poster is mainly in French, with Alliance ethio-française in Amharic under the dates.","2009-09|~|2009-09","[Addis Ababa (Ethiopia)]|~|[Addis Ababa (Ethiopia)]","Agenda: Alliance ethio-française|~|Agenda: Alliance ethio-française","September 2009|~|September 2009","ucla_1922_box06_folder019_001|~|ucla_1922_box06_folder019_001","1 poster : col.|~|1 poster : col.","Printed by Central Printing Press.|~|Printed by Central Printing Press.","","Alliance ethio-française|~|Alliance ethio-française",""
"Ethiopian Posters","21198/zz002hp6mg","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder019_002.tif","","still image","","","Creative Industry & Intellectual Property Festival $n (1st : $d 2008 : $c Addis Ababa, Ethiopia)","","","Intellectual property $z Ethiopia","posters","eng","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Poster advertising the first Creative Industry & Intellectual Property Festival, held April 28-May 4, 2008 at the National Theater and surroundings in Addis Ababa, Ethiopia.|~|A blue border is at the top, fading into black. Along the left and bottom edges of the poster are faint images of artistic objects, including a drama mask, a paint palette, a book, a set square, a T square, and a compass. In the center of the poster is something that appears to be an abstract head with a headdress. The head and ""body"" are blue, and the headdress is in red, yellow, and green. Underneath that image is a bisected brown oval with an Ethiopian flag banner wrapped around it.","2008-04-28","Addis Ababa (Ethiopia)","1st Creative Industry & Intellectual Property Festival 2008","April 28, 2008","ucla_1922_box06_folder019_002","1 poster : col.","Printed by Universal Printing Press.|~|National Theater & surroundings. Addis Ababa, Ethiopia. April 28-May 4, 2008.","","1st Creative Industry and Intellectual Property Festival 2008|~|First Creative Industry and Intellectual Property Festival 2008|~|First Creative Industry & Intellectual Property Festival 2008",""
"Ethiopian Posters","21198/zz002hp6n0","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder019_003.tif","","still image","","Heinrich Böll Foundation (Addis Ababa, Ethiopia)|~|Comic Relief (Organization)|~|Third World Network|~|Gaia Foundation","","Institute for Sustainable Development (Addis Ababa, Ethiopia)|~|MELCA Mahiber","","Biodiversity $z Ethiopia $z Dirē Dawa|~|Multiculturalism $z Ethiopia $z Dirē Dawa|~|Cultural pluralism $z Ethiopia $z Dirē Dawa","posters","eng","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Martha Mesfin","","Solomon H. Mariam","","","Ethiopia","Fifteen photographs line the edges of a black poster, with the text and a photo of a flamboyant tree in the middle. The photos along the edges are of small groups of people, presumably from Dire Dawa, wearing both traditional and modern clothing. The photos are edged in red, blue, yellow, or green.|~|Sponsor and publisher logos along bottom edge of poster.","2004/2007","[Ethiopia?]","Celebrating cultural biodiversity in Dire Dawa","[between 2004 and 2007?]","ucla_1922_box06_folder019_003","1 poster : col.","Mega Printing Enterprise","","",""
"Ethiopian Posters","21198/zz002hp6ph","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder019_004.tif","","still image","","","Coppens, Yves","Alliance ethio-française|~|National Museum of Ethiopia","","Human beings $x Origin","posters","eng","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Sponsors' logos are along the bottom of the poster.|~|Paleontologist Yves Coppens sits with his hands folded against a backdrop of a gorge in Ethiopia.  The skeleton of ""Lucy"" is placed to the above right, over his shoulder. He wears a light blue and white checked shirt and a dark suit jacket over the shirt.","2010-02-17","[Addis Ababa (Ethiopia)]","From Omo to Afar: a quest for human origins in Ethiopia","February 17, 2010","ucla_1922_box06_folder019_004","1 poster : col.","Printed by Central Printing Press|~|An event organized by National Museum of Ethiopia, Alliance Ethio-Française Addis Abeba, Centre française de etudes éthiopiennes, Centre national de la recherche scientifique, Ambassade de France en Ethiopie, Organisation international de la francophonie, UNESCO.|~|Yves Coppens, paleontologist from the Collège de France & the French Academy of Sciences.|~|17/02/2010, at 18h30: Alliance Ethio-Française (Grande Galerie). 19/02/2010, at 17h30: National Museum of Ethiopia (Auditorium).|~|Public lectures by Yves Coppens in Addis Ababa. Yves Coppens is a major actor of past research on human origins in the Omo Valley and of the discovery of Lucy at Hadar (Afar). He is a pioneer in understanding the impact of past climate changes on human evolution.","","",""
"Ethiopian Posters","21198/zz002hp6q1","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder019_005.tif","","still image","","Heinrich Böll Foundation (Addis Ababa, Ethiopia)|~|Comic Relief (Organization)|~|Third World Network","","Institute for Sustainable Development (Addis Ababa, Ethiopia)","","Multiculturalism $z Ethiopia|~|Biodiversity $z Ethiopia|~|Cultural pluralism $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Martha Mesfin","","Solomon H. Mariam","","","Ethiopia","Text is in parallel Amharic and English, with the Amharic portion above the English portion.|~|A collage of photos of dozens of people made to fit inside a map of Ethiopia. The borders are drawn in green. The people are mostly in traditional dress, shown with crafts, posing, or participating in rituals.|~|Logo for ISD is in the upper left corner. Sponsor logos are below the map.","2006-07-13","Addis Ababa (Ethiopia)","Celebration and exhibition of Ethiopia's cultural biodiversity in Addis Ababa: 13-15 July 2006,  Ethiopian Assembly Center (Sidist Kilo)","July 13, 2006","ucla_1922_box06_folder019_005","1 poster : col.","10 years|~|This map is for ISD use only and it is unofficial; Borders are approximate.","","",""
"Ethiopian Posters","21198/zz002hp6rj","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder019_006.tif","","still image","","","Addis Ababa University. $b YaʼItyop̣yā ṭenātenā meremer taqwām","Addis Ababa University. $b YaʼItyop̣yā ṭenātenā meremer taqwām","","","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","Ethiopia $x Civilization|~|Ethiopia $x Social life and customs","Ethiopia","Text is in parallel Amharic and English.|~|Blue-green poster with a black border. Top and bottom of the poster has 9 black and white photos of Ethiopian artifacts, crafts, or clothes. Seal of the Addis Ababa University is at the center top of the poster, between two photos. A drawing in the center of the poster is composed of a book, a set of beads, a sculpted head, an Axum stele, and the Church of St. George, all on a pale yellow background and surrounded in green, yellow, and red circles. The circle is positioned above a yellow design, and has scrolls on either side of it with program information. The left scroll is in Amharic, and the right scroll is in English.|~|""Studies"" in the title has a letter blacked out between the U and the D.","1988-11-24","[Addis Ababa (Ethiopia)]","Institute of Ethiopian Studies: silver jubilee","November 24, 1988","ucla_1922_box06_folder019_006","1 poster : col.","Program: Museum, Thursday, November 24, 1988, inaugural opening of the museum. Symposium, Thursday, November 24-26, 1988. Venue: IES Library, Addis Ababa University, Siddist Kilo campus.","","Institute of Ethiopian Stu dies: silver jubilee",""
"Ethiopian Posters","21198/zz002hp6s2","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder019_007.tif","","still image","","","ʼAlamāyā univarsiti","ʼAlamāyā univarsiti","","Education, Higher $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Parallel text in Amharic and English.|~|Background of the poster is a repeated pattern of wood grain. Two different types of flowers are in the top corners of the poster, a purple flower with a yellow center on the left, and a cluster of red flowers on the right. The main image shows a flat green area, with a cow and a couple of goats photoshopped into the right side of the image. Over the image is the Alemaya University seal. Under the seal is a large number ""50th"" radiating from a smaller enclosed ""1954.""","2004-10-30","[ʼAlemaya (Ethiopia)]","50 years of higher education and research","October 30, 2004","ucla_1922_box06_folder019_007","1 poster : col.","Mega Printing Enterprise|~|Celebration of golden jubilee of Alemaya University: October 30-31, 2004.","","Fifty years of higher education and research",""
"Ethiopian Posters","21198/zz002hp6tk","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder019_008.tif","","still image","","Berhanena Selam Printing Enterprise|~|YaʼItyoṗyā negd bānk|~|YaʼItyoṗyā maden dereǧet","Ethiopia. $b Department of National Library & Archives","Ethiopia. $b Department of National Library & Archives","","","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Sponsors' logos are on the bottom of the poster.|~|Parallel text in Amharic and English.|~|Poster is aqua with an off white border. Seal for the Ethiopian National Archives and Library Agency is at the top center of the poster. In the center is a photo of a model of a new building for the Agency.","2006","","Ethiopian National Archives and Library Agency: the new building inaugural ceremony","[2006?]","ucla_1922_box06_folder019_008","1 poster : col.","Objectives of the agency. To: collect, organize, preserve and avail the National information resources for study and research purposes.|~|Printed by Berhanena Selam Printing Enterprise.|~|The new building.","","New building inaugural ceremony",""
"Ethiopian Posters","21198/zz002hp6v3","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder020_001.tif","","still image","","","","","","Church music $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Poster depicts a photograph of a man, possibly Ermias Tesfaye, wearing a black jacket and a black and white tie on a yellow background with an enlarged transparent photograph of the same man's face to the right; to the left of the title is an illustrated cross draped with a pink cloth and labeled ""This Much""; at the bottom is a photograph of a man, possibly Biruk Mulugeta, in a gray jacket and yellow tie and a photograph of another man, possibly Addisu Kusia, wearing a white button-up shirt and jeans and sitting beside music recording equipment.","2008/2009","[Addis Ababa (Ethiopia)]","Yehuluwodage","[between 2008 and 2009?]","ucla_1922_box06_folder020_001","1 poster : col.","Producer, distributor & promoter all over the world: Biruk Mulugeta|~|Arrangement, recording, mixing and mastering Addisu Kusia|~|Gospel Light Church|~|2001","","Ermias Tesfaye",""
"Ethiopian Posters","21198/zz002hp6wm","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder021_001.tif","","still image","","","Gezahegn Mussie","","","Church music $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Poster depicts an illustration of the following: a yellow cross over a green outline map of Ethiopia, with yellow rays radiating from the left; background is black, with green stripes on the right that read ""Fewesat Ethiopian"" and ""Gezahegne"" and a round brown and white border on the bottom.","2007","[Addis Ababa (Ethiopia)]","Fewesat Ethiopian","[2007]","ucla_1922_box06_folder021_001","1 poster : col.","Zemari Gezahegne Muse|~|Vol.4|~|Poster design & print REAL|~|1999, 2007","","",""
"Ethiopian Posters","21198/zz002hp6x4","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder021_002.tif","","still image","","","","","","Church music $z Ethiopia|~|Video CDs $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Saha Pro (Firm)","","","","","Ethiopia","Poster advertises a video CD (VCD) and depicts a photomontage of the following performers: Tekeste Getnet, Azeb Hailu, Dagmawi Tilahun (Dagi), Mihret Etefa, and Endalkachew Hawaz (Enawa); background is black with blue light resembling flame and a teal swirl.|~|Design & print @ Sahapro","2000/2010","[Addis Ababa (Ethiopia)]","Live worship","[between 2000 and 2010?]","ucla_1922_box06_folder021_002","1 poster : col.","VCD","","Denkk New",""
"Ethiopian Posters","21198/zz002hp6zn","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder021_003.tif","","still image","","","Asaph Worship and Gospel Ministry","","","Church music $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Poster depicts a photograph of a group of men and women in contemporary Western clothing; one of the women is wearing a white shawl with multicolored stripes; some of the people are sitting; behind the group is a brown brick-pattern wall; background is blue, with abstract black shapes at the top and horizontal and vertical teal stripes intersecting at the bottom left.","2009/2010","[Addis Ababa (Ethiopia)?]","Asaph Worship and Gospel Ministry","[between 2009 and 2010?]","ucla_1922_box06_folder021_003","1 poster : col.","Recorded @ - Enawa Digital Studio; Music arrangement and mixing - Endalkachew Hawaz|~|2000|~|Designed by Eskinder","","",""
"Ethiopian Posters","21198/zz002hp70n","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder021_004.tif","","still image","","","","","","Congresses and conventions $z Ethiopia","posters","amh|~|orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","Ethiopia $x Religion","Ethiopia","Poster appears to announce a conference on the Oromo dates Sadaasa 11-13 [possibly November 20-22, 2009?] related to religion and has text printed in white, gradated orange and yellow, and gradated blue and green on black rectangles; background depicts a photograph of a sky and a hilly or mountainous horizon.","2009-11","[Addis Ababa (Ethiopia)?]","Konfiraansii Afuuraa Gudda Ummata Magaala Amboof","[November 2009?]","ucla_1922_box06_folder021_004","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hp715","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box06_folder021_005.tif","","still image","","","","","","Church music $z Ethiopia","posters","eng|~|orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Rehobot Printers","","","","","Ethiopia","Poster depicts a collage of the following: an illustration of Jesus on the cross with two beams of light radiating toward his eyes; a photograph in a red border of a group of female church singers wearing white head coverings and dark robes with white collars and trim; a photograph in a red border of a blue building with a metal roof and trees around it; a photograph of a man in a striped button-up shirt and a man in a blue polo shirt; background is black, with gradated red behind the Jesus illustration and a red border on the left, illustrated with dark geometric shapes and an inverted photograph of the women's choir.","2010","[Addis Ababa (Ethiopia)]","Nuyi yommuu ilaallu gara fannoo Isaa","2010","ucla_1922_box06_folder021_005","1 poster : col.","Galiin isaa ijaarsa Waldaaf oola|~|Music by: Gemechis F., Misgana T., Yosef K., Dawit T.|~|2010/2002|~|Recording and mixing @ HOREB D. STUDIO|~|Designed & printed by Rehobot Printers|~|Maxxansaa fi Raabsaan - WKWWMY-Sdh. Waldaa Amantoota Oromoo Finfinnee; Producer and distributer [i.e. distributor] _ EECMY-WS- Finfine Oromo Congregation|~|Bakka bu'ee kan raabsu:- Mana faarfannaa Leewii Finfinnee fi MF Rehobot Naqamtee (biyya keessa); WKWWMY-SDh. Waldaa Amantoota Oromoo Finfinnee (biyya ambaa)","","Faarfannaa Lakk. 3ffaa|~|WKWWMY-SDh. Waldaa Amantoota Oromoo Finfinnee Faarfattoota Gurmuu - 'A'",""
