"Project Name","Item ARK","Parent ARK","Object Type","File Name","Item Sequence","Type.typeOfResource","Rights.copyrightStatus","Subject","Name.subject","Type.genre","Name.repository","Rights.servicesContact","Language","Rights.permission","Name.photographer","Name.artist","Name.architect","Title","AltIdentifier.local","Format.extent","Format.medium","Relation.isPartOf","Description.fundingNote","Coverage.geographic","Description.latitude","Description.longitude","Description.note","Date.creation","Date.normalized","Description.caption","Coverage.temporal","AltIdentifier.collection"
"Connell (Will) Papers, 1928-1961","21198/zz002j906v","21198/zz002h2fpt","Work","connell/image/uclamss_893_0060.tif","","still image","copyrighted","Musical instrument industry $z California $z Los Angeles","F. E. Olds and Son (Los Angeles, Calif.)","black-and-white photographs|~|cellulose nitrate film","","","","Y","Connell, Will, $d 1898-1961","","","Technician holding a torch at the  F. E. Olds and Son plant, Los Angeles, 1933-1939","uclamss_893_0060","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California--Los Angeles","34.039503","-118.297106","Technician holding a torch, brazing, during the production of a brass horn (cornet, trumpet or trombone) at the  F. E. Olds and Son plant.|~|This photograph appears on page 24 of a catalog of the Chicago Musical Instrument Co. which is dated to 1933 or later (because it contains a reference to Radio City Music Hall which opened in December 1932).|~|F. E. Olds was a manufacturer of musical instruments founded by Frank Ellsworth Olds in Los Angeles, in the early 1900s. The company made brass instruments, especially trombones, cornets, and trumpets. Olds was joined by his son Reginald Birdsall (R.B.) Olds in 1920. Their address was 1914 Raymond Ave., Los Angeles, from about 1922 to 1956. The company was purchased by Chicago Musical Instruments after World War II, and went out of business in 1979.","[between 1933 to 1939]","1933/1939","Text from negative sleeve: Olds Instruments","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j907c","21198/zz002h2fpt","Work","connell/image/uclamss_893_0061.tif","","still image","copyrighted","Chocolate industry $z California $z San Francisco|~|Confections $z California $z San Francisco","Ghirardelli Chocolate Company","advertisements|~|black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","eng","Y","Connell, Will, $d 1898-1961","","","Advertisement promoting the uniform quality of Ghirardelli chocolate bonbons","uclamss_893_0061","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","The materials used to create this image can be seen in image ark no. 21198/zz002j90bx.|~|Advertising photograph promoting the uniform quality of Ghirardelli chocolate. A grid of chocolate bon-bons on a paper covered wooden platform appears in front of an illustration with 4 identical women in silhouette making chocolates below the word ""Uniform.""","[between 1925-1939]|~|1925/1939","","Text from negative sleeve: E. W. Ghiaradelli [sic] #1","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j908w","21198/zz002h2fpt","Work","connell/image/uclamss_893_0062.tif","","still image","copyrighted","Cocoa industry $z California $z San Francisco","Ghirardelli Chocolate Company","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Little girl drinking a cup of Ghirardelli cocoa","uclamss_893_0062","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Little girl drinking a cup of Ghirardelli cocoa from a stoneware cup with a bunny on it.","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Ghiaradelli [sic] #3","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j909d","21198/zz002h2fpt","Work","connell/image/uclamss_893_0063.tif","","still image","copyrighted","","","photocollages (photographic compositions)|~|black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Still life type image of a stoneware cup resting on a photographic collage, resting on a cigar box","uclamss_893_0063","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Stoneware cup resting on a collage with photographs of faces, resting on a ""Santa Fe Patties"" cigar box. The same cup was used in a Ghirardelli's chocolate advertisement (see image ark no. 21198/zz002j908w)","[between 1925-1939]","1925/1939","","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j90bx","21198/zz002h2fpt","Work","connell/image/uclamss_893_0064.tif","","still image","copyrighted","Chocolate industry $z California $z San Francisco","Ghirardelli Chocolate Company","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","eng","Y","Connell, Will, $d 1898-1961","","","Materials on a table used to create a photographic advertisement for Ghirardelli chocolate bonbons","uclamss_893_0064","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Arcadia funds.","","","","View of the materials on a table used to create a photographic advertisement for Ghirardelli chocolates: chocolate bon-bons on a wooden board and materials used to create the backdrop. The backdrop with the word ""uniform"" and the line of profile women making chocolates is created using 2 props: a line of women in profile cut out of a piece of paper and the work ""Uniform"" created with letters applied to a plate of glass. Both items are arranged so that they create a gray shadow of a piece of paper when illuminated. The wooden handle of a tool (hammer?) and 2 small boxes of photographic supplies are in the foreground. The finished result is visible in image ark no. 21198/zz002j907c .","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Ghiaradelli [sic] #8","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j90cf","21198/zz002h2fpt","Work","connell/image/uclamss_893_0065.tif","","still image","copyrighted","Chocolate industry $z California $z San Francisco","Ghirardelli Chocolate Company","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Giggling little girl in a raincoat gets ready to pose for a Ghirardelli chocolate advertisement","uclamss_893_0065","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Setting the scene on a stage set for a Ghirardelli chocolate advertisement, a giggling little girl stands in a metal wash tub wearing a raincoat and rain hat as a man stands on a stool pours water on her from a watering can.","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Ghiaradelli [sic] #8","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j90dz","21198/zz002h2fpt","Work","connell/image/uclamss_893_0066.tif","","still image","copyrighted","Cocoa industry $z California $z San Francisco","Ghirardelli Chocolate Company","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Cocoa cup in the hands of a little girl for a Ghirardelli advertisement","uclamss_893_0066","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Downward view into an empty cocoa cup in the hands of a little girl during a photo shoot for Ghirardelli chocolate.","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Ghiaradelli [sic] #13 A. L. 160","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j90fg","21198/zz002h2fpt","Work","connell/image/uclamss_893_0067.tif","","still image","copyrighted","Chocolate industry $z California $z San Francisco","Ghirardelli Chocolate Company","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","eng","Y","Connell, Will, $d 1898-1961","","","Advertisement photograph with ""Ghirardelli's Coatings"" spelled with chocolate bon-bons","uclamss_893_0067","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Advertisement photograph with ""Ghirardelli's Coatings"" spelled with chocolate bonbons.","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Ghiaradelli [sic]","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j90g0","21198/zz002h2fpt","Work","connell/image/uclamss_893_0068.tif","","still image","copyrighted","Chocolate industry $z California $z San Francisco","Ghirardelli Chocolate Company","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","eng","Y","Connell, Will, $d 1898-1961","","","Advertisement for Ghirardelli chocolate bars","uclamss_893_0068","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Advertisement for Ghirardelli chocolate bars. Three chocolate bars appear to float one above the other in the foreground; ""Ghirardelli's"" and the profile of a baker in a chef's hat and holding a baker's peel appear as shadows in the background. ""Ghirardelli Since 1852"" is embossed ion the top chocolate bar.","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Ghiaradelli [sic] #7","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j90hh","21198/zz002h2fpt","Work","connell/image/uclamss_893_0069.tif","","still image","copyrighted","Chocolate industry $z California $z San Francisco","Ghirardelli Chocolate Company","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Four Ghirardelli chocolate bars photographed for an advertisement","uclamss_893_0069","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Stack of 4 Ghirardelli chocolate bars arranged to appear as though they are floating one above the other. ""Ghirardelli Since 1852"" is embossed on the top chocolate bar.","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Ghiaradelli [sic] #13","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j90j1","21198/zz002h2fpt","Work","connell/image/uclamss_893_0070.tif","","still image","copyrighted","Cocoa industry $z California $z San Francisco","Ghirardelli Chocolate Company","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Woman lifting a porcelain cup of hot cocoa in an image created for a Ghirardelli advertisement","uclamss_893_0070","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Woman lifting a porcelain cup of hot cocoa superimposed in front of a close-up image of a typewriter keyboard.","[between 1925-1939","1925/1939","Text from negative sleeve: E. W. Ghiaradelli [sic]","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j90kj","21198/zz002h2fpt","Work","connell/image/uclamss_893_0071.tif","","still image","copyrighted","Cocoa industry $z California $z San Francisco","Ghirardelli Chocolate Company","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Woman lifting a porcelain cup of hot cocoa in an image created for a Gharardelli advertisement","uclamss_893_0071","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Woman lifting a porcelain cup of hot cocoa superimposed in front of a close-up image of a typewriter keyboard.","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Ghiaradelli [sic]","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j90m2","21198/zz002h2fpt","Work","connell/image/uclamss_893_0072.tif","","still image","copyrighted","Chocolate industry $z California $z San Francisco","Ghirardelli Chocolate Company","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","eng","Y","Connell, Will, $d 1898-1961","","","Advertisement for Ghirardelli chocolate bars","uclamss_893_0072","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Advertisement photograph for Ghirardelli chocolate bars with a chocolate bar in the foreground, and with ""Ghirardelli's"" and the profile of a baker in a chef's hat and holding a baker's peel appearing as shadows in the background. In addition, ""Ghirardelli's"" appears in bold black letters applied to a plate of glass -- used to create the shadow. ""Ghirardelli Since 1852"" is embossed ion the top chocolate bar.","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Ghiaradelli [sic]","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j90nk","21198/zz002h2fpt","Work","connell/image/uclamss_893_0073.tif","","still image","copyrighted","Cleaning $z California","","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Workman cleaning a floor with ""Double X Floor Cleaner,"" circa 1934","uclamss_893_0073","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Workman cleaning a floor with a scrub brush. A can of ""Double X Floor Cleaner"" and a bucket are next to him on the floor.","[circa 1934]","1934","Text from negative sleeve: E. W. Savabrush / Wayoff / Hydro Pura","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j90p3","21198/zz002h2fpt","Work","connell/image/uclamss_893_0074.tif","","still image","copyrighted","Paint industry $z California","","black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Dirty paint brushes in an advertisement photograph for Savabrush, 1925-1939","uclamss_893_0074","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Dirty paint brushes next to a can of ""Savabrush"" which ""Restores Old Paint Brushes.""","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Savabrush / Wayoff / Hydro Pura","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j90qm","21198/zz002h2fpt","Work","connell/image/uclamss_893_0075.tif","","still image","copyrighted","Paint industry $z California","","black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","eng","Y","Connell, Will, $d 1898-1961","","","Dirty paint brushes in an advertisement photograph for Savabrush, 1925-1939","uclamss_893_0075","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Dirty paint brushes next to a small box labeled ""The Original Savabrush, Restores Old Paint Brushes.""","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Savabrush / Wayoff / Hydro Pura","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j90r4","21198/zz002h2fpt","Work","connell/image/uclamss_893_0076.tif","","still image","copyrighted","Paint industry $z California","","advertisements|~|acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","eng","Y","Connell, Will, $d 1898-1961","","","Dirty paint brushes in an advertisement photograph for Savabrush, 1925-1939","uclamss_893_0076","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Dirty paint brush hovering above a wooden floor and ""Savabrush Will Save It 10¢""","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Savabrush / Wayoff / Hydro Pura","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j90sn","21198/zz002h2fpt","Work","connell/image/uclamss_893_0077.tif","","still image","copyrighted","Cleaning $z California","","advertisements|~|acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","eng","Y","Connell, Will, $d 1898-1961","","","Wood floor and box of ""Waxoff"" for an advertisement, 1925-1939","uclamss_893_0077","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","""Before You Rewax, Waxoff,"" advertisement for Waxoff.","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Savabrush / Wayoff / Hydro Pura","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j90t5","21198/zz002h2fpt","Work","connell/image/uclamss_893_0078.tif","","still image","copyrighted","Cleaning $z California","","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Wood floor with an ""x""-shaped area cleaned with ""Double X Floor Cleaner,"" circa 1934","uclamss_893_0078","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Advertisement photograph with a wood floor with an ""x""-shaped area cleaned with ""Double X Floor Cleaner."" Used in a photomontage in image ark no. 21198/zz002j948t.","[circa 1934]","1934","Text from negative sleeve: E. W. Savabrush / Wayoff / Hydro Pura","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j90vp","21198/zz002h2fpt","Work","connell/image/uclamss_893_0079.tif","","still image","copyrighted","Paint industry $z California","","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","eng","Y","Connell, Will, $d 1898-1961","","","Paint brush on crutches  for a ""Savabrush"" advertisement, 1925-1939","uclamss_893_0079","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Paint brush on crutches with ""Help!"" printed beneath it for a ""Savabrush"" advertisement.","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Savabrush / Wayoff / Hydro Pura","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j90w6","21198/zz002h2fpt","Work","connell/image/uclamss_893_0080.tif","","still image","copyrighted","","","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Newspaper boy hawking his wares for an advertisement, 1925-1939","uclamss_893_0080","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Photograph of a boy holding a stack of newspapers and calling out with his hand raised to his mouth.","1925/1939|~|[between 1925-1939]","","Text from negative sleeve: E. W. Savabrush / Wayoff / Hydro Pura","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j90xq","21198/zz002h2fpt","Work","connell/image/uclamss_893_0081.tif","","still image","copyrighted","","","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Man standing on a set during a photo shoot to advertise products, 1925-1939","uclamss_893_0081","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","","","","Man in trousers a dress shirt and vest and tie with a pencil resting above his ear and a hand raised to his head standing during a photo shoot to advertise products. Another man on  the right adjusts a spot light.","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Savabrush / Wayoff / Hydro Pura","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j90z7","21198/zz002h2fpt","Work","connell/image/uclamss_893_0082.tif","","still image","copyrighted","Paint industry $z California","","advertisements|~|black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","eng","Y","Connell, Will, $d 1898-1961","","","Paint brush in an advertisement for ""Savabrush,"" 1925-1939","uclamss_893_0082","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Image of a paint brush on a table for an advertisement for ""Savabrush"" with a superimposed advertising message: ""Of Course You Want To Sell new Brushes. Savabrush, Restores old Paint Brushes.""","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Savabrush / Wayoff / Hydro Pura","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j9107","21198/zz002h2fpt","Work","connell/image/uclamss_893_0083.tif","","still image","copyrighted","Paint industry $z California","","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","eng","Y","Connell, Will, $d 1898-1961","","","Text for Savabrush advertisement ""Of Course You Want To Sell new Brushes,"" 1925-1939","uclamss_893_0083","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Text for Savabrush advertisement ""Of Course You Want To Sell new Brushes."" Text combined with photograph in image ark no. 21198/zz002j90z7.","[between 1925-1939","1925/1939","Text from negative sleeve: E. W. Savabrush / Wayoff / Hydro Pura","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j911r","21198/zz002h2fpt","Work","connell/image/uclamss_893_0084.tif","","still image","copyrighted","Paint industry $z California","","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","eng","Y","Connell, Will, $d 1898-1961","","","Text for Savabrush advertisement ""Savabrush Restores old Paint Brushes,"" 1925-1939","uclamss_893_0084","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Text for Savabrush advertisement: ""Savabrush Restores old Paint Brushes."" Text combined with photograph in image ark no. 21198/zz002j90z7","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Savabrush / Wayoff / Hydro Pura","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j9128","21198/zz002h2fpt","Work","connell/image/uclamss_893_0085.tif","","still image","copyrighted","Paint industry $z California","","black-and-white photographs|~|cellulose nitrate film","","","","Y","Connell, Will, $d 1898-1961","","","Paint brush photograph used for an advertisement for ""Savabrush,"" 1925-1939","uclamss_893_0085","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Paint brush photograph used for an advertisement for ""Savabrush"" (see image ark no. 21198/zz002j90z7).","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Savabrush / Wayoff / Hydro Pura","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j913s","21198/zz002h2fpt","Work","connell/image/uclamss_893_0086.tif","","still image","copyrighted","Cleaning $z California","","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Cut out figure of a man on crutches, perhaps used for the ""Waxoff"" advertising campaign, 1925-1939","uclamss_893_0086","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Figure of a man cut out from paper with floor boards printed on it, walking with  crutches. Perhaps this was used for the ""Waxoff"" advertising campaign.","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Savabrush / Wayoff / Hydro Pura","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j9149","21198/zz002h2fpt","Work","connell/image/uclamss_893_0087.tif","","still image","copyrighted","Household soap","","advertisements|~|black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","eng","Y","Connell, Will, $d 1898-1961","","","Advertisement for Hydro-Pura laundry soap, 1925-1939","uclamss_893_0087","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Advertisement for Hydro-Pura laundry soap in the form of a bird's-eye view of a box of Hydro-Pura laundry soap and water softener with a lightening banner in front with the text ""Down Goes The Price.""","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Savabrush / Wayoff / Hydro Pura","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j915t","21198/zz002h2fpt","Work","connell/image/uclamss_893_0088.tif","","still image","copyrighted","Faucets","","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Water flowing from a faucet, perhaps for a Hydro-Pura advertisement, 1925-1939","uclamss_893_0088","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Water flowing from a faucet, perhaps for a Hydro-Pura advertisement","[between 1925-1939","1925/1939","Text from negative sleeve: E. W. Savabrush / Wayoff / Hydro Pura","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j916b","21198/zz002h2fpt","Work","connell/image/uclamss_893_0089.tif","","still image","copyrighted","Ears","","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Close-up view of a hand held to a listening ear, probably for an advertisement, 1925-1939","uclamss_893_0089","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Close-up view of a hand held to an ear, to signify the act of listening, probably for an advertisement for Savabrush, Wayoff or  Hydro Pura.","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. Savabrush / Wayoff / Hydro Pura","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j917v","21198/zz002h2fpt","Work","connell/image/uclamss_893_0090.tif","","still image","copyrighted","Eggs","","photomontages|~|black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Photomontage composition with eggs in glass bowls, 1925-1939","uclamss_893_0090","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","""BHGs"" on the negative sleeve probably refers to the magazine ""Better Homes and Gardens.""|~|Glass bowl of eggs appearing 5 times in a photomontage composition, possibly created for the magazine Better Homes and Gardens.","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. B.U.S. & BHGs Broadside","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j918c","21198/zz002h2fpt","Work","connell/image/uclamss_893_0091.tif","","still image","copyrighted","Dancers $x American $x California","","photomontages|~|black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Photomontage created with repeated images of a woman's legs, 1925-1939","uclamss_893_0091","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Photomontage created with repeated images of a woman's legs, possibly created for the magazine Better Homes and Gardens. She wears a short ruffled tulle skirt and reflective heeled sandals.|~|""BHGs"" on the negative sleeve probably refers to the magazine ""Better Homes and Gardens.""","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. B.U.S. & BHGs Broadside","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j919w","21198/zz002h2fpt","Work","connell/image/uclamss_893_0092.tif","","still image","copyrighted","Dancers $x American $x California","","photomontages|~|black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Photomontage created with repeated images of a woman executing a kick, 1925-1939","uclamss_893_0092","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","""BHGs"" on the negative sleeve probably refers to the magazine ""Better Homes and Gardens.""|~|Photomontage created with repeated images of a woman executing a kick, possibly for the magazine Better  Homes and Gardens. She wears a short, ruffled satin skirt and heeled sandals.","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. B.U.S. & BHGs Broadside","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j91bd","21198/zz002h2fpt","Work","connell/image/uclamss_893_0093.tif","","still image","copyrighted","Infants $z California","","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","View of a baby in a diaper and sweater seen from the back, between 1925-1939","uclamss_893_0093","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","View of a baby in a diaper and sweater seen from the back|~|""BHGs"" on the negative sleeve probably refers to the magazine ""Better Homes and Gardens.""","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. B.U.S. & BHGs Broadside","",""
