Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,Filename,Item Sequence,IIIF Access URL,Rights.copyrightStatus,Subject,Subject.uniformTitle,Name.subject,Rights.countryCreation,Language,Name.repository,Type.typeOfResource,Rights.permission,Name.creator,Name.interviewer,Type.genre,Name.sponsor,Date.creation,Relation.isPartOf,Title,AltIdentifier.local,Opac url,Description.fundingNote,Finding Aid URL,Date.normalized,Format.extent,Summary,Description.note,Rights.servicesContact,Coverage.geographic,Description.latitude,Description.longitude,Relation.relatedTo,media.duration,media.format,IIIF Manifest URL,Waveform
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvx2b,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_057_010_b|~|uclapasc_342_057_010_a,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvx2b%2F8g03rs3h,copyrighted,,,"Wonder, Stevie",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,circa 1960,,Interview with Stevie Wonder,"Collection PASC 342, Box 57",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1960,(1 audiocassette; Duration: 01:23:55),,"Transcribed from container: ""Stevie Wonder ca. 1960s."" 

On side A, Stevie Wonder talks about how he started at Motown; what he was doing before and his experience as a child star; his experience with blindness; how he develops impressions of people. He also talks about his reputation as a 19 year old; his girlfriend and being an open relationship; and how Barry Gordy gave him his stage name. Wonder leaves to answer a phone call at 19:32, and returns to the interview at 26:10; he also leaves to answer calls at 30:00 and 53:25.
","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvx3v,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_057_011_a|~|uclapasc_342_057_011_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvx3v%2Ffb15c676,copyrighted,,,"Knight, Gladys, $d 1944-|~|Gladys Knight and the Pips",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,undated,,Interview with Gladys Knight and the Pips,"Collection PASC 342, Box 57",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,,(1 audiocassette; Duration: 01:03:32),,"Transcribed from container: ""Gladys Knight & the Pips undated."" 

On side A, Gladys Knight discusses her experiences as a women on tour and in the industry and her origin story. Gladys and the Pips discuss growing up together; how the group came to be, being discovered by Motown; maintaining excellence in the public eye; what a typical week is like; their opinions on songs that tell stories; whether record companies have the same responsibilities as the artist in conveying messages or maintaining certain images; and appealing to younger audiences. 

On side B, they talk about marketability of lyrics and songs; appealng to different audiences; conflicts in the politics of Black musicians gaining notoriety in magazines; and being uplifted by Black labels now versus the historical lack of a Black support network in the industry before Motown, Jet, and SOUL. They also discuss the politcs of Black hair, style, and owning oneself despite criticism or lack of representation.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvx4c,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_057_012_a,,,copyrighted,,,"Reeves, Martha",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,1971 May 17,,"""Martha Reeves""","Collection PASC 342, Box 57",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1971-05-17,(1 audiocassette; Duration: 00:48:24),,"Transcribed from container: ""Martha Reeves, May 17, 1971."" ","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvx5w,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_057_013_a|~|uclapasc_342_057_013_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvx5w%2F0f55tm9d,copyrighted,,,"Davis, Sammy, 1925-1990",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Spiegelman, Judy",sound recording,,1980 June 21,,"""Sammy Davis, Jr. for Judy Spiegelman""","Collection PASC 342, Box 57",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1980-06-21,(1 audiocassette; Duration: 01:32:57),,"Transcribed from container: ""Sammy Davis, Jr. for Judy Spiegelman, June 21, 1980."" 

There is content on side A and B.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvx6d,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_057_014_b|~|uclapasc_342_057_014_a,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvx6d%2Fwv64kk7j,copyrighted,,,"Rawls, Lou",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,"Rawls, Lana",1969 April 7 and 14,,Interviews with Lana Rawls and Lou Rawls by Ken Jones,"Collection PASC 342, Box 57",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1969-04-07/ 1969-04-14,(1 audiocassette; Duration: 01:04:28),,"Transcribed from container: ""Lou Rawls at NBC and Lana Rawls interviews by Ken Jones, April 7 & April 14, 1969."" 

On side A, Lana Rawls talks about her relationship with husband, Lou Rawls; their home and luxury lifestyle; family; Lou's creativity in clothing design; their experience with a recent buglary;  Lou as a family man; and potential career plans for Lou Jr. At 23:28, the recording swithes to an interview with Lou Rawls. Ken Jones asks about a Western film, Black history, and false narratives of Black history. Lou Rawls discusses his acting career and continuing music. 

On side B, Lana Rawls talks about her upbringing, family, competing in pageants and beauty shows, and her experience modeling. She speaks about her experience meeting Lou Rawls and the trials and tribulations of their dating life.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvx7x,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_057_015_a|~|uclapasc_342_057_015_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvx7x%2Ffb51dq4g,copyrighted,,,,,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,"Rawls, Lana",1969 April 14,,Interview with Lana Rawls,"Collection PASC 342, Box 57",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1969-04-14,(1 audiocassette; Duration: 01:03:57),,"Transcribed from container: ""Lana Rawls, April 14, 1969."" 

On side A, Lana Rawls shares details of her and Lou Rawls getting married in Detroit and her father's rejection of her decision to get married to Lou. She discusses meeting up and living with Lou in Cleveland, Ohio; being an interracial couple; and her interactions with Black women that would insult or ignore her around Lou. 

On side B, Rawls compares her experiences with racism internally within her own community and externally when faced with those in the Black community. She discusses three major reports of quarreling within her marriage to Lou, which the media has reported on. She also comments on her opinion of the trend of Black men becoming successful and marrying white women; her recreational activities outside of mothering; and her weight post-labor and her appendix bursting.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvx8f,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_057_016_a|~|uclapasc_342_057_016_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvx8f%2F1688nx09,copyrighted,,,"Belafonte, Harry, 1927-|~|Turner, Tina|~|Temptations (Musical group)",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,circa 1972,,Interviews with Henry Belafonte and Tina Turner,"Collection PASC 342, Box 57",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1972,(1 audiocassette; Duration: 01:01:38),,"Transcribed from container: ""Belafonte and Tina Turner, ca. 1972."" 

On side A, Henry Belafonte talks about his zodiac sign; the movie, The Angel Lavine; his opinion on current Black films being made; the development of the film industry in East Africa; the last time he was on television and myths of Blacks on TV; the obliteration of these myths by films, such as Carmen Jones and Island in the Sun; and fighting for liberation, not only in Hollywood but globally. He also speaks on the Civil Rights Movement; the start of his production company;  singing; preaching; his wife and children; and the ambivalence of the white community.  

On side B, Belafonte continues talking about white reviewers of amateur Black films and the implications of problematic narratives; the representation of history; and the global struggle for freedom by marginalized people. He also discusses working with the SNCC and his wife's involvement in Black spaces and liberation movements. At 16:39, the recording switches to an interview with Tina Turner, who discusses the kinds of people she enjoys working with; her experiences as Black woman in the entertainment industry; her role in Ike Turner's band; gender roles in relationships; and what she believes makes a woman.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvx9z,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_057_017_a|~|uclapasc_342_057_017_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvx9z%2Fvz412h14,copyrighted,,,"Ruffin, David|~|Temptations (Musical group)",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,circa 1969 January,,"""David Ruffin, first after leaving Tempts (i.e. Temptations)""","Collection PASC 342, Box 57",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1969-01-01,(1 audiocassette; Duration: 00:53:25),,"Transcribed from container: ""David Ruffin, first after leaving Tempts (i.e. Temptations), January 1969."" 

There is content on side A and B.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxbg,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_058_001_a|~|uclapasc_342_058_001_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvxbg%2Fmt60674k,copyrighted,,,"Wonder, Stevie",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Pitts, Leonard",sound recording,,"March 8, 1979",,Interview with Stevie Wonder by Leonard Pitts,"Collection PASC 342, Box 58",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1979-03-08,(1 audio cassette; Duration: 01:13:55),,"Transcribed from container: ""Stevie Wonder by L.P.J.""

On side A, Stevie Wonder talks about his authentic passion and spiritual relationship with his music; KJLH, a black-owned station in Compton; being Black; and the absurdity of social constructs. 

On side B, Stevie Wonder discusses how he's defined as a gospel figure; Black people becoming successful and coming together to support one another; the Wonderlove group; and The Secret Life album.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxc0,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_058_002_b|~|uclapasc_342_058_002_a,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvxc0%2Fm737hj9p,copyrighted,,,"Greene-Brown, Susaye",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,"December 7, 1977",,Interview with Susaye Greene,"Collection PASC 342, Box 58",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1977-12-07,(1 audio cassette; Duration: 00:41:41),,"Transcribed from container: ""Susaye Green, December 7, 1977"" 

On side A, Susaye Greene talks about what it was like growing up; where she was before Wonderlove; her background working with the Supremes; the growing popularity of women's singing groups; and what it's like working with Stevie Wonder with the Raylettes. 

On side B, Susaye Greene discusses the new group of the Supremes and how they'll succeed.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxdh,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_058_003_a|~|uclapasc_342_058_003_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvxdh%2F2805z056,copyrighted,,,"Davis, Don, $d 1928-",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,"May 13, 1974",,Interview with Don Davis (tape 1 of 2),"Collection PASC 342, Box 58",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1974-05-13,(1 audiocassette; Duration: 01:04:11),,"Transcribed from container: ""Don Davis, producer (1 of 2), May 13, 1974"" 

On side A, Davis defines the role of a producer in the record-making business. 

On side B, Davis talks about songwriting and song production; collaborating with brands; what artist he likes to produce; his experiences producing in collaboration with other producers at Stax Records; and finding his sound as a producer. ","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxf1,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_058_004_a|~|uclapasc_342_058_004_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvxf1%2Fn043tt0p,copyrighted,,,"Davis, Don, $d 1928-",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,"May 13, 1974",,"Interview with Don Davis (tape 2 of 2), Damon Harris, and Richard/Charles (?)","Collection PASC 342, Box 58",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1974-05-13,(1 audiocassette; Duration: 01:52:47),,"Transcribed from container: ""Don Davis, producer, and Damon Harris, and Richard/Charles (2 of 2), May 13, 1974"";  

On side A, Don Davis talks about how the public hears pop music versus how a producer listens; how he picks material to produce; his inspirations; how one gets into producing; and his future plans in the business. Also on side A, starting at 29:21, Davis discusses his production role for the move Psycho; his thoughts on the creation of a Black production company; how he feels about Academy Awards; and Black success in the industry.  

On side B, Damon Harris discusses his career and family plans as a new member of the Temptations and his advice for people who want to get into the business. Also on Side B, starting at 19:26, interviewee--possibly Richard or Charles--discusses when he started doing music; upcoming tours; what artist has influenced his music; his plans for the next album; how he describes himself musically; and his opinions on new guitar artists. ","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxgj,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_058_005_a,,,copyrighted,,,"Rushen, Patrice",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Terry, Mike",sound recording,,"October 23, 1978",,Interview with Patrice Rushen by Mike Terry,"Collection PASC 342, Box 58",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1978-10-23,(1 audiocassette; Duration: (00:38:49),,"Transcribed from container: ""Patrice Rushen by Mike Terry, October 23, 1978"". 

Patrice Rushen discusses new music, concepts, and direction in her music; whether she wants to keep her jazz audience; how she learns about herself through her music; her album Patrice; recording companies, like CBS, Warner, and Elektra; how she handles herself in the music business; whether she still wants to be called a ""serious artist"" as she merges into pop; and the functionalties of artists, producers, and bands working together in the studio.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxh2,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_058_006_b|~|uclapasc_342_058_006_a,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvxh2%2Fw7085h7t,copyrighted,,,"Rogers, D. J., $c keyboardist|~|Cole, Natalie, $d 1950-",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,[1978],,Interview with Natalie Cole and D.J. Rogers,"Collection PASC 342, Box 58",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1978,(1 audiocassette; Duration: (01:21:25) ,,"Transcribed from container: ""Natalie Cole and D.J. Rogers, ca. 1978."" 

D.J. Rogers is likely DeWayne Julius Rogers, keyboardist. 

On side A, Natalie Cole talks about a recent vacation to France; whether people have an issue with her not performing the ""role of a minister's wife""; whether people take her seriously when she speaks about religion; if she feels like men in the industry feel intimidated by her; the ""infamous"" Rolling Stones piece on her; her relationship with Aretha Franklin and her feelings about newer artists getting ""Natalie Cole"" and ""Aretha Franklin"" comparisons; her background ""growing up white""; growing out of her father Nat King Cole's shadow and maintaining his legacy; her next album; relationships with the press; and a fond memory ofChristmas for SOUL Magazine's Christmas issue. 

On side B, DJ Rogers talks about Natalie Cole's performance in Long Beach; ""message music""; how long he's been singing; the gospel that inspires his music; how he reaches people off stage; his challenges in life while pursuing music; his childhood musical favorites; his wishes to collaborate with artists, such as the Isley Brothers, the Commodores, and Maurice White; and his response to a Christmas issue survey. ","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxjk,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_058_007_a|~|uclapasc_342_058_007_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvxjk%2F5k45q509,copyrighted,,,"Summer, Donna",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,"September 29, 1978",,Interviews with Donna Summer and a Rufus Band member,"Collection PASC 342, Box 58",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1978-09-29,(1 audiocassette; Duration: 01:07:49),,"Transcribed from container: ""Donna Summer and Rufus Band member, September 29, 1978."" 

On side A, Donna Summers talks about her sisters involvement as a backup singer on her songs; balancing family and her career; her pride in the title of ""Disco Queen""; the genre of disco; her growth since her hit single Love to Love You Baby; her image as a sex symbol; plans for the future. 

On side B, Donna talks about her experience directing; responds to questions for the SOUL Christmas issue; and the Diana Ross Vegas show. Also on side B, around 13:25, there is an interview with the member of the Rufus band, who discusses Chaka Khan's separation from the group.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
