Object Type,Item ARK,Parent ARK,File Name,Title,AltTitle.translated,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Contributor,Name.producer,Format.extent,issue,Format.medium,Resource type,Genre,Language,Local identifier,Name.creator,Place of origin,Publisher.publisherName,Repository,Rights.copyrightStatus,Rights.rightsHolderContact,Subject
Work,ark:/21198/z1835sj0,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0023.wav,Ofin Ekedi Eyen,A Slave Was a Free Born,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1977,1977,A.E. Ironbar,"Institute of African Studies, University of Ibadan",32 mins 34 secs,,Reel-to-Reel Tape,sound recording,sound recordings,efi,,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,
Work,ark:/21198/z14b51wj,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0024.wav,Ofin Ekedi Eyen,A Slave Was a Free Born,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,December 1977,1977-12,A.E. Ironbar,"Institute of African Studies, University of Ibadan",32mins 36secs,,Reel-to-Reel Tape,sound recording,sound recordings,efi,1342,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Southwest|~|Opera|~|Performing arts|~|Songs and Music|~|Fiction
Work,ark:/21198/z10p30hn,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0026.wav,Ofin Ekedi Eyen,A Slave Was a Free Born,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,December 1977,1977-12,A.E. Ironbar,"Institute of African Studies, University of Ibadan",32mins 18secs,,Reel-to-Reel Tape,sound recording,sound recordings,efi,1343,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest |~|Opera |~|Performing arts|~|Songs and Music|~|Fiction"
Work,ark:/21198/z1vx2h38,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0027.wav,Ofin Ekedi Eyen,A Slave Was a Free Born,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,December 1977,1977-12,A.E. Ironbar,"Institute of African Studies, University of Ibadan",32mins 42secs,,Reel-to-Reel Tape,sound recording,sound recordings,efi,1344,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest |~|Opera |~|Performing arts|~|Songs and Music|~|Fiction"
Work,ark:/21198/z1r51rbd,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0028.wav,Ofin Ekedi Eyen,A Slave Was a Free Born,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,December 1977,1977-12,A.E. Ironbar,"Institute of African Studies, University of Ibadan",19mins 54secs,,Reel-to-Reel Tape,sound recording,sound recordings,efi,1345,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest |~|Opera |~|Performing arts|~|Songs and Music|~|Fiction"
Work,ark:/21198/z1md10j5,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0029.wav,Cultural Music,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,February 1977,1977-02,,"Institute of African Studies, University of Ibadan",54mins 22secs,,Reel-to-Reel Tape,sound recording,sound recordings,ibo,1339,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Performing arts|~|Songs|~|Arts and Culture and Music
Work,ark:/21198/z1gn07s0,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0032.wav,Cultural Music,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,February 1977,1977-02,,"Institute of African Studies, University of Ibadan",59mins 35secs,,Reel-to-Reel Tape,sound recording,sound recordings,ibo,1338,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Performing arts|~|Songs|~|Arts and Culture and Music
Work,ark:/21198/z1bv9h41,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0033.wav,Cultural Music,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,February 1977,1977-02,,"Institute of African Studies, University of Ibadan",59mins 54secs,,Reel-to-Reel Tape,sound recording,sound recordings,ibo,1337,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Performing arts|~|Songs|~|Arts and Culture and Music
Work,ark:/21198/z1738rgh,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0090.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,,"Institute of African Studies, University of Ibadan",4mins 29secs,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1332,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z13f6q5h,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0091.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,,"Institute of African Studies, University of Ibadan",4mins 44secs,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1332,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z1zp66p6,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0093.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,,"Institute of African Studies, University of Ibadan",3mins 44secs,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1332,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z1tx5fzg,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0094.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,,"Institute of African Studies, University of Ibadan",3mins 36secs,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1332,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z1q54q44,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0097.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,,"Institute of African Studies, University of Ibadan",3mins 37secs,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1332,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z1kd3zcz,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0098.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,,"Institute of African Studies, University of Ibadan",4mins 27secs,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1332,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z1fn36p2,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0099.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,,"Institute of African Studies, University of Ibadan",4mins 1sec,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1332,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z19w2g23,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0100.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,,"Institute of African Studies, University of Ibadan",4mins 8secs,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1333,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z1670dr0,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0101.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,,"Institute of African Studies, University of Ibadan",3mins 9secs,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1333,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z12f9p2k,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0102.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,,"Institute of African Studies, University of Ibadan",4mins 32secs,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1333,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z1xp95hc,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0110.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,,"Institute of African Studies, University of Ibadan",3mins 14secs,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1332,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z1sx8dqr,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0111.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,,"Institute of African Studies, University of Ibadan",38secs,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1332,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z1p57p0r,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0113.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,,"Institute of African Studies, University of Ibadan",8mins 15secs,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1333,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z1jd6x9g,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0114.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,,"Institute of African Studies, University of Ibadan",2mins 43secs,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1333,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z1dn65mk,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0117.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,,"Institute of African Studies, University of Ibadan",3mins 26secs,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1333,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z190449w,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0118.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,,"Institute of African Studies, University of Ibadan",2mins 58secs,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1333,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z1573cmm,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0119.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,,"Institute of African Studies, University of Ibadan",3mins 49secs,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1333,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z11g2mt0,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0131.wav,Agric and African Development,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,March 1977,1977-03,Prof G.A Makanjuola|~|Dr E.O. Umeh,"Institute of African Studies, University of Ibadan",1hr 4mins 20secs,,Reel-to-Reel Tape,sound recording,sound recordings,eng,1335,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|Education |~|Field Notes |~|Conference proceedings"
Work,ark:/21198/z1wq249n,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0133.wav,Agric and African Development,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,March 1977,1977-03,Prof G.A Makanjuola|~|Dr E.O.Umeh,"Institute of African Studies, University of Ibadan",23mins 31secs,,Reel-to-Reel Tape,sound recording,sound recordings,eng,1336,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|Education |~|Field Notes |~|Conference proceedings"
Work,ark:/21198/z1rz1cjg,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0137.wav,Historical Methodology,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,February 1977,1977-02,Prof Obaro Ikime|~|Prof B.I. Obichere|~|Prof B.O Oloruntimehin,"Institute of African Studies, University of Ibadan",1hr 4mins 21secs,,,sound recording,sound recordings,eng,1381,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|History|~|Education"
Work,ark:/21198/z1n60mwz,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0139.wav,Historical Methodology,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,February 1977,1977-02,Prof Obaro Ikime|~|Prof B.I. Obichere|~|Prof B.O Oloruntimehin,"Institute of African Studies, University of Ibadan",1hr 9mins 27secs,,,sound recording,sound recordings,eng,1382,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|History |~|Education"
Work,ark:/21198/z1hd9w70,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0168.wav,Anthropology of African Culture,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1977,1977,R.G. Armsrong,"Institute of African Studies, University of Ibadan",1 hrs 4 mins 30 secs,Tape 1,Reel-to-Reel Tape,sound recording,sound recordings,eng,1379,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Conference Proceeding
Work,ark:/21198/z1cr7tw4,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0170.wav,Anthropology of African Culture,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1977,1977,R.G. Armsrong,"Institute of African Studies, University of Ibadan",1 hrs 4 mins 23 secs,Tape 2,Reel-to-Reel Tape,sound recording,sound recordings,eng,1380,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Conference Proceeding
Work,ark:/21198/z180736z,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0172.wav,Anthropology of African Culture,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1977,1977,R.G. Armsrong,"Institute of African Studies, University of Ibadan",1  hr 48 secs,,Reel-to-Reel Tape,sound recording,sound recordings,eng,1379,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Conference Proceeding
Work,ark:/21198/z1476bfs,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0389.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,Frank Speed,"Institute of African Studies, University of Ibadan",4mins 7secs,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1334,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z10g5kn5,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0390.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,Frank Speed,"Institute of African Studies, University of Ibadan",3mins 21secs,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1334,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z1vq5358,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0391.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,Frank Speed,"Institute of African Studies, University of Ibadan",3mins 10secs,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1334,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z1qz4bg0,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0392.wav,Ramblers International of Ghana,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,October 1977,1977-10,Frank Speed,"Institute of African Studies, University of Ibadan",5mins 53secs,,Reel-to-Reel Tape,sound recording,sound recordings,twi,1334,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Highlife (music)|~|Popular music --Ghana|~|Songs|~|Twi
Work,ark:/21198/z1m63kvx,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0417.wav,Omaludo-Ola and Odumu,"Light, Plays, Time",,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1977,1977,Dr S.O.O. Amali,"Institute of African Studies, University of Ibadan",32 mins 15 secs,1,Reel-to-Reel Tape,sound recording,sound recordings,idu,1321,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|Intellectuals--Interviews"
Work,ark:/21198/z1gj1jhg,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1977_b_0426.wav,Omaludo-Ola and Odumu,"Light, Plays, Time",,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1977,1977,Dr S.O.O. Amali,"Institute of African Studies, University of Ibadan",32 mins 12 secs,2,Reel-to-Reel Tape,sound recording,sound recordings,idu,1322,,,,"Institute of African Studies, University of Ibadan",Public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|Intellectuals--Interviews"
Work,ark:/21198/z1bs0sr9,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1978_b_0035.wav,The Vow,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,February 1978,1978-02,Wale Ogunyemi,"Institute of African Studies, University of Ibadan",1hr 4mins 55secs,,Reel-to-Reel Tape,sound recording,sound recordings,eng,1354,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Performing arts,short films,  Songs, Arts and Culture and Music"
Work,ark:/21198/z1710207,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1978_b_0037.wav,The Vow,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,February 1978,1978-02,Wale Ogunyemi,"Institute of African Studies, University of Ibadan",39mins 52secs,,,sound recording,sound recordings,eng,1355,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Performing arts |~|Short films|~|Songs|~|Arts and Culture |~|Music"
Work,ark:/21198/z1379962,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1978_b_0141.wav,New Images and Nigeria,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,February 1978,1978-02,Dr. C.O. Adepegba,"Institute of African Studies, University of Ibadan",13mins 5secs,,,sound recording,sound recordings,eng,1362,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern |~|History, Arts and Culture"
Work,ark:/21198/z1zg8sqc,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1978_b_0183.wav,"Lecture by Dr Ayorinde on the film ""Were ni""",,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1978,1978,E.I. Adedeji,"Institute of African Studies, University of Ibadan",24 mins 7 secs,,Reel-to-Reel Tape,sound recording,sound recordings,,1379,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Conference Proceeding
Work,ark:/21198/z1tq823s,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1978_b_0215.wav,Ifa Divination Display,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,March 1978,1978-03,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",40mins 55secs,,,sound recording,sound recordings,yor,1366,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Recitations |~|Arts and Culture |~|Personal Narratives"
Work,ark:/21198/z1pz79dh,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1978_b_0383.wav,Yoruba Law and Justice,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,April 1978,1978-04,Mr Adebayo Faleti,"Institute of African Studies, University of Ibadan",1 hr 1 min 12 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor|~|eng,,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Cultural Heritage|~|Intellectuals--Interviews"
Work,ark:/21198/z1k9582c,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1978_b_0636.wav,Ijala Ode,The Hunters' Chants,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1978,1978,Duro Ladipo,"Institute of African Studies, University of Ibadan",32 mins 12 secs,1,Reel-to-Reel Tape,sound recording,sound recordings,yor,1386,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Cultural heritage|~|Performing arts|~|Songs and music"
Work,ark:/21198/z1fj4hc3,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1978_b_0638.wav,Ijala Ode,The Hunters' Chants,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1978,1978,Duro Ladipo,"Institute of African Studies, University of Ibadan",24 mins 12 secs,2,Reel-to-Reel Tape,sound recording,sound recordings,yor,1387,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Cultural heritage|~|Performing arts|~|Songs and music"
Work,ark:/21198/z19s3rkg,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1979_b_0014.wav,Nupe Music,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1979,1979,Roger Blench,"Institute of African Studies, University of Ibadan",13 mins 37 secs,,Reel-to-Reel Tape,sound recording,sound recordings,nup,,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigerian|~|Cultural Heritage|~|Songs and Music
Work,ark:/21198/z16130t0,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1979_b_0015.wav,Nupe Music,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1979,1979,Roger Blench,"Institute of African Studies, University of Ibadan",16 mins 26 secs,,Reel-to-Reel Tape,sound recording,sound recordings,nup,,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigerian|~|Cultural Heritage|~|Songs and Music
Work,ark:/21198/z1282827,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1979_b_0016.wav,Nupe Music,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1979,1979,Roger Blench,"Institute of African Studies, University of Ibadan",8 mins 53 secs,,Reel-to-Reel Tape,sound recording,sound recordings,nup,,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigerian|~|Cultural Heritage|~|Songs and Music
Work,ark:/21198/z1xh1rpw,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1979_b_0017.wav,Nupe Music,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1979,1979,Roger Blench,"Institute of African Studies, University of Ibadan",8 mins 4 secs,,Reel-to-Reel Tape,sound recording,sound recordings,nup,,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigerian|~|Cultural Heritage|~|Songs and Music
